"TID","EN","AR","CN","CNT","DE","ES","FA","FI","FR","ID","IT","JP","KR","MS","NL","NO","PT","RU","TH","TR","VI"
"TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_TENCENT_ID","Chief <name>'s village with Town Hall level <number> has been found! Load it by logging in with the registered WeChat or QQ account?","تم العثور على قرية الزعيم <name> بقاعة مدينة من المستوى <number>! أتريد تحميلها بتسجيل الدخول عبر حساب WeChat أو QQ المسجل؟","已找到大本营等级为<number>级的村庄<name>！要登录与之绑定的微信或QQ来加载游戏进度吗？","已找到大本營等級為<number>級的村莊<name>！要登入與之綁定的微信或QQ以載入遊戲進度嗎？","Das Dorf von Häuptling <name> mit einem Rathaus auf Level <number> wurde gefunden! Möchtest du es laden, indem du dich bei dem verknüpften WeChat- oder QQ-Konto anmeldest?","¡Hemos encontrado la aldea de <name> con ayuntamiento de nivel <number>! ¿Quieres iniciar sesión con la cuenta registrada de WeChat o de QQ?","دهکده‌ی رئیس <name> با تالار شهر سطح <number> پیدا شده است! می‌خواهید با حساب WeChat یا QQ ثبت‌شده‌تان وارد سیستم شوید و آن را بارگیری کنید؟","Löysimme kylän, jonka päällikkö on <name> ja jonka päärakennus on tasolla <number>! Haluatko ladata sen kirjautumalla sisään rekisteröidyllä WeChat- tai QQ-tilillä?","Nous avons trouvé le village du chef <name> avec l'hôtel de ville niveau <number>. Voulez-vous y accéder via le compte connecté à WeChat ou QQ ?","Desa Chief <name> dengan Balai Kota level <number> telah ditemukan! Muat Desa dengan masuk ke akun WeChat atau QQ yang terdaftar?","Abbiamo rintracciato il villaggio di <name>, con un municipio di liv. <number>! Vuoi caricarlo accedendo all'account WeChat o QQ con cui sei registrato/a?","チーフ<name>の村（タウンホールレベル<number>）が見つかりました！接続済みのWeChatまたはQQのアカウントでログインして、ゲームをロードしますか？","<name> 대장님의 마을(<number>레벨 마을회관)을 발견했습니다! 등록된 WeChat 또는 QQ 계정으로 로그인해 불러오세요!","Kampung Ketua <name> dengan Dewan Bandaran tahap <number> telah ditemui! Log masuk dengan akaun WeChat atau QQ yang didaftarkan untuk memuatkannya?","Het dorp van Chief <name> met stadhuislevel <number> is gevonden. Wil je het dorp laden door je aan te melden met het geregistreerde WeChat- of QQ-account?","Landsbyen til høvding <name> (rådhusnivå <number>) er funnet! Vil du laste den inn gjennom å logge på med den registrerte WeChat- eller QQ-kontoen?","A vila de <name>, com centro da vila de nível <number>, foi encontrada! Iniciar uma sessão com a conta vinculada ao WeChat ou ao QQ?","Найдена деревня вождя <name> с ратушей <number>-го уровня! Хотите загрузить ее, войдя в связанную учетную запись WeChat или QQ?","พบหมู่บ้านของท่านหัวหน้า <name> ซึ่งมีศาลากลางเลเวล <number> แล้ว! โหลดหมู่บ้านด้วยการล็อกอินเข้าบัญชี WeChat หรือ QQ ที่เคยลงทะเบียนไว้หรือไม่?","<name> adlı şefin <number>. seviye Belediye Binasına sahip köyü bulundu! Kayıtlı WeChat veya QQ hesabıyla giriş yapıp köyü yüklemek ister misin?","Đã tìm được làng của Chỉ huy <name> với Nhà chính cấp <number>! Bạn có muốn tải làng này bằng cách đăng nhập bằng WeChat hoặc QQ mà bạn đã dùng để đăng ký không?"
"TID_APPLICATION_SIGNATURE_ERROR","This is an unauthorized version of Clash of Clans and may compromise your account or device. To continue playing, install the game from an authorized source and use Supercell ID to move your account.","هذه نسخة غير مصرح بها من Clash of Clans، وقد تعرض حسابك أو جهازك للخطر. للاستمرار في اللعب، قم بتثبيت اللعبة من مصدر مصرح به، واستخدم Supercell ID لنقل حسابك.","您目前使用的《部落冲突》版本未经授权，这可能会给您的账号或设备带来安全隐患。要继续游戏，请您前往官方渠道下载游戏，并将游戏绑定至Supercell ID以便转移您的游戏进度。","您目前使用的《部落衝突》版本未經授權，這可能會導致您的帳號或裝置出現安全隱憂。要繼續遊戲，請您前往官方平台下載遊戲，並將遊戲綁定至Supercell ID以便轉移遊戲進度。","Dies ist eine nicht autorisierte Version von Clash of Clans, die dein Spielkonto oder dein Gerät gefährden kann. Um weiterzuspielen, installiere das Spiel von einer autorisierten Quelle aus und nutze den Supercell-ID-Dienst, um dein Konto zu übertragen.","Esta es una versión no autorizada de Clash of Clans y es posible que tu cuenta o tu dispositivo estén en peligro. Para seguir jugando, instala el juego desde una fuente autorizada y utiliza Supercell ID para transferir tu cuenta.","این یک نسخه غیر مجاز Clash of Clans است و ممکن است حساب یا دستگاهتان را به خطر بیندازد. برای ادامه بازی، باید بازی را از یک منبع مجاز نصب کنید و برای انتقال حسابتان، از Supercell ID استفاده کنید.","Tämä versio Clash of Clansista on luvaton ja voi vaarantaa tilisi ja laitteesi. Jatka pelaamista lataamalla peli luvallisesta lähteestä, ja siirrä tilisi Supercell ID:n avulla.","Vous utilisez une version non autorisée de Clash of Clans, qui risque de compromettre votre compte ou votre appareil. Pour continuer à jouer, installez le jeu via une source autorisée et utilisez Supercell ID pour transférer votre compte.","Ini adalah versi Clash of Clans yang tidak resmi dan dapat membahayakan akun atau perangkat milikmu. Untuk terus bermain, instal game dari toko aplikasi resmi dan gunakan Supercell ID untuk mentransfer akun game milikmu.","Stai utilizzando una versione non autorizzata di Clash of Clans, con cui potresti compromettere l'account o il dispositivo. Per continuare a giocare, installa il gioco da una fonte ufficiale e collegati a Supercell ID per trasferire l'account.","これは、非公認バージョンのクラッシュ・オブ・クランのため、プレイヤー様のアカウントやデバイスが危険にさらされる可能性があります。プレイを続けるには、公式の提供元からゲームをインストールしたうえで、Supercell IDを使ってアカウントを移行してください。","계정 및 기기 정보가 도용될 수 있는 인증되지 않은 버전의 클래시 오브 클랜입니다. 계속 플레이하려면 인증된 출처로부터 게임을 설치하고 Supercell ID를 통해 계정을 이전해주세요.","Ini versi Clash of Clans yang tidak dibenarkan dan mungkin akan menjejaskan akaun atau peranti anda. Untuk teruskan bermain, pasang permainan daripada sumber dibenarkan dan menggunakan Supercell ID untuk pindah akaun anda.","Dit is een ongeautoriseerde versie van Clash of Clans, waardoor je account of apparaat in gevaar kan komen. Om te kunnen blijven spelen, installeer je het spel van een geautoriseerde bron en gebruik je Supercell ID om je account over te zetten.","Dette er en uautorisert versjon av Clash of Clans som kan være skadelig for kontoen eller enheten din. For å fortsette å spille må du installere spillet fra en autorisert kilde og bruke Supercell ID til å flytte kontoen.","Esta é uma versão não autorizada de Clash of Clans e pode colocar o seu dispositivo ou a sua conta em risco. Para continuar jogando, instale o jogo a partir de uma fonte autorizada e use o Supercell ID para trocar a conta de dispositivo.","Это неавторизованная версия Clash of Clans, использование которой может нанести вред вашей учетной записи и устройству. Чтобы продолжить играть, установите игру из авторизованного источника и используйте Supercell ID для переноса учетной записи.","นี่คือเกม Clash of Clans เวอร์ชันที่ไม่ได้รับอนุญาต และอาจเป็นอันตรายต่อบัญชีหรืออุปกรณ์ของท่านได้ เพื่อเล่นต่อ ให้ติดตั้งเกมจากแหล่งที่ได้รับอนุญาตและใช้ Supercell ID เพื่อย้ายบัญชีของท่าน","Bu, Clash of Clans'in yetkisiz bir sürümüdür. Bu sürüm, hesabınızın veya cihazınızın güvenliğini tehlikeye atabilir. Oynamaya devam etmek için oyunu yetkili bir kaynaktan indirin ve hesabınızı taşımak için Supercell ID kullanın.","Đây là phiên bản Clash of Clans trái phép, nó có thể sẽ khiến cho tài khoản hoặc thiết bị của bạn gặp rủi ro. Để tiếp tục chơi, hãy cài đặt trò chơi từ nguồn đáng tin cậy và sử dụng Supercell ID để chuyển tài khoản của bạn."
"TID_DECORATION_PIRATE_ANCHOR","Retired Anchor","المرساة القديمة","废弃船锚","紀念船錨","Anker","Ancla jubilada","لنگر بازنشسته","Eläköitynyt ankkuri","Vieille ancre","Monumen Jangkar","Ancora in pensione","使い古されたイカリ","낡은 닻","Sauh Usang","Anker in ruste","Pensjonert anker","Âncora aposentada","Якорь на пенсии","สมอรุ่นเก๋า","Emekli Çapa","Mỏ neo đã nghỉ hưu"
"TID_DECORATION_PIRATE_ANCHOR_INFO","After being cut loose and hitting rock bottom, this Anchor has just been enjoying its retirement. It's trying to stay ship-shape, but it's hard at this age.","بعد قطع حبل هذه المرساة ورسوبها إلى القاع، أصبحت متقاعدة. إنها تحاول البقاء في حالة جيدة، لكن لأمر صعب نظرًا لعمرها المتقدم.","有一天，船锚因为绳索被砍断沉到海底，嵌入了岩石中。这么多年过去了，要让船锚一直维持原样可不是件容易的事。","有一天，船錨因為繩索被砍斷沉到海底，嵌入了岩石中。這麼多年過去了，要讓船錨一直維持原樣可不是件容易的事。","Wo eine Welle ist, ist auch ein Weg! Dieser alte Anker hatte genug davon, stets meeresbodenständig zu bleiben, und erfüllt sich seitdem den Traum vom Leben an Land. Nun dient er für Seebären in spe als Fels in der Brandung.","Tras ser despedida y haber tocado fondo, esta ancla está disfrutando de la vida de jubilada mientras intenta mantenerse a flote. Aunque le cuesta no quedarse anclada en el pasado...","بعد از بریدن از همه و سقوط به اعماق، این لنگر تازه داشت از دوران بازنشستگیش لذت می‌برد. حالا تلاش می‌کند ایده‌آل و روی فرم باقی بماند، اما در این سن کار سختی است.","Ankkuri tunsi olonsa raskaaksi ja oli pitkään ihan pohjalla, mutta nyt se on päässyt nauttimaan eläkepäivistä. Siivoamaan se ei silti ehdi, vaan sen ympäristö on edelleen kuin lähtevä laiva.","Après s'être fait larguer et avoir touché le fond, cette ancre a pris une retraite bien méritée. Elle est un peu rouillée, mais c'est normal à son âge.","Setelah menghabiskan waktu terabaikan di dasar laut, jangkar tua ini akhirnya bisa menikmati masa pensiun sebagai monumen. Meski terbuat dari baja berkualitas tinggi, tanda-tanda dimakan usia masih bisa dilihat.","Dopo essere stato gettato e aver toccato il fondo (dell'oceano), questo vecchio arnese è in cerca di una seconda giovinezza durante la pensione, e di un modo per non restare \qancorato\q al passato.","このイカリは船から切り離され、海底に沈められてからというもの、隠居生活を満喫しています。体調には気を付けているようですが、年齢を考えればガタが来るのは仕方がないでしょう。","밧줄이 끊겨 바다 밑바닥까지 떨어졌지만, 나름대로 은퇴 생활을 즐겨오고 있습니다. 쓸만해 보일 수도 있지만, 그냥 두는 게 좋을 것 같습니다.","Selepas \qdibebaskan\q dan terbenam di dasar laut, sauh ini menikmati saja hari-harinya yang sunyi dan tenang. Ia cuba kekal dalam keadaan terbaik, tapi agak sukar apabila dah lanjut usia.","Nadat dit anker uit de boot was gevallen en een dieptepunt bereikte, geniet het nu van een welverdiend pensioen. Het krijgt intussen steeds meer last van roest, maar dat is normaal op deze leeftijd.","Siden dette ankeret ble skåret løs og falt til bunns, har det nytt pensjonisttilværelsen. Det prøver å holde seg i skipsmessig stand, men det er vanskelig i den alderen.","Depois de ser cortada e chegar ao fundo do poço, esta âncora resolveu curtir a aposentadoria. Está um pouquinho enferrujada, mas é normal nessa idade.","Однажды сорвавшись с цепи и упав на дно, этот якорь решил уйти на пенсию и насладиться покоем. Он по-прежнему старается следить за собой, но это не так-то просто в его возрасте.","หลังจากถูกตัดจากเรือและทิ้งไว้ที่ก้นทะเล สมอตัวนี้ก็เกษียณอายุจากการทำงาน มันพยายามจะเป็นสิ่งกีดขวางที่แข็งแกร่ง แต่ความเก่านี้อาจทำให้มันไม่เก๋าสักเท่าไหร่","Zincirleri koparılıp denizin dibini boylayınca emekli olmaya karar veren bu çapa, şimdilerde sakin hayatının keyfini çıkarıyor. Egzersizlerle dinç kalmaya çalışsa da bu yaşta elinden çok bir şey gelmiyor.","Sau khi dây buộc bị đứt, chiếc Mỏ neo rơi xuống đáy biển và va vào một tảng đá nên nó đã quyết định nghỉ hưu để tận hưởng những ngày tháng an nhàn. Nó luôn cố gắng duy trì hình dạng chuẩn của mình, nhưng ở độ tuổi này thì quả thật là không dễ dàng chút nào."
"TID_OBSTACLE_HALLOWEEN2020","Vacant Tomb","التابوت الفارغ","无人墓","無名塚","Verlassenes Grab","Tumba vacía","مقبره متروکه","Tyhjä hauta","Tombe vide","Peti Mati Kosong","Tomba vuota","空虚な墓","빈 무덤","Kubur Terbiar","Verlaten graf","Ledig grav","Tumba vazia","Пустая гробница","สุสานร้าง","Boş Lahit","Ngôi mộ trống"
"TID_DPS","Damage per second: <number>","الضرر في الثانية: <number>","每秒伤害值：<number>","每秒傷害值：<number>","Schaden pro Sekunde: <number>","Daño por segundo: <number>","آسیب در هر ثانیه: <number>","Tuho sekuntia kohden: <number>","Dégâts par seconde : <number>","Kerusakan per detik: <number>","Danni al secondo: <number>","ダメージ (毎秒)： <number>","초당 공격력: <number>","Kerosakan setiap saat: <number>","Schade per seconde: <number>","Skade per sekund: <number>","Dano por segundo: <number>","Урон в секунду: <number>","ความเสียหายต่อวินาที: <number>","Saniye başına hasar: <number>","Sát thương mỗi giây: <number>"
"TID_POPUP_CANCEL_CLEAR","Do you really want to stop removing <item>?","هل ترغب بالتأكيد في إيقاف إزالة <item>؟","确定停止移除<item>？","是否停止移除<item>？","Möchtest du das Entfernen von <item> wirklich abbrechen?","¿Seguro que quieres detener la eliminación de <item>?","آیا واقعاً می‌خواهید حذف <item> را متوقف کنید؟","Haluatko varmasti keskeyttää kohteen <item> poistamisen?","Voulez-vous vraiment arrêter la suppression de : <item> ?","Yakin ingin berhenti menyingkirkan <item>?","Vuoi davvero interrompere la rimozione di \q<item>\q?","本当に<item>を取り除くのをやめますか？","<item> 제거를 중단할까요?","Anda benar-benar ingin berhenti membuang <item>?","Weet je zeker dat je <item> niet meer wilt verwijderen?","Vil du virkelig stoppe fjerning av <item>?","Quer mesmo interromper a remoção de <item>?","<item>: отменить удаление?","ท่านต้องการหยุดกำจัด <item> จริงๆ หรือ?","<item> yıkımını durdurmak istiyor musun?","Bạn có thực sự muốn dừng quá trình xóa bỏ <item> không?"
"TID_TUTORIAL_ENTER_AGE","Oh, and one more question...","سؤال واحد آخر...","对了，还有一个问题......","對了，還有一個問題......","Oh, und noch eine Frage ...","Ah, una pregunta más...","و یک سؤال دیگر...","Vielä yksi kysymys...","Oh, encore une question...","Oh, satu pertanyaan lagi...","Abbiamo un'altra domanda da farti...","そうそう、こちらにも\nお答えいただけますか？","아, 그리고 한 가지 더 있어요.","Oh, ada satu lagi nak tanya...","O, en nog één vraag...","Å, vi har ett spørsmål til ...","E mais uma pergunta...","И еще один вопрос...","อ้อ และมีอีกหนึ่งคำถาม...","Sana bir sorumuz daha var...","À, còn một câu hỏi nữa..."
"TID_EXTERNAL_URL_TITLE","Notice","تنويه","注意","請留意","Hinweis","Aviso","توجه","Huomio!","Avertissement","Pemberitahuan","Avviso","お知らせ","알림","Notis","Bericht","Obs!","Aviso","Уведомление","แจ้งเตือน","Uyarı","Lưu ý!"
"TID_SUPERCELL_ID_BANNER_TEXT_YP","Login to load progress from an existing Supercell ID account.","سجّل الدخول لتحميل التقدم من حساب Supercell ID موجود.","登录Supercell ID，以加载该账号绑定的游戏进度。","登入Supercell ID，以載入該帳號綁定的遊戲進度。","Melde dich an, um den Fortschritt eines Supercell-ID-Kontos zu laden.","Inicia sesión para cargar el progreso de una cuenta de Supercell ID ya existente.","وارد سیستم بشوید تا پیشرفت یک حساب Supercell ID موجود را بارگیری کنید.","Lataa Supercell ID:lle tallennettu pelissä eteneminen kirjautumalla.","Connectez-vous pour charger la progression d'un compte Supercell ID existant.","Masuk untuk memuat progres dari akun Supercell ID.","Accedi per caricare i progressi da un account Supercell ID preesistente.","既存のSupercell IDのアカウントから\nゲームデータをロードするには\nログインしてください。","로그인하여 기존 Supercell ID 계정의 진행 상황을 불러오세요.","Log masuk untuk muat kemajuan daripada akaun Supercell ID yang ada.","Meld je aan om je voortgang van een bestaand Supercell ID-account te laden.","Logg på for å laste inn fremdrift fra en eksisterende Supercell ID-konto.","Conecte-se para carregar o progresso de uma conta Supercell ID existente.","Войдите, чтобы загрузить существующую учетную запись Supercell ID.","ล็อกอินเพื่อโหลดความคืบหน้าจากบัญชี Supercell ID ที่มีอยู่","Supercell ID hesabından oyun ilerlemeni yüklemek için giriş yap.","Đăng nhập để tải tiến trình từ một tài khoản Supercell ID hiện có."
"TID_PARENTS_GUIDE_BUTTON","Parent's Guide","دليل الآباء","家长指南","家長監護指南","Leitfaden für Eltern","Guía para padres","راهنمای والدین","Vanhempien opas","Guide parental","Panduan Orang Tua","Guida genitori","保護者の皆さまへ","보호자용 가이드","Panduan Ibu Bapa","Richtlijn voor ouders","Veiledning for foreldre","Guia para Pais","Справочник для родителей","คู่มือผู้ปกครอง","Ebeveyn Kılavuzu","Hướng dẫn dành cho Phụ huynh"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_GAME_CENTER","Connect to Game Center","الاتصال بـ Game Center","绑定苹果游戏中心(Game Center)账号","綁定Game Center帳號","Mit Game Center verknüpfen","Conectar con Game Center","اتصال به Game Center","Yhdistä Game Centeriin","Connectez-vous à Game Center","Sambungkan ke Game Center","Collega a Game Center","Game Centerと連携","Game Center\n연동","Sambungkan ke Game Center","Maak verbinding met Game Center","Koble til Game Center","Vincule ao Game Center.","Подключитесь к Game Center","เชื่อมต่อไปยัง Game Center","Game Center'a bağlan","Kết nối với Game Center"
"TID_ACHIEVEMENT_ACCOUNT_BOUND_TENCENT","Connect to WeChat or QQ","الاتصال بـ WeChat أو QQ","绑定微信或QQ账号","綁定微信或QQ帳號","Mit WeChat oder QQ verknüpfen","Conectar con WeChat o QQ","اتصال به WeChat یا QQ","Yhdistä WeChatiin tai QQ:hun","Connectez-vous à WeChat ou QQ","Sambungkan ke WeChat atau QQ","Collega a WeChat o QQ","WeChatまたはQQと連携","WeChat 또는 QQ\n연동","Sambungkan ke WeChat atau QQ","Maak verbinding met WeChat of QQ","Koble til WeChat eller QQ","Vincule ao WeChat ou QQ.","Подключиться к WeChat или QQ","เชื่อมต่อไปยัง WeChat หรือ QQ","WeChat ya da QQ'ya bağlan","Kết nối với WeChat hoặc QQ"
"TID_PRESET_ORIGINAL_TROOP_LEVEL_TOO_LOW","Original troop level is too low","مستوى القوة الأصلية منخفض جدًا.","普通兵种等级太低","普通兵種等級太低","Der Level der Standardtruppe ist zu gering.","El nivel de la tropa original es demasiado bajo.","سطح اصلی نیرو زیادی پایین است","Alkuperäisen joukon taso ei ole tarpeeksi korkea.","Niveau de la troupe originale trop bas","Level Peleton asal terlalu rendah","Il livello della truppa originale è troppo basso.","通常バージョンのユニットレベルが低すぎます","일반 유닛의 레벨이 너무 낮습니다.","Tahap asal askar terlalu rendah","Het level van de oorspronkelijke troep is te laag.","Den opprinnelige troppens nivå er for lavt","O nível da sua tropa original é baixo demais.","Уровень исходного воина слишком низкий.","กองกำลังดั้งเดิมเลเวลต่ำเกินไป","Orijinal birliğin seviyesi çok düşük.","Cấp của binh lính gốc quá thấp"
"TID_PRESET_ORIGINAL_TROOP_ALREADY_INCLUDED","Original troop is already in the army","القوة الأصلية ضمن الجيش بالفعل.","普通兵种已在军队配置中","普通兵種已在軍隊設定中","Die Standardtruppe ist bereits Teil der Armee.","La tropa original ya está en el ejército.","نیروی اصلی از قبل در ارتش هست","Alkuperäinen joukko on jo armeijassa.","Troupe originale déjà dans l'armée","Peleton asal sudah ada dalam tentara","L'esercito contiene già la truppa originale.","すでに通常バージョンのユニットが部隊に含まれています","일반 유닛이 이미 부대에 있습니다.","Askar asal sudah berada di dalam tentera","De oorspronkelijke troep zit al in het leger.","Den opprinnelige troppen er allerede i hæren","A tropa original já está no exército.","Исходный воин уже в армии.","มีกองกำลังดั้งเดิมอยู่ในกองทัพแล้ว","Orijinal birlik zaten orduda.","Binh lính gốc đã có mặt trong đội quân rồi"
"TID_PRESET_SUPER_TROOP_ALREADY_INCLUDED","Super troop is already in the army","القوة الخارقة ضمن الجيش بالفعل.","超级兵种已在军队配置中","超級兵種已在軍隊設定中","Die Supertruppe ist bereits Teil der Armee.","La supertropa correspondiente ya está en el ejército.","اَبَر نیرو از قبل در ارتش هست","Tämä superjoukko on jo armeijassa.","Super troupe déjà dans l'armée","Peleton Super sudah ada dalam tentara","L'esercito contiene già la super truppa corrispondente.","すでにスーパーユニットが部隊に含まれています","슈퍼 유닛이 이미 부대에 있습니다.","Askar Super sudah berada di dalam tentera","De bijbehorende supertroep zit al in het leger.","Supertroppen er allerede i hæren","A supertropa já está no exército.","Супервоин уже в армии.","มีซูเปอร์กองกำลังอยู่ในกองทัพแล้ว","Süper birlik zaten orduda.","Siêu Binh lính đã có mặt trong đội quân rồi"
"TID_PRESET_TOO_MANY_DIFFERENT_SUPER_TROOPS","Too many different super troops in the army","هناك العديد من القوات الخارقة المختلفة ضمن الجيش.","军队配置中的超级部队种类太多","軍隊設定中的超級部隊種類太多","Es befinden sich zu viele verschiedene Supertruppen in deiner Armee.","Hay demasiadas supertropas diferentes en el ejército.","تعداد زیادی اَبَر نیروی مختلف در ارتش وجود دارند","Armeijassa on liikaa eri superjoukkoja.","Trop de super troupes différentes dans l'armée","Terlalu banyak Peleton Super berbeda dalam tentara","L'esercito non può contenere super truppe differenti.","部隊に含まれているスーパーユニットの種類が多すぎます","부대에 다른 슈퍼 유닛이 너무 많습니다.","Terlalu banyak askar super berbeza di dalam tentera","Het leger bevat te veel verschillende supertroepen.","Det er for mange supertropper i hæren","Há muitas supertropas diferentes no exército.","В армии слишком много разных супервоинов.","มีซูเปอร์กองกำลังหลายแบบมากเกินไปในกองทัพ","Orduda çok fazla farklı süper birlik var.","Có quá nhiều siêu binh lính khác nhau trong đội quân"
"TID_TENCENT_GUEST_IGNORE_WARNING_TITLE","Are you sure?","هل أنت متأكد؟","您确定吗？","您確定嗎？","Bist du sicher?","¿Seguro?","مطمئن هستید؟","Oletko varma?","Confirmer ?","Apakah kamu yakin?","Confermi?","よろしいですか？","주의","Anda pasti?","Weet je het zeker?","Er du sikker?","Tem certeza?","Вы уверены?","แน่ใจหรือไม่?","Emin misin?","Bạn có chắc chắn không?"
"TID_POPUP_BOOST_BARRACKS_AND_SPELLS","Boost the troop training and spell brewing speed by <multiplier>x for <time>?","هل تود تعزيز سرعة تدريب القوات وتطوير التعويذة بمقدار <multiplier>x لمدة <time>?","确定在<time>内将部队训练速度和法术配制速度提升至原来的<multiplier>倍吗？","確定在<time>內將部隊訓練速度和法術配製速度提升至原來的<multiplier>倍嗎？","Geschwindigkeit von Truppenausbildung und Brauen von Zaubern für <time> <multiplier>-fach erhöhen?","¿Quieres multiplicar por <multiplier> la velocidad de entrenamiento y elaboración de hechizos durante <time>?","آیا سرعت آموزش نیرو و آمیختن طلسم تا <multiplier> برابر به مدت <time> تسریع شود؟","Tehosta joukkojen koulutus ja loitsujen valmistus <multiplier>-kertaiseksi <time> ajaksi?","Multiplier la vitesse de formation des troupes et de concoction des sorts par <multiplier> pendant <time> ?","Percepat latihan peleton dan peracikan mantra sebesar <multiplier>x untuk <time>?","Moltiplicare per <multiplier> la velocità di addestramento truppe e preparazione incantesimi per <time>?","ユニットの訓練と呪文の生成速度を<time>だけ<multiplier>倍にしますか？","<time> 동안 유닛 훈련 및 마법 제조 속도를 <multiplier>배로 가속할까요?","Galakkan kelajuan latihan askar dan membru sihir sebanyak <multiplier>x untuk <time>?","Het trainen van troepen en brouwen van spreuken <multiplier>x versnellen gedurende <time>?","Vil du øke hastigheten på troppetreningen og formelbryggingen med <multiplier>x i <time>?","Acelerar a velocidade de treino de tropas e preparação de feitiços em <multiplier>x por <time>?","Увеличить скорость тренировки и приготовления заклинаний в <multiplier> р. на <time>?","บูสต์ความเร็วการฝึกกองกำลังและการปรุงอาคมขึ้น <multiplier> เท่าเป็นเวลา <time> หรือไม่?","Birlik eğitimi hızı ve büyü üretimi <time> boyunca <multiplier> kat artırılsın mı?","Tăng tốc độ huấn luyện binh lính và luyện chú lên <multiplier>x trong <time>?"
"TID_POPUP_MAX_OUT_ARMY","Use <booster> to boost your troops to the maximum level allowed by your Laboratory for <time>?","هل تريد استخدام <booster> لتعزيز قواتك إلى أقصى مستوى يسمح به مختبرك لمدة <time>؟","要使用<booster>在<time>内暂时将您的军队强化至您当前实验室所支持的最高等级吗？","要使用<booster>在<time>內暫時將您的軍隊強化至您當前實驗室所支援的最高等級嗎？","<booster> benutzen um deine Truppen <time> lang auf den mit deinem Labor maximal möglichen Level zu bringen?","¿Quieres usar <booster> para potenciar tus tropas al nivel máximo que permita tu laboratorio durante <time>?","استفاده از <booster> برای تقویت نیروهایتان به مدت <time> تا حداکثر سطحی که در آزمایشگاهتان مجاز است؟","Haluatko käyttää <booster> kohottaaksesi joukkojesi voimat laboratoriosi korkeimmalle sallimalle tasolle <time> ajaksi?","Voulez-vous utiliser <booster> pour améliorer vos troupes au niveau maximum permis par votre laboratoire pendant <time> ?","Gunakan <booster> untuk mempercepat peletonmu ke level maksimum sesuai Laboratorium untuk <time>?","Vuoi usare <booster> per potenziare l'esercito al massimo livello disponibile nel tuo laboratorio per <time>?","<booster>を使って、<time>にわたってラボの最大許容レベルまでユニットをレベルアップしますか？","<booster> 사용으로 <time> 동안 군대를 연구소에서 업그레이드할 수 있는 최대 레벨로 강화할까요?","Guna <booster> untuk menggalakkan askar anda ke tahap maksimum yang dibenarkan oleh Makmal anda untuk <time>?","Wil je het magische artefact '<booster>' gebruiken om je troepen een boost geven tot het maximumlevel volgens je laboratorium gedurende <time>?","Vil du bruke <booster> til å løfte troppene dine til laboratoriets maksimalt tillatte nivå i <time>?","Usar <booster> para melhorar suas tropas até o nível máximo permitido por seu laboratório por <time>?","Поднять уровень войск до максимально допустимого вашей лабораторией на <time>, использовав предмет «<booster>»?","ใช้ <booster> บูสต์กองกำลังของท่านให้มีเลเวลสูงสุดตามที่ห้องทดลองอนุญาตให้มีได้เป็นเวลา <time>?","<booster> kullanarak <time> için birliklerini Laboratuvarının izin verdiği son seviyeye yükseltmek istiyor musun?","Sử dụng <booster> để cường hóa binh lính của bạn lên cấp độ cao nhất mà Phòng thí nghiệm cho phép trong <time>?"
"TID_CLAN_CASTLE_DEFEND","Guard","الدفاع","正在防御","正在防禦","Bewachen","Proteger","نگهبانی","Vartioi","Protéger","Jaga","Guardia","防衛する","방어","Mengawal","Bewaken","Hold vakt","Dormir","Защита","เฝ้ายาม","Nöbette","Bảo hộ"
