"Name","TroopLevel","Deprecated","TID","InfoTID","HousingSpace","BarrackLevel","LaboratoryLevel","Speed","Hitpoints","TrainingTime","UpgradeTimeH","UpgradeTimeM","UpgradeResource","UpgradeCost","DonateCost","DonateXP","DonateCount","AttackRange","AttackSpeed","CoolDownOverride","DPS","PreferedTargetDamageMod","DamageRadius","AreaDamageIgnoresWalls","SelfAsAoeCenter","IconSWF","IconExportName","BigPicture","BigPictureSWF","Projectile","AltProjectile","PreferedTargetBuilding","PreferedTargetBuildingClass","PreferredTargetNoTargeting","DeployEffect","AttackEffect","AttackEffect2","HitEffect","HitEffect2","IsFlying","AirTargets","GroundTargets","AttackCount","DieEffect","DieEffect2","Animation","ProductionBuilding","IsJumper","MovementOffsetAmount","MovementOffsetSpeed","TombStone","DieDamage","DieDamageRadius","DieDamageEffect","DieDamageDelay","DisableProduction","SecondaryTroop","IsSecondaryTroop","SecondaryTroopCnt","SecondarySpawnDist","RandomizeSecSpawnDist","PickNewTargetAfterPushback","PushbackSpeed","SummonTroop","SummonTroopCount","SummonCooldown","SummonEffect","SummonLimit","SpawnIdle","SpawnOnAttack","StrengthWeight","AuraSpell","AuraSpellLevel","SpawnWhenDamaged","JumpHeightPercent","NoClipping","Squad","WallMovementCost","BurstCount","BurstDelay","AttackMultipleBuildings","IncreasingDamage","DPSLv2","DPSLv3","Lv2SwitchTime","Lv3SwitchTime","AttackEffectLv2","AttackEffectLv3","AttackEffectLv4","TransitionEffectLv2","TransitionEffectLv3","TransitionEffectLv4","TargetedEffectOffset","SecondarySpawnOffset","CustomDefenderIcon","SpecialMovementMod","InvisibilityRadius","HealthReductionPerSecond","AutoMergeDistance","AutoMergeGroupSize","IsUnderground","ProjectileBounces","FriendlyGroupWeight","EnemyGroupWeight","NewTargetAttackDelay","TriggersTraps","ChainShootingDistance","ChainAttackDistance","ChainAttackMaxTargets","ChainAttackDelay","ChainAttackDamageReductionPercent","ChainAttackEffect","PreAttackEffect","MoveStartsEffect","MoveTrailEffect","BecomesTargetableEffect","BoostedIfAlone","BoostRadius","BoostDmgPerfect","BoostAttackSpeed","HideEffect","VillageType","UnitsInCamp","SpecialAbilityLevel","SpecialAbilityName","SpecialAbilityInfo","SpecialAbilityType","SpecialAbilityAttribute","SpecialAbilityAttribute2","SpecialAbilityAttribute3","SpecialAbilitySpell","SpecialAbilityEffect","SpecialAbilityIcon","DisableDonate","ScaleByTH","EnabledByCalendar","EnabledBySuperLicence","LoseHpPerTick","LoseHpInterval","UpgradeLevelByTH","EvolveToCharacter","EvolveEffect","EvolveOnDamageDealt","EvolveTime","CanAttackWhileMoving","PreferredMovementTarget","RetargetAfterHit","Damage2","Damage2Radius","Damage2Delay","Damage2Min","Damage2FalloffStart","Damage2FalloffEnd","DamageMultiplierTarget","DamageMultiplierPercent","FrostOnHitTime","FrostOnHitPercent","DoesNotOpenCC","DefensiveTroop","DamageReductionToStorages","BunkerTroops","BunkerTroopCount1","BunkerTroopCount2","BunkerDegenerationTime","BunkerSpawnDist","HeroDamageMultiplier","PenetratingProjectile","PenetratingRadius","PenetratingExtraRange","ImmuneToHealing","PreferHeroes","HealerWeight","DefaultSkin","DefenseBonus","SmoothJump","SpecialAbilities"
,8,,,,,,10,,92,,264,,,10000000,,,,,,,75,,80,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker7",,,,,,42,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,11,,112,,360,,,15200000,,,,,,,86,,80,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker7",,,,,,48,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,12,,130,,384,,,16500000,,,,,,,94,,80,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker8",,,,,,54,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,,,,,,13,,140,,,,,,,,,,,,102,,80,,,,,,,,,,,,,,,,,,,,,,,"Wall Breaker9",,,,,,60,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Balloon",1,,"TID_GOBLIN_BALLOON","TID_CHARACTER_INFO_BALLOON",5,6,1,130,150,30,8,,"Elixir",125000,3,,,0,3000,,25,1,120,,"TRUE","sc/ui.sc","icon_unit_balloon","unit_balloon_big","sc/info_balloon.sc",,,,"Defense",,"Balloon Goblin Deploy","Balloon Goblin Attack",,"Balloon Goblin Hit",,"TRUE","FALSE","TRUE",,"Balloon Goblin Die",,"Balloon Goblin","Barrack","FALSE",,20,"TombStone",25,120,"Balloon Exposion",416,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,600,500,2250,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,2,,180,,12,,,400000,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,"Balloon Goblin",,,,,,32,,"Balloon Exposion",,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,4,,216,,18,,,800000,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,"Balloon Goblin2",,,,,,48,,"Balloon Exposion",,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,5,,280,,24,,,1500000,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,"Balloon Goblin2",,,,,,72,,"Balloon Exposion",,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,6,,390,,84,,,2750000,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,"Balloon Goblin3",,,,,,108,,"Balloon Exposion",,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,7,,545,,126,,,4500000,,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,"Balloon Goblin6",,,,,,162,,"Dark Balloon Exposion",,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,9,,690,,228,,,7700000,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,"Balloon Goblin7",,,,,,214,,"Dark Balloon Exposion",,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,10,,840,,288,,,10500000,,,,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,"Balloon Goblin8",,,,,,268,,"Dark Balloon Exposion",,,,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,11,,940,,408,,,17000000,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,"Balloon Goblin9",,,,,,322,,"Dark Balloon Exposion",,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,12,,1040,,,,,,,,,,,,276,,,,,,,,,,,,,,,,,,,,,,,,,"Balloon Goblin10",,,,,,352,,"Dark Balloon Exposion",,,,,,,,,,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wizard",1,,"TID_WIZARD","TID_CHARACTER_INFO_WIZARD",4,7,1,200,75,30,8,,"Elixir",120000,2,,,300,1500,,50,1,30,,,"sc/ui.sc","icon_unit_wizard","unit_wizard_big","sc/info_wizard.sc","wizard_projectile",,,,,"Wizard Deploy","Wizard_attack",,"Wizard Hit1",,"FALSE","TRUE","TRUE",,"Wizard Die",,"Wizard","Barrack","FALSE",,0,"TombStone",,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,600,200,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,3,,90,,12,,,320000,,,,,,,70,,,,,,,,,"wizard_projectile",,,,,,"Wizard_attack",,"Wizard Hit1",,,,,,,,"Wizard",,,,,,,,,,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,4,,108,,18,,,620000,,,,,,,90,,,,,,,,,"wizard_projectile",,,,,,"Wizard_attack",,"Wizard Hit1",,,,,,,,"Wizard2",,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,5,,135,,24,,,1200000,,,,,,,125,,,,,,,,,"wizard_projectile2",,,,,,"Wizard_attack2",,"Wizard Hit2",,,,,,,,"Wizard2",,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,6,,165,,48,,,2200000,,,,,,,170,,,,,,,,,"wizard_projectile2",,,,,,"Wizard_attack2",,"Wizard Hit2",,,,,,,,"Wizard3",,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,7,,180,,84,,,3500000,,,,,,,185,,,,,,,,,"wizard_projectile3",,,,,,"Wizard_attack3",,"Wizard Hit2",,,,,,,,"Wizard6",,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,8,,195,,126,,,5000000,,,,,,,200,,,,,,,,,"wizard_projectile4",,,,,,"Wizard_attack3",,"Wizard Hit2",,,,,,,,"Wizard7",,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,9,,210,,210,,,6500000,,,,,,,215,,,,,,,,,"wizard_projectile4",,,,,,"Wizard_attack3",,"Wizard Hit2",,,,,,,,"Wizard8",,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,10,,230,,264,,,10500000,,,,,,,230,,,,,,,,,"wizard_projectile4",,,,,,"Wizard_attack3",,"Wizard Hit2",,,,,,,,"Wizard9",,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,11,,250,,384,,,17200000,,,,,,,245,,,,,,,,,"wizard_projectile4",,,,,,"Wizard_attack3",,"Wizard Hit2",,,,,,,,"Wizard10",,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,,,,,,13,,270,,,,,,,,,,,,260,,,,,,,,,"wizard_projectile4",,,,,,"Wizard_attack3",,"Wizard Hit2",,,,,,,,"Wizard11",,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Healer",1,,"TID_HEALER","TID_CHARACTER_INFO_HEALER",14,8,1,200,500,120,12,,"Elixir",450000,7,,,450,700,,-36,1,150,,,"sc/ui.sc","icon_unit_healer","unit_healer_big","sc/info_healer.sc","HealerEnergy",,,,,"Healer Deploy","Healer Attack",,"Healer Hit",,"TRUE","FALSE","TRUE",,"Healer Die",,"Healer","Barrack","FALSE",,50,"TombStone",,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,200,200,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
,2,,,,,,5,,700,,24,,,900000,,,,,,,-48,,,,,,,,,,,,,,,,,,,,,,,,,"Healer",,,,,,,,,,,,,,,,,,,,,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
,3,,,,,,6,,900,,48,,,2700000,,,,,,,-60,,,,,,,,,,,,,,,,,,,,,,,,,"Healer2",,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
,4,,,,,,7,,1200,,168,,,4200000,,,,,,,-66,,,,,,,,,,,,,,,,,,,,,,,,,"Healer3",,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
,5,,,,,,9,,1500,,252,,,9800000,,,,,,,-72,,,,,,,,,,,,,,,,,,,,,,,,,"Healer4",,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,
,6,,,,,,11,,1600,,384,,,16000000,,,,,,,-72,,,,,,,,,,,,,,,,,,,,,,,,,"Healer4",,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,
,7,,,,,,12,,1700,,,,,,,,,,,,-72,,,,,,,,,,,,,,,,,,,,,,,,,"Healer5",,,,,,,,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,,,,
"Dragon",1,,"TID_DRAGON","TID_CHARACTER_INFO_DRAGON",20,9,1,200,1900,180,18,,"Elixir",1000000,10,,,250,1250,,140,1,30,,,"sc/ui.sc","icon_unit_dragon","unit_dragon_big","sc/info_dragon.sc",,,,,,"Dragon Deploy","Dragon Attack",,"Dragon Hit",,"TRUE","TRUE","TRUE",,"Dragon Die",,"Dragon","Barrack","FALSE",,15,"TombStone",,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,2000,2000,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,5,,2100,,36,,,2000000,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,"Dragon2",,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,6,,2300,,72,,,3000000,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,"Dragon3",,,,,,,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,7,,2700,,126,,,3800000,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,"Dragon4",,,,,,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,8,,3100,,132,,,4900000,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,"Dragon5",,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,9,,3400,,240,,,7000000,,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,"Dragon6",,,,,,,,,,,,,,,,,,,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,10,,3900,,288,,,11000000,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,"Dragon7",,,,,,,,,,,,,,,,,,,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,11,,4200,,408,,,17500000,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,"Dragon8",,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,12,,4500,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,"Dragon9",,,,,,,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PEKKA",1,,"TID_PEKKA","TID_CHARACTER_INFO_PEKKA",25,10,1,200,3000,180,12,,"Elixir",1200000,13,,,80,1800,,260,1,,,,"sc/ui.sc","icon_unit_pekka","unit_pekka_big","sc/info_pekka.sc",,,,,,"Pekka Deploy","Pekka Attack",,"Pekka Hit",,"FALSE","FALSE","TRUE",,"Pekka Die",,"PEKKA","Barrack","FALSE",,0,"TombStone",,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,2500,2000,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,6,,3500,,24,,,1800000,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA2",,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,6,,4000,,48,,,2800000,,,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA3",,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,7,,4500,,84,,,3200000,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA4",,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,8,,5000,,114,,,4200000,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA5",,,,,,,,,,,,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,8,,5500,,144,,,5200000,,,,,,,470,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA6",,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,9,,5900,,240,,,7700000,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA7",,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,10,,6300,,270,,,10500000,,,,,,,610,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA8",,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,11,,6700,,,,,,,,,,,,680,,,,,,,,,,,,,,,,,,,,,,,,,"PEKKA9",,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gargoyle",1,,"TID_GARGOYLE","TID_CHARACTER_INFO_MINION",2,1,1,400,58,18,8,,"DarkElixir",3000,1,,,225,1000,,38,1,,,,"sc/ui.sc","icon_unit_gargoyle","unit_flyingF_big","sc/info_minion.sc","gargoyle_projectile",,,,,"Gargoyle Deploy","Gargoyle Attack",,"Gargoyle Hit",,"TRUE","TRUE","TRUE",,"Gargoyle Die",,"Gargoyle_lvl1","Dark Elixir Barrack","FALSE",,100,"DarkTombStone",,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,150,100,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,5,,63,,16,,,7000,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,"Gargoyle_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,6,,68,,24,,,15000,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,"Gargoyle_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,6,,73,,48,,,25000,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,"Gargoyle_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,7,,78,,84,,,35000,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,"Gargoyle_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,8,,84,,120,,,63000,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,"Gargoyle_lvl4",,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
