"Name","Dependencies","MissionCategory","VillageType","FirstStep","Deprecated","Action","Character","FixVillageObject","BuildBuilding","BuildBuildingLevel","BuildBuildingCount","DefendNPC","AttackNPC","Delay","TrainTroops","ShowMap","ClientCondition","ClientStartAction","TutorialText","TutorialStep","Darken","TutorialTextBox","TutorialCharacter","CharacterSWF","LoopAnim","SpeechBubble","RightAlignTextBox","ButtonText","TutorialMusic","TutorialSound","HighlightArrowPath","HighlightArrowDirection","ClientAction","RewardResource","RewardResourceCount","RewardXP","RewardTroop","RewardTroopCount","CustomData","Villagers","ForceCamera","WaitUntilPopupIsClosed","LinkedReengagementStep","RewindOnConditionFail","ProgressWithCondition","LinkedMission"
"master builder finished",,"INFO",1,"TRUE",,"info",,,"Builder6Unlock",5,1,,,500,,,,,"TID_TUTORIAL_ARTO_COMPLETE_1",,"true","tutorial_builder_short_v2","character_builder_talking","sc/tutorial_characters_v2.sc",,"bubble_no_button_right_top_v2","true",,,"sfx/tut_builder_surprised_01.ogg",,,,,,,,,,,,"true",,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_ARTO_COMPLETE_2",,"true","tutorial_builder_short_v2","character_builder_talking","sc/tutorial_characters_v2.sc",,"bubble_no_button_right_top_v2","true",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_ARTO_COMPLETE_3",,"true","tutorial_friendly_v2","character_bob_left","sc/tutorial_characters_v2.sc",,"bubble_no_button_left","false",,,"sfx/bob_robo_vo_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_ARTO_COMPLETE_4",,"true","tutorial_builder_short_v2","character_builder_talking","sc/tutorial_characters_v2.sc",,"bubble_no_button_right_top_v2","true",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_ARTO_COMPLETE_5",,"true","tutorial_builder_short_v2","character_builder_talking","sc/tutorial_characters_v2.sc",,"bubble_no_button_right_top_v2","true",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
"reengage intro",,"REENGAGEMENT",,"TRUE",,"custom",,,,,,,,500,,,,"enableCinematic(1)","TID_REENGAGEMENT_INTRO_1",,"true","tutorial_friendly","character_friendly_hostile","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_reenage_01.ogg",,,,,,,,,,,,,1,,,
,,,,,,,,,,,,,,,,,,,"TID_REENGAGEMENT_INTRO_2",,"true","tutorial_friendly","character_friendly_hostile","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_REENGAGEMENT_INTRO_3",,"true","tutorial_friendly","character_friendly_hostile","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_REENGAGEMENT_INTRO_4",,"true","tutorial_friendly","character_friendly_hostile","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_reenage_03.ogg",,,,,,,,,,,,,,,,
"reengage apology","reengage intro","REENGAGEMENT",,"TRUE",,"custom",,,,,,,,500,,,,"enableCinematic(1)","TID_REENGAGEMENT_APOLOGY_1",,"true","tutorial_friendly","character_friendly_sad","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_reenage_07.ogg",,,,,,,,,,,,,4,,,
,,,,,,,,,,,,,,,,,,,"TID_REENGAGEMENT_APOLOGY_2",,"true","tutorial_friendly","character_friendly_sad","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_reenage_08.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_REENGAGEMENT_APOLOGY_3",,"true","tutorial_friendly","character_friendly_remembers","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_reenage_09.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_REENGAGEMENT_APOLOGY_4",,"true","tutorial_friendly","character_friendly_relieved","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_reenage_10.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_REENGAGEMENT_APOLOGY_5",,"true","tutorial_friendly","character_friendly_happy_open","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_REENGAGEMENT_APOLOGY_6",,"true","tutorial_friendly","character_friendly_happy_open","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_no_talk_woop_01.ogg",,,"enableCinematic(0)",,,,,,,,,,,,,
"reengage lootcart","reengage apology","REENGAGEMENT",,"TRUE",,"custom",,,,,,,,500,,,"noPopups",,,-1,,,,,,,,,,,"GO:LootCart","down",,,,,,,,,,,8,,,
,,,,,,,,,,,,,,,,,"isObjectSelected(LootCart)",,"TID_REENGAGEMENT_LOOTCART_1",0,"TRUE","tutorial_friendly","character_friendly_thinking","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_urgency_04.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_REENGAGEMENT_LOOTCART_2",0,"TRUE","tutorial_friendly","character_friendly_happy_open","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
"reengage builders","reengage apology","REENGAGEMENT",,"TRUE",,"custom",,,,,,,,500,,,"noPopups && getReengageBuilderProjectCount() > 0",,,-1,,,,,,,,,,,"GO:Worker Building","down",,,,,,,,,,,16,,,
,,,,,,,,,,,,,,,,,"isObjectSelected(WorkerBuilding) && getReengageBuilderProjectCount() > 0",,"TID_REENGAGEMENT_BUILDER_1",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_REENGAGEMENT_BUILDER_2",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,"showReengageBuilderProjects",,,,,,,,,,,,,
,,,,,,,,,,,,,,500,,,"noPopups",,"TID_REENGAGEMENT_BUILDER_3",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_REENGAGEMENT_BUILDER_4",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,"highlightBuilderMenu",,,,,,,,,,,,,
"reengage laboratory","reengage apology","REENGAGEMENT",,"TRUE",,"custom",,,,,,,,500,,,"noPopups && getReengageLabProjectCount() > 0 && numUpgradableLabItems() > 0",,,-1,,,,,,,,,,,"GO:Laboratory","down",,,,,,,,,,,32,,,
,,,,,,,,,,,,,,,,,"isObjectSelected(Laboratory) && getReengageLabProjectCount() > 0 && numUpgradableLabItems() > 0",,"TID_REENGAGEMENT_LAB_DID_UPGRADES_SOME_LEFT_1",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_REENGAGEMENT_LAB_DID_UPGRADES_SOME_LEFT_2",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,"showReengageLabProjects",,,,,,,,,,,,,
,,,,,,,,,,,,,,500,,,"noPopups",,"TID_REENGAGEMENT_LAB_DID_UPGRADES_SOME_LEFT_3",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,,,,"showLabScreen",,,,,,,,,,,,,
"reengage training","reengage apology","REENGAGEMENT",,"TRUE",,"custom",,,,,,,,,,,"noPopups",,,-1,,,,,,,,,,,"GO:Barrack","down",,,,,,,,,,,64,,,
,,,,,,,,,,,,,,,,,"isObjectSelected(Barrack)",,"TID_REENGAGEMENT_ATTACK_1",0,"TRUE","tutorial_friendly","character_friendly_happy_closed","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_happy_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_REENGAGEMENT_ATTACK_2",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_REENGAGEMENT_ATTACK_3",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,"showTrainingScreen",,,,,,,,,,,,,
"reengage builders alt","reengage apology","REENGAGEMENT",,"TRUE",,"custom",,,,,,,,500,,,"noPopups && getReengageBuilderProjectCount() == 0",,,-1,,,,,,,,,,,"GO:Worker Building","down",,,,,,,,,,,16,,,
,,,,,,,,,,,,,,,,,"isObjectSelected(WorkerBuilding) && getReengageBuilderProjectCount() == 0",,"TID_REENGAGEMENT_BUILDER_ALT_1",0,"TRUE","tutorial_friendly","character_friendly_thinking","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,"highlightBuilderMenu",,,,,,,,,,,,,
"reengage laboratory alt","reengage apology","REENGAGEMENT",,"TRUE",,"custom",,,,,,,,500,,,"noPopups && getReengageLabProjectCount() == 0  && numUpgradableLabItems() > 0",,,-1,,,,,,,,,,,"GO:Laboratory","down",,,,,,,,,,,32,,,
,,,,,,,,,,,,,,,,,"isObjectSelected(Laboratory) && getReengageLabProjectCount() == 0 && numUpgradableLabItems() > 0",,"TID_REENGAGEMENT_LAB_NO_UPGRADES_SOME_LEFT_1",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_REENGAGEMENT_LAB_NO_UPGRADES_SOME_LEFT_2",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,"showLabScreen",,,,,,,,,,,,,
"reengage laboratory alt2","reengage apology","REENGAGEMENT",,"TRUE",,"custom",,,,,,,,500,,,"noPopups && getReengageLabProjectCount() > 0 && numUpgradableLabItems() == 0",,,-1,,,,,,,,,,,"GO:Laboratory","down",,,,,,,,,,,32,,,
,,,,,,,,,,,,,,,,,"isObjectSelected(Laboratory) && getReengageLabProjectCount() > 0 && numUpgradableLabItems() == 0",,"TID_REENGAGEMENT_LAB_DID_UPGRADES_NONE_LEFT_1",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_REENGAGEMENT_LAB_DID_UPGRADES_NONE_LEFT_2",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,"showReengageLabProjects",,,,,,,,,,,,,
,,,,,,,,,,,,,,500,,,"noPopups",,"TID_REENGAGEMENT_LAB_DID_UPGRADES_NONE_LEFT_3",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
"reengage laboratory alt3","reengage apology","REENGAGEMENT",,"TRUE",,"custom",,,,,,,,500,,,"noPopups && getReengageLabProjectCount() == 0  && numUpgradableLabItems() == 0 && numUpgradableLabItems() == 0",,,-1,,,,,,,,,,,"GO:Laboratory","down",,,,,,,,,,,32,,,
,,,,,,,,,,,,,,,,,"isObjectSelected(Laboratory) && getReengageLabProjectCount() == 0 && numUpgradableLabItems() == 0",,"TID_REENGAGEMENT_LAB_NO_UPGRADES_NONE_LEFT_1",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_REENGAGEMENT_LAB_NO_UPGRADES_NONE_LEFT_2",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
"step11a enter age","step11 change name","START",0,,,"enter_age",,,,,,,,,,,,,"TID_TUTORIAL_ENTER_AGE",,"true","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
"starter challenge intro",,"INFO",0,"TRUE",,"custom",,,,,,,,,,,"noPopups && townHallLevel() < 7",,,-1,,,,,,,,,,,"UI:HUD.seasonchallenges","down",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_BATTLE_PASS_SCREEN) && townHallLevel() < 7",,"TID_TUTORIAL_STARTER_CHALLENGE_1",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_STARTER_CHALLENGE_2",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_STARTER_CHALLENGE_2A",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_STARTER_CHALLENGE_3",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,,,,,,,,,,,,,,,,,
"starter challenge rewards","starter challenge intro","INFO",,,,"custom",,,,,,,,,,,"showingPopup(TEXT_BOX_BATTLE_PASS_SCREEN)",,,-1,,,,,,,,,,,"UI:Popup.tab1","up",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_BATTLE_PASS_SCREEN) && showingBPTab(BP_REWARDS)",,"TID_TUTORIAL_STARTER_CHALLENGE_4",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_STARTER_CHALLENGE_5",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"noPopups",,"TID_TUTORIAL_STARTER_CHALLENGE_6",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
"season challenge intro","starter challenge rewards","INFO",0,"TRUE",,"custom",,,,,,,,,,,"noPopups && townHallLevel() >= 7",,,-1,,,,,,,,,,,"UI:HUD.seasonchallenges","down",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_BATTLE_PASS_SCREEN)&& townHallLevel() >= 7",,"TID_TUTORIAL_SEASON_CHALLENGE_1",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_SEASON_CHALLENGE_2",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_SEASON_CHALLENGE_3",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,,,,,,,,,,,,,,,,,
"season challenge perks","season challenge intro","INFO",,,,"custom",,,,,,,,,,,"showingPopup(TEXT_BOX_BATTLE_PASS_SCREEN)",,,-1,,,,,,,,,,,"UI:Popup.tab2","up",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_BATTLE_PASS_SCREEN) && showingBPTab(BP_PERKS)",,"TID_TUTORIAL_SEASON_CHALLENGE_4",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_SEASON_CHALLENGE_5",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_SEASON_CHALLENGE_6",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_SEASON_CHALLENGE_7",0,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
"battle builders intro",,"INFO",0,"TRUE",,"custom",,,,,,,,,,,"noPopups && townHallLevel() >= 14 && isInVillageType(VILLAGE_TYPE_HOME)",,,-1,,,,,,,,,,,"GO:Worker Building","down",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"isObjectSelected(WorkerBuilding) && townHallLevel() >= 14",,"TID_TUTORIAL_BATTLE_BUILDERS_1",,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_happy_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"TID_TUTORIAL_BATTLE_BUILDERS_2",,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
"pet shop intro",,"INFO",0,"TRUE",,"custom",,,,,,,,,,,"noPopups && isPetShopBuilt && isAnyHeroUnlocked(VILLAGE_TYPE_HOME) && isInVillageType(VILLAGE_TYPE_HOME)",,,-1,,,,,,,,,,,"GO:Pet Shop","down",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"isObjectSelected(PetShop) && isPetShopBuilt && isAnyHeroUnlocked(VILLAGE_TYPE_HOME)",,"TID_TUTORIAL_PET_SHOP",,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_happy_01.ogg",,,,,,,,,,,,,,,,
"assign pet","pet shop intro","INFO",0,,,"custom",,,,,,,,,,,"noPopups && isInVillageType(VILLAGE_TYPE_HOME)",,,-1,,,,,,,,,,,"GO:Pet Shop","down",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"noPopups && isObjectSelected(PetShop)",,,,,,,,,,,,,,"UI:GameObjectButton.petShop","down",,,,,,,,,,,,"true","true",
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_PET_SHOP)",,"TID_TUTORIAL_PETS_2",,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,"down",,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_PET_SHOP)",,"TID_TUTORIAL_PETS_3",,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,"down",,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_PET_SHOP)",,"TID_TUTORIAL_PETS_4",,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,"down",,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_PET_SHOP)",,,,,,,,,,,,,,"UI:Popup.PetShop.assignLassi","down",,,,,,,,,,,,"true","true",
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_PET_SHOP) && isLassiAssigned",,"TID_TUTORIAL_PETS_5",,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_wow_01.ogg",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_PET_SHOP) && isLassiAssigned",,"TID_TUTORIAL_PETS_6",,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_wow_01.ogg",,,,,,,,,,,,,,,,
"step11b parental consent","step11a enter age","START",0,,,"check_parental_consent",,,,,,,,,,,,,"TID_TUTORIAL_CHECK_PARENTAL_CONSENT",,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","FALSE",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,,,
"Capital Intro",,"CAPITAL",0,,,"custom",,,,,,,,,,,"noPopups && isClanCapitalUnlocked && isInVillageType(VILLAGE_TYPE_HOME) && !isReengagementFlowActive","enableCinematic(true) && deselectObject","TID_CAPITAL_TUTORIAL_1",,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_hey_01.ogg",,,,"CapitalResource",100,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"noPopups && isClanCapitalUnlocked && isInVillageType(VILLAGE_TYPE_HOME)",,"TID_CAPITAL_TUTORIAL_2",,"TRUE","tutorial_friendly","grand_builder_thinking","sc/tutorial_character_grand_builder.sc",,"bubble_no_button_left","false",,,"sfx/grandvillager_murmur_vo_hmm_01.ogg",,,,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"noPopups && isClanCapitalUnlocked && isInVillageType(VILLAGE_TYPE_HOME)",,"TID_CAPITAL_TUTORIAL_3",,"TRUE","tutorial_friendly","grand_builder_default","sc/tutorial_character_grand_builder.sc",,"bubble_no_button_left","false",,,"sfx/grandvillager_murmur_04.ogg",,,,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"noPopups && isClanCapitalUnlocked && isInVillageType(VILLAGE_TYPE_HOME) && scrollCameraToGO(BalloonBus)",,,,"FALSE","tutorial_friendly","grand_builder_default","sc/tutorial_character_grand_builder.sc",,,,,,"sfx/tutor_no_talk_woop_01.ogg","GO:BalloonBus","down",,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_CAPITAL_MAP) && onOwnCapitalMap",,"TID_CAPITAL_TUTORIAL_4",,"TRUE","tutorial_friendly","grand_builder_happy","sc/tutorial_character_grand_builder.sc",,"bubble_no_button_left","false",,,"sfx/grandvillager_murmur_04.ogg",,,,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_CAPITAL_MAP) && onOwnCapitalMap",,"TID_CAPITAL_TUTORIAL_5",,"TRUE","tutorial_friendly","grand_builder_default","sc/tutorial_character_grand_builder.sc",,"bubble_no_button_left","false",,,"sfx/tutor_no_talk_woop_01.ogg",,,,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"showingPopup(TEXT_BOX_CAPITAL_MAP) && onOwnCapitalMap",,"TID_CAPITAL_TUTORIAL_6",,"FALSE","tutorial_friendly","grand_builder_default","sc/tutorial_character_grand_builder.sc",,"bubble_no_button_left","false",,,"sfx/tutor_no_talk_woop_01.ogg","UI:Popup.CapitalMap.mainDistrict","down",,,,,,,,,,,,"true",,
"Capital Intro Sentry","Capital Intro","CAPITAL",0,,,"custom",,,,,,,,,,,"noPopups && isClanCapitalUnlocked && isInVillageType(VILLAGE_TYPE_HOME)",,,,,,,,,,,,,,,,"showCapitalMap(!isMissionCompleted(CapitalPeakIntro))",,,,,,,,,,,"true","true",
,,,,,,,,,,,,,,,,,"isClanCapitalUnlocked && isInVillageType(VILLAGE_TYPE_HOME)",,"TID_CAPITAL_TUTORIAL_6",,"FALSE","tutorial_friendly","grand_builder_default","sc/tutorial_character_grand_builder.sc",,"bubble_no_button_left","false",,,"sfx/grandvillager_murmur_04.ogg","UI:Popup.CapitalMap.mainDistrict","down",,,,,,,,,,,,"true","true",
,,,,,,,,,,,,,,,,,"isMissionCompleted(CapitalPeakIntro)",,"TID_CAPITAL_TUTORIAL_6",,"FALSE","tutorial_friendly","grand_builder_default","sc/tutorial_character_grand_builder.sc",,"bubble_no_button_left","false",,,,,,,,,,,,,,,,,"true","true",
"Forge Intro","Capital Intro Sentry","INFO",0,,,"custom",,,,,,,,,,,"noPopups && canCollectFreeForgeSlot && isInVillageType(VILLAGE_TYPE_HOME) && !isReengagementFlowActive","enableCinematic(true) && deselectObject && scrollCameraToGO(Forge)","TID_TUTORIAL_FORGE_1",,"TRUE","tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,"bubble_no_button_left","false",,,"sfx/tutor_happy_01.ogg","GO:Forge","down",,,,,,,,,,,,"true",,
,,,,,,,,,,,,,,,,,"noPopups && canCollectFreeForgeSlot && isInVillageType(VILLAGE_TYPE_HOME) && scrollCameraToGO(Forge) && closeAllPopups && enableCinematic(true)",,,,,"tutorial_friendly","character_friendly_neutral","sc/tutorial_character_neutral.sc",,,"false",,,,"GO:Forge","down",,,,,,,,,,,,"true","true",
