"Name","SWF","ExportName","ParticleEmitter","AltParticleEmitter","EmitterDelayMs","IsoLayer","CameraShake","CameraShakeTimeMS","CameraShakeInReplay","AttachToParent","OrientToParent","SortInFrontOfParent","DestroyWhenParentDies","DetachAfterStart","Targeted","Looping","Beam","SpawnLimit","MinLifeTime","Sound","Volume","MinPitch","MaxPitch","SoundDelay","StopSound","PitchIncrease","FadeMusic","OffsetFromGunBone","AttachLocator","OffsetX","OffsetY","OffsetZ","Scale","LifeTimeScale","MaxInstances","SpawnEffect","SpawnEffectDelay","FadeIn","FadeOut","ParticleEmitter3D"
"Cake Pickup",,,"Grass",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/cake_tap_01.ogg",80,95,105,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Cannon Attack",,,"cannon_lightFlash",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",6,0,"sfx/cannon_08.ogg",70,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"Cannon_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Cannon_smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Cannon_fireBalls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cannon Attack Large",,,"cannon_lightFlash2",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",6,0,"sfx/cannon_08.ogg",80,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"Cannon_flash2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Cannon_smoke2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Cannon_fireBalls2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cannon Attack Larger",,,"cannon_lightFlash3",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",6,0,"sfx/cannon_08.ogg",80,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"Cannon_flash3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Cannon_smoke3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Cannon_fireBalls3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CannonMortarGroundDeploySmoke",,,"CannonMortarCartModesDeploySmoke",,250,"Objects",0,0,"false","true","false","false","false","false","false","false","false",6,0,"sfx/mortar_mode_cannon_cart_select_01.ogg",90,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Capital Air Bomb Hit",,,"AirDefenseBarrel_flash",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/cannon_fire3.ogg",80,95,105,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"AirDefenseBarrel_Fire_explosion",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"AirDefenseBarrel_Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"AirDefenseBarrel_mushcloud",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"AirDefenseBarrel_spark",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"AirDefenseBarrel_dustring",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"AirDefenseBarrel_bomb_area",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Air Defence hit1",,,"AirDefence1_hit1",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/air_def_hit_02.ogg",65,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"AirDefence1_hit2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"AirDefence1_hit3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Air Defence hit2",,,"AirDefence2_hit1",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/air_def_hit_02.ogg",65,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"AirDefence2_hit2",,0,,,,,,,,,,,,,,,"sfx/air_def_hit_02.ogg",65,100,100,,,,,,,,,,,,,,,,,
,,,"AirDefence2_hit3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"AirDefence2_hit4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Air Defence hit3",,,"AirDefence3_hit1",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/air_def_hit_02.ogg",65,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"AirDefence3_hit2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"AirDefence3_hit3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"AirDefence3_hit4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Bottle Destroyed",,,"Bottle Destroyed",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Capital Frost",,,"capital_frost_glow",,0,"Ground",0,0,"false","true","false","false","false","false","false","true","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,27,100,0,"Capital Frost top",0,0,0,
,,,"capital_frost_range",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Frost Predeploy",,,"capital_frost_bottleDrop",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/bigspellbottle_drop_01.ogg",80,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,"Capital Bottle Destroyed",770,0,0,
"Capital Frost sfx",,,,,,"None",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/frost_spell_01.ogg",80,100,100,0,"false",0,"false","false",,0,0,0,27,100,0,,,0,0,
"Capital Frost top",,,"capital_frost_top",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,27,100,0,"Capital Frost sfx",0,0,0,
"Capital Graveyard",,,"capital_graveyard_deploy_range_lvl1",,0,"Ground",0,0,"false","true","false","false","false","false","false","true","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,25,100,0,"Capital Graveyard top",0,0,1000,
,,,"capital_graveyard_ring_anim_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Capital Graveyard explosion",0,,,
,,,"capital_graveyard_mist",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"capital_graveyard_mist_static",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"capital_graveyard_glow",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"capital_graveyard_magic_idle",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Graveyard Bottle Destroyed",,,"Bottle Destroyed",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"graveyard_batcloud",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"capital_graveyard_growing_darkness",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Graveyard explosion",,,"Fire_balls",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/graveyard_spell_01.ogg",95,100,100,0,"false",0,"false","false",,0,0,0,25,100,0,,,0,0,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Graveyard inactive",,,"capital_graveyard_deploy_range_lvl1",,0,"Ground",0,0,"false","true","false","false","false","false","false","true","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,25,100,0,,,1000,0,
,,,"capital_graveyard_ring_anim_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"capital_graveyard_mist",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"capital_graveyard_mist_static",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"capital_graveyard_glow",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"capital_graveyard_magic_idle",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"capital_graveyard_smoke_idle",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Graveyard Predeploy",,,"capital_graveyard_bottleDrop",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/bigspellbottle_drop_01.ogg",80,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,"Capital Graveyard Bottle Destroyed",770,0,0,
"Capital Graveyard top",,,"capital_graveyard_smoke",,0,"Objects",0,0,"false","true","false","false","false","false","false","true","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,25,100,0,,,0,1000,
,,,"capital_graveyard_magic",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"capital_graveyard_magic2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Heal",,,"capital_heal_ring",,0,"Ground",0,0,"false","true","false","false","false","false","false","true","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,90,100,0,"Capital Heal top",0,0,0,
,,,"capital_heal_ring2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Capital Heal explosion",0,,,
,,,"heal_ring4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Capital Heal once",0,,,
,,,"heal_ring_lightrays",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Heal explosion",,,"Fire_balls",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/bottle_heal_magic_03.ogg",60,90,90,0,"false",0,"false","false",,0,0,0,90,100,0,,,0,0,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Heal once",,,"heal_ring3",,0,"Ground",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,90,100,0,,,0,0,
"Capital Heal Predeploy",,,"capital_heal_bottleDrop",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/bigspellbottle_drop_01.ogg",80,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,"Capital Bottle Destroyed",770,0,0,
"Capital Heal sfx",,,,,,"None",0,0,"false","true","false","false","false","false","false","false","false",0,400,"sfx/healer_attack_01.ogg",1,80,90,0,"false",0,"false","false",,0,0,0,90,100,1,,,0,0,
"Capital Heal spell",,,"heal_ring_effect",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,90,100,0,"Capital Heal sfx",0,0,0,
,,,"heal_ring_effect2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Heal top",,,"capital_heal_ring5",,0,"Top",0,0,"false","true","false","false","false","false","false","true","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,90,100,0,,,0,0,
"Capital House Customized",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/capital_customized_01.ogg",90,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Capital House Pick Up",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/tap_own_captial_house_01.ogg",60,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Capital Inf Dragon Up 2",,,"DarkRay Up2",,0,"Objects",30,300,"true","false","false","false","false","false","false","false","false",0,0,"sfx/infdragon_lvl_up_03.ogg",60,95,95,0,"false",0,"false","false",,0,0,0,75,100,0,,,0,0,
"Capital Inf Dragon Up 3",,,"DarkRay Up3",,0,"Objects",40,400,"true","false","false","false","false","false","false","false","false",0,0,"sfx/infdragon_lvl_up_03.ogg",60,115,115,0,"false",0,"false","false",,0,0,0,75,100,0,,,0,0,
"Capital Jump",,,"capital_jump_deploy_range_lvl1",,0,"Ground",0,0,"false","true","false","false","false","false","false","true","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,25,100,0,"Capital Jump top",0,0,0,
,,,"capital_jump_ring_anim_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Capital Jump explosion",0,,,
"Capital Jump explosion",,,"Fire_balls",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/bottle_jump_spell_01.ogg",95,97,97,0,"false",0,"false","false",,0,0,0,25,100,0,,,0,0,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Jump Predeploy",,,"capital_jump_bottleDrop",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/bigspellbottle_drop_01.ogg",80,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,"Capital Bottle Destroyed",770,0,0,
"Capital Jump top",,,"jump_deploy_range_anim_lvl1",,0,"Top",0,0,"false","true","false","false","false","false","false","true","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,25,100,0,,,0,0,
,,,"capital_jump_glowGreen_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"jump_balls_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"jump_balls2_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"jump_balls3_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"jump_balls4_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"jump_balls5_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"jump_balls6_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"jump_ring_lightrays_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Lightning Area",,,"Lightning_area_effect1",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/bottle_break_04_lightning_01.ogg",80,100,100,0,"false",0,"false","false",,0,0,0,75,100,0,,,0,0,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Lightning_area_effect2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Lightning_area_effect3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Lightning_area_ring_small",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Lightning_area_effect4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Lightning_area_effect5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Lightning_areaTesla_effect1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Lightning Predeploy",,,"capital_lightning_bottleDrop",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/magic_bottle_fall_05.ogg",80,95,95,0,"false",0,"false","false",,0,0,0,100,100,0,"Capital Bottle Destroyed",770,0,0,
"Capital Lightning Spell",,,"LightningSky",,0,"Objects",0,0,"false","true","false","false","false","false","true","false","false",10,0,"sfx/tesla_zap_01.ogg",80,100,120,0,"false",0,"false","false",,0,0,0,75,100,0,,,0,0,
"Capital Lightning Spell Hit",,,"bomb_crater_small",,0,"Top",70,1000,"true","true","false","false","false","false","false","false","false",5,0,"sfx/lightning_amb_01.ogg",70,95,105,0,"false",0,"false","false",,0,0,0,75,100,0,,,0,0,
,,,"Ring",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_1_small",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Stone_explosion",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Stone",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"explosion_blast",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Wizard_Tower_hit",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Stone",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Wizard_Tower_hit",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Stone_explosion",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Super_Bomb",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital PEKKA Death",,,"Force",,0,"Objects",100,1000,"true","true","false","false","false","false","false","false","false",0,0,"sfx/mortar_hit_01.ogg",80,60,80,0,"false",0,"false","false",,0,0,0,75,100,0,,,0,0,
,,,"Explosion_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_explosion",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Stone_explosion",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"explosion_blast",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"explosion_blast",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"explosion_blast",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital PEKKA Pre-Death",,,"Pekka pre deathLightning_area_effect2",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/bottle_break_04_lightning_01.ogg",80,100,100,0,"false",0,"false","false",,0,0,0,75,100,0,,,0,0,
,,,"Pekka pre deathLightning_area_effect3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Lightning_area_ring",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Pekka pre deathLightning_area_effect4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Pekka pre deathLightning_area_effect5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Pekka pre death lightnings",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Pekka pre death glow",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Rage",,,"capital_rage_rangeRing3",,0,"Ground",0,0,"false","true","false","false","false","false","false","true","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,90,100,0,"Capital Rage top",0,0,0,
,,,"capital_rage_rangeRing1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Capital Rage explosion",0,,,
,,,"capital_rage_glowPurple",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_flyingLine1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_rangeRingOutter",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Rage explosion",,,"rage_smokeRing",,0,"Top",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/bottle_rage_magic_07v2.ogg",90,75,75,0,"false",0,"false","false",,0,0,0,90,100,0,,,0,0,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_smokeRing4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_smokeRing2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_smokeRing5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_smokeRing3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Rage Predeploy",,,"capital_rage_bottleDrop",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/bigspellbottle_drop_01.ogg",80,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,"Capital Bottle Destroyed",770,0,0,
"Capital Rage top",,,"rage_flyingLine2",,0,"Top",0,0,"false","true","false","false","false","false","false","true","false",0,0,,,,,0,"false",0,"false","false",,0,0,0,90,100,0,,,0,0,
,,,"rage_flyingLine3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_flyingLine4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_flyingLine2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_flyingLine3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_glowParticles",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"rage_glowParticles2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Reputation Level Up",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/capital_rep_up_01.ogg",90,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Capital Reputation Level Up Reward",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/cap_build_part_in_01.ogg",60,100,100,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Capital Rocket Balloon Explosion",,,"Stone",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",8,0,"sfx/cannon_fire3.ogg",60,75,85,0,"false",0,"false","false",,0,0,0,120,100,0,,,0,0,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Ring",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Wizard_Tower_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Balloon_Die_wood",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Balloon_Die_darkBloon",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Spear Thrower Attack",,,,,,"None",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/capital_spear_thrower_attack_01.ogg",60,90,110,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
"Capital Super Dragon Hit",,,"Super_dragon_burn",,0,"Objects",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/bomb_tower_hit_01.ogg",80,95,105,0,"false",0,"false","false",,0,0,0,75,100,0,,,0,0,
,,,"Super_dragon_fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Super_dragon_hit_spark",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Super_dragon_dusting",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CapitalMegaTesla Attack_1",,,"CapitalMegaLightning_1",,0,"Top",0,0,"false","true","false","false","false","false","true","false","true",50,0,"sfx/tesla_zap_01.ogg",40,90,110,0,"false",0,"false","false",,0,0,-55,100,100,0,,,0,0,
,,,,,,,,,,,,,,,,,,,,"sfx/tesla_zap_03.ogg",40,100,120,,,,,,,,,,,,,,,,,
"CapitalMegaTesla Attack_1_chain",,,"CapitalMegaLightning_1_chain",,0,"Top",0,0,"false","true","false","false","false","false","true","false","true",50,0,"sfx/tesla_zap_01.ogg",40,90,110,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,,,,,,,,,,,,,,,,,,"sfx/tesla_zap_03.ogg",40,100,120,,,,,,,,,,,,,,,,,
"CapitalMegaTesla Attack_2",,,"CapitalMegaLightning_1",,0,"Top",0,0,"false","true","false","false","false","false","true","false","true",50,0,"sfx/tesla_zap_01.ogg",40,90,110,0,"false",0,"false","false",,0,0,-12,100,100,0,,,0,0,
,,,,,,,,,,,,,,,,,,,,"sfx/tesla_zap_03.ogg",40,100,120,,,,,,,,,,,,,,,,,
"CapitalMegaTesla Attack_3",,,"CapitalMegaLightning_1",,0,"Top",0,0,"false","true","false","false","false","false","true","false","true",50,0,"sfx/tesla_zap_01.ogg",40,90,110,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,,,,,,,,,,,,,,,,,,"sfx/tesla_zap_03.ogg",40,100,120,,,,,,,,,,,,,,,,,
"Catapult Area Effects",,,"MultiMortar_burn_loop",,0,"Top",0,0,"false","false","false","false","false","false","false","false","false",0,0,"sfx/bomb_tower_hit_01.ogg",80,95,105,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"MultiMortar_burn_embers1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"MultiMortar_burn_embers2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"MultiMortar_burn_embers3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Catapult Attack",,,"Mortar_flash",,0,"Objects",0,0,"false","true","false","false","false","false","false","false","false",0,0,"sfx/fire_siege_fire_01.ogg",70,95,105,0,"false",0,"false","false",,0,0,0,100,100,0,,,0,0,
,,,"Mortar_smoke2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Mortar_smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Mortar_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
