"Name","AttachLocator","AttachToParent","Beam","CameraShake","CameraShakeInReplay","CameraShakeTimeMS","DestroyWhenParentDies","DetachAfterStart","EmitterDelayMs","IsoLayer","Looping","LowEndMaxPitch","LowEndMinPitch","LowEndSound","LowEndVolume","MaxCount","MaxPitch","MinLifeTime","MinPitch","OffsetFromGunBone","OrientToParent","ParticleEmitter","PitchIncrease","SWF","SortInFrontOfParent","Sound","SoundDelay","StopSound","Targeted","Volume","ExportName","AltParticleEmitter"
"EarthQuake_deploy",,"false","false",0,"false",0,"false","false",0,"Top","false",80,80,"sfx/explosion_02.ogg",90,0,97,0,97,"false","false","Earthquake_debrisSide",0,,"false","sfx/vial_earthquake_hit_gound_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_debris",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_dust",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_stone",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Explosion_3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_rangeRing1_top",,,,,,,,,,
"EarthQuake_deploy_0",,"false","false",0,"false",0,"false","false",0,"Top","false",80,80,"sfx/explosion_02.ogg",90,0,97,0,97,"false","false","Earthquake_debrisSide",0,,"false","sfx/vial_earthquake_hit_gound_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_debris",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_dust",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_stone",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Explosion_3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_rangeRing0_top",,,,,,,,,,
"EarthQuake_deploy_2",,"false","false",0,"false",0,"false","false",0,"Top","false",80,80,"sfx/explosion_02.ogg",90,0,97,0,97,"false","false","Earthquake_debrisSide",0,,"false","sfx/vial_earthquake_hit_gound_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_debris",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_dust",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_stone",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Explosion_3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_rangeRing2_top",,,,,,,,,,
"EarthQuake_deploy_3",,"false","false",0,"false",0,"false","false",0,"Top","false",80,80,"sfx/explosion_02.ogg",90,0,97,0,97,"false","false","Earthquake_debrisSide",0,,"false","sfx/vial_earthquake_hit_gound_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_debris",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_dust",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_stone",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Explosion_3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_rangeRing3_top",,,,,,,,,,
"EarthQuake_deploy_4",,"false","false",0,"false",0,"false","false",0,"Top","false",80,80,"sfx/explosion_02.ogg",90,0,97,0,97,"false","false","Earthquake_debrisSide",0,,"false","sfx/vial_earthquake_hit_gound_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_debris",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_dust",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_stone",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Explosion_3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_rangeRing4_top",,,,,,,,,,
"EarthQuake_deploy_5",,"false","false",0,"false",0,"false","false",0,"Top","false",80,80,"sfx/explosion_02.ogg",90,0,97,0,97,"false","false","Earthquake_debrisSide",0,,"false","sfx/vial_earthquake_hit_gound_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_debris",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_dust",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_stone",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Explosion_3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_rangeRing5_top",,,,,,,,,,
"EarthQuake_deploy_ground",,"false","false",30,"true",3000,"false","false",0,"Ground","false",100,100,,100,0,,0,,"false","false","Earthquake_rangeRing1",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_crackDarken",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_crack",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_crackCenter",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_stoneStatic",,,,,,,,,,
"EarthQuake_deploy_ground_0",,"false","false",30,"true",3000,"false","false",0,"Ground","false",100,100,,100,0,,0,,"false","false","Earthquake_rangeRing0",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_crackDarken",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_crack",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_crackCenter",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_stoneStatic",,,,,,,,,,
"EarthQuake_deploy_ground_2",,"false","false",30,"true",3000,"false","false",0,"Ground","false",100,100,,100,0,,0,,"false","false","Earthquake_rangeRing2",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_crackDarken",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_crack",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_crackCenter",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_stoneStatic",,,,,,,,,,
"EarthQuake_deploy_ground_3",,"false","false",30,"true",3000,"false","false",0,"Ground","false",100,100,,100,0,,0,,"false","false","Earthquake_rangeRing3",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_crackDarken",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_crack",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_crackCenter",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_stoneStatic",,,,,,,,,,
"EarthQuake_deploy_ground_4",,"false","false",30,"true",3000,"false","false",0,"Ground","false",100,100,,100,0,,0,,"false","false","Earthquake_rangeRing4",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_crackDarken",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_crack",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_crackCenter",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_stoneStatic",,,,,,,,,,
"EarthQuake_deploy_ground_5",,"false","false",30,"true",3000,"false","false",0,"Ground","false",100,100,,100,0,,0,,"false","false","Earthquake_rangeRing5",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_crackDarken",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_crack",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_crackCenter",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Earthquake_stoneStatic",,,,,,,,,,
"Earthquake_Predeploy",,"false","false",0,"false",0,"false","false",0,"Objects","false",140,140,"sfx/elixir_collect_02.ogg",50,0,95,0,95,"false","false","Earthquake_bottleDrop",0,,"false","sfx/vial_fall_02.ogg",0,"false","false",80,,
"Electro Dragon Attack","attack_pivot","true","true",0,"false",0,"false","false",0,"Top","false",110,90,"sfx/tesla_zap_01.ogg",40,10,105,0,95,"false","false","electro_dragon_attack_02",0,,"false","sfx/electro_dragon_sfx_atk_02.ogg",0,"false","true",90,,
"Electro Dragon Attack Chain",,"true","true",0,"false",0,"false","false",0,"Top","false",100,100,,100,16,100,0,90,"false","false","electro_dragon_attack_01",0,,"false","sfx/tesla_zap_01.ogg",0,"false","true",40,,
"Electro Dragon Deploy",,"false","false",20,"false",200,"false","false",,"None","false",100,100,"sfx/electro_dragon_sfx_dep_01.ogg",90,0,100,0,100,"false","false",,0,,"false","sfx/electro_dragon_sfx_dep_01.ogg",0,"false","false",90,,
"Electro Dragon Pre Attack",,"true","false",0,"false",0,"false","false",,"None","false",100,100,"sfx/electro_dragon_sfx_atk_01.ogg",50,0,100,0,100,"false","false",,0,,"false","sfx/electro_dragon_sfx_atk_01.ogg",0,"true","false",50,,
"Electro Dragon Wings",,"false","false",0,"false",0,"false","false",,"None","false",100,100,"sfx/electro_dragon_sfx_wing_01.ogg",30,0,100,0,100,"false","false",,0,,"false","sfx/electro_dragon_sfx_wing_01.ogg",0,"false","false",30,,
"Elite Valkyrie Rage deploy",,"false","false",0,"false",0,"false","false",0,"Ground","false",80,70,"sfx/explosion_02.ogg",80,0,75,0,75,"false","false","eliteValkyrieRage_rangeRing3",0,,"false","sfx/bottle_rage_magic_07v2.ogg",0,"false","false",63,,
,,,,,,,,,0,,,,,,,,,,,,,"eliteValkyrieRage_rangeRing1",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"eliteValkyrieRage_glowPurple",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"eliteValkyrieRage_flyingLine1",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"eliteValkyrieRage_rangeRingOutter",,,,,,,,,,
"Elite Valkyrie Rage deploy top",,"false","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","eliteValkyrieRage_smokeRing",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"eliteValkyrieRage_flyingLine2",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"eliteValkyrieRage_flyingLine3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"eliteValkyrieRage_flyingLine4",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"eliteValkyrieRage_flyingLine2",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"eliteValkyrieRage_flyingLine3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"eliteValkyrieRage_glowParticles",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Explosion_3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Explosion_flash",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"eliteValkyrieRage_smokeRing4",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"eliteValkyrieRage_smokeRing2",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"eliteValkyrieRage_smokeRing5",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"eliteValkyrieRage_smokeRing3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"eliteValkyrieRage_glowParticles2",,,,,,,,,,
"Elixir Pump Pickup",,"false","false",0,"false",0,"false","false",0,"Top","false",100,100,"sfx/wall_pickup_01.ogg",80,0,100,0,100,"false","false","Grass",0,,"false","sfx/elixir_pump_pickup_07.ogg",0,"false","false",80,,
"Elixir Pump Placing",,"true","false",0,"false",0,"false","false",0,"Objects","false",100,100,"sfx/cannon_drop2.ogg",60,0,100,0,100,"false","false","Place",0,,"false","sfx/elixir_pump_drop_03.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Grass",,,,,,,,,,
"Elixir Storage Destroyed",,"false","false",0,"false",0,"false","false",0,"Objects","false",95,85,"sfx/building_destroyed_01.ogg",80,0,95,0,85,"false","false","Elixir Storage Destroyed",0,,"false","sfx/building_destroyed_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Smoke",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Grass",,,,,,,,,,
"Elixir Storage Pickup",,"false","false",0,"false",0,"false","false",0,"Top","false",100,100,"sfx/wall_pickup_01.ogg",80,0,100,0,100,"false","false","Grass",0,,"false","sfx/elixir_storage_pickup_04.ogg",0,"false","false",80,,
"Elixir Storage Placing",,"true","false",0,"false",0,"false","false",0,"Objects","false",100,100,"sfx/cannon_drop2.ogg",60,0,100,0,100,"false","false","Place",0,,"false","sfx/elixir_storage_drop_02.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Grass",,,,,,,,,,
"Elprimo Attack",,"false","false",0,"false",0,"false","false",,"None","false",110,90,"sfx/giant_attack_06.ogg",70,0,102,0,98,"false","false",,0,,"false","sfx/primo_punch_02.ogg",0,"false","false",60,,
,,,,,,,,,,,,,,,,,102,,98,,,,,,,"sfx/primo_punch_03.ogg",,,,1,,
,,,,,,,,,,,,,,,,,102,,98,,,,,,,"sfx/primo_punch_03.ogg",,,,60,,
,,,,,,,,,,,,,,,,,102,,98,,,,,,,"sfx/primo_punch_01.ogg",,,,1,,
,,,,,,,,,,,,,,,,,102,,98,,,,,,,"sfx/primo_punch_03.ogg",,,,1,,
,,,,,,,,,,,,,,,,,102,,98,,,,,,,"sfx/primo_punch_01.ogg",,,,60,,
"Elprimo Deploy",,"false","false",20,"false",200,"false","false",0,"Objects","false",75,75,"sfx/gob_attack_01.ogg",40,0,102,0,98,"false","false","Deploy",0,,"false","sfx/elprimo_dep_02.ogg",0,"false","false",70,,
,,,,,,,,,0,,,,,,,,102,,98,,,"Grass",,,,"sfx/elprimo_dep_01.ogg",,,,70,,
,,,,,,,,,0,,,,,,,,102,,98,,,"Place",,,,"sfx/elprimo_dep_03.ogg",,,,70,,
"Elprimo Die",,"true","false",0,"false",0,"false","false",0,"Top","false",70,65,"sfx/barbarian_death_01.ogg",60,0,105,0,95,"false","false","SplatBig",0,,"false","sfx/lp_death_01.ogg",0,"false","false",70,,
,,,,,,,,,,,,,,,,,105,,95,,,,,,,"sfx/lp_death_02.ogg",,,,70,,
"Embers",,"true","false",0,"false",0,"true","false",0,"Top","true",100,100,,100,30,,0,,"false","false","EmberParticles",0,,"false",,0,"false","false",,,
"Enemy growth aura",,"false","false",0,"false",0,"true","false",0,"Ground","true",100,100,,100,0,,0,,"false","false","enemy_growth_aura_ring",0,,"false",,0,"false","false",,,
"Explosive Arrow",,"false","false",0,"false",0,"false","false",0,"Objects","false",120,120,"sfx/mage_attack_02.ogg",50,0,100,0,100,"false","false","Explosive_arrow2",0,,"false","sfx/explosive_arrow_01v2.ogg",0,"false","false",65,,
,,,,,,,,,0,,,,,,,,,,,,,"Arrow_Tower_lightFlash",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Hit",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"DefenceHit",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Explosive_arrow",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Arrow_Tower_lightFlash",,,,,,,,,,
"Fireworks_01",,"true","false",0,"false",0,"false","false",0,"Top","false",100,100,"sfx/wizard_hit_01.ogg",65,0,100,0,100,"false","false","Fireworks_burst",0,,"false","sfx/air_def_hit_02.ogg",0,"false","false",65,,
,,,,,,,,,0,,,,,,,,,,,,,"Fireworks_burst_slow",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Fireworks_flash",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Fireworks_aftersparkle",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Fireworks_smoke",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"AirDefence3_hit1",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"AirDefence3_hit2",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"AirDefence3_hit3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"AirDefence3_hit4",,,,,,,,,,
"Fireworks_remove_01",,"true","false",0,"false",0,"false","false",0,"Top","false",100,100,"sfx/wizard_hit_01.ogg",65,0,100,0,100,"false","false","Fireworks_burst",0,,"false","sfx/air_def_hit_02.ogg",0,"false","false",65,,
,,,,,,,,,0,,,,,,,,,,,,,"Fireworks_burst_slow",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Fireworks_flash",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Fireworks_aftersparkle",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Fireworks_smoke",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"AirDefence3_hit1",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"AirDefence3_hit2",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"AirDefence3_hit3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"AirDefence3_hit4",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Fireworks_confetti",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Fireworks_burst_02",,,,,,,,,,
"Fireworks_tap_01",,"true","false",0,"false",0,"false","false",0,"Top","false",100,100,"sfx/wizard_hit_01.ogg",65,0,100,0,100,"false","false","Smoke",0,,"false","sfx/air_def_hit_02.ogg",0,"false","false",65,,
,,,,,,,,,0,,,,,,,,,,,,,"AirDefence3_hit2",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"AirDefence3_hit4",,,,,,,,,,
"Flamer_attack",,"true","false",0,"false",0,"false","false",,"Objects","false",105,95,"sfx/mortar_fire_02_with_fall.ogg",70,0,102,0,98,"false","false",,0,,"false","sfx/multi_mortar_fire_01.ogg",0,"false","false",90,,
"Flamer_hit1-3",,"false","false",0,"false",0,"false","false",0,"Objects","false",105,95,"sfx/mortar_hit_01.ogg",60,0,105,0,95,"false","false","Flamer_burn1-3",0,,"false","sfx/bomb_tower_hit_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Flamer_fire_balls1-3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Flamer_hit_spark1-3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Flamer_dustring1-3",,,,,,,,,,
"Flamer_hit4-6",,"false","false",0,"false",0,"false","false",0,"Objects","false",105,95,"sfx/mortar_hit_01.ogg",60,0,105,0,95,"false","false","Flamer_burn4-6",0,,"false","sfx/bomb_tower_hit_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Flamer_fire_balls4-6",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Flamer_hit_spark4-6",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Flamer_dustring4-6",,,,,,,,,,
"Flamer_hit7-8",,"false","false",0,"false",0,"false","false",0,"Objects","false",105,95,"sfx/mortar_hit_01.ogg",60,0,105,0,95,"false","false","Flamer_burn7-8",0,,"false","sfx/bomb_tower_hit_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Flamer_fire_balls7-8",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Flamer_hit_spark7-8",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Flamer_dustring7-8",,,,,,,,,,
"Flamer_trail1-3",,"false","false",0,"false",0,"false","false",0,"Objects","true",100,100,,100,6,,0,,"false","false","Flamer_trail1-3",0,,"false",,0,"false","false",,,
"Flamer_trail4-6",,"false","false",0,"false",0,"false","false",0,"Objects","true",100,100,,100,6,,0,,"false","false","Flamer_trail4-6",0,,"false",,0,"false","false",,,
"Flamer_trail7-8",,"false","false",0,"false",0,"false","false",0,"Objects","true",100,100,,100,6,,0,,"false","false","Flamer_trail7-8",0,,"false",,0,"false","false",,,
"Flower Pickup",,"false","false",0,"false",0,"false","false",0,"None","false",100,100,"sfx/wall_pickup_01.ogg",60,0,100,0,100,"false","false","Grass",0,,"false","sfx/bush2.ogg",0,"false","false",80,,
"Fortune_remove_01",,"false","false",0,"false",0,"false","false",0,"Top","false",100,100,"sfx/coins_collect_01.ogg",70,0,100,0,100,"false","false","gold_burst_02",0,,"false","sfx/coins_collect_01.ogg",0,"false","false",70,,
,,,,,,,,,0,,,,,,,,,,,,,"gold_confetti_01",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Wizard_Tower_lightFlash2",,,,,,,,,,
"Fortune_tap_01",,"false","false",0,"false",0,"false","false",0,"Top","false",100,100,"sfx/coins_collect_01.ogg",70,0,100,0,100,"false","false","gold_burst_01",0,,"false","sfx/coins_collect_01.ogg",0,"false","false",70,,
"Freeze deploy lvl1",,"true","false",0,"false",0,"false","false",0,"Ground","false",55,55,"sfx/mage_attack_02.ogg",70,0,90,0,90,"false","false","Freeze_glow_blue_lvl1",0,,"false","sfx/freeze_spell_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze2_lvl1",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze3_lvl1",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze1_lvl1",,,,,,,,,,
"Freeze deploy lvl2",,"true","false",0,"false",0,"false","false",0,"Ground","false",55,55,"sfx/mage_attack_02.ogg",70,0,90,0,90,"false","false","Freeze_glow_blue_lvl2",0,,"false","sfx/freeze_spell_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze2_lvl2",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze3_lvl2",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze1_lvl2",,,,,,,,,,
"Freeze deploy lvl3",,"true","false",0,"false",0,"false","false",0,"Ground","false",55,55,"sfx/mage_attack_02.ogg",70,0,90,0,90,"false","false","Freeze_glow_blue_lvl3",0,,"false","sfx/freeze_spell_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze2_lvl3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze3_lvl3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze1_lvl3",,,,,,,,,,
"Freeze deploy lvl4",,"true","false",0,"false",0,"false","false",0,"Ground","false",55,55,"sfx/mage_attack_02.ogg",70,0,90,0,90,"false","false","Freeze_glow_blue_lvl4",0,,"false","sfx/freeze_spell_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze2_lvl4",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze3_lvl4",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze1_lvl4",,,,,,,,,,
"Freeze deploy lvl5",,"true","false",0,"false",0,"false","false",0,"Ground","false",55,55,"sfx/mage_attack_02.ogg",70,0,90,0,90,"false","false","Freeze_glow_blue_lvl5",0,,"false","sfx/freeze_spell_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze2_lvl5",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze3_lvl5",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze1_lvl5",,,,,,,,,,
"Freeze deploy lvl6",,"true","false",0,"false",0,"false","false",0,"Ground","false",55,55,"sfx/mage_attack_02.ogg",70,0,90,0,90,"false","false","Freeze_glow_blue_lvl6",0,,"false","sfx/freeze_spell_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze2_lvl6",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze3_lvl6",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze1_lvl6",,,,,,,,,,
"Freeze deploy lvl7",,"true","false",0,"false",0,"false","false",0,"Ground","false",55,55,"sfx/mage_attack_02.ogg",70,0,90,0,90,"false","false","Freeze_glow_blue_lvl7",0,,"false","sfx/freeze_spell_01.ogg",0,"false","false",80,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze2_lvl7",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze3_lvl7",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze1_lvl7",,,,,,,,,,
"Freeze deploy2 lvl1",,"true","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","Freeze_dots1_lvl1",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze_dots2_lvl1",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze_crystal_lvl1",,,,,,,,,,
"Freeze deploy2 lvl2",,"true","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","Freeze_dots1_lvl2",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze_dots2_lvl2",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze_crystal_lvl2",,,,,,,,,,
"Freeze deploy2 lvl3",,"true","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","Freeze_dots1_lvl3",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze_dots2_lvl3",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze_crystal_lvl3",,,,,,,,,,
"Freeze deploy2 lvl4",,"true","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","Freeze_dots1_lvl4",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze_dots2_lvl4",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze_crystal_lvl4",,,,,,,,,,
"Freeze deploy2 lvl5",,"true","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","Freeze_dots1_lvl5",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze_dots2_lvl5",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze_crystal_lvl5",,,,,,,,,,
"Freeze deploy2 lvl6",,"true","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","Freeze_dots1_lvl6",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze_dots2_lvl6",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze_crystal_lvl6",,,,,,,,,,
"Freeze deploy2 lvl7",,"true","false",0,"false",0,"false","false",0,"Top","false",100,100,,100,0,,0,,"false","false","Freeze_dots1_lvl7",0,,"false",,0,"false","false",,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze_dots2_lvl7",,,,,,,,,,
,,,,,,,,,0,,,,,,,,,,,,,"Freeze_crystal_lvl7",,,,,,,,,,
"Freeze predeploy",,"false","false",0,"false",0,"false","false",0,"Objects","false",120,120,"sfx/elixir_collect_02.ogg",40,0,95,0,95,"false","false","freeze_bottleDrop",0,,"false","sfx/magic_bottle_fall_05.ogg",0,"false","false",80,,
