"Name","TaskType","ProgressType","Set","TID","InfoTID","IconSWF","IconExportName","Score","DurationMinutes","Quantity","Quantity2","Data1","Data2","SelectionWeight","Disabled"
"LootDarkElixirMarathon","LootResources","Accumulative","Marathon","TID_CLANGAMES_TASK_LOOT_DARKELIXIR","TID_CLANGAMES_TASK_INFO_LOOT_DARKELIXIR","sc/ui.sc","Home_Loot_DarkElixir",320,2880,100000,,"DarkElixir",,,
"GetHomeBattleDestructionMarathon","GetHomeBattleDestruction","Accumulative","Marathon","TID_CLANGAMES_TASK_GET_HOMEBATTLEDESTRUCTION","TID_CLANGAMES_TASK_INFO_GET_HOMEBATTLEDESTRUCTION","sc/ui.sc","Home_Get_Desturction_Icon",320,2880,3000,,,,,
"GetBuilderBattleDestructionMarathon","GetBuilderBattleDestruction","Accumulative","Marathon","TID_CLANGAMES_TASK_GET_BUILDERBATTLEDESTRUCTION","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLEDESTRUCTION","sc/ui.sc","Builder_Get_Destruction_Icon",320,2880,4500,,,,,
"WinHomeBattle3StarsVersusTownHall11Regular","GetHomeBattleStarsVersusTownHall","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_11","TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_11","sc/buildings.sc","town_hall_lvl11",120,480,15,11,,,,
"WinHomeBattle3StarsVersusTownHall10Regular","GetHomeBattleStarsVersusTownHall","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_10","TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_10","sc/buildings.sc","town_hall_lvl10",120,480,15,10,,,,
"WinHomeBattle3StarsVersusTownHall9Regular","GetHomeBattleStarsVersusTownHall","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_9","TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_9","sc/buildings.sc","town_hall_lvl9",120,480,15,9,,,,
"WinHomeBattle3StarsVersusTownHall8Regular","GetHomeBattleStarsVersusTownHall","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_8","TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_8","sc/buildings.sc","town_hall_lvl8",120,480,15,8,,,,
"WinHomeBattle3StarsVersusTownHall7Regular","GetHomeBattleStarsVersusTownHall","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_7","TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_7","sc/buildings.sc","town_hall_lvl7",120,480,15,7,,,,
"WinHomeBattle3StarsVersusTownHall6Regular","GetHomeBattleStarsVersusTownHall","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_6","TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_6","sc/buildings.sc","town_hall_lvl6",120,480,15,6,,,,
"GetHomeBattleStarsNoSpellsRegular","GetHomeBattleStarsNoSpells","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_WITHOUT_SPELLS","TID_CLANGAMES_TASK_INFO_WIN_STARS_WITHOUT_SPELLS","sc/ui.sc","No_Spells_Icon",160,480,15,,,,,
"GetHomeBattleStarsNoHeroesRegular","GetHomeBattleStarsNoHeroes","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_WITHOUT_HEROES","TID_CLANGAMES_TASK_INFO_WIN_STARS_WITHOUT_HEROES","sc/ui.sc","No_Heroes_Icon",160,480,15,,,,,
"GetHomeBattleStarsVersusHigherTownHallRegular","GetHomeBattleStarsVersusHigherTownHall","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_VS_HIGHER_TOWNHALL","TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_HIGHER_TOWNHALL","sc/ui.sc","Higher_TH_Kill_Icon",160,480,15,,,,,
"WinWarStarsRegular","WinWarStars","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_WARSTARS","TID_CLANGAMES_TASK_INFO_WIN_WARSTARS","sc/ui.sc","Home_Collect_War_Stars_Icon",240,2880,15,,,,,
"WinHomeBattleVersusLeagueTitanRegular","GetHomeBattleStarsVersusLeague","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_VS_TITANLEAGUE","TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TITANLEAGUE","sc/ui.sc","Titan_League_Wins_Icon",240,480,10,,"Hero3",,,
"GetHeroLevelKillsBarbarianKingRegular","GetHeroLevelKills","Accumulative","Regular","TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_BARBARIANKING","TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_BARBARIANKING","sc/ui.sc","Stun_BK_Icon",120,480,250,,"Barbarian King",,,
"GetHeroLevelKillsArcherQueenRegular","GetHeroLevelKills","Accumulative","Regular","TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_ARCHERQUEEN","TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_ARCHERQUEEN","sc/ui.sc","Stun_AQ_Icon",120,480,250,,"Archer Queen",,,
"GetHeroLevelKillsGrandWardenRegular","GetHeroLevelKills","Accumulative","Regular","TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_GRANDWARDEN","TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_GRANDWARDEN","sc/ui.sc","Stun_Elder_Icon",120,480,100,,"Grand Warden",,,
"GetHeroLevelKillsAllHeroesRegular","GetHeroLevelKills","Accumulative","Regular","TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_ALLHEROES","TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_ALLHEROES","sc/ui.sc","Stun_All_Heroes_Icon",120,480,500,,,,,
"UseMegaPekkas","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_MEGAPEKKA","TID_CLANGAMES_TASK_INFO_USE_MEGAPEKKA","sc/ui.sc","icon_unit_electric_pekka",80,480,15,1,"PEKKA2",,,
"DestroyMegaTesla","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_MEGATESLA","TID_CLANGAMES_TASK_INFO_DESTROY_BB_MEGATESLA","sc/buildings2.sc","mega_tesla_lvl4",80,480,15,,"Mega Tesla",,,
"WinHomeBattle3StarsVersusTownHall12Regular","GetHomeBattleStarsVersusTownHall","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_12","TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_12","sc/buildings.sc","town_hall_lvl12_t5",120,480,15,12,,,,
"UseSiegeRams","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_SIEGERAMS","TID_CLANGAMES_TASK_INFO_USE_SIEGERAMS","sc/ui.sc","icon_unit_siege_machine_ram",160,480,15,1,"Siege Machine Ram",,,
"UseSiegeZeppelins","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_SIEGEZEPPELINS","TID_CLANGAMES_TASK_INFO_USE_SIEGEZEPPELINS","sc/ui.sc","icon_unit_siege_machine_flyer",160,480,15,1,"Siege Machine Flyer",,,
"UseElectroDragon","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_ELECTRODRAGON","TID_CLANGAMES_TASK_INFO_USE_ELECTRODRAGON","sc/ui.sc","icon_unit_lightningDragon",80,480,15,2,"Electro Dragon",,,
"DestroyHomeBuildingsRegular","DestroyHomeBuildings","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_MV_BUILDINGS","TID_CLANGAMES_TASK_INFO_DESTROY_MV_BUILDINGS","sc/ui.sc","Home_Destroy_Buidings_Icon",80,480,250,,,,,
"DestroyHomeBuildingsEpic","DestroyHomeBuildings","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_MV_BUILDINGS","TID_CLANGAMES_TASK_INFO_DESTROY_MV_BUILDINGS","sc/ui.sc","Home_Destroy_Buidings_Icon",400,1440,1250,,,,,
"DestroyHomeWallsRegular","DestroyHomeWalls","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_MV_WALLS","TID_CLANGAMES_TASK_INFO_DESTROY_MV_WALLS","sc/ui.sc","Home_Destroy_Walls_Icon",80,480,125,,,,,
"DestroyHomeWallsEpic","DestroyHomeWalls","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_MV_WALLS","TID_CLANGAMES_TASK_INFO_DESTROY_MV_WALLS","sc/ui.sc","Home_Destroy_Walls_Icon",400,1440,625,,,,,
"DestroyBuilderBuildingsRegular","DestroyBuilderBuildings","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_BUILDINGS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_BUILDINGS","sc/ui.sc","Home_Destroy_Buidings_Icon",80,480,250,,,,,
"DestroyBuilderBuildingsEpic","DestroyBuilderBuildings","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_BUILDINGS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_BUILDINGS","sc/ui.sc","Home_Destroy_Buidings_Icon",400,1440,1250,,,,,
"DestroyBuilderWallsRegular","DestroyBuilderWalls","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_WALLS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_WALLS","sc/ui.sc","Home_Destroy_Walls_Icon",80,480,750,,,,,
"DestroyBuilderWallsEpic","DestroyBuilderWalls","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_WALLS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_WALLS","sc/ui.sc","Home_Destroy_Walls_Icon",400,1440,1750,,,,,
"GetHomeStarsUnderTimeLimitRegular","GetHomeStarsUnderTimeLimit","Accumulative","Regular","TID_CLANGAMES_TASK_SPEEDY_STARS_MV","TID_CLANGAMES_TASK_INFO_SPEEDY_STARS_MV","sc/ui.sc","Home_Time_Stars_Icon",200,480,15,60,,,,
"GetBuilderStarsUnderTimeLimitRegular","GetBuilderStarsUnderTimeLimit","Accumulative","Regular","TID_CLANGAMES_TASK_SPEEDY_STARS_BB","TID_CLANGAMES_TASK_INFO_SPEEDY_STARS_BB","sc/ui.sc","Builder_Time_Stars_Icon",200,480,15,60,,,,
"DeployTroopsRegular","DeployTroopHousingSpace","Accumulative","Regular","TID_BATTLEPASS_TASK_DEPLOY_TROOPS","TID_BATTLEPASS_TASK_INFO_DEPLOY_TROOPS","sc/ui.sc","Deploy_Troops_Icon",80,480,1000,,,,,
"DeploySpellsRegular","DeploySpellHousingSpace","Accumulative","Regular","TID_BATTLEPASS_TASK_DEPLOY_SPELLS","TID_BATTLEPASS_TASK_INFO_DEPLOY_SPELLS","sc/ui.sc","Deploy_Spells_Icon",80,480,50,,,,,
"DeploySiegesRegular","DeploySiegeHousingSpace","Accumulative","Regular","TID_BATTLEPASS_TASK_DEPLOY_SIEGE_MACHINES","TID_BATTLEPASS_TASK_INFO_DEPLOY_SIEGE_MACHINES","sc/ui.sc","Deploy_Sieges_Icon",80,480,5,,,,,
"DonateSiegesRegular","DonateSiegeCapacity","Accumulative","Regular","TID_BATTLEPASS_TASK_DONATE_SIEGE_MACHINES","TID_BATTLEPASS_TASK_INFO_DONATE_SIEGE_MACHINES","sc/ui.sc","Donate_Sieges_Icon",80,480,5,,,,,
"CollectGold","CollectResources","Accumulative","Regular","TID_BATTLEPASS_TASK_COLLECT_GOLD","TID_BATTLEPASS_TASK_INFO_COLLECT_GOLD","sc/ui.sc","Collect_Gold_Icon",80,480,600000,,"Gold",,,
"CollectElixir","CollectResources","Accumulative","Regular","TID_BATTLEPASS_TASK_COLLECT_ELIXIR","TID_BATTLEPASS_TASK_INFO_COLLECT_ELIXIR","sc/ui.sc","Collect_Elixir_Icon",80,480,600000,,"Elixir",,,
"CollectDarkElixir","CollectResources","Accumulative","Regular","TID_BATTLEPASS_TASK_COLLECT_DARKELIXIR","TID_BATTLEPASS_TASK_INFO_COLLECT_DARKELIXIR","sc/ui.sc","Collect_DarkElixir_Icon",80,480,15000,,"DarkElixir",,,
"StartHomeUpgradesRegular","StartUpgradeHome","Accumulative","Regular","TID_BATTLEPASS_TASK_START_HOME_UPGRADE","TID_BATTLEPASS_TASK_INFO_START_HOME_UPGRADE","sc/ui.sc","Start_Upgrades_Home_Icon",80,480,2,,,,,
"StartBuilderUpgradesRegular","StartUpgradeBuilder","Accumulative","Regular","TID_BATTLEPASS_TASK_START_BB_UPGRADE","TID_BATTLEPASS_TASK_INFO_START_BB_UPGRADE","sc/ui.sc","Start_Upgrades_BB_Icon",80,480,2,,,,,
"StartAnyUpgradesRegular","StartUpgradeAny","Accumulative","Regular","TID_BATTLEPASS_TASK_START_ANY_UPGRADE","TID_BATTLEPASS_TASK_INFO_START_ANY_UPGRADE","sc/ui.sc","Start_Upgrades_Any_Icon",80,480,2,,,,,
"WallHomeUpgradesRegular","WallUpgradeHome","Accumulative","Regular","TID_BATTLEPASS_TASK_UPGRADE_HOME_WALL","TID_BATTLEPASS_TASK_INFO_UPGRADE_HOME_WALL","sc/ui.sc","Upgrade_Walls_Home_Icon",80,480,10,,,,,
"WallBuilderUpgradesRegular","WallUpgradeBuilder","Accumulative","Regular","TID_BATTLEPASS_TASK_UPGRADE_BB_WALL","TID_BATTLEPASS_TASK_INFO_UPGRADE_BB_WALL","sc/ui.sc","Upgrade_Walls_BB_Icon",80,480,10,,,,,
"WallAnyUpgradesRegular","WallUpgradeAny","Accumulative","Regular","TID_BATTLEPASS_TASK_UPGRADE_ANY_WALL","TID_BATTLEPASS_TASK_INFO_UPGRADE_ANY_WALL","sc/ui.sc","Upgrade_Walls_Any_Icon",80,480,10,,,,,
"CompleteEventsRegular","CompleteEventGoal","Accumulative","Regular","TID_BATTLEPASS_TASK_COMPLETE_EVENT","TID_BATTLEPASS_TASK_INFO_COMPLETE_EVENT","sc/ui.sc","Complete_Events_Icon",80,480,1,,,,,
"GetClanGamesPointsRegular","GetClanGamesPoints","Accumulative","Regular","TID_BATTLEPASS_TASK_GET_CLANGAMES_POINTS","TID_BATTLEPASS_TASK_INFO_GET_CLANGAMES_POINTS","sc/ui.sc","Get_ClanGames_Points_Icon",80,480,500,,,,,
"GetStarBonusesRegular","GetStarBonus","Accumulative","Regular","TID_BATTLEPASS_TASK_GET_STAR_BONUSES","TID_BATTLEPASS_TASK_INFO_GET_STAR_BONUSES","sc/ui.sc","Get_Star_Bonus_Icon",80,480,3,,,,,
"GetVSLootsRegular","GetVSLootBonus","Accumulative","Regular","TID_BATTLEPASS_TASK_GET_BB_LOOT","TID_BATTLEPASS_TASK_INFO_GET_BB_LOOT","sc/ui.sc","Get_BB_Loot_Icon",80,480,3,,,,,
"DeployTroopsEpic","DeployTroopHousingSpace","Accumulative","Epic","TID_BATTLEPASS_TASK_DEPLOY_TROOPS","TID_BATTLEPASS_TASK_INFO_DEPLOY_TROOPS","sc/ui.sc","Deploy_Troops_Icon",200,480,2500,,,,,
"DeploySpellsEpic","DeploySpellHousingSpace","Accumulative","Epic","TID_BATTLEPASS_TASK_DEPLOY_SPELLS","TID_BATTLEPASS_TASK_INFO_DEPLOY_SPELLS","sc/ui.sc","Deploy_Spells_Icon",200,480,125,,,,,
"DeploySiegesEpic","DeploySiegeHousingSpace","Accumulative","Epic","TID_BATTLEPASS_TASK_DEPLOY_SIEGE_MACHINES","TID_BATTLEPASS_TASK_INFO_DEPLOY_SIEGE_MACHINES","sc/ui.sc","Deploy_Sieges_Icon",200,480,12,,,,,
"DonateSiegesEpic","DonateSiegeCapacity","Accumulative","Epic","TID_BATTLEPASS_TASK_DONATE_SIEGE_MACHINES","TID_BATTLEPASS_TASK_INFO_DONATE_SIEGE_MACHINES","sc/ui.sc","Donate_Sieges_Icon",200,480,12,,,,,
"CollectGoldEpic","CollectResources","Accumulative","Epic","TID_BATTLEPASS_TASK_COLLECT_GOLD","TID_BATTLEPASS_TASK_INFO_COLLECT_GOLD","sc/ui.sc","Collect_Gold_Icon",200,480,1500000,,"Gold",,,
"CollectElixirEpic","CollectResources","Accumulative","Epic","TID_BATTLEPASS_TASK_COLLECT_ELIXIR","TID_BATTLEPASS_TASK_INFO_COLLECT_ELIXIR","sc/ui.sc","Collect_Elixir_Icon",200,480,1500000,,"Elixir",,,
"CollectDarkElixirEpic","CollectResources","Accumulative","Epic","TID_BATTLEPASS_TASK_COLLECT_DARKELIXIR","TID_BATTLEPASS_TASK_INFO_COLLECT_DARKELIXIR","sc/ui.sc","Collect_DarkElixir_Icon",200,480,37500,,"DarkElixir",,,
"StartHomeUpgradesEpic","StartUpgradeHome","Accumulative","Epic","TID_BATTLEPASS_TASK_START_HOME_UPGRADE","TID_BATTLEPASS_TASK_INFO_START_HOME_UPGRADE","sc/ui.sc","Start_Upgrades_Home_Icon",200,480,5,,,,,
"StartBuilderUpgradesEpic","StartUpgradeBuilder","Accumulative","Epic","TID_BATTLEPASS_TASK_START_BB_UPGRADE","TID_BATTLEPASS_TASK_INFO_START_BB_UPGRADE","sc/ui.sc","Start_Upgrades_BB_Icon",200,480,5,,,,,
"StartAnyUpgradesEpic","StartUpgradeAny","Accumulative","Epic","TID_BATTLEPASS_TASK_START_ANY_UPGRADE","TID_BATTLEPASS_TASK_INFO_START_ANY_UPGRADE","sc/ui.sc","Start_Upgrades_Any_Icon",200,480,5,,,,,
"WallHomeUpgradesEpic","WallUpgradeHome","Accumulative","Epic","TID_BATTLEPASS_TASK_UPGRADE_HOME_WALL","TID_BATTLEPASS_TASK_INFO_UPGRADE_HOME_WALL","sc/ui.sc","Upgrade_Walls_Home_Icon",200,480,25,,,,,
"WallBuilderUpgradesEpic","WallUpgradeBuilder","Accumulative","Epic","TID_BATTLEPASS_TASK_UPGRADE_BB_WALL","TID_BATTLEPASS_TASK_INFO_UPGRADE_BB_WALL","sc/ui.sc","Upgrade_Walls_BB_Icon",200,480,25,,,,,
"WallAnyUpgradesEpic","WallUpgradeAny","Accumulative","Epic","TID_BATTLEPASS_TASK_UPGRADE_ANY_WALL","TID_BATTLEPASS_TASK_INFO_UPGRADE_ANY_WALL","sc/ui.sc","Upgrade_Walls_Any_Icon",200,480,25,,,,,
"CompleteEventsEpic","CompleteEventGoal","Accumulative","Epic","TID_BATTLEPASS_TASK_COMPLETE_EVENT","TID_BATTLEPASS_TASK_INFO_COMPLETE_EVENT","sc/ui.sc","Complete_Events_Icon",200,480,3,,,,,
"GetClanGamesPointsEpic","GetClanGamesPoints","Accumulative","Epic","TID_BATTLEPASS_TASK_GET_CLANGAMES_POINTS","TID_BATTLEPASS_TASK_INFO_GET_CLANGAMES_POINTS","sc/ui.sc","Get_ClanGames_Points_Icon",200,480,1250,,,,,
"GetStarBonusesEpic","GetStarBonus","Accumulative","Epic","TID_BATTLEPASS_TASK_GET_STAR_BONUSES","TID_BATTLEPASS_TASK_INFO_GET_STAR_BONUSES","sc/ui.sc","Get_Star_Bonus_Icon",200,480,7,,,,,
"GetVSLootsEpic","GetVSLootBonus","Accumulative","Epic","TID_BATTLEPASS_TASK_GET_BB_LOOT","TID_BATTLEPASS_TASK_INFO_GET_BB_LOOT","sc/ui.sc","Get_BB_Loot_Icon",200,480,7,,,,,
"DonateTroopsEpic","DonateTroopCapacity","Accumulative","Epic","TID_TASK_DONATE_TROOPS","TID_CLANGAMES_TASK_INFO_DONATE_TROOPS","sc/ui.sc","Home_Donate_Troops",200,480,625,,,,,
"GetStarBonusRegular","GetStarBonus","Accumulative","Regular","TID_TASK_GET_STAR_BONUS","TID_TASK_INFO_GET_STAR_BONUS","sc/ui.sc","Get_Star_Bonus_Icon",120,1440,5,,,,,
"GetVSLootBonusRegular","GetVSLootBonus","Accumulative","Regular","TID_TASK_GET_VS_BONUS","TID_TASK_INFO_GET_VS_BONUS","sc/ui.sc","Get_BB_Loot_Icon",120,1440,5,,,,,
"DeploySpellsMarathon","DeploySpellHousingSpace","Accumulative","Marathon","TID_BATTLEPASS_TASK_DEPLOY_SPELLS","TID_BATTLEPASS_TASK_INFO_DEPLOY_SPELLS","sc/ui.sc","Deploy_Spells_Icon",400,480,250,,,,,
"DeployTroopsMarathon","DeployTroopHousingSpace","Accumulative","Marathon","TID_BATTLEPASS_TASK_DEPLOY_TROOPS","TID_BATTLEPASS_TASK_INFO_DEPLOY_TROOPS","sc/ui.sc","Deploy_Troops_Icon",400,480,5000,,,,,
"DestroyAirDefense2Epic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_AIRBOMBS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_AIRBOMBS","sc/buildings2.sc","airDefence_factory_lvl4",200,480,40,,"Air Defense2",,,
"DestroyAirDefenseMiniEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_FIRECRACKERS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_FIRECRACKERS","sc/buildings2.sc","airDefence_box_lvl4",200,480,75,,"Air Defense Mini",,,
"DestroyAirDefensesEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_AIRDEFENSES","TID_CLANGAMES_TASK_INFO_DESTROY_AIRDEFENSES","sc/buildings.sc","fireworks_tower_lvl6",200,480,50,,"Air Defense",,,
"DestroyAirSweepersEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_AIRSWEEPERS","TID_CLANGAMES_TASK_INFO_DESTROY_AIRSWEEPERS","sc/buildings.sc","air_mortar_lvl2",150,480,25,,"Air Blaster",,,
"DestroyArcherTowersEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_ARCHERTOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_ARCHERTOWERS","sc/buildings.sc","tower_turret_lvl3",200,480,100,,"Archer Tower",,,
"DestroyBombTowersEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BOMBTOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_BOMBTOWERS","sc/buildings.sc","bomb_tower_lvl1",200,480,25,,"Bomb Tower",,,
"DestroyCannonsEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_CANNONS","TID_CLANGAMES_TASK_INFO_DESTROY_CANNONS","sc/buildings.sc","basic_turret_lvl7",200,480,125,,"Cannon",,,
"DestroyClanCastlesEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_CLANCASTLES","TID_CLANGAMES_TASK_INFO_DESTROY_CLANCASTLES","sc/buildings.sc","alliance_castle_lvl2",200,480,25,,"Alliance Castle",,,
"DestroyClockTowerEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_CLOCKTOWER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_CLOCKTOWER","sc/buildings2.sc","clocktower_lvl2",150,480,40,,"Clock Tower",,,
"DestroyCrusherEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_CRUSHER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_CRUSHER","sc/buildings2.sc","Crusher_lvl2",200,480,40,,"Crusher",,,
"DestroyDarkElixirPumpsEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_DARKELIXIRPUMPS","TID_CLANGAMES_TASK_INFO_DESTROY_DARKELIXIRPUMPS","sc/buildings.sc","darkelixir_pump_lvl4",200,480,50,,"Dark Elixir Pump",,,
"DestroyDarkElixirStoragesEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_DARKELIXIRSTORAGES","TID_CLANGAMES_TASK_INFO_DESTROY_DARKELIXIRSTORAGES","sc/buildings.sc","darkelixir_storage_level3",200,480,25,,"Dark Elixir Storage",,,
"DestroyDarkSpellFactoriesEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_DARKSPELLFACTORIES","TID_CLANGAMES_TASK_INFO_DESTROY_DARKSPELLFACTORIES","sc/buildings.sc","mini_spell_distillery_lvl1",150,480,25,,"Mini Spell Factory",,,
"DestroyDoubleCannonEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_DOUBLECANNON","TID_CLANGAMES_TASK_INFO_DESTROY_BB_DOUBLECANNON","sc/buildings2.sc","doubleCannon_lvl2",200,480,75,,"Double Cannon",,,
"DestroyElixirPumpsEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_ELIXIRPUMPS","TID_CLANGAMES_TASK_INFO_DESTROY_ELIXIRPUMPS","sc/buildings.sc","elixir_pump_lvl6",200,480,100,,"Elixir Pump",,,
"DestroyElixirStoragesEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_ELIXIRSTORAGES","TID_CLANGAMES_TASK_INFO_DESTROY_ELIXIRSTORAGES","sc/buildings.sc","elixir_storage_level6",200,480,75,,"Elixir Storage",,,
"DestroyFlamerEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_ROASTER","TID_CLANGAMES_TASK_INFO_DESTROY_BB_ROASTER","sc/buildings2.sc","Flamer_lvl2",200,480,40,,"Flamer",,,
"DestroyGemMineEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_GEMMINE","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GEMMINE","sc/buildings2.sc","gem_mine_lvl2",150,480,40,,"Gem Mine",,,
"DestroyGiantCannonEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_GIANTCANNON","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GIANTCANNON","sc/buildings2.sc","megaCannon_lvl4",200,480,40,,"Giant Cannon",,,
"DestroyGoldMinesEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_GOLDMINES","TID_CLANGAMES_TASK_INFO_DESTROY_GOLDMINES","sc/buildings.sc","goldmine_lvl6",200,480,100,,"Gold Mine",,,
"DestroyGoldStoragesEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_GOLDSTORAGES","TID_CLANGAMES_TASK_INFO_DESTROY_GOLDSTORAGES","sc/buildings.sc","gold_storage_lvl6",200,480,75,,"Gold Storage",,,
"DestroyGuardPostEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_GUARDPOST","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GUARDPOST","sc/buildings2.sc","GuardPost_lvl4",200,480,40,,"Guard Post",,,
"DestroyKingAltarsEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_KINGALTARS","TID_CLANGAMES_TASK_INFO_DESTROY_KINGALTARS","sc/buildings.sc","heroaltar_barbarian_king_lvl1",150,480,25,,"Hero Altar Barbarian King",,,
"DestroyLaboratoriesEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_LABORATORIES","TID_CLANGAMES_TASK_INFO_DESTROY_LABORATORIES","sc/buildings.sc","laboratory_lvl6",150,480,25,,"Laboratory",,,
"DestroyLaboratory2Epic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_STARLABORATORY","TID_CLANGAMES_TASK_INFO_DESTROY_BB_STARLABORATORY","sc/buildings2.sc","Telescope_lvl5",150,480,40,,"Laboratory2",,,
