"TID","ID"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_2STARS","Klanmu telah memenangkan 2 Bintang dari desa ini. Mau mencoba meraih skor yang lebih baik?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_3STARS","Desa ini telah hancur dan klanmu tidak bisa mendapatkan Bintang tambahan darinya. Yakin ingin menyerang?"
"TID_ALLIANCE_WAR_ENDING_PROMPT","Perang Akan Berakhir"
"TID_ALLIANCE_WAR_ENDED_PROMPT","Perang telah berakhir"
"TID_BUTTON_HELP_CENTER","Bantuan lain"
"TID_EVENT_BOOST_COLLECTORS","Acara Spesial: Perbagus semua pengumpul sumber daya masing-masing hanya dengan SATU PERMATA!"
"TID_EVENT_BOOST_SPELL_AND_HEROES","Acara Spesial: Perbagus semua pahlawan dan mantra, masing-masing hanya dengan SATU PERMATA! Acara ini berlangsung sampai 6 Maret."
"TID_EVENT_BOOST_EVERYTHING","Spesial Akhir Pekan: Perbagus semua bangunanmu masing-masing hanya dengan SATU PERMATA!"
"TID_EVENT_BOOST_ATTACKS","Acara Serangan: Perbagus semua Barak, mantra, dan pahlawan masing-masing hanya dengan SATU PERMATA! Acara ini berlangsung sampai 7 Januari."
"TID_WAR_HISTORY_NOT_AVAILABLE","Klanmu belum pernah berperang!"
"TID_WAR_DONATE","Sumbang"
"TID_WAR_DONATE_MESSAGE","Minta"
"TID_WAR_DONATE_MESSAGE_SAVED","Pesan sumbangan telah disimpan"
"TID_WAR_INFO","Setiap perang epik dua hari dimenangkan oleh Klan yang mendapatkan Bintang terbanyak. Rampasan bonus dan hadiah XP Klan menanti Klan pemenang. Tambah rampasan bonus dengan memenangkan serangan, tapi sebagian besar rampasan bonus akan hilang jika Klan kalah perang! Jika imbang, Klan dengan Total Destruksi tertinggi dari serangan terbaik akan menjadi pemenang."
"TID_WAR_INFO_FRIENDLYWAR_ADDITION","Setiap perang epik dua hari dimenangkan oleh klan yang mendapatkan Bintang terbanyak. Rampasan bonus dan hadiah XP Klan menanti Klan pemenang. Tambah rampasan bonus dengan memenangkan serangan, tapi sebagian besar rampasan bonus akan hilang jika Klan kalah perang! Jika imbang, Klan dengan Total Destruksi tertinggi dari serangan terbaik akan menjadi pemenang.\n\nCatatan: Perang Teman menggunakan waktu yang disesuaikan dan tidak menghasilkan rampasan atau XP Klan"
"TID_WAR_INFO_HEADLINE","Ikhtisar"
"TID_WAR_WAR_BASE_INFO","Selama hari persiapan, Pangkalan Perang terbuka untuk sumbangan peleton dan dapat didesain ulang menggunakan semua bagian desa biasa. Pangkalan ini melakukan pertahanan selama perang dan akan menjaga keamanan sumber daya dan trofi. Jangan lupa tempatkan bangunan baru yang sudah dibangun!"
"TID_WAR_WAR_BASE_HEADLINE","Hari Persiapan"
"TID_WAR_BATTLE_INFO","Semua orang dapat menyerang selama hari pertempuran. Hanya serangan terbaik terhadap setiap lawan yang dihitung, jadi strategi Klan adalah kunci kemenangan! Serangan perang Klan tidak akan mengurangi Perisai atau memengaruhi trofi."
"TID_WAR_BATTLE_INFO_HEADLINE","Hari Pertempuran"
"TID_TAB_OVERVIEW","Ikhtisar"
"TID_TAB_PREPARATION","Hari Persiapan"
"TID_TAB_BATTLE","Hari Pertempuran"
"TID_WAR_DONATE_DONE","Peleton dalam jumlah maksimum telah disumbangkan untuk pemain ini!"
"TID_WAR_DONATE_FULL","Pemain ini tidak dapat menerima peleton lagi"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_1","Akhirnya kamu datang, Chief! Selamat datang di Zona Perang!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_2","Musuh kita haus perang, namun klan kita ada dan siap bertarung!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_3","Lihat, Chief, di sana! Ada klan musuh!"
"TID_TUTORIAL_WAR_MAP_ENEMY_1","Astaga, Pangkalan Perang musuh ada di mana-mana!"
"TID_TUTORIAL_WAR_MAP_ENEMY_2","Serangan terbatas di luar sana, jadi kita perlu klan kita untuk memerangi mereka semua."
"TID_TUTORIAL_WAR_MAP_ENEMY_3","Lihat sekitar, Chief, lalu periksa lagi Pangkalan Perang kita."
"TID_TUTORIAL_WAR_DONATE_1","Pada hari persiapan kita menyumbangkan peleton dan mengintai musuh."
"TID_TUTORIAL_WAR_BATTLE_1","Pada hari pertempuran, kita menyerang! Trofi dan Perisai tidak dihitung di sini, hanya kemenangan!"
"TID_TUTORIAL_WAR_INFO_1","Ketuk tombol info untuk mempelajari. Klan mengandalkanmu, Chief!"
"TID_CLAN_WARS","Perang Klan"
"TID_FRIENDLY_ZONE","Wilayah Teman"
"TID_ENEMY_TERRITORY","Wilayah Musuh"
"TID_DONATE","Sumbang"
"TID_WARS_WON","Menang Perang"
"TID_PREVIOUS_BEST","Rekor Sebelumnya"
"TID_NEW_BEST","Terbaik Baru"
"TID_TRANSITION_WAR_ENDED","Perang telah berakhir"
"TID_TRANSITION_WAR_START","Hari Pertempuran"
"TID_TRANSITION_WAR_PREPARE","Hari Persiapan"
"TID_PLUS_ONE_CLAN_STAR","+1 Bintang Perang"
"TID_WAR_RESULTS_BUTTON","Hasil Perang"
"TID_TAB_RESULTS","Hasil Perang"
"TID_WAR_RESULTS_INFO","Di akhir perang, rampasan bonus akan ditransfer ke Bank. Menang perang juga akan memberi bonus XP Klan besar untuk klan. Kamu bisa meninjau hasil dan tayangan pertempuran setelah perang selesai, untuk sekian waktu. Periksa Log Perang klan untuk meninjau perang yang sudah lama!"
"TID_WAR_RESULTS_INFO_FRIENDLYWAR_ADDITION","Di akhir perang, rampasan bonus akan ditransfer ke Bank. Menang perang juga akan memberi bonus XP Klan besar untuk klan. Kamu bisa meninjau hasil dan tayangan pertempuran setelah perang selesai, untuk sekian waktu. Periksa Log Perang klan untuk meninjau perang yang sudah lama!\n\nCatatan: Perang Teman tidak menghasilkan rampasan atau XP Klan"
"TID_WAR_RESULTS_INFO_HEADLINE","Hasil Perang"
"TID_WAR_SPECTATOR_TITLE","Penonton Perang"
"TID_WAR_SPECTATOR_TEXT","Kamu tidak ikut dalam Perang ini. Untuk ikut bermain, minta Pemimpin atau Wakil Pemimpin Klan untuk memilihmu di lain kali."
"TID_ALLIANCE_WAR_HAS_ENDED","Perang klanmu saat ini telah berakhir!"
"TID_NUMBER_ONE","1"
"TID_NUMBER_TWO","2"
"TID_NUMBER_THREE","3"
"TID_NUMBER_FOUR","4"
"TID_ALLIANCE_WAR_RETURN_TO_CURRENT_WAR","Perang Saat Ini"
"TID_HOME","Beranda"
"TID_ENEMY","Musuh"
"TID_BUTTON_RETURN_TO_WAR","Peta Perang"
"TID_ALLIANCE_WAR_PLAYER_ON_WAR_COOLDOWN","Berhak ikut perang berikutnya dalam"
"TID_WAR_DONATE_SPECTATOR","Penonton tidak dapat menyumbang!"
"TID_WAR_SEARCH_CANCEL","Membatalkan pencarian ..."
"TID_GOOGLE_PLAY_ACHIEVEMENTS","Pencapaian"
"TID_ALLIANCE_WAR_STAT_STARS_PER_ATTACK","Bintang Baru per serangan"
"TID_ALLIANCE_WAR_STATS_TAB","Statistik Perang"
"TID_ALLIANCE_WAR_MOST_HEROIC_VICTORY","Serangan paling heroik"
"TID_ALLIANCE_WAR_MOST_HEROIC_DEFENCE","Pertahanan paling heroik"
"TID_ALLIANCE_WAR_NO_HEROIC_VICTORY","Tidak ada"
"TID_ALLIANCE_WAR_AVG_ATTACK_DURATION","Durasi serangan rata-rata"
"TID_ALLIANCE_WAR_LAST_MOMENT_EVENT","Saat-saat terakhir!"
"TID_WAR_STREAM_ENTRY_TIME","Sisa <time>"
"TID_ALLIANCE_WAR_STAT_NUM_3STARS","3 Bintang"
"TID_ALLIANCE_WAR_STAT_NUM_2STARS","2 Bintang"
"TID_ALLIANCE_WAR_STAT_NUM_1STARS","1 bintang"
"TID_ALLIANCE_WAR_STAT_ATTACKS_LOST","Serangan kalah"
"TID_VIEW_PLAYER_ON_WAR_MAP_BUTTON","Lihat di peta"
"TID_POPUP_REMOVE_WAR_DONATION_TITLE","Hapus peleton?"
"TID_POPUP_REMOVE_WAR_DONATION_DESCR","Yakin ingin menghapus unit sumbangan ini dari kastel perang?"
"TID_ALLIANCE_WAR_MOST_EXPENSIVE_ATTACK","Kemenangan termahal"
"TID_GOOGLE_PLUS_SIGNIN_TUTORIAL","Sudah punya desa?"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_TOP","Serangan dipakai (desa teratas)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_MID","Serangan dipakai (desa menengah)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_BOTTOM","Serangan dipakai (desa terbawah)"
"TID_ALLIANCE_WAR_MEMBER_STAT_DEFENCES","Menang Pertahanan:"
"TID_ALLIANCE_WAR_EVENT_25PERCENT_DESTROYED","25% hancur!"
"TID_ALLIANCE_WAR_EVENT_50PERCENT_DESTROYED","50% hancur!"
"TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED","75% hancur!"
"TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED","Balai Kota hancur!"
"TID_STREAM_EVENT_STARTED_WAR","memulai pencarian Perang Klan"
"TID_STREAM_EVENT_CANCELLED_WAR","membatalkan pencarian Perang Klan"
"TID_STREAM_EVENT_WAR_NO_MATCH_FOUND","Lawan Perang Klan tidak ditemukan. Cobalah memulai perang lagi."
"TID_STREAM_EVENT_CANCELLED_ARRANGED_WAR","Perang Teman dibatalkan"
"TID_VILLAGE_EDIT_MODE_WAR","Mode Edit Pangkalan Perang"
"TID_WAR_BASE","Edit Pangkalan Perang"
"TID_FEEDBACK_INFO1","\n"
"TID_FEEDBACK_INFO2","\n"
"TID_FEEDBACK_INFO3","\n"
"TID_FEEDBACK_INFO4","\n"
"TID_FEEDBACK_INFO5","Berikanlah informasi berikut tentang desamu yang hilang.\nNama desa persisnya:\nLevel Balai Kota:\nLevel XP:\nNama klan (jika ada):"
"TID_FEEDBACK_INFO6","\n"
"TID_FEEDBACK_BUTTON5","Desa Hilang"
"TID_BUTTON_SIGN_IN","Masuk"
"TID_WAR_STATS_HEADER_BATTLES","Total Serangan"
"TID_WAR_STATS_HEADER_BEST_ATTACKS","Serangan Terbaik"
"TID_WAR_STATS_HEADER_WAR_STATS","Statistik Serangan"
"TID_WAR_STATS_HEADER_FEATURED_BATTLES","Perang Unggulan"
"TID_LIVE_REPLAY","Tayangan Langsung"
"TID_WATCH_LIVE_REPLAY","Tonton Langsung"
"TID_SLOW_SPELL","Lambat"
"TID_BOOSTDEFENCES_SPELL","Tambah Pertahanan"
"TID_TAB_NEWS","Berita"
"TID_TAB_SETTINGS","Setelan"
"TID_TAB_MORE","Lainnya"
"TID_HINT_NAMECHANGE","Nama desamu tidak dapat diganti. Nanti warga desamu tidak tahu di mana mereka tinggal!"
"TID_LIVE_REPLAY_FAIL_GENERIC","Tidak dapat menonton langsung. Coba lagi nanti."
"TID_LIVE_REPLAY_FAIL_NO_DATA_FOUND","Tidak dapat menonton langsung. Pertempuran ini sudah berakhir."
"TID_LIVE_REPLAY_FAIL_NO_FREE_SLOTS","Tidak dapat menonton langsung. Semua slot penonton penuh."
"TID_HASTE_DAMAGE_OFFSET","Pertambahan kerusakan: <number>"
"TID_HERO_ABILITY_HEALTH","Pemulihan kesehatan: <number>"
"TID_MORE_FACEBOOK","Dapatkan berita terbaru! Bergabunglah dengan kami di Facebook!"
"TID_MORE_YOUTUBE","Simak saluran YouTube Clash of Clans!"
"TID_MORE_TWITTER","Ikuti kami di Twitter! Tweet @clashofclans"
"TID_MORE_WEIBO","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans"
"TID_MORE_FORUMS","Bergabunglah dengan komunitas Clash of Clans!"
"TID_NEWS_BUTTON_GO","Ayo!"
"TID_HERO_INSTRUCTIONS_BARBARIAN","Ancaman kolosal ini menyerap kerusakan dalam jumlah besar dan menghajar apa pun yang menghadang jalannya. Dia menjaga wilayahnya dengan sengit saat bertahan, dan dapat murka mengerikan saat menyerang begitu kemampuan Tinju Besinya terbuka!"
"TID_HERO_INSTRUCTIONS_QUEEN","Pemburu anggun ini adalah penguasa kekuatan perusak, meski kesehatannya biasa saja. Dia menembak target di wilayahnya saat menjaga, dan dapat memanggil penyamaran dan kerusakan mengerikan saat menyerang begitu kemampuan Jubah Bangsawannya terbuka!"
"TID_MORE_YOUKU","请关注部落冲突（Clash of Clans）官方优酷频道。"
"TID_POPUP_UPGRADE_WALL_SECTION_TEXT","Yakin ingin meningkatkan tembok yang dipilih dengan <number> <resource>?"
"TID_POPUP_UPGRADE_WALL_SECTION_TITLE","Tingkatkan tembok"
"TID_POPUP_REMOVE_REINFORCEMENTS_TITLE","Singkirkan bantuan?"
"TID_POPUP_REMOVE_REINFORCEMENTS_TEXT","Yakin ingin menyingkirkan bantuan? Dana tidak akan dikembalikan."
"TID_POPUP_REMOVE_TROOP_TITLE","Singkirkan peleton?"
"TID_POPUP_REMOVE_TROOP_TEXT","Yakin ingin menyingkirkan peleton?"
"TID_POPUP_REMOVE_SPELL_TITLE","Singkirkan mantra?"
"TID_POPUP_REMOVE_SPELL_TEXT","Yakin ingin menyingkirkan mantra? Dana tidak akan dikembalikan."
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","Singkirkan peleton dan mantra?"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","Yakin ingin menyingkirkan peleton dan mantra? Dana tidak akan dikembalikan."
"TID_REMOVE_TROOP_BUTTON","Singkirkan"
"TID_REMOVE_TROOP_MESSAGE","Peleton disingkirkan"
"TID_REMOVE_SPELL_MESSAGE","Mantra disingkirkan"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","Peleton dan mantra disingkirkan"
"TID_NEWS_BIRTHDAY_TITLE","Selamat Ulang Tahun, Chief!"
"TID_NEWS_BIRTHDAY_TEXT","Clash of Clans berusia dua tahun! Kini tingkatkan semua pengumpul sumber daya selama SATU MINGGU masing-masing dengan SATU PERMATA saja sampai 7 Agustus!"
"TID_AVAILABLE_TROOPS","Peleton Tersedia:"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Hubungi Dukungan"
"TID_AD_SEEKER","Anjing Lava"
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION","Monster berapi ini tidak bisa menahan diri dalam mengejar Pertahanan Udara, sehingga memberikan perlindungan bagus bagi peleton lain. Begitu hancur, mereka meledak menjadi pengganggu yang lebih lemah dan lebih kecil."
"TID_CHARACTER_INFO_AD_SEEKER_NO_EXPLOSION","Monster berapi ini tertarik pada Pertahanan Udara dan jago melindungi peleton lain. Begitu hancur, mereka melahirkan pengganggu yang lebih lemah dan lebih kecil."
"TID_AD_SEEKER_FRAG","Anak Anjing Lava"
"TID_CHARACTER_INFO_AD_SEEKER_FRAG","Berhambur keluar dalam jumlah besar setelah Anjing Lava mati, makhluk kecil ini memperpanjang pertarungan untuk beberapa saat."
"TID_MAX_SECONDARY_UNITS","Unit yang dikerahkan: <number>"
"TID_BUTTON_UPGRADE_SELECTION","Pilihan peningkatan"
"TID_NEWS_UPDATE_TITLE","Superioritas Mantra dan Penentu Perang Klan Saat Imbang!"
"TID_NEWS_UPDATE_TEXT","* Peningkatan mantra Kilat, Racun, Gempa Bumi, dan Pembeku!\n* Mantra Kilat level 7 dan 25 bagian Tembok baru telah ditambahkan ke Balai Kota level 10\n* Total Kehancuran kini adalah penentu Perang Klan - jika skor berimbang di akhir perang, Klan dengan persentase penghancuran lebih tinggi dalam serangan terbaik mereka akan menjadi pemenang!"
"TID_NEWS_TROOP_TITLE","Peleton Hitam Baru: Anjing Lava!"
"TID_NEWS_TROOP_TEXT","Makhluk terbang yang terbuat dari batu dan lava ini dapat menanggung banyak kerusakan. Memburu Pertahanan Udara dan masuk jauh ke dalam desa musuh, melindungi peleton lain. Begitu hancur, ia akan meledak menjadi Anak Anjing Lava yang lebih kecil dan akan terus bertarung sedikit lebih lama."
"TID_NEWS_TROOP_TEXT2","Makhluk terbang yang terbuat dari batu dan lava ini dapat menanggung banyak kerusakan. Menarget Pertahanan Udara dan masuk jauh ke dalam desa musuh, melindungi peleton lain. Begitu hancur, ia akan membiak menjadi pengganggu yang lebih kecil dan akan terus mengalihkan pertahanan musuh sedikit lebih lama."
"TID_GEM_BALANCE","Saldo Permata Saat Ini:\n<total>\n\nPermata Gratis: <free>\n\nPermata Belian: <paid>"
"TID_MORE_INSTAGRAM","Lihat Clash of Clans di Instagram!"
"TID_MORE_TWITCH","Ikuti streaming langsung Clash of Clans di Twitch!"
"TID_MORE_HUNGRYAPP","클래시 오브 클랜 공략 및 팁을 지금 바로 공유하세요!"
"TID_MORE_APPBANK","AppBank"
"TID_MORE_FAMITSU","ファミ通App"
"TID_NUMBER_FIVE","5"
"TID_NUMBER_SIX","6"
"TID_NUMBER_SEVEN","7"
"TID_NUMBER_EIGHT","8"
"TID_NUMBER_NINE","9"
"TID_NUMBER_ZERO","0"
"TID_GEM_BALANCE_TITLE","Saldo Permata"
"TID_GEM_BALANCE_BUTTON","Saldo Permata"
"TID_NEWS_MIRROR_TITLE","Persiapan"
"TID_NEWS_MIRROR_TEXT","Persiapan dan rambut sempurna adalah kunci pertempuran yang hebat. Cari tahu cara Penyihir bersiap untuk bertempur."
"TID_NEWS_RABBIT_TITLE","Sihir?"
"TID_NEWS_RABBIT_TEXT","Bola api bukanlah trik satu-satunya yang dimiliki Penyihir. Cari tahu hal lain yang bisa dia lakukan."
"TID_UNLOCKED_ARMY","Tentara"
"TID_ACCOUNT_SWITCHING_NOT_SUPPORTED","Kamu masuk ke akun GameCenter milik desa Chief <name>.\n\nDesa ini tersedia untuk dimainkan, tapi beralih ke akun ini tidak didukung oleh iOS di bawah versi 7. Untuk beralih ke akun ini, perbarui versi iOS.\n\nInformasi selengkapnya tentang pembaruan iOS:\nhttp://support.apple.com/kb/HT4623"
"TID_DIAMOND_PACK_RED","(TUMPUKAN PERMATA)RED"
"TID_NEWS_RED_TITLE","Chief, dukung Perjuangan (RED) Melawan AIDS!"
"TID_NEWS_RED_TEXT","RED"
"TID_NEWS_RED_MORE","Info-Selengkapnya"
"TID_POPUP_BOOST_ALL_BARRACKS","Tambah kecepatan latihan <number> Barak sebesar <multiplier>x selama <time>?"
"TID_POPUP_BOOST_ALL_COLLECTORS","Gandakan produksi <number> pengumpul tipe ini semua selama <time>?"
"TID_POPUP_BOOST_ALL_BARRACKS_BOOSTER","Tambah kecepatan latihan <number> Barak dan Pabrik Mantra sebesar <multiplier>x untuk <time>?"
"TID_POPUP_BOOST_ALL_COLLECTORS_BOOSTER","Gandakan produksi semua <number> pengumpul untuk <time>?"
"TID_CLAN_LOCALE","Lokasi Klan:"
"TID_CLAN_WAR_FREQ","Frekuensi Perang:"
"TID_CLAN_WAR_FREQ_UNKNOWN","Belum diatur"
"TID_CLAN_WAR_FREQ_ALWAYS","Selalu"
"TID_CLAN_WAR_FREQ_MORE_THAN_ONCE_WEEKLY","Dua kali seminggu"
"TID_CLAN_WAR_FREQ_ONCE_WEEKLY","Sekali seminggu"
"TID_CLAN_WAR_FREQ_LESS_THAN_ONCE_WEEKLY","Jarang"
"TID_CLAN_WAR_FREQ_NEVER","Jangan pernah"
"TID_POPUP_BOOST_ALL_DARK_BARRACKS","Tambah kecepatan latihan <number> Barak Hitam sebesar <multiplier>x selama <time>?"
"TID_REGION_INT","Internasional"
"TID_LOCAL_NOTIFICATION_YOUR_SPELLS_ARE_READY","Mantramu siap dibawa bertempur!"
"TID_YES","Ya"
"TID_NO","Tidak"
"TID_SEARCH_TERM_ANY","Bebas"
"TID_POPUP_RED_GEMS_PURCHASED_TITLE","Terima kasih, Chief!"
"TID_POPUP_RED_GEMS_PURCHASED_TEXT","Terima kasih sudah mendukung perjuangan (RED) melawan AIDS. Tunjukkan dukunganmu dan hiasi Balai Kota dengan (RED) mulai sekarang sampai 8 Desember?"
"TID_SEARCH_OPTIONS","Opsi pencarian lanjutan"
"TID_SHOW_SEARCH_OPTIONS","Tampilkan"
"TID_CLAN_MEMBER_COUNT","Anggota:"
"TID_CLAN_MIN_TROPHIES","Poin klan minimum:"
"TID_TO","kepada"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_WITH_NAME","Menampilkan hasil pencarian untuk \q<name>\q, menggunakan opsi lanjutan"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_NO_NAME","Menampilkan hasil pencarian menggunakan opsi lanjutan"
"TID_CLAN_LOCATION_UNKNOWN","Belum diatur"
"TID_CLAN_SHOW_ONLY_JOINABLE","Hanya Klan yang bisa diikuti:"
"TID_RESUME_BOOST","Lanjutkan"
"TID_NEWS_SAFEGUARD_TITLE","Jaga Keamanan Desamu!"
"TID_NEWS_SAFEGUARD_TEXT_ANDROID","Gunakan Google Play Sign-In untuk mengamankan kemajuanmu dan untuk bermain di beberapa perangkat Android."
"TID_NEWS_SAFEGUARD_TEXT","Masuk ke Game Center untuk mengamankan kemajuanmu dan untuk bermain di beberapa perangkat iOS."
"TID_RED_PROCEEDS","100% dari hasil akan disumbangkan untuk perjuangan (RED) melawan AIDS."
"TID_FB_CONNECT_NOT_SAFE_TITLE","Kamu sekarang sudah masuk ke Facebook"
"TID_FB_CONNECT_NOT_SAFE_TEXT","Menyambungkan desa ke Facebook memungkinkanmu untuk terhubung dengan teman-teman. Untuk mengamankan kemajuanmu dan untuk bermain di beberapa perangkat, masuklah ke Game Center."
"TID_FB_CONNECT_NOT_SAFE_TEXT_ANDROID","Menyambungkan desa ke Facebook memungkinkanmu untuk terhubung dengan teman-teman. Untuk mengamankan kemajuanmu dan untuk bermain di beberapa perangkat, masuklah ke Google Play."
"TID_OBSTACLE_HALLOWEEN2014","Nisan Halloween"
"TID_TRAP_HALLOWEEN_SKEL","Jebakan Jerangkong"
"TID_TRAP_HALLOWEEN_SKEL_INFO","Sergap dan alihkan perhatian musuh yang tidak menduga dengan kemelut kejutan singkat dari peleton jerangkong licik! Jebakan Jerangkong dapat dikonfigurasikan untuk mengejar peleton darat ataupun udara."
"TID_CLAN_TAG","Tag Klan:"
"TID_BUTTON_BOOST_ALL","Tambah Semua"
"TID_NEWS_RED_LIKE","Sukai (RED)"
"TID_WAR_EXCLUDED_MEMBERS","Anggota Tersisih:"
"TID_WAR_CANNOT_EXCLUDE_MAX_REACHED","Tidak dapat menyisihkan anggota lagi dari perang!"
"TID_LAYOUTS_USE_BUTTON","Jadikan aktif"
"TID_LAYOUTS_COPY_BUTTON","Salin tata letak"
"TID_LAYOUTS_EDIT_BUTTON","Edit tata letak"
"TID_LAYOUTS_VILLAGE","Desa Asal"
"TID_LAYOUTS_WARBASE","Pangkalan Perang"
"TID_LAYOUTS_ACTIVE_LAYOUT","Tata letak aktif"
"TID_POPUP_REPLACE_LAYOUT","Timpa tata letak?"
"TID_POPUP_TEXT_REPLACE_LAYOUT","Yakin ingin menimpa tata letak yang ada?"
"TID_BUTTON_VILLAGE_LOAD","Muat"
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Muat desa?"
"TID_LAYOUTS_ALREADY_ACTIVE","Tata letak sudah dipakai"
"TID_LAYOUTS_INCOMPLETE","Tata letak harus diselesaikan terlebih dahulu"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_CLAN_SCORES","Tidak dapat menampilkan skor teratas untuk lokasi klanmu"
"TID_LAYOUT_EDITOR","Editor Tata Letak"
"TID_LAYOUTS_COPY_LABEL","Salin tata letak"
"TID_PUSH_UNDER_ATTACK","Desamu sedang dijarah oleh <attacker>!"
"TID_LAYOUTS_EMPTY_SLOT","Kosong"
"TID_LAYOUTS_COPY_EXPLANATION","Pilih beranda atau slot perang untuk menyalin tata letak yang dipilih."
"TID_POPUP_UNDER_ATTACK_LIVE_REPLAY","Desamu sedang diserang!"
"TID_LAYOUTS_CANT_REPLACE_ACTIVE","Tidak bisa mengganti tata letak aktif"
"TID_LAYOUTS_OBSTRUCTED","Beberapa penghalang harus dibersihkan terlebih dulu"
"TID_LAYOUTS_INVALID","Kesalahan menyimpan tata letak"
"TID_EDIT_MODE_FINISH_LATER","Selesaikan nanti"
"TID_LAYOUTS_WARBASE_INFO","Catatan: Hasil edit pada tata letak Pangkalan Perang yang aktif selama Hari Pertempuran akan terlihat di perang berikutnya."
"TID_LAYOUTS_CANT_COPY_EMPTY","Tidak bisa menyalin tata letak kosong"
"TID_EDIT_MODE_BLOCKED","Bangunan yang terblokir halangan telah dipindahkan ke inventarismu"
"TID_EDIT_MODE_BLOCKED_COPY","Bangunan yang tidak ditemukan dari tata letak tersalin atau terblokir halangan telah dipindahkan ke inventarismu"
"TID_LAYOUTS_REBUILD_CLAN_CASTLE","Kastel Klan harus dibangun kembali terlebih dulu"
"TID_LAYOUTS_ACTIVE_VILLAGE","Desa Aktif"
"TID_LAYOUTS_ACTIVE_WAR_BASE","Pangkalan Perang Aktif"
"TID_PARENTS_GUIDE_BUTTON","Panduan Orang Tua"
"TID_LAYOUTS_EXPLANATION",""
"TID_CLANBADGE_LAYER_0","Latar"
"TID_CLANBADGE_LAYER_1","Pola"
"TID_CLANBADGE_LAYER_2","Batas"
"TID_WAROPTIN_COUNTIN","Ikut"
"TID_WAROPTIN_LEAVEOUT","Keluar"
"TID_ALLIANCE_WAR_EDIT_MEMBERS","Pilih Peserta Perang"
"TID_CANNOT_ADD_MEMBER_TO_WAR_COOLDOWN","Pemain ini belum berhak ikut perang"
"TID_WAR_SIZE","Ukuran Perang: <num> vs <num>"
"TID_WAR_NOT_ENOUGH_PARTICIPANTS","Bawa lebih banyak anggota untuk memulai perang"
"TID_WAR_PERSONAL_SETTING_IN","Ikut"
"TID_WAR_PERSONAL_SETTING_OUT","Keluar"
"TID_CLAN_MIN_LEVEL","Level klan minimum"
"TID_WAR_SELECT_MEMBERS_HINTS","Pilih anggota lebih banyak atau lebih sedikit menggunakan tombol di atas."
"TID_MY_PROFILE_TAB","Profilku"
"TID_PLAYER_CLAN_TAB","Klan Pemain"
"TID_WAR_PARTICIPANTS_HEADER","Peserta Perang:"
"TID_CLAN_BADGE_LOCKED","Tingkatkan klanmu ke level <num> untuk membuka barang ini!"
"TID_CLANPERK_DESC_TROOP_REQUEST","Waktu tunggu permintaan sumbangan:"
"TID_CLANPERK_DESC_DONATION_LIMIT","Batas sumbangan:"
"TID_CLANPERK_DESC_DONATION_REFUND","Pengembalian sumbangan:"
"TID_CLANPERK_DESC_DONATION_UPGRADE","Peningkatan sumbangan:"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY","Penyimpanan ekstra Bank:"
"TID_CLANPERK_DESC_WAR_LOOT_MULT","Rampasan ekstra bonus perang:"
"TID_CLANPERK_DESC_BADGE_LEVEL","Batas lencana Klan terbuka: <value>"
"TID_NEWS_UPGRADE_OS_TITLE","Penting!"
"TID_NEWS_UPGRADE_OS_TEXT","Karena sejumlah alasan teknis, kami terpaksa mengakhiri dukungan untuk semua iOS di bawah versi 5.1.1 pada pembaruan Clash of Clans berikutnya di App Store.\nKarena perangkat saat ini menjalankan iOS dengan versi lebih rendah, Clash of Clans tidak akan bisa dimainkan jika iOS tidak diperbarui ke versi terbaru.\nUntuk informasi selengkapnya tentang cara memperbarui iOS menggunakan iTunes, ketuk Info Selengkapnya."
"TID_NEWS_UPGRADE_OS_MORE","Info-Selengkapnya"
"TID_CLANPERK_COMPLETED","Selesai!"
"TID_CLANPERK_UNLOCKED_PERKS","Fasilitas Klan"
"TID_CLANPERK_INFO_TEXT","Raih XP Klan dan naikkan level klanmu untuk membuka fasilitas hebat! XP Klan diraih dengan bersaing dalam Perang Klan dan Permainan Klan."
"TID_ALLIANCE_WAR_MY_TEAM","Timku"
