"TID","CN"
"TID_CONTINUE","继续"
"TID_NAMECHANGE_WARNING","请确保选择合适的名称"
"TID_CONFIRM","确认"
"TID_SETTINGS_PLAYERNAME_REENTERNEW","请再次输入您的新名称："
"TID_NAME_ALREADY_CHANGED","名称仅能更改一次。"
"TID_NAME_CHANGE_TH_LEVEL_TOO_LOW","从<level>级大本营开始可以更改名称"
"TID_BOOKMARKS_NOT_LOADED_YET","无法加载收藏，请稍后重试。"
"TID_ALLIANCE_UNAVAILABLE","无法查看部落信息"
"TID_BOOKMARK_ADDED","已添加收藏"
"TID_BOOKMARK_REMOVED","已移除收藏"
"TID_BOOKMARKS_FULL","收藏已满"
"TID_NAME_CHANGE_ALREADY_USED","您已经更改过一次名称了！"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","您确定要更改名称吗？\n您的新名称是："
"TID_ERROR_NAMES_DONT_MATCH","所输名称不一致，请重试。"
"TID_BUTTON_ROTATE","旋转"
"TID_NAME_CHANGED_SUCCESS","您的名称已更改！"
"TID_NAME_CHANGE_IN_PROGRESS","名称更改正在处理中，暂时无法再次更改。"
"TID_PLAYER_TAG","玩家标签"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM","请您确认进攻"
"TID_BUTTON_WAR_ATTACK_CONFIRM_ATTACK","进攻"
"TID_WAR_ATTACK_CONFIRM_TITLE","要立即进攻吗？"
"TID_WAR_ATTACK_CONFIRM_TROOPS_TEXT","部队：<number>"
"TID_WAR_ATTACK_CONFIRM_SPELLS_TEXT","法术：<number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TEXT","部落城堡中的部队和法术：<number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TROOPS_ONLY_TEXT","部落城堡部队： <number>"
"TID_WAR_ATTACK_CONFIRM_HEROES","英雄：<number>"
"TID_WAR_ATTACK_CONFIRM_INFO","请确保您已做好准备！您即将使用一次进攻机会。"
"TID_AIR_BLASTER","空气炮"
"TID_AIR_BLASTER_INFO","空气炮利用强力气流控制着天空，可以击退飞行的敌人。空气炮仅能朝一个方向喷射气流，因此请旋转它们来发挥最大作用！"
"TID_STREAM_EVENT_CHANGED_SETTINGS","部落设置已更新"
"TID_KNOCKBACK","推力强度：<number>格"
"TID_NEWS_UPDATE_AIR_MORTAR_TITLE",""
"TID_NEWS_UPDATE_AIR_MORTAR_TEXT",""
"TID_NEWS_UPDATE_BOOKMARKS_TITLE",""
"TID_NEWS_UPDATE_BOOKMARKS_TEXT",""
"TID_SETTINGS_CLAN_CHAT_FILTER","过滤部落聊天"
"TID_INFO_SPELL_STORAGE","法术容量："
"TID_BUILDING_MINI_SPELL_FACTORY","暗黑法术工厂"
"TID_MINI_SPELL_FACTORY_INFO","只有那些最聪明，或者最鲁莽的法术大师才敢使用暗黑重油来配制法术。要精通这些空间较小的暗黑法术需要敏锐的洞察力，不过这也能带来独一无二的战术优势。"
"TID_POPUP_BOOST_MINI_SPELL_FACTORY","要在<time>内将暗黑法术配制速度提高至原来的<multiplier>倍吗？"
"TID_LEAGUE_CHAMPION1","冠军杯联赛1"
"TID_LEAGUE_CHAMPION2","冠军杯联赛2"
"TID_LEAGUE_CHAMPION3","冠军杯联赛3"
"TID_LEAGUE_CHAMPION1_SHORT","冠军杯1"
"TID_LEAGUE_CHAMPION2_SHORT","冠军杯2"
"TID_LEAGUE_CHAMPION3_SHORT","冠军杯3"
"TID_LEAGUE_HERO","泰坦杯"
"TID_LEAGUE_HERO1","泰坦杯联赛1"
"TID_LEAGUE_HERO2","泰坦杯联赛2"
"TID_LEAGUE_HERO3","泰坦杯联赛3"
"TID_LEAGUE_HERO1_SHORT","泰坦杯1"
"TID_LEAGUE_HERO2_SHORT","泰坦杯2"
"TID_LEAGUE_HERO3_SHORT","泰坦杯3"
"TID_LEAGUE_LEGENDARY","传奇杯联赛"
"TID_LEAGUE_LEGENDARY_SHORT","传奇杯"
"TID_HINT_STORAGES_SPELL_IMMUNITY","所有资源仓库均免疫法术伤害！"
"TID_STORAGES_SPELL_IMMUNITY","所有资源仓库均免疫法术伤害！"
"TID_POPUP_ARMY_OVERVIEW","军队概况"
"TID_SPEEDUP","急速法术"
"TID_SPEEDUP_INFO","即使最笨重的兵种也能加点速了！\n\n急速法术虽不像狂暴法术能提升伤害，但却可以更好地提升移动速度。它占用空间小，您可以将更多急速法术带到战场之中！"
"TID_HINT_SPELL_SPEEDUP","急速法术非常适合那些高伤害但移动速度缓慢的部队，比如气球兵和皮卡超人。"
"TID_EARTHQUAKE","地震法术"
"TID_EARTHQUAKE_INFO","用强烈的地震摧毁城墙与建筑吧！\n\n地震法术造成的伤害受建筑最大生命值影响。对同一建筑重复施放地震法术，造成的伤害将会递减。但是，对同一块城墙重复施放该法术则可以产生更大的伤害。没有任何城墙能抵抗四次地震法术！"
"TID_HINT_SPELL_EARTHQUAKE1","地震法术可以对生命值较高并密集排列的建筑群造成大量伤害。"
"TID_HINT_SPELL_EARTHQUAKE2","对同一建筑重复投掷地震法术，造成的伤害会递减。"
"TID_POISON_CLOUD","伤害药水法术"
"TID_POISON_CLOUD_INFO","借助危险的伤害药水，让您的部队在对抗敌军中占据上风！用伤害药水法术让敌军处于萦绕着的伤害气体中，他们的移动和攻击速度都会变慢，并且受到的伤害会随着时间而加重。伤害药水法术对建筑物不起作用。"
"TID_HINT_SPELL_POISON_CLOUD1","伤害药水法术对大群的敌军骷髅兵尤其有效。"
"TID_HINT_SPELL_POISON_CLOUD2","您的部队可以更有效地攻击处于伤害药水法术影响下的部落援军。"
"TID_HINT_CLAN_CHAT_PROFANITY_FILTER","您现在可以在\q设置\q菜单中开启部落聊天不雅用语过滤器。"
"TID_HINT_DARK_SPELLS","暗黑法术占用的空间比大部分普通法术要小，因此您可以携带更多暗黑法术！"
"TID_SPELL_STORAGE_BREWING_CAPACITY","配制容量：<number>"
"TID_ARMY_OVERVIEW_HINT_SPELLS","在<number>级大本营解锁"
"TID_ARMY_OVERVIEW_HINT_CLAN_CASTLE","加入部落，接收部落成员增援的部队、法术和攻城机器"
"TID_ARMY_OVERVIEW_HINT_HEROES","在<number>级大本营解锁"
"TID_INFO_TARGET_TYPE_BUILDINGS_AND_WALLS","建筑和城墙"
"TID_INFO_TARGET_TYPE_UNITS","部队"
"TID_SPELL_DAMAGE_PERCENT","伤害：<number>%"
"TID_LEADERBOARDBANNER_PLAYERTOURNAMENTS","传奇杯联赛锦标赛"
"TID_LEADERBOARDBANNER_PLAYER_REWARD","上次锦标赛中的顶级玩家：\n（点击下方查看更多信息）"
"TID_LEADERBOARDBANNER_PLAYER_TIMELEFT","结束还有："
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_TITLE","上次锦标赛中的传奇玩家："
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_INFO","每次锦标赛结束后，拥有足够奖杯数的玩家将会重新回到传奇杯联赛的起点。被扣除的奖杯会以传奇奖杯的形式奖励给玩家，这是永久性奖励。"
"TID_PRESTIGE_TROPHIES","传奇奖杯"
"TID_LEGEND_SEASON_END_INTRO","恭喜，您的传奇表现令人惊叹！"
"TID_LEGEND_SEASON_END_INFO","您的赛季排名是第<rank>名。您的杰出表现已经记录到您的玩家简介中，所有玩家都能看到。"
"TID_LEGEND_SEASON_END_INFO_WITH_PRESTIGE","您的赛季排名是第<rank>名，获得了<prestige>个传奇奖杯！您的杰出表现已经记录到您的玩家简介中，所有玩家都能看到。"
"TID_LEGEND_SEASON_END_TROPHY_RESET","新的传奇杯联赛锦标赛开始了，您的奖杯数被重置为<value>。"
"TID_LEGEND_SEASON_INFO","完成传奇杯联赛赛季，您的最终排名将显示在您的玩家简介中。"
"TID_LEGEND_SEASON_INFO_PRESTIGE","新赛季开始时，所有传奇杯玩家的奖杯数会被重置为<value>。扣除的奖杯将以传奇奖杯的形式授予玩家！"
"TID_PROFILE_BEST_TROHPIES","历史最佳："
"TID_PROFILE_LEGEND_BEST","最佳：<year>年<month>赛季"
"TID_PROFILE_LEGEND_LAST","上一个：<year>年<month>赛季"
"TID_PROFILE_LEGEND_RANK","排名"
"TID_PROFILE_LEGEND_RANK_INLINE","名列第<value>"
"TID_BUTTON_EDIT","编辑军队"
"TID_MONTH_1","一月"
"TID_MONTH_2","二月"
"TID_MONTH_3","三月"
"TID_MONTH_4","四月"
"TID_MONTH_5","五月"
"TID_MONTH_6","六月"
"TID_MONTH_7","七月"
"TID_MONTH_8","八月"
"TID_MONTH_9","九月"
"TID_MONTH_10","十月"
"TID_MONTH_11","十一月"
"TID_MONTH_12","十二月"
"TID_SEASON_NAME","<year>年<month>赛季"
"TID_PROFILE_BEST_WAR_STARS","赢得的胜利之星："
"TID_PROFILE_LEGEND_NO_LAST_RANK","未能入围"
"TID_PREFERRED_TARGET_EFFECT_BONUS","（效果x<number>）"
"TID_SETTING_CHANGE_FAILED","更改该设置时出错，请稍后重试。"
"TID_SLOW_SPEED","速度降低：<number>%"
"TID_REQUIRED_DARK_SPELL_FORGE_LEVEL","需要<number>级暗黑法术工厂"
"TID_LEADERBOARDBANNER_PLAYER_NO_TOP_3","这里将显示传奇杯联赛锦标赛的获胜玩家！"
"TID_LEADERBOARDBANNER_PLAYER_NO_HISTORY","上次锦标赛中，没有传奇杯联赛玩家入围。"
"TID_LEGEND_SEASON_END_TIP","注意：传奇杯联赛使用了特殊的赛季结束规则与奖励！"
"TID_LEGEND_SEASON_INFO_PRESTIGE_MORE","传奇奖杯是声望的终极标志。传奇奖杯不会丢失，并且可以随着赛季进行不断积累。"
"TID_NEWS_DARK_SPELLS_TITLE",""
"TID_NEWS_UPDATE_DARK_SPELLS_TEXT",""
"TID_NEWS_UPDATE_LEGEND_LEAGUE_TITLE",""
"TID_NEWS_UPDATE_LEGEND_LEAGUE_TEXT",""
"TID_NEWS_UPDATE_OTHER_TITLE","游戏平衡性调整"
"TID_NEWS_UPDATE_OTHER_TEXT","* 冰冻法术如今也可作用于空中部队了\n* 熔岩猎犬不再攻击空中部队了\n* 攻击部队现在可以在更远的范围内发现防御部队并与之交战了\n* 泰坦杯联赛3与泰坦杯联赛2的玩家如今可在商店买一周护盾"
"TID_REMOVE_ARMY_CONFIRMATION","要确认编辑吗？"
"TID_PROFILE_LEGEND","传奇杯联赛锦标赛"
"TID_PROFILE_LEGEND_PRESTIGE","传奇奖杯"
"TID_SPELL_ALREADY_AT_MAX_LEVEL","法术已升到最高等级！"
"TID_LEGEND_SEASON_TITLE","<year>年<month>传奇杯联赛锦标赛"
"TID_LEGEND_SEASON_END_PRESTIGE","赢取的传奇奖杯数："
"TID_LEGEND_SEASON_INFO_TEXT","传奇杯联赛使用了特殊的赛季结束规则与奖励！"
"TID_WAR_STATS_HEADER_TIEBREAKERS","决胜"
"TID_ALLIANCE_WAR_TOTAL_DESTRUCTION","<friendly>总摧毁率<enemy>"
"TID_ALLIANCE_WAR_TOTAL_DURATION","最佳攻击总持续时间"
"TID_BUTTON_GENERATE_CODE","关联代码"
"TID_GOOGLE_PLAY_KUNLUN_TUTORIAL_BUTTON","查看教程！"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","正在升级至最新版本"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","我们正在将《部落冲突》(Clash of Clans)更新至最新版本，您的村庄马上就能准备就绪了。请稍后重新尝试进入游戏！"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","确定"
"TID_GOOGLE_PLAY_KUNLUN_LOAD_VILLAGE_TUTORIAL_BUTTON","加载村庄"
"TID_GOOGLE_PLAY_KUNLUN_LOAD_VILLAGE_TITLE","加载村庄"
"TID_BUILDING_ARTILLERY","天鹰火炮"
"TID_ARTILLERY_INFO","天鹰火炮的攻击范围几乎覆盖了地图的每个角落，它发射的火炮可以对汹汹而来的敌方部队造成溅射伤害。然而，只有大规模的部队才会触发天鹰火炮。"
"TID_BUTTON_GENERATE_CODE_TITLE","转移账号"
"TID_BUTTON_GENERATE_CODE_TEXT","将您的游戏转换为官方安卓版本，以保护您的村庄！"
"TID_LINK_CODE_GENERATE_CODE_TEXT","现在，请记住以下关联代码，您将在之后转移至官方安卓版本的过程中使用此代码。您可以查看教程以获得详细指南。"
"TID_LINK_DEVICES_ENTER_CODE_KUNLUN_TEXT","您可通过登录原有村庄，点击\q设置 - 关联另一设备/账号\q来获得村庄的关联代码。查看我们的教程以获得详细的指导说明。"
"TID_MORE_WECHAT",""
"TID_NEWS_ACCOUNT_TRANSFER","获取《部落冲突》中文官方安卓版本！"
"TID_NEWS_ACCOUNT_TRANSFER_TEXT","还在担心村庄丢失吗？还在担心无法正常购买宝石吗？还在担心无法获得官方客服支持吗？快快将您的游戏转换为官方安卓版吧，这样您遇到的以上问题都将迎刃而解了！如何转移，请点击右方\q查看教程\q按钮。"
"TID_SLOW_SPEED_AND_ATTACK","移动/进攻减速：<number>%"
"TID_WAR_TEAM_TAB_ATTACKS","进攻"
"TID_WAR_TEAM_TAB_DEFENSES","防御"
"TID_SLOW_ATTACK","攻击速度降低：<number>%"
"TID_MAX_DPS","每秒最大伤害值：<number>"
"TID_NEWS_SPELLS_TITLE","重做与重新修改的法术"
"TID_NEWS_SPELLS_TEXT","雷电法术\n* 新增7级雷电法术，既可以用来摧毁建筑，也可以消灭敌军哦！\n* 提高了5级和6级雷电法术的总伤害\n* 雷电法术现在攻击更精准，范围更集中了哦\n\n伤害药水法术\n* 被伤害药水法术击中的部队在刚开始受到的伤害较小，但随着时间推移伤害会逐渐加深\n* 大幅度提高了伤害药水法术的伤害，并且部队在离开法术范围后仍会受到持续伤害\n* 伤害药水法术现在还可以减缓敌方部队的攻击速度哦\n\n地震法术\n* 地震法术所带来的伤害更高了，且建筑物当前生命值对法术伤害值没有影响哦\n* 对同一建筑重复使用地震法术，造成的伤害将会递减\n* 投掷四次地震法术依然可以摧毁任意等级的城墙哦！"
"TID_MORE_WECHAT_SERVICE",""
"TID_ERROR_POP_UP_LOGIN_FAILED_15","您之前的村庄是从<APP_STORE>下载的，请回到该安卓应用商店安装《部落冲突》，登录正确的账号和密码，您就可以加载您的村庄了。"
"TID_KUNLUN_APP_STORE_360","360手机助手"
"TID_KUNLUN_APP_STORE_ANZHI","安智市场"
"TID_KUNLUN_APP_STORE_BAIDU","百度手机助手"
"TID_KUNLUN_APP_STORE_HUAWEI","华为游戏中心"
"TID_KUNLUN_APP_STORE_LANDING_PAGE","昆仑游戏官方网站"
"TID_KUNLUN_APP_STORE_LENOVO","联想乐商店"
"TID_KUNLUN_APP_STORE_OPPO","OPPO应用商店"
"TID_KUNLUN_APP_STORE_UC","九游游戏中心"
"TID_KUNLUN_APP_STORE_VIVO","vivo应用商店"
"TID_KUNLUN_APP_STORE_WANDOUJIA","豌豆荚"
"TID_KUNLUN_APP_STORE_XIAOMI","小米应用商店"
"TID_ALLIANCE_DONATE_HEADER_TROOPS","增援部队："
"TID_ALLIANCE_DONATE_HEADER_SPELLS","增援法术："
"TID_ALLIANCE_DONATE_DONATED","增援的部队和法术："
"TID_ALLIANCE_DONATE_DONATED_TROOPS","增援的部队："
"TID_OBSTACLE_HALLOWEEN2015","万圣节坩埚"
"TID_OBSTACLE_HALLOWEEN2016","恐怖南瓜"
"TID_AVATAR_MESSAGE_BUTTON_MORE_INFO","更多信息"
"TID_AVATAR_MESSAGE_BUTTON_SUPPORT","联系玩家支持团队"
"TID_AVATAR_MESSAGE_SENDER_PLAYER_SUPPORT","玩家支持"
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE","此账号申请退款，且申请已于<refundDate>获得批准。退款将通过订单的付款方式退回。\n\n您的账号已被扣除共<totalRevokedGems>颗宝石，该数额与您的退款金额相符。您的宝石余额可能因此变为负数，您可以再次购买宝石或在游戏中获取宝石来将其变为正数。"
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE_PLURAL","此账号申请退款，且请求已于<refundDate>获得批准。退款将通过订单的付款方式退回。\n\n您的账号已被扣除共<totalRevokedGems>颗宝石，该数额与您的退款金额相符。您的宝石余额可能因此变为负数，您可以再次购买宝石或在游戏中获取宝石来将其变为正数。"
"TID_IAP_INFO_TEXT","请适度娱乐理性消费"
"TID_INFO_POP_UP_TOS_PP_TITLE","重要提醒"
"TID_INFO_POP_UP_TOS_PP_NOTE","《部落冲突》是一款免费游戏，但是您可以通过应用内购买加速游戏进度（您可在设备的设置中禁用该功能）。点击确定以接受我们的条款与隐私保护政策。"
"TID_INFO_POP_UP_TOS_PP_NOTE_ANDROID","《部落冲突》是一款免费游戏，但是您可以通过应用内购买加速游戏进度（要禁用此功能，请在Google Play Store的应用设置中设置密码保护）。点击确定以接受我们的条款与隐私保护政策。"
"TID_INFO_POP_UP_TOS_PP_NOTE_KUNLUN","《部落冲突》是一款免费游戏，但是您可以通过应用内购买加速游戏进度。点击确定以接受我们的条款与隐私保护政策。"
"TID_INFO_POP_UP_TOS_PP_BUTTON1","确定"
"TID_INFO_POP_UP_TOS_PP_BUTTON2","服务条款"
"TID_MORE_CLASH_COM","前往ClashofClans.com探索一个激烈的战争世界"
"TID_ACHIEVEMENT_SPELL_DONATION_TITLE","分享即关爱"
"TID_ACHIEVEMENT_SPELL_DONATION","增援的法术容量达到<number>"
"TID_ACHIEVEMENT_SPELL_DONATION_COMPLETED","增援法术所占容量：<value>"
"TID_ACHIEVEMENT_DESTROY_ARTILLERY_TITLE","火炮破坏者"
"TID_ACHIEVEMENT_DESTROY_ARTILLERY","在联机模式中摧毁<number>门天鹰火炮"
"TID_ACHIEVEMENT_DESTROY_ARTILLERY_COMPLETED","总共摧毁天鹰火炮：<value>"
"TID_POPUP_BREAK_SHIELD","要解除护盾吗？"
"TID_POPUP_BREAK_SHIELD_TEXT","确定要解除护盾吗？护盾每次结束时，您将获得村庄守卫。"
"TID_POPUP_BREAK_GUARD","要解除村庄守卫吗？"
"TID_POPUP_BREAK_GUARD_TEXT","解除村庄守卫后，其他玩家就能攻击您。确定要解除吗？"
"TID_LOCAL_NOTIFICATION_GUARD_WILL_DISAPPEAR","首领，我们的村庄守卫就要失效了！"
"TID_GUARD_NOT_AVAILABLE","无法在护盾有效期间购买村庄守卫！"
"TID_GUARD_ON_COOLDOWN","村庄守卫暂不可用！"
"TID_ATTACK_FAIL_TARGET_HAS_GUARD","该玩家已启用村庄守卫，无法攻击！"
"TID_GROWTH_AURA_PERCENT","生命值提升：<number>%"
"TID_GROWTH_AURA_MAX","最大生命值提升：<number>"
"TID_BUY_SHIELD_WHILE_GUARDED_TEXT","确定购买<name>吗？\n<cff0000>注意：这会让您当前开启的村庄守卫失效</c>"
"TID_HINT_GUARD_GAIN","每当护盾失效时，您将获得村庄守卫。此时是进攻的绝佳时机！"
"TID_HINT_GUARD_GAIN_TIME","联赛等级越高，您在护盾失效时获得的村庄守卫时间就越长！"
"TID_HINT_GUARD_LOSE","您可以随意攻击，并且不会减少当前村庄守卫的有效时间。"
"TID_GRAND_WARDEN","大守护者"
"TID_GRAND_WARDEN_INFO","大守护者熟读魔法书卷，手握神秘法杖，是位身经百战的战术家。他能让您的部队在进攻和防守中变得更强大。"
"TID_HERO_INSTRUCTIONS_WARDEN","大守护者会跟随聚集在一起的友军，利用生命光环为他们提升生命值。进攻时，他可以随意地跳过城墙或者高高飞起；防守时，他将化成一座高塔。解锁大守护者的永恒书卷技能，让他周围的友军免疫伤害！"
"TID_HERO_AURA_WARDEN_TITLE","生命光环"
"TID_HERO_AURA_WARDEN_DESC","大守护者的法杖不断发出提高生命值的光环，其效果能随着等级的提升而不断加强。附近所有友军单位，无论是在进攻还是防守时，都将获得生命值提升。不过如果他们走得太远，就会失去这种强化效果。"
"TID_HERO_ABILITY_WARDEN_TITLE","永恒书卷"
"TID_HERO_ABILITY_WARDEN_DESC","大守护者释放魔法书卷的全部力量，让自己和附近所有友军单位在短时间内完全免疫伤害！"
"TID_HINT_ARTILLERY","先使用小规模部队发动进攻可以避免过早触发天鹰火炮。"
"TID_HINT_ARTILLERY2","在天鹰火炮造成大量伤害之前，可以通过快速攻击将其摧毁。"
"TID_HINT_ARTILLERY3","天鹰火炮周围有一大片盲区，请确保您最重要的建筑在它的保护范围内！"
"TID_HINT_HERO_GRAND_WARDEN","大守护者掌握了神秘的神器，能让周围的部队更加强大。"
"TID_HINT_HERO_GRAND_WARDEN_MODE","使用飞行部队进攻？把大守护者切换为空中模式看看吧！"
"TID_HINT_ARTILLERY_TARGET","天鹰火炮偏向于攻击那些离它最近或者规模最大部队中生命值最高的敌军。"
"TID_HINT_ARTILLERY_TARGET2","在天鹰火炮的炮弹将要掉落的目标地点会出现一个瞄准标记。"
"TID_HINT_ARTILLERY_TARGET3","在天鹰火炮伤害范围附近的单位将受到冲击伤害。"
"TID_POPUP_SHIELD_REMOVAL_REVENGE","一旦您在反击中发动攻击，您的护盾时间就会相应减少。如果所需扣除的护盾时间多于您剩余的护盾时间，那么您的护盾会立即失效。"
"TID_HINT_GUARD","在村庄守卫期间您的村庄不会遭受攻击，并且向他人发动进攻不会扣除守卫时间。"
"TID_ERROR_POP_UP_PERSONAL_BREAK_EXTENDED_TITLE","在线时间已延长"
"TID_ERROR_POP_UP_PERSONAL_BREAK_EXTENDED","由于上次强制下线时您未获得护盾，因此您的在线时间未重置。"
"TID_ERROR_POP_UP_PERSONAL_BREAK_FINAL_TITLE","在线时间已延长"
"TID_ERROR_POP_UP_PERSONAL_BREAK_EXTENDED_FINAL","您的在线时间已延长，稍后即将重置。保护您的大本营，并提高奖杯数量，可以有效地减少被强制下线的次数。"
"TID_ERROR_POP_UP_PERSONAL_BREAK_MULTIPLE_FINAL","您的在线时间已多次延长，现在将重置。保护您的大本营，并提高奖杯数量，可以有效地减少被强制下线的次数。"
"TID_DAMAGE_PER_HIT","每发攻击伤害：<number>"
"TID_SHOCKWAVE_DAMAGE","冲击伤害：<number>"
"TID_DIE_DAMAGE","被摧毁时造成伤害：<number>"
"TID_NEWS_TH11_UPDATE_OVERVIEW_TITLE","《部落冲突》(Clash of Clans)有史以来最大更新！"
"TID_NEWS_TH11_UPDATE_OVERVIEW_TEXT","• 11级大本营炫酷登场！哇喔!\n• 大守护者和天鹰火炮：有史以来最强大的战术大师和战略武器！\n• 全新军队等级、防御建筑等级和部落法术增援\n• 护盾保护期间您可以随时发动攻击，不过要保护好大本营！\n• 在护盾失效时，村庄守卫会保护你的村庄免受袭击，让你的村庄更安全\n• 哥布林现在会去大本营获取资源，更丰厚的联赛奖励以及奖杯奖励等精彩内容！"
"TID_NEWS_TH11_UPDATE_TH11_TITLE","将大本营升至11级"
"TID_NEWS_TH11_UPDATE_TH11_TEXT","• 体验有史以来最大、最惊人、最具挑战的大本营等级：11级大本营！\n• 解锁新英雄大守护者，他能让军队所向披靡！\n• 解锁天鹰火炮防御建筑，能在远距离向敌人倾泻毁灭性打击\n• 更多防御建筑，包括一门额外的加农炮、箭塔、法师塔以及十字连弩！\n• 亡灵、女巫、法师塔的等级也有所提升！"
"TID_NEWS_TH11_UPDATE_HERO_TITLE","全新英雄：大守护者"
"TID_NEWS_TH11_UPDATE_HERO_TEXT","• 强化并保护我方部队，施展强大新战术\n• 大守护者能让附近的部队更加强大，并能让他们在短时间内无敌！\n• 大守护者能翻越城墙，也能飞行，可以配合任何战术使用，从而可以让军队所向披靡"
"TID_NEWS_TH11_UPDATE_ARTILLERY_TITLE","天鹰火炮：沉睡的哨兵"
"TID_NEWS_TH11_UPDATE_ARTILLERY_TEXT","• 这门巨大的远程武器能消灭缺少防备的攻击军队\n• 在爆破弹的齐射之下，强大的部队将被彻底击垮，爆炸附近的单位也会受到伤害\n• 天鹰火炮只有在很多部队部署之后才会启动，\n针对性的战术和狡猾的多波进攻则会让它形同虚设！"
"TID_NEWS_TH11_UPDATE_SPELLS_TITLE","调换法术顺序"
"TID_NEWS_TH11_UPDATE_SPELLS_TEXT","• 从4级部落城堡开始，您不仅可以请求援军，还可请求法术增援\n• 增援的法术可以享受已有的部落特权加成\n• 现在，冰冻法术在9级大本营即可解锁，并且延长了低等级时的持续时间"
"TID_NEWS_TH11_UPDATE_SHIELDS_TITLE","护盾：灵活公平的防御"
"TID_NEWS_TH11_UPDATE_SHIELDS_TEXT","• 现在，大本营被毁后不再提供护盾保护，快把大本营内置吧！\n• 在护盾保护期间，您随时可以发动进攻，但这会消耗少量护盾有效时间\n• 您可在30%受损程度时获得护盾，60%时能获得更多护盾，但这只有在大规模敌军进攻时才会生效"
"TID_NEWS_TH11_UPDATE_GUARD_TITLE","村庄守卫：攻守兼备"
"TID_NEWS_TH11_UPDATE_GUARD_TEXT","• 村庄守卫能保护您免遭攻击，并能让您攻击他人\n• 您可以在护盾失效时获得免费的村庄守卫，然后就可以自由攻击，无需担心受袭\n• 联赛等级越高，您获得的免费村庄守卫时间越长 - 泰坦杯联赛I和传奇联赛的玩家能获得100%保护！\n• 您每天可以在商店购买一次2小时的额外村庄守卫"
"TID_NEWS_TH11_UPDATE_LOOT_TITLE","回报更高：战利品和奖杯"
"TID_NEWS_TH11_UPDATE_LOOT_TEXT","• 大本营现在储存大量可获取战利品 - 在战斗中摧毁它就能获得丰厚奖励！\n• 有史以来最丰厚的联赛奖励，奖励与您的摧毁程度成正比\n• 联赛等级越高，获得的奖杯就越多，损失的就越少。"
"TID_NEWS_TH11_UPDATE_GAMEPLAY_TITLE","游戏平衡性调整"
"TID_NEWS_TH11_UPDATE_GAMEPLAY_TEXT","• 战斗时间上限增加30秒\n• 哥布林现在会将大本营和部落城堡作为攻击目标，并造成双倍伤害\n• 大幅降低了所有陷阱的重新布置成本\n• 大幅降低了十字连弩的重新装弹成本\n• 降低了多个天使对同一个单位的治疗效果\n• 降低了训练加速的成本，现在花费5颗宝石即可加速1小时\n• 降低了10级大本营时搜索对手和\q下一个对手\q的成本\n• 部落对战准备日降至23小时\n• 优化了部队战斗和寻路AI\n• 稍微提高了6-10级大本营中可获取的战利品比例\n• 降低了大本营等级低一级的村庄的战利品的比例\n• 扩大了游戏区域和部队部署区域（村庄边缘障碍物也已自动外移）"
"TID_NEWS_TH11_UPDATE_OTHER_TITLE","其他平衡性调整和改进"
"TID_NEWS_TH11_UPDATE_OTHER_TEXT","• 新增两个成就：\q火炮破坏者\q和\q分享即关爱\q\n• 部队/法术增援界面经重新设计，现在可以显示已有的增援\n• 和法术工厂类似，训练营中的部队现在可以按次序排列\n• 进攻开始时，\q部落对战\q按钮现将显示动画\n• 现在按对应按钮就能手动停用已启动的护盾与村庄守卫\n• 稍微延长了您离线后可遭受进攻的时间\n• 经过10秒搜索后发现目标时，将播放特别音效\n• 未找到攻击目标且取消搜索时，将播放特别音效\n• 根据个人强制下线规定，玩家在线时间的上限降低至3小时\n• 在某些情况下，在线时间的时限不会重置，而是会延长\n• 现在联机匹配为您找到低于您的大本营等级的对手的可能性更小（仅限冠军联赛以下）"
"TID_NEWS_TOS_UPDATE","我们更新了《服务条款》以及《隐私保护政策》，请花些时间阅读（可在游戏的\q设置\q中找到）。这些重要文档规范了您与我们游戏之间的关系，包含一些对所有选择玩我们游戏的玩家的有益信息。要了解更多信息，请访问我们的论坛。"
"TID_SHIELD_POPUP_SHIELD_TIP","我们安全了，至少目前如此。放松一下或发起进攻！"
"TID_SHIELD_POPUP_GUARD_TIP","保护即将消失，做好准备吧！"
"TID_SHIELD_POPUP_NONE_TIP","我们当前不受保护，准备防御！"
"TID_SHIELD_POPUP_SHIELD_DESCRIPTION_1","护盾能阻止敌方攻击，在联机模式或反击中查看目标并不会对其产生影响；但是如果发动攻击，护盾的有效时间就会缩短。"
