"Barbarian",,,,,,,,,,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Goblin8",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"goblin8_run1","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"idle","TRUE",,,"goblin8_idle1","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"attack","TRUE",,10,"goblin8_attack1","FALSE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"celebrate","FALSE",,,"goblin8_idle1_2","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Goblin9",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"goblin9_run1","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"idle","TRUE",,,"goblin9_idle1","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"attack","TRUE",,10,"goblin9_attack1","FALSE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"celebrate","FALSE",,,"goblin9_idle1_2","TRUE","TRUE","sc/chr_goblin.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Wall Breaker",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"skeleton_run","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"idle","TRUE",,,"skeleton_idle1","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"attack","TRUE",,10,"skeleton_attack1","FALSE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"celebrate","TRUE",,,"skeleton_idle1","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Wall Breaker2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"skeleton2_run","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"idle","TRUE",,,"skeleton2_idle1","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"attack","TRUE",,10,"skeleton2_attack1","FALSE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"celebrate","TRUE",,,"skeleton2_idle1","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Wall Breaker3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"skeleton3_run","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"idle","TRUE",,,"skeleton3_idle1","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"attack","TRUE",,10,"skeleton3_attack1","FALSE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"celebrate","TRUE",,,"skeleton3_idle1","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Wall Breaker6",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"skeleton6_run","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"idle","TRUE",,,"skeleton6_idle1","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"attack","TRUE",,10,"skeleton6_attack1","FALSE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"celebrate","TRUE",,,"skeleton6_idle1","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Wall Breaker7",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"skeleton7_run","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"idle","TRUE",,,"skeleton7_idle1","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"attack","TRUE",,10,"skeleton7_attack1","FALSE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"celebrate","TRUE",,,"skeleton7_idle1","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Wall Breaker8",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"skeleton8_run","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"idle","TRUE",,,"skeleton8_idle1","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"attack","TRUE",,10,"skeleton8_attack1","FALSE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"celebrate","TRUE",,,"skeleton8_idle1","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Wall Breaker9",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"skeleton9_run","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"idle","TRUE",,,"skeleton9_idle1","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"attack","TRUE",,10,"skeleton9_attack1","FALSE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"celebrate","TRUE",,,"skeleton9_idle1","TRUE","TRUE","sc/chr_wall_breaker.sc",,,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"Bomber 1",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"b_skeleton1_walk1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"idle","TRUE",,,"b_skeleton1_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"attack","TRUE",,11,"b_skeleton1_attack1","FALSE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"celebrate","TRUE",,,"b_skeleton1_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",120,,,,,,,,,,
"Bomber 2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"b_skeleton2_walk1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"idle","TRUE",,,"b_skeleton2_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"attack","TRUE",,11,"b_skeleton2_attack1","FALSE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"celebrate","TRUE",,,"b_skeleton2_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",120,,,,,,,,,,
"Bomber 3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"b_skeleton3_walk1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"idle","TRUE",,,"b_skeleton3_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"attack","TRUE",,11,"b_skeleton3_attack1","FALSE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"celebrate","TRUE",,,"b_skeleton3_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",120,,,,,,,,,,
"Bomber 4",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"b_skeleton4_walk1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"idle","TRUE",,,"b_skeleton4_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"attack","TRUE",,11,"b_skeleton4_attack1","FALSE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"celebrate","TRUE",,,"b_skeleton4_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",120,,,,,,,,,,
"Bomber 5",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"b_skeleton5_walk1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"idle","TRUE",,,"b_skeleton5_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"attack","TRUE",,11,"b_skeleton5_attack1","FALSE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"celebrate","TRUE",,,"b_skeleton5_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",120,,,,,,,,,,
"Bomber 6",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"b_skeleton6_walk1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"idle","TRUE",,,"b_skeleton6_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"attack","TRUE",,11,"b_skeleton6_attack1","FALSE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"celebrate","TRUE",,,"b_skeleton6_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",120,,,,,,,,,,
"Bomber 7",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"b_skeleton7_walk1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"idle","TRUE",,,"b_skeleton7_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"attack","TRUE",,11,"b_skeleton7_attack1","FALSE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"celebrate","TRUE",,,"b_skeleton7_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",120,,,,,,,,,,
"Bomber 8",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"b_skeleton8_walk1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"idle","TRUE",,,"b_skeleton8_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"attack","TRUE",,11,"b_skeleton8_attack1","FALSE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"celebrate","TRUE",,,"b_skeleton8_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",120,,,,,,,,,,
"Bomber 1 (ability)",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"b_skeleton1_megabomb_walk1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"idle","TRUE",,,"b_skeleton1_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"attack","TRUE",,11,"b_skeleton1_megabomb_attack1","FALSE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"celebrate","TRUE",,,"b_skeleton1_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",120,,,,,,,,,,
"Bomber 2 (ability)",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"b_skeleton2_megabomb_walk1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"idle","TRUE",,,"b_skeleton2_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"attack","TRUE",,11,"b_skeleton2_megabomb_attack1","FALSE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"celebrate","TRUE",,,"b_skeleton2_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",120,,,,,,,,,,
"Bomber 3 (ability)",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"b_skeleton3_megabomb_walk1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"idle","TRUE",,,"b_skeleton3_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"attack","TRUE",,11,"b_skeleton3_megabomb_attack1","FALSE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"celebrate","TRUE",,,"b_skeleton3_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",120,,,,,,,,,,
"Bomber 4 (ability)",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"b_skeleton4_megabomb_walk1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"idle","TRUE",,,"b_skeleton4_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"attack","TRUE",,11,"b_skeleton4_megabomb_attack1","FALSE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"celebrate","TRUE",,,"b_skeleton4_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",120,,,,,,,,,,
"Bomber 5 (ability)",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"b_skeleton5_megabomb_walk1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"idle","TRUE",,,"b_skeleton5_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"attack","TRUE",,11,"b_skeleton5_megabomb_attack1","FALSE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"celebrate","TRUE",,,"b_skeleton5_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",120,,,,,,,,,,
"Bomber 6 (ability)",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"b_skeleton6_megabomb_walk1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"idle","TRUE",,,"b_skeleton6_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"attack","TRUE",,11,"b_skeleton6_megabomb_attack1","FALSE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"celebrate","TRUE",,,"b_skeleton6_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",120,,,,,,,,,,
"Bomber 7 (ability)",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"b_skeleton7_megabomb_walk1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"idle","TRUE",,,"b_skeleton7_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"attack","TRUE",,11,"b_skeleton7_megabomb_attack1","FALSE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"celebrate","TRUE",,,"b_skeleton7_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",120,,,,,,,,,,
"Bomber 8 (ability)",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"b_skeleton8_megabomb_walk1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"idle","TRUE",,,"b_skeleton8_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"attack","TRUE",,11,"b_skeleton8_megabomb_attack1","FALSE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"celebrate","TRUE",,,"b_skeleton8_idle1","TRUE","TRUE",120,"sc/chr_b_skeleton.sc",,,,,,,,,
,"die","FALSE",,,"barbarian_death_1","FALSE","TRUE",120,,,,,,,,,,
"Balloon Goblin",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","FALSE",,,"balloon1_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"idle","FALSE",,,"balloon1_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"attack","FALSE",,34,"balloon1_attack1","FALSE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"celebrate","FALSE",,,"balloon1_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"die","FALSE",,,"balloon1_die1","FALSE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
"Balloon Goblin2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","FALSE",,,"balloon2_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"idle","FALSE",,,"balloon2_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"attack","FALSE",,34,"balloon2_attack1","FALSE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"celebrate","FALSE",,,"balloon2_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"die","FALSE",,,"balloon2_die1","FALSE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
"Balloon Goblin3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","FALSE",,,"balloon3_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"idle","FALSE",,,"balloon3_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"attack","FALSE",,34,"balloon3_attack1","FALSE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"celebrate","FALSE",,,"balloon3_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"die","FALSE",,,"balloon3_die1","FALSE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
"Balloon Goblin6",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","FALSE",,,"balloon_lvl6_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"idle","FALSE",,,"balloon_lvl6_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"attack","FALSE",,34,"balloon_lvl6_attack1","FALSE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"celebrate","FALSE",,,"balloon_lvl6_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"die","FALSE",,,"balloon_lvl6_die1","FALSE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
"Balloon Goblin7",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","FALSE",,,"balloon_lvl7_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"idle","FALSE",,,"balloon_lvl7_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"attack","FALSE",,34,"balloon_lvl7_attack1","FALSE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"celebrate","FALSE",,,"balloon_lvl7_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"die","FALSE",,,"balloon_lvl7_die1","FALSE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
"Balloon Goblin8",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","FALSE",,,"balloon_lvl8_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"idle","FALSE",,,"balloon_lvl8_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"attack","FALSE",,34,"balloon_lvl8_attack1","FALSE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"celebrate","FALSE",,,"balloon_lvl8_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"die","FALSE",,,"balloon_lvl8_die1","FALSE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
"Balloon Goblin9",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","FALSE",,,"balloon_lvl9_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"idle","FALSE",,,"balloon_lvl9_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"attack","FALSE",,34,"balloon_lvl9_attack1","FALSE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"celebrate","FALSE",,,"balloon_lvl9_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"die","FALSE",,,"balloon_lvl9_die1","FALSE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
"Balloon Goblin10",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","FALSE",,,"balloon_lvl10_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"idle","FALSE",,,"balloon_lvl10_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"attack","FALSE",,34,"balloon_lvl10_attack1","FALSE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"celebrate","FALSE",,,"balloon_lvl10_idle1","TRUE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
,"die","FALSE",,,"balloon_lvl10_die1","FALSE","TRUE","sc/chr_balloon.sc",,,,,,,,,,
"Drop Ship 1",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","FALSE",,,"tiny_balloon1_idle1","TRUE","TRUE","sc/chr_drop_ship.sc",,,,,,,,,,
,"idle","FALSE",,,"tiny_balloon1_idle1","TRUE","TRUE","sc/chr_drop_ship.sc",,,,,,,,,,
,"attack","FALSE",,20,"tiny_balloon1_attack1","FALSE","TRUE","sc/chr_drop_ship.sc",,,,,,,,,,
,"celebrate","FALSE",,,"tiny_balloon1_idle1","TRUE","TRUE","sc/chr_drop_ship.sc",,,,,,,,,,
