"Name","SWF","ExportName","ScaleTimeline","DirectionCount","ParticleEmitter","RotateEmitter","Effect","RotateEffect","SpawnEffect","Speed","StartHeight","StartOffset","IsBallistic","ShadowSWF","ShadowExportName","RandomHitPositionOnCharacters","SmallRandomHitPositionOnBuildings","UseRotate","DirectionFrame","PlayOnce","UseTopLayer","Scale","HitSpell","HitSpellLevel","HitSpellInheritAffectType","DontTrackTarget","BallisticHeight","TrajectoryStyle","FixedTravelTime","MaxTravelTime","DamageDelay","DestroyedEffect","BounceEffect","TargetPosRandomRadius","SlowdownDefencePercent","UseNormalizeLenghtFix","MaxBounceDistance","StopToTargetTime","SmoothDamage","StartOffsetFromGunBone","PenetratingHitBoxWidth","MaxHitBuildings","ReturningProjectile","RetargetRadius","RetargetTimer","3D","DepthBiasFront","DepthBiasBack"
"Elite Wizard projectile","sc/buildings.sc","witch_projectile","FALSE",0,"witch_trail_emitter","FALSE",,"FALSE",,500,25,50,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Artillery Ammo1","sc/buildings.sc","doom_ammo_big_asset_lvl1","FALSE",0,,"FALSE","Artillery Trail","TRUE",,500,200,0,"TRUE","sc/buildings.sc",,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,"Artillery Center",1,"FALSE","FALSE",5000,1,5000,,580,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Artillery Ammo2","sc/buildings.sc","doom_ammo_big_asset_lvl2","FALSE",0,,"FALSE","Artillery Trail","TRUE",,500,200,0,"TRUE","sc/buildings.sc",,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,"Artillery Center",2,"FALSE","FALSE",5000,1,5000,,580,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Artillery Ammo3","sc/buildings.sc","doom_ammo_big_asset_lvl2","FALSE",0,,"FALSE","Artillery Trail","TRUE",,500,200,0,"TRUE","sc/buildings.sc",,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,"Artillery Center",3,"FALSE","FALSE",5000,1,5000,,580,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Artillery Ammo4","sc/buildings.sc","doom_ammo_big_asset_lvl2","FALSE",0,,"FALSE","Artillery Trail","TRUE",,500,200,0,"TRUE","sc/buildings.sc",,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,"Artillery Center",4,"FALSE","FALSE",5000,1,5000,,580,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Artillery Ammo5","sc/buildings.sc","doom_ammo_big_asset_lvl2","FALSE",0,,"FALSE","Artillery Trail","TRUE",,500,200,0,"TRUE","sc/buildings.sc",,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,"Artillery Center",5,"FALSE","FALSE",5000,1,5000,,580,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"trollBoulder_lvl1","sc/buildings.sc","trollBoulder_lvl1","FALSE",6,"trollBoulder_dust_emitter_lvl1","FALSE",,"FALSE",,475,75,40,"TRUE","sc/buildings.sc","shadow_trollBoulder","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",100,,,"FALSE","FALSE",100,3,0,,0,"trollBoulder_destroyed","trollBoulder_bounce",0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"trollBoulder_lvl2","sc/buildings.sc","trollBoulder_lvl2","FALSE",6,"trollBoulder_dust_emitter_lvl2","FALSE",,"FALSE",,475,75,40,"TRUE","sc/buildings.sc","shadow_trollBoulder","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",100,,,"FALSE","FALSE",100,3,0,,0,"trollBoulder_destroyed","trollBoulder_bounce",0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"trollBoulder_lvl3","sc/buildings.sc","trollBoulder_lvl3","FALSE",6,"trollBoulder_dust_emitter_lvl2","FALSE",,"FALSE",,475,75,40,"TRUE","sc/buildings.sc","shadow_trollBoulder","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",100,,,"FALSE","FALSE",100,3,0,,0,"trollBoulder_destroyed","trollBoulder_bounce",0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"trollBoulder_lvl4","sc/buildings.sc","trollBoulder_lvl4","FALSE",6,"trollBoulder_dust_emitter_lvl2","FALSE",,"FALSE",,475,75,40,"TRUE","sc/buildings.sc","shadow_trollBoulder","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",100,,,"FALSE","FALSE",100,3,0,,0,"trollBoulder_destroyed","trollBoulder_bounce",0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"trollBoulder_lvl5","sc/buildings.sc","trollBoulder_lvl5","FALSE",6,"trollBoulder_dust_emitter_lvl2","FALSE",,"FALSE",,475,75,40,"TRUE","sc/buildings.sc","shadow_trollBoulder","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",100,,,"FALSE","FALSE",100,3,0,,0,"trollBoulder_destroyed","trollBoulder_bounce",0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"trollBoulder_lvl6","sc/buildings.sc","trollBoulder_lvl6","FALSE",6,"trollBoulder_dust_emitter_lvl2","FALSE",,"FALSE",,475,75,40,"TRUE","sc/buildings.sc","shadow_trollBoulder","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",100,,,"FALSE","FALSE",100,3,0,,0,"trollBoulder_destroyed","trollBoulder_bounce",0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"babydragon_projectile","sc/buildings.sc","baby_dragon_projectile_lvl1","TRUE",0,"babydragon_smoke_emitter_lvl1","FALSE",,"FALSE",,475,160,80,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,,"FALSE","FALSE",45,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"babydragon_projectile_lvl2","sc/buildings.sc","baby_dragon_projectile_lvl2","TRUE",0,"babydragon_smoke_emitter_lvl1","FALSE",,"FALSE",,475,160,80,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,,"FALSE","FALSE",45,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"babydragon_projectile_lvl3","sc/buildings.sc","baby_dragon_projectile_lvl3","TRUE",0,"babydragon_smoke_emitter_lvl1","FALSE",,"FALSE",,475,160,80,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,,"FALSE","FALSE",45,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Bomb Tower Ammo1","sc/buildings.sc","bomb_projectile_lvl1","FALSE",0,"mortar_trail","FALSE",,"FALSE",,800,200,10,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Bomb Tower Ammo2","sc/buildings.sc","bomb_projectile_lvl2","FALSE",0,"mortar_trail","FALSE",,"FALSE",,800,200,10,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Bomb Tower Ammo3","sc/buildings.sc","bomb_projectile_lvl3","FALSE",0,"mortar_trail","FALSE",,"FALSE",,800,200,10,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"wizardTower2_projectile","sc/buildings.sc","wizard_blast_lvl1","TRUE",0,"wizard_lvl1_trail_emitter","FALSE",,"FALSE",,1200,180,40,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"wizardTower2_projectile2","sc/buildings.sc","wizard_blast_lvl2","TRUE",0,"wizard_lvl2_trail_emitter","FALSE",,"FALSE",,1200,180,40,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"wizardTower2_projectile3","sc/buildings.sc","wizard_blast_lvl3","TRUE",0,"wizard_lvl3_trail_emitter","FALSE",,"FALSE",,1200,180,40,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Mortar2 Ammo1","sc/buildings.sc","mortar_ammo1","FALSE",0,"mortar_trail","FALSE",,"FALSE",,750,95,20,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",150,,,"FALSE","TRUE",0,0,2500,,0,,,200,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Mortar2 Ammo2","sc/buildings.sc","mortar_ammo2","FALSE",0,"mortar_trail","FALSE",,"FALSE",,750,95,20,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",150,,,"FALSE","TRUE",0,0,2500,,0,,,200,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Mortar2 Ammo3","sc/buildings.sc","mortar_ammo3","FALSE",0,"mortar_trail","FALSE",,"FALSE",,750,95,20,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",150,,,"FALSE","TRUE",0,0,2500,,0,,,200,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Mortar2 Ammo4","sc/buildings.sc","mortar_ammo4","FALSE",0,"mortar_trail","FALSE",,"FALSE",,750,95,20,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",150,,,"FALSE","TRUE",0,0,2500,,0,,,200,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Mortar2 Ammo5","sc/buildings.sc","mortar_ammo5","FALSE",0,"mortar_trail","FALSE",,"FALSE",,750,95,20,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",150,,,"FALSE","TRUE",0,0,2500,,0,,,200,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Mortar2 Ammo6","sc/buildings.sc","mortar_ammo6","FALSE",0,"mortar_trail","FALSE",,"FALSE",,750,95,20,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",150,,,"FALSE","TRUE",0,0,2500,,0,,,200,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Mortar2 Ammo8","sc/buildings.sc","mortar_ammo8","FALSE",0,"mortar_trail","FALSE",,"FALSE",,750,95,20,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",150,,,"FALSE","TRUE",0,0,2500,,0,,,200,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Mortar2 Ammo9","sc/buildings.sc","mortar_ammo9","FALSE",0,"mortar_trail","FALSE",,"FALSE",,750,95,20,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",150,,,"FALSE","TRUE",0,0,2500,,0,,,200,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Mortar2 Ammo10","sc/buildings.sc","mortar_ammo1","FALSE",0,"mortar_trail","FALSE",,"FALSE",,750,95,20,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",150,,,"FALSE","TRUE",0,0,2500,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Cannon2ball","sc/buildings.sc","basic_turret_ammo","FALSE",0,,"FALSE",,"FALSE",,1200,75,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Cannon2ball2","sc/buildings.sc","basic_turret_ammo2","FALSE",0,,"FALSE",,"FALSE",,1200,75,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Cannon2ball4","sc/buildings.sc","basic_turret_ammo4","FALSE",0,,"FALSE",,"FALSE",,1200,75,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Cannon2ball5","sc/buildings.sc","basic_turret_ammo5","FALSE",0,,"FALSE",,"FALSE",,1200,75,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Cannon2ball7","sc/buildings.sc","basic_turret_ammo7","FALSE",0,,"FALSE",,"FALSE",,1200,75,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Cannon2ball10","sc/buildings.sc","basic_turret_ammo10","FALSE",0,,"FALSE",,"FALSE",,1200,75,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Cannon2ball12","sc/buildings.sc","basic_turret_ammo12","FALSE",0,"Spark Trail","FALSE",,"FALSE",,1200,75,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Cannon2ball13","sc/buildings.sc","basic_turret_ammo13","FALSE",0,"Spark Trail B","FALSE",,"FALSE",,1200,75,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Cannon2ball14","sc/buildings.sc","basic_turret_ammo14","FALSE",0,"Spark Trail B","FALSE",,"FALSE",,1200,75,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Tower Arrow2","sc/characters.sc","arrow_ammo_small","FALSE",0,,"FALSE",,"FALSE",,3500,190,50,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Tower Arrow2 Fire","sc/characters.sc","arrow_ammo_small_fire","FALSE",0,,"FALSE",,"FALSE",,3500,190,50,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Tower Arrow2 ElixFire","sc/characters.sc","arrow_ammo_small_elixirFire","FALSE",0,,"FALSE",,"FALSE",,3500,190,50,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Tower Arrow2 DarkElixFire","sc/characters.sc","arrow_ammo_small_darkElixirFire","FALSE",0,,"FALSE",,"FALSE",,3500,190,50,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Tower Arrow2 Fire2","sc/characters.sc","arrow_ammo_small_fire","FALSE",0,"Spark Trail","FALSE",,"FALSE",,3500,190,50,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Tower Arrow2 Fire3","sc/characters.sc","arrow_ammo_small_fire","FALSE",0,"Spark Trail_Dark","FALSE",,"FALSE",,3500,190,50,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Tower Arrow LOW","sc/characters.sc","arrow_ammo_small","FALSE",0,,"FALSE",,"FALSE",,1800,100,50,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Tower Arrow HIGH","sc/characters.sc","arrow_ammo_small","FALSE",0,,"FALSE",,"FALSE",,1800,165,50,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Bomber Projectile","sc/characters.sc","projectile_bomb","FALSE",0,,"FALSE",,"FALSE",,450,100,0,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Bomber Projectile Alt","sc/characters.sc","projectile_bomb","FALSE",0,"wizard_lvl4_trail_emitter","FALSE",,"FALSE",,750,100,0,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",130,,,"FALSE","FALSE",250,0,1500,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Bomber Projectile2","sc/characters.sc","projectile_bomb_lvl2","FALSE",0,,"FALSE",,"FALSE",,450,100,0,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Bomber Projectile2 Alt","sc/characters.sc","projectile_bomb_lvl2","FALSE",0,"wizard_lvl4_trail_emitter","FALSE",,"FALSE",,750,100,0,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",130,,,"FALSE","FALSE",250,0,1500,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"ice_wizard_projectile","sc/characters.sc","ice_wizard_projectile","TRUE",0,"wizard_lvl1_trail_emitter","FALSE",,"FALSE",,900,30,40,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,50,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"DoubleCannonball1","sc/buildings.sc","basic_turret_ammo","FALSE",0,,"FALSE",,"FALSE",,1900,4,15,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"DoubleCannonball2","sc/buildings.sc","basic_turret_ammo","FALSE",0,,"FALSE",,"FALSE",,1900,8,16,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"DoubleCannonball3","sc/buildings.sc","basic_turret_ammo2","FALSE",0,,"FALSE",,"FALSE",,1900,12,17,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"DoubleCannonball4","sc/buildings.sc","basic_turret_ammo2","FALSE",0,,"FALSE",,"FALSE",,1900,16,18,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"DoubleCannonball5","sc/buildings.sc","basic_turret_ammo4","FALSE",0,,"FALSE",,"FALSE",,1900,17,19,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"DoubleCannonball6","sc/buildings.sc","basic_turret_ammo4","FALSE",0,,"FALSE",,"FALSE",,1900,18,20,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"DoubleCannonball7","sc/buildings.sc","basic_turret_ammo5","FALSE",0,,"FALSE",,"FALSE",,1900,19,21,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"DoubleCannonball8","sc/buildings.sc","basic_turret_ammo5","FALSE",0,,"FALSE",,"FALSE",,1900,20,22,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"DoubleCannonball9","sc/buildings.sc","basic_turret_ammo7","FALSE",0,,"FALSE",,"FALSE",,1900,21,23,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"DoubleCannonball10","sc/buildings.sc","basic_turret_ammo7","FALSE",0,,"FALSE",,"FALSE",,1900,22,24,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Moving Cannon Cannonball","sc/buildings.sc","basic_turret_ammo","FALSE",0,,"FALSE",,"FALSE",,1200,75,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",190,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"Minion_Projectile","sc/characters.sc","slimeball_projectile","FALSE",0,,"FALSE",,"FALSE",,380,140,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"FireworkMini","sc/buildings.sc","fw_ammo","FALSE",0,,"FALSE",,"FALSE",,1200,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",50,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"FireworkMini2","sc/buildings.sc","fw_ammo2","FALSE",0,,"FALSE",,"FALSE",,1200,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",50,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"FireworkMini3","sc/buildings.sc","fw_ammo3","FALSE",0,,"FALSE",,"FALSE",,1200,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",50,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"FireworkMini4","sc/buildings.sc","fw_ammo4","FALSE",0,,"FALSE",,"FALSE",,1200,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",50,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"FireworkMini5","sc/buildings.sc","fw_ammo5","FALSE",0,,"FALSE",,"FALSE",,1200,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",50,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"FireworkMini6","sc/buildings.sc","fw_ammo6","FALSE",0,,"FALSE",,"FALSE",,1200,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",50,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"FireworkMini7","sc/buildings.sc","fw_ammo7","FALSE",0,,"FALSE",,"FALSE",,1200,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",50,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"FireworkMini8","sc/buildings.sc","fw_ammo8","FALSE",0,,"FALSE",,"FALSE",,1200,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",50,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"FireworkMini9","sc/buildings.sc","fw_ammo9","FALSE",0,,"FALSE",,"FALSE",,1200,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",50,,,"FALSE","FALSE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
"AirTrapBalloon2","sc/buildings.sc","air_trap_projectile","FALSE",0,,"FALSE",,"FALSE",,250,0,20,"FALSE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE",100,,,"FALSE","TRUE",0,0,0,,0,,,0,0,"FALSE",0,0,"FALSE","FALSE",0,0,"FALSE",,,,0,0
