"TID","CNT"
"TID_ALLIANCE_WAR_ENEMY_CLAN","敵方部落"
"TID_ACHIEVEMENT_WAR_STARS_TITLE","戰爭英雄"
"TID_ACHIEVEMENT_WAR_STARS","在部落對戰中為您的部落贏得<number>顆星星"
"TID_ACHIEVEMENT_WAR_STARS_COMPLETED","在部落對戰中為部落贏得的星星總數：<value>"
"TID_ALLIANCE_WAR_CLAN_BANK","部落庫存空間："
"TID_ALLIANCE_WAR_RESOURCE_STORAGE_CAPACITY","<resource>：<number>"
"TID_BUTTON_CLAN_WAR_HISTORY","對戰記錄"
"TID_CLAN_WAR_PREPARE_BUTTON","準備！"
"TID_LOCAL_NOTIFICATION_WAR_PREPARATION_ENDS","部落對戰準備即將結束！"
"TID_LOCAL_NOTIFICATION_WAR_ENDS","部落對戰即將結束！"
"TID_ALLIANCE_WAR_SPECTATOR_MODE","觀戰模式"
"TID_ALLIANCE_WAR_SPECTATOR_MESSAGE","您無法參加這次部落對戰"
"TID_ALLIANCE_WAR_STARTWAR_INFO_NOT_ENOUGH_MEMBERS","參與部落對戰，為爭取榮耀、資源獎勵和部落經驗值而戰！\n\n\n您的部落至少需要10個部落成員才能開始對戰。"
"TID_ALLIANCE_WAR_STARTWAR_INFO_LEADER","參與部落對戰，為爭取榮耀、資源獎勵和部落經驗值而戰！\n\n\n您的部落準備好了嗎？那就開戰吧。"
"TID_ALLIANCE_WAR_STARTWAR_INFO_CLANMEMBER","參與部落對戰，為爭取榮耀、資源獎勵和部落經驗值而戰！\n\n\n準備好了嗎？請求部落首領發動戰爭吧。"
"TID_DRAW","平手"
"TID_ALLIANCE_WAR_NEW_WAR","新戰爭"
"TID_ALLIANCE_WAR_SCOUT","偵察"
"TID_ALLIANCE_WAR_NO_BEST_ATTACK","未受到攻擊"
"TID_ALLIANCE_WAR_LOOT_BONUS_TITLE","對戰勝利獎勵"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_SPECTATOR","觀戰玩家無法發動攻擊！"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_PREPARATION","無法攻擊，這場對戰還沒開始！"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_WAR_ENDED","無法攻擊，這場對戰已經結束了！"
"TID_WAR_PREPARE","準備！"
"TID_WAR_STARTS_IN","離對戰開始還有："
"TID_ALLIANCE_WAR_STAT_ATTACKS","已攻擊的次數"
"TID_ALLIANCE_WAR_STAT_AVG_DESTRUCTION","平均摧毀率"
"TID_ALLIANCE_WAR_CANNOT_SCOUT_WAR_OVER","無法偵察，這場對戰已經結束了！"
"TID_ACHIEVEMENT_WAR_LOOT_TITLE","部落富豪"
"TID_ACHIEVEMENT_WAR_LOOT","從部落城堡收集<number>金幣"
"TID_ACHIEVEMENT_WAR_LOOT_COMPLETED","透過部落對戰獎勵獲得的金幣總數：<value>"
"TID_CANCEL_WAR_MATCHMAKING_CONFIRMATION_TITLE","停止搜尋？"
"TID_CANCEL_WAR_MATCHMAKING_CONFIRMATION_TEXT","停止並重新開始搜尋後並不會縮短搜尋時間，而且可能會延長搜尋時間，您確定要停止嗎？"
"TID_ALLIANCE_WAR_STAT_WINS","攻擊成功次數"
"TID_ALLIANCE_WAR_BEST_ATTACK_FRIENDLY","部落最佳進攻："
"TID_ALLIANCE_WAR_BEST_ATTACK_ENEMY","敵人最佳進攻："
"TID_ALLIANCE_WAR_MY_ATTACKS","我的攻擊次數："
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_FRIENDLY","沒有部落最佳進攻紀錄"
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_ENEMY","沒有敵人最佳進攻紀錄"
"TID_ALLIANCE_WAR_AVAILABLE_BONUS","對戰勝利獎勵"
"TID_ALLIANCE_WAR_STARS_WON","勝利之星"
"TID_ALLIANCE_WAR_PERSONAL_LOOT_RESULT","獲得的部落對戰獎勵"
"TID_WAR_PREPARE_ARMYCAMP_INFO","全副武裝，準備參戰吧！\n讓增援部隊進駐<c2>部落城堡</c>，幫助您的部落成員，招募最英勇的<c2>部隊</c>，配製強大的<c2>法術</c>，同時務必讓您的<c2>英雄們</c>做好戰鬥準備！"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_1","第1次攻擊"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_2","第2次攻擊"
"TID_ALLIANCE_WAR_ATTACK_AVAILABLE","可進攻"
"TID_ALLIANCE_WAR_UNDER_ATTACK_BY","正在遭受<name>攻擊！"
"TID_ALLIANCE_WAR_ATTACKS_REMAINING","剩餘攻擊次數"
"TID_ALLIANCE_WAR_EVENTS","對戰事件"
"TID_ALLIANCE_WAR_LOOT_DELIVERED","部落對戰獎勵已經運送到您的寶庫！"
"TID_ALLIANCE_WAR_LOOT_TRANSFERRED","寶庫資源已收集！"
"TID_ALLIANCE_WAR_LOOT_NOT_EXIST","您的寶庫中沒有存放任何資源！"
"TID_ALLIANCE_WAR_LOOT_COLLECT_INFO","您可以從寶庫收集部落對戰獎勵。"
"TID_ALLIANCE_WAR_FAILED_WAR_IS_ENDING","無法攻擊，部落對戰即將結束！"
"TID_ALLIANCE_WAR_FAILED_ATTACKING_SAME_TARGET","您已經攻擊過這個目標了！"
"TID_ALLIANCE_WAR_PREPARED_HEADER_FRIENDLY","已做好對戰準備的部落夥伴："
"TID_ALLIANCE_WAR_PREPARED_HEADER_ENEMY","已做好對戰準備的敵人："
"TID_ALLIANCE_WAR_PREPARED_FOR_WAR","準備戰鬥！"
"TID_ALLIANCE_WAR_NOT_PREPARED_FOR_WAR","正在準備部落對戰..."
"TID_HINT_CLAN_WAR","快來加入部落對戰，享受戰鬥的快感，還可獲得豐厚的戰利品！"
"TID_CHAT_REPORT_CONFIRMATION_TITLE","檢舉<name>？"
"TID_CHAT_REPORT_CONFIRMATION","是否要檢舉<name>的不適當行為？"
"TID_ALLIANCE_WAR_LOOT_CONFIRMATION_TITLE","收集資源？"
"TID_ALLIANCE_WAR_LOOT_CONFIRMATION","確定要將寶庫中的所有資源轉移到您的資源倉庫嗎？"
"TID_WAR_BROWSE","詳情"
"TID_ALLIANCE_WAR_HISTORY_BROWSE_UNAVAILABLE","無詳細資料"
"TID_WAR_DATA_ERROR_NO_LONGER_AVAILABLE","這場對戰的詳細資料已無法使用。"
"TID_WAR_DATA_ERROR_INTERNAL","無法取得對戰詳細資料，請稍後重試。"
"TID_WAR_DATA_ERROR_INVALID_WAR","找不到對戰詳情。"
"TID_ALLIANCE_WAR_DATA_NOT_AVAILABLE","部落對戰仍在載入中，請再試一次"
"TID_CLANS_VS","VS"
"TID_ALLIANCE_WAR_ATTACK_NOT_USED","未使用"
"TID_ALLIANCE_WAR_CLOSE_RESULTS_SCREEN","查看地圖"
"TID_WAR_WIN_BONUS","<percentage>對戰勝利獎勵"
"TID_VILLAGE_NOT_PREPARED","村莊未準備完成"
"TID_VILLAGE_PREPARED","村莊準備完成"
"TID_BEST_ATTACK","最佳攻擊："
"TID_VILLAGE_UNDER_ATTACK","村莊遭到攻擊了！"
"TID_RECOMMENDED_TARGET","建議目標"
"TID_ALLIANCE_WAR_EVENT_PREPARATION_STARTED","已開始準備工作"
"TID_ALLIANCE_WAR_EVENT_WAR_STARTED","對戰已開始"
"TID_ALLIANCE_WAR_EVENT_WAR_ENDED","對戰已結束"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_TITLE","確認攻擊"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_1STAR","您的部落已經從這個戰場基地贏得1顆星。是否想要試著得到更棒的成績？"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_2STARS","您的部落已經從這個戰場基地贏得2顆星。是否想要試著得到更棒的成績？"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_3STARS","這個戰場基地已經被摧毀，您的部落無法從這裡得到更多星星。是否確定攻擊？"
"TID_ALLIANCE_WAR_ENDING_PROMPT","對戰結束"
"TID_ALLIANCE_WAR_ENDED_PROMPT","對戰已結束"
"TID_BUTTON_HELP_CENTER","更多協助"
"TID_EVENT_BOOST_COLLECTORS","特別活動：您現在只需花費一顆寶石就可以加速任意一個資源採集器的產量！"
"TID_EVENT_BOOST_SPELL_AND_HEROES","特別活動：為您的英雄和法術提供加速效果，只需各花費一顆寶石！活動持續至3月6日。"
"TID_EVENT_BOOST_EVERYTHING","週末特別活動：為您所有的建築物提供加速效果，只需各花費一顆寶石！"
"TID_EVENT_BOOST_ATTACKS","攻擊活動：為所有訓練營、法術和英雄提供加速效果，只需各花費一顆寶石！活動持續至1月7日。"
"TID_WAR_HISTORY_NOT_AVAILABLE","您的部落不曾參加過對戰！"
"TID_WAR_DONATE","增援"
"TID_WAR_DONATE_MESSAGE","請求增援"
"TID_WAR_DONATE_MESSAGE_SAVED","已儲存捐助訊息"
"TID_WAR_INFO","在為期兩天的激烈對戰中獲得更多勝利之星的部落將贏得勝利！獲勝部落可獲得資源獎勵和部落經驗值獎勵。進攻獲勝可贏得額外的戰爭獎勵；但如果您的部落戰敗了，您將只能獲得少量資源獎勵。此外，部落對戰出現平局時，在最佳攻擊中總摧毀率更高的部落將贏得對戰勝利！"
"TID_WAR_INFO_FRIENDLYWAR_ADDITION","在為期兩天的激烈對戰中獲得更多勝利之星的部落將贏得勝利！獲勝部落可獲得資源獎勵和部落經驗值獎勵。進攻獲勝可贏得額外的戰爭獎勵；但如果您的部落戰敗了，您將只能獲得少量資源獎勵。此外，部落對戰出現平局時，在最佳攻擊中總摧毀率更高的部落將贏得對戰勝利！\n\n注意：部落友誼戰可自訂時間，不提供戰利品和部落經驗值。"
"TID_WAR_INFO_HEADLINE","概況"
"TID_WAR_WAR_BASE_INFO","在準備日當天，戰場基地可接收增援的部隊，並可使用您村莊現有的所有建築物進行戰備配置。這個基地會在對戰期間發揮防禦功效，並保護資源和獎盃安全無虞。請記得安置您所有的新建築物！"
"TID_WAR_WAR_BASE_HEADLINE","準備日"
"TID_WAR_BATTLE_INFO","參戰成員在戰鬥日發動進攻。對敵軍造成的損失以最佳進攻紀錄為準，所以部落的策略是關鍵所在！在部落對戰中進攻並不會扣除您的護盾有效時間或影響獎盃數。"
"TID_WAR_BATTLE_INFO_HEADLINE","戰鬥日"
"TID_TAB_OVERVIEW","概況"
"TID_TAB_PREPARATION","準備日"
"TID_TAB_BATTLE","戰鬥日"
"TID_WAR_DONATE_DONE","您派遣給這位玩家的部隊數量已達到上限！"
"TID_WAR_DONATE_FULL","這位玩家無法再接收增援部隊"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_1","您終於來了，首領！歡迎加入前線！"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_2","我們的敵人虎視耽耽，但我們也不是等閒之輩！"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_3","快看那裡，首領！我發現敵人的部落了！"
"TID_TUTORIAL_WAR_MAP_ENEMY_1","我的老天，到處都是敵方的戰場基地！"
"TID_TUTORIAL_WAR_MAP_ENEMY_2","因為進攻次數受到限制，所以我們需要整個部落並肩作戰。"
"TID_TUTORIAL_WAR_MAP_ENEMY_3","稍作休息，首領，然後我們就回自己的戰場基地去。"
"TID_TUTORIAL_WAR_DONATE_1","我們在準備日增援部隊並偵查敵營。"
"TID_TUTORIAL_WAR_BATTLE_1","我們將在戰鬥日攻擊！這裡沒有護盾，也沒有獎盃得失，勝利是唯一的目標！"
"TID_TUTORIAL_WAR_INFO_1","請點選資訊按鈕深入瞭解。整個部落都靠您了，首領！"
"TID_CLAN_WARS","部落對戰"
"TID_FRIENDLY_ZONE","我軍領地"
"TID_ENEMY_TERRITORY","敵方陣地"
"TID_DONATE","捐兵"
"TID_WARS_WON","對戰勝利"
"TID_PREVIOUS_BEST","歷史最佳紀錄"
"TID_NEW_BEST","新的最佳紀錄"
"TID_TRANSITION_WAR_ENDED","對戰已結束"
"TID_TRANSITION_WAR_START","戰鬥日"
"TID_TRANSITION_WAR_PREPARE","準備日"
"TID_PLUS_ONE_CLAN_STAR","勝利之星＋1"
"TID_WAR_RESULTS_BUTTON","對戰結果"
"TID_TAB_RESULTS","對戰結果"
"TID_WAR_RESULTS_INFO","部落對戰結束時，資源獎勵會送至您的寶庫。戰爭獲勝的一方還可獲得可觀的部落經驗值。在戰爭結束後的一段時間內，您可以查看戰爭結果和戰鬥重播。您還可以在部落對戰紀錄上查看更早的戰爭記錄！"
"TID_WAR_RESULTS_INFO_FRIENDLYWAR_ADDITION","部落對戰結束時，資源獎勵會送至您的寶庫。戰爭獲勝的一方還可獲得可觀的部落經驗值。在戰爭結束後的一段時間內，您可以查看戰爭結果和戰鬥重播。您還可以在部落對戰紀錄上查看更早的戰爭記錄！\n\n注意：部落友誼戰不提供戰利品和部落經驗值。"
"TID_WAR_RESULTS_INFO_HEADLINE","對戰結果"
"TID_WAR_SPECTATOR_TITLE","觀戰模式"
"TID_WAR_SPECTATOR_TEXT","您沒有參加這次對戰。如果您想參加下次對戰，請在對戰開始前與首領或副首領溝通並請求參戰。"
"TID_ALLIANCE_WAR_HAS_ENDED","您目前的部落對戰已結束！"
"TID_NUMBER_ONE","1"
"TID_NUMBER_TWO","2"
"TID_NUMBER_THREE","3"
"TID_NUMBER_FOUR","4"
"TID_ALLIANCE_WAR_RETURN_TO_CURRENT_WAR","目前的對戰"
"TID_HOME","我軍"
"TID_ENEMY","敵方"
"TID_BUTTON_RETURN_TO_WAR","對戰地圖"
"TID_ALLIANCE_WAR_PLAYER_ON_WAR_COOLDOWN","參與下場部落對戰的等待時間："
"TID_WAR_DONATE_SPECTATOR","觀戰玩家無法增援部隊！"
"TID_WAR_SEARCH_CANCEL","正在取消搜尋..."
"TID_GOOGLE_PLAY_ACHIEVEMENTS","成就"
"TID_ALLIANCE_WAR_STAT_STARS_PER_ATTACK","每次攻擊新得到的星星"
"TID_ALLIANCE_WAR_STATS_TAB","部落對戰統計資料"
"TID_ALLIANCE_WAR_MOST_HEROIC_VICTORY","最英勇的攻擊"
"TID_ALLIANCE_WAR_MOST_HEROIC_DEFENCE","最英勇的抵抗"
"TID_ALLIANCE_WAR_NO_HEROIC_VICTORY","無"
"TID_ALLIANCE_WAR_AVG_ATTACK_DURATION","攻擊平均持續時間"
"TID_ALLIANCE_WAR_LAST_MOMENT_EVENT","最後時刻！"
"TID_WAR_STREAM_ENTRY_TIME","離對戰結束剩下<time>"
"TID_ALLIANCE_WAR_STAT_NUM_3STARS","3星勝利"
"TID_ALLIANCE_WAR_STAT_NUM_2STARS","2星勝利"
"TID_ALLIANCE_WAR_STAT_NUM_1STARS","1星勝利"
"TID_ALLIANCE_WAR_STAT_ATTACKS_LOST","攻擊失敗的次數"
"TID_VIEW_PLAYER_ON_WAR_MAP_BUTTON","在地圖上查看"
"TID_POPUP_REMOVE_WAR_DONATION_TITLE","移除增援部隊？"
"TID_POPUP_REMOVE_WAR_DONATION_DESCR","您確定要移除您部落城堡中的這一增援部隊嗎？"
"TID_ALLIANCE_WAR_MOST_EXPENSIVE_ATTACK","最昂貴的勝利"
"TID_GOOGLE_PLUS_SIGNIN_TUTORIAL","您已經有一座村莊了？"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_TOP","已用攻擊次數 (高階村莊)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_MID","已用攻擊次數 (中階村莊)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_BOTTOM","已用攻擊次數 (低階村莊)"
"TID_ALLIANCE_WAR_MEMBER_STAT_DEFENCES","防禦成功次數："
"TID_ALLIANCE_WAR_EVENT_25PERCENT_DESTROYED","已破壞25%！"
"TID_ALLIANCE_WAR_EVENT_50PERCENT_DESTROYED","已破壞50%！"
"TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED","已破壞75%！"
"TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED","已摧毀大本營！"
"TID_STREAM_EVENT_STARTED_WAR","已開始搜尋部落對戰"
"TID_STREAM_EVENT_CANCELLED_WAR","已取消搜尋部落對戰"
"TID_STREAM_EVENT_WAR_NO_MATCH_FOUND","找不到任何部落對戰對手。請嘗試重新發起部落對戰。"
"TID_STREAM_EVENT_CANCELLED_ARRANGED_WAR","部落友誼戰已取消"
"TID_VILLAGE_EDIT_MODE_WAR","部落對戰編輯模式"
"TID_WAR_BASE","編輯戰場基地"
"TID_FEEDBACK_INFO1","\n"
"TID_FEEDBACK_INFO2","\n"
"TID_FEEDBACK_INFO3","\n"
"TID_FEEDBACK_INFO4","\n"
"TID_FEEDBACK_INFO5","請將以下與遺失的村莊相關的資訊提供給我們。\n村莊的確切名稱：\n大本營等級：\n經驗值等級：\n部落的名稱(如果有的話)："
"TID_FEEDBACK_INFO6","\n"
"TID_FEEDBACK_BUTTON5","遺失村莊"
"TID_BUTTON_SIGN_IN","登入"
"TID_WAR_STATS_HEADER_BATTLES","攻擊總次數"
"TID_WAR_STATS_HEADER_BEST_ATTACKS","最佳進攻紀錄"
"TID_WAR_STATS_HEADER_WAR_STATS","攻擊統計"
"TID_WAR_STATS_HEADER_FEATURED_BATTLES","經典戰役"
"TID_LIVE_REPLAY","即時重播"
"TID_WATCH_LIVE_REPLAY","觀看實況"
"TID_SLOW_SPELL","慢速"
"TID_BOOSTDEFENCES_SPELL","強化防禦設施"
"TID_TAB_NEWS","新聞"
"TID_TAB_SETTINGS","設定"
"TID_TAB_MORE","更多"
"TID_HINT_NAMECHANGE","您不能隨意變更村莊的名稱。否則您的村民將找不到回家的路！"
"TID_LIVE_REPLAY_FAIL_GENERIC","無法即時觀看。請稍後重試。"
"TID_LIVE_REPLAY_FAIL_NO_DATA_FOUND","無法即時觀看。這場戰鬥已經結束。"
"TID_LIVE_REPLAY_FAIL_NO_FREE_SLOTS","無法即時觀看。所有的觀戰座位已滿。"
"TID_HASTE_DAMAGE_OFFSET","提高傷害：<number>"
"TID_HERO_ABILITY_HEALTH","恢復生命值：<number>"
"TID_MORE_FACEBOOK","快來Facebook加入我們，獲得最新消息！"
"TID_MORE_YOUTUBE","快來YouTube觀看《部落衝突》頻道！"
"TID_MORE_TWITTER","在Twitter上透過@clashofclans追蹤我們的消息"
"TID_MORE_WEIBO","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans"
"TID_MORE_FORUMS","快來加入《部落衝突》社群！"
"TID_NEWS_BUTTON_GO","去看看吧！"
"TID_HERO_INSTRUCTIONS_BARBARIAN","這個大塊頭可吸收大量傷害，並且摧毀擋住他去路的一切。他在防禦時展現強大的防守能力，一旦鐵拳出擊技能獲得解鎖，就能在進攻時釋放毀滅性的爆發力。"
"TID_HERO_INSTRUCTIONS_QUEEN","雖然生命值不高，但這位優雅的女獵手掌握著毀滅性的力量。在防禦時她可以精確打擊範圍內的目標；而當她的皇家披風技能解鎖後，她在進攻時使用該技能即可進入隱身狀態，對敵軍造成大量傷害！"
"TID_MORE_YOUKU","请关注部落冲突（Clash of Clans）官方优酷频道。"
"TID_POPUP_UPGRADE_WALL_SECTION_TEXT","是否確定要花費<number>個<resource>升級選中的城牆？"
"TID_POPUP_UPGRADE_WALL_SECTION_TITLE","升級城牆"
"TID_POPUP_REMOVE_REINFORCEMENTS_TITLE","移除增援？"
"TID_POPUP_REMOVE_REINFORCEMENTS_TEXT","確定要移除這些增援嗎？"
"TID_POPUP_REMOVE_TROOP_TITLE","移除部隊？"
"TID_POPUP_REMOVE_TROOP_TEXT","確定要移除這些部隊嗎？"
"TID_POPUP_REMOVE_SPELL_TITLE","移除法術？"
"TID_POPUP_REMOVE_SPELL_TEXT","確定要移除這些法術嗎？"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","移除部隊和法術？"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","確定要移除這些部隊和法術？"
"TID_REMOVE_TROOP_BUTTON","移除"
"TID_REMOVE_TROOP_MESSAGE","已移除部隊"
"TID_REMOVE_SPELL_MESSAGE","已移除法術"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","已移除部隊和法術"
"TID_NEWS_BIRTHDAY_TITLE","首領，生日快樂！"
"TID_NEWS_BIRTHDAY_TEXT","《部落衝突》滿兩周年了！現在起直到8月7日，您只需花費一顆寶石就能為任意一個資源採集器加速一週！"
"TID_AVAILABLE_TROOPS","可用的部隊："
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","聯絡玩家支援團隊"
"TID_AD_SEEKER","熔岩獵犬"
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION","這些暴躁的猛獸會不由自主地尋找防空火箭，為其他部隊提供絕佳的保護。被摧毀後，牠們會分裂成多個體型和威脅都更小的迷你熔岩犬。"
"TID_CHARACTER_INFO_AD_SEEKER_NO_EXPLOSION","這些狂躁的猛獸進入戰場後會撲向防空火箭，進而能夠很好地保護其他部隊。被摧毀後，牠會發生爆炸並生成多個體型和威脅都更小的迷你熔岩犬。"
"TID_AD_SEEKER_FRAG","迷你熔岩犬"
"TID_CHARACTER_INFO_AD_SEEKER_FRAG","熔岩獵犬死後會分裂成很多迷你熔岩犬，這些迷你生物可接著去戰鬥。"
"TID_MAX_SECONDARY_UNITS","產生單位數：<number>"
"TID_BUTTON_UPGRADE_SELECTION","升級選取項目"
"TID_NEWS_UPDATE_TITLE","優化法術和部落對戰決勝機制！"
"TID_NEWS_UPDATE_TEXT","* 改良雷電、施毒、地震和冰凍法術！\n*7級雷電法術和25塊新城牆已加入10級大本營中。\n* 總破壞度將會是部落對戰的決勝關鍵 - 如果在戰爭結束時處於同星的情況下，將以最佳進攻紀錄的最高總破壞度部落成為勝利者！"
"TID_NEWS_TROOP_TITLE","全新闇黑部隊：熔岩獵犬！"
"TID_NEWS_TROOP_TEXT","這種由岩石與熔岩所組成的飛行生物能夠承受大量的傷害。它的攻擊目標是防空火箭，可深入敵人的村莊，為其他部隊單位提供掩護。被摧毀之後，它會產生一群較小型的迷你熔岩犬，繼續與敵軍戰鬥。"
"TID_NEWS_TROOP_TEXT2","這種由岩石與熔岩所組成的飛行生物能夠承受大量的傷害。它的攻擊目標是防空火箭，可深入敵人的村莊，為其他部隊單位提供掩護。被摧毀之後，它會產生一群較小型的生物，如此一來可以分散敵軍防禦設施的注意力。"
"TID_GEM_BALANCE","目前的寶石剩餘數：\n<total>\n\n免費的寶石：<free>\n\n已購買的寶石：<paid>"
"TID_MORE_INSTAGRAM","到Instagram造訪《部落衝突》！"
"TID_MORE_TWITCH","在Twitch上接收《部落衝突》直播！"
"TID_MORE_HUNGRYAPP","클래시 오브 클랜 공략 및 팁을 지금 바로 공유하세요!"
"TID_MORE_APPBANK","AppBank"
"TID_MORE_FAMITSU","ファミ通App"
"TID_NUMBER_FIVE","5"
"TID_NUMBER_SIX","6"
"TID_NUMBER_SEVEN","7"
"TID_NUMBER_EIGHT","8"
"TID_NUMBER_NINE","9"
"TID_NUMBER_ZERO","0"
"TID_GEM_BALANCE_TITLE","寶石剩餘數"
"TID_GEM_BALANCE_BUTTON","寶石剩餘數"
"TID_NEWS_MIRROR_TITLE","準備工作"
"TID_NEWS_MIRROR_TEXT","準備工作和霸氣的鬍鬚是打一場好仗的關鍵。快來瞭解法師是如何準備上戰場的。"
"TID_NEWS_RABBIT_TITLE","這？是魔法嗎？"
"TID_NEWS_RABBIT_TEXT","火球術可不是法師唯一可用的技倆。快來瞭解他還有什麼樣的能耐。"
"TID_UNLOCKED_ARMY","軍隊"
"TID_ACCOUNT_SWITCHING_NOT_SUPPORTED","您登入的Game Center帳號關聯了首領<name>的村莊。該村莊已準備好了，但如果您的遊戲裝置版本低於iOS7，您將無法切換到這個帳號。您需要升級iOS版本才能切換帳號。如需瞭解如何升級iOS，可參考: http://support.apple.com/kb/HT4623"
"TID_DIAMOND_PACK_RED","(小堆寶石)RED"
"TID_NEWS_RED_TITLE","首領，来支持(RED)抗愛滋活動吧！"
"TID_NEWS_RED_TEXT","RED"
"TID_NEWS_RED_MORE","詳細資訊"
"TID_POPUP_BOOST_ALL_BARRACKS","確定在<time>內將<number>個訓練營的訓練速度提升至原來的<multiplier>倍嗎？"
"TID_POPUP_BOOST_ALL_COLLECTORS","確定在<time>內使<number>個該類型的採集器產量加倍嗎？"
"TID_POPUP_BOOST_ALL_BARRACKS_BOOSTER","確定在<time>內將<number>個訓練營和法術工廠的速度提升至原來的<multiplier>倍嗎？"
"TID_POPUP_BOOST_ALL_COLLECTORS_BOOSTER","確定在<time>內將所有<number>個採集器產量加倍嗎？"
"TID_CLAN_LOCALE","部落位置："
"TID_CLAN_WAR_FREQ","對戰頻率："
"TID_CLAN_WAR_FREQ_UNKNOWN","未設定"
"TID_CLAN_WAR_FREQ_ALWAYS","始終"
"TID_CLAN_WAR_FREQ_MORE_THAN_ONCE_WEEKLY","一週兩次"
"TID_CLAN_WAR_FREQ_ONCE_WEEKLY","一週一次"
"TID_CLAN_WAR_FREQ_LESS_THAN_ONCE_WEEKLY","很少"
"TID_CLAN_WAR_FREQ_NEVER","從不"
"TID_POPUP_BOOST_ALL_DARK_BARRACKS","確定在<time>內將<number>座闇黑訓練營的訓練速度加快至原來的<multiplier>倍？"
"TID_REGION_INT","全球"
"TID_LOCAL_NOTIFICATION_YOUR_SPELLS_ARE_READY","您的法術已準備完成！"
"TID_YES","是"
"TID_NO","否"
"TID_SEARCH_TERM_ANY","任何"
"TID_POPUP_RED_GEMS_PURCHASED_TITLE","首領，感謝您！"
"TID_POPUP_RED_GEMS_PURCHASED_TEXT","感謝您對(RED)抗愛滋活動的支持。在12月8日前，您想用(RED)裝飾大本營以表達您的支持嗎？"
"TID_SEARCH_OPTIONS","進階搜尋選項"
"TID_SHOW_SEARCH_OPTIONS","顯示"
"TID_CLAN_MEMBER_COUNT","成員："
"TID_CLAN_MIN_TROPHIES","最低部落積分："
"TID_TO","至"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_WITH_NAME","顯示關於\q<name>\q的進階搜尋結果"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_NO_NAME","顯示進階搜尋結果"
"TID_CLAN_LOCATION_UNKNOWN","未設定"
"TID_CLAN_SHOW_ONLY_JOINABLE","僅顯示我能加入的部落:"
"TID_RESUME_BOOST","恢復"
"TID_NEWS_SAFEGUARD_TITLE","保護您村莊的安全！"
"TID_NEWS_SAFEGUARD_TEXT_ANDROID","登入Google Play以儲存您的遊戲進度以及在多部Android裝置上玩同一個村莊。"
"TID_NEWS_SAFEGUARD_TEXT","登入Game Center以儲存您的遊戲進度以及在多部iOS裝置上玩同一個村莊。"
"TID_RED_PROCEEDS","本次活動的全部收入將用於支援(RED)抗愛滋活動。"
"TID_FB_CONNECT_NOT_SAFE_TITLE","您已登入Facebook"
"TID_FB_CONNECT_NOT_SAFE_TEXT","將村莊與Facebook連接可讓您與好友們互動。若要保護您的遊戲進度並在多部裝置上玩同一個村莊，請登入Game Center。"
"TID_FB_CONNECT_NOT_SAFE_TEXT_ANDROID","將村莊與Facebook連接可讓您與好友們互動。若要保護您的遊戲進度並在多部裝置上玩同一個村莊，請登入Google Play。"
"TID_OBSTACLE_HALLOWEEN2014","萬聖節墓碑"
"TID_TRAP_HALLOWEEN_SKEL","骷髏陷阱"
"TID_TRAP_HALLOWEEN_SKEL_INFO","骷髏兵雖然脆弱，但異常狡猾，他們出其不意地伏擊毫無戒備的敵軍部隊，並分散敵軍注意力！您可以將骷髏陷阱的目標設定為地面部隊或空中部隊。"
"TID_CLAN_TAG","部落標籤："
"TID_BUTTON_BOOST_ALL","加速所有同類項目"
"TID_NEWS_RED_LIKE","給(RED)一個讚"
"TID_WAR_EXCLUDED_MEMBERS","排除的成員："
"TID_WAR_CANNOT_EXCLUDE_MAX_REACHED","無法再從對戰中排除更多成員！"
"TID_LAYOUTS_USE_BUTTON","設為使用中"
"TID_LAYOUTS_COPY_BUTTON","複製陣型"
