"TID","MS"
"TID_ACCOUNT_LOCKED_INVALID_CODE","Kod buka kunci tidak sah!"
"TID_ABOUT_WEIBO","Weibo"
"TID_ABOUT_FACEBOOK","Facebook"
"TID_ABOUT_TWITTER","Twitter"
"TID_VILLAGE_EDIT_SAVE_FAILED","Gagal menyimpan kampung, sila cuba lagi."
"TID_DECO_CAP_REACHED","Anda telah membina amaun maksimum hiasan ini."
"TID_TRAP_CAP_REACHED","Anda telah membina amaun maksimum perangkap ini."
"TID_XP_TITLE_HAYDAY","Main Hay Day!"
"TID_XP_TEXT_HAYDAY","Kembali ke alam semula jadi dan alami kehidupan yang tenang, mudah dengan bekerja di darat dan membela binatang"
"TID_XP_BUTTON_HAYDAY","Percuma"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","Pembelian gagal"
"TID_ERROR_POP_UP_PURCHASE_FAILED","Pelayan pengebilan tidak memberikan respons. Sila cuba lagi kemudian."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","Ok"
"TID_GOOGLE_ACCOUNT_ALREADY_BOUND","Google Play Sign-In gagal! Akaun Google anda sudah dikaitkan dengan akaun permainan lain."
"TID_BUTTON_ATTACK_MODE_SINGLE","Satu"
"TID_BUTTON_ATTACK_MODE_MULTIPLE","Berbilang"
"TID_HINT_AIR_MINE_MINION","Periuk Api Udara tidak mengesan Konco"
"TID_HINT_VILLAGE_EDIT_MODE","Atur semula kampung anda dengan mudah menggunakan Mod Edit Kampung."
"TID_HINT_TRAP_REPAIR","Perangkap dan bom perlu diberikan semula selepas digunakan"
"TID_HINT_TRAP_UPGRADING","Pastikan untuk menaik taraf perangkap anda bagi memastikan pelawat yang tidak diingini tiada di laman anda"
"TID_HINT_SAFEGUARD_PROGRESS","Daftar masuk menggunakan akaun Supercell ID anda untuk melindungi perkembangan anda."
"TID_START_WAR","Mulakan Perang!"
"TID_START_WAR_FAILED_ALREADY_IN_WAR","Tidak dapat memulakan perang baru, Klan anda sudah berada dalam peperangan!"
"TID_START_WAR_FAILED_NO_RIGHTS","Hanya Ketua atau Ketua Bersama boleh memulakan perang!"
"TID_START_WAR_FAILED_NOT_ENOUGH_MEMBERS","Tidak dapat memulakan perang, ahli klan tidak cukup layak!"
"TID_START_WAR_FAILED_GENERIC_ERROR","Tidak dapat memulakan perang baru, cuba lagi kemudian!"
"TID_START_WAR_FAILED_NOT_IN_ALLIANCE","Tidak dapat memulakan perang, anda perlu berada dalam Klan untuk memulakan perang!"
"TID_START_WAR_FAILED_PENDING_REQUEST_EXISTS","Tidak boleh memulakan perang, permintaan sedia ada belum selesai"
"TID_START_WAR_FAILED_ENEMY_HAS_TOO_MANY_REQUESTS_PENDING","Tidak boleh memulakan perang, terlalu banyak permintaan belum selesai"
"TID_START_WAR_FAILED_WAR_REQUEST_REJECTED","Tidak boleh menghantar cabaran Perang Persahabatan, klan ini telah menolak cabaran anda baru-baru ini. Sila cuba lagi kemudian."
"TID_START_WAR_FAILED_WAR_REQUEST_NO_LONGER_EXISTS","Tidak boleh memulakan perang, permintaan tidak tersedia lagi"
"TID_START_WAR_FAILED_WAR_COOLDOWN_ACTIVE","Tidak boleh memulakan perang, masa menunggu perang aktif."
"TID_CLAN_STAT_VICTORIES","Kemenangan:"
"TID_CLAN_STAT_DEFEATS","Kekalahan:"
"TID_LAST_WAR","Perang Terakhir:"
"TID_PUSH_WAR_0","Perang telah diisytiharkan terhadap <data>!"
"TID_PUSH_WAR_1","Masa persediaan peperangan akan tamat!"
"TID_PUSH_WAR_2","Hari pertempuran telah bermula terhadap <data>!"
"TID_PUSH_WAR_3","Perang terhadap <data> akan tamat tidak lama lagi."
"TID_PUSH_WAR_4","Perang terhadap <data> telah tamat."
"TID_ALLIANCE_WAR_VICTORY","Kemenangan"
"TID_ALLIANCE_WAR_DEFEAT","Kalah"
"TID_OBSTACLE_XMASPRESENT","Hadiah"
"TID_TRAP_SANTA","Serangan Santa"
"TID_TRAP_SANTA_INFO","Memberikan hadiah kejutan istimewa kepada musuh anda. Kemurahan hati anda pasti akan diberi ganjaran!"
"TID_NUMBER_TARGETS","Bilangan sasaran: <number>"
"TID_INFO_DAMAGE_TYPE_MULTIPLE","Berbilang sasaran"
"TID_VILLAGE_EDIT_SUCCESS","Kampung anda telah disimpan!"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa beberapa jam."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa beberapa jam."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa kira-kira satu setengah jam."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa kira-kira satu jam."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa kira-kira <value> minit."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","Maaf, pelayan sedang diselenggara. Sila cuba lagi dalam masa beberapa minit."
"TID_EVENT_BOOST_BARRACKS","Istimewa Krismas: Galakkan semua Berek dan Pengumpul Eliksir dengan hanya satu permata! Acara dijalankan sehingga 7 Januari."
"TID_EDIT_MODE_NEED_TO_FINISH","Sesi pengeditan kampung terakhir anda telah dipulihkan"
"TID_TRAINING_CAPACITY","Kapasiti latihan: <number>"
"TID_EVENT_BOOST_GEM_AMOUNT","1x"
"TID_PROMOTE_TO_COLEADER_CONFIRMATION_TITLE","Naikkan pangkat?"
"TID_PROMOTE_TO_COLEADER_CONFIRMATION","Naikkan pangkat <name> kepada Ketua Bersama Klan?"
"TID_DEMOTE_TO_ADMIN_CONFIRMATION_TITLE","Turunkan Pangkat?"
"TID_DEMOTE_TO_ADMIN_CONFIRMATION","Turunkan pangkat <name> kepada Orang yang Lebih Tua bagi Klan?"
"TID_ALLIANCE_ROLE_COLEADER","Ketua Bersama"
"TID_ALLIANCE_WAR_PREPARATION_TIME_TITLE","Hari Persediaan"
"TID_ALLIANCE_WAR_ATTACK_TIME_TITLE","Hari Pertempuran"
"TID_ALLIANCE_WAR_NOT_IN_CLAN","Anda perlu menyertai klan sebelum menyertai Perang Klan!"
"TID_ALLIANCE_WAR_VISIT_FAILED_NOT_FOUND","Tidak dapat melawat, kampung tidak ditemui! Sila cuba lagi kemudian."
"TID_ALLIANCE_WAR_VISIT_FAILED_UNAVAILABLE","Tidak dapat melawat, kampung tiada! sila cuba lagi kemudian."
"TID_ALLIANCE_WAR_VISIT_FAILED","Tidak dapat melawat, sila cuba lagi kemudian."
"TID_ALLIANCE_WAR_SAVE_VILLAGE","Selamatkan Kampung"
"TID_ALLIANCE_WAR_SNAPSHOT_FAILED","Tidak dapat menyelamatkan kampung, cuba lagi kemudian!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_ALL_ATTACKS_USED","Anda telah menggunakan semua serangan anda dalam perang ini!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_INVALID_TARGET","Tidak dapat menyerang kampung ini, sasaran tidak sah!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_NOT_IN_WAR","Tidak dapat menyerang dalam perang ini, anda telah menyertai klan selepas perang bermula!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_ATTACK_ONGOING","Anda sedang membuat serangan, cuba lagi kemudian!"
"TID_ALLIANCE_WAR_ATTACK_FAILED_SNAPSHOT_NOT_AVAILABLE","Kampung sasaran tidak ditemui sekarang, sila cuba lagi kemudian."
"TID_ALLIANCE_WAR_ATTACK_FAILED_TARGET_UNDER_ATTACK","Kampung sudah diserang, cuba lagi kemudian!"
"TID_ALLIANCE_WAR_ATTACK_FAILED","Tidak dapat menyerang kampung ini, cuba lagi kemudian!"
"TID_ALLIANCE_WAR_LOOKING_FOR_OPPONENT","Mencari klan pihak lawan..."
"TID_ALLIANCE_WAR_WAR_STARTING","Perang telah diisytiharkan"
"TID_ALLIANCE_WAR_STREAM_DEFENDED","Dipertahankan!"
"TID_ALLIANCE_WAR_NUM_DEFENCES","Dipertahankan: <number>"
"TID_ALLIANCE_WAR_PREPARE_FOR_WAR","Bersedia untuk Berperang!"
"TID_ALLIANCE_WAR_IN_WAR","Perang bermula!"
"TID_ALLIANCE_WAR_ENDED","Perang telah tamat"
"TID_BONUS_GEMBOX","Kotak Permata"
"TID_HERO_ABILITY_TIME","Tempoh keupayaan: <number> saat"
"TID_HERO_RECHARGE_TIME","Masa cas semula: <number> saat"
"TID_HERO_ABILITY_COOLDOWN_ACTIVE","Anda perlu menunggu sebelum menggunakan keupayaan wira sekali lagi!"
"TID_HERO_ABILITY_USED","Anda telah menggunakan keupayaan!"
"TID_HERO_ABILITY_BARBARIAN_TITLE","Tumbukan Besi"
"TID_HERO_ABILITY_BARBARIAN_DESC","Raja menjadi marah, pulih dengan cepat dan meningkatkan kelajuan serta kuasa serangannya. Sekumpulan orang gasar berang juga muncul menyertai pergaduhan!"
"TID_HERO_ABILITY_LEVEL","Tahap keupayaan: <number>"
"TID_HERO_ABILITY_LEVEL_UNLOCK_PROMPT","Buka kunci keupayaan pada tahap <number>!"
"TID_HERO_ABILITY_UPGRADE_PROMPT_MALE","Naik taraf wira anda ke tahap <number> untuk mempertingkatkan keupayaannya!"
"TID_HERO_ABILITY_UPGRADE_PROMPT_FEMALE","Naik taraf wira anda ke tahap <number> untuk mempertingkatkan keupayaannya!"
"TID_HERO_ABILITY_UNLOCK_PROMPT_MALE","Naik taraf wira anda ke tahap <number> untuk membuka kunci keupayaan ini!"
"TID_HERO_ABILITY_UNLOCK_PROMPT_FEMALE","Naik taraf wira anda ke tahap <number> untuk membuka kunci keupayaan ini!"
"TID_HERO_ABILITY_SUMMONED_TROOP_TYPE","Unit yang dipanggil:"
"TID_DONATE_NOT_AVAILABLE_IN_MODE","Kembali ke kampung untuk menderma askar!"
"TID_REPLAY_NOT_AVAILABLE_IN_MODE","Kembali ke kampung untuk menonton main semula!"
"TID_ACCEPT_NOT_AVAILABLE_IN_MODE","Kembali ke kampung untuk membalas permintaan!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK","Kampung tidak sedia, sila cuba sebentar lagi."
"TID_HERO_ABILITY_QUEEN_TITLE","Jubah Diraja"
"TID_HERO_ABILITY_QUEEN_DESC","Permaisuri hilang daripada pandangan untuk memulihkan sedikit kesihatan dan membuat balingan pembinasaan bagi amunisi kerosakan tinggi. Pertahanan akan kehilangannya sebagai sasaran mereka dan sekumpulan pemanah akan muncul untuk mengganggunya!"
"TID_HERO_ABILITY_NUM_SUMMONED_UNITS","Unit yang dipanggil: <number>"
"TID_POPUP_BOOST_HERO_REST","Galakkan kadar penyembuhan wira dengan <multiplier>x untuk <time>?"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_HERO","Galakkan kadar penyembuhan!"
"TID_CANCEL_HERO_BOOST_CONFIRMATION","Menaik taraf wira akan menamatkan galakan. Anda pasti?"
"TID_ITEM_LOCKED","<item> (Dikunci)"
"TID_HERO_ABILITY_DURATION","Tempoh keupayaan:"
"TID_HINT_HEROES_ABILITIES","Wira mempunyai keupayaan khas yang boleh dinaik taraf dan membuka kunci tahap 5 serta boleh digunakan semasa menyerang."
"TID_ALLIANCE_WAR_TOTAL_LOOT_STOLEN","Jumlah rampasan dicuri:"
"TID_ALLIANCE_WAR_ENEMY_CLAN","Klan Musuh"
"TID_ACHIEVEMENT_WAR_STARS_TITLE","Wira Perang"
"TID_ACHIEVEMENT_WAR_STARS","Skor <number> Bintang untuk klan dalam pertempuran Perang Klan"
"TID_ACHIEVEMENT_WAR_STARS_COMPLETED","Jumlah Bintang diskor dalam klan dalam pertempuran Perang Klan: <value>"
"TID_ALLIANCE_WAR_CLAN_BANK","Penyimpanan Klan:"
"TID_ALLIANCE_WAR_RESOURCE_STORAGE_CAPACITY","<resource>: <number>"
"TID_BUTTON_CLAN_WAR_HISTORY","Log Perang"
"TID_CLAN_WAR_PREPARE_BUTTON","Sedia!"
"TID_LOCAL_NOTIFICATION_WAR_PREPARATION_ENDS","Persediaan peperangan klan akan tamat!"
"TID_LOCAL_NOTIFICATION_WAR_ENDS","Peperangan klan akan tamat!"
"TID_ALLIANCE_WAR_SPECTATOR_MODE","Penonton Perang"
"TID_ALLIANCE_WAR_SPECTATOR_MESSAGE","Anda tidak layak untuk peperangan ini"
"TID_ALLIANCE_WAR_STARTWAR_INFO_NOT_ENOUGH_MEMBERS","Bertempura antara klan untuk kegemilangan, rampasan bonus dan XP Klan!\n\n\nAnda memerlukan sekurang-kurangnya 10 ahli klan untuk bermula."
"TID_ALLIANCE_WAR_STARTWAR_INFO_LEADER","Bertempur antara klan untuk kegemilangan, rampasan bonus dan XP Klan!\n\n\nSudahkah klan anda bersedia? Bawa klan anda pergi berperang!"
"TID_ALLIANCE_WAR_STARTWAR_INFO_CLANMEMBER","Bertempur antara klan untuk kegemilangan, rampasan bonus dan XP Klan!\n\n\nSudah bersedia untuk bermula? Minta ketua klan memulakan peperangan."
"TID_DRAW","Seri"
"TID_ALLIANCE_WAR_NEW_WAR","Perang baharu"
"TID_ALLIANCE_WAR_SCOUT","Meninjau"
"TID_ALLIANCE_WAR_NO_BEST_ATTACK","Tidak diserang"
"TID_ALLIANCE_WAR_LOOT_BONUS_TITLE","Bonus kemenangan"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_SPECTATOR","Penonton tidak boleh menyerang!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_PREPARATION","Tidak dapat menyerang, perang ini belum bermula!"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_WAR_ENDED","Tidak dapat menyerang, perang ini telah tamat!"
"TID_WAR_PREPARE","Sedia!"
"TID_WAR_STARTS_IN","Perang bermula dalam:"
"TID_ALLIANCE_WAR_STAT_ATTACKS","Serangan digunakan"
"TID_ALLIANCE_WAR_STAT_AVG_DESTRUCTION","Purata kemusnahan"
"TID_ALLIANCE_WAR_CANNOT_SCOUT_WAR_OVER","Tidak dapat meninjau, perang ini telah tamat!"
"TID_ACHIEVEMENT_WAR_LOOT_TITLE","Pengumpul Harta Karun"
"TID_ACHIEVEMENT_WAR_LOOT","Kumpul <number> emas daripada khazanah"
"TID_ACHIEVEMENT_WAR_LOOT_COMPLETED","Jumlah emas yang dikumpul dalam bonus Perang Klan: <value>"
"TID_CANCEL_WAR_MATCHMAKING_CONFIRMATION_TITLE","Hentikan carian?"
"TID_CANCEL_WAR_MATCHMAKING_CONFIRMATION_TEXT","Penghentian carian dan mula semula tidak akan memendekkan masa carian malah boleh menjadikannya lebih lama. Adakah anda pasti untuk berhenti?"
"TID_ALLIANCE_WAR_STAT_WINS","Serangan yang dimenangi"
"TID_ALLIANCE_WAR_BEST_ATTACK_FRIENDLY","Serangan terbaik klan:"
"TID_ALLIANCE_WAR_BEST_ATTACK_ENEMY","Serangan terbaik musuh:"
"TID_ALLIANCE_WAR_MY_ATTACKS","Serangan saya:"
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_FRIENDLY","Tiada klan terbaik"
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_ENEMY","Tiada musuh terbaik"
"TID_ALLIANCE_WAR_AVAILABLE_BONUS","Bonus kemenangan"
"TID_ALLIANCE_WAR_STARS_WON","Bintang"
"TID_ALLIANCE_WAR_PERSONAL_LOOT_RESULT","Bonus perang diberikan"
"TID_WAR_PREPARE_ARMYCAMP_INFO","Sediakan kampung anda untuk berperang!\nIsikan <c2>istana klan</c> anda dan bantu rakan klan, rekrut <c2>askar</c>anda yang terbaik, cipta <c2>sihir</c> berkuasa dan pastikan <c2>wira</c> anda sedia untuk berlawan!"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_1","Serangan 1"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_2","Serangan 2"
"TID_ALLIANCE_WAR_ATTACK_AVAILABLE","Ada"
"TID_ALLIANCE_WAR_UNDER_ATTACK_BY","Diserang oleh <name>!"
"TID_ALLIANCE_WAR_ATTACKS_REMAINING","Baki serangan"
"TID_ALLIANCE_WAR_EVENTS","Acara Peperangan"
"TID_ALLIANCE_WAR_LOOT_DELIVERED","Bonus rampasan perang telah dihantar ke khazanah anda!"
"TID_ALLIANCE_WAR_LOOT_TRANSFERRED","Sumber khazanah dikumpulkan!"
"TID_ALLIANCE_WAR_LOOT_NOT_EXIST","Anda tidak mempunyai sumber di dalam khazanah anda!"
"TID_ALLIANCE_WAR_LOOT_COLLECT_INFO","Anda boleh mengumpul bonus rampasan perang daripada khazanah anda."
"TID_ALLIANCE_WAR_FAILED_WAR_IS_ENDING","Tidak dapat menyerang, perang akan tamat!"
"TID_ALLIANCE_WAR_FAILED_ATTACKING_SAME_TARGET","Anda telah menyerang sasaran ini!"
"TID_ALLIANCE_WAR_PREPARED_HEADER_FRIENDLY","Rakan klan sedia untuk berperang:"
"TID_ALLIANCE_WAR_PREPARED_HEADER_ENEMY","Musuh sedia untuk berperang:"
"TID_ALLIANCE_WAR_PREPARED_FOR_WAR","Sedia untuk berperang!"
"TID_ALLIANCE_WAR_NOT_PREPARED_FOR_WAR","Bersedia untuk berperang..."
"TID_HINT_CLAN_WAR","Sertai Peperangan Klan untuk pertempuran mengujakan dan lebih rampasan!"
"TID_CHAT_REPORT_CONFIRMATION_TITLE","Laporkan <name>?"
"TID_CHAT_REPORT_CONFIRMATION","Anda pasti ingin melaporkan <name> untuk kelakuan tidak wajar?"
"TID_ALLIANCE_WAR_LOOT_CONFIRMATION_TITLE","Kumpul sumber?"
"TID_ALLIANCE_WAR_LOOT_CONFIRMATION","Anda pasti ingin memindahkan semua sumber daripada khazanah ke tempat simpanan anda?"
"TID_WAR_BROWSE","Butiran"
"TID_ALLIANCE_WAR_HISTORY_BROWSE_UNAVAILABLE","Butiran tiada"
"TID_WAR_DATA_ERROR_NO_LONGER_AVAILABLE","Butiran untuk perang ini tiada lagi."
"TID_WAR_DATA_ERROR_INTERNAL","Tidak boleh mendapatkan butiran perang, sila cuba lagi kemudian."
"TID_WAR_DATA_ERROR_INVALID_WAR","Tidak dapat mencari butiran perang."
"TID_ALLIANCE_WAR_DATA_NOT_AVAILABLE","Perang klan masih dimuatkan, sila cuba lagi"
"TID_CLANS_VS","LWN"
"TID_ALLIANCE_WAR_ATTACK_NOT_USED","Tidak digunakan"
"TID_ALLIANCE_WAR_CLOSE_RESULTS_SCREEN","Lihat Peta"
"TID_WAR_WIN_BONUS","<percentage> Bonus kemenangan"
"TID_VILLAGE_NOT_PREPARED","Kampung tidak sedia"
"TID_VILLAGE_PREPARED","Kampung sedia"
"TID_BEST_ATTACK","Serangan terbaik:"
"TID_VILLAGE_UNDER_ATTACK","Kampung diserang!"
"TID_RECOMMENDED_TARGET","Sasaran yang disyorkan"
"TID_ALLIANCE_WAR_EVENT_PREPARATION_STARTED","Persediaan bermula"
"TID_ALLIANCE_WAR_EVENT_WAR_STARTED","Perang bermula"
"TID_ALLIANCE_WAR_EVENT_WAR_ENDED","Perang tamat"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_TITLE","Sahkan serangan"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_1STAR","Klan anda telah memenangi 1 bintang daripada kampung ini. Anda ingin cuba mendapatkan skor lebih baik?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_2STARS","Klan anda telah memenangi 2 bintang daripada kampung ini. Adakah anda ingin cuba mendapatkan skor lebih baik?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_3STARS","Kampung ini telah dimusnahkan dan klan anda tidak boleh mendapat lagi Bintang daripadanya. Anda pasti anda mahu serang?"
"TID_ALLIANCE_WAR_ENDING_PROMPT","Penamatan Perang"
"TID_ALLIANCE_WAR_ENDED_PROMPT","Perang telah tamat"
"TID_BUTTON_HELP_CENTER","Bantuan selanjutnya"
"TID_EVENT_BOOST_COLLECTORS","Acara Khas: Galakkan semua pengumpul sumber anda untuk setiap SATU PERMATA!"
"TID_EVENT_BOOST_SPELL_AND_HEROES","Acara Khas: Galakkan wira dan sihir anda untuk setiap SATU PERMATA! Acara dijalankan sehingga 6 Mac."
"TID_EVENT_BOOST_EVERYTHING","Istimewa Hujung Minggu: Galakkan semua bangunan anda untuk setiap SATU PERMATA!"
"TID_EVENT_BOOST_ATTACKS","Acara Menyerang: Galakkan semua Berek, sihir dan wira untuk setiap SATU PERMATA! Acara dijalankan sehingga 7 Januari."
"TID_WAR_HISTORY_NOT_AVAILABLE","Klan anda tidak pernah berperang!"
"TID_WAR_DONATE","Derma"
"TID_WAR_DONATE_MESSAGE","Minta"
"TID_WAR_DONATE_MESSAGE_SAVED","Mesej derma telah disimpan"
"TID_WAR_INFO","Setiap perang epik dua hari dimenangi oleh klan yang mendapat skor Bintang paling banyak. Hadiah bonus dan XP klan menanti klan yang berjaya. Tingkatkan hadiah bonus anda dengan memenangi serangan, tetapi anda akan kehilangan sebahagian darinya jika klan anda kalah dalam perang itu! Jika seri, klan dengan jumlah kemusnahan tertinggi bagi serangan terbaik akan menjadi pemenang."
"TID_WAR_INFO_FRIENDLYWAR_ADDITION","Setiap perang dua hari epik dimenangi oleh klan yang mendapat skor Bintang paling banyak. Rampasan bonus dan hadiah XP Klan menanti klan yang menang. Tambah rampasan bonus anda dengan memenangi serangan, tetapi anda akan kehilangan kebanyakannya jika klan anda kalah dalam perang! Jika seri, Klan dengan jumlah kemusnahan tertinggi bagi serangan terbaik akan menang.\n\nNota: Perang Persahabatan menggunakan masa tersuai dan tidak memberikan rampasan atau XP Klan"
"TID_WAR_INFO_HEADLINE","Gambaran Keseluruhan"
"TID_WAR_WAR_BASE_INFO","Sewaktu hari persediaan, Pangkalan Perang dibuka untuk pendermaan askar dan boleh direka bentuk semula menggunakan bahagian kampung tetap anda. Pangkalan ini bertahan sewaktu perang dan akan memastikan sumber dan trofi anda selamat. Jangan lupa untuk meletakkan sebarang bangunan baru yang anda telah bina!"
"TID_WAR_WAR_BASE_HEADLINE","Hari Persediaan"
"TID_WAR_BATTLE_INFO","Semua orang menyerang pada hari pertempuran. Hanya serangan terbaik menentang musuh dikira, oleh itu strategi klan sangatlah penting! Serangan perang klan tidak akan mengurangkan masa pelindung anda mahupun menjejaskan bilangan trofi anda."
"TID_WAR_BATTLE_INFO_HEADLINE","Hari Pertempuran"
"TID_TAB_OVERVIEW","Gambaran Keseluruhan"
"TID_TAB_PREPARATION","Hari Persediaan"
"TID_TAB_BATTLE","Hari Pertempuran"
"TID_WAR_DONATE_DONE","Anda telah menderma amaun maksimum askar untuk pemain ini!"
"TID_WAR_DONATE_FULL","Pemain ini tidak dapat menerima askar lagi"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_1","Akhirnya kamu sampai, Ketua! Selamat datang ke Zon Perang!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_2","Musuh kita inginkan peperangan dan klan kita di sini dah bersedia untuk berlawan!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_3","Lihat, Ketua, di sana! Saya nampak klan musuh!"
"TID_TUTORIAL_WAR_MAP_ENEMY_1","Oh tidak, Pangkalan Perang musuh di mana-mana sahaja!"
"TID_TUTORIAL_WAR_MAP_ENEMY_2","Serangan terhad di sana, jadi kita memerlukan klan kita untuk berlawan dengan mereka semua."
"TID_TUTORIAL_WAR_MAP_ENEMY_3","Lihat sekeliling Ketua, kemudian, periksa semula di Pangkalan Perang kita."
"TID_TUTORIAL_WAR_DONATE_1","Pada hari persediaan, kita menderma askar dan meninjau musuh kita."
"TID_TUTORIAL_WAR_BATTLE_1","Pada hari pertempuran, kita serang! Trofi dan Pelindung tidak penting di sini, hanya kemenangan!"
"TID_TUTORIAL_WAR_INFO_1","Ketik butang maklumat untuk mengetahui selanjutnya. Klan mengharapkan kamu, Ketua!"
"TID_CLAN_WARS","Peperangan Klan"
"TID_FRIENDLY_ZONE","Kawasan Mesra"
"TID_ENEMY_TERRITORY","Kawasan Musuh"
"TID_DONATE","Derma"
"TID_WARS_WON","Perang yang Dimenangi"
"TID_PREVIOUS_BEST","Terbaik Sebelum Ini"
"TID_NEW_BEST","Terbaik yang Baru"
"TID_TRANSITION_WAR_ENDED","Perang telah tamat"
"TID_TRANSITION_WAR_START","Hari Pertempuran"
"TID_TRANSITION_WAR_PREPARE","Hari Persediaan"
"TID_PLUS_ONE_CLAN_STAR","+1 Bintang Perang"
"TID_WAR_RESULTS_BUTTON","Keputusan"
"TID_TAB_RESULTS","Keputusan"
"TID_WAR_RESULTS_INFO","Pada masa peperangan, rampasan bonus dihantar ke khazanah anda. Memenangi perang juga akan memberikan bonus XP klan besar kepada klan anda. Anda boleh menyemak semula keputusan dan main balik pertempuran selepas perang tamat, untuk satu kali. Lihat log perang klan anda untuk menyemak semula perang lama!"
"TID_WAR_RESULTS_INFO_FRIENDLYWAR_ADDITION","Pada penghujung peperangan, rampasan bonus dihantar ke Harta Karun anda. Memenangi perang juga akan mendapatkan bonus XP Klan besar untuk klan anda. Anda boleh menyemak semula keputusan dan main semula pertempuran selepas perang tamat, pada satu masa. Lihat log Perang klan anda untuk menyemak semula malahan perang yang lebih lama!\n\nPerhatian: Perang Persabahatan tidak memberikan rampasan atau XP Klan"
"TID_WAR_RESULTS_INFO_HEADLINE","Keputusan"
"TID_WAR_SPECTATOR_TITLE","Penonton Perang"
"TID_WAR_SPECTATOR_TEXT","Anda tidak menyertai perang ini. Minta ketua klan atau pembantu ketua pilih anda lain kali jika anda ingin bermain."
"TID_ALLIANCE_WAR_HAS_ENDED","Perang klan anda sekarang telah tamat!"
"TID_NUMBER_ONE","1"
"TID_NUMBER_TWO","2"
"TID_NUMBER_THREE","3"
"TID_NUMBER_FOUR","4"
"TID_ALLIANCE_WAR_RETURN_TO_CURRENT_WAR","Perang Terkini"
"TID_HOME","Halaman Utama"
"TID_ENEMY","Musuh"
"TID_BUTTON_RETURN_TO_WAR","Peta Perang"
"TID_ALLIANCE_WAR_PLAYER_ON_WAR_COOLDOWN","Layak untuk peperangan seterusnya dalam"
"TID_WAR_DONATE_SPECTATOR","Penonton tidak dapat menderma!"
"TID_WAR_SEARCH_CANCEL","Membatalkan carian..."
"TID_GOOGLE_PLAY_ACHIEVEMENTS","Pencapaian"
"TID_ALLIANCE_WAR_STAT_STARS_PER_ATTACK","Bintang Baru setiap serangan"
"TID_ALLIANCE_WAR_STATS_TAB","Statistik Perang"
"TID_ALLIANCE_WAR_MOST_HEROIC_VICTORY","Serangan paling wiraan"
"TID_ALLIANCE_WAR_MOST_HEROIC_DEFENCE","Pertahanan paling wiraan"
"TID_ALLIANCE_WAR_NO_HEROIC_VICTORY","Tiada"
"TID_ALLIANCE_WAR_AVG_ATTACK_DURATION","Purata tempoh serangan"
"TID_ALLIANCE_WAR_LAST_MOMENT_EVENT","Detik terakhir!"
"TID_WAR_STREAM_ENTRY_TIME","Berbaki <time>"
"TID_ALLIANCE_WAR_STAT_NUM_3STARS","3 Bintang"
"TID_ALLIANCE_WAR_STAT_NUM_2STARS","2 Bintang"
"TID_ALLIANCE_WAR_STAT_NUM_1STARS","1 Bintang"
"TID_ALLIANCE_WAR_STAT_ATTACKS_LOST","Serangan kalah"
"TID_VIEW_PLAYER_ON_WAR_MAP_BUTTON","Lihat pada peta"
"TID_POPUP_REMOVE_WAR_DONATION_TITLE","Buang askar?"
"TID_POPUP_REMOVE_WAR_DONATION_DESCR","Anda pasti ingin membuang unit yang didermakan ini daripada istana peperangan anda?"
