"Name","SWF","ExportName","ScaleTimeline","DirectionCount","ParticleEmitter","Effect","Speed","StartHeight","StartOffset","IsBallistic","ShadowSWF","ShadowExportName","RandomHitPositionOnCharacters","SmallRandomHitPositionOnBuildings","UseRotate","DirectionFrame","PlayOnce","UseTopLayer","Scale","HitSpell","HitSpellLevel","HitSpellInheritAffectType","DontTrackTarget","BallisticHeight","TrajectoryStyle","FixedTravelTime","DamageDelay","DestroyedEffect","BounceEffect","TargetPosRandomRadius","SlowdownDefencePercent","UseNormalizeLenghtFix","MaxBounceDistance","StopToTargetTime","CanBounceOverWall","SmoothDamage","StartOffsetFromGunBone","PenetratingHitBoxWidth","MaxHitBuildings"
"trollBoulder_lvl6","sc/buildings.sc","trollBoulder_lvl6","FALSE",6,"trollBoulder_dust_emitter_lvl2",,475,75,40,"TRUE","sc/buildings.sc","shadow_trollBoulder","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE",100,,0,"FALSE","FALSE",100,3,0,0,"trollBoulder_destroyed","trollBoulder_bounce",0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"babydragon_projectile","sc/buildings.sc","baby_dragon_projectile_lvl1","TRUE",0,"babydragon_smoke_emitter_lvl1",,475,160,80,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,0,"FALSE","FALSE",45,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"babydragon_projectile_lvl2","sc/buildings.sc","baby_dragon_projectile_lvl2","TRUE",0,"babydragon_smoke_emitter_lvl1",,475,160,80,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,0,"FALSE","FALSE",45,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"babydragon_projectile_lvl3","sc/buildings.sc","baby_dragon_projectile_lvl3","TRUE",0,"babydragon_smoke_emitter_lvl1",,475,160,80,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,0,"FALSE","FALSE",45,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Bomb Tower Ammo1","sc/buildings.sc","bomb_projectile_lvl1","FALSE",0,"mortar_trail",,800,200,10,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","TRUE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Bomb Tower Ammo2","sc/buildings.sc","bomb_projectile_lvl2","FALSE",0,"mortar_trail",,800,200,10,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","TRUE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Bomb Tower Ammo3","sc/buildings.sc","bomb_projectile_lvl3","FALSE",0,"mortar_trail",,800,200,10,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","TRUE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"wizardTower2_projectile","sc/buildings.sc","wizard_blast_lvl1","TRUE",0,"wizard_lvl1_trail_emitter",,1200,180,40,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","TRUE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"wizardTower2_projectile2","sc/buildings.sc","wizard_blast_lvl2","TRUE",0,"wizard_lvl2_trail_emitter",,1200,180,40,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","TRUE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"wizardTower2_projectile3","sc/buildings.sc","wizard_blast_lvl3","TRUE",0,"wizard_lvl3_trail_emitter",,1200,180,40,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","TRUE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Mortar2 Ammo1","sc/buildings.sc","mortar_ammo1","FALSE",0,"mortar_trail",,750,95,20,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",150,,0,"FALSE","TRUE",0,0,2500,0,,,200,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Mortar2 Ammo2","sc/buildings.sc","mortar_ammo2","FALSE",0,"mortar_trail",,750,95,20,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",150,,0,"FALSE","TRUE",0,0,2500,0,,,200,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Mortar2 Ammo3","sc/buildings.sc","mortar_ammo3","FALSE",0,"mortar_trail",,750,95,20,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",150,,0,"FALSE","TRUE",0,0,2500,0,,,200,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Mortar2 Ammo4","sc/buildings.sc","mortar_ammo4","FALSE",0,"mortar_trail",,750,95,20,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",150,,0,"FALSE","TRUE",0,0,2500,0,,,200,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Mortar2 Ammo5","sc/buildings.sc","mortar_ammo5","FALSE",0,"mortar_trail",,750,95,20,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",150,,0,"FALSE","TRUE",0,0,2500,0,,,200,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Mortar2 Ammo6","sc/buildings.sc","mortar_ammo6","FALSE",0,"mortar_trail",,750,95,20,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",150,,0,"FALSE","TRUE",0,0,2500,0,,,200,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Mortar2 Ammo8","sc/buildings.sc","mortar_ammo8","FALSE",0,"mortar_trail",,750,95,20,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",150,,0,"FALSE","TRUE",0,0,2500,0,,,200,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Mortar2 Ammo9","sc/buildings.sc","mortar_ammo9","FALSE",0,"mortar_trail",,750,95,20,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",150,,0,"FALSE","TRUE",0,0,2500,0,,,200,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Mortar2 Ammo10","sc/buildings.sc","mortar_ammo1","FALSE",0,"mortar_trail",,750,95,20,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",150,,0,"FALSE","TRUE",0,0,2500,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Cannon2ball","sc/buildings.sc","basic_turret_ammo","FALSE",0,,,1200,75,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Cannon2ball2","sc/buildings.sc","basic_turret_ammo2","FALSE",0,,,1200,75,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Cannon2ball4","sc/buildings.sc","basic_turret_ammo4","FALSE",0,,,1200,75,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Cannon2ball5","sc/buildings.sc","basic_turret_ammo5","FALSE",0,,,1200,75,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Cannon2ball7","sc/buildings.sc","basic_turret_ammo7","FALSE",0,,,1200,75,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Cannon2ball10","sc/buildings.sc","basic_turret_ammo10","FALSE",0,,,1200,75,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Cannon2ball12","sc/buildings.sc","basic_turret_ammo12","FALSE",0,"Spark Trail",,1200,75,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Cannon2ball13","sc/buildings.sc","basic_turret_ammo13","FALSE",0,"Spark Trail B",,1200,75,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Cannon2ball14","sc/buildings.sc","basic_turret_ammo14","FALSE",0,"Spark Trail B",,1200,75,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Tower Arrow2","sc/characters.sc","arrow_ammo_small","FALSE",0,,,3500,190,50,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Tower Arrow2 Fire","sc/characters.sc","arrow_ammo_small_fire","FALSE",0,,,3500,190,50,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Tower Arrow2 ElixFire","sc/characters.sc","arrow_ammo_small_elixirFire","FALSE",0,,,3500,190,50,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Tower Arrow2 DarkElixFire","sc/characters.sc","arrow_ammo_small_darkElixirFire","FALSE",0,,,3500,190,50,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Tower Arrow2 Fire2","sc/characters.sc","arrow_ammo_small_fire","FALSE",0,"Spark Trail",,3500,190,50,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Tower Arrow2 Fire3","sc/characters.sc","arrow_ammo_small_fire","FALSE",0,"Spark Trail_Dark",,3500,190,50,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Tower Arrow LOW","sc/characters.sc","arrow_ammo_small","FALSE",0,,,1800,100,50,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Tower Arrow HIGH","sc/characters.sc","arrow_ammo_small","FALSE",0,,,1800,165,50,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Bomber Projectile","sc/characters.sc","projectile_bomb","FALSE",0,,,450,100,0,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Bomber Projectile Alt","sc/characters.sc","projectile_bomb","FALSE",0,"wizard_lvl4_trail_emitter",,750,100,0,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",130,,0,"FALSE","FALSE",250,0,1500,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Bomber Projectile2","sc/characters.sc","projectile_bomb_lvl2","FALSE",0,,,450,100,0,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Bomber Projectile2 Alt","sc/characters.sc","projectile_bomb_lvl2","FALSE",0,"wizard_lvl4_trail_emitter",,750,100,0,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",130,,0,"FALSE","FALSE",250,0,1500,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"ice_wizard_projectile","sc/characters.sc","ice_wizard_projectile","TRUE",0,"wizard_lvl1_trail_emitter",,900,30,40,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,50,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"DoubleCannonball1","sc/buildings.sc","basic_turret_ammo","FALSE",0,,,1900,4,15,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"DoubleCannonball2","sc/buildings.sc","basic_turret_ammo","FALSE",0,,,1900,8,16,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"DoubleCannonball3","sc/buildings.sc","basic_turret_ammo2","FALSE",0,,,1900,12,17,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"DoubleCannonball4","sc/buildings.sc","basic_turret_ammo2","FALSE",0,,,1900,16,18,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"DoubleCannonball5","sc/buildings.sc","basic_turret_ammo4","FALSE",0,,,1900,17,19,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"DoubleCannonball6","sc/buildings.sc","basic_turret_ammo4","FALSE",0,,,1900,18,20,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"DoubleCannonball7","sc/buildings.sc","basic_turret_ammo5","FALSE",0,,,1900,19,21,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"DoubleCannonball8","sc/buildings.sc","basic_turret_ammo5","FALSE",0,,,1900,20,22,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"DoubleCannonball9","sc/buildings.sc","basic_turret_ammo7","FALSE",0,,,1900,21,23,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"DoubleCannonball10","sc/buildings.sc","basic_turret_ammo7","FALSE",0,,,1900,22,24,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Moving Cannon Cannonball","sc/buildings.sc","basic_turret_ammo","FALSE",0,,,1200,75,38,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",190,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Minion_Projectile","sc/characters.sc","slimeball_projectile","FALSE",0,,,380,140,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"FireworkMini","sc/buildings.sc","fw_ammo","FALSE",0,,,1200,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",50,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"FireworkMini2","sc/buildings.sc","fw_ammo2","FALSE",0,,,1200,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",50,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"FireworkMini3","sc/buildings.sc","fw_ammo3","FALSE",0,,,1200,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",50,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"FireworkMini4","sc/buildings.sc","fw_ammo4","FALSE",0,,,1200,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",50,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"FireworkMini5","sc/buildings.sc","fw_ammo5","FALSE",0,,,1200,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",50,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"FireworkMini6","sc/buildings.sc","fw_ammo6","FALSE",0,,,1200,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",50,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"FireworkMini7","sc/buildings.sc","fw_ammo7","FALSE",0,,,1200,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",50,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"FireworkMini8","sc/buildings.sc","fw_ammo8","FALSE",0,,,1200,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",50,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"FireworkMini9","sc/buildings.sc","fw_ammo9","FALSE",0,,,1200,60,20,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",50,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"AirTrapBalloon2","sc/buildings.sc","air_trap_projectile","FALSE",0,,,250,0,20,"FALSE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE",100,,0,"FALSE","TRUE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"AirDefenceBalloon_1","sc/buildings2.sc","air_barrel_projectile_1","FALSE",0,,,200,60,0,"FALSE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"AirDefenceBalloon_2","sc/buildings2.sc","air_barrel_projectile_2","FALSE",0,,,200,60,0,"FALSE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"AirDefenceBalloon_3","sc/buildings2.sc","air_barrel_projectile_3","FALSE",0,,,200,60,0,"FALSE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"AirDefenceBalloon_4","sc/buildings2.sc","air_barrel_projectile_4","FALSE",0,,,200,60,0,"FALSE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Flamer_projectile1-3","sc/buildings.sc","Flamer_projectile_1","FALSE",0,"Flamer_trail1-3",,480,100,75,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE",80,,0,"FALSE","TRUE",110,0,0,0,,,100,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Flamer_projectile4-6","sc/buildings.sc","Flamer_projectile_1","FALSE",0,"Flamer_trail4-6",,480,130,75,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE",100,,0,"FALSE","TRUE",110,0,0,0,,,100,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Flamer_projectile7-8","sc/buildings.sc","Flamer_projectile_1","FALSE",0,"Flamer_trail7-8",,480,130,75,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","TRUE","FALSE",120,,0,"FALSE","TRUE",110,0,0,0,,,100,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"GiantCannonball1","sc/buildings.sc","basic_turret_ammo","FALSE",0,,,500,80,40,"FALSE","sc/buildings.sc","shadow_trollBoulder","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",350,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"ArcherQueen arrow lvl3","sc/buildings.sc","hero_multi_arrow_lvl3","FALSE",0,,,1650,65,65,"FALSE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"ArcherQueen arrow rage2","sc/buildings.sc","hero_multi_arrow_rage2","FALSE",0,,,1650,65,65,"FALSE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"gargoyle2_projectile","sc/characters.sc","slimeball_projectile","FALSE",0,,,380,140,40,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"gargoyle2_special_projectile","sc/characters_air.sc","slimeball_special","FALSE",0,,,380,140,40,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",50,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"AirTrapBalloon_lvl5","sc/buildings.sc","air_trap_projectile_lvl5","FALSE",0,,,250,0,20,"FALSE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE",100,,0,"FALSE","TRUE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Siege Zeppelin Projectile","sc/characters.sc","projectile_bomb","FALSE",0,,,450,100,0,"TRUE","sc/buildings.sc","bolt_projectile_shadow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,"Air Defense Barrel Hit",,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Artillery Ammo3","sc/buildings.sc","doom_ammo_big_asset_lvl2","FALSE",0,,"Artillery Trail",500,200,0,"TRUE","sc/buildings.sc",,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,"Artillery Center",2,"FALSE","FALSE",5000,1,5000,580,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Goblin Townhall Arrow","sc/characters.sc","arrow_ammo_small","FALSE",0,,,1800,190,50,"TRUE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE",100,,0,"FALSE","FALSE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"executioner axe","sc/characters.sc","executioner_projectile","TRUE",0,"babydragon_smoke_emitter_lvl1",,900,80,80,"FALSE",,,"FALSE","FALSE","TRUE","FALSE","FALSE","TRUE",100,,0,"FALSE","FALSE",45,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Lava Ammo1","sc/buildings2.sc","lava_launcher_projectile_1","FALSE",0,"mortar_lvl8_trail_emitter",,500,95,20,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,"Mortar2Poison",0,"FALSE","TRUE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Lava Ammo2","sc/buildings2.sc","lava_launcher_projectile_1","FALSE",0,"mortar_lvl8_trail_emitter",,500,95,20,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,"Mortar2Poison",1,"FALSE","TRUE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Lava Ammo3","sc/buildings2.sc","lava_launcher_projectile_1","FALSE",0,"mortar_lvl8_trail_emitter",,500,95,20,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,"Mortar2Poison",2,"FALSE","TRUE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Lava Ammo4","sc/buildings2.sc","lava_launcher_projectile_2","FALSE",0,"mortar_lvl8_trail_emitter",,500,95,20,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,"Mortar2Poison",3,"FALSE","TRUE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
"Lava Ammo5","sc/buildings2.sc","lava_launcher_projectile_2","FALSE",0,"mortar_lvl8_trail_emitter",,500,95,20,"TRUE","sc/buildings.sc","simple_shadow_small","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",100,"Mortar2Poison",4,"FALSE","TRUE",0,0,0,0,,,0,0,"FALSE",0,0,"FALSE","FALSE","FALSE",0,0
