"Barbarian",,,,,,,,,,,,,,,,,,
"PEKKA",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","TRUE",,,"pekka_walk1","TRUE","TRUE",,,,,,,,,,,
,"idle","TRUE",1,,"pekka_idle1","TRUE","TRUE",,,,,,,,,,,
,"attack","TRUE",1,12,"pekka_attack1","FALSE","TRUE",,,,,,,,,,,
,"celebrate","TRUE",1,,"pekka_idle1","TRUE","TRUE",,,,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"PEKKA2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","TRUE",,,"pekka2_walk1","TRUE","TRUE",,,,,,,,,,,
,"idle","TRUE",1,,"pekka2_idle1","TRUE","TRUE",,,,,,,,,,,
,"attack","TRUE",1,12,"pekka2_attack1","FALSE","TRUE",,,,,,,,,,,
,"celebrate","TRUE",1,,"pekka2_idle1","TRUE","TRUE",,,,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"PEKKA3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,,
,"walk","TRUE",,,"pekka2_walk1","TRUE","TRUE",178,127,102,15,10,0,120,,,,
,"idle","TRUE",1,,"pekka2_idle1","TRUE","TRUE",178,127,102,15,10,0,120,,,,
,"attack","TRUE",1,12,"pekka2_attack1","FALSE","TRUE",178,127,102,15,10,0,120,,,,
,"celebrate","TRUE",1,,"pekka2_idle1","TRUE","TRUE",178,127,102,15,10,0,120,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,200,,,,
"PEKKA4",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,,
,"walk","TRUE",,,"pekka4_walk1","TRUE","TRUE",255,255,255,0,0,0,100,,,,
,"idle","TRUE",1,,"pekka4_idle1","TRUE","TRUE",255,255,255,0,0,0,100,,,,
,"attack","TRUE",1,12,"pekka4_attack1","FALSE","TRUE",255,255,255,0,0,0,100,,,,
,,"TRUE",1,10,"pekka4_attack2","FALSE","TRUE",255,255,255,0,0,0,100,,,,
,"celebrate","TRUE",1,,"pekka4_idle1","TRUE","TRUE",255,255,255,0,0,0,100,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,200,,,,
"PEKKA5",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,,
,"walk","TRUE",,,"pekka5_walk1","TRUE","TRUE",255,255,255,0,0,0,120,,,,
,"idle","TRUE",1,,"pekka5_idle1","TRUE","TRUE",255,255,255,0,0,0,120,,,,
,"attack","TRUE",1,12,"pekka5_attack1","FALSE","TRUE",255,255,255,0,0,0,120,,,,
,,"TRUE",1,10,"pekka5_attack2","FALSE","TRUE",255,255,255,0,0,0,120,,,,
,"celebrate","TRUE",1,,"pekka5_idle1","TRUE","TRUE",255,255,255,0,0,0,120,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,200,,,,
"PEKKA6",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,,
,"walk","TRUE",,,"pekka6_walk1","TRUE","TRUE",255,255,255,0,0,0,125,,,,
,"idle","TRUE",1,,"pekka6_idle1","TRUE","TRUE",255,255,255,0,0,0,125,,,,
,"attack","TRUE",1,12,"pekka6_attack1","FALSE","TRUE",255,255,255,0,0,0,125,,,,
,,"TRUE",1,10,"pekka6_attack2","FALSE","TRUE",255,255,255,0,0,0,125,,,,
,"celebrate","TRUE",1,,"pekka6_idle1","TRUE","TRUE",255,255,255,0,0,0,125,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,200,,,,
"PEKKA7",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,,
,"walk","TRUE",,,"pekka7_walk1","TRUE","TRUE",255,255,255,0,0,0,125,,,,
,"idle","TRUE",1,,"pekka7_idle1","TRUE","TRUE",255,255,255,0,0,0,125,,,,
,"attack","TRUE",1,12,"pekka7_attack1","FALSE","TRUE",255,255,255,0,0,0,125,,,,
,,"TRUE",1,10,"pekka7_attack2","FALSE","TRUE",255,255,255,0,0,0,125,,,,
,"celebrate","TRUE",1,,"pekka7_idle1","TRUE","TRUE",255,255,255,0,0,0,125,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,200,,,,
"PEKKA8",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,,
,"walk","TRUE",,,"pekka8_walk1","TRUE","TRUE",255,255,255,0,0,0,125,,,,
,"idle","TRUE",1,,"pekka8_idle1","TRUE","TRUE",255,255,255,0,0,0,125,,,,
,"attack","TRUE",1,12,"pekka8_attack1","FALSE","TRUE",255,255,255,0,0,0,125,,,,
,,"TRUE",1,10,"pekka8_attack2","FALSE","TRUE",255,255,255,0,0,0,125,,,,
,"celebrate","TRUE",1,,"pekka8_idle1","TRUE","TRUE",255,255,255,0,0,0,125,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,200,,,,
"PEKKA9",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,,
,"walk","TRUE",,,"pekka9_walk1","TRUE","TRUE",255,255,255,0,0,0,130,,,,
,"idle","TRUE",1,,"pekka9_idle1","TRUE","TRUE",255,255,255,0,0,0,130,,,,
,"attack","TRUE",1,12,"pekka9_attack1","FALSE","TRUE",255,255,255,0,0,0,130,,,,
,,"TRUE",1,10,"pekka9_attack2","FALSE","TRUE",255,255,255,0,0,0,130,,,,
,"celebrate","TRUE",1,,"pekka9_idle1","TRUE","TRUE",255,255,255,0,0,0,130,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,200,,,,
"PEKKA1_new",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","SyncChildAnimations","SWF",,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","boolean","String",,
,"walk","TRUE",,,"pekka_adv_lvl1_walk1","TRUE","TRUE",255,255,255,0,0,0,120,,"sc/characters.sc",,
,"idle","TRUE",1,,"pekka_adv_lvl1_idle1","TRUE","TRUE",255,255,255,0,0,0,120,,"sc/characters.sc",,
,"attack","TRUE",1,12,"pekka_adv_lvl1_attack1","FALSE","TRUE",255,255,255,0,0,0,120,"TRUE","sc/characters.sc",,
,"celebrate","TRUE",1,,"pekka_adv_lvl1_idle1","TRUE","TRUE",255,255,255,0,0,0,120,,"sc/characters.sc",,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",255,255,255,0,0,0,120,,,,
"PEKKA2_new",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","SyncChildAnimations","SWF",,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","boolean","String",,
,"walk","TRUE",,,"pekka_adv_lvl2_walk1","TRUE","TRUE",255,255,255,0,0,0,120,,"sc/characters.sc",,
,"idle","TRUE",1,,"pekka_adv_lvl2_idle1","TRUE","TRUE",255,255,255,0,0,0,120,,"sc/characters.sc",,
,"attack","TRUE",1,12,"pekka_adv_lvl2_attack1","FALSE","TRUE",255,255,255,0,0,0,120,"TRUE","sc/characters.sc",,
,"celebrate","TRUE",1,,"pekka_adv_lvl2_idle1","TRUE","TRUE",255,255,255,0,0,0,120,,"sc/characters.sc",,
,"die","FALSE",1,,"pekka_special_lvl1_death","FALSE","TRUE",255,255,255,0,0,0,120,,"sc/characters.sc",,
"PEKKA3_new",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","SyncChildAnimations","SWF",,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","boolean","String",,
,"walk","TRUE",,,"pekka_adv_lvl3_walk1","TRUE","TRUE",255,255,255,0,0,0,120,,"sc/characters.sc",,
,"idle","TRUE",1,,"pekka_adv_lvl3_idle1","TRUE","TRUE",255,255,255,0,0,0,120,,"sc/characters.sc",,
,"attack","TRUE",1,12,"pekka_adv_lvl3_attack1","FALSE","TRUE",255,255,255,0,0,0,120,"TRUE","sc/characters.sc",,
,"celebrate","TRUE",1,,"pekka_adv_lvl3_idle1","TRUE","TRUE",255,255,255,0,0,0,120,,"sc/characters.sc",,
,"die","FALSE",1,,"pekka_special_lvl2_death","FALSE","TRUE",255,255,255,0,0,0,120,,"sc/characters.sc",,
"PEKKA4_new",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","SyncChildAnimations","SWF",,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","boolean","String",,
,"walk","TRUE",,,"pekka_adv_lvl5_walk1","TRUE","TRUE",255,255,255,0,0,0,120,,"sc/characters.sc",,
,"idle","TRUE",1,,"pekka_adv_lvl5_idle1","TRUE","TRUE",255,255,255,0,0,0,120,,"sc/characters.sc",,
,"attack","TRUE",1,12,"pekka_adv_lvl5_attack1","FALSE","TRUE",255,255,255,0,0,0,120,"TRUE","sc/characters.sc",,
,"celebrate","TRUE",1,,"pekka_adv_lvl5_idle1","TRUE","TRUE",255,255,255,0,0,0,120,,"sc/characters.sc",,
,"die","FALSE",1,,"pekka_special_lvl5_death","FALSE","TRUE",255,255,255,0,0,0,120,,"sc/characters.sc",,
"Gargoyle_lvl1",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"Gargoyle1_FastFly","TRUE","TRUE","sc/characters_air.sc",,,,,,,,,,
,"idle","TRUE",1,,"Gargoyle1_fly","TRUE","TRUE","sc/characters_air.sc",,,,,,,,,,
,"attack","TRUE",1,8,"Gargoyle1_Attack2","FALSE","TRUE","sc/characters_air.sc",,,,,,,,,,
,"celebrate","FALSE",,,"Gargoyle1_Attack2_3","FALSE","TRUE","sc/characters_air.sc",,,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","TRUE","TRUE","sc/characters.sc",,,,,,,,,,
"Gargoyle_lvl2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","SWF",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","String",,,
,"walk","TRUE",,,"Gargoyle1_FastFly","TRUE","TRUE",256,172,256,0,0,24,100,"sc/characters_air.sc",,,
,"idle","TRUE",1,,"Gargoyle1_fly","TRUE","TRUE",256,172,256,0,0,24,100,"sc/characters_air.sc",,,
,"attack","TRUE",1,8,"Gargoyle1_Attack2","FALSE","TRUE",256,172,256,0,0,24,100,"sc/characters_air.sc",,,
,"celebrate","FALSE",,,"Gargoyle1_Attack2_3","FALSE","TRUE",256,172,256,0,0,24,100,"sc/characters_air.sc",,,
,"die","FALSE",1,,"barbarian_death_1","TRUE","TRUE",,,,,,,100,"sc/characters.sc",,,
"Gargoyle_lvl3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","TRUE",,,"Gargoyle3_FastFly","TRUE","TRUE","sc/characters_air.sc",,,,,,,,,,
,"idle","TRUE",1,,"Gargoyle3_Fly","TRUE","TRUE","sc/characters_air.sc",,,,,,,,,,
,"attack","TRUE",1,8,"Gargoyle3_Attack2","FALSE","TRUE","sc/characters_air.sc",,,,,,,,,,
,"celebrate","FALSE",,,"Gargoyle3_Attack2_3","FALSE","TRUE","sc/characters_air.sc",,,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","TRUE","TRUE","sc/characters.sc",,,,,,,,,,
"Gargoyle_lvl4",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","SWF",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","String",,,
,"walk","TRUE",,,"Gargoyle4_FastFly","TRUE","TRUE",205,166,205,0,0,0,105,"sc/characters_air.sc",,,
,"idle","TRUE",1,,"Gargoyle4_Fly","TRUE","TRUE",205,166,205,0,0,0,105,"sc/characters_air.sc",,,
,"attack","TRUE",1,8,"Gargoyle4_Attack2","FALSE","TRUE",205,166,205,0,0,0,105,"sc/characters_air.sc",,,
,"celebrate","FALSE",,,"Gargoyle4_Attack2_3","FALSE","TRUE",205,166,205,0,0,0,105,"sc/characters_air.sc",,,
,"die","FALSE",1,,"barbarian_death_1","TRUE","TRUE",,,,,,,100,,,,
"Gargoyle_lvl5",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","SWF",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","String",,,
,"walk","TRUE",,,"Gargoyle5_FastFly","TRUE","TRUE",215,166,205,30,0,0,110,"sc/characters_air.sc",,,
,"idle","TRUE",1,,"Gargoyle5_Fly","TRUE","TRUE",215,166,205,30,0,0,110,"sc/characters_air.sc",,,
,"attack","TRUE",1,8,"Gargoyle5_Attack2","FALSE","TRUE",215,166,205,30,0,0,110,"sc/characters_air.sc",,,
,"celebrate","FALSE",,,"Gargoyle5_Attack2_3","FALSE","TRUE",215,166,205,30,0,0,110,"sc/characters_air.sc",,,
,"die","FALSE",1,,"barbarian_death_1","TRUE","TRUE",,,,,,,100,,,,
"Gargoyle_lvl6",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","SWF",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","String",,,
,"walk","TRUE",,,"Gargoyle6_FastFly","TRUE","TRUE",200,200,200,30,20,90,115,"sc/characters_air.sc",,,
,"idle","TRUE",1,,"Gargoyle6_Fly","TRUE","TRUE",200,200,200,30,20,90,115,"sc/characters_air.sc",,,
,"attack","TRUE",1,8,"Gargoyle6_Attack2","FALSE","TRUE",200,200,200,30,20,90,115,"sc/characters_air.sc",,,
,"celebrate","FALSE",,,"Gargoyle6_Attack2_3","FALSE","TRUE",200,200,200,30,20,90,115,"sc/characters_air.sc",,,
,"die","FALSE",1,,"barbarian_death_1","TRUE","TRUE",,,,,,,100,,,,
"Gargoyle_lvl7",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","SWF",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","String",,,
,"walk","TRUE",,,"Gargoyle7_FastFly","TRUE","TRUE",200,200,200,20,50,20,115,"sc/characters_air.sc",,,
,"idle","TRUE",1,,"Gargoyle7_Fly","TRUE","TRUE",200,200,200,20,50,20,115,"sc/characters_air.sc",,,
,"attack","TRUE",1,8,"Gargoyle7_Attack2","FALSE","TRUE",200,200,200,20,50,20,115,"sc/characters_air.sc",,,
,"celebrate","FALSE",,,"Gargoyle7_Attack2_3","FALSE","TRUE",200,200,200,20,50,20,115,"sc/characters_air.sc",,,
,"die","FALSE",1,,"barbarian_death_1","TRUE","TRUE",,,,,,,100,,,,
"New_Gargoyle_lvl1",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"Gargoyle1_new_FastFly","TRUE","TRUE",100,"sc/characters_air.sc",,,,,,,,,
,"idle","TRUE",1,,"Gargoyle1_new_Fly","TRUE","TRUE",100,"sc/characters_air.sc",,,,,,,,,
,"attack","TRUE",1,8,"Gargoyle1_new_Attack2","FALSE","TRUE",100,"sc/characters_air.sc",,,,,,,,,
,"celebrate","FALSE",,,"Gargoyle1_new_Attack2_3","FALSE","TRUE",100,"sc/characters_air.sc",,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","TRUE","TRUE",100,,,,,,,,,,
"New_Gargoyle_lvl2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"Gargoyle2_new_FastFly","TRUE","TRUE",100,"sc/characters_air.sc",,,,,,,,,
,"idle","TRUE",1,,"Gargoyle2_new_Fly","TRUE","TRUE",100,"sc/characters_air.sc",,,,,,,,,
,"attack","TRUE",1,8,"Gargoyle2_new_Attack2","FALSE","TRUE",100,"sc/characters_air.sc",,,,,,,,,
,"celebrate","FALSE",,,"Gargoyle2_new_Attack2_3","FALSE","TRUE",100,"sc/characters_air.sc",,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","TRUE","TRUE",100,,,,,,,,,,
"New_Gargoyle_lvl3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"Gargoyle3_new_FastFly","TRUE","TRUE",105,"sc/characters_air.sc",,,,,,,,,
,"idle","TRUE",1,,"Gargoyle3_new_Fly","TRUE","TRUE",105,"sc/characters_air.sc",,,,,,,,,
,"attack","TRUE",1,8,"Gargoyle3_new_Attack2","FALSE","TRUE",105,"sc/characters_air.sc",,,,,,,,,
,"celebrate","FALSE",,,"Gargoyle3_new_Attack2_3","FALSE","TRUE",105,"sc/characters_air.sc",,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","TRUE","TRUE",100,,,,,,,,,,
"New_Gargoyle_lvl4",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"Gargoyle4_new_FastFly","TRUE","TRUE",110,"sc/characters_air.sc",,,,,,,,,
,"idle","TRUE",1,,"Gargoyle4_new_Fly","TRUE","TRUE",110,"sc/characters_air.sc",,,,,,,,,
,"attack","TRUE",1,8,"Gargoyle4_new_Attack2","FALSE","TRUE",110,"sc/characters_air.sc",,,,,,,,,
,"celebrate","FALSE",,,"Gargoyle4_new_Attack2_3","FALSE","TRUE",110,"sc/characters_air.sc",,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","TRUE","TRUE",100,,,,,,,,,,
"New_Gargoyle_lvl5",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","SWF",,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","int","String",,,,,,,,,
,"walk","TRUE",,,"Gargoyle5_new_FastFly","TRUE","TRUE",110,"sc/characters_air.sc",,,,,,,,,
,"idle","TRUE",1,,"Gargoyle5_new_Fly","TRUE","TRUE",110,"sc/characters_air.sc",,,,,,,,,
,"attack","TRUE",1,8,"Gargoyle5_new_Attack2","FALSE","TRUE",110,"sc/characters_air.sc",,,,,,,,,
,"celebrate","FALSE",,,"Gargoyle5_new_Attack2_3","FALSE","TRUE",110,"sc/characters_air.sc",,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","TRUE","TRUE",100,,,,,,,,,,
"BoarRider_lvl1",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","TRUE",,,"BoarRider1_Run1","TRUE","TRUE",,,,,,,,,,,
,"idle","FALSE",1,,"BoarRider1_Idle1_3","TRUE","TRUE",,,,,,,,,,,
,"attack","TRUE",1,11,"BoarRider1_Attack1","FALSE","TRUE",,,,,,,,,,,
,"celebrate","FALSE",,,"BoarRider1_Run1_3","TRUE","TRUE",,,,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"BoarRider_lvl2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","TRUE",,,"BoarRider2_Run1","TRUE","TRUE",,,,,,,,,,,
,"idle","FALSE",1,,"BoarRider2_Idle1_3","TRUE","TRUE",,,,,,,,,,,
,"attack","TRUE",1,11,"BoarRider2_Attack1","FALSE","TRUE",,,,,,,,,,,
,"celebrate","FALSE",,,"BoarRider2_Run1_3","TRUE","TRUE",,,,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"BoarRider_lvl3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","TRUE",,,"BoarRider3_Run1","TRUE","TRUE",,,,,,,,,,,
,"idle","FALSE",1,,"BoarRider3_Idle1_3","TRUE","TRUE",,,,,,,,,,,
,"attack","TRUE",1,11,"BoarRider3_Attack1","FALSE","TRUE",,,,,,,,,,,
,"celebrate","FALSE",,,"BoarRider3_Run1_3","TRUE","TRUE",,,,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"BoarRider_lvl4",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","TRUE",,,"BoarRider4_Run1","TRUE","TRUE",,,,,,,,,,,
,"idle","FALSE",1,,"BoarRider4_Idle1_3","TRUE","TRUE",,,,,,,,,,,
,"attack","TRUE",1,11,"BoarRider4_Attack1","FALSE","TRUE",,,,,,,,,,,
,"celebrate","FALSE",,,"BoarRider4_Run1_3","TRUE","TRUE",,,,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"BoarRider_lvl5",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","TRUE",,,"BoarRider5_Run1","TRUE","TRUE",,,,,,,,,,,
,"idle","FALSE",1,,"BoarRider5_Idle1_3","TRUE","TRUE",,,,,,,,,,,
,"attack","TRUE",1,11,"BoarRider5_Attack1","FALSE","TRUE",,,,,,,,,,,
,"celebrate","FALSE",,,"BoarRider5_Run1_3","TRUE","TRUE",,,,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"BoarRider_lvl6",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","TRUE",,,"BoarRider6_Run1","TRUE","TRUE",,,,,,,,,,,
,"idle","FALSE",1,,"BoarRider6_Idle1_3","TRUE","TRUE",,,,,,,,,,,
,"attack","TRUE",1,11,"BoarRider6_Attack1","FALSE","TRUE",,,,,,,,,,,
,"celebrate","FALSE",,,"BoarRider6_Run1_3","TRUE","TRUE",,,,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"BoarRider_lvl7",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","TRUE",,,"BoarRider7_Run1","TRUE","TRUE",,,,,,,,,,,
,"idle","FALSE",1,,"BoarRider7_Idle1_3","TRUE","TRUE",,,,,,,,,,,
,"attack","TRUE",1,11,"BoarRider7_Attack1","FALSE","TRUE",,,,,,,,,,,
,"celebrate","FALSE",,,"BoarRider7_Run1_3","TRUE","TRUE",,,,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"BoarRider_lvl8",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","TRUE",,,"BoarRider8_Run1","TRUE","TRUE",,,,,,,,,,,
,"idle","FALSE",1,,"BoarRider8_Idle1_3","TRUE","TRUE",,,,,,,,,,,
,"attack","TRUE",1,11,"BoarRider8_Attack1","FALSE","TRUE",,,,,,,,,,,
,"celebrate","FALSE",,,"BoarRider8_Run1_3","TRUE","TRUE",,,,,,,,,,,
,"die","FALSE",1,,"barbarian_death_1","FALSE","TRUE",,,,,,,,,,,
"BoarRider_lvl9",,,,,,,,,,,,,,,,,,
