"TID","CN"
"TID_INFO_EFFECT_TYPE","影响类型："
"TID_TOTAL_HEAL","总恢复能力：<number>"
"TID_REPLAY_BUTTON_FAIL","抱歉，已无法回放！"
"TID_ACHIEVEMENT_CHALLENGE_BUTTON","挑战好友"
"TID_NAME_INSTRUCTIONS","请选择合适的村庄名称。其他玩家会看到您的村庄名称，该名称无法再次更改！"
"TID_BUTTON_REPLAY","回放"
"TID_BUTTON_WATCH","观看"
"TID_REPLAY_TIME","离回放结束还有："
"TID_GC_CHALLENGE","挑战好友"
"TID_GC_NOCHALLENGE","打开成就"
"TID_POPUP_HEADER_ABOUT_TO_SPEED_UP","现在完成！"
"TID_POPUP_SPEED_UP_UPGRADE","您想用<number>颗宝石加速<item>的升级吗？"
"TID_POPUP_SPEED_UP_CONSTRUCTION","您想用<number>颗宝石加速<item>的修建吗？"
"TID_POPUP_SPEED_UP_UPGRADE_SLOWDOWN","<item>正在升级，军队训练速度因此减慢。您是否要使用<number>颗宝石立即完成升级？"
"TID_POPUP_SPEED_UP_CONSTRUCTION_SLOWDOWN","<item>正在建造，无法训练军队。您是否要使用<number>颗宝石立即完成建造？"
"TID_BUTTON_CREATE_SPELL","配制"
"TID_REVENGE_NOT_AVAILABLE","无法复仇"
"TID_REPLAY_NOT_AVAILABLE","抱歉，已无法回放！"
"TID_RESTART_REPLAY_BUTTON","重新开始"
"TID_REPLAY_REPLAY","回放"
"TID_REPLAY_SPEED","回放速度："
"TID_REPLAY_PLAY_AGAIN","重播"
"TID_UPGRADE_FINISH_NOW","升级完成："
"TID_FINISH_SPELL","立刻完成："
"TID_TARGET_ALREADY_IN_ALLIANCE","玩家已经加入其他部落了。"
"TID_LIGHTNING_STORM_INFO","用闪电电击敌军！\n\n向敌军村庄施展雷电法术，摧毁建筑并攻击小范围内的部队。"
"TID_HEALING_WAVE_INFO","恢复军队的元气，让他们保持战斗力！\n\n施放疗伤法术会产生一个治疗效果光环，治愈该法术光环之内的部队。"
"TID_HASTE_INFO","让部队士气飙涨，变得更快、更强！\n\n施放狂暴法术会产生一个狂暴效果光环！在此光环中的部队速度增快，攻击力增强。"
"TID_COMING_SOON","敬请期待......"
"TID_UNIT_STORAGE_CAPACITY_ALL","总兵力：<number>"
"TID_TOTAL_CAPACITY_AFTER_TRAIN","训练后的总兵力："
"TID_BUILDING_TEXT_RESEARCH","研究"
"TID_IF_LOST","失败："
"TID_POPUP_HEADER_ABOUT_TO_CANCEL_SPELL","确定？"
"TID_POPUP_ABOUT_TO_CANCEL_SPELL","取消等待队列中的法术只会返还<number>%的费用。"
"TID_ALLIANCE_REJECT_DEFAULT_MESSAGE","抱歉，我们不接受您的加入请求。"
"TID_ALLIANCE_REJECT_MESSAGE_TITLE","拒绝：<name>"
"TID_KICK_DEFAULT_MESSAGE","抱歉，我们决定把您请出部落。"
"TID_KICK_MESSAGE_TITLE","踢出：<name>？"
"TID_KICKED_FROM_ALLIANCE","您被请出了这个部落：<msg>"
"TID_CLAN_CASTLE_TROOPS_INSIDE","增援："
"TID_ALLIANCE_CREATE_TROPHY_COUNT","加入所需最低奖杯数："
"TID_ALLIANCE_SCORE_LIMIT_NONE","0"
"TID_CLAN_MINIMUM_TROPHYS","所需奖杯："
"TID_STREAM_EVENT_ACCEPTED","被<name>允许加入部落"
"TID_STREAM_EVENT_DEMOTED","被<name>降职了"
"TID_STREAM_EVENT_PROMOTED","被<name>晋升了"
"TID_STREAM_EVENT_JOINED","已加入部落"
"TID_STREAM_EVENT_KICKED","被<name>踢出部落了"
"TID_STREAM_EVENT_LEFT","已离开部落"
"TID_FEEDBACK_BUTTON1","付费问题"
"TID_FEEDBACK_BUTTON2","连接问题"
"TID_FEEDBACK_BUTTON3","其他问题"
"TID_FEEDBACK_BUTTON4","反馈意见"
"TID_FEEDBACK_MAIL_TEXT","\n\n\n---------请勿删除！---------\n<tags>\n------------------------------\n"
"TID_CLAN_JOIN_FAIL_CLOSED","部落已经关闭！"
"TID_CLAN_JOIN_FAIL_ALREADY_SENT","请稍等片刻，不要重复发送请求哦！"
"TID_CLAN_JOIN_FAIL_NO_SCORE","您的奖杯不够，不能加入该部落！"
"TID_CLAN_JOIN_FAIL_ALREADY_IN_CLAN","您已经在其他部落了！"
"TID_CLAN_JOIN_FAIL_FULL","部落已满员！"
"TID_CLAN_JOIN_FAIL_GENERIC","无法加入该部落！"
"TID_CLAN_JOIN_FAIL_TOO_MANY_PENDING_REQUESTS","暂时无法加入该部落，请稍后重试。"
"TID_REPORT_PLAYER_BUTTON","举报"
"TID_PLAYER_REPORTED_SUCCESSFULLY","已举报该玩家！"
"TID_PLAYER_ALREADY_REPORTED","您已经举报过这位玩家了！"
"TID_TOO_MANY_REPORTS_SENT","您已达到每日举报上限！"
"TID_CONFIRM_MERGE","您确定吗？"
"TID_CONFIRM_ARE_YOU_SURE","您确定要删除当前村庄并将其替换为："
"TID_CONFIRM_CONFIRM","请输入\q<confirmword>\q并按[确定]按钮"
"TID_BUTTON_CONFIRM","确定"
"TID_CHAT_UNAVAILABLE","无法使用聊天室！"
"TID_CHAT_BANNED_REASON","有玩家举报您发送了不当言论。"
"TID_CHAT_BANNED_PERIOD_OF","您在公众聊天室被禁言："
"TID_CHAT_INFO","若要举报不当言论，请点击玩家发出的消息并选择\q举报\q。"
"TID_CHAT_WELCOME","欢迎来到公众聊天室。\n\n请友好对待他人。发表不当言论可能会遭到封禁。\n\n请勿与他人分享任何个人信息（包括电邮地址、电话号码、地址和密码）！"
"TID_CONFIRM_WORD","确认"
"TID_CHAT_FAIL_BANNED","您被临时禁言，很抱歉，您暂时不能在公众聊天室发言。"
"TID_CHAT_JUST_BANNED","其他玩家举报了您的不当言论。您暂时不能在公众聊天室发言。"
"TID_ATTACK_COOLDOWN_AFTER_MAINTENANCE","暂时不能攻击其他玩家！"
"TID_BUILDING_BOW","X连弩"
"TID_BOW_INFO","X连弩会发射出威力巨大的弩箭。\n装填圣水后，X连弩会自动运行。\n您可根据需要，将X连弩设置为攻\n击大范围内的地面部队，或小范围内的陆空部队。"
"TID_BUTTON_LOAD","装填弹药"
"TID_BUTTON_ATTACK_MODE_AIR","空中模式"
"TID_BUTTON_ATTACK_MODE_GROUND","地面模式"
"TID_BUTTON_ATTACK_MODE_AIR_AND_GROUND","陆空兼顾模式"
"TID_AMMO_ALREADY_FULL","X连弩装填完毕！"
"TID_ALLIANCE_BUTTON_SEARCH","搜索"
"TID_ALLIANCE_SEARCH","搜索部落："
"TID_ALLIANCE_SEARCH_HINT","输入您要搜索的部落名称或标签"
"TID_ALLIANCE_TAB_NAME","搜索部落"
"TID_BUILDING_TEXT_LOW_AMMO","弹药不多"
"TID_BUILDING_TEXT_NO_AMMO","空"
"TID_JUMP_SPELL","弹跳法术"
"TID_AMMO_FILL_CONFIRMATION","X连弩已准备就绪！"
"TID_CLAN_SEARCH_RESULTS","显示\q<name>\q的搜索结果"
"TID_CLAN_SEARCH_NO_RESULTS","未找到匹配结果"
"TID_TRAP_HALLOWEENBOMB","南瓜炸弹"
"TID_TRAP_HALLOWEENBOMB_INFO","Boo！限时供应这款令人毛骨悚然的炸弹。"
"TID_BUTTON_RETRY","重试"
"TID_SEARCH_STATUS","搜索对手..."
"TID_ATTACK_FAIL_GENERIC","暂时无法攻击这村庄！请稍后再试。"
"TID_BUTTON_BOOST","提速"
"TID_POPUP_HEADER_ABOUT_TO_BOOST","加快速度！"
"TID_POPUP_BOOST_GOLD_MINE","确定在<time>内加倍金币产量吗？"
"TID_POPUP_BOOST_ELIXIR_COLLECTOR","确定在<time>内加倍圣水产量吗？"
"TID_POPUP_BOOST_BARRACKS","要在<time>内将部队训练速度提高至原来的<multiplier>倍吗？"
"TID_POPUP_BOOST_SPELL_FACTORY","要在<time>内将法术配制速度提高至原来的<multiplier>倍吗？"
"TID_ALREADY_BOOSTED","此建筑已经提速！"
"TID_BOOST_LEFT","提速还剩下："
"TID_BUILDING_TEXT_CREATE_SPELL","配制"
"TID_DECORATION_PEKKA_STATUE","皮卡超人神像"
"TID_CANCEL_BOOST_CONFIRMATION_TITLE","取消提速？"
"TID_CANCEL_BOOST_CONFIRMATION","升级建筑将结束提速。您确定吗？"
"TID_XMAS_SPELL","圣诞奇袭"
"TID_XMAS_SPELL_INFO","向圣诞老人许个愿，让他把那些\q爆炸性\q的礼物砸向敌人的村庄吧！"
"TID_OBSTACLE_XMASTREE","圣诞树"
"TID_NEXT_REQUEST","下一次请求："
"TID_CASTLE_FULL","城堡已满"
"TID_BARBARIAN_KING","野蛮人之王"
"TID_BARBARIAN_KING_INFO","野蛮人之王是领地范围内最强、最凶悍的野蛮人。以暗黑重油为食的他身材巨大，可以攻击敌军也能守护村庄。"
"TID_HERO_INSTRUCTIONS","虽然生命值不高，但这位优雅的女猎手掌握着毁灭性的力量。在防御时她可以精确打击范围内的目标，而当她的皇室披风技能解锁后，她可以在攻击时隐身并造成恐怖的伤害！"
"TID_ARCHER_QUEEN","弓箭女皇"
"TID_ARCHER_QUEEN_INFO","弓箭女皇是一名英勇的战士，她双眼锐利如鹰，手握独门秘器改良X弩，既能攻击敌军也能保护村庄。"
"TID_DARK_ELIXIR","暗黑重油"
"TID_RESOURCE_CAP_FULL_DARK_ELIXIR","建造更多或升级已有暗黑重油罐！"
"TID_BUILDING_DARK_ELIXIR_PUMP","暗黑重油钻井"
"TID_BUTTON_HERO_PATROL","正在防御"
"TID_BUTTON_HERO_SLEEP","正在休息"
"TID_DARK_ELIXIR_PUMP_INFO","我们的炼金师终于找到提炼纯净暗黑重油的方法了，这种稀有的魔法物质可来之不易哦。"
"TID_BUILDING_DARK_ELIXIR_STORAGE","暗黑重油罐"
"TID_DARK_ELIXIR_STORAGE_INFO","暗黑重油威力巨大，它的威力是圣水的三倍。我们得建造一个立方体的暗黑重油罐来存储它。"
"TID_DONATED_TO_CLAN","近期增援："
"TID_DARK_ELIXIR_SHOP_PACK","<number>滴暗黑重油"
"TID_RESOURCE_PACK_DARK_ELIXIR_FULL","装满暗黑重油"
"TID_RESOURCE_PACK_DARK_ELIXIR_10","补充最大储量的10%"
"TID_RESOURCE_PACK_DARK_ELIXIR_50","补充最大储量的一半"
"TID_XBOW_LOADING_COST","填充花费：<number> <resource>"
"TID_SPEED_UP_HERO_HEALTH_HEADER","立即治愈！"
"TID_SPEED_UP_HERO_HEALTH_TEXT","想让<item>立刻恢复吗？"
"TID_BUTTON_ENERGIZE","治愈"
"TID_POPUP_BOOST_DARK_ELIXIR_COLLECTOR","确定在<time>内加倍暗黑重油的产量吗？"
"TID_FULLY_LOADED","装填完毕"
"TID_SHIELD_SCORE_LIMIT","奖杯数高于<number>的玩家不可用"
"TID_SHOP_NEW_ITEM","新"
"TID_BUTTON_LOCAL_HIGHSCORE","本地"
"TID_BUTTON_GLOBAL_HIGHSCORE","全球"
"TID_TRAP_AIR","空中炸弹"
"TID_TRAP_AIR_INFO","作为防空领域的一大革新之作，这种陷阱可以对小范围内的多个空中目标造成伤害。"
"TID_TRAP_AIR_MEGA","搜空地雷"
"TID_TRAP_AIR_MEGA_INFO","鸟儿？飞机？不管是什么，反正搜空地雷会把它炸飞。这类陷阱会对单个空中部队造成毁灭性打击。"
"TID_LOCAL_NOTIFICATION_HERO_HAS_FULL_HEALTH","<name>已经为下场战斗做好准备了！"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","应用内购买"
"TID_INFO_POP_UP_IAP_NOTE","《部落冲突》是一款免费游戏，但是您可以通过应用内购买加速游戏进度。要禁用这一功能，请在您的设备设置中关闭应用程序内购买功能。此款游戏仅适合年满13周岁以上者。"
"TID_INFO_POP_UP_IAP_NOTE_ANDROID","《部落冲突》是一款免费游戏，但是您可以通过应用内购买加速游戏进度。要禁用这一功能，请在您的Google Play商店应用设置中设置购买密码保护。此款游戏仅适合年满13周岁以上者。"
"TID_INFO_POP_UP_IAP_NOTE_KUNLUN","《部落冲突》是一款免费游戏，但是您可以通过应用内购买加速游戏进度。"
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","确定"
"TID_NEW_CLAN_MEMBER","新成员"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_SCORES","无法找到本地排行榜。"
"TID_LOCAL_NOTIFICATION_YOUR_ARMY_IS_READY","您的部队已经做好了战斗准备！"
"TID_DARK_ELIXIR_BARRACK","暗黑训练营"
"TID_DARK_ELIXIR_BARRACK_INFO","暗黑训练营将向源于暗黑重油的生物敞开大门。升级暗黑训练营解锁更多有独特战斗力的部队。"
"TID_WARRIORGIRL","瓦基丽武神"
"TID_BOARRIDER","野猪骑士"
"TID_GARGOYLE","亡灵"
"TID_GOLEM","戈仑石人"
"TID_LABORATORY_UPGRADING","升级："
"TID_LABORATORY_HINT","选择升级对象"
"TID_LABORATORY_HINT2","滑动屏幕以查看完整列表"
"TID_POPUP_UPGRADE_NOT_AVAILABLE_TITLE","<character>等级<number>"
"TID_BUTTON_SELECT_MORE","选择整行"
"TID_SINGLE_PLAYER_AVAILABLE_LOOT","可掠夺资源："
"TID_CHARACTER_INFO_BARBARIAN","这些无畏的勇士长着引人注目的胡子，他们依靠着壮硕的肌肉在敌人的村庄肆虐。训练一队野蛮人，他们将为您出生入死！"
"TID_CHARACTER_INFO_ARCHER","这些神箭手在战场上总是能够百步穿杨，一箭封喉。她们觉得没有什么比一箭打爆对手更爽的了。"
"TID_CHARACTER_INFO_GOBLIN","这些麻烦的小家伙眼里只有一件事：打劫！他们的反应比隐形弹簧更快，会无休止地抢夺资源。"
"TID_CHARACTER_INFO_GIANT","这些大块头看上去沉默寡言，但倘若他们发现箭塔或加农炮，您将见识他们狂躁的一面！巨人行动缓慢，但是抗打击能力强，可用于吸引火力。"
"TID_CHARACTER_INFO_WALLBREAKER","只有轰塌一面面城墙才能让炸弹人那颗冰冷的心得到些许温暖。他们崇尚玉石俱焚，用\q砰\q的一声为您的地面部队开道！"
"TID_CHARACTER_INFO_BALLOON","这些乘着气球的高级骷髅兵对于摧毁敌人的防御乐此不疲。精心部署气球兵，他们将为您扫除各种障碍！"
"TID_CHARACTER_INFO_WIZARD","法师的出现为战场蒙上了一层恐怖色彩。集结一群法师，他们将摧毁各种陆空目标！"
"TID_CHARACTER_INFO_HEALER","伟大的天使生来就是为了守护您的士兵。她能帮助各种地面部队恢复元气，但要记得小心保护天使免受防空火箭的袭击！"
"TID_CHARACTER_INFO_DRAGON","飞龙喷出的烈焰让人胆寒，这种恐怖的空中生物面对敌军毫不留情，任何人都难以逃出它的魔掌。"
"TID_CHARACTER_INFO_PEKKA","皮卡超人是骑士？是武士？还是机器人？只有天知道！皮卡超人的重型盔甲可以抵御强大的伤害。"
"TID_CHARACTER_INFO_MINION","这些飞行的小家伙诞生于暗黑重油。它们在战场上来去自如，不会被搜空地雷检测到，但是在我们的世界里它们很脆弱。"
"TID_CHARACTER_INFO_RIDER","驯服了狂暴的跳跳猪后，野猪骑士可以直接攻击那些躲在城墙后面的鼠辈了！有暗黑重油的滋养，这些勇士战无不胜！"
"TID_CHARACTER_INFO_VALKYRIE","这位光荣的勇士擅长使用双手斧，她在相邻的建筑物之间跑动，能够通过狂暴旋风将多个敌人或建筑一同粉碎！"
"TID_CHARACTER_INFO_GOLEM","戈仑石人乐于吸收伤害。被摧毁的时候，他们会分裂产生两个小戈仑石人。每个小石人只有原本戈仑石人1/5的攻击力。"
"TID_BUTTON_CLAN_MAIL_SEND","发送邮件"
"TID_BUTTON_CLAN_MAIL_NEXT","下一封邮件请等待："
"TID_SPECIAL_PACK_BUILDER","新手礼包"
"TID_BUILDING_TEXT_REQUEST","请求增援"
"TID_ALLIANCE_DEFAULT_MAIL_MESSAGE","部落成员请注意："
"TID_ALLIANCE_MAIL_FAIL_COOLDOWN","很抱歉，您需要等待一段时间，才能再次发送邮件。"
"TID_ATTACK_PERCENTAGE","攻击获胜："
"TID_DEFENCE_PERCENTAGE","防守获胜："
"TID_LEAGUE_LEADERBOARDS","我的联赛"
"TID_BUTTON_ROTATE_MORE","整排旋转"
"TID_LOCAL_NOTIFICATION_LABORATORY_UPGRADE_DONE","<item>已升级至<level>级"
"TID_PLACED_AFTER_SHUFFLE_POPUP_TITLE","您已进入联赛！"
"TID_PROMOTE_POPUP_TITLE","恭喜您，您升级到更高一级联赛了！"
"TID_DEMOTE_POPUP_TITLE","很遗憾，您降到更低级别的联赛了！"
"TID_LEAGUE_CHANGE_TEXT","联赛等级：<league>"
"TID_LEAGUE_DROP_OUT_OF_LEAGUE","您已经退出联赛。"
"TID_LEAGUE_BRONZE1","一级铜杯联赛"
"TID_LEAGUE_BRONZE2","二级铜杯联赛"
"TID_LEAGUE_BRONZE3","三级铜杯联赛"
"TID_LEAGUE_CRYSTAL1","一级水晶杯联赛"
"TID_LEAGUE_CRYSTAL2","二级水晶杯联赛"
"TID_LEAGUE_CRYSTAL3","三级水晶杯联赛"
"TID_LEAGUE_GOLD1","一级金杯联赛"
"TID_LEAGUE_GOLD2","二级金杯联赛"
"TID_LEAGUE_GOLD3","三级金杯联赛"
"TID_LEAGUE_MASTER1","一级大师杯联赛"
"TID_LEAGUE_MASTER2","二级大师杯联赛"
"TID_LEAGUE_MASTER3","三级大师杯联赛"
"TID_LEAGUE_SILVER1","一级银杯联赛"
"TID_LEAGUE_SILVER2","二级银杯联赛"
"TID_LEAGUE_SILVER3","三级银杯联赛"
"TID_LEAGUE_CHAMPION","冠军杯联赛"
"TID_LEAGUE_UNRANKED","未排名"
"TID_LEAGUE_TITLE1","您还未进入联赛！"
"TID_LEAGUE_TITLE2","每个联赛历时一个月。在赛季开始时，进攻任何村庄可查看自己的新联赛排名和战利品奖励。"
"TID_NEXT_LEAGUE","下一级联赛："
"TID_LEAGUE_PASSED","已晋级"
"TID_LEAGUE_SHUFLES","赛季剩余时间：<league_shufle_time>"
"TID_MATCH_VICTORY_BONUS","最大战利品奖励："
"TID_LEAGUE_I","I"
"TID_LEAGUE_II","II"
"TID_LEAGUE_III","III"
"TID_LEAGUE_IV","IV"
"TID_LEAGUE_V","V"
"TID_LEAGUE_BRONZE","铜杯"
"TID_LEAGUE_SILVER","银杯"
"TID_LEAGUE_GOLD","金杯"
"TID_LEAGUE_CRYSTAL","水晶杯"
"TID_LEAGUE_MASTER","大师杯"
"TID_LEAGUE_BRONZE1_SHORT","铜杯I"
"TID_LEAGUE_BRONZE2_SHORT","铜杯II"
"TID_LEAGUE_BRONZE3_SHORT","铜杯III"
"TID_LEAGUE_CRYSTAL1_SHORT","水晶杯I"
"TID_LEAGUE_CRYSTAL2_SHORT","水晶杯II"
"TID_LEAGUE_CRYSTAL3_SHORT","水晶杯III"
"TID_LEAGUE_GOLD1_SHORT","金杯I"
"TID_LEAGUE_GOLD2_SHORT","金杯II"
"TID_LEAGUE_GOLD3_SHORT","金杯III"
"TID_LEAGUE_MASTER1_SHORT","大师杯I"
"TID_LEAGUE_MASTER2_SHORT","大师杯II"
"TID_LEAGUE_MASTER3_SHORT","大师杯III"
"TID_LEAGUE_SILVER1_SHORT","银杯I"
"TID_LEAGUE_SILVER2_SHORT","银杯II"
"TID_LEAGUE_SILVER3_SHORT","银杯III"
"TID_LEAGUE_CHAMPION_SHORT","冠军杯"
"TID_LEAGUE_INFO_REMEMBER","参与的联赛级别越高，额外奖励越丰厚！"
"TID_LEAGUE_INFO_LOOT_BONUS","在一级泰坦杯联赛中，最大战利品奖励为："
"TID_LEAGUE_INFO_LOOT_BONUS_PROMO","在新的联赛中，赢得一场战斗的最大战利品奖励是："
"TID_LEAGUES_LEAGUE_ORDER","联赛等级"
"TID_LEAGUES_DIVISIONS","级别"
"TID_LEAGUES_I","I"
"TID_LEAGUES_II","II"
"TID_LEAGUES_III","III"
"TID_LEAGUES_IV","IV"
"TID_LEAGUES_V","V"
"TID_LEAGUES_GET_MORE_TROPHIES","集齐<number>奖杯加入联赛"
"TID_LEAGUES_UNRANKED_AFTER_SHUFFLE","联赛赛季已经结束。攻击敌人村庄以进入新的联赛！"
"TID_LEAGUE_DIVISIONS","级别"
"TID_BONUS","<percentage> 奖励："
"TID_HINT LOOT_BONUS","想要获得更多战利品吗？加入联赛，获胜后可获取每轮额外奖励。\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_HINT LEAGUE_PLACEMENT","如果您有足够的奖杯，在进攻村庄后会自动加入联赛。\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_HINT LEAGUE_PROMOTION","获得更多奖杯，晋级至更高联赛等级。联赛等级越高，获得的额外奖励越丰厚！\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_HINT LEAGUE_DEMOTION","倘若丢失太多奖杯，会掉落至低级别的联赛。为奖杯而战！\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_HINT LEAGUE_SHUFFLING","每个联赛历时一个月。"
"TID_HINT TOURNAMENT","部落锦标赛和捐兵数量每个月更新一次。请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_LEAGUE_INFO_LOOT_BONUS3","进入联赛意味着每次胜利都能获取额外的奖励！"
"TID_LEAGUE_INFO_PLACEMENT_HEADLINE","进攻任何村庄以获得进入联赛的资格"
"TID_LEAGUE_INFO_PLACEMENT","进攻结束后，您拥有的奖杯数量将决定您进入的联赛级别"
"TID_HINT_LEAGUE_SHUFFLING2","每个联赛历时一个月。"
"TID_BATTLE_LOG_OFFENSE","进攻日志"
"TID_BATTLE_LOG_DEFENSE","防守日志"
"TID_XP_TITLE_PUZZLEANDDRAGONS","在日本也流行！"
"TID_XP_TEXT_PUZZLEANDDRAGONS","日本最潮的游戏终于抵达英国。从App Store上免费下载！"
"TID_XP_BUTTON_PUZZLEANDDRAGONS","免费"
"TID_ALLIANCE_MAIL_NOTIFICATION","您有一封新的部落邮件！"
"TID_REQUESTED_FROM_CLAN","近期收到："
"TID_XP_TITLE_UNLOCK_PUZZLEANDDRAGONS","首领，干得漂亮！"
"TID_XP_TEXT_UNLOCK_PUZZLEANDDRAGONS","如果您也在玩《智龙迷城》，您可以点击下方按钮解锁《智龙迷城》中的《部落冲突》副本。"
"TID_XP_BUTTON_UNLOCK_PUZZLEANDDRAGONS","解锁"
"TID_NEWS_UPDATE_INFO_TITLE","最后一只迷你熔岩犬的传说"
"TID_NEWS_UPDATE_INFO_TEXT","迷你熔岩犬的精彩故事还远未结束。该故事取自CamaroBro真实的《部落冲突》事件。"
"TID_BUILDING_DARK_TOWER","地狱之塔"
"TID_DARK_TOWER_INFO","建立有暗黑重油加持火焰的地狱之塔，可以对单一目标造成难以估算的伤害，或者一次对多重目标进行持续攻击。它的超高热量会使治愈效果失去作用！"
"TID_ATTACK_WON","您获胜了"
"TID_ATTACK_LOST","您战败了"
"TID_ALLIANCE_DEFAULT_TROOP_REQUEST_MESSAGE","救命啊！我需要增援！"
"TID_PURCHASE_LIMIT_TITLE","确认购买"
"TID_PURCHASE_LIMIT_TEXT","为避免意外购买宝石，再次购买前请您稍等："
"TID_PURCHASE_LIMIT_CONFIRM","如果您仍然愿意用<PRICE>购买<ITEM>，请输入\q<CONFIRM>\q然后按下\q确定\q按钮。"
"TID_ERROR_POP_UP_PERSONAL_BREAK_TITLE","请休息一下"
"TID_ERROR_POP_UP_PERSONAL_BREAK","您已长时间在线且没有护盾保护，您的村民们需要短暂休息。"
"TID_ERROR_POP_UP_PERSONAL_BREAK_BUTTON","重新载入"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION","地狱之塔已准备就绪！"
"TID_DARKTOWER_AMMO_ALREADY_FULL","地狱之塔装填完毕！"
"TID_ARTILLERY_AMMO_FILL_CONFIRMATION","天鹰火炮已准备就绪！"
"TID_ARTILLERY_AMMO_ALREADY_FULL","天鹰火炮装填完毕！"
"TID_PERSONAL_BREAK_ATTACK_DISABLED","您即将进入强制下线时间，请休息片刻再发动进攻。"
"TID_PERSONAL_BREAK_STARTED","您在没有护盾的情况下在线时间过长，系统将很快强制您下线几分钟。"
"TID_ALLIANCE_JOIN_CLAN","加入或者创建部落，一起变得更强大。\n\n部落成员可以互相帮助、相互增援部队和法术。"
"TID_BUTTON_APPBANK","AppBank 指南"
"TID_INVALID_DESCRIPTION","此部落描述无效，请修改。"
"TID_TITLE_REQUEST_TROOPS","请求增援"
"TID_TITLE_CLAN_MAIL_SEND","发送邮件"
"TID_SPEED_UP_TROOP_REQUEST_HEADER","立刻请求增援！"
"TID_SPEED_UP_TROOP_REQUEST_TEXT","您想跳过等待，马上请求增援吗？"
"TID_TROOP_REQUEST_SPEED_UP_SUCCESS","部落城堡已准备好请求增援！"
"TID_BUTTON_SPEED_UP_REQUEST_TROOPS","马上请求！"
"TID_FREEZE_SPELL","冰冻法术"
"TID_FREEZE_SPELL_INFO","随着战场越来越白热化，我们要保持冷静！\n\n冰冻法术能发出一道低温冲击波，可以暂时冻结有效范围内的敌军部队和防御性建筑。"
"TID_POPUP_REVENGE_CLEAR_TITLE","复仇"
"TID_POPUP_REVENGE_CLEAR","您只有一次机会向该玩家复仇。确定现在复仇吗？"
"TID_SPELL_TIME","法术持续时间：<number> 秒"
"TID_TROOP_REQUEST_SPEED_UP_FAILED_FULL","部落城堡已满！"
"TID_HINT_SPELL_JUMP_DURATION","升级弹跳法术，这样您的军队就有更多的时间从容地跃过城墙了。\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_HINT_SPELL_FREEZE","冰冻法术作用区域内的敌方建筑和部队将在一段时间内失去防御能力。\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_HINT_SPELL_FREEZE_DURATION","升级冰冻法术，这样您就可以将敌人的防御冰封更长的时间了。\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_HINT_INFERNO_TOWER_TARGETS_1","地狱之塔可对其持续锁定的目标造成毁灭性的伤害。\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_HINT_INFERNO_TOWER_TARGETS_2","地狱之塔每次切换目标后攻击力将降至最低。\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_HINT_INFERNO_TOWER_AMMO","地狱之塔需要装填暗黑重油才能正常运转。请确保您的地狱之塔始终装填有足够的暗黑重油！\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_HINT_ACCOUNT_SECURITY_1","切勿将您的苹果游戏中心密码告知他人！\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_HINT_ACCOUNT_SECURITY_1_ANDROID","切勿将您的Google凭据告诉任何人！\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_HINT_ACCOUNT_SECURITY_2","Supercell员工绝不会向您索要您的苹果游戏中心密码！\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_HINT_ACCOUNT_SECURITY_2_ANDROID","Supercell员工绝不会向您索要您的Google帐户密码！\n请关注官方微信订阅号cocsupercell和服务号coc-kefu"
"TID_JUMP_SPELL_INFO","城墙挡了您的去路？来走条捷径吧！\n\n在敌军城墙附近施展该法术，就可以在城墙上方创建通道！您的大军可以直接跳过这段城墙，保证畅通无阻！"
"TID_MUTE_PLAYER_BUTTON","屏蔽"
"TID_PLAYER_MUTED","玩家已被屏蔽！"
"TID_STREAM_REPLAY_TEXT_ATTACK","攻击了："
"TID_STREAM_REPLAY_TEXT_DEFENSE","防御了："
"TID_SHARE","分享视频"
"TID_REPLAY_SHARED_SUCCESS","视频回放已分享！"
"TID_REPLAY_SHARED_FAIL","您已分享了一段视频回放。请在 <time> 后再次分享。"
"TID_ELDER_KICK_FAIL_COOLDOWN","您不久前已经踢掉了一个部落成员，需要等待<time>才能继续该操作。"
"TID_STREAM_REPLAY_BUTTON","播放视频"
"TID_HUD_ATTACKER","进攻"
"TID_HUD_DEFENDER","防守"
