"TID","RU"
"TID_FAQ_TITLE_UPGRADES","Как улучшить здания?"
"TID_FAQ_TEXT_UPGRADES","Вы можете улучшить строения, коснувшись их и выбрав кнопку \qУлучшить\q. Улучшение ратуши открывает новые здания и возможности для их последующего улучшения!\n\nВо время улучшения здания не будут работать. Это значит, что шахты и сборщики эликсира перестанут добывать ресурсы, а пушки и башни не будут стрелять по врагам."
"TID_FAQ_TITLE_CHATBAN","Меня забанили в глобальном чате. Что делать?"
"TID_FAQ_TEXT_CHATBAN","Пожалуйста, дождитесь истечения блокировки. Не обращайтесь по этой причине в службу поддержки, так как она ничем не сможет здесь помочь."
"TID_FAQ_TITLE_HEROES","Кто такие герои и что с ними делать?"
"TID_FAQ_TEXT_HEROES","Когда уровень ратуши становится достаточно высоким, в магазине появляется возможность нанимать героев. Они могут нападать на вражеские деревни или защищать вашу.\nГерои бессмертны, но их могут ранить, в этом случае их надо будет исцелить. Вы можете вылечить героя, отправив его спать или использовав кнопку исцеления."
"TID_HINT_WELCOME","Давным-давно на полянке в волшебном лесу..."
"TID_HINT_UPGRADE_CANNONS","Улучшите пушки, чтобы усовершенствовать защиту от чужаков."
"TID_HINT_SHIELD","Выходите из Clash of Clans? Купите щит для защиты трофеев!"
"TID_HINT_UPGRADE_TROOPS","Усовершенствуйте армию! Постройте лабораторию и улучшите свои войска."
"TID_HINT_UPGRADE_MINES","Кончилось золото? Улучшите золотые шахты!"
"TID_HINT_BUY_TROOP_HOUSING","Улучшите свой военный лагерь, чтобы создать огромную армию!"
"TID_HINT_UPGRADE_WALLS","Улучшите стены, чтобы защититься от противников."
"TID_HINT_CANNON_UPGRADE_NOT_FUNCTIONING","Защитные орудия вроде пушек не могут стрелять, пока их улучшают."
"TID_HINT_RESOURCE_UPGRADE_NOT_FUNCTIONING","Золотые шахты и сборщики эликсира не добывают ресурсы во время улучшения."
"TID_HINT_RESOURCE_LOSSES","Даже если ваша деревня полностью уничтожена, у вас всегда останется немного золота и эликсира."
"TID_HINT_DEFENSE","Создание хорошей защиты так же важно, как планирование решительной атаки."
"TID_HINT_BARBARIAN_TARGET","Варвары кидаются на ближайшую цель, вне зависимости от типа сооружения."
"TID_HINT_ARCHER_TARGET","Лучницы атакуют все, до чего долетят их стрелы."
"TID_HINT_GOBLIN_TARGET","Гоблины падки на золото и эликсир. Их любимая цель — здания с ресурсами."
"TID_HINT_GOBLIN_DAMAGE","Гоблины наносят двойной урон сооружениям для добычи ресурсов."
"TID_HINT_GIANT_TARGET","Гиганты предпочитают нападать на защитные орудия вроде пушек."
"TID_HINT_GIANT_DEPLOY","Гиганты могут служить живым щитом довольно долго. Призовите их первыми, чтобы отвлечь внимание защитников."
"TID_HINT_WALLBREAKER_TARGET","Стенобои пробивают дыры в стенах, открывая путь к зданиям врага."
"TID_HINT_WALLBREAKER_DAMAGE","Стенобои наносят огромный урон стенам, но при этом сами подрываются."
"TID_HINT_BALLOON_TARGET","Воздушные шары обычно атакуют защитные орудия вроде пушек."
"TID_HINT_BALLOON_AIR","Воздушный шар летает, поэтому ни пушки, ни мортиры не могут ему навредить."
"TID_HINT_WIZARD_INFO","Колдуны могут нанести большой урон, но едва ли смогут устоять против ответного удара."
"TID_HINT_HEALER_INFO","Целительницы будут лечить ваши наземные войска, но не станут нападать сами."
"TID_HINT_HEALER_AIR","Целительница — летающее создание. Воздушная оборона и башни лучниц могут быстро с ней расправиться."
"TID_HINT_DRAGON_AIR","Дракон — могучее крылатое создание, способное нападать как на наземные, так и на воздушные цели."
"TID_HINT_PEKKA_INFO","П.Е.К.К.А. — рыцарь? Самурай? Робот? Неизвестно!"
"TID_HINT_PEKKA_TRAP","Броня П.Е.К.К.А. настолько тяжела, что ловушки-пружины на нее не действуют."
"TID_HINT_CANNON_TARGET","Пушки могут атаковать только наземные цели."
"TID_HINT_MORTAR_TARGET","Пушки могут атаковать только наземные цели."
"TID_HINT_MORTAR_DAMAGE","Мортиры наносят рассеянный удар по наземным войскам, оказавшимся в зоне досягаемости."
"TID_HINT_ARCHER_TOWER_TARGET","Башни лучниц атакуют и воздушные, и наземные цели."
"TID_HINT_AIR_DEFENSE_TARGET","Ракеты воздушной обороны атакуют только летающие цели."
"TID_HINT_WIZARD_TOWER_DAMAGE","Башня колдуна наносит урон всем целям в радиусе действия."
"TID_HINT_WIZARD_TOWER_TARGET","Башня колдуна стреляет как по наземным, так и по воздушным целям."
"TID_HINT_TESLA_HIDDEN","Потайная тесла — это башня, скрытая от нападающих, до тех пор пока они не приблизятся."
"TID_HINT_TESLA_TARGET","Потайная тесла может атаковать воздушных и наземных противников."
"TID_HINT_TRAPS_TARGET","Ловушки скрыты от нападающих, пока те не подойдут достаточно близко."
"TID_HINT_OBSTACLES","Уборка препятствий, вроде камней и деревьев, порой может принести вам кристаллы."
"TID_HINT_BATTLE_LOG","Ход сражения показывает информацию об атаках на вашу деревню."
"TID_HINT_REPLAY","Вы можете смотреть повторы сражений в меню \qХод сражения\q!"
"TID_HINT_ENEMY_TOWN_HALL","Уничтожение вражеской ратуши дает вам одну звезду."
"TID_HINT_CLAN_CASTLE","Войска в крепости клана будут защищать вашу деревню."
"TID_HINT_CAMP","Войска в лагерях могут только атаковать. Защищать деревню они не станут."
"TID_HINT_SHIELD2","Щит защищает вас от любых атак, но ваши собственные нападения уменьшат время его действия."
"TID_HINT_SHIELD_GAIN","Если нападающий уничтожает вашу деревню, вы получаете щит бесплатно."
"TID_HINT_SHIELD_GAIN_TIME","Если ваша деревня сильно пострадала, вы получаете щит на большее время."
"TID_HINT_SHIELD_LOSE","Если вы нападете на другого игрока, пока поднят ваш щит, время его действия уменьшится на несколько часов."
"TID_HINT_SHIELD_SINGLE_PLAYER","Вы можете атаковать орду гоблинов (выполнять одиночные задания), не теряя ваш активный щит."
"TID_HINT_SINGLE_PLAYER_REWARDS","Нужно больше золота? Отвоюйте его у гоблинов на одиночном задании!"
"TID_HINT_TROPHY_COUNT","Выигранные вами трофеи списываются со счета противника!"
"TID_HINT_ACHIEVEMENT_GEMS","Получайте достижения, чтобы зарабатывать зеленые кристаллы!"
"TID_HINT_UNLOCKS","Улучшите ратушу, чтобы открыть новые строения и улучшения для старых."
"TID_HINT_REBUILD_CLANCASTLE","Восстановите разрушенную крепость клана, чтобы объединиться с другими игроками!"
"TID_HINT_CLAN_REINFORCEMENTS","Используйте крепость клана, чтобы попросить соклановцев прислать подкрепление."
"TID_HINT_CLAN_TROOP_DEPLOY","Войска для подкрепления, находящиеся в крепости клана, могут защищать вашу деревню. Также их можно призывать для атаки."
"TID_HINT_SPELL_LIGTHNING","Грозовое заклинание наносит урон строениям и воинам в небольшой области."
"TID_HINT_SPELL_HEALING","Исцеляющее заклинание создает кольцо исцеления, который лечит находящихся внутри воинов."
"TID_HINT_SPELL_RAGE","Заклинание ярости создает кольцо ярости, в котором ваши воины станут сильнее и быстрее."
"TID_HINT_SPELL_JUMP","Заклинание прыжка временно создает проход для ваших войск через стены противника."
"TID_HINT_SPELL_JUMP_2","Используйте заклинание прыжка, чтобы перенаправить солдат, атакующих стену в ближнем бою!"
"TID_HINT_FORUMS","Заходите на форумы Clash of Clans через меню Настройки > Дополнительно."
"TID_HINT_LABORATORY","Повышайте уровень своих войск в лаборатории, чтобы сделать их сильнее и лучше!"
"TID_HINT_DPS","Статистика урона, которую можно найти среди данных о воинах и турелях, считается в единицах урона в секунду."
"TID_HINT_LABORATORY_UPGRADES","Вы не сможете отменить улучшения в лаборатории, когда они начнутся. Рассчитайте все как следует!"
"TID_HINT_USABLE_WHILE_UPGRADING","Лагеря, крепости клана и хранилища продолжают работать во время улучшения."
"TID_HINT_END_BATTLE","Вы завершите сражение успешно, если заработаете в нем хотя бы одну звезду."
"TID_HINT_CHAT_REPORT","Если увидите оскорбительное сообщение в чате, нажмите \qСообщить\q, чтобы сообщить об игроке."
"TID_HINT_CHAT_REPORT_LIMIT","Сообщайте о происшествиях в чате только при необходимости, не злоупотребляйте этой возможностью!"
"TID_HINT_REVENGE_OF_REVENGE","Напасть в отместку на игроков, которых вы атаковали первыми, невозможно."
"TID_HINT_BATTLE_ENDS","Бой заканчивается, когда вы теряете все свои войска, подкрепление и атакующие заклинания."
"TID_HINT_XBOW_LVL_8","Улучшение ратуши откроет доступ к новому защитному орудию — арбалету."
"TID_HINT_XBOW_TARGETS_1","Арбалет можно настроить для атаки наземных и воздушных целей на короткой дистанции."
"TID_HINT_XBOW_TARGETS_2","Арбалет можно настроить для атаки только наземных противников на большом расстоянии."
"TID_HINT_XBOW_AMMO","Арбалет преобразует эликсир в боеприпасы. Не забудьте перезарядить его после атаки!"
"TID_HINT_BOOST_RESOURCES","Вы можете увеличить производительность золотых шахт и сборщиков эликсира с помощью кристаллов, как только повысите их уровень до 5-го."
"TID_HINT_BOOST_SPELLS","Вы можете увеличить производительность фабрики заклинаний с помощью кристаллов."
"TID_HINT_BOOST_TRAINING","Вы можете увеличить скорость тренировки в казарме с помощью кристаллов."
"TID_HINT_USE_SPELLS","Заклинания могут сильно повлиять на исход сражения. Обязательно используйте их!"
"TID_HINT_DARK_ELIXIR_USAGE","Используйте черный эликсир для призыва лучших героев во всем королевстве!"
"TID_HINT_DARK_ELIXIR_BUILDINGS","Черный эликсир можно добывать и хранить, начиная с 7-го уровня ратуши, а вместе с ним открывать и соответствующих воинов!"
"TID_HINT_DARK_ELIXIR_LOOT","Вы сможете добывать черный эликсир в сражениях, как только построите для него хранилище."
"TID_HINT HEROES_USE","Ваш герой может нападать на вражеские деревни или охранять вашу."
"TID_HINT HEROES_DIE","Герои бессмертны, но уязвимы. Чтобы они вернулись в строй, сначала их придется вылечить."
"TID_HINT HEROES_REGENERATE","Исцелите героя, дав ему поспать или используя кнопку исцеления."
"TID_HINT HERO_BARBARIAN_KING","Король варваров — сильнейший из всех. Он выпил столько черного эликсира, что сделался больше гигантов."
"TID_HINT HERO_ARCHER_QUEEN","Королева лучниц — зоркая воительница, владеющая улучшенным миниатюрным арбалетом."
"TID_BUTTON_FBPAGE","Последние обновления"
"TID_BUILDING_SPELL_FORGE","Фабрика заклинаний"
"TID_SPELL_FORGE_INFO","Фабрика заклинаний — дом для мудрых колдунов, которые куда лучше справятся с созданием магического оружия, чем с лобовой атакой. Используйте их мощные атакующие заклинания, чтобы переломить ход сражения!"
"TID_OTHER_SPELL_LEFT","Выберите другое заклинание"
"TID_ALL_SPELLS_USED","Заклинаний не осталось"
"TID_TRAIN_SPELL_STORAGE_FULL","Хранилище заклинаний переполнено!"
"TID_TRAIN_SPELL_STORAGE_FULL_INFO","Улучшите фабрику заклинаний для большей вместимости"
"TID_SPELLS_INSIDE","Использовано места в хранилище: <number> / <number2>"
"TID_SPELL_CAPACITY_AFTER_TRAIN","Место в хранилище после приготовления:"
"TID_SPELL_STORAGE_CAPACITY","Вместимость хранилища заклинаний: <number>"
"TID_SPELL_DAMAGE","Всего урона: <number>"
"TID_INFO_FORGING_TIME","Время приготовления:"
"TID_FORGE_COST","Цена: <resource> — <number>"
"TID_SPELL_SPEED_UP_SUCCESS","Приготовление заклинания завершено!"
"TID_NOT_ENOUGH_SPELL_STORAGE","Ваше хранилище заклинаний переполнено!"
"TID_LIGHTNING_STORM","Грозовое заклинание"
"TID_HEALING_WAVE","Исцеляющее заклинание"
"TID_HASTE","Заклинание ярости"
"TID_HASTE_DAMAGE","Увеличение урона: <number> %"
"TID_REQUIRED_SPELL_FORGE_LEVEL","Нужна фабрика заклинаний <number>-го уровня"
"TID_UNLOCK_SPELL_FORGE_SPELL","Открывает: <name>"
"TID_POPUP_UPGRADE_ALREADY_IN_PROGRESS","Идет улучшение"
"TID_TIP_SPELL_FORGE","Готовьте сильнодействующие заклинания, которые можно использовать во время нападения."
"TID_POPUP_FORGE_TITLE","Готовятся заклинания <limit>"
"TID_CANCLE_TRAINING_INFO","Внимание! При удалении воинов из очереди вам возвратится только <number> % от их стоимости."
"TID_CANCLE_SPELL_INFO","Внимание! При удалении заклинаний из очереди вам возвратится только <number> % от их стоимости."
"TID_HASTE_SPEED","Увеличение скорости: <number>"
"TID_INFO_EFFECT_TYPE","Вид эффекта:"
"TID_TOTAL_HEAL","Исцеление: <number>"
"TID_REPLAY_BUTTON_FAIL","Повтор больше недоступен!"
"TID_ACHIEVEMENT_CHALLENGE_BUTTON","Бросить вызов друзьям"
"TID_NAME_INSTRUCTIONS","Выберите имя. Его будут видеть другие игроки, и вы не сможете изменить его позже!"
"TID_BUTTON_REPLAY","Повтор"
"TID_BUTTON_WATCH","Смотреть"
"TID_REPLAY_TIME","Конец повтора через:"
"TID_GC_CHALLENGE","Бросьте вызов друзьям"
"TID_GC_NOCHALLENGE","Открыть достижения"
"TID_POPUP_HEADER_ABOUT_TO_SPEED_UP","Завершите сейчас!"
"TID_POPUP_SPEED_UP_UPGRADE","<item>: хотите завершить улучшение за кристаллы (<number>)?"
"TID_POPUP_SPEED_UP_CONSTRUCTION","<item>: хотите завершить строительство за кристаллы (<number>)?"
"TID_POPUP_SPEED_UP_UPGRADE_SLOWDOWN","<item>: начало улучшения замедляет тренировку армии. Хотите завершить улучшение сейчас за кристаллы (<number>)?"
"TID_POPUP_SPEED_UP_CONSTRUCTION_SLOWDOWN","<item>: постройка замедляет тренировку армии. Хотите завершить улучшение сейчас за кристаллы (<number>)?"
"TID_BUTTON_CREATE_SPELL","Приготовить"
"TID_REVENGE_NOT_AVAILABLE","Отомстить невозможно"
"TID_REPLAY_NOT_AVAILABLE","Повтор недоступен"
"TID_RESTART_REPLAY_BUTTON","Перезапустить"
"TID_REPLAY_REPLAY","Повтор"
"TID_REPLAY_SPEED","Скорость повтора:"
"TID_REPLAY_PLAY_AGAIN","Просмотреть заново"
"TID_UPGRADE_FINISH_NOW","Закончить улучшение:"
"TID_FINISH_SPELL","Закончить сейчас:"
"TID_TARGET_ALREADY_IN_ALLIANCE","Игрок уже в клане."
"TID_LIGHTNING_STORM_INFO","Нанесите молниеносные удары противникам!\n\nНаложите эти заклинания в деревне врага, чтобы наносить урон постройкам или воинам в небольшой зоне."
"TID_HEALING_WAVE_INFO","Исцеляйте свои войска, чтобы они продолжали сражаться!\n\nИспользуйте эти заклинания, чтобы создать кольцо исцеления. Находясь в нем, ваши войска будут исцеляться."
"TID_HASTE_INFO","Разъярите свои войска, чтобы сделать их крупнее, быстрее и сильнее!\n\nНаложите эти заклинания, чтобы создать кольцо ярости. Пока воины внутри кольца, их скорость и сила будет больше обычного."
"TID_COMING_SOON","Скоро..."
"TID_UNIT_STORAGE_CAPACITY_ALL","Вмещаемые войска: <number>"
"TID_TOTAL_CAPACITY_AFTER_TRAIN","Количество войск, вмещаемых после тренировки:"
"TID_BUILDING_TEXT_RESEARCH","Исследование"
"TID_IF_LOST","Поражение:"
"TID_POPUP_HEADER_ABOUT_TO_CANCEL_SPELL","Уверены?"
"TID_POPUP_ABOUT_TO_CANCEL_SPELL","При удалении заклинаний из очереди вернется только <number> % от их стоимости."
"TID_ALLIANCE_REJECT_DEFAULT_MESSAGE","Простите, но мы решили не принимать вас в клан."
"TID_ALLIANCE_REJECT_MESSAGE_TITLE","Отказать игроку <name>"
"TID_KICK_DEFAULT_MESSAGE","Простите, но мы решили изгнать вас из клана."
"TID_KICK_MESSAGE_TITLE","Изгнать игрока <name>?"
"TID_KICKED_FROM_ALLIANCE","Вы изгнаны из клана: <msg>"
"TID_CLAN_CASTLE_TROOPS_INSIDE","Подкрепление:"
"TID_ALLIANCE_CREATE_TROPHY_COUNT","Трофеи для вступления:"
"TID_ALLIANCE_SCORE_LIMIT_NONE","0"
"TID_CLAN_MINIMUM_TROPHYS","Необходимо трофеев:"
"TID_STREAM_EVENT_ACCEPTED","принимается в клан игроком <name>"
"TID_STREAM_EVENT_DEMOTED","понижается игроком <name>"
"TID_STREAM_EVENT_PROMOTED","повышается игроком <name>"
"TID_STREAM_EVENT_JOINED","вступает в клан"
"TID_STREAM_EVENT_KICKED","изгоняется из клана игроком <name>"
"TID_STREAM_EVENT_LEFT","покидает клан"
"TID_FEEDBACK_BUTTON1","Проблема с покупкой"
"TID_FEEDBACK_BUTTON2","Проблема с подключением"
"TID_FEEDBACK_BUTTON3","Другая проблема"
"TID_FEEDBACK_BUTTON4","Отзыв"
"TID_FEEDBACK_MAIL_TEXT","\n\n\n---------НЕ УДАЛЯТЬ!---------\n<tags>\n------------------------------\n"
"TID_CLAN_JOIN_FAIL_CLOSED","Клан закрыт!"
"TID_CLAN_JOIN_FAIL_ALREADY_SENT","Подождите, прежде чем отправить еще один запрос на вступление в этот клан!"
"TID_CLAN_JOIN_FAIL_NO_SCORE","Для вступления в этот клан нужно больше трофеев!"
"TID_CLAN_JOIN_FAIL_ALREADY_IN_CLAN","Вы уже в клане!"
"TID_CLAN_JOIN_FAIL_FULL","Клан переполнен!"
"TID_CLAN_JOIN_FAIL_GENERIC","Невозможно вступить в клан!"
"TID_CLAN_JOIN_FAIL_TOO_MANY_PENDING_REQUESTS","Сейчас вступить в клан невозможно. Попробуйте позже."
"TID_REPORT_PLAYER_BUTTON","Сообщить"
"TID_PLAYER_REPORTED_SUCCESSFULLY","Сообщение об игроке отправлено!"
"TID_PLAYER_ALREADY_REPORTED","Вы уже сообщили об этом игроке!"
"TID_TOO_MANY_REPORTS_SENT","Превышен ежедневный лимит жалоб!"
"TID_CONFIRM_MERGE","Уверены?"
"TID_CONFIRM_ARE_YOU_SURE","Вы уверены, что хотите удалить деревню и заменить ее на следующую:"
"TID_CONFIRM_CONFIRM","Пожалуйста, введите \q<confirmword>\q и нажмите \qОК\q, чтобы завершить действие."
"TID_BUTTON_CONFIRM","ОК"
"TID_CHAT_UNAVAILABLE","Чат недоступен!"
"TID_CHAT_BANNED_REASON","Другие игроки сообщили о ваших неприемлемых комментариях."
"TID_CHAT_BANNED_PERIOD_OF","Вас заглушили в глобальном чате на:"
"TID_CHAT_INFO","Чтобы сообщить о недопустимом поведении, коснитесь оскорбительного сообщения и выберите \qСообщить\q."
"TID_CHAT_WELCOME","Добро пожаловать в глобальный чат.\n\nПожалуйста, относитесь к другим с уважением. Оскорбительное поведение недопустимо.\n\nНикому не сообщайте свою личную информацию (эл. почту, номер телефона, адрес, пароли)!"
"TID_CONFIRM_WORD","ПОДТВЕРДИТЬ"
"TID_CHAT_FAIL_BANNED","Вас временно заглушили в глобальном чате."
"TID_CHAT_JUST_BANNED","Другие игроки сообщили о ваших неприемлемых комментариях. Вы заблокированы в глобальном чате."
"TID_ATTACK_COOLDOWN_AFTER_MAINTENANCE","Возможность атаковать других игроков временно отключена!"
"TID_BUILDING_BOW","Арбалет"
"TID_BOW_INFO","Арбалет стреляет волшебными снарядами с огромной силой. Зарядите его эликсиром, и он будет работать автоматически. Вы можете нацелить его на наземных противников на большой дистанции или на все цели, но ближе."
"TID_BUTTON_LOAD","Загрузка"
"TID_BUTTON_ATTACK_MODE_AIR","воздух"
"TID_BUTTON_ATTACK_MODE_GROUND","земля"
"TID_BUTTON_ATTACK_MODE_AIR_AND_GROUND","Земля и воздух"
"TID_AMMO_ALREADY_FULL","Арбалет полностью заряжен!"
"TID_ALLIANCE_BUTTON_SEARCH","Искать"
"TID_ALLIANCE_SEARCH","Найти клан:"
"TID_ALLIANCE_SEARCH_HINT","Введи тег или название клана"
"TID_ALLIANCE_TAB_NAME","Найти клан"
"TID_BUILDING_TEXT_LOW_AMMO","Мало боеприпасов"
"TID_BUILDING_TEXT_NO_AMMO","Пусто"
"TID_JUMP_SPELL","Заклинание прыжка"
"TID_AMMO_FILL_CONFIRMATION","Арбалет заряжен!"
"TID_CLAN_SEARCH_RESULTS","Показаны результаты по запросу \q<name>\q"
"TID_CLAN_SEARCH_NO_RESULTS","Ничего не найдено"
"TID_TRAP_HALLOWEENBOMB","Бомба-тыква"
"TID_TRAP_HALLOWEENBOMB_INFO","У-у-у! Эта жутковатая бомба будет доступна совсем недолго."
"TID_BUTTON_RETRY","Попробовать снова"
"TID_SEARCH_STATUS","Идет подбор противников..."
"TID_ATTACK_FAIL_GENERIC","На деревню нельзя напасть! Попробуйте позже."
"TID_BUTTON_BOOST","Ускорить"
"TID_POPUP_HEADER_ABOUT_TO_BOOST","Ускорить производство"
"TID_POPUP_BOOST_GOLD_MINE","Удвоить скорость добычи золота на <time>?"
"TID_POPUP_BOOST_ELIXIR_COLLECTOR","Удвоить скорость добычи эликсира на <time>?"
"TID_POPUP_BOOST_BARRACKS","Увеличить скорость тренировки (в <multiplier> р.) на <time>?"
"TID_POPUP_BOOST_SPELL_FACTORY","Увеличить скорость приготовления заклинаний в <multiplier> р. на <time>?"
"TID_ALREADY_BOOSTED","Работа здания уже ускорена!"
"TID_BOOST_LEFT","Ускорения осталось:"
"TID_BUILDING_TEXT_CREATE_SPELL","Приготовить"
"TID_DECORATION_PEKKA_STATUE","Статуя П.Е.К.К.А."
"TID_CANCEL_BOOST_CONFIRMATION_TITLE","Отменить ускорение?"
"TID_CANCEL_BOOST_CONFIRMATION","Улучшение здания отменит ускорение. Вы уверены?"
"TID_XMAS_SPELL","Сюрприз от Санты"
"TID_XMAS_SPELL_INFO","Попросите у Санты лучший из подарков: разрушительный град на головы своих врагов!"
"TID_OBSTACLE_XMASTREE","Новогодняя елка"
"TID_NEXT_REQUEST","Следующий запрос:"
"TID_CASTLE_FULL","Крепость переполнена"
"TID_BARBARIAN_KING","Король варваров"
"TID_BARBARIAN_KING_INFO","Король варваров — самый свирепый и безжалостный варвар во всем королевстве, который из-за своей любви к черному эликсиру вырос до невероятных размеров. Он может нападать на вражеские поселения или защищать вашу деревню."
"TID_HERO_INSTRUCTIONS","Эта грациозная охотница в совершенстве владеет искусством разрушения, но не может похвастаться выносливостью. Защищаясь, она отстреливает врагов на своей территории, атакуя же, может спрятаться и нанести огромный урон, если открыта способность \qКоролевская мантия\q!"
"TID_ARCHER_QUEEN","Королева лучниц"
"TID_ARCHER_QUEEN_INFO","Королева лучниц — зоркая воительница. Ее оружие — улучшенный арбалет, о котором многие мужчины могут только мечтать. Она может нападать на вражеские деревни или охранять вашу."
"TID_DARK_ELIXIR","Черный эликсир"
"TID_RESOURCE_CAP_FULL_DARK_ELIXIR","Постройте новое хранилище черного эликсира или улучшите старое!"
"TID_BUILDING_DARK_ELIXIR_PUMP","Скважина черного эликсира"
"TID_BUTTON_HERO_PATROL","Защита"
"TID_BUTTON_HERO_SLEEP","Спать"
"TID_DARK_ELIXIR_PUMP_INFO","Наконец-то наши алхимики нашли способ добывать чистейший черный эликсир — самое редкое магическое вещество."
"TID_BUILDING_DARK_ELIXIR_STORAGE","Хранилище черного эликсира"
"TID_DARK_ELIXIR_STORAGE_INFO","Обычные сосуды для эликсира слишком хрупки для черного эликсира. Его сила втрое больше, поэтому мы изобрели особое хранилище кубической формы!"
"TID_DONATED_TO_CLAN","Пожертвовано войск:"
"TID_DARK_ELIXIR_SHOP_PACK","Черный эликсир: <number>"
"TID_RESOURCE_PACK_DARK_ELIXIR_FULL","Наполнить хранилища черного эликсира"
"TID_RESOURCE_PACK_DARK_ELIXIR_10","Наполнить хранилища на 10 %"
"TID_RESOURCE_PACK_DARK_ELIXIR_50","Наполнить хранилища на 1/2"
"TID_XBOW_LOADING_COST","Цена загрузки: <resource> (<number>)"
"TID_SPEED_UP_HERO_HEALTH_HEADER","Исцелить!"
"TID_SPEED_UP_HERO_HEALTH_TEXT","<item>: хотите полностью восстановить здоровье?"
"TID_BUTTON_ENERGIZE","Исцеление"
"TID_POPUP_BOOST_DARK_ELIXIR_COLLECTOR","Удвоить скорость добычи черного эликсира на <time>?"
"TID_FULLY_LOADED","Полностью заряжено"
"TID_SHIELD_SCORE_LIMIT","Недоступен, если трофеев больше <number>"
"TID_SHOP_NEW_ITEM","Новое"
"TID_BUTTON_LOCAL_HIGHSCORE","Местные"
"TID_BUTTON_GLOBAL_HIGHSCORE","Глобальные"
"TID_TRAP_AIR","Воздушная бомба"
"TID_TRAP_AIR_INFO","Последнее изобретение в борьбе с летучими вредителями. Эта ловушка может бить сразу по нескольким воздушным целям в небольшом радиусе."
"TID_TRAP_AIR_MEGA","Мины воздушного поиска"
"TID_TRAP_AIR_MEGA_INFO","Это птица? Это самолет? Хотя неважно. Мина воздушного поиска что угодно низвергнет с небес на землю. Эта ловушка наносит поразительный урон одной летучей цели."
"TID_LOCAL_NOTIFICATION_HERO_HAS_FULL_HEALTH","<name> готов к бою!"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Встроенные покупки"
"TID_INFO_POP_UP_IAP_NOTE","Clash of Clans — бесплатная игра, но вы можете ускорить ее прохождение, делая встроенные покупки. Отключить эту опцию можно, изменив настройки встроенных покупок. Также вам должно быть не менее 13 лет."
"TID_INFO_POP_UP_IAP_NOTE_ANDROID","Clash of Clans — бесплатная игра, но вы можете ускорить ее прохождение, делая встроенные покупки. Чтобы отключить эту возможность, установите пароль на покупки в настройках приложения Google Play. Также вам должно быть не менее 13 лет."
"TID_INFO_POP_UP_IAP_NOTE_KUNLUN","Clash of Clans — бесплатная игра, но вы можете ускорить ее прохождение, делая покупки в игре."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","ОК"
"TID_NEW_CLAN_MEMBER","Новое"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_SCORES","Невозможно найти таблицу лидеров для вашего региона."
"TID_LOCAL_NOTIFICATION_YOUR_ARMY_IS_READY","Войска готовы к бою!"
"TID_DARK_ELIXIR_BARRACK","Темная казарма"
"TID_DARK_ELIXIR_BARRACK_INFO","Темная казарма распахнет свои двери для созданий, появившихся благодаря черному эликсиру. Улучшите казарму, чтобы открыть больше видов войск с особыми боевыми навыками."
"TID_WARRIORGIRL","Валькирия"
"TID_BOARRIDER","Всадник на кабане"
"TID_GARGOYLE","Миньон"
"TID_GOLEM","Голем"
"TID_LABORATORY_UPGRADING","Улучшение:"
"TID_LABORATORY_HINT","Выберите, что улучшить"
"TID_LABORATORY_HINT2","Проведите по экрану, чтобы увидеть все доступные улучшения."
"TID_POPUP_UPGRADE_NOT_AVAILABLE_TITLE","<character> <number>-го уровня"
"TID_BUTTON_SELECT_MORE","Выбрать ряд"
"TID_SINGLE_PLAYER_AVAILABLE_LOOT","Доступная добыча:"
"TID_CHARACTER_INFO_BARBARIAN","Во время уничтожения вражеской деревни этот бесстрашный воин полагается на свои огромные мускулы и сногсшибательные усы. Отправьте в бой толпу варваров и наслаждайтесь хаосом."
"TID_CHARACTER_INFO_ARCHER","Эти меткие стрелки всегда держат дистанцию как на поле брани, так и в мирной жизни. Уничтожение врагов — их единственная цель."
"TID_CHARACTER_INFO_GOBLIN","Эти маленькие шустрые существа видят лишь одно: ДОБЫЧУ! Они двигаются быстрее, чем реагируют ловушки, а их любовь к ресурсам не знает границ."
"TID_CHARACTER_INFO_GIANT","На первый взгляд эти здоровые парни — тихони, но покажите им турель или пушку, и их ярость станет безграничной! Неспешные, но стойкие, эти воины просто созданы для того, чтобы принимать на себя удар."
"TID_CHARACTER_INFO_WALLBREAKER","Ничто не согревает холодное небьющееся сердце стенобоев так, как подрывание стен. Группа этих бойцов проложит путь вашим наземным войскам одним БАХОМ!"
"TID_CHARACTER_INFO_BALLOON","Эти проворные скелеты предпочитают удовольствию от уничтожения стен наслаждение от разрушения защитных орудий. Призовите их, чтобы уничтожать мортиры и пушки!"
"TID_CHARACTER_INFO_WIZARD","Колдун наводит ужас одним своим присутствием на поле боя. Возьмите в бой несколько колдунов — от их разрушительных ударов не скрыться ни на земле, ни в небе!"
"TID_CHARACTER_INFO_HEALER","Это величественное создание живет для того, чтобы защищать и исцелять своих товарищей. Любой армии пригодится ее целительная сила. Но помните, что ее саму нужно защищать от воздушных атак!"
