"TID","FA"
"TID_HINT_WIZARD_INFO","جادوگرها می‌توانند آسیب زیادی وارد کنند، اما تحمل آسیب بالا را ندارند"
"TID_HINT_HEALER_INFO","شفادهنده‌ها می‌توانند واحدهای زمینی شما را شفا دهند، اما به دشمنان حمله نخواهند کرد"
"TID_HINT_HEALER_AIR","شفادهنده یک واحد پرنده است. دفاع‌های هوایی و برج‌های کماندار می‌توانند به سرعت با شلیک او را به زیر بکشند"
"TID_HINT_DRAGON_AIR","اژدها یک واحد پرنده قدرتمند است که می‌تواند به هدف‌های زمینی و هوایی حمله کند"
"TID_HINT_PEKKA_INFO","آیا P.E.K.K.A یک شوالیه است؟ سامورایی است؟ روبات است؟ هیچ‌کس نمی‌داند!"
"TID_HINT_PEKKA_TRAP","زره تن P.E.K.K.A. به قدری سنگین است که تله‌های فنری روی آن کار نمی‌کنند."
"TID_HINT_CANNON_TARGET","توپخانه‌ها تنها می‌توانند به واحدهای زمینی شلیک کنند"
"TID_HINT_MORTAR_TARGET","خمپاره‌اندازها تنها می‌توانند به واحدهای زمینی شلیک کنند"
"TID_HINT_MORTAR_DAMAGE","خمپاره‌اندازها به همه واحدهای زمینی نزدیک محل اصابتش، آسیب می‌رساند"
"TID_HINT_ARCHER_TOWER_TARGET","برج‌های کماندار می‌توانند واحدهای هوایی و زمینی را هدف قرار دهند"
"TID_HINT_AIR_DEFENSE_TARGET","راکت‌های پدافند هوایی تنها در مقابل واحدهای پرنده کار می‌کنند"
"TID_HINT_WIZARD_TOWER_DAMAGE","برج جادوگر به همه واحدهای در منطقه هدف آسیب وارد می‌کند"
"TID_HINT_WIZARD_TOWER_TARGET","برج جادوگر می‌تواند واحدهای زمینی و همچنین هوایی را هدف بگیرد"
"TID_HINT_TESLA_HIDDEN","برج تسلای مخفی تا زمانی که حمله‌کنندگان به اندازه کافی به آن نزدیک شوند، از دید آنها مخفی است"
"TID_HINT_TESLA_TARGET","تسلای مخفی می‌تواند به واحدهای هوایی و زمینی حمله کند"
"TID_HINT_TRAPS_TARGET","تله‌ها از دید بازدیدکنندگان تا زمانی که به اندازه کافی به آنها نزدیک نشوند، مخفی هستند"
"TID_HINT_OBSTACLES","گاهی اوقات، برای تمیز کردن موانع مانند سنگ‌ها و درخت‌ها جواهر پاداش می‌گیرید."
"TID_HINT_BATTLE_LOG","گزارش نبرد اطلاعاتی درباره حمله‌های بر علیه دهکده شما را نشان می‌دهد"
"TID_HINT_REPLAY","شما می‌توانید بازپخش نبرد را از گزارش نبرد تماشا کنید!"
"TID_HINT_ENEMY_TOWN_HALL","نابود کردن تالار شهر دشمن همیشه یک ستاره به شما می‌دهد"
"TID_HINT_CLAN_CASTLE","نیروهای موجود در قلعه قبیله از دهکده شما دفاع خواهند کرد"
"TID_HINT_CAMP","نیروهای موجود در اردوگاه‌ها تنها برای حمله هستند - آنها از دهکده‌تان دفاع نخواهند کرد"
"TID_HINT_SHIELD2","یک سپر فعال از شما در برابر حمله‌ها محافظت می‌کند، اما حمله کردن به سایرین باعث کاهش مدت زمان آن می‌شود."
"TID_HINT_SHIELD_GAIN","اگر یک حمله‌کننده دهکده شما را نابود کند، یک سپر رایگان دریافت خواهید کرد"
"TID_HINT_SHIELD_GAIN_TIME","اگر دهکده شما آسیب بیشتری دیده باشد، سپر طولانی‌تری دریافت می‌کنید"
"TID_HINT_SHIELD_LOSE","اگر در زمانی که یک سپر فعال دارید، به یک بازیکن دیگر حمله کنید، چند ساعت از سپرتان را از دست خواهید داد"
"TID_HINT_SHIELD_SINGLE_PLAYER","شما می‌توانید به اردوگاه جن‌ها (بازی مأموریت تک نفره) بدون از دست دادن سپر فعال حمله کنید"
"TID_HINT_SINGLE_PLAYER_REWARDS","برای ارتقا به اندکی طلای بیشتری نیاز دارید؟ آن را در یک مأموریت تک نفره از جن‌ها بگیرید!"
"TID_HINT_TROPHY_COUNT","جام‌هایی که برنده می‌شوید از جام‌های حریفتان کم می‌شود!"
"TID_HINT_ACHIEVEMENT_GEMS","برای کسب جواهرهای رایگان سبز، دستاوردها را کامل کنید!"
"TID_HINT_UNLOCKS","برای بازگشایی قفل ساختمان‌های جدید و سطوح جدید ارتقا برای ساختمان‌های کنونی‌تان، تالار شهر را ارتقا دهید"
"TID_HINT_REBUILD_CLANCASTLE","برای پیوستن به نیروها با سایر بازیکنان، قلعه قبیله را بازسازی کنید!"
"TID_HINT_CLAN_REINFORCEMENTS","برای درخواست نیروی کمکی از هم‌قبیله‌ای‌ها، از قلعه قبیله استفاده کنید!"
"TID_HINT_CLAN_TROOP_DEPLOY","نیروهای کمک قلعه قبیله می‌توانند از دهکده شما در برابر حمله دشمن دفاع کنند یا می‌توانید در زمان حمله آنها را به کار گیرید"
"TID_HINT_SPELL_LIGTHNING","طلسم رعد و برق به واحدها و ساختمان‌های موجود در یک ناحیه کوچک آسیب می‌رساند."
"TID_HINT_SPELL_HEALING","طلسم شفابخش یک حلقه شفابخش ایجاد می‌کند که نیروهایتان در آن قرار دارند."
"TID_HINT_SPELL_RAGE","طلسم خشم یک حلقه خشم ایجاد می‌کند که زمانی که واحدهای شما در آن هستند قوی‌تر و سریع‌تر عمل می‌کنند."
"TID_HINT_SPELL_JUMP","طلسم پرش یک مسیر موقت در بین دیوارهای دشمن ایجاد می‌کند تا نیروهایتان آن را دنبال کنند."
"TID_HINT_SPELL_JUMP_2","برای هدایت مجدد نیروهای جنگنده که مشغول حمله به دیوار هستند، از طلسم پرش استفاده کنید!"
"TID_HINT_FORUMS","به تالارهای گفتگوی Clash of Clans بپیوندید! به تنظیمات - غیره مراجعه کنید."
"TID_HINT_LABORATORY","شما می‌توانید نیروهایتان را در آزمایشگاه برای بهتر و قدرتمندتر کردن آنها ارتقا دهید."
"TID_HINT_DPS","آمار آسیب در اطلاعات واحد و برج به ازای آسیب در هر ثانیه محاسبه می‌شوند."
"TID_HINT_LABORATORY_UPGRADES","زمانی که ارتقا در آزمایشگاه شروع می‌شود، نمی‌توانید آن را لغو کنید. برای بعد برنامه بریزید!"
"TID_HINT_USABLE_WHILE_UPGRADING","اردوگاه‌ها، قلعه‌های قبیله و مخازن در زمانی که در حال ارتقا هستند، عملکرد خود را از دست نمی‌دهند."
"TID_HINT_END_BATTLE","زمانی که در یک نبرد حداقل یک ستاره برنده شدید، می‌توانید به نبرد خاتمه دهید و پیروز باشید."
"TID_HINT_CHAT_REPORT","اگر در یک گپ، یک پیام توهین‌آمیز مشاهده کردید، روی آن ضربه بزنید و برای گزارش آن بازیکن، \qگزارش\q را انتخاب کنید."
"TID_HINT_CHAT_REPORT_LIMIT","از گزارش گپ تنها در مواقع ضروری استفاده کنید - کنترل خود را از دست ندهید!"
"TID_HINT_REVENGE_OF_REVENGE","حمله انتقام‌جویانه در برابر بازیکنانی که شما ابتدا به آنها حمله کرده‌اید در دسترس نیست."
"TID_HINT_BATTLE_ENDS","نبرد زمانی تمام می‌شود که شما تمام نیروها، نیروهای کمکی قبیله و طلسم‌های آسیب‌رسان را صرف کرده باشید."
"TID_HINT_XBOW_LVL_8","ارتقای تالار شهر به شما امکان دسترسی به یک سلاح دفاعی به نام کمان ایکس را می‌دهد."
"TID_HINT_XBOW_TARGETS_1","شما می‌توانید از کمان ایکس برای حمله به هدف‌های هوایی و زمینی در یک محدوده کوچک استفاده کنید."
"TID_HINT_XBOW_TARGETS_2","شما می‌توانید از کمان ایکس تنها برای حمله به هدف‌های زمینی در یک محدوده کوچک استفاده کنید."
"TID_HINT_XBOW_AMMO","کمان ایکس از اکسیر به عنوان مهمات استفاده می‌کند. به یاد داشته باشید پس از حمله‌های دشمن آن را دوباره بارگیری کنید!"
"TID_HINT_BOOST_RESOURCES","شما می‌توانید میزان تولید معادن طلا و دستگاه‌های تقطیر اکسیر را زمانی که به سطح 5 ارتقا پیدا کردند، با جواهر تسریع کنید."
"TID_HINT_BOOST_SPELLS","شما می‌توانید میزان تولید کارخانه طلسم را با جواهر تسریع کنید."
"TID_HINT_BOOST_TRAINING","شما می‌توانید سرعت آموزش پادگان‌ها را با جواهر تسریع کنید."
"TID_HINT_USE_SPELLS","طلسم‌ها تأثیر بزرگی روی نتیجه نبرد دارند. مطمئن شوید از آنها استفاده می‌کنید!"
"TID_HINT_DARK_ELIXIR_USAGE","شما می‌توانید از اکسیر سیاه برای احضار قدرتمندترین قهرمان‌های موجود در قلمرو استفاده کنید!"
"TID_HINT_DARK_ELIXIR_BUILDINGS","اکسیر سیاه و همچنین نیروهای اکسیر سیاه را می‌توان با شروع به کار تالار شهر سطح 7 ذخیره و تولید کرد!"
"TID_HINT_DARK_ELIXIR_LOOT","شما می‌توانید به محض اینکه مخزن اکسیر سیاه را ساختید، شروع به غنیمت گرفتن اکسیر سیاه کنید."
"TID_HINT HEROES_USE","قهرمان شما می‌تواند به دهکده‌های دشمن حمله کند یا از دهکده شما در برابر حمله‌های دشمن محافظت کند."
"TID_HINT HEROES_DIE","قهرمان‌ها نامیرا هستند، اما ممکن است آسیب ببینند و باید قبل از اینکه دوباره بتوانند بجنگند، شفا یابند."
"TID_HINT HEROES_REGENERATE","قهرمان خود را با خواباندن او یا با استفاده از دکمه شفا، مداوا کنید."
"TID_HINT HERO_BARBARIAN_KING","شاه بربرها قوی‌ترین آنهاست. مصرف اکسیر سیاه باعث شده تا او ازغول‌ها بزرگ‌تر شود."
"TID_HINT HERO_ARCHER_QUEEN","ملکه کماندار یک جنگجوی دارای چشم عقاب است که یک کمان ایکس تغییر یافته و مینیاتوری دارد."
"TID_BUTTON_FBPAGE","آخرین به‌روزرسانی‌ها"
"TID_BUILDING_SPELL_FORGE","کارخانه طلسم"
"TID_SPELL_FORGE_INFO","کارخانه طلسم خانه جادوگرهای قدیمی بوده و برای ساخت سلاح‌های جادویی جنگی در خط مقدم مناسب‌تر است. از طلسم‌های حمله قدرتمند آنها برای تغییر جریان نبرد به نفع خودتان استفاده کنید!"
"TID_OTHER_SPELL_LEFT","انتخاب یک طلسم دیگر"
"TID_ALL_SPELLS_USED","طلسمی باقی نمانده است"
"TID_TRAIN_SPELL_STORAGE_FULL","مخزن طلسم پر است!"
"TID_TRAIN_SPELL_STORAGE_FULL_INFO","کارخانه طلسم را برای گنجایش بیشتر ارتقا دهید"
"TID_SPELLS_INSIDE","گنجایش مخزن طلسم استفاده شده: <number> / <number2>"
"TID_SPELL_CAPACITY_AFTER_TRAIN","گنجایش مخزن طلسم پس از آمیختن:"
"TID_SPELL_STORAGE_CAPACITY","گنجایش مخزن طلسم: <number>"
"TID_SPELL_DAMAGE","آسیب کلی: <number>"
"TID_INFO_FORGING_TIME","زمان آمیختن:"
"TID_FORGE_COST","هزینه: <number> <resource>"
"TID_SPELL_SPEED_UP_SUCCESS","آمیختن طلسم تمام شد!"
"TID_NOT_ENOUGH_SPELL_STORAGE","گنجایش مخزن طلسم شما پر شده است!"
"TID_LIGHTNING_STORM","طلسم رعد و برق"
"TID_HEALING_WAVE","طلسم شفابخش"
"TID_HASTE","طلسم خشم"
"TID_HASTE_DAMAGE","افزایش آسیب: <number>%"
"TID_REQUIRED_SPELL_FORGE_LEVEL","سطح <number> کارخانه طلسم ضروری است"
"TID_UNLOCK_SPELL_FORGE_SPELL","بازگشایی قفل <name>"
"TID_POPUP_UPGRADE_ALREADY_IN_PROGRESS","ارتقا در حال انجام"
"TID_TIP_SPELL_FORGE","طلسم‌های قدرتمند را که می‌توان در حین حمله استفاده کرد بسازید"
"TID_POPUP_FORGE_TITLE","<limit> ساخت طلسم"
"TID_CANCLE_TRAINING_INFO","توجه! حذف نیروها از صف فقط <number>% از هزینه را بازپرداخت می‌کند."
"TID_CANCLE_SPELL_INFO","توجه! حذف طلسم از صف فقط <number>% از هزینه را بازپرداخت می‌کند."
"TID_HASTE_SPEED","افزایش سرعت: <number>"
"TID_INFO_EFFECT_TYPE","نوع اثر:"
"TID_TOTAL_HEAL","شفای کلی: <number>"
"TID_REPLAY_BUTTON_FAIL","بازپخش دیگر در دسترس نیست!"
"TID_ACHIEVEMENT_CHALLENGE_BUTTON","دوستان را به مبارزه بطلبید"
"TID_NAME_INSTRUCTIONS","نامی که دوست دارید را انتخاب کنی. این نام برای سایر بازیکنان نشان داده می‌شود و بعداً نمی‌توانید آن را تغییر دهید!"
"TID_BUTTON_REPLAY","بازپخش"
"TID_BUTTON_WATCH","تماشا"
"TID_REPLAY_TIME","بازپخش خاتمه می‌یابد در:"
"TID_GC_CHALLENGE","دوستان را به مبارزه بطلبید"
"TID_GC_NOCHALLENGE","باز کردن دستاوردها"
"TID_POPUP_HEADER_ABOUT_TO_SPEED_UP","اکنون تمام شود!"
"TID_POPUP_SPEED_UP_UPGRADE","آیا می‌خواهید ارتقا <item> را به ازای <number> جواهر تمام کنید؟"
"TID_POPUP_SPEED_UP_CONSTRUCTION","آیا می‌خواهید ساخت <item> را به ازای <number> جواهر تمام کنید؟"
"TID_POPUP_SPEED_UP_UPGRADE_SLOWDOWN","ارتقای <item>، آموزش ارتش را کند می‌کند. مایلید به ازای <number> جواهر، الآن ارتقا را تمام کنید؟"
"TID_POPUP_SPEED_UP_CONSTRUCTION_SLOWDOWN","ساختن <item>، آموزش ارتش را کند می‌کند. مایلید به ازای <number> جواهر، الآن ارتقا را تمام کنید؟"
"TID_BUTTON_CREATE_SPELL","معجون"
"TID_REVENGE_NOT_AVAILABLE","انتقام در دسترس نیست"
"TID_REPLAY_NOT_AVAILABLE","بازپخش در دسترس نیست"
"TID_RESTART_REPLAY_BUTTON","شروع مجدد"
"TID_REPLAY_REPLAY","بازپخش"
"TID_REPLAY_SPEED","سرعت بازپخش:"
"TID_REPLAY_PLAY_AGAIN","پخش مجدد"
"TID_UPGRADE_FINISH_NOW","اتمام ارتقا:"
"TID_FINISH_SPELL","اکنون تمام شود:"
"TID_TARGET_ALREADY_IN_ALLIANCE","بازیکن فعلا در یک قبیله است."
"TID_LIGHTNING_STORM_INFO","دشمن‌های خود را با شلیک رعد و برق با برق‌گرفتگی به هلاکت برسانید!\n\nاین طلسم را برای آسیب رساندن به ساختمان‌ها و واحدهای داخل یک منطقه کوچک در دهکده دشمن آزاد کنید."
"TID_HEALING_WAVE_INFO","برای نگه داشتن نیروهایتان در جنگ، آنها را شفا دهید!\n\nبرای ایجاد یک حلقه شفابخش، این طلسم را رها کنید. واحدها شما در زمانی که داخل این حلقه قرار می‌گیرند، شفا پیدا خواهند کرد."
"TID_HASTE_INFO","برای بزرگ‌تر، سریع‌تر و قوی‌تر کردن واحدها، آنها را خشمگین کنید!\n\nبرای ایجاد یک حلقه خشم، این را رها کنید! واحدهای شما در زمانی که در این حلقه هستند، سرعت و قدرت به دست می‌آورند."
"TID_COMING_SOON","به زودی می‌آید..."
"TID_UNIT_STORAGE_CAPACITY_ALL","کل گنجایش نیرو: <number>"
"TID_TOTAL_CAPACITY_AFTER_TRAIN","گنجایش نیرو پس از آموزش:"
"TID_BUILDING_TEXT_RESEARCH","پژوهش"
"TID_IF_LOST","شکست:"
"TID_POPUP_HEADER_ABOUT_TO_CANCEL_SPELL","آیا مطمئنید؟"
"TID_POPUP_ABOUT_TO_CANCEL_SPELL","با لغو کردن طلسم‌های در صف تنها <number>% از هزینه برگردانده خواهد شد."
"TID_ALLIANCE_REJECT_DEFAULT_MESSAGE","متأسفیم، ما تصمیم گرفتیم اجازه ندهیم وارد قبیله شوید."
"TID_ALLIANCE_REJECT_MESSAGE_TITLE","رد: <name>"
"TID_KICK_DEFAULT_MESSAGE","متأسفیم، ما تصمیم گرفتیم شما را از قبیله بیرون بیندازیم."
"TID_KICK_MESSAGE_TITLE","<name> بیرون انداخته شد؟"
"TID_KICKED_FROM_ALLIANCE","شما از قبیله بیرون انداخته شده‌اید: <msg>"
"TID_CLAN_CASTLE_TROOPS_INSIDE","نیروهای کمکی:"
"TID_ALLIANCE_CREATE_TROPHY_COUNT","حداقل جام برای پیوستن:"
"TID_ALLIANCE_SCORE_LIMIT_NONE","0"
"TID_CLAN_MINIMUM_TROPHYS","جام‌های مورد نیاز"
"TID_STREAM_EVENT_ACCEPTED","توسط <name> در قبیله پذیرفته شد"
"TID_STREAM_EVENT_DEMOTED","توسط <name> تنزل رتبه پیدا کرد"
"TID_STREAM_EVENT_PROMOTED","توسط <name> ارتقای رتبه گرفت"
"TID_STREAM_EVENT_JOINED","به قبیله پیوست"
"TID_STREAM_EVENT_KICKED","توسط <name> از قبیله بیرون انداخته شد"
"TID_STREAM_EVENT_LEFT","قبیله را ترک کرد"
"TID_FEEDBACK_BUTTON1","مشکل در خرید"
"TID_FEEDBACK_BUTTON2","مشکل در اتصال"
"TID_FEEDBACK_BUTTON3","سایر مشکلات"
"TID_FEEDBACK_BUTTON4","بازخورد"
"TID_FEEDBACK_MAIL_TEXT","\n\n\n---------حذف نکنید!---------\n<tags>\n------------------------------\n"
"TID_CLAN_JOIN_FAIL_CLOSED","قبیله بسته شده است!"
"TID_CLAN_JOIN_FAIL_ALREADY_SENT","قبل از ارسال یک درخواست دیگر برای پیوستن به این قبیله، منتظر بمانید!"
"TID_CLAN_JOIN_FAIL_NO_SCORE","شما برای پیوستن به این قبیله، جام کافی ندارید!"
"TID_CLAN_JOIN_FAIL_ALREADY_IN_CLAN","شما در حال حاضر در یک قبیله هستید!"
"TID_CLAN_JOIN_FAIL_FULL","قبیله پر است!"
"TID_CLAN_JOIN_FAIL_GENERIC","نمی‌توانید به این قبیله بپیوندید!"
"TID_CLAN_JOIN_FAIL_TOO_MANY_PENDING_REQUESTS","نمی‌توانید اکنون به این قبیله بپیوندید. لطفاً بعداً دوباره امتحان کنید."
"TID_REPORT_PLAYER_BUTTON","گزارش"
"TID_PLAYER_REPORTED_SUCCESSFULLY","بازیکن گزارش شد!"
"TID_PLAYER_ALREADY_REPORTED","شما قبلاً این بازیکن را گزارش کرده‌اید!"
"TID_TOO_MANY_REPORTS_SENT","محدودیت گزارش‌دهی روزانه شما تمام شده است!"
"TID_CONFIRM_MERGE","آیا مطمئنید؟"
"TID_CONFIRM_ARE_YOU_SURE","آیا کاملاً مطمئنید که می‌خواهید دهکده کنونی را پاک کنید و آن را با مورد زیر جایگزین کنید:"
"TID_CONFIRM_CONFIRM","لطفاً در \q<confirmword>\q تایپ کنید و دکمه تایید را برای تکمیل این عمل فشار دهید"
"TID_BUTTON_CONFIRM","تایید"
"TID_CHAT_UNAVAILABLE","گپ در دسترس نیست!"
"TID_CHAT_BANNED_REASON","سایر بازیکنان شما را به خاطر دادن نظرات نامناسب گزارش کرده‌اند."
"TID_CHAT_BANNED_PERIOD_OF","شما در گپ جهانی به مدت زیر بیصدا شده‌اید:"
"TID_CHAT_INFO","برای گزارش رفتار نامناسب، روی پیام توهین‌آمیز ضربه بزنید و \qگزارش\q را انتخاب کنید."
"TID_CHAT_WELCOME","به گپ جهانی خوش آمدید.\n\nلطفاً در برابر دیگران، محترمانه و مؤدبانه رفتار کنید. رفتار توهین‌آمیز قابل تحمل نیست.\n\nاطلاعات خصوصی (ایمیل، شماره تلفن، آدرس، گذرواژه‌ها) را به اشتراک نگذارید!"
"TID_CONFIRM_WORD","تأیید"
"TID_CHAT_FAIL_BANNED","شما در گپ جهانی به طور موقت بیصدا شده‌اید."
"TID_CHAT_JUST_BANNED","سایر بازیکنان شما را به خاطر دادن نظرات نامناسب گزارش کرده‌اند. شما در گپ جهانی بیصدا شده‌اید."
"TID_ATTACK_COOLDOWN_AFTER_MAINTENANCE","حمله به سایر بازیکنان موقتاغیرفعال شده است!"
"TID_BUILDING_BOW","کمان ایکس"
"TID_BOW_INFO","کمان ایکس، گلوله‌های مرموزی را با قدرتی وحشتناک شلیک می‌کند. کمان ایکس را با اکسیر مسلح کنید تا به صورت خودکار و شگفت‌آور کار کند. شما می‌توانید آن را روی یک هدف زمینی با برد بلند یا روی همه هدف‌ها با برد کوتاه تنظیم کنید."
"TID_BUTTON_LOAD","مسلح سازی"
"TID_BUTTON_ATTACK_MODE_AIR","هوایی"
"TID_BUTTON_ATTACK_MODE_GROUND","زمینی"
"TID_BUTTON_ATTACK_MODE_AIR_AND_GROUND","هوایی و زمینی"
"TID_AMMO_ALREADY_FULL","کمان ایکس کاملاً مسلح است!"
"TID_ALLIANCE_BUTTON_SEARCH","جستجو"
"TID_ALLIANCE_SEARCH","جستجوی قبیله‌ها:"
"TID_ALLIANCE_SEARCH_HINT","اسم یا برچسب قبیله را تایپ کنید"
"TID_ALLIANCE_TAB_NAME","جستجوی قبیله‌ها"
"TID_BUILDING_TEXT_LOW_AMMO","مهمات کم"
"TID_BUILDING_TEXT_NO_AMMO","خالی"
"TID_JUMP_SPELL","طلسم پرش"
"TID_AMMO_FILL_CONFIRMATION","کمان ایکس اکنون مسلح شد!"
"TID_CLAN_SEARCH_RESULTS","نمایش نتایج جستجو برای \q<name>\q"
"TID_CLAN_SEARCH_NO_RESULTS","نتایج جستجو پیدا نشد"
"TID_TRAP_HALLOWEENBOMB","بمب کدو تنبل"
"TID_TRAP_HALLOWEENBOMB_INFO","اوف! این بمب وحشتاک تنها برای زمان محدودی در دسترس است."
"TID_BUTTON_RETRY","امتحان مجدد"
"TID_SEARCH_STATUS","جستجوی حریفان..."
"TID_ATTACK_FAIL_GENERIC","نمی‌توان به دهکده حمله کرد! بعداً دوباره امتحان کنید."
"TID_BUTTON_BOOST","تسریع"
"TID_POPUP_HEADER_ABOUT_TO_BOOST","تسریع تولید!"
"TID_POPUP_BOOST_GOLD_MINE","تولید طلا به مدت <time> دو برابر شود؟"
"TID_POPUP_BOOST_ELIXIR_COLLECTOR","تولید اکسیر به مدت <time> دو برابر شود؟"
"TID_POPUP_BOOST_BARRACKS","آیا سرعت آموزش نیرو تا <multiplier> برابر به مدت <time> تسریع شود؟"
"TID_POPUP_BOOST_SPELL_FACTORY","آیا سرعت ساخت طلسم با <multiplier> برابر به مدت <time> تسریع شود؟"
"TID_ALREADY_BOOSTED","این ساختمان قبلاً تسریع شده است!"
"TID_BOOST_LEFT","تسریع باقیمانده:"
"TID_BUILDING_TEXT_CREATE_SPELL","معجون"
"TID_DECORATION_PEKKA_STATUE","مجسمه P.E.K.K.A"
"TID_CANCEL_BOOST_CONFIRMATION_TITLE","تسریع تمام شود؟"
"TID_CANCEL_BOOST_CONFIRMATION","ارتقای ساختمان منجر به اتمام تسریع می‌شود. آیا مطمئنید؟"
"TID_XMAS_SPELL","سوپرایز بابانوئل"
"TID_XMAS_SPELL_INFO","از بابانوئل بهترین هدیه را درخواست کنید: یک تگرگ تخریب که روی سر دشمنانتان می‌بارد!"
"TID_OBSTACLE_XMASTREE","درخت کریسمس"
"TID_NEXT_REQUEST","درخواست بعدی:"
"TID_CASTLE_FULL","قلعه پر است"
"TID_BARBARIAN_KING","شاه بربرها"
"TID_BARBARIAN_KING_INFO","شاه بربرها، سخت‌ترین و پست‌ترین بربر در کل قلمرو است که اشتهای وی برای اکسیر سیاه باعث شده تا به اندازه یک غول رشد کند. او می‌تواند به دهکده‌های دشمن حمله کند یا از دهکده شما مراقبت کند."
"TID_HERO_INSTRUCTIONS","این زن شکارچی باوقار هر چند از لحاظ سلامتی متوسط است، اما استاد قوای مخرب است. او در زمان دفاع، به هدف‌های موجود در قلمرو خود شلیک می‌کند و اگر توانایی شنل سلطنتی او آزاد شده باشد، می‌تواند در زمان حمله در خفا ظاهر شده و صدمات وحشتناکی به بار آورد."
"TID_ARCHER_QUEEN","ملکه کماندار"
"TID_ARCHER_QUEEN_INFO","ملکه کماندار یک جنگجو با چشمان عقابی است که اسلحه وی یک کمان ایکس تغییر یافته است که افراد کمی می‌توانند از آن استفاده کنند. او می‌تواند به دهکده‌های دشمن حمله کند یا از دهکده شما مراقبت کند."
"TID_DARK_ELIXIR","اکسیر سیاه"
"TID_RESOURCE_CAP_FULL_DARK_ELIXIR","مخزن اکسیر سیاه بیشتری بسازید یا موارد کنونی را ارتقا دهید!"
"TID_BUILDING_DARK_ELIXIR_PUMP","دکل اکسیر سیاه"
"TID_BUTTON_HERO_PATROL","نگهبانی"
"TID_BUTTON_HERO_SLEEP","خوابیده"
"TID_DARK_ELIXIR_PUMP_INFO","کیمیاگران ما سرانجام راهی برای استخراج اکسیر سیاه ناب، ناب‌ترین نوع ماده جادویی، پیدا کردند."
"TID_BUILDING_DARK_ELIXIR_STORAGE","مخزن اکسیر سیاه"
"TID_DARK_ELIXIR_STORAGE_INFO","قدرت اکسیر سیاه را نمی شد در یک خمره عادی اکسیر جمع کرد. از آنجایی که سه برابر قدرتمندتر بود، مجبور شدیم یک مخزن مکعبی شکل اختراع کنیم!"
"TID_DONATED_TO_CLAN","نیروهای اهدا شده:"
"TID_DARK_ELIXIR_SHOP_PACK","<number> اکسیر سیاه"
"TID_RESOURCE_PACK_DARK_ELIXIR_FULL","مخازن اکسیر سیاه را پر کنید"
"TID_RESOURCE_PACK_DARK_ELIXIR_10","10% انبارها را پر کنید"
"TID_RESOURCE_PACK_DARK_ELIXIR_50","نصف انبارها را پر کنید"
"TID_XBOW_LOADING_COST","هزینه مسلح کردن: <number> <resource>"
"TID_SPEED_UP_HERO_HEALTH_HEADER","اکنون درمان کنید!"
"TID_SPEED_UP_HERO_HEALTH_TEXT","آیا می‌خواهید <item> را تا سلامتی کامل درمان کنید؟"
"TID_BUTTON_ENERGIZE","درمان"
"TID_POPUP_BOOST_DARK_ELIXIR_COLLECTOR","تولید اکسیر سیاه به مدت <time> دو برابر شود؟"
"TID_FULLY_LOADED","کاملاً مسلح شده"
"TID_SHIELD_SCORE_LIMIT","بیش از <number> جام در دسترس نیست"
"TID_SHOP_NEW_ITEM","جدید"
"TID_BUTTON_LOCAL_HIGHSCORE","محلی"
"TID_BUTTON_GLOBAL_HIGHSCORE","جهانی"
"TID_TRAP_AIR","بمب هوایی"
"TID_TRAP_AIR_INFO","آخرین ابداع در زمینه کنترل آفندهای پرنده. این تله می‌تواند چندین واحد هوایی در یک منطقه کوچک را منفجر کند."
"TID_TRAP_AIR_MEGA","مین ردیاب هوایی"
"TID_TRAP_AIR_MEGA_INFO","فرقی نمی کند که پرنده باشد یا هواپیما زیرا مین ردیاب هوایی آن را بر فراز آسمان منفجر خواهد کرد. این تله، آسیب مرگباری به یک واحد هوایی تکی وارد می‌کند."
"TID_LOCAL_NOTIFICATION_HERO_HAS_FULL_HEALTH","<name> برای یک جنگ دیگر آماده است!"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","خریدهای درون‌برنامه‌ای"
"TID_INFO_POP_UP_IAP_NOTE","بازی Clash of Clans رایگان است، اما می‌توانید سرعت پیشرفتتان را با خریدهای درون‌برنامه‌ای افزایش دهید. در صورت تمایل، خریدها را می‌توان در تنظیمات دستگاه غیرفعال کرد. شما برای بازی کردن باید حداقل 13 سال سن داشته باشید."
"TID_INFO_POP_UP_IAP_NOTE_ANDROID","بازی Clash of Clans رایگان است، اما می‌توانید سرعت پیشرفتتان را با خریدهای درون‌برنامه‌ای افزایش دهید. برای غیرفعال کردن این، حفاظت رمز عبور را برای خریدها در تنظیمات برنامه فروشگاه Google Play تنظیم کنید. شما برای بازی کردن باید حداقل 13 سال سن داشته باشید."
"TID_INFO_POP_UP_IAP_NOTE_KUNLUN","بازی Clash of Clans رایگان است، اما می‌توانید سرعت پیشرفتتان را با خریدهای درون‌برنامه‌ای افزایش دهید."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","تایید"
"TID_NEW_CLAN_MEMBER","جدید"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_SCORES","نمی‌توان تابلوی امتیازات محلی را برای مکان شما نشان داد."
"TID_LOCAL_NOTIFICATION_YOUR_ARMY_IS_READY","نیروهای شما برای نبرد آماده هستند!"
"TID_DARK_ELIXIR_BARRACK","پادگان سیاه"
