"TID","JP"
"TID_FAQ_TEXT_TEXTSIZE_ANDROID","残念ながら現時点では、文字サイズの拡大はできません。スタッフは読みやすさや使いやすさも含めたゲーム体験の向上に常に努めておりますので、今後にご期待ください。"
"TID_FAQ_TITLE_CHANGENAME","村の名前を変える方法はありますか？"
"TID_FAQ_TEXT_CHANGENAME","残念ながら、村の名前は変えられません。村人たちが道に迷ってしまいます！"
"TID_FAQ_TITLE_DISCONNECTED","接続が切断されて、とったはずのトロフィーが消えてしまったのですが、元に戻す方法はありますか？"
"TID_FAQ_TEXT_DISCONNECTED","接続の切断でトロフィーが減ってしまったということは、自分の村が攻撃されたか、自分がしかけた攻撃が途中で切れてしまって敗北したことを意味します。クラッシュ・オブ・クランのスコア計算の仕組みでは、どんな理由があってもトロフィーをもどすことはできません。自分が失ったトロフィーは別のプレイヤーの手元に移されているため、トロフィーをもどすとランキングシステムのバランスに問題が発生してしまうからです。\n\nネットワークの問題でトロフィーが減ったりしないようにするには、他のプレイヤーを攻撃するのは（WiFi 接続時など、）接続が安定している時にしましょう。"
"TID_FAQ_TITLE_TROPHIES","トロフィーはどんな仕組みですか？"
"TID_FAQ_TEXT_TROPHIES","他のプレイヤーの村を攻撃したり、他のプレイヤーからの攻撃を受けた場合、その結果に応じてトロフィーの数が増減します。トロフィーの数は、攻撃や防衛にいかに成功したかに応じて変化します。自分より多くトロフィーを所有する敵に勝利する方が、得られるトロフィーの数はより多くなります。"
"TID_FAQ_TITLE_MATCHMAKING","「対戦相手を探す」 はどんな仕組みですか？"
"TID_FAQ_TEXT_MATCHMAKING","プレイヤー同士の対戦を行う場合、対戦相手はあなたが所有しているトロフィーの数に基づいて選出されます。経験レベルやリーグは一切考慮されません。あなたが攻撃できるのは所有するトロフィーの数が近い相手のみです。同様に、あなたの村を攻撃できるのも、所有するトロフィーの数が近い相手のみです。いつでも対戦相手が見つかるよう、判定材料となるトロフィー数には幅を持たせてあります。"
"TID_FAQ_TITLE_SPELLS","呪文とは？ どうすれば使えるのでしょうか？"
"TID_FAQ_TEXT_SPELLS","呪文を使うにはまずタウンホールをレベル5にアップグレードする必要があります。これにより 「呪文工場」 という新しい建物が建設可能になります。呪文工場は兵舎と同じような仕組みになっていて、呪文に使う薬を作れますが、一度に貯めておける数に上限があります。呪文工場をアップグレードすると新しい呪文が使えるようになり、戦闘にそなえて貯めておける呪文の数が増えます。\n\n呪文は攻撃をする時にのみ使えます。ユニットを配置するのと同じ操作で呪文を使えます。画面の下のバーから使いたい呪文を選んで、使いたい場所をタップしてください。ユニットと違って、呪文は戦闘マップのどこにでも使えます。"
"TID_FAQ_TITLE_UPGRADES","建物をアップグレードするにはどうすればよいですか？"
"TID_FAQ_TEXT_UPGRADES","建物をアップグレードするには、その建物をタップして 「アップグレード」 を選択してください。タウンホールをアップグレードすれば新しい建物を建設したり、今ある建物をさらにアップグレードできるようになります。\n\n建物のほとんどは、アップグレード中は効果がなくなってしまいますのでご注意ください。例えば、金山やエリクサーポンプは生産が一時的に止まり、大砲や塔などの防衛設備は敵を攻撃できなくなります。"
"TID_FAQ_TITLE_CHATBAN","グローバルチャットの使用を禁止されました。解除するにはどうすればよいですか？"
"TID_FAQ_TEXT_CHATBAN","禁止期間が終わるまでお待ち下さい。まことに申し訳ございませんが、サポートでは禁止期間の変更や解除をさせていただくことができませんので、この件でのお問い合わせはご遠慮ください。"
"TID_FAQ_TITLE_HEROES","ヒーローユニットとは？ どうやれば使えるのでしょうか？"
"TID_FAQ_TEXT_HEROES","タウンホールを十分高いレベルまでアップグレードすれば、ショップメニューからヒーローユニットをやとえるようになります。ヒーローは敵の村を攻撃したり、自分の村が攻撃された場合に守ってくれたりします。\nヒーローが死ぬことはありませんが、ケガをした場合は回復が必要になります。ヒーローを寝させるか、回復ボタンを押すことでエメラルドを使って瞬時に回復させることができます。"
"TID_HINT_WELCOME","むかしむかし、魔法の森の中に小さな村がありました..."
"TID_HINT_UPGRADE_CANNONS","大砲をアップグレードすれば村が攻撃された場合に有利に戦えます。"
"TID_HINT_SHIELD","しばらくクラッシュ・オブ・クランをプレイしない場合、シールドを購入して攻撃でトロフィーが減らないようにしておきましょう！"
"TID_HINT_UPGRADE_TROOPS","ユニットを強化しましょう！ ラボを建設すれば、ユニットの種類ごとにアップグレードできます。"
"TID_HINT_UPGRADE_MINES","ゴールドが貯まりにくい時は、金山をアップグレードしてみましょう。"
"TID_HINT_BUY_TROOP_HOUSING","アーミーキャンプの数をアップグレードすれば巨大なアーミーで攻撃できるようになります。"
"TID_HINT_UPGRADE_WALLS","壁をアップグレードすると、より長く敵を足止めできます"
"TID_HINT_CANNON_UPGRADE_NOT_FUNCTIONING","大砲などの防衛設備をアップグレードする場合、アップグレードが終わるまでは発射できなくなります。"
"TID_HINT_RESOURCE_UPGRADE_NOT_FUNCTIONING","金山やエリクサーポンプをアップグレードする場合、\nアップグレードが終わるまではその建物分の生産は止まってしまいます。"
"TID_HINT_RESOURCE_LOSSES","自分の村が完全に破壊された場合でも、ゴールドとエリクサーはそれぞれ少しずつ手元に残ります。"
"TID_HINT_DEFENSE","他の村を積極的に攻撃するのも、自分の村の守りを固めるのも、どちらも大事です。"
"TID_HINT_BARBARIAN_TARGET","バーバリアンは建物の種類を選ばず、一番近くにあるものから攻撃したがります。"
"TID_HINT_ARCHER_TARGET","アーチャーは射程内のあらゆる目標を攻撃します。"
"TID_HINT_GOBLIN_TARGET","ゴブリンはゴールドやエリクサーが大好きで、資源系の建物を優先的にねらいます。"
"TID_HINT_GOBLIN_DAMAGE","ゴブリンは資源系の建物に通常の2倍のダメージを与えられます。"
"TID_HINT_GIANT_TARGET","ジャイアントは大砲などの防衛設備を優先的にねらいます。"
"TID_HINT_GIANT_DEPLOY","ジャイアントはかなりのダメージに耐えられます。最初に配置して防衛側の注意を引きつけましょう。"
"TID_HINT_WALLBREAKER_TARGET","ウォールブレイカーは敵の建物への道をふさいでいる壁に爆弾で穴を開けてくれます。"
"TID_HINT_WALLBREAKER_DAMAGE","ウォールブレイカーは敵の壁に絶大なダメージを与えますが、自爆して消えてしまいます。"
"TID_HINT_BALLOON_TARGET","エアバルーンは主に大砲などの敵の防衛設備を攻撃します。"
"TID_HINT_BALLOON_AIR","エアバルーンは飛行ユニットですので、敵の大砲や迫撃砲からは狙われません。"
"TID_HINT_WIZARD_INFO","ウィザードは攻撃力は高いものの、ヒットポイントが低いため、打たれ弱いユニットです。"
"TID_HINT_HEALER_INFO","ヒーラーは味方の地上ユニットが受けたダメージを回復できますが、敵を攻撃することはありません。"
"TID_HINT_HEALER_AIR","ヒーラーは飛行ユニットなので、対空砲やアーチャータワーに攻撃されると短時間で撃ち落とされてしまいます。"
"TID_HINT_DRAGON_AIR","ドラゴンは地上ユニットと飛行ユニットの両方を攻撃できる強力な飛行ユニットです。"
"TID_HINT_PEKKA_INFO","P.E.K.K.A.は騎士なのか？ サムライなのか？ ロボットなのか？\nその正体は謎につつまれています。"
"TID_HINT_PEKKA_TRAP","P.E.K.K.A.は非常に重いヨロイを着込んでいるため、ばねトラップが通用しません。"
"TID_HINT_CANNON_TARGET","大砲は地上ユニットにしか攻撃できません。"
"TID_HINT_MORTAR_TARGET","迫撃砲は地上ユニットにしか攻撃できません。"
"TID_HINT_MORTAR_DAMAGE","迫撃砲は着弾地点の周囲にいるすべての地上ユニットに爆風でダメージを与えます。"
"TID_HINT_ARCHER_TOWER_TARGET","アーチャータワーは飛行ユニットと地上ユニットのどちらにも攻撃できます。"
"TID_HINT_AIR_DEFENSE_TARGET","対空砲のロケットは飛行ユニットにしか効果がありません。"
"TID_HINT_WIZARD_TOWER_DAMAGE","ウィザードの塔は効果範囲内のすべてのユニットにダメージを与えます。"
"TID_HINT_WIZARD_TOWER_TARGET","ウィザードの塔は飛行ユニットと地上ユニットのどちらにも攻撃できます。"
"TID_HINT_TESLA_HIDDEN","かくしテスラの塔は敵が十分近づくまで見えません。"
"TID_HINT_TESLA_TARGET","かくしテスラの塔は飛行ユニットと地上ユニットのどちらにも攻撃できます。"
"TID_HINT_TRAPS_TARGET","トラップは攻撃側のユニットが近づくまで相手側には見えません。"
"TID_HINT_OBSTACLES","木や石などの障害物を取り除くと、時々エメラルドがもらえることがあります。"
"TID_HINT_BATTLE_LOG","戦闘ログ画面（封筒型のアイコン）を見れば、自分の村に対する攻撃を確認できます。"
"TID_HINT_REPLAY","戦闘ログ画面（封筒型のアイコン）からは最近の戦闘のリプレイを見ることができます！"
"TID_HINT_ENEMY_TOWN_HALL","敵のタウンホールを破壊できれば必ず星が1つもらえます。"
"TID_HINT_CLAN_CASTLE","クランの城にいるユニットは村が攻撃された時に防衛戦に参加してくれます。"
"TID_HINT_CAMP","アーミーキャンプにいるユニットは他の村を攻撃する時にしか使えず、自分の村を守ってはくれません。"
"TID_HINT_SHIELD2","シールドが有効になっている限り、村は攻撃を一切受けずにすみますが、他の村を攻撃すると有効時間が短くなります。"
"TID_HINT_SHIELD_GAIN","攻撃側が自分の村を破壊した場合、無料でシールドが有効になります。"
"TID_HINT_SHIELD_GAIN_TIME","自分の村が大きな被害を受けた場合、もらえる無料シールドの効果時間が長くなります。"
"TID_HINT_SHIELD_LOSE","自分の村のシールドが有効なうちに自分から他のプレイヤーを攻撃した場合、シールドの効果時間が数時間分ほど短くなります。"
"TID_HINT_SHIELD_SINGLE_PLAYER","ゴブリンの大軍を攻撃（シングルプレイ用ミッションをプレイ）しても、現在有効になっているシールドは解除されません。"
"TID_HINT_SINGLE_PLAYER_REWARDS","アップグレードしたいのにゴールドが足りない！ そんな時はシングルプレイ用ミッションでゴブリンどもからうばいましょう！"
"TID_HINT_TROPHY_COUNT","戦闘に勝った時にもらうトロフィーは、対戦相手のトロフィーから差し引かれています！"
"TID_HINT_ACHIEVEMENT_GEMS","達成項目をクリアして、無料でエメラルドをもらいましょう！"
"TID_HINT_UNLOCKS","タウンホールをアップグレードすれば、新しい建物を建設したり、今ある建物をより高いレベルまでアップグレードできるようになります。"
"TID_HINT_REBUILD_CLANCASTLE","荒れ果てたクランの城を再建すれば他のプレイヤーと協力できるようになります！"
"TID_HINT_CLAN_REINFORCEMENTS","クランの城があれば、クランの仲間に援軍をたのむことができます！"
"TID_HINT_CLAN_TROOP_DEPLOY","クランの城にいる援軍ユニットは、自分の村が攻撃された時に防衛戦に参加してくれたり、自分から攻撃する時に配置したりできます。"
"TID_HINT_SPELL_LIGTHNING","「ライトニング」 の呪文はせまい範囲のユニットや建物にダメージを与えます。"
"TID_HINT_SPELL_HEALING","「ヒール」 の呪文は回復の輪を作り出し、その中にいる味方ユニットが受けたダメージを回復させます。"
"TID_HINT_SPELL_RAGE","「レイジ」 の呪文は怒りの輪を作り出し、その中にいる味方ユニットの攻撃力と速度を高めます。"
"TID_HINT_SPELL_JUMP","「ジャンプ」の呪文は、味方ユニットが壁を跳び越えて進める一時的な移動経路を作り出します。"
"TID_HINT_SPELL_JUMP_2","「ジャンプ」の呪文で、壁を壊そうと躍起になっているユニットたちを先へと導きましょう！"
"TID_HINT_FORUMS","クラッシュ・オブ・クランの公式フォーラムに参加しましょう！詳細は「オプション設定」から「その他」をご覧ください。"
"TID_HINT_LABORATORY","ラボでユニットをアップグレードすれば、より強く、頼りがいのある戦士に成長します！"
"TID_HINT_DPS","ユニットおよび防衛設備のダメージの数字は、1秒間に敵に与えられるダメージとして表示されています。"
"TID_HINT_LABORATORY_UPGRADES","ラボでのユニットのアップグレードは一度開始するとキャンセルできません。計画的にアップグレードしましょう！"
"TID_HINT_USABLE_WHILE_UPGRADING","アーミーキャンプ、クランの城およびタンクや金庫などの保管専用施設はアップグレード中でもいつもどおり使えます。"
"TID_HINT_END_BATTLE","星を少なくとも1つとれていれば、戦闘を途中で終えても勝利できます。"
"TID_HINT_CHAT_REPORT","チャットで問題のある発言を見かけたら、そのメッセージをタップして\n「報告する」 で運営側にそのプレイヤーのことを報告してください。"
"TID_HINT_CHAT_REPORT_LIMIT","チャットの問題発言の報告は、本当に必要な時だけにしてください。報告しすぎてもいいことありません！"
"TID_HINT_REVENGE_OF_REVENGE","自分から攻撃した相手にはリベンジ攻撃できません。"
"TID_HINT_BATTLE_ENDS","手持ちのユニット、クランからの援軍、攻撃呪文をすべて使い尽くしてしまうと戦闘は終了します。"
"TID_HINT_XBOW_LVL_8","タウンホールをアップグレードしていけば、やがて\n「巨大クロスボウ」 という強力な防衛武器が使えるようになります。"
"TID_HINT_XBOW_TARGETS_1","巨大クロスボウは射程を短くして飛行ユニットと地上ユニットの両方を攻撃させることもできます。"
"TID_HINT_XBOW_TARGETS_2","巨大クロスボウは射程を長くして地上ユニットだけを攻撃させることもできます。"
"TID_HINT_XBOW_AMMO","巨大クロスボウはエリクサーを弾薬として使います。敵に攻撃されたら、忘れずにエリクサーを補充しておきましょう！"
"TID_HINT_BOOST_RESOURCES","金山やエリクサーポンプをレベル 5 までアップグレードすれば、エメラルドを使って生産量を一時的に増やせるようになります。"
"TID_HINT_BOOST_SPELLS","呪文工場の作成速度は、エメラルドを使って一時的に増やすことが可能です。"
"TID_HINT_BOOST_TRAINING","兵舎の訓練速度は、エメラルドを使って一時的に加速することが可能です。"
"TID_HINT_USE_SPELLS","呪文はうまく使えば戦いの流れを大きく変えることができます。うまく使いこなしましょう！"
"TID_HINT_DARK_ELIXIR_USAGE","ダークエリクサーを使えば世界最強クラスのヒーローたちを呼び寄せることができます！"
"TID_HINT_DARK_ELIXIR_BUILDINGS","タウンホールレベル7で、ダークエリクサーの保管や生産が可能になり、ダークエリクサーから生まれるユニットが使えるようになります。"
"TID_HINT_DARK_ELIXIR_LOOT","ダークエリクサーは、保管施設さえ作っておけば攻撃した村からうばえるようになります。"
"TID_HINT HEROES_USE","ヒーローは敵の村を攻撃したり、自分の村を守ってくれます。"
"TID_HINT HEROES_DIE","ヒーローが死ぬことはありませんが、ケガをした場合は回復が必要になります。"
"TID_HINT HEROES_REGENERATE","ヒーローがケガをした場合、寝させるか、回復ボタンを押して回復させてあげましょう。"
"TID_HINT HERO_BARBARIAN_KING","バーバリアンキングは最強のヒーローです。ダークエリクサーを飲みまくった挙げ句、ジャイアント真っ青の巨体になっています。"
"TID_HINT HERO_ARCHER_QUEEN","アーチャークイーンは弓の名手で、改造して小型化した巨大クロスボウで戦います。"
"TID_BUTTON_FBPAGE","最新のアップデート"
"TID_BUILDING_SPELL_FORGE","呪文工場"
"TID_SPELL_FORGE_INFO","呪文工場には、前線で戦うよりも魔法を作ることが得意な職人肌の\nウィザードたちが住んでいます。ここで用意した強力な攻撃呪文で\n戦いを有利に進めましょう！"
"TID_OTHER_SPELL_LEFT","別の呪文を選択してください"
"TID_ALL_SPELLS_USED","呪文がありません"
"TID_TRAIN_SPELL_STORAGE_FULL","呪文がいっぱいです！"
"TID_TRAIN_SPELL_STORAGE_FULL_INFO","呪文工場をアップグレードすれば収容量が増えます。"
"TID_SPELLS_INSIDE","保存済み呪文数： <number> / <number2>"
"TID_SPELL_CAPACITY_AFTER_TRAIN","呪文生成後の保存可能数："
"TID_SPELL_STORAGE_CAPACITY","保存可能な呪文数： <number>"
"TID_SPELL_DAMAGE","合計ダメージ： <number>"
"TID_INFO_FORGING_TIME","生成時間："
"TID_FORGE_COST","コスト： <number> <resource>"
"TID_SPELL_SPEED_UP_SUCCESS","呪文が生成されました！"
"TID_NOT_ENOUGH_SPELL_STORAGE","呪文置き場に空きがありません！"
"TID_LIGHTNING_STORM","ライトニングの呪文"
"TID_HEALING_WAVE","ヒールの呪文"
"TID_HASTE","レイジの呪文"
"TID_HASTE_DAMAGE","ダメージ上昇： <number>%"
"TID_REQUIRED_SPELL_FORGE_LEVEL","必要条件\n呪文工場レベル<number>"
"TID_UNLOCK_SPELL_FORGE_SPELL","<name>をアンロック"
"TID_POPUP_UPGRADE_ALREADY_IN_PROGRESS","アップグレード中"
"TID_TIP_SPELL_FORGE","攻撃時に使えるパワフルな呪文を生み出します"
"TID_POPUP_FORGE_TITLE","呪文生成 <limit>"
"TID_CANCLE_TRAINING_INFO","注： ユニットの訓練予約をキャンセルした場合、コストの<number>%しかもどってきません。"
"TID_CANCLE_SPELL_INFO","注： 呪文の準備予約をキャンセルした場合、コストの<number>%しかもどってきません。"
"TID_HASTE_SPEED","速度上昇： <number>"
"TID_INFO_EFFECT_TYPE","効果の種類："
"TID_TOTAL_HEAL","合計回復量： <number>"
"TID_REPLAY_BUTTON_FAIL","このリプレイはもう期限切れです！"
"TID_ACHIEVEMENT_CHALLENGE_BUTTON","フレンドに挑戦"
"TID_NAME_INSTRUCTIONS","これはあなたのゲーム内での名前で、他のプレイヤーにも表示されます。後から変更できないので、よく考えて決めてください！"
"TID_BUTTON_REPLAY","リプレイ"
"TID_BUTTON_WATCH","見る"
"TID_REPLAY_TIME","リプレイ終了まで："
"TID_GC_CHALLENGE","フレンドに挑戦"
"TID_GC_NOCHALLENGE","達成項目を開く"
"TID_POPUP_HEADER_ABOUT_TO_SPEED_UP","今すぐ終える"
"TID_POPUP_SPEED_UP_UPGRADE","エメラルド <number> で<item>の\nアップグレードを今すぐ終わらせますか？"
"TID_POPUP_SPEED_UP_CONSTRUCTION","エメラルド <number> で<item>の建設を\n今すぐ終わらせますか？"
"TID_POPUP_SPEED_UP_UPGRADE_SLOWDOWN","<item>をアップグレード中のため、訓練速度が遅くなっています。エメラルド<number>個で今すぐ完了させますか？"
"TID_POPUP_SPEED_UP_CONSTRUCTION_SLOWDOWN","<item>を建設中のため、訓練速度が遅くなっています。エメラルド<number>個で今すぐ完了させますか？"
"TID_BUTTON_CREATE_SPELL","生成"
"TID_REVENGE_NOT_AVAILABLE","リベンジできません"
"TID_REPLAY_NOT_AVAILABLE","リプレイ視聴不可"
"TID_RESTART_REPLAY_BUTTON","最初から"
"TID_REPLAY_REPLAY","リプレイ"
"TID_REPLAY_SPEED","リプレイ速度："
"TID_REPLAY_PLAY_AGAIN","もう一度見る"
"TID_UPGRADE_FINISH_NOW","アップグレードを完了："
"TID_FINISH_SPELL","今すぐ完了："
"TID_TARGET_ALREADY_IN_ALLIANCE","このプレイヤーはすでにクランに参加しています。"
"TID_LIGHTNING_STORM_INFO","敵をカミナリで感電させます！\n\n相手の村にかけましょう。せまい範囲内の建物やユニットにダメージを与えられます。"
"TID_HEALING_WAVE_INFO","味方ユニットを回復させて、ねばり強く戦いましょう！\n\nこの呪文は回復の輪を作り出します。\n輪の内側にいる限り、味方ユニットの受けたダメージが回復していきます。"
"TID_HASTE_INFO","ユニットを激怒させてより大きく、速く、強くしましょう！\n\nこの呪文は怒りの輪を作り出します。\n輪の内側にいる限り、味方ユニットは速度と攻撃力が上昇します。"
"TID_COMING_SOON","近日公開！"
"TID_UNIT_STORAGE_CAPACITY_ALL","合計ユニット収容数： <number>"
"TID_TOTAL_CAPACITY_AFTER_TRAIN","訓練後のユニット収容数："
"TID_BUILDING_TEXT_RESEARCH","研究"
"TID_IF_LOST","敗北："
"TID_POPUP_HEADER_ABOUT_TO_CANCEL_SPELL","売りますか？"
"TID_POPUP_ABOUT_TO_CANCEL_SPELL","呪文の準備予約をキャンセルした場合、コストの <number>% しかもどってきません。"
"TID_ALLIANCE_REJECT_DEFAULT_MESSAGE","クランへの参加リクエストが拒否されました。"
"TID_ALLIANCE_REJECT_MESSAGE_TITLE","拒否： <name>"
"TID_KICK_DEFAULT_MESSAGE","クランからはずします。"
"TID_KICK_MESSAGE_TITLE","<name>をクランからはずす"
"TID_KICKED_FROM_ALLIANCE","クラン追放： <msg>"
"TID_CLAN_CASTLE_TROOPS_INSIDE","支援："
"TID_ALLIANCE_CREATE_TROPHY_COUNT","必要トロフィー数："
"TID_ALLIANCE_SCORE_LIMIT_NONE","0"
"TID_CLAN_MINIMUM_TROPHYS","必要なトロフィー数："
"TID_STREAM_EVENT_ACCEPTED","クラン参加を<name>が承認しました"
"TID_STREAM_EVENT_DEMOTED","<name>に降格されました"
"TID_STREAM_EVENT_PROMOTED","<name>に任命されました"
"TID_STREAM_EVENT_JOINED","クランに参加しました"
"TID_STREAM_EVENT_KICKED","<name>にクランからはずされました"
"TID_STREAM_EVENT_LEFT","クランを脱退しました"
"TID_FEEDBACK_BUTTON1","購入時の問題"
"TID_FEEDBACK_BUTTON2","接続の問題"
"TID_FEEDBACK_BUTTON3","その他の問題"
"TID_FEEDBACK_BUTTON4","フィードバック"
"TID_FEEDBACK_MAIL_TEXT","\n\n\n---------以下は削除せず、そのまま送信してください。---------\n<tags>\n------------------------------\n"
"TID_CLAN_JOIN_FAIL_CLOSED","このクランには参加できません！"
"TID_CLAN_JOIN_FAIL_ALREADY_SENT","このクランへの参加リクエストを送るには、しばらくお待ちください。"
"TID_CLAN_JOIN_FAIL_NO_SCORE","トロフィー数が足りないため、このクランには参加できません。"
"TID_CLAN_JOIN_FAIL_ALREADY_IN_CLAN","すでにクランに参加しています！"
"TID_CLAN_JOIN_FAIL_FULL","このクランはメンバーが一杯です！"
"TID_CLAN_JOIN_FAIL_GENERIC","クランに参加できません！"
"TID_CLAN_JOIN_FAIL_TOO_MANY_PENDING_REQUESTS","クランに参加できません。あとでまたお試しください。"
"TID_REPORT_PLAYER_BUTTON","報告する"
"TID_PLAYER_REPORTED_SUCCESSFULLY","プレイヤーを報告しました！"
"TID_PLAYER_ALREADY_REPORTED","このプレイヤーはすでに報告しました！"
"TID_TOO_MANY_REPORTS_SENT","1日の最大報告数を超えています！"
"TID_CONFIRM_MERGE","売りますか？"
"TID_CONFIRM_ARE_YOU_SURE","今の村を削除して、次の村に変更しますか？ ："
"TID_CONFIRM_CONFIRM","操作を確認するには「<confirmword>」と入力してOKボタンを押してください。"
"TID_BUTTON_CONFIRM","OK"
"TID_CHAT_UNAVAILABLE","チャットは使用できません！"
"TID_CHAT_BANNED_REASON","他のプレイヤーから、問題のある発言をしていたと報告がありました。"
"TID_CHAT_BANNED_PERIOD_OF","グローバルチャットではしばらく発言できません。残り："
"TID_CHAT_INFO","問題のある言動を報告するには、\n対象となるメッセージをタップして\n「報告する」を選択してください。"
"TID_CHAT_WELCOME","ここは全プレイヤーがチャットできるグローバルチャットです。\n\n礼儀正しくチャットしましょう。問題のある言動は厳しく処罰されます。\n\nメールアドレス、電話番号、住所、パスワードなどの個人情報をチャットで発言しないでください！"
"TID_CONFIRM_WORD","決定"
"TID_CHAT_FAIL_BANNED","グローバルチャットでの発言はしばらくできなくなりました。"
"TID_CHAT_JUST_BANNED","他のプレイヤーから、問題のある発言をしていたと報告がありました。グローバルチャットでの発言はできなくなりました。"
"TID_ATTACK_COOLDOWN_AFTER_MAINTENANCE","メンテナンス直後は一時点に他のプレイヤーへの攻撃ができません。"
"TID_BUILDING_BOW","巨大クロスボウ"
"TID_BOW_INFO","巨大クロスボウは絶大な威力をほこる魔法の矢を発射します。\nエリクサーさえ補充しておけば自動的に動作し、長射程で地上ユニットだけを\nねらうか短射程で全ユニットをねらうかを設定することができます。"
"TID_BUTTON_LOAD","ロード"
"TID_BUTTON_ATTACK_MODE_AIR","空中"
"TID_BUTTON_ATTACK_MODE_GROUND","地上"
"TID_BUTTON_ATTACK_MODE_AIR_AND_GROUND","対空＆対地"
"TID_AMMO_ALREADY_FULL","巨大クロスボウを満タンにしました！"
"TID_ALLIANCE_BUTTON_SEARCH","探す"
"TID_ALLIANCE_SEARCH","クランを探す："
"TID_ALLIANCE_SEARCH_HINT","クラン名またはクランタグを入力してください"
"TID_ALLIANCE_TAB_NAME","クランを探す"
"TID_BUILDING_TEXT_LOW_AMMO","弾薬不足"
"TID_BUILDING_TEXT_NO_AMMO","弾切れ"
"TID_JUMP_SPELL","ジャンプの呪文"
"TID_AMMO_FILL_CONFIRMATION","巨大クロスボウに弾薬を補充しました！"
"TID_CLAN_SEARCH_RESULTS","「<name>」 の検索結果："
"TID_CLAN_SEARCH_NO_RESULTS","何もヒットしませんでした"
"TID_TRAP_HALLOWEENBOMB","カボチャ爆弾"
"TID_TRAP_HALLOWEENBOMB_INFO","お化けだぞ～！ この不気味な爆弾は期間限定アイテムです。"
"TID_BUTTON_RETRY","もう一度"
"TID_SEARCH_STATUS","対戦相手を探しています..."
"TID_ATTACK_FAIL_GENERIC","村を攻撃することができません。あとでまたお試しください！"
"TID_BUTTON_BOOST","ブースト"
"TID_POPUP_HEADER_ABOUT_TO_BOOST","生産量を一時的に上昇させます"
"TID_POPUP_BOOST_GOLD_MINE","ゴールドの生産を <time> だけ 2 倍にしますか？"
"TID_POPUP_BOOST_ELIXIR_COLLECTOR","エリクサーの生産を <time> だけ 2 倍にしますか？"
"TID_POPUP_BOOST_BARRACKS","ユニットの訓練速度を<time>だけ<multiplier>倍にしますか？"
"TID_POPUP_BOOST_SPELL_FACTORY","呪文の作成速度を<time>だけ<multiplier>倍にしますか？"
"TID_ALREADY_BOOSTED","この建物はすでに生産アップ中です！"
"TID_BOOST_LEFT","残り時間"
"TID_BUILDING_TEXT_CREATE_SPELL","生成"
"TID_DECORATION_PEKKA_STATUE","P.E.K.K.A.の像"
"TID_CANCEL_BOOST_CONFIRMATION_TITLE","生産アップを終了しますか？"
"TID_CANCEL_BOOST_CONFIRMATION","建物をアップグレードすると\n生産アップが終了してしまいます。\nアップグレードしますか？"
"TID_XMAS_SPELL","サンタのとっておき"
"TID_XMAS_SPELL_INFO","サンタさんからの最高のプレゼントです。敵の頭上に天からの災いを降らせます！"
"TID_OBSTACLE_XMASTREE","Xマスツリー"
"TID_NEXT_REQUEST","次のリクエスト："
"TID_CASTLE_FULL","城は一杯です"
"TID_BARBARIAN_KING","バーバリアンキング"
"TID_BARBARIAN_KING_INFO","バーバリアンキングは国じゅうで最も強く凶悪なバーバリアンで、ダークエリクサーの飲みすぎで巨体になってしまっています。敵の村を攻撃したり、自分の村を守ってくれたりします。"
"TID_HERO_INSTRUCTIONS","体力こそ少なめですが、この優雅なハンターは凄まじい破壊力を身に付けています。防衛の際には、攻撃範囲に入った敵をことごとく射抜いてくれるでしょう。「ロイヤルクローク」の能力に目覚めると、攻撃時に透明化して、敵に恐るべきダメージを与えます！"
"TID_ARCHER_QUEEN","アーチャークイーン"
"TID_ARCHER_QUEEN_INFO","アーチャークイーンは弓の名手で、使いこなせる者の少ない、改造した巨大クロスボウで戦います。また、敵の村を攻撃するだけでなく自分の村を守ってくれます。"
"TID_DARK_ELIXIR","ダークエリクサー"
"TID_RESOURCE_CAP_FULL_DARK_ELIXIR","ダークエリクサータンクをもっと建てるか、\n今あるものをアップグレードしましょう！"
"TID_BUILDING_DARK_ELIXIR_PUMP","ダークエリクサーポンプ"
"TID_BUTTON_HERO_PATROL","寝る"
"TID_BUTTON_HERO_SLEEP","村を守る"
"TID_DARK_ELIXIR_PUMP_INFO","錬金術師たちが、やっとのことで純粋なダークエリクサーをくみ上げる\n方法をみつけました！ 魔法物質の中でも最も貴重なものです。"
"TID_BUILDING_DARK_ELIXIR_STORAGE","ダークエリクサータンク"
"TID_DARK_ELIXIR_STORAGE_INFO","ダークエリクサーは魔力が強すぎて、\n普通の形をしたエリクサータンクでは保管できません。\n魔力がエリクサーの3倍ほどあるので、\n正方形型のタンクを発明してやっとうまくいきました！"
"TID_DONATED_TO_CLAN","寄付したユニット数"
"TID_DARK_ELIXIR_SHOP_PACK","<number> ダークエリクサー"
"TID_RESOURCE_PACK_DARK_ELIXIR_FULL","ダークエリクサーを満タンにする"
"TID_RESOURCE_PACK_DARK_ELIXIR_10","10%増やす"
"TID_RESOURCE_PACK_DARK_ELIXIR_50","50%増やす"
"TID_XBOW_LOADING_COST","補充コスト： <resource> <number>"
"TID_SPEED_UP_HERO_HEALTH_HEADER","今すぐ回復"
"TID_SPEED_UP_HERO_HEALTH_TEXT","<item>を体力満タンまで回復しますか？"
