"TID","TR"
"TID_CANCEL_BOOST_CONFIRMATION","Binayı yükseltmek güçlendirmeyi sonlandıracak. Emin misin?"
"TID_XMAS_SPELL","Noel Baba'nın Sürprizi"
"TID_XMAS_SPELL_INFO","Noel Baba'dan olabilecek en iyi hediyeyi iste; düşmanlarının üzerine felaketler yağsın!"
"TID_OBSTACLE_XMASTREE","Noel Ağacı"
"TID_NEXT_REQUEST","Sonraki İstek:"
"TID_CASTLE_FULL","Kale dolu"
"TID_BARBARIAN_KING","Barbar Kral"
"TID_BARBARIAN_KING_INFO","Kara İksir'e olan düşkünlüğü onu bir dev kadar büyüten Barbar Kral, bu alemdeki en zorlu ve acımasız barbardır. Düşman köylerine saldırabilir ya da senin köylerini savunabilir."
"TID_HERO_INSTRUCTIONS","Bu zarif avcı, yıkıcı bir güce sahiptir ancak mütevazı bir sağlığı vardır. Savunma yaparken bölgesindeki hedefleri uzaktan vurur ve Kraliyet Pelerini yeteneği açıldıktan sonra saldırırken gizli ve korkutucu bir hasar verebilir!"
"TID_ARCHER_QUEEN","Okçu Kraliçe"
"TID_ARCHER_QUEEN_INFO","Okçu Kraliçe, pek çok erkeğin kullanmayı hayal bile edemeyeceği taşınabilir bir X Yayı kullanan, keskin gözlü bir savaşçıdır. Düşman köylerine saldırabilir ya da senin köyünü savunabilir."
"TID_DARK_ELIXIR","Kara İksir"
"TID_RESOURCE_CAP_FULL_DARK_ELIXIR","Daha çok Kara İksir Deposu inşa et ya da yükselt!"
"TID_BUILDING_DARK_ELIXIR_PUMP","Kara İksir Sondası"
"TID_BUTTON_HERO_PATROL","Nöbette"
"TID_BUTTON_HERO_SLEEP","Uykuda"
"TID_DARK_ELIXIR_PUMP_INFO","Simyacılarımız, sonunda sihirli maddelerin en nadir bulunan örneği olan saf Kara İksir'i çıkarmanın bir yöntemini buldu."
"TID_BUILDING_DARK_ELIXIR_STORAGE","Kara İksir Deposu"
"TID_DARK_ELIXIR_STORAGE_INFO","Kara İksir'in gücü, normal şekilli bir İksir fıçısında depolanamaz. Üç kat daha güçlü olduğu için, küp şeklinde bir depo icat etmemiz gerekti!"
"TID_DONATED_TO_CLAN","Bağışlanan birlikler:"
"TID_DARK_ELIXIR_SHOP_PACK","<number> Kara İksir"
"TID_RESOURCE_PACK_DARK_ELIXIR_FULL","Kara İksir Depolarını Doldur"
"TID_RESOURCE_PACK_DARK_ELIXIR_10","Depoları %10 Doldur"
"TID_RESOURCE_PACK_DARK_ELIXIR_50","Depoları Yarım Doldur"
"TID_XBOW_LOADING_COST","Doldurma Maliyeti: <number> <resource>"
"TID_SPEED_UP_HERO_HEALTH_HEADER","Hemen İyileştir!"
"TID_SPEED_UP_HERO_HEALTH_TEXT","<item> öğesini tam sağlığına kavuşacak şekilde iyileştirmek istiyor musun?"
"TID_BUTTON_ENERGIZE","İyileştir"
"TID_POPUP_BOOST_DARK_ELIXIR_COLLECTOR","Kara iksir üretimi <time> süreliğine iki katına çıkarılsın mı?"
"TID_FULLY_LOADED","Tam Dolu"
"TID_SHIELD_SCORE_LIMIT","<number> üzerinde kupa kullanılamaz"
"TID_SHOP_NEW_ITEM","Yeni"
"TID_BUTTON_LOCAL_HIGHSCORE","Yerel"
"TID_BUTTON_GLOBAL_HIGHSCORE","Küresel"
"TID_TRAP_AIR","Hava Bombası"
"TID_TRAP_AIR_INFO","Uçan haşere kontrolü alanında son buluş. Bu tuzak küçük bir alanda birden fazla hava birimini patlatabilir."
"TID_TRAP_AIR_MEGA","Güdümlü Hava Mayını"
"TID_TRAP_AIR_MEGA_INFO","Bu bir kuş mu? Bir uçak mı? Eh, Güdümlü Hava Mayını, o her neyse havaya uçuracağı için, pek de fark etmeyecek. Bu tuzak, bir hava birimini feci şekilde hasara uğratacak güçte."
"TID_LOCAL_NOTIFICATION_HERO_HAS_FULL_HEALTH","<name> başka bir savaşa hazır!"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Uygulama İçi Satın Alımlar"
"TID_INFO_POP_UP_IAP_NOTE","Clash of Clans'i oynamak ücretsizdir ancak uygulama içi satın alımlarla ilerlemeni hızlandırabilirsin. Bu özelliği kapatmak istersen cihaz ayarlarından uygulama içi satın alımları kapat. Ayrıca oynayabilmek için 13 yaşından büyük olman gerekir."
"TID_INFO_POP_UP_IAP_NOTE_ANDROID","Clash of Clans'i oynamak ücretsizdir ancak uygulama içi satın alımlarla ilerlemeni hızlandırabilirsin. Bu özelliği devre dışı bırakmak için Google Play Store uygulaması ayarlarından satın alımlar için bir şifre koruması ayarla. Ayrıca oynayabilmek için 13 yaşından büyük olman gerekir."
"TID_INFO_POP_UP_IAP_NOTE_KUNLUN","Clash of Clans, ücretsiz bir oyundur ancak uygulama içi satın alımlarla gelişimini hızlandırabilirsin."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","Tamam"
"TID_NEW_CLAN_MEMBER","Yeni"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_SCORES","Bölgenizde yerel bir liderlik panosu bulunamadı."
"TID_LOCAL_NOTIFICATION_YOUR_ARMY_IS_READY","Birliklerin savaşa hazır!"
"TID_DARK_ELIXIR_BARRACK","Kara Kışla"
"TID_DARK_ELIXIR_BARRACK_INFO","Kara Kışla, Kara İksir'den doğan yaratıkları dışarı salacak. Kışlayı yükselterek benzersiz savaş tekniklerine sahip birlikler edin."
"TID_WARRIORGIRL","Valkyrie"
"TID_BOARRIDER","Yaban Domuzu Binicisi"
"TID_GARGOYLE","Dalkavuk"
"TID_GOLEM","Golem"
"TID_LABORATORY_UPGRADING","Yükseltiliyor:"
"TID_LABORATORY_HINT","Yükseltmek istediğin birliği seç."
"TID_LABORATORY_HINT2","Bütün yükseltmelerin listesini görebilmek için ekranı kaydır"
"TID_POPUP_UPGRADE_NOT_AVAILABLE_TITLE","<number>. seviye <character>"
"TID_BUTTON_SELECT_MORE","Sıra seç"
"TID_SINGLE_PLAYER_AVAILABLE_LOOT","Mevcut ganimet:"
"TID_CHARACTER_INFO_BARBARIAN","Bu korkusuz savaşçı, düşman köyünü yerle bir etmek için kas gücüne ve çarpıcı bıyıklarına güveniyor. Bir Barbar sürüsünü üzerlerine sal ve felaketin tadını çıkar!"
"TID_CHARACTER_INFO_ARCHER","Bu keskin nişancılar, hem savaş alanında hem de kendi hayatlarında olayları uzaktan takip etmekten hoşlanırlar. Onları hedeflerini bir hamlede indirmekten daha fazla hiç bir şey mutlu edemez."
"TID_CHARACTER_INFO_GOBLIN","Bu sinir bozucu, küçük yaratıkların tek bir şeyde gözü var: GANİMET! Bir Yaylı Tuzak'tan daha hızlılar ve ganimet için her şeyi yapabilirler."
"TID_CHARACTER_INFO_GIANT","Bu koca adamlar sakin görünüyor olabilirler. Kendilerine bir taret ya da top göster de nasıl delirdiklerini gör! Yavaş fakat dayanıklı olan bu savaşçılar, darbeleri savuşturmada bir numaradırlar."
"TID_CHARACTER_INFO_WALLBREAKER","Duvar Yıkıcının taş kalbini en iyi yumuşatan şey duvar yıkmaktır. Birkaç Duvar Yıkıcı, kara birliklerine gereken yolu rahatça açar."
"TID_CHARACTER_INFO_BALLOON","Bu geliştirilmiş iskeletler, duvarları yıkmaktan değil savunmaları yok etmekten hoşlanıyor. Özellikle de sinir bozucu havanları ve topları yok etmek için can atıyorlar."
"TID_CHARACTER_INFO_WIZARD","Büyücünün, savaş sahasında korku uyandırıcı bir etkisi var. Onu birkaç arkadaşıyla bir araya getir, yerde veya gökte, nerede olursa olsun, şiddetli yıkıcı etkiler yarat."
"TID_CHARACTER_INFO_HEALER","Bu muhteşem yaratık, birliklerini korumak ve onlara yardım etmek için yaşıyor. Herhangi bir ordu, onun tedavileriyle güçlenebilir; fakat onu mutlaka hava savunmasına karşı korumalısınız!"
"TID_CHARACTER_INFO_DRAGON","Ejderhaların kudreti herkes tarafından bilinir. Göklerin pullu terörü, acımak nedir bilmez ve onun ateş püskürten nefesinden hiçbir şey kurtulamaz."
"TID_CHARACTER_INFO_PEKKA","P.E.K.K.A bir şövalye mi? Samuray mı? Robot mu? Kimse bilmiyor! P.E.K.K.A'nın zırhı, en güçlü darbeleri bile engelliyor."
"TID_CHARACTER_INFO_MINION","Göklerin bu kabusu Kara İksir'den doğdu. Güdümlü Hava Mayını tarafından tespit edilemeyen Dalkavuklar kolayca cisim bulurlar, ancak bizim dünyamızda narindirler."
"TID_CHARACTER_INFO_RIDER","Vahşi, kaçıp duran yaban domuzunu evcilleştiren Yaban Domuzu Binicisi, zayıf duvarların arkasında saklananları cezalandırıyor! Kara İksir'le güçlenmiş bu savaşçılar, yenilgi nedir bilmiyorlar!"
"TID_CHARACTER_INFO_VALKYRIE","İki elle kullanılan baltada ustalaşmış olan bu ihtişamlı savaşçı, yakın binaların arasında koşarak oluşturduğu hortum darbesi ile birkaç birliği veya binayı parçalayabilir!"
"TID_CHARACTER_INFO_GOLEM","Yüce Golem, hasarları kendine çekmeye bayılır! Yenildiği zaman patlıyor ve ikiye bölünüyor. Ortaya çıkan Golemitler, Golem'in beşte biri gücüne ve hasar puanına sahip oluyor."
"TID_BUTTON_CLAN_MAIL_SEND","E-posta gönder"
"TID_BUTTON_CLAN_MAIL_NEXT","Sıradaki e-postaya kalan süre:"
"TID_SPECIAL_PACK_BUILDER","Başlangıç Paketi"
"TID_BUILDING_TEXT_REQUEST","İstek"
"TID_ALLIANCE_DEFAULT_MAIL_MESSAGE","Klan arkadaşlarımın dikkatine:"
"TID_ALLIANCE_MAIL_FAIL_COOLDOWN","Tekrar e-posta göndermeden önce beklemen gerek"
"TID_ATTACK_PERCENTAGE","Kazanılan Saldırılar:"
"TID_DEFENCE_PERCENTAGE","Kazanılan Savunmalar:"
"TID_LEAGUE_LEADERBOARDS","Ligim"
"TID_BUTTON_ROTATE_MORE","Sırayı döndür"
"TID_LOCAL_NOTIFICATION_LABORATORY_UPGRADE_DONE","<item> öğesi <level>. seviyeye yükseltildi"
"TID_PLACED_AFTER_SHUFFLE_POPUP_TITLE","Bir Lige yerleştirildin!"
"TID_PROMOTE_POPUP_TITLE","Terfi ettin!"
"TID_DEMOTE_POPUP_TITLE","Eyvah! Rütben düşürüldü!"
"TID_LEAGUE_CHANGE_TEXT","Lig seviyesi: <league>"
"TID_LEAGUE_DROP_OUT_OF_LEAGUE","Artık bir Lig'e dahil değilsin."
"TID_LEAGUE_BRONZE1","Bronz Lig I"
"TID_LEAGUE_BRONZE2","Bronz Lig II"
"TID_LEAGUE_BRONZE3","Bronz Lig III"
"TID_LEAGUE_CRYSTAL1","Kristal Lig I"
"TID_LEAGUE_CRYSTAL2","Kristal Lig II"
"TID_LEAGUE_CRYSTAL3","Kristal Lig III"
"TID_LEAGUE_GOLD1","Altın Lig I"
"TID_LEAGUE_GOLD2","Altın Lig II"
"TID_LEAGUE_GOLD3","Altın Lig III"
"TID_LEAGUE_MASTER1","Usta Ligi I"
"TID_LEAGUE_MASTER2","Usta Ligi II"
"TID_LEAGUE_MASTER3","Usta Ligi III"
"TID_LEAGUE_SILVER1","Gümüş Lig I"
"TID_LEAGUE_SILVER2","Gümüş Lig II"
"TID_LEAGUE_SILVER3","Gümüş Lig III"
"TID_LEAGUE_CHAMPION","Şampiyon Ligi"
"TID_LEAGUE_UNRANKED","Derecesiz"
"TID_LEAGUE_TITLE1","Bir Lige dahil değilsin!"
"TID_LEAGUE_TITLE2","Her Lig Sezonu bir ay sürer. Bir sezonun başlangıcında, yeni Lig ve Bonus Ganimetini görmek için herhangi bir oyuncunun kasabasına saldır."
"TID_NEXT_LEAGUE","Sonraki Lig:"
"TID_LEAGUE_PASSED","Geçildi"
"TID_LEAGUE_SHUFLES","Sezonun bitmesine: <league_shufle_time>"
"TID_MATCH_VICTORY_BONUS","Maks. Ganimet Bonusu:"
"TID_LEAGUE_I","I"
"TID_LEAGUE_II","II"
"TID_LEAGUE_III","III"
"TID_LEAGUE_IV","IV"
"TID_LEAGUE_V","V"
"TID_LEAGUE_BRONZE","Bronz"
"TID_LEAGUE_SILVER","Gümüş"
"TID_LEAGUE_GOLD","Altın"
"TID_LEAGUE_CRYSTAL","Kristal"
"TID_LEAGUE_MASTER","Usta"
"TID_LEAGUE_BRONZE1_SHORT","Bronz I"
"TID_LEAGUE_BRONZE2_SHORT","Bronz II"
"TID_LEAGUE_BRONZE3_SHORT","Bronz III"
"TID_LEAGUE_CRYSTAL1_SHORT","Kristal I"
"TID_LEAGUE_CRYSTAL2_SHORT","Kristal II"
"TID_LEAGUE_CRYSTAL3_SHORT","Kristal III"
"TID_LEAGUE_GOLD1_SHORT","Altın I"
"TID_LEAGUE_GOLD2_SHORT","Altın II"
"TID_LEAGUE_GOLD3_SHORT","Altın III"
"TID_LEAGUE_MASTER1_SHORT","Usta I"
"TID_LEAGUE_MASTER2_SHORT","Usta II"
"TID_LEAGUE_MASTER3_SHORT","Usta III"
"TID_LEAGUE_SILVER1_SHORT","Gümüş I"
"TID_LEAGUE_SILVER2_SHORT","Gümüş II"
"TID_LEAGUE_SILVER3_SHORT","Gümüş III"
"TID_LEAGUE_CHAMPION_SHORT","Şampiyon"
"TID_LEAGUE_INFO_REMEMBER","Daha fazla Bonus Ganimet için Ligleri tırman!"
"TID_LEAGUE_INFO_LOOT_BONUS","Titan I Ligindeki maksimum Ganimet Bonusu:"
"TID_LEAGUE_INFO_LOOT_BONUS_PROMO","Yeni Liginde kazanılan karşılaşmalarda alabileceğin maksimum Bonus Ganimet:"
"TID_LEAGUES_LEAGUE_ORDER","Lig seviyeleri"
"TID_LEAGUES_DIVISIONS","Bölükler"
"TID_LEAGUES_I","I"
"TID_LEAGUES_II","II"
"TID_LEAGUES_III","III"
"TID_LEAGUES_IV","IV"
"TID_LEAGUES_V","V"
"TID_LEAGUES_GET_MORE_TROPHIES","Bir Lige katılmak için <number> kupa kazan"
"TID_LEAGUES_UNRANKED_AFTER_SHUFFLE","Lig Sezonu sona erdi. Yeni bir Lige yerleştirilmek için herhangi bir kasabaya saldır!"
"TID_LEAGUE_DIVISIONS","Bölükler"
"TID_BONUS","<percentage> Bonus:"
"TID_HINT LOOT_BONUS","Daha fazla ganimet mi istiyorsun? Bir Lige katıl ve her başarılı saldırın için bir Bonus Ganimet kazan!"
"TID_HINT LEAGUE_PLACEMENT","Yeteri kadar kupan varsa herhangi bir kasabaya saldırmak, seni otomatik olarak bir Lige yerleştirecektir."
"TID_HINT LEAGUE_PROMOTION","Daha yüksek bir Lige yükselmek için daha fazla kupa kazan. Daha yüksek seviyeler, daha iyi Bonus Ganimet verir!"
"TID_HINT LEAGUE_DEMOTION","Çok fazla kupa kaybedersen rütben daha düşük bir Lige düşürülür. O kupalar için savaş!"
"TID_HINT LEAGUE_SHUFFLING","Her Lig Sezonu bir ay sürer."
"TID_HINT TOURNAMENT","Klan turnuvaları ve birlik bağışları sayısı ayda bir sıfırlanır."
"TID_LEAGUE_INFO_LOOT_BONUS3","Bir Ligde bulunmak, her zaferinde sana bir Bonus Ganimet kazandırır."
"TID_LEAGUE_INFO_PLACEMENT_HEADLINE","Bir Lige girebilmek için herhangi bir oyuncunun kasabasına saldır"
"TID_LEAGUE_INFO_PLACEMENT","Karşılaşma Lig seviyeni belirledikten sonra, kupan sayılır"
"TID_HINT_LEAGUE_SHUFFLING2","Her Lig Sezonu bir ay sürer."
"TID_BATTLE_LOG_OFFENSE","Saldırı Günlüğü"
"TID_BATTLE_LOG_DEFENSE","Savunma Günlüğü"
"TID_XP_TITLE_PUZZLEANDDRAGONS","Japonya fatihi!"
"TID_XP_TEXT_PUZZLEANDDRAGONS","Japonya'nın en popüler oyunu nihayet İngiltere'de. App Store'dan ücretsiz indirebilirsin."
"TID_XP_BUTTON_PUZZLEANDDRAGONS","Ücretsiz"
"TID_ALLIANCE_MAIL_NOTIFICATION","Yeni bir klan postan var!"
"TID_REQUESTED_FROM_CLAN","Alınan birlikler:"
"TID_XP_TITLE_UNLOCK_PUZZLEANDDRAGONS","İyi işti Şef!"
"TID_XP_TEXT_UNLOCK_PUZZLEANDDRAGONS","Artık Clash of Clans Zindan kilidini Puzzle & Dragons'ta açabilirsin! Oyunu ve kilidini açmak için aşağıdaki düğmeye bas."
"TID_XP_BUTTON_UNLOCK_PUZZLEANDDRAGONS","Kilidi aç"
"TID_NEWS_UPDATE_INFO_TITLE","Son Lav Köpecik'in Efsanesi"
"TID_NEWS_UPDATE_INFO_TEXT","Asla yenilgiyi kabul etmeyen Lav Köpecik'in efsane hikâyesi. CamaroBro'dan gerçek bir Clash destanından ilham aldı."
"TID_BUILDING_DARK_TOWER","Cehennem Kulesi"
"TID_DARK_TOWER_INFO","Tekli hedeflere inanılmaz hasarlar vermek ya da çoklu hedefleri tek seferde kızartmak için Cehennem Kulesi'nin Kara İksirini ateşle. İyileştirme etkileri, aşırı sıcak yüzünden uygulanamaz!"
"TID_ATTACK_WON","Kazandın"
"TID_ATTACK_LOST","Kaybettin"
"TID_ALLIANCE_DEFAULT_TROOP_REQUEST_MESSAGE","Takviyeye ihtiyaç duyuyorum"
"TID_PURCHASE_LIMIT_TITLE","Satın Almayı Onayla"
"TID_PURCHASE_LIMIT_TEXT","Yanlışlıkla satın almayı önlemek için, tekrar satın almana kalan süre:"
"TID_PURCHASE_LIMIT_CONFIRM","<PRICE> karşılığında <ITEM> satın almak için lütfen \q<CONFIRM>\q yaz ve Tamam düğmesine bas."
"TID_ERROR_POP_UP_PERSONAL_BREAK_TITLE","Kişisel Ara"
"TID_ERROR_POP_UP_PERSONAL_BREAK","Köylüler, çok uzun süre Kalkansız kaldıktan sonra kısa bir araya ihtiyaç duyarlar"
"TID_ERROR_POP_UP_PERSONAL_BREAK_BUTTON","Yeniden yükle"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION","Cehennem Kulesi artık yüklü!"
"TID_DARKTOWER_AMMO_ALREADY_FULL","Cehennem Kulesi tamamen dolu!"
"TID_ARTILLERY_AMMO_FILL_CONFIRMATION","Taktik Avcı Uçağı Ağır Silahı artık dolu!"
"TID_ARTILLERY_AMMO_ALREADY_FULL","Taktik Avcı Uçağı Ağır Silahı tamamen dolu!"
"TID_PERSONAL_BREAK_ATTACK_DISABLED","Saldırı başlatmak için Kişisel Aranın bitmesini beklemelisin."
"TID_PERSONAL_BREAK_STARTED","Kalkanın uzun süredir yok, birazdan birkaç dakikalığına atılacaksın."
"TID_ALLIANCE_JOIN_CLAN","Bir klana katıl ya da bir klan oluştur ve daha güçlü ol.\n\nKlan arkadaşları birbirine yardım eder ve takviye birlikler ve büyüler gönderir."
"TID_BUTTON_APPBANK","AppBank Kılavuzu"
"TID_INVALID_DESCRIPTION","Geçersiz tanımlama! Lütfen başka bir tanımlama dene."
"TID_TITLE_REQUEST_TROOPS","Takviye İste"
"TID_TITLE_CLAN_MAIL_SEND","Posta gönder"
"TID_SPEED_UP_TROOP_REQUEST_HEADER","Hemen İste!"
"TID_SPEED_UP_TROOP_REQUEST_TEXT","Beklemeyi geçmek ve hemen takviye talep etmek istiyor musun?"
"TID_TROOP_REQUEST_SPEED_UP_SUCCESS","Klan Kalesi, takviye isteğine hazır!"
"TID_BUTTON_SPEED_UP_REQUEST_TROOPS","Hemen İste!"
"TID_FREEZE_SPELL","Dondurma Büyüsü"
"TID_FREEZE_SPELL_INFO","Her yer ısınmaya başladığında buzlu kal!\n\nDondurma Büyüsü düşman birliklerini geçici bir süre için hareketsizleştiren dondurucu bir patlama yaratır ve etki alanı içindeki savunma binalarını devre dışı hale getirir."
"TID_POPUP_REVENGE_CLEAR_TITLE","İntikam"
"TID_POPUP_REVENGE_CLEAR","Savunma Günlüğü girdisi başına bir İntikam seçebilirsin. Hazır olduğundan emin misin?"
"TID_SPELL_TIME","Büyü süresi: <number> Saniye"
"TID_TROOP_REQUEST_SPEED_UP_FAILED_FULL","Klan Kalesi zaten dolu!"
"TID_HINT_SPELL_JUMP_DURATION","Atlama Büyüsünü geliştirerek birimlerine duvarların üzerinden atlamak için daha uzun süre sağla."
"TID_HINT_SPELL_FREEZE","Dondurma Büyüsü, etki alanındaki binaların ve birliklerin savunma yapmasını engeller."
"TID_HINT_SPELL_FREEZE_DURATION","Savunmaları ve birlikleri daha uzun süre engellemek için Dondurma Büyüsünü yükselt."
"TID_HINT_INFERNO_TOWER_TARGETS_1","Cehennem Kulesi, odaklandığı birimlere yıkıcı hasarlar verebilir."
"TID_HINT_INFERNO_TOWER_TARGETS_2","Cehennem Kulesi hasar oranı, her hedef değiştirdiğinde minimuma sıfırlanır."
"TID_HINT_INFERNO_TOWER_AMMO","Cehennem Kulesi, alevini güçlendirmek için Kara İksir yakar. Kara iksiri dolu tuttuğundan emin ol!"
"TID_HINT_ACCOUNT_SECURITY_1","Game Center şifreni kimseye verme."
"TID_HINT_ACCOUNT_SECURITY_1_ANDROID","Google hesap bilgilerini asla kimseye verme."
"TID_HINT_ACCOUNT_SECURITY_2","Supercell çalışanları, Game Center şifreni asla sormaz."
"TID_HINT_ACCOUNT_SECURITY_2_ANDROID","Supercell çalışanları Google hesabının şifresini asla sormaz."
"TID_JUMP_SPELL_INFO","Duvarlar seni yavaşlatıyor mu? Kestirmeden gitmeyi dene!\n\nDuvarların üzerinden geçen bir yol açmak için bu büyüyü düşman duvarlarının yakınında yap. Birliklerin, sanki orada duvar yokmuş gibi büyüden etkilenen duvar parçalarının üzerinden atlar!"
"TID_MUTE_PLAYER_BUTTON","Sustur"
"TID_PLAYER_MUTED","Oyuncu susturuldu!"
"TID_STREAM_REPLAY_TEXT_ATTACK","Şuna saldır:"
"TID_STREAM_REPLAY_TEXT_DEFENSE","Şuna karşı savun:"
"TID_SHARE","Tekrarı Paylaş"
"TID_REPLAY_SHARED_SUCCESS","Tekrar paylaşıldı!"
"TID_REPLAY_SHARED_FAIL","Zaten bir tekrar paylaştın. <time> içinde yeniden paylaşabilirsin."
"TID_ELDER_KICK_FAIL_COOLDOWN","Yakın zamanda bir klan üyesini attın. <time> sonra tekrar dene."
"TID_STREAM_REPLAY_BUTTON","Tekrar"
"TID_HUD_ATTACKER","Saldıran"
"TID_HUD_DEFENDER","Savunan"
"TID_REPLAY_FAILED","Tekrarın gösteriminde bir hata oluştu."
"TID_FAQ_EXTERNAL_BUTTON","Famitsu"
"TID_CHARACTER_INFO_WARLOCK","Cadı asla yalnız savaşmaz, sürekli eski savaşlarda ölmüş olan savaşçıları diriltir ve saldırılarında kullanır. Yükseltilmiş Cadılar tek seferde daha fazla iskelet uyandırabilir."
"TID_WARLOCK","Cadı"
"TID_HINT_WARLOCK_INFO_1","Cadının fırlatmalı saldırısı zayıf olabilir fakat çağırdığı iskeletler savunmaları sürekli rahatsız eder"
"TID_HINT_WARLOCK_INFO_2","İskeletleri yok edildikten sonra Cadı, saldırılara yüksek derecede açıktır"
"TID_POPUP_ANDROID_EXIT_TITLE","Çıkışı Onayla"
"TID_POPUP_ANDROID_EXIT","Oyundan çıkmak istiyor musunuz?"
"TID_MULTIDEVICE_INFO_ANDROID","İlerlemeni korumak ve birden fazla Android cihazda oynamak için Google Play Girişini kullan."
"TID_MULTIDEVICE_INFO_KUNLUN","Birden fazla Android cihazda oynamak için, Clash of Clans'ı aynı Android App Store'dan indir ve aynı hesapla giriş yap. İlerlemen, otomatik olarak senkronize edilecektir."
"TID_LINK_NEW_DEVICE_TITLE","Bir cihazı bağla"
"TID_LINK_NEW_DEVICE_TEXT","İki cihaz üstünde oynamak istersen veya hesabını başka bir cihaza aktarmak istersen, buradan yapabilirsin."
"TID_LINK_NEW_DEVICE_TEXT2","Başlamak için birine dokun:"
"TID_LINK_NEW_DEVICE_GAME_CENTER_NOTE","UYARI: Sadece iOS cihazlarda oynuyorsan ve Game Center hesabını kullanıyorsan, cihazlarını bağlamana gerek yok. Aynı Game Center hesabı ile oturum açman yeterli."
"TID_LINK_NEW_DEVICE_OLD_BUTTON","Bu\nESKİ CİHAZ"
"TID_LINK_NEW_DEVICE_NEW_BUTTON","Bu\nYENİ CİHAZ"
"TID_LINK_CODE_TITLE","Bağlantı kodu"
"TID_LINK_CODE_TEXT","Şimdi bu ekranı açık bırak. Diğer cihazda bağlantı ekranına git ve \qBu YENİ cihazdır\q düğmesine dokun."
"TID_LINK_CODE_TEXT2","Yeni cihazında bu kodu gir:"
"TID_DEVICE_LINK_CODE_VALID_TIME","Kodun geçerlilik süresi:"
"TID_LINK_CODE_WARNING_TEXT","UYARI: Bu kodu asla başkasına verme! Sadece kişisel kullanım içindir. Bağlantı kalıcı olacaktır."
"TID_CONFIRM_DEVICE_LINKING","Bağlantıyı onayla"
"TID_CONFIRM_DEVICE_LINK_TEXT","Mevcut köyü silip şununla değiştirmek istediğinden kesinlikle emin misin?"
"TID_LINK_DEVICES_ENTER_CODE_TITLE","Bağlantı kodunu gir"
"TID_LINK_DEVICES_ENTER_CODE_TEXT","(Bağlantı kodunu almak için: Eski cihazda bağlantı ekranına git ve \qBu ESKİ cihazdır\q düğmesine dokun.)"
"TID_LINK_DEVICES_ENTER_CODE_TEXT2","Bağlantı kodunu buraya gir:"
"TID_DEVICE_LINK_ERROR_GAME_CENTER","Game Center'a giriş yapılmadı"
"TID_DEVICE_LINK_ERROR_GAME_CENTER_TEXT","Cihaz bağlantısını yapmak için lütfen Game Center'a giriş yap. Ardından tekrar dene."
"TID_DEVICE_LINK_ERROR_GAME_CENTER_ANDROID","Google Play girişi yapılmadı"
"TID_DEVICE_LINK_ERROR_GAME_CENTER_TEXT_ANDROID","Lütfen cihaz bağlantısı için Google Play girişi yap. Bunun için ayarlar ekranındaki Google Play ile Giriş düğmesine dokun. Daha sonra tekrar dene."
"TID_DEVICE_LINK_ERROR_TIMEOUT","Bağlantı kodunun süresi geçti"
"TID_DEVICE_LINK_ERROR_TIMEOUT_TEXT","Bağlantı kodunun süresi geçti. Kod, yeni cihaza <time> içinde girilmeli.\n\nBağlantı kodu ekranına yeniden girerek rahatça yeni bir kod alabilirsiniz."
"TID_DEVICE_LINK_ERROR_TOO_MANY_DEVICES","Çok fazla cihaz bağlanmış"
"TID_DEVICE_LINK_ERROR_TOO_MANY_DEVICES_TEXT","Zaten maksimum izin verilen 10 cihazı bağladın.\n\nEski cihazlarından bazılarını kaldırmak istersen lütfen Yardım ve Destek sayfa aracılığı ile bizimle bağlantıya geç."
"TID_DEVICE_LINK_ERROR_INVALID_LINK_CODE","Geçersiz bağlantı kodu"
"TID_DEVICE_LINK_ERROR_INVALID_LINK_CODE_TEXT","Girdiğin kod yanlış veya süresi geçmiş. Kodu, diğer cihazda göründüğü şekliyle birebir girdiğinden emin ol.\n\nTekrar denemek için lütfen geri okuna dokun.\n\nUyarı: Bir kod sadece bir kez kullanılabilir ve <time> sonra geçersiz kalır. Bu ekrandan çıkıp Bağlantı ekranına tekrar girerek yeni bir kod alabilirsin."
"TID_DEVICE_LINK_ERROR_OLD_DEVICE_NOT_ACTIVE","Eski cihaz aktif değil"
"TID_DEVICE_LINK_ERROR_OLD_DEVICE_NOT_ACTIVE_TEXT","Cihazlarını başarılı bir şekilde bağlaman için, eski cihazın aktif olması ve bağlantı kodu ekranını görüntülemesi gerekir."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","Bağlantı koptu"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","Bu köye başka bir cihaz bağlanıyor."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","Yeniden yükle"
"TID_ALLIANCE_INVITATION_FAILED_AVATAR_HAS_TOO_MANY_INVITES","Davet edilemiyor, oyuncunun gelen kutusu dolu!"
"TID_DEVICE_LINKED_MAIL_ITEM","Köyüne yeni cihaz bağlandı."
"TID_TITLE_SHARE_REPLAY","Tekrarı Paylaş"
