"TID","IT"
"TID_FAQ_TITLE_MULTIACCOUNT","Posso giocare con più account su un unico dispositivo?"
"TID_FAQ_TEXT_MULTIACCOUNT","Clash of Clans supporta un solo account per dispositivo."
"TID_FAQ_TITLE_MULTIDEVICE","Posso connettere più dispositivi allo stesso account?"
"TID_FAQ_TEXT_MULTIDEVICE","Puoi giocare una partita su più dispositivi, ma assicurati di accedere a Game Center con lo stesso account su ognuno di essi. L'accesso al Game Center collega il tuo villaggio a quell'account Game Center e ti permette di caricare la tua partita su tutti i dispositivi."
"TID_FAQ_TEXT_MULTIDEVICE_ANDROID","Sì! Prima di tutto, verifica di aver collegato il tuo villaggio al tuo account Google usando l'accesso a Google Play. A questo punto, potrai caricare lo stesso villaggio su altri dispositivi Android connettendoti allo stesso account Google Play dalle impostazioni di gioco."
"TID_FAQ_TITLE_TEXTSIZE","Posso ingrandire le dimensioni del testo?"
"TID_FAQ_TEXT_TEXTSIZE","Il testo non può essere ingrandito ma, per un'esperienza di gioco ottimale di Clash of Clans, ti consigliamo di giocare con un dispositivo iOS di generazione attuale o recente, a cominciare da iPad 2, iPhone 4 o iPod di 4a generazione.\n\nIl gioco funziona anche su dispositivi precedenti, tuttavia l'esperienza di gioco potrebbe risultare non ideale."
"TID_FAQ_TEXT_TEXTSIZE_ANDROID","Purtroppo al momento la dimensione del testo non può essere ingrandita; stiamo comunque lavorando per migliorare la leggibilità, la fruibilità e l'esperienza di gioco."
"TID_FAQ_TITLE_CHANGENAME","Posso cambiare il nome del mio villaggio?"
"TID_FAQ_TEXT_CHANGENAME","Spiacenti, non puoi cambiare il nome del tuo villaggio. I suoi abitanti non saprebbero più dove vivono!"
"TID_FAQ_TITLE_DISCONNECTED","Sono stato disconnesso e ho perso dei trofei. Potete restituirmeli?"
"TID_FAQ_TEXT_DISCONNECTED","Se hai perso dei trofei a causa di una disconnessione, o sei stato attaccato, o il tuo attacco è stato interrotto e hai perso. Considerato il sistema di punteggio di Clash of Clans, non possiamo restituire trofei in nessuna circostanza. Questo perché ogni trofeo perso è trasferito a un altro giocatore e non possiamo assegnare nuovi trofei senza sbilanciare la classifica.\n\nPer evitare di perdere trofei a causa di problemi di rete, ti consigliamo di attaccare solo quando hai una connessione stabile (meglio WiFi)."
"TID_FAQ_TITLE_TROPHIES","Come funziona il sistema dei trofei?"
"TID_FAQ_TEXT_TROPHIES","Quando attacchi o vieni attaccato da altri giocatori, conquisti o perdi trofei in base all'esito della battaglia. Il numero di trofei acquisiti o persi dipende dal successo dell'attacco o della difesa. Se batti un avversario con un numero di trofei superiore al tuo, otterrai una ricompensa più ricca che in caso di vittoria con un avversario che possiede meno trofei di te."
"TID_FAQ_TITLE_MATCHMAKING","Come funziona il sistema \qTrova una partita\q?"
"TID_FAQ_TEXT_MATCHMAKING","Il matchmaking PvP si basa solo sul numero di trofei in tuo possesso, non sul tuo livello di esperienza o sulla lega di cui fai parte. Ciò significa che puoi sferrare o subire attacchi solo con giocatori nella tua stessa fascia di trofei, la quale è sufficientemente ampia da garantirti sempre un villaggio da assaltare."
"TID_FAQ_TITLE_SPELLS","Che cosa sono gli incantesimi e come posso usarli?"
"TID_FAQ_TEXT_SPELLS","Per utilizzare gli incantesimi devi portare il tuo municipio al livello 5 per sbloccare un nuovo edificio: la fabbrica degli incantesimi. Esso funziona in maniera simile alla caserma. Qui puoi creare le pozioni necessarie per gli incantesimi, ma c'è un limite al numero massimo di incantesimi che puoi conservare. Migliorando la fabbrica di incantesimi, sbloccherai nuovi incantesimi e potrai conservarne in numero maggiore.\n\nGli incantesimi possono essere usati solamente quando si attaccano altri giocatori. Puoi lanciare incantesimi in maniera simile a come schieri le truppe. Seleziona l'incantesimo nella barra in basso sullo schermo e tocca il punto in cui desideri lanciarlo. A differenza delle truppe, gli incantesimi possono essere lanciati in qualunque punto del campo di battaglia."
"TID_FAQ_TITLE_UPGRADES","Come posso migliorare i miei edifici?"
"TID_FAQ_TEXT_UPGRADES","Puoi migliorare gli edifici toccandoli e scegliendo l'opzione \qMigliora\q. Migliorando il municipio, sbloccherai nuovi edifici e potrai migliorare ancora di più quelli già esistenti!\n\nGli edifici saranno fuori servizio mentre vengono migliorati. Ciò significa che le miniere e gli estrattori di elisir non generano risorse e i cannoni e le torri non sparano ai nemici mentre vengono migliorati."
"TID_FAQ_TITLE_CHATBAN","Sono stato bandito dalla chat globale. Che cosa posso fare?"
"TID_FAQ_TEXT_CHATBAN","Attendi che la sospensione scada. Non contattare il supporto: il servizio assistenza non può modificare la sospensione."
"TID_FAQ_TITLE_HEROES","Che cosa sono gli eroi e come si usano?"
"TID_FAQ_TEXT_HEROES","Dopo aver migliorato il tuo municipio a un livello sufficiente, potrai reclutare eroi tramite il menu del negozio. Gli eroi possono attaccare i villaggi nemici o proteggere il tuo villaggio in caso di attacco.\nGli eroi sono immortali ma possono rimanere feriti e devono essere curati. Puoi guarire il tuo eroe facendolo dormire o usando il pulsante \qCura\q."
"TID_HINT_WELCOME","C'era una volta, nella radura di una foresta magica..."
"TID_HINT_UPGRADE_CANNONS","Migliora i tuoi cannoni per incrementare la difesa contro le intrusioni."
"TID_HINT_SHIELD","Hai bisogno di una pausa da Clash of Clans? Acquista uno scudo per proteggere i tuoi trofei!"
"TID_HINT_UPGRADE_TROOPS","Rafforza il tuo esercito! Costruisci un laboratorio e migliora le truppe."
"TID_HINT_UPGRADE_MINES","Non hai più oro? Prova a migliorare le miniere d'oro."
"TID_HINT_BUY_TROOP_HOUSING","Migliora gli accampamenti per assemblare un esercito enorme!"
"TID_HINT_UPGRADE_WALLS","Migliora le mura per rallentare il nemico."
"TID_HINT_CANNON_UPGRADE_NOT_FUNCTIONING","Gli edifici difensivi come i cannoni non possono sparare mentre sono in fase di miglioramento."
"TID_HINT_RESOURCE_UPGRADE_NOT_FUNCTIONING","Le miniere d'oro e gli estrattori di elisir non generano risorse mentre sono in fase di miglioramento."
"TID_HINT_RESOURCE_LOSSES","Anche se il tuo villaggio è stato completamente distrutto, mantieni sempre una parte dell'oro e dell'elisir."
"TID_HINT_DEFENSE","Costruire buone difese è importante tanto quanto attaccare in modo aggressivo."
"TID_HINT_BARBARIAN_TARGET","I barbari tendono ad attaccare l'edificio più vicino, indipendentemente dal tipo di struttura."
"TID_HINT_ARCHER_TARGET","Gli arcieri attaccano ogni cosa nel loro raggio d'azione."
"TID_HINT_GOBLIN_TARGET","I goblin sono avidi di oro ed elisir. I loro bersagli preferiti sono gli edifici delle risorse."
"TID_HINT_GOBLIN_DAMAGE","I goblin causano il doppio del danno agli edifici delle risorse."
"TID_HINT_GIANT_TARGET","I giganti preferiscono attaccare strutture difensive come i cannoni."
"TID_HINT_GIANT_DEPLOY","I giganti possono assorbire molti danni. Schierali per primi per attirare l'attenzione dei difensori."
"TID_HINT_WALLBREAKER_TARGET","Gli spaccamuro creano brecce nelle mura, consentendoti di attaccare gli edifici nemici."
"TID_HINT_WALLBREAKER_DAMAGE","Gli spaccamuro infliggeranno gravi danni alle mura nemiche, ma esploderanno nel farlo."
"TID_HINT_BALLOON_TARGET","Le mongolfiere si usano principalmente contro le difese nemiche, come i cannoni."
"TID_HINT_BALLOON_AIR","Una mongolfiera è un'unità volante: ciò significa che cannoni e mortai non possono colpirla."
"TID_HINT_WIZARD_INFO","Gli stregoni possono causare molti danni, ma non sono molto resistenti."
"TID_HINT_HEALER_INFO","I guaritori possono curare le unità di terra, ma non possono attaccare i nemici."
"TID_HINT_HEALER_AIR","Il guaritore è un'unità volante. Le difese aeree e le torri degli arcieri possono abbatterlo rapidamente."
"TID_HINT_DRAGON_AIR","Il drago è una potente unità volante che può attaccare sia le forze di terra, sia eventuali bersagli volanti."
"TID_HINT_PEKKA_INFO","P.E.K.K.A è un cavaliere? Un samurai? Un robot? Nessuno lo sa!"
"TID_HINT_PEKKA_TRAP","L'armatura di P.E.K.K.A è talmente robusta che la trappola a scatto non le fa neanche un graffio."
"TID_HINT_CANNON_TARGET","I cannoni possono sparare solo alle unità terrestri."
"TID_HINT_MORTAR_TARGET","I mortai possono colpire solo bersagli terrestri."
"TID_HINT_MORTAR_DAMAGE","I mortai infliggono un danno ad area a tutte le unità di terra che si trovano nelle vicinanze del punto colpito."
"TID_HINT_ARCHER_TOWER_TARGET","Le torri degli arcieri possono prendere di mira sia le unità di terra, sia quelle aeree."
"TID_HINT_AIR_DEFENSE_TARGET","I razzi per la difesa aerea funzionano solo contro le unità volanti."
"TID_HINT_WIZARD_TOWER_DAMAGE","La torre dello stregone danneggia tutte le unità nell'area obiettivo."
"TID_HINT_WIZARD_TOWER_TARGET","La torre dello stregone può colpire sia le unità di terra, sia quelle volanti."
"TID_HINT_TESLA_HIDDEN","La torre Tesla occulta rimane invisibile agli attaccanti fino a quando non sono abbastanza vicini."
"TID_HINT_TESLA_TARGET","La Tesla occulta può attaccare sia le unità di terra, sia quelle volanti."
"TID_HINT_TRAPS_TARGET","Le trappole rimangono invisibili agli attaccanti fino a quando non sono abbastanza vicini."
"TID_HINT_OBSTACLES","Distruggi gli ostacoli che trovi sul tuo cammino, come rocce e alberi, e potresti ottenere delle gemme."
"TID_HINT_BATTLE_LOG","Il Registro battaglie riporta le informazioni relative agli attacchi subiti dal tuo villaggio."
"TID_HINT_REPLAY","Puoi guardare i replay degli scontri dal Registro battaglie!"
"TID_HINT_ENEMY_TOWN_HALL","Se distruggerai il municipio di un nemico, otterrai sempre una stella."
"TID_HINT_CLAN_CASTLE","Le truppe nel castello del clan difenderanno il tuo villaggio."
"TID_HINT_CAMP","Le truppe negli accampamenti possono solo attaccare e non possono difendere il tuo villaggio."
"TID_HINT_SHIELD2","Uno scudo attivo ti proteggerà da tutti gli attacchi, ma attaccare gli altri ne ridurrà la durata."
"TID_HINT_SHIELD_GAIN","Ottieni uno scudo gratis se un nemico ti attacca e distrugge il tuo villaggio."
"TID_HINT_SHIELD_GAIN_TIME","Se il tuo villaggio subisce molti danni, lo scudo durerà più a lungo."
"TID_HINT_SHIELD_LOSE","Se attacchi un altro giocatore mentre hai uno scudo attivo, perderai qualche ora di scudo."
"TID_HINT_SHIELD_SINGLE_PLAYER","Puoi attaccare l'orda di goblin (nelle missioni per giocatore singolo) senza perdere il tuo scudo attivo."
"TID_HINT_SINGLE_PLAYER_REWARDS","Hai bisogno di un po' d'oro in più per un miglioramento? Rubalo ai goblin in una missione per giocatore singolo!"
"TID_HINT_TROPHY_COUNT","I trofei che vinci vengono sottratti al palmares dei tuoi avversari!"
"TID_HINT_ACHIEVEMENT_GEMS","Raggiungi gli obiettivi per ottenere delle gemme gratis!"
"TID_HINT_UNLOCKS","Migliora il tuo municipio per sbloccare nuovi edifici e nuovi livelli di miglioramento per gli edifici disponibili."
"TID_HINT_REBUILD_CLANCASTLE","Ricostruisci il castello del clan in rovina per unire le forze con altri giocatori!"
"TID_HINT_CLAN_REINFORCEMENTS","Utilizza il castello del clan per chiedere rinforzi agli altri membri del clan!"
"TID_HINT_CLAN_TROOP_DEPLOY","Le truppe di rinforzo del castello del clan possono difendere il tuo villaggio da un attacco nemico, oppure puoi schierarle quando attacchi un altro giocatore."
"TID_HINT_SPELL_LIGTHNING","L'incantesimo Fulmine danneggia le unità e gli edifici in un'area ristretta."
"TID_HINT_SPELL_HEALING","L'incantesimo Guarigione crea un anello di guarigione che cura le truppe che si trovano al suo interno."
"TID_HINT_SPELL_RAGE","L'incantesimo Furia crea un anello di furia che fortifica le truppe che si trovano al suo interno."
"TID_HINT_SPELL_JUMP","L'incantesimo Salto crea un percorso temporaneo per le truppe sopra le mura nemiche."
"TID_HINT_SPELL_JUMP_2","Prova a usare l'incantesimo Salto per creare un passaggio per le truppe che cercano di assaltare un muro."
"TID_HINT_FORUMS","Partecipa ai forum di Clash of Clans! Accedi a Impostazioni - Altro."
"TID_HINT_LABORATORY","Puoi migliorare le tue truppe nel laboratorio per renderle più forti ed efficaci!"
"TID_HINT_DPS","I danni subiti dalle unità e dalle torrette sono misurati in danno al secondo."
"TID_HINT_LABORATORY_UPGRADES","Una volta avviati, i miglioramenti nel laboratorio non possono essere annullati. Pianifica con cura!"
"TID_HINT_USABLE_WHILE_UPGRADING","Accampamenti, castelli del clan e depositi continuano a svolgere la loro funzione durante il miglioramento."
"TID_HINT_END_BATTLE","Puoi terminare una battaglia e uscirne vittorioso dopo aver conquistato almeno una stella."
"TID_HINT_CHAT_REPORT","Se vedi un messaggio offensivo nella chat, toccalo e seleziona \qSegnala\q per segnalare il giocatore."
"TID_HINT_CHAT_REPORT_LIMIT","Usa questa funzione solo se necessario, non farti prendere la mano!"
"TID_HINT_REVENGE_OF_REVENGE","L'attacco Vendetta non è disponibile contro i giocatori che hai attaccato per primo."
"TID_HINT_BATTLE_ENDS","La battaglia termina una volta esaurite tutte le truppe, i rinforzi del clan e gli incantesimi di danneggiamento."
"TID_HINT_XBOW_LVL_8","Migliorando il municipio avrai accesso a una nuova arma difensiva, chiamata arco-X."
"TID_HINT_XBOW_TARGETS_1","Puoi impostare l'arco-X in modo che attacchi obiettivi aerei e di terra a breve distanza."
"TID_HINT_XBOW_TARGETS_2","Puoi impostare l'arco-X in modo che attacchi solamente obiettivi di terra a lunga distanza."
"TID_HINT_XBOW_AMMO","L'arco-X usa l'elisir come munizioni. Ricordati di ricaricarlo dopo un attacco nemico."
"TID_HINT_BOOST_RESOURCES","Puoi incrementare il ritmo della produzione delle miniere d'oro e degli estrattori di elisir con le gemme appena li avrai migliorati fino al livello 5."
"TID_HINT_BOOST_SPELLS","Puoi incrementare il ritmo produttivo della fabbrica degli incantesimi con le gemme."
"TID_HINT_BOOST_TRAINING","Puoi incrementare la velocità dell'addestramento nella caserma con le gemme."
"TID_HINT_USE_SPELLS","Gli incantesimi possono influenzare enormemente le sorti della battaglia. Non dimenticare di usarli!"
"TID_HINT_DARK_ELIXIR_USAGE","Puoi usare l'elisir nero per evocare gli eroi più forti del regno!"
"TID_HINT_DARK_ELIXIR_BUILDINGS","È possibile conservare e produrre l'elisir nero a partire dal municipio di livello 7, insieme alle truppe dell'elisir nero!"
"TID_HINT_DARK_ELIXIR_LOOT","Potrai iniziare a saccheggiare elisir nero non appena avrai costruito un deposito per contenerlo."
"TID_HINT HEROES_USE","Il tuo eroe può attaccare i villaggi nemici o proteggere il tuo dagli attacchi degli avversari."
"TID_HINT HEROES_DIE","Gli eroi sono immortali, ma possono rimanere feriti e devono essere curati prima che possano combattere nuovamente."
"TID_HINT HEROES_REGENERATE","Cura i tuoi eroi mettendoli a dormire o usando il pulsante \qCura\q."
"TID_HINT HERO_BARBARIAN_KING","Il re barbaro è il più forte di tutti. Il consumo di elisir nero lo ha reso più grande dei giganti."
"TID_HINT HERO_ARCHER_QUEEN","La regina degli arcieri è una guerriera dalla vista acutissima che brandisce un arco-X modificato in miniatura."
"TID_BUTTON_FBPAGE","Ultimi aggiornamenti"
"TID_BUILDING_SPELL_FORGE","Fabbrica degli incantesimi"
"TID_SPELL_FORGE_INFO","La fabbrica degli incantesimi ospita stregoni esperti, più adatti alla creazione di armi magiche piuttosto che al combattimento in prima linea. Utilizza i loro potenti incantesimi d'attacco per volgere le sorti della battaglia a tuo favore!"
"TID_OTHER_SPELL_LEFT","Scegli un altro incantesimo"
"TID_ALL_SPELLS_USED","Nessun incantesimo rimasto"
"TID_TRAIN_SPELL_STORAGE_FULL","Deposito di incantesimi pieno!"
"TID_TRAIN_SPELL_STORAGE_FULL_INFO","Migliora la fabbrica degli incantesimi per aumentarne la capacità"
"TID_SPELLS_INSIDE","Utilizzo capienza deposito di incantesimi: <number> / <number2>"
"TID_SPELL_CAPACITY_AFTER_TRAIN","Capienza deposito di incantesimi dopo la preparazione:"
"TID_SPELL_STORAGE_CAPACITY","Capienza deposito di incantesimi: <number>"
"TID_SPELL_DAMAGE","Danno totale: <number>"
"TID_INFO_FORGING_TIME","Tempo di preparazione:"
"TID_FORGE_COST","Costo: <number> <resource>"
"TID_SPELL_SPEED_UP_SUCCESS","Preparazione incantesimo completata!"
"TID_NOT_ENOUGH_SPELL_STORAGE","Il tuo deposito di incantesimi è pieno!"
"TID_LIGHTNING_STORM","Fulmine"
"TID_HEALING_WAVE","Guarigione"
"TID_HASTE","Furia"
"TID_HASTE_DAMAGE","Incremento danno: <number>%"
"TID_REQUIRED_SPELL_FORGE_LEVEL","Richiede fabbrica degli incantesimi di livello <number>"
"TID_UNLOCK_SPELL_FORGE_SPELL","Sblocca <name>"
"TID_POPUP_UPGRADE_ALREADY_IN_PROGRESS","Miglioramento in corso"
"TID_TIP_SPELL_FORGE","Prepara potenti incantesimi utilizzabili durante gli attacchi"
"TID_POPUP_FORGE_TITLE","Prepara incantesimi <limit>"
"TID_CANCLE_TRAINING_INFO","Nota: la rimozione delle truppe dalla coda rimborserà solo il <number>% del costo."
"TID_CANCLE_SPELL_INFO","Nota: la rimozione degli incantesimi dalla coda rimborserà solo il <number>% del costo."
"TID_HASTE_SPEED","Aumento velocità: <number>"
"TID_INFO_EFFECT_TYPE","Tipo effetto:"
"TID_TOTAL_HEAL","Totale guarigione: <number>"
"TID_REPLAY_BUTTON_FAIL","Il replay non è più disponibile!"
"TID_ACHIEVEMENT_CHALLENGE_BUTTON","Sfida gli amici"
"TID_NAME_INSTRUCTIONS","Scegli un nome che ti piace per farti conoscere dagli altri giocatori. Non potrai più cambiarlo!"
"TID_BUTTON_REPLAY","Replay"
"TID_BUTTON_WATCH","Guarda"
"TID_REPLAY_TIME","Il replay termina tra:"
"TID_GC_CHALLENGE","Sfida gli amici"
"TID_GC_NOCHALLENGE","Apri obiettivi"
"TID_POPUP_HEADER_ABOUT_TO_SPEED_UP","Completa ora!"
"TID_POPUP_SPEED_UP_UPGRADE","Vuoi completare il miglioramento di: <item> per <number> gemme?"
"TID_POPUP_SPEED_UP_CONSTRUCTION","Vuoi completare la costruzione di: <item> per <number> gemme?"
"TID_POPUP_SPEED_UP_UPGRADE_SLOWDOWN","Un miglioramento (<item>) sta rallentando l'addestramento dell'esercito. Vuoi completarlo ora per <number> gemme?"
"TID_POPUP_SPEED_UP_CONSTRUCTION_SLOWDOWN","Una costruzione (<item>) sta rallentando l'addestramento dell'esercito. Vuoi completarla ora per <number> gemme?"
"TID_BUTTON_CREATE_SPELL","Prepara"
"TID_REVENGE_NOT_AVAILABLE","Vendetta non disponibile"
"TID_REPLAY_NOT_AVAILABLE","Replay non disponibile"
"TID_RESTART_REPLAY_BUTTON","Riavvia"
"TID_REPLAY_REPLAY","Replay"
"TID_REPLAY_SPEED","Velocità replay:"
"TID_REPLAY_PLAY_AGAIN","Guarda di nuovo"
"TID_UPGRADE_FINISH_NOW","Completa ora:"
"TID_FINISH_SPELL","Completa ora:"
"TID_TARGET_ALREADY_IN_ALLIANCE","Il giocatore fa già parte di un clan."
"TID_LIGHTNING_STORM_INFO","Folgora i nemici con dei micidiali fulmini!\n\nLancia questo incantesimo contro il villaggio nemico per infliggere danni agli edifici e alle unità entro un'area limitata."
"TID_HEALING_WAVE_INFO","Cura le tue truppe, così potranno continuare a combattere!\n\nLancia questo incantesimo per creare un anello di guarigione. Le tue unità saranno curate mentre sono all'interno di questo anello."
"TID_HASTE_INFO","Istiga la rabbia delle tue unità per renderle più forti, grandi e veloci!\n\nLancia questo incantesimo per creare un anello di furia! Le tue unità guadagneranno velocità e potenza d'attacco quando si trovano all'interno dell'anello."
"TID_COMING_SOON","Prossimamente!"
"TID_UNIT_STORAGE_CAPACITY_ALL","Totale capacità truppe: <number>"
"TID_TOTAL_CAPACITY_AFTER_TRAIN","Capacità truppe dopo l'addestramento:"
"TID_BUILDING_TEXT_RESEARCH","Ricerca"
"TID_IF_LOST","Sconfitta:"
"TID_POPUP_HEADER_ABOUT_TO_CANCEL_SPELL","Confermi?"
"TID_POPUP_ABOUT_TO_CANCEL_SPELL","La rimozione degli incantesimi dalla coda rimborserà solo il <number>% del costo."
"TID_ALLIANCE_REJECT_DEFAULT_MESSAGE","Spiacenti, abbiamo deciso di non accettarti nel clan."
"TID_ALLIANCE_REJECT_MESSAGE_TITLE","Rifiuta: <name>"
"TID_KICK_DEFAULT_MESSAGE","Spiacenti, abbiamo deciso di espellerti dal clan."
"TID_KICK_MESSAGE_TITLE","Vuoi espellere: <name>?"
"TID_KICKED_FROM_ALLIANCE","Sei stato espulso dal clan: <msg>"
"TID_CLAN_CASTLE_TROOPS_INSIDE","Rinforzi:"
"TID_ALLIANCE_CREATE_TROPHY_COUNT","Numero minimo di trofei per entrare:"
"TID_ALLIANCE_SCORE_LIMIT_NONE","0"
"TID_CLAN_MINIMUM_TROPHYS","Trofei necessari:"
"TID_STREAM_EVENT_ACCEPTED","è stato/a accettato/a nel clan da <name>"
"TID_STREAM_EVENT_DEMOTED","è stato/a retrocesso/a da <name>"
"TID_STREAM_EVENT_PROMOTED","ha avuto una promozione da <name>"
"TID_STREAM_EVENT_JOINED","entra nel clan"
"TID_STREAM_EVENT_KICKED","è stato/a espulso/a dal clan da <name>"
"TID_STREAM_EVENT_LEFT","ha abbandonato il clan"
"TID_FEEDBACK_BUTTON1","Problema con un acquisto"
"TID_FEEDBACK_BUTTON2","Problema di connessione"
"TID_FEEDBACK_BUTTON3","Problema di natura diversa"
"TID_FEEDBACK_BUTTON4","Feedback"
"TID_FEEDBACK_MAIL_TEXT","\n\n\n---------NON CANCELLARE!---------\n<tags>\n------------------------------\n"
"TID_CLAN_JOIN_FAIL_CLOSED","Il clan è chiuso!"
"TID_CLAN_JOIN_FAIL_ALREADY_SENT","Aspetta prima di inviare una nuova richiesta per unirti a questo clan!"
"TID_CLAN_JOIN_FAIL_NO_SCORE","Non hai abbastanza trofei per unirti a questo clan!"
"TID_CLAN_JOIN_FAIL_ALREADY_IN_CLAN","Fai già parte di un clan!"
"TID_CLAN_JOIN_FAIL_FULL","Il clan è al completo!"
"TID_CLAN_JOIN_FAIL_GENERIC","Non è stato possibile unirsi al clan!"
"TID_CLAN_JOIN_FAIL_TOO_MANY_PENDING_REQUESTS","Non è stato possibile unirsi al clan. Riprova più tardi."
"TID_REPORT_PLAYER_BUTTON","Segnala"
"TID_PLAYER_REPORTED_SUCCESSFULLY","Giocatore segnalato!"
"TID_PLAYER_ALREADY_REPORTED","Hai già segnalato questo giocatore!"
"TID_TOO_MANY_REPORTS_SENT","Hai superato il limite massimo di segnalazioni per oggi!"
"TID_CONFIRM_MERGE","Confermi?"
"TID_CONFIRM_ARE_YOU_SURE","Vuoi davvero eliminare il villaggio attuale e sostituirlo con:"
"TID_CONFIRM_CONFIRM","Digita \q<confirmword>\q e premi il pulsante OK per completare l'azione."
"TID_BUTTON_CONFIRM","OK"
"TID_CHAT_UNAVAILABLE","Chat non disponibile!"
"TID_CHAT_BANNED_REASON","Altri giocatori ti hanno segnalato per commenti inappropriati."
"TID_CHAT_BANNED_PERIOD_OF","Sei stato zittito nella chat globale perché:"
"TID_CHAT_INFO","Per riferire un comportamento inappropriato, tocca il messaggio offensivo e seleziona \qSegnala\q."
"TID_CHAT_WELCOME","Ti diamo il benvenuto alla chat globale.\n\nTi preghiamo di rispettare gli altri. Non saranno tollerati comportamenti offensivi.\n\nNon condividere le informazioni private (e-mail, numero di telefono, indirizzo, password)!"
"TID_CONFIRM_WORD","CONFERMA"
"TID_CHAT_FAIL_BANNED","Sei stato temporaneamente zittito nella chat globale."
"TID_CHAT_JUST_BANNED","Altri giocatori ti hanno segnalato per commenti inappropriati. Sei stato zittito nella chat globale."
"TID_ATTACK_COOLDOWN_AFTER_MAINTENANCE","L'attacco è temporaneamente disabilitato!"
"TID_BUILDING_BOW","Arco-X"
"TID_BOW_INFO","L'arco-X scocca dardi mistici dal potere terrificante. Caricalo con elisir per attivarlo automaticamente. Puoi impostarlo in modo che colpisca unità di terra a lunga distanza o tutti gli obiettivi a corto raggio."
"TID_BUTTON_LOAD","Carica"
"TID_BUTTON_ATTACK_MODE_AIR","Aria"
"TID_BUTTON_ATTACK_MODE_GROUND","Terra"
"TID_BUTTON_ATTACK_MODE_AIR_AND_GROUND","Aria e terra"
"TID_AMMO_ALREADY_FULL","Arco-X completamente carico!"
"TID_ALLIANCE_BUTTON_SEARCH","Cerca"
"TID_ALLIANCE_SEARCH","Cerca clan:"
"TID_ALLIANCE_SEARCH_HINT","Digita il nome o il tag del clan"
"TID_ALLIANCE_TAB_NAME","Cerca clan"
"TID_BUILDING_TEXT_LOW_AMMO","Munizioni scarse"
"TID_BUILDING_TEXT_NO_AMMO","Vuoto"
"TID_JUMP_SPELL","Salto"
"TID_AMMO_FILL_CONFIRMATION","L'arco-X è carico!"
"TID_CLAN_SEARCH_RESULTS","Risultati ricerca \q<name>\q"
"TID_CLAN_SEARCH_NO_RESULTS","Nessun risultato trovato"
"TID_TRAP_HALLOWEENBOMB","Bomba zucca"
"TID_TRAP_HALLOWEENBOMB_INFO","Buu! Questa spaventosa zucca è disponibile solo per un tempo limitato."
"TID_BUTTON_RETRY","Riprova"
"TID_SEARCH_STATUS","Ricerca avversari..."
"TID_ATTACK_FAIL_GENERIC","Impossibile attaccare il villaggio. Riprova più tardi."
"TID_BUTTON_BOOST","Potenzia"
"TID_POPUP_HEADER_ABOUT_TO_BOOST","Incrementa produzione!"
"TID_POPUP_BOOST_GOLD_MINE","Vuoi raddoppiare la produzione d'oro per <time>?"
"TID_POPUP_BOOST_ELIXIR_COLLECTOR","Vuoi raddoppiare la produzione di elisir per <time>?"
"TID_POPUP_BOOST_BARRACKS","Vuoi moltiplicare per <multiplier> la velocità di addestramento truppe per <time>?"
"TID_POPUP_BOOST_SPELL_FACTORY","Vuoi moltiplicare per <multiplier> la velocità di preparazione di incantesimi per <time>?"
"TID_ALREADY_BOOSTED","Questo edificio è già in fase di potenziamento!"
"TID_BOOST_LEFT","Potenziam. rimasto:"
"TID_BUILDING_TEXT_CREATE_SPELL","Prepara"
"TID_DECORATION_PEKKA_STATUE","Statua di P.E.K.K.A"
"TID_CANCEL_BOOST_CONFIRMATION_TITLE","Vuoi terminare il potenziamento?"
"TID_CANCEL_BOOST_CONFIRMATION","Se migliori l'edificio, il potenziamento terminerà. Vuoi davvero procedere?"
"TID_XMAS_SPELL","Regalo di Natale"
"TID_XMAS_SPELL_INFO","Chiedi a Babbo Natale il più bel regalo del mondo: una pioggia di distruzione sui tuoi nemici!"
"TID_OBSTACLE_XMASTREE","Albero di Natale"
"TID_NEXT_REQUEST","Richiesta successiva:"
"TID_CASTLE_FULL","Castello pieno"
"TID_BARBARIAN_KING","Re barbaro"
"TID_BARBARIAN_KING_INFO","Il re barbaro è il barbaro più potente e cattivo di tutto il regno. La sua sete di elisir nero lo ha trasformato in un essere gigantesco. Può attaccare i villaggi nemici o proteggere il tuo villaggio."
"TID_HERO_INSTRUCTIONS","Questa aggraziata cacciatrice è una maestra dalla forza distruttiva, sebbene la sua salute sia scarsa. Bersaglia i nemici alla sua portata nella fase di difesa e può muoversi furtivamente e infliggere danni tremendi in attacco una volta sbloccata la sua abilità Mimetismo."
"TID_ARCHER_QUEEN","Regina degli arcieri"
"TID_ARCHER_QUEEN_INFO","La regina degli arcieri è una guerriera dalla vista acutissima. Si avvale di un arco-X modificato in miniatura che solo pochi umani possono pensare di brandire. Può attaccare i villaggi nemici o proteggere il tuo villaggio."
"TID_DARK_ELIXIR","Elisir nero"
"TID_RESOURCE_CAP_FULL_DARK_ELIXIR","Costruisci depositi di elisir nero o migliora quelli esistenti!"
"TID_BUILDING_DARK_ELIXIR_PUMP","Trivella per elisir nero"
"TID_BUTTON_HERO_PATROL","In pattuglia"
"TID_BUTTON_HERO_SLEEP","In riposo"
"TID_DARK_ELIXIR_PUMP_INFO","I nostri alchimisti hanno finalmente trovato un modo per estrarre elisir nero allo stato puro, la forma più rara di questa sostanza magica."
