"TID","CNT"
"TID_FAQ_TITLE_TROPHIES","獎盃是如何計算的？"
"TID_FAQ_TEXT_TROPHIES","攻擊其他玩家或遭其他玩家攻擊時，您會依據戰鬥結果獲得或失去獎盃。獲得或失去的獎盃數取決於攻擊或防守的成效。擊敗獎盃數高於您的對手會比擊敗獎盃數低於您的對手獲得更多獎盃。"
"TID_FAQ_TITLE_MATCHMAKING","「尋找對戰目標」是怎麼決定的呢？"
"TID_FAQ_TEXT_MATCHMAKING","玩家對戰配對只會依您擁有的獎盃數進行判斷，而不會參考您的經驗值等級或聯盟。這表示您可以和獎盃數相近的玩家相互攻擊。我們會確保這個數目的範圍大到足以讓您找到能夠進攻的村莊。"
"TID_FAQ_TITLE_SPELLS","法術是什麼？要如何使用？"
"TID_FAQ_TEXT_SPELLS","若要使用法術，您必須先將大本營升級到5級。如此一來便可解鎖新建築物「法術工廠」。法術工廠的運作方式和訓練營很相似。您可以在工廠中製造法術所需的藥水，但您同時能夠存放的法術數有限。升級法術工廠可解鎖全新法術，並可讓您存放更多的法術以供作戰時使用。\n\n法術只能用來攻擊其他玩家。施放法術的方式和您在戰鬥中派遣部隊的方式相似。只要在畫面底部選取法術，再點選您要施放的位置即可。和部隊不同的地方在於，您可以在遊戲畫面上的任何位置施放法術。"
"TID_FAQ_TITLE_UPGRADES","我要如何升級我的建築物？"
"TID_FAQ_TEXT_UPGRADES","您可以點選建築物,選擇「升級」選項來升級建築物。升級大本營可解鎖全新建築物，還可以讓您進一步升級現有的建築物！\n\n建築物在升級期間無法運作。這表示金礦和聖水收集器在升級時將不會生產資源，加農炮和箭塔在升級時也不會攻擊敵人。"
"TID_FAQ_TITLE_CHATBAN","我在公共聊天室被禁言了。我該怎麼辦？"
"TID_FAQ_TEXT_CHATBAN","很抱歉，客服無法為您解除封禁，請耐心等待封禁結束。"
"TID_FAQ_TITLE_HEROES","什麼是英雄?該如何使用?"
"TID_FAQ_TEXT_HEROES","當大本營升至一定等級時，就可以從商店功能表中招募英雄。英雄可以攻擊敵軍也能保護村莊。英雄擁有不死之身，但也會受傷。要治癒之後才能再次投入戰鬥。讓英雄休息或使用\q治癒\q按鈕以恢復其生命值。"
"TID_HINT_WELCOME","很久很久以前，在魔法森林裡有一塊空地......"
"TID_HINT_UPGRADE_CANNONS","升級加農炮以加強對於入侵者的防禦效果。"
"TID_HINT_SHIELD","要離開《部落衝突》休息一下嗎？購買護盾來保護您的獎盃！"
"TID_HINT_UPGRADE_TROOPS","請強化您的軍隊！建造實驗室並升級部隊。"
"TID_HINT_UPGRADE_MINES","金幣用完了嗎？請試著升級金礦吧。"
"TID_HINT_BUY_TROOP_HOUSING","升級兵營以建造大型軍隊！"
"TID_HINT_UPGRADE_WALLS","升級城牆可減緩敵軍的進攻速度。"
"TID_HINT_CANNON_UPGRADE_NOT_FUNCTIONING","加農炮等防禦性建築在升級期間無法射擊。"
"TID_HINT_RESOURCE_UPGRADE_NOT_FUNCTIONING","金礦和聖水收集器在升級期間無法生產資源。"
"TID_HINT_RESOURCE_LOSSES","即使您的村莊遭到全面性的破壞，您還是可以保有部分的金幣和聖水。"
"TID_HINT_DEFENSE","建造堅固的防禦設施和訓練精銳的進攻部隊同樣重要。"
"TID_HINT_BARBARIAN_TARGET","野蠻人喜歡攻擊離他們最近的目標，無論任何建築類型。"
"TID_HINT_ARCHER_TARGET","弓箭手會攻擊她們攻擊範圍內的所有一切。"
"TID_HINT_GOBLIN_TARGET","哥布林渴望金幣和聖水，所以他們最愛的攻擊目標是資源建築物。"
"TID_HINT_GOBLIN_DAMAGE","哥布林對資源建築物可造成雙倍的傷害。"
"TID_HINT_GIANT_TARGET","巨人喜歡攻擊加農炮之類的防禦建築。"
"TID_HINT_GIANT_DEPLOY","巨人可承受大量的傷害。先將巨人部署完成可吸引敵軍的注意。"
"TID_HINT_WALLBREAKER_TARGET","炸彈人會將城牆炸出洞來為部隊開路，以便讓主力部隊朝敵軍的建築物進攻。"
"TID_HINT_WALLBREAKER_DAMAGE","炸彈人對敵方城牆可造成大量傷害，但也會連他們自己一起炸掉。"
"TID_HINT_BALLOON_TARGET","氣球兵優先的攻擊目標是加農炮之類的敵方防禦設施。"
"TID_HINT_BALLOON_AIR","氣球兵是一種飛行單位，這表示加農炮和迫擊炮都無法擊中它。"
"TID_HINT_WIZARD_INFO","法師能夠對敵人造成大量傷害，但自身的防禦力卻十分脆弱。"
"TID_HINT_HEALER_INFO","天使可治療您的地面作戰單位，但無法攻擊敵人。"
"TID_HINT_HEALER_AIR","天使是飛行作戰單位。防空火箭和箭塔能夠輕易地將她擊落。"
"TID_HINT_DRAGON_AIR","飛龍是非常強大的飛行作戰單位，可同時攻擊地面和空中的目標。"
"TID_HINT_PEKKA_INFO","皮卡超人是戰士？還是武士？或其實是機器人？沒有人知道！"
"TID_HINT_PEKKA_TRAP","皮卡超人身上穿有重型盔甲，即使是隱形彈簧都拿她莫可奈何。"
"TID_HINT_CANNON_TARGET","加農炮只能射擊地面的作戰單位。"
"TID_HINT_MORTAR_TARGET","迫擊炮只能射擊地面目標。"
"TID_HINT_MORTAR_DAMAGE","迫擊炮對射擊位置周圍的所有地面單位可造成飛濺性的傷害。"
"TID_HINT_ARCHER_TOWER_TARGET","箭塔可鎖定空中和地面的作戰單位。"
"TID_HINT_AIR_DEFENSE_TARGET","防空火箭只對飛行作戰單位有效。"
"TID_HINT_WIZARD_TOWER_DAMAGE","法師塔可對目標範圍內的所有作戰單位造成傷害。"
"TID_HINT_WIZARD_TOWER_TARGET","法師塔可同時鎖定地面和空中的作戰單位做為目標。"
"TID_HINT_TESLA_HIDDEN","隱形的電磁塔只在敵軍夠靠近時才會顯現。"
"TID_HINT_TESLA_TARGET","特斯拉電磁塔可同時攻擊空中和地面的作戰單位。"
"TID_HINT_TRAPS_TARGET","陷阱只在敵軍夠靠近時才會顯現。"
"TID_HINT_OBSTACLES","清除岩石和樹木等障礙物有時可獲得寶石獎勵。"
"TID_HINT_BATTLE_LOG","戰鬥記錄會顯示我方村莊的交戰資訊。"
"TID_HINT_REPLAY","您可以從戰鬥記錄中觀看戰鬥重播！"
"TID_HINT_ENEMY_TOWN_HALL","摧毀敵軍大本營您可以獲得一顆勝利之星。"
"TID_HINT_CLAN_CASTLE","位於部落城堡中的部隊可保衛您的村莊。"
"TID_HINT_CAMP","兵營中的部隊僅可用於發動攻擊，無法保護您的村莊。"
"TID_HINT_SHIELD2","護盾可以保護您免受他人襲擊，但是如果您主動出擊的話，護盾的時間可是會相對減少的。"
"TID_HINT_SHIELD_GAIN","每當攻擊者破壞您的村莊時，您就會得到一個免費的護盾。"
"TID_HINT_SHIELD_GAIN_TIME","如果您的村莊遭受大量損害，您就會得到一個能夠持續更久時間的護盾。"
"TID_HINT_SHIELD_LOSE","如果您在設置了有效護盾的情況下攻擊其他玩家，將會扣掉數個小時的護盾有效時間。"
"TID_HINT_SHIELD_SINGLE_PLAYER","您在進行單人模式任務時可以攻擊哥布林一族而不會讓護盾失效。"
"TID_HINT_SINGLE_PLAYER_REWARDS","需要更多金幣進行升級嗎？到單人模式任務中向哥布林們要吧！"
"TID_HINT_TROPHY_COUNT","您贏得多少獎盃，對手就會失去相同的獎盃數量！"
"TID_HINT_ACHIEVEMENT_GEMS","達成成就以賺取免費的綠色寶石！"
"TID_HINT_UNLOCKS","升級大本營以解鎖新的建築物，並讓目前的建築物可繼續升級。"
"TID_HINT_REBUILD_CLANCASTLE","重建部落城堡就可以與其他玩家並肩作戰！"
"TID_HINT_CLAN_REINFORCEMENTS","使用部落城堡向您的部落夥伴要求增援部隊！"
"TID_HINT_CLAN_TROOP_DEPLOY","部落城堡中的增援部隊可在您的村莊受到敵人攻擊時保護村莊安全，或是您也可以部署這些部隊向敵人進攻。"
"TID_HINT_SPELL_LIGTHNING","雷電法術可傷害較小範圍內的作戰單位和建築物。"
"TID_HINT_SPELL_HEALING","療傷法術可產生一個治療效果光環，治療光環範圍內的作戰單位。"
"TID_HINT_SPELL_RAGE","狂暴法術可產生一個狂暴效果光環，幫助光環範圍內的作戰單位提高攻擊力和速度。"
"TID_HINT_SPELL_JUMP","彈跳法術可穿越敵方的城牆產生一個暫時性的通道，讓您的部隊單位順利通過。"
"TID_HINT_SPELL_JUMP_2","試著使用彈跳法術讓忙於攻擊城牆的近戰部隊單位直搗黃龍！"
"TID_HINT_FORUMS","快加入「部落衝突FB粉絲團」！請前往「設定」>「更多」。"
"TID_HINT_LABORATORY","您可以在實驗室升級部隊單位，讓他們變得更為精良強大！"
"TID_HINT_DPS","作戰單位和防禦建築資訊中的傷害統計值顯示的是每秒傷害值。"
"TID_HINT_LABORATORY_UPGRADES","一旦在實驗室開始升級便無法取消。請謹慎規劃！"
"TID_HINT_USABLE_WHILE_UPGRADING","兵營、部落城堡和倉庫在升級時可持續運作。"
"TID_HINT_END_BATTLE","獲得一顆勝利之星後，您可以選擇結束戰鬥並獲得勝利。"
"TID_HINT_CHAT_REPORT","如果您在聊天室中看到冒犯性的訊息，請點選該訊息，然後選擇\q檢舉\q來檢舉該玩家。"
"TID_HINT_CHAT_REPORT_LIMIT","請謹慎使用聊天室的檢舉功能，避免任意使用！"
"TID_HINT_REVENGE_OF_REVENGE","對於您先發動攻擊的玩家無法使用復仇攻擊。"
"TID_HINT_BATTLE_ENDS","當您將所有的部隊單位、部落增援部隊和攻擊性法術都消耗完畢時，對戰便會結束。"
"TID_HINT_XBOW_LVL_8","升級大本營可讓您建造一種全新的防禦性武器：X連弩。"
"TID_HINT_XBOW_TARGETS_1","您可以將X連弩設為在短程範圍內同時攻擊空中和地面的目標。"
"TID_HINT_XBOW_TARGETS_2","您可以將X連弩設為在長程範圍內僅攻擊地面的目標。"
"TID_HINT_XBOW_AMMO","X連弩以聖水作為彈藥。請記得在敵方進攻後重新裝填聖水！"
"TID_HINT_BOOST_RESOURCES","等金礦和聖水收集器提升至5級，您就可以使用寶石加快它們的生產速度。"
"TID_HINT_BOOST_SPELLS","您可以使用寶石加快法術工廠的生產速度。"
"TID_HINT_BOOST_TRAINING","您可以使用寶石加快訓練營的訓練速度。"
"TID_HINT_USE_SPELLS","法術對於戰鬥結果有著不可忽視的影響力。千萬記得使用！"
"TID_HINT_DARK_ELIXIR_USAGE","您可以使用闇黑重油來召喚領地上最強大的英雄！"
"TID_HINT_DARK_ELIXIR_BUILDINGS","大本營提升至7級之後，就可開始生產並保存闇黑重油，還可擁有闇黑重油部隊單位！"
"TID_HINT_DARK_ELIXIR_LOOT","為闇黑重油建造容器之後，您就可以開始掠奪闇黑重油。"
"TID_HINT HEROES_USE","英雄可以用來攻擊敵人的村莊，或守護您的村莊來對抗敵人的攻擊。"
"TID_HINT HEROES_DIE","英雄是不死之身，但還是會受傷，需要接受治療後才能再投入作戰。"
"TID_HINT HEROES_REGENERATE","讓英雄休息或使用「治療」按鈕來治療英雄。"
"TID_HINT HERO_BARBARIAN_KING","野蠻人之王是所有野人中最強悍的一位。服用闇黑重油的結果讓他的體型變得比巨人更加高大。"
"TID_HINT HERO_ARCHER_QUEEN","弓箭女皇是一名目光如鷹眼般銳利的戰士，使用一把經過改良的十字弓。"
"TID_BUTTON_FBPAGE","最新更新"
"TID_BUILDING_SPELL_FORGE","法術工廠"
"TID_SPELL_FORGE_INFO","法術工廠是資深法師的家。比起在前線戰鬥，他們更適合用來製作魔法武器。利用他們強大的攻擊性法術在戰場上逆轉勝吧！"
"TID_OTHER_SPELL_LEFT","該法術已用完，請選取其他法術"
"TID_ALL_SPELLS_USED","所有法術已用完"
"TID_TRAIN_SPELL_STORAGE_FULL","法術工廠已滿！"
"TID_TRAIN_SPELL_STORAGE_FULL_INFO","升級法術工廠以獲得更多空間"
"TID_SPELLS_INSIDE","已使用的法術儲存量：<number>/<number2>"
"TID_SPELL_CAPACITY_AFTER_TRAIN","配製法術後的容量："
"TID_SPELL_STORAGE_CAPACITY","法術儲存空間：<number>"
"TID_SPELL_DAMAGE","傷害總量：<number>"
"TID_INFO_FORGING_TIME","配製時間："
"TID_FORGE_COST","花費：<number>個<resource>"
"TID_SPELL_SPEED_UP_SUCCESS","法術配製完成！"
"TID_NOT_ENOUGH_SPELL_STORAGE","您的法術工廠容量已滿！"
"TID_LIGHTNING_STORM","雷電法術"
"TID_HEALING_WAVE","療傷法術"
"TID_HASTE","狂暴法術"
"TID_HASTE_DAMAGE","提高傷害：<number>%"
"TID_REQUIRED_SPELL_FORGE_LEVEL","需要<number>級法術工廠"
"TID_UNLOCK_SPELL_FORGE_SPELL","解鎖<name>"
"TID_POPUP_UPGRADE_ALREADY_IN_PROGRESS","正在進行升級"
"TID_TIP_SPELL_FORGE","配製力量強大的法術讓您進攻時如虎添翼"
"TID_POPUP_FORGE_TITLE","配製法術 <limit>"
"TID_CANCLE_TRAINING_INFO","注意！從列表中移除部隊只會退還<number>%的花費。"
"TID_CANCLE_SPELL_INFO","注意！從列表中移除法術只會退還<number>%的花費。"
"TID_HASTE_SPEED","提高速度：<number>"
"TID_INFO_EFFECT_TYPE","影響類型："
"TID_TOTAL_HEAL","治療總量：<number>"
"TID_REPLAY_BUTTON_FAIL","抱歉，已無法重播！"
"TID_ACHIEVEMENT_CHALLENGE_BUTTON","挑戰好友"
"TID_NAME_INSTRUCTIONS","請挑選您喜歡的名稱。其他玩家將會看到您的新名稱，而且之後無法變更！"
"TID_BUTTON_REPLAY","重播"
"TID_BUTTON_WATCH","觀看"
"TID_REPLAY_TIME","離影片結束剩下："
"TID_GC_CHALLENGE","挑戰好友"
"TID_GC_NOCHALLENGE","打開成就"
"TID_POPUP_HEADER_ABOUT_TO_SPEED_UP","立即完成！"
"TID_POPUP_SPEED_UP_UPGRADE","是否要花費<number>顆寶石加速完成<item>的升級？"
"TID_POPUP_SPEED_UP_CONSTRUCTION","是否要花費<number>顆寶石加速完成<item>的修建？"
"TID_POPUP_SPEED_UP_UPGRADE_SLOWDOWN","<item>正在升級，軍隊訓練速度因此減慢。您是否要使用<number>顆寶石立即完成升級？"
"TID_POPUP_SPEED_UP_CONSTRUCTION_SLOWDOWN","<item>正在建造，無法訓練軍隊。您是否要使用<number>顆寶石立即完成建造？"
"TID_BUTTON_CREATE_SPELL","配製"
"TID_REVENGE_NOT_AVAILABLE","無法復仇"
"TID_REPLAY_NOT_AVAILABLE","重播無法使用"
"TID_RESTART_REPLAY_BUTTON","重新開始"
"TID_REPLAY_REPLAY","回放"
"TID_REPLAY_SPEED","播放速度："
"TID_REPLAY_PLAY_AGAIN","重新播放"
"TID_UPGRADE_FINISH_NOW","升級完成："
"TID_FINISH_SPELL","立即完成："
"TID_TARGET_ALREADY_IN_ALLIANCE","玩家已經在其他部落中了。"
"TID_LIGHTNING_STORM_INFO","可以將閃電劈向敵軍！\n\n在敵人的村莊中施放此法術可破壞小範圍內的建築物和作戰單位。"
"TID_HEALING_WAVE_INFO","治療您的部隊讓他們持續在戰場上作戰！\n\n施放治療法術可產生一個治療效果光環。您的作戰單位在這個光環範圍內的時候可獲得治療。"
"TID_HASTE_INFO","激發部隊的士氣，讓他們變得更強大、更快速！\n\n施放狂暴法術可產生一個狂暴效果光環！您的部隊在這個光環範圍內的時候可提高速度和攻擊力。"
"TID_COMING_SOON","敬請期待......"
"TID_UNIT_STORAGE_CAPACITY_ALL","部隊總兵力：<number>"
"TID_TOTAL_CAPACITY_AFTER_TRAIN","訓練後的部隊兵力："
"TID_BUILDING_TEXT_RESEARCH","研究"
"TID_IF_LOST","戰敗："
"TID_POPUP_HEADER_ABOUT_TO_CANCEL_SPELL","確定？"
"TID_POPUP_ABOUT_TO_CANCEL_SPELL","取消等待隊列中的法術，將只會退還<number>%的花費。"
"TID_ALLIANCE_REJECT_DEFAULT_MESSAGE","抱歉，我們拒絕讓您加入部落。"
"TID_ALLIANCE_REJECT_MESSAGE_TITLE","拒絕：<name>"
"TID_KICK_DEFAULT_MESSAGE","抱歉，我們決定將你踢出部落。"
"TID_KICK_MESSAGE_TITLE","踢出：<name>？"
"TID_KICKED_FROM_ALLIANCE","您已被踢出部落：<msg>"
"TID_CLAN_CASTLE_TROOPS_INSIDE","增援："
"TID_ALLIANCE_CREATE_TROPHY_COUNT","加入所需的最少獎盃數："
"TID_ALLIANCE_SCORE_LIMIT_NONE","0"
"TID_CLAN_MINIMUM_TROPHYS","需要獎盃數："
"TID_STREAM_EVENT_ACCEPTED","已由<name>接受加入部落"
"TID_STREAM_EVENT_DEMOTED","被<name>降級了"
"TID_STREAM_EVENT_PROMOTED","被<name>晉升了"
"TID_STREAM_EVENT_JOINED","已加入部落"
"TID_STREAM_EVENT_KICKED","已由<name>踢出部落"
"TID_STREAM_EVENT_LEFT","已離開部落"
"TID_FEEDBACK_BUTTON1","購買問題"
"TID_FEEDBACK_BUTTON2","連線問題"
"TID_FEEDBACK_BUTTON3","其他問題"
"TID_FEEDBACK_BUTTON4","反饋意見"
"TID_FEEDBACK_MAIL_TEXT","\n\n\n---------請勿刪除！---------\n<tags>\n------------------------------\n"
"TID_CLAN_JOIN_FAIL_CLOSED","部落已關閉！"
"TID_CLAN_JOIN_FAIL_ALREADY_SENT","請稍候，再傳送另一個加入這個部落的請求！"
"TID_CLAN_JOIN_FAIL_NO_SCORE","您的獎盃數不夠，無法加入這個部落！"
"TID_CLAN_JOIN_FAIL_ALREADY_IN_CLAN","您已經在其它部落中了！"
"TID_CLAN_JOIN_FAIL_FULL","部落人數已滿！"
"TID_CLAN_JOIN_FAIL_GENERIC","無法加入部落！"
"TID_CLAN_JOIN_FAIL_TOO_MANY_PENDING_REQUESTS","目前無法加入部落。請稍後再試。"
"TID_REPORT_PLAYER_BUTTON","檢舉"
"TID_PLAYER_REPORTED_SUCCESSFULLY","已檢舉該玩家！"
"TID_PLAYER_ALREADY_REPORTED","您已檢舉過這名玩家了！"
"TID_TOO_MANY_REPORTS_SENT","您已經達到每日檢舉數量的上限！"
"TID_CONFIRM_MERGE","是否確定？"
"TID_CONFIRM_ARE_YOU_SURE","是否確定刪除目前的村莊，並將它取代為："
"TID_CONFIRM_CONFIRM","請輸入\q<confirmword>\q並按下 [確定] 按鈕"
"TID_BUTTON_CONFIRM","確定"
"TID_CHAT_UNAVAILABLE","聊天功能無法使用！"
"TID_CHAT_BANNED_REASON","您不適當的發言行為遭到其他玩家檢舉。"
"TID_CHAT_BANNED_PERIOD_OF","您在公共聊天室遭到禁言："
"TID_CHAT_INFO","若要檢舉玩家的不適當行為，請點選違規的訊息，然後選擇\q檢舉\q。"
"TID_CHAT_WELCOME","歡迎加入公共聊天室。\n\n請尊重與友待他人。任何冒犯他人的行為可能會遭到封禁。\n\n請勿分享任何個人資訊 (電子郵件、電話號碼、住址、密碼)！"
"TID_CONFIRM_WORD","確認"
"TID_CHAT_FAIL_BANNED","您在公共聊天室遭到暫時性禁言了。"
"TID_CHAT_JUST_BANNED","您不適當的發言行為遭到其他玩家檢舉。您在公共聊天室遭到禁言了。"
"TID_ATTACK_COOLDOWN_AFTER_MAINTENANCE","暫時不能攻擊其他玩家！"
"TID_BUILDING_BOW","X連弩"
"TID_BOW_INFO","X連弩威力巨大。裝填聖水後，\nX連弩就自動運作。\n可根據您的需要，將X連弩設定為\n攻擊大範圍內的地面部隊，或小範圍內的陸空部隊。"
"TID_BUTTON_LOAD","填裝彈藥"
"TID_BUTTON_ATTACK_MODE_AIR","空中模式"
"TID_BUTTON_ATTACK_MODE_GROUND","地面模式"
"TID_BUTTON_ATTACK_MODE_AIR_AND_GROUND","陸空兼顧模式"
"TID_AMMO_ALREADY_FULL","X連弩裝填完畢！"
"TID_ALLIANCE_BUTTON_SEARCH","搜尋"
"TID_ALLIANCE_SEARCH","搜尋部落："
"TID_ALLIANCE_SEARCH_HINT","輸入您要搜索的部落名稱或標籤"
"TID_ALLIANCE_TAB_NAME","搜尋部落"
"TID_BUILDING_TEXT_LOW_AMMO","彈藥數過低"
"TID_BUILDING_TEXT_NO_AMMO","空"
"TID_JUMP_SPELL","彈跳法術"
"TID_AMMO_FILL_CONFIRMATION","X連弩已準備就緒！"
"TID_CLAN_SEARCH_RESULTS","正在顯示\q<name>\q的搜尋結果"
"TID_CLAN_SEARCH_NO_RESULTS","找不到任何搜尋結果"
"TID_TRAP_HALLOWEENBOMB","南瓜炸彈"
"TID_TRAP_HALLOWEENBOMB_INFO","轟！這是一款令人毛骨悚然的炸彈，還是限時供應的呦！"
"TID_BUTTON_RETRY","重試"
"TID_SEARCH_STATUS","正在搜尋對手..."
"TID_ATTACK_FAIL_GENERIC","無法攻擊村莊！請稍後重試。"
"TID_BUTTON_BOOST","加速"
"TID_POPUP_HEADER_ABOUT_TO_BOOST","加快速度！"
"TID_POPUP_BOOST_GOLD_MINE","是否在<time>內，將金幣的產量加倍？"
"TID_POPUP_BOOST_ELIXIR_COLLECTOR","是否在<time>內，將聖水的產量加倍？"
"TID_POPUP_BOOST_BARRACKS","要在<time>內將部隊訓練速度加快至原來的<multiplier>倍嗎？"
"TID_POPUP_BOOST_SPELL_FACTORY","要在<time>內將法術配製速度加快至原來的<multiplier>倍嗎？"
"TID_ALREADY_BOOSTED","這座建築物已經獲得加速效果！"
"TID_BOOST_LEFT","加速效果剩餘："
"TID_BUILDING_TEXT_CREATE_SPELL","配製"
"TID_DECORATION_PEKKA_STATUE","皮卡超人神像"
"TID_CANCEL_BOOST_CONFIRMATION_TITLE","結束加速效果？"
"TID_CANCEL_BOOST_CONFIRMATION","升級建築物將會結束加速效果。是否確定？"
"TID_XMAS_SPELL","聖誕奇襲"
"TID_XMAS_SPELL_INFO","向聖誕老人許個願，讓他把那些\q爆炸性\q的禮物砸向敵人的村莊吧！"
"TID_OBSTACLE_XMASTREE","聖誕樹"
"TID_NEXT_REQUEST","下一個要求："
"TID_CASTLE_FULL","城堡已滿"
"TID_BARBARIAN_KING","野蠻人之王"
"TID_BARBARIAN_KING_INFO","野蠻人之王是所有野人當中最強悍、最暴力的，由於服用闇黑重油的緣故，使得他身形巨大魁梧。他能夠攻擊敵方村莊，也可以守衛您的村莊。"
"TID_HERO_INSTRUCTIONS","這位優雅的女獵手雖然生命值不高，卻掌握著具有毀滅性的力量。她能夠在防禦的同時準確地攻擊範圍內的目標，一旦皇家披風技能獲得解鎖，她就能夠在隱形狀態下進攻並造成可怕的傷害。"
"TID_ARCHER_QUEEN","弓箭女皇"
"TID_ARCHER_QUEEN_INFO","弓箭女皇是一名眼神如鷹般銳利的戰士，她選用的武器是一種讓人羨慕的改良X弩。\n她能夠攻擊敵人的村莊，也可以守衛您的村莊。"
"TID_DARK_ELIXIR","闇黑重油"
"TID_RESOURCE_CAP_FULL_DARK_ELIXIR","建造更多闇黑重油罐或升級現有的闇黑重油罐！"
"TID_BUILDING_DARK_ELIXIR_PUMP","闇黑重油提煉井"
"TID_BUTTON_HERO_PATROL","防禦中"
"TID_BUTTON_HERO_SLEEP","休息中"
"TID_DARK_ELIXIR_PUMP_INFO","我們的鍊金術師終於知道該如何提煉出精純的闇黑重油，這是魔法物質中最為稀有的一種形式。"
"TID_BUILDING_DARK_ELIXIR_STORAGE","闇黑重油罐"
"TID_DARK_ELIXIR_STORAGE_INFO","闇黑重油的力量巨大，它的威力是聖水三倍的力量，因此我們必須建造一種立方形的闇黑重油罐來存儲！"
"TID_DONATED_TO_CLAN","近期增援："
"TID_DARK_ELIXIR_SHOP_PACK","<number>滴闇黑重油"
"TID_RESOURCE_PACK_DARK_ELIXIR_FULL","補充100%最大儲存量"
"TID_RESOURCE_PACK_DARK_ELIXIR_10","補充10%最大儲存量"
"TID_RESOURCE_PACK_DARK_ELIXIR_50","補充50%最大儲存量"
"TID_XBOW_LOADING_COST","裝填花費：<number><resource>"
"TID_SPEED_UP_HERO_HEALTH_HEADER","立即治療！"
"TID_SPEED_UP_HERO_HEALTH_TEXT","是否要治療<item>以恢復全部生命值？"
"TID_BUTTON_ENERGIZE","治療"
"TID_POPUP_BOOST_DARK_ELIXIR_COLLECTOR","是否在<time>內，將闇黑重油的產量加倍？"
"TID_FULLY_LOADED","裝填完畢"
"TID_SHIELD_SCORE_LIMIT","獎盃數高於<number>的玩家無法使用"
"TID_SHOP_NEW_ITEM","NEW"
"TID_BUTTON_LOCAL_HIGHSCORE","本地"
"TID_BUTTON_GLOBAL_HIGHSCORE","全球"
"TID_TRAP_AIR","空中炸彈"
"TID_TRAP_AIR_INFO","蟲害防治技術的最新結晶。這種陷阱可轟飛小範圍內的多個飛行單位。"
"TID_TRAP_AIR_MEGA","搜空地雷"
"TID_TRAP_AIR_MEGA_INFO","是鳥類？還是飛機？對搜空地雷來說並沒有差別，反正都會被炸到九重天外。這種陷阱可對單一飛行單位造成毀滅性的傷害。"
"TID_LOCAL_NOTIFICATION_HERO_HAS_FULL_HEALTH","<name>已準備好進行下一場戰鬥！"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","應用程式內購買"
"TID_INFO_POP_UP_IAP_NOTE","《部落衝突》是一款免費遊戲，但是您可透過應用程式內購買加快遊戲進度。若有需要，可在裝置設定中停用購買功能。玩家必須年滿13歲才可進行本遊戲。"
"TID_INFO_POP_UP_IAP_NOTE_ANDROID","《部落衝突》是一款免費遊戲，但是您可透過應用程式內購買加快遊戲進度。若要停用此功能，請在Google Play Store應用程式中為購買功能設定保護密碼。玩家必須年滿13歲才可進行本遊戲。"
"TID_INFO_POP_UP_IAP_NOTE_KUNLUN","《部落衝突》是一款免費遊戲，但是您可透過應用程式內購買加快遊戲進度。"
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","確定"
"TID_NEW_CLAN_MEMBER","新成員"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_SCORES","無法找到本地排行榜。"
"TID_LOCAL_NOTIFICATION_YOUR_ARMY_IS_READY","您的部隊已準備完成！"
"TID_DARK_ELIXIR_BARRACK","闇黑訓練營"
"TID_DARK_ELIXIR_BARRACK_INFO","闇黑訓練營會敞開大門歡迎那些闇黑重油的生物。升級闇黑訓練營以解鎖更多擁有獨特戰鬥技能的部隊。"
"TID_WARRIORGIRL","瓦基麗武神"
"TID_BOARRIDER","野豬騎士"
"TID_GARGOYLE","亡靈"
"TID_GOLEM","戈侖石人"
"TID_LABORATORY_UPGRADING","升級："
"TID_LABORATORY_HINT","選擇升級對象"
"TID_LABORATORY_HINT2","滑動螢幕可查看完整的升級清單"
"TID_POPUP_UPGRADE_NOT_AVAILABLE_TITLE","<character>等級<number>"
"TID_BUTTON_SELECT_MORE","整排選取"
"TID_SINGLE_PLAYER_AVAILABLE_LOOT","可掠奪戰利品："
"TID_CHARACTER_INFO_BARBARIAN","這些無畏的勇士長著引人注目的鬍子，他們靠著壯碩的肌肉在敵人的村莊裡肆虐。訓練一隊野蠻人，他們會為您出生入死。"
"TID_CHARACTER_INFO_ARCHER","這些神射手在戰場上能夠百步穿楊、一箭封喉。她們覺得沒有什麼比一箭解決對手更開心的了。"
"TID_CHARACTER_INFO_GOBLIN","這些討人厭的小傢伙只會專注於一件事情：掠奪！他們的動作比隱形彈簧還要快，對於財物資源的渴望則是無窮無盡。"
"TID_CHARACTER_INFO_GIANT","這些巨人們看似性情溫和，但是讓他們看見箭塔或加農炮，您會見識到他們瘋狂的一面！巨人行動緩慢但非常耐打，適合用來吸引敵人的攻擊。"
"TID_CHARACTER_INFO_WALLBREAKER","沒有什麼比起炸毀城牆這件事情更能夠溫暖炸彈人那顆冰冷的心。只要一小群炸彈人，就可以幫助您的地面部隊開路，並帶來一場大爆炸！"
"TID_CHARACTER_INFO_BALLOON","這些乘著氣球的高級骷髏兵以摧毀敵人的防禦設施為樂。精心布置氣球兵，會為您掃除各種惱人的障礙。"
