"TID","DE"
"TID_CLAN_JOIN_FAIL_FULL","Clan ist voll!"
"TID_CLAN_JOIN_FAIL_GENERIC","Clanbeitritt nicht möglich!"
"TID_CLAN_JOIN_FAIL_TOO_MANY_PENDING_REQUESTS","Clanbeitritt derzeit nicht möglich! Bitte versuche es später erneut."
"TID_REPORT_PLAYER_BUTTON","Melden"
"TID_PLAYER_REPORTED_SUCCESSFULLY","Spieler wurde gemeldet!"
"TID_PLAYER_ALREADY_REPORTED","Du hast diesen Spieler bereits gemeldet!"
"TID_TOO_MANY_REPORTS_SENT","Dein tägliches Meldelimit wurde erreicht!"
"TID_CONFIRM_MERGE","Bist du sicher?"
"TID_CONFIRM_ARE_YOU_SURE","Willst du das aktuelle Dorf wirklich löschen und es hierdurch ersetzen:"
"TID_CONFIRM_CONFIRM","Bitte gib \q<confirmword>\q ein und drücke die Okay-Taste, um diese Aktion abzuschließen."
"TID_BUTTON_CONFIRM","Okay"
"TID_CHAT_UNAVAILABLE","Chat nicht verfügbar!"
"TID_CHAT_BANNED_REASON","Andere Spieler haben dich aufgrund deiner unangebrachten Kommentare gemeldet."
"TID_CHAT_BANNED_PERIOD_OF","Du wurdest im globalen Chat stumm geschaltet für:"
"TID_CHAT_INFO","Um unangemessenes Verhalten zu melden, tippe auf die anstößige Nachricht und wähle \qMelden\q."
"TID_CHAT_WELCOME","Willkommen im globalen Chat!\n\nBitte sei anderen gegenüber respektvoll und höflich. Beleidigendes Verhalten wird nicht toleriert.\n\nGib keine privaten Informationen weiter (E-Mail-Adresse, Telefonnummer, Adresse, Passwörter)!"
"TID_CONFIRM_WORD","BESTÄTIGEN"
"TID_CHAT_FAIL_BANNED","Du wurdest im globalen Chat zeitweilig stumm geschaltet."
"TID_CHAT_JUST_BANNED","Andere Spieler haben dich aufgrund deiner unangebrachten Kommentare gemeldet. Du wurdest im globalen Chat stumm geschaltet."
"TID_ATTACK_COOLDOWN_AFTER_MAINTENANCE","Angriffe auf andere Spieler wurden vorübergehend deaktiviert!"
"TID_BUILDING_BOW","X-Bogen"
"TID_BOW_INFO","Der X-Bogen verschießt mystische Bolzen mit furchteinflößender Kraft. Lade den X-Bogen mit Elixier, dann funktioniert er automatisch. Du kannst ihn auf große Distanzen gegen Bodeneinheiten einsetzen oder in geringerer Entfernung alle Arten von Zielen anvisieren."
"TID_BUTTON_LOAD","Laden"
"TID_BUTTON_ATTACK_MODE_AIR","Luft"
"TID_BUTTON_ATTACK_MODE_GROUND","Boden"
"TID_BUTTON_ATTACK_MODE_AIR_AND_GROUND","Luft und Boden"
"TID_AMMO_ALREADY_FULL","Der X-Bogen ist jetzt vollständig geladen!"
"TID_ALLIANCE_BUTTON_SEARCH","Suchen"
"TID_ALLIANCE_SEARCH","Clans suchen:"
"TID_ALLIANCE_SEARCH_HINT","Clannamen oder Clankürzel eingeben"
"TID_ALLIANCE_TAB_NAME","Clans suchen"
"TID_BUILDING_TEXT_LOW_AMMO","Wenig Munition"
"TID_BUILDING_TEXT_NO_AMMO","Leer"
"TID_JUMP_SPELL","Sprungzauber"
"TID_AMMO_FILL_CONFIRMATION","X-Bogen ist jetzt geladen!"
"TID_CLAN_SEARCH_RESULTS","Suchergebnisse für \q<name>\q werden angezeigt."
"TID_CLAN_SEARCH_NO_RESULTS","Keine Suchergebnisse"
"TID_TRAP_HALLOWEENBOMB","Kürbisbombe"
"TID_TRAP_HALLOWEENBOMB_INFO","Buh! Diese gruselige Bombe gibt es nur für begrenzte Zeit."
"TID_BUTTON_RETRY","Erneut versuchen"
"TID_SEARCH_STATUS","Sucht Gegner ..."
"TID_ATTACK_FAIL_GENERIC","Das Dorf kann nicht angegriffen werden! Versuche es später erneut."
"TID_BUTTON_BOOST","Schub"
"TID_POPUP_HEADER_ABOUT_TO_BOOST","Produktionsschub!"
"TID_POPUP_BOOST_GOLD_MINE","Goldproduktion für <time> verdoppeln?"
"TID_POPUP_BOOST_ELIXIR_COLLECTOR","Elixierproduktion für <time> verdoppeln?"
"TID_POPUP_BOOST_BARRACKS","Geschwindigkeit von Truppenausbildungen für <time> <multiplier>-fach erhöhen?"
"TID_POPUP_BOOST_SPELL_FACTORY","Zauber-Braugeschwindigkeit für <time> <multiplier>-fach erhöhen?"
"TID_ALREADY_BOOSTED","Dieses Gebäude hat bereits einen Schub!"
"TID_BOOST_LEFT","Restlicher Schub:"
"TID_BUILDING_TEXT_CREATE_SPELL","Brauen"
"TID_DECORATION_PEKKA_STATUE","Statue von P.E.K.K.A."
"TID_CANCEL_BOOST_CONFIRMATION_TITLE","Schub beenden?"
"TID_CANCEL_BOOST_CONFIRMATION","Durch das Verbessern des Gebäudes endet der Schub. Bist du sicher?"
"TID_XMAS_SPELL","Weihnachtspräsent"
"TID_XMAS_SPELL_INFO","Das tollste Geschenk auf deinem Wunschzettel: ein Hagel der Zerstörung, der auf deine Feinde niederregnet!"
"TID_OBSTACLE_XMASTREE","Weihnachtsbaum"
"TID_NEXT_REQUEST","Nächste Anfrage:"
"TID_CASTLE_FULL","Burg voll"
"TID_BARBARIAN_KING","Barbarenkönig"
"TID_BARBARIAN_KING_INFO","Der Barbarenkönig ist der zäheste und stärkste Barbar im ganzen Königreich. Sein Durst nach Dunklem Elixier hat ihn zu riesenhafter Größe wachsen lassen. Er kann feindliche Dörfer angreifen oder dein Dorf verteidigen."
"TID_HERO_INSTRUCTIONS","Diese elegante Jägerin ist eine Meisterin der Zerstörung, hält jedoch nur wenig aus. Sie trifft Ziele in ihrem Gebiet aus dem Hinterhalt. Sobald ihre königliche Tarnung aktiviert ist, kann sie sich heimlich nähern und entsetzlichen Schaden verursachen!"
"TID_ARCHER_QUEEN","Bogenschützen-Königin"
"TID_ARCHER_QUEEN_INFO","Die Bogenschützen-Königin ist eine adleräugige Kriegerin. Ihre Lieblingswaffe ist ein modifizierter X-Bogen, den die meisten Männer selbst in ihren kühnsten Träumen nicht führen könnten. Sie kann feindliche Dörfer angreifen oder dein Dorf verteidigen."
"TID_DARK_ELIXIR","Dunkles Elixier"
"TID_RESOURCE_CAP_FULL_DARK_ELIXIR","Verbessere deine Lager für Dunkles Elixier oder baue mehr davon!"
"TID_BUILDING_DARK_ELIXIR_PUMP","Bohrer für Dunkles Elixier"
"TID_BUTTON_HERO_PATROL","Bewachen"
"TID_BUTTON_HERO_SLEEP","Schlafen"
"TID_DARK_ELIXIR_PUMP_INFO","Unsere Alchemisten haben endlich einen Weg gefunden, um reines Dunkles Elixier zu extrahieren, die seltenste der magischen Substanzen."
"TID_BUILDING_DARK_ELIXIR_STORAGE","Lager für Dunkles Elixier"
"TID_DARK_ELIXIR_STORAGE_INFO","Die Macht des Dunklen Elixiers kann nicht in einem normal geformten Elixierbehälter aufbewahrt werden. Da es dreimal mächtiger ist, mussten wir einen würfelförmigen Aufbewahrungsbehälter dafür entwickeln!"
"TID_DONATED_TO_CLAN","Gespendete Truppen:"
"TID_DARK_ELIXIR_SHOP_PACK","<number> Dunkles Elixier"
"TID_RESOURCE_PACK_DARK_ELIXIR_FULL","Lager für Dunkles Elixier füllen"
"TID_RESOURCE_PACK_DARK_ELIXIR_10","Lager um 10 % füllen"
"TID_RESOURCE_PACK_DARK_ELIXIR_50","Lager um 50 % füllen"
"TID_XBOW_LOADING_COST","Ladekosten: <number> <resource>"
"TID_SPEED_UP_HERO_HEALTH_HEADER","Jetzt heilen!"
"TID_SPEED_UP_HERO_HEALTH_TEXT","Möchtest du <item> vollständig heilen?"
"TID_BUTTON_ENERGIZE","Heilen"
"TID_POPUP_BOOST_DARK_ELIXIR_COLLECTOR","Produktion von Dunklem Elixier für <time> verdoppeln?"
"TID_FULLY_LOADED","Voll geladen"
"TID_SHIELD_SCORE_LIMIT","Nicht verfügbar bei mehr als <number> Trophäen"
"TID_SHOP_NEW_ITEM","Neu"
"TID_BUTTON_LOCAL_HIGHSCORE","Lokal"
"TID_BUTTON_GLOBAL_HIGHSCORE","Global"
"TID_TRAP_AIR","Luftbombe"
"TID_TRAP_AIR_INFO","Die neueste Erfindung im Bereich der Bekämpfung fliegender Schädlinge. Diese Falle kann in einem kleinen Bereich mehrere fliegende Ziele vernichten."
"TID_TRAP_AIR_MEGA","Suchende Luftmine"
"TID_TRAP_AIR_MEGA_INFO","Ist es ein Vogel? Ein Flugzeug? Ist eigentlich egal, denn die Suchende Luftmine wird es sowieso vom Himmel holen. Diese Falle fügt einzelnen Lufteinheiten erheblichen Schaden zu."
"TID_LOCAL_NOTIFICATION_HERO_HAS_FULL_HEALTH","<name> ist bereit für einen weiteren Kampf!"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","In-App-Käufe"
"TID_INFO_POP_UP_IAP_NOTE","Clash of Clans ist kostenlos spielbar, aber man kann seinen Fortschritt durch In-App-Käufe beschleunigen. Wenn du nichts kaufen willst, deaktiviere In-App-Käufe in den Einstellungen deines Geräts. Mindestalter zum Spielen ist 13."
"TID_INFO_POP_UP_IAP_NOTE_ANDROID","Clash of Clans kann kostenlos gespielt werden, aber durch In-App-Käufe kann der Fortschritt beschleunigt werden. Wenn du nichts kaufen willst, richte den Passwortschutz für Käufe in den App-Einstellungen des Google Play Store ein. Du musst zum Spielen mindestens 13 Jahre alt sein."
"TID_INFO_POP_UP_IAP_NOTE_KUNLUN","Clash of Clans ist kostenlos spielbar, aber man kann seinen Fortschritt durch In-App-Käufe beschleunigen."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","Okay"
"TID_NEW_CLAN_MEMBER","Neu"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_SCORES","Es konnten keine lokalen Ranglisten für deinen Standort gefunden werden."
"TID_LOCAL_NOTIFICATION_YOUR_ARMY_IS_READY","Deine Truppen sind kampfbereit!"
"TID_DARK_ELIXIR_BARRACK","Dunkle Kaserne"
"TID_DARK_ELIXIR_BARRACK_INFO","Die Dunkle Kaserne öffnet Kreaturen, die aus Dunklem Elixier geboren wurden, Tür und Tor. Verbessere die Kaserne, um mehr Truppen mit einzigartigen Kampffertigkeiten freizuschalten."
"TID_WARRIORGIRL","Walküre"
"TID_BOARRIDER","Schweinereiter"
"TID_GARGOYLE","Lakai"
"TID_GOLEM","Golem"
"TID_LABORATORY_UPGRADING","Verbesserung:"
"TID_LABORATORY_HINT","Suche aus, was du verbessern willst."
"TID_LABORATORY_HINT2","Wische über den Bildschirm, um die gesamte Liste an Verbesserungen zu sehen."
"TID_POPUP_UPGRADE_NOT_AVAILABLE_TITLE","<character> Level <number>"
"TID_BUTTON_SELECT_MORE","Reihe wählen"
"TID_SINGLE_PLAYER_AVAILABLE_LOOT","Verfügbare Beute:"
"TID_CHARACTER_INFO_BARBARIAN","Dieser furchtlose Krieger vertraut auf seine mächtigen Muskeln und seinen auffälligen Schnurrbart, um in feindlichen Dörfern für Verwüstung zu sorgen. Lass eine Horde Barbaren frei und genieße das Chaos!"
"TID_CHARACTER_INFO_ARCHER","Diese Scharfschützin geht auf dem Schlachtfeld und im Leben lieber auf Distanz. Nichts bereitet ihr mehr Freude, als ihr Ziel gnadenlos zu erledigen."
"TID_CHARACTER_INFO_GOBLIN","Diese lästigen kleinen Kreaturen haben nur Augen für eine Sache: BEUTE! Sie sind schneller als eine Sprungfalle und ihre Gier nach Ressourcen ist unersättlich."
"TID_CHARACTER_INFO_GIANT","Diese großen Typen machen einen ruhigen Eindruck, aber wenn sie Verteidigungsbauten oder eine Kanone sehen, dann drehen sie durch! Sie sind langsame aber zähe Krieger, die viele Treffer einstecken können."
"TID_CHARACTER_INFO_WALLBREAKER","Nichts erwärmt das kalte, untote Herz eines Mauerbrechers so wie das Sprengen von Mauern. Eine Truppe davon bahnt deinen Bodeneinheiten den Weg - und zwar mit einem KNALL!"
"TID_CHARACTER_INFO_BALLOON","Diese beförderten Skelette haben ihren Spaß am Vernichten von Mauern gegen den Spaß am Vernichten von Verteidigungsbauten getauscht. Mit ihnen kannst du lästige Minenwerfer und Kanonen ausschalten!"
"TID_CHARACTER_INFO_WIZARD","Der Magier ist eine furchterregende Erscheinung auf dem Schlachtfeld. Zusammen mit einigen seiner Kollegen kann er gebündelte Vernichtungszauber gegen Ziele am Boden und in der Luft abfeuern!"
"TID_CHARACTER_INFO_HEALER","Diese majestätische Kreatur lebt, um ihren Mitstreitern zu helfen und sie zu schützen. Durch ihre heilende Unterstützung wird jede Armee verbessert, doch sie sollte vor der Luftabwehr geschützt werden!"
"TID_CHARACTER_INFO_DRAGON","Die Macht der Drachen ist im ganzen Land bekannt. Diese schuppigen Schrecken des Himmels kennen keine Gnade und niemand kann ihren feurigen Atemstößen entkommen."
"TID_CHARACTER_INFO_PEKKA","Ist P.E.K.K.A. eine Ritterin? Ein Samurai? Ein Roboter? Niemand weiß es! P.E.K.K.A.s Rüstung absorbiert selbst die schwersten Treffer."
"TID_CHARACTER_INFO_MINION","Dieser Schrecken des Himmels wurde aus Dunklem Elixier geboren. Lakaien können von Suchenden Luftminen nicht aufgespürt werden. Sie materialisieren sich mit Leichtigkeit, sind in unserer Welt aber fragil."
"TID_CHARACTER_INFO_RIDER","Der Schweinereiter hat das wilde Springschwein gezähmt und bestraft diejenigen, die sich hinter ihren kümmerlichen Mauern verkriechen! Diese von Dunklem Elixier genährten Krieger kennen keine Niederlage!"
"TID_CHARACTER_INFO_VALKYRIE","Diese ruhmreiche Kriegerin ist eine Meisterin der zweihändigen Axt.\nSie läuft durch nahegelegene Gebäude und kann mit ihrem Wirbelsturm\nmehrere Truppen oder Gebäude auf einmal vernichten!"
"TID_CHARACTER_INFO_GOLEM","Der mächtige Golem saugt Schaden einfach auf! Wenn er zerstört wird, explodiert er und teilt sich entzwei. Die entstehenden Mini-Golems besitzen ein Fünftel der ursprünglichen Stärke und Trefferpunkte."
"TID_BUTTON_CLAN_MAIL_SEND","Nachricht senden"
"TID_BUTTON_CLAN_MAIL_NEXT","Nächste Nachricht in:"
"TID_SPECIAL_PACK_BUILDER","Starterpaket"
"TID_BUILDING_TEXT_REQUEST","Anfragen"
"TID_ALLIANCE_DEFAULT_MAIL_MESSAGE","Clankameraden aufgepasst:"
"TID_ALLIANCE_MAIL_FAIL_COOLDOWN","Du musst warten, bevor du wieder eine Nachricht senden kannst."
"TID_ATTACK_PERCENTAGE","Gewonnene Angriffe:"
"TID_DEFENCE_PERCENTAGE","Gewonnene Verteidigungen:"
"TID_LEAGUE_LEADERBOARDS","Meine Liga"
"TID_BUTTON_ROTATE_MORE","Reihe drehen"
"TID_LOCAL_NOTIFICATION_LABORATORY_UPGRADE_DONE","<item> auf Level <level> verbessert"
"TID_PLACED_AFTER_SHUFFLE_POPUP_TITLE","Du wurdest in einer Liga platziert!"
"TID_PROMOTE_POPUP_TITLE","Du wurdest befördert!"
"TID_DEMOTE_POPUP_TITLE","Oh nein! Du wurdest degradiert!"
"TID_LEAGUE_CHANGE_TEXT","Ligastufe: <league>"
"TID_LEAGUE_DROP_OUT_OF_LEAGUE","Du bist nicht länger in einer Liga."
"TID_LEAGUE_BRONZE1","Bronze-Liga I"
"TID_LEAGUE_BRONZE2","Bronze-Liga II"
"TID_LEAGUE_BRONZE3","Bronze-Liga III"
"TID_LEAGUE_CRYSTAL1","Kristall-Liga I"
"TID_LEAGUE_CRYSTAL2","Kristall-Liga II"
"TID_LEAGUE_CRYSTAL3","Kristall-Liga III"
"TID_LEAGUE_GOLD1","Gold-Liga I"
"TID_LEAGUE_GOLD2","Gold-Liga II"
"TID_LEAGUE_GOLD3","Gold-Liga III"
"TID_LEAGUE_MASTER1","Meister-Liga I"
"TID_LEAGUE_MASTER2","Meister-Liga II"
"TID_LEAGUE_MASTER3","Meister-Liga III"
"TID_LEAGUE_SILVER1","Silber-Liga I"
"TID_LEAGUE_SILVER2","Silber-Liga II"
"TID_LEAGUE_SILVER3","Silber-Liga III"
"TID_LEAGUE_CHAMPION","Champion-Liga"
"TID_LEAGUE_UNRANKED","Ohne Rang"
"TID_LEAGUE_TITLE1","Du bist in keiner Liga!"
"TID_LEAGUE_TITLE2","Jede Ligasaison dauert einen Monat. Greife am Anfang einer Saison ein beliebiges Spielerdorf an, um deine neue Liga und deinen Beutebonus zu sehen."
"TID_NEXT_LEAGUE","Nächste Liga:"
"TID_LEAGUE_PASSED","Bestanden"
"TID_LEAGUE_SHUFLES","Saison endet in: <league_shufle_time>"
"TID_MATCH_VICTORY_BONUS","Max. Beutebonus:"
"TID_LEAGUE_I","I"
"TID_LEAGUE_II","II"
"TID_LEAGUE_III","III"
"TID_LEAGUE_IV","IV"
"TID_LEAGUE_V","V"
"TID_LEAGUE_BRONZE","Bronze"
"TID_LEAGUE_SILVER","Silber"
"TID_LEAGUE_GOLD","Gold"
"TID_LEAGUE_CRYSTAL","Kristall"
"TID_LEAGUE_MASTER","Meister"
"TID_LEAGUE_BRONZE1_SHORT","Bronze I"
"TID_LEAGUE_BRONZE2_SHORT","Bronze II"
"TID_LEAGUE_BRONZE3_SHORT","Bronze III"
"TID_LEAGUE_CRYSTAL1_SHORT","Kristall I"
"TID_LEAGUE_CRYSTAL2_SHORT","Kristall II"
"TID_LEAGUE_CRYSTAL3_SHORT","Kristall III"
"TID_LEAGUE_GOLD1_SHORT","Gold I"
"TID_LEAGUE_GOLD2_SHORT","Gold II"
"TID_LEAGUE_GOLD3_SHORT","Gold III"
"TID_LEAGUE_MASTER1_SHORT","Meister I"
"TID_LEAGUE_MASTER2_SHORT","Meister II"
"TID_LEAGUE_MASTER3_SHORT","Meister III"
"TID_LEAGUE_SILVER1_SHORT","Silber I"
"TID_LEAGUE_SILVER2_SHORT","Silber II"
"TID_LEAGUE_SILVER3_SHORT","Silber III"
"TID_LEAGUE_CHAMPION_SHORT","Champion"
"TID_LEAGUE_INFO_REMEMBER","Steige in den Ligen auf, um mehr Beutebonus zu erhalten!"
"TID_LEAGUE_INFO_LOOT_BONUS","Der maximale Beutebonus in der Titan-Liga I:"
"TID_LEAGUE_INFO_LOOT_BONUS_PROMO","In deiner neuen Liga erhältst du folgenden maximalen\nBeutebonus für den Sieg in einem Kampf:"
"TID_LEAGUES_LEAGUE_ORDER","Ligastufen"
"TID_LEAGUES_DIVISIONS","Gruppen"
"TID_LEAGUES_I","I"
"TID_LEAGUES_II","II"
"TID_LEAGUES_III","III"
"TID_LEAGUES_IV","IV"
"TID_LEAGUES_V","V"
"TID_LEAGUES_GET_MORE_TROPHIES","Sammle <number> Trophäen, um einer Liga beizutreten."
"TID_LEAGUES_UNRANKED_AFTER_SHUFFLE","Die Ligasaison ist zu Ende. Greife ein beliebiges Dorf an, um in einer neuen Liga platziert zu werden!"
"TID_LEAGUE_DIVISIONS","Gruppen"
"TID_BONUS","<percentage>-Bonus:"
"TID_HINT LOOT_BONUS","Du willst mehr Beute? Schließe dich einer Liga an und erhalte für jeden erfolgreichen Angriff einen Beutebonus!"
"TID_HINT LEAGUE_PLACEMENT","Wenn du genügend Trophäen hast, wirst du bei einem Angriff auf ein beliebiges Dorf automatisch in einer Liga platziert."
"TID_HINT LEAGUE_PROMOTION","Verdiene mehr Trophäen, um eine höhere Ligastufe zu erreichen. Höhere Ligastufen ergeben bessere Beuteboni!"
"TID_HINT LEAGUE_DEMOTION","Wenn du zu viele Trophäen verlierst, kannst du in eine niedrigere Liga herabgestuft werden. Kämpfe für die Trophäen!"
"TID_HINT LEAGUE_SHUFFLING","Jede Ligasaison dauert einen Monat."
"TID_HINT TOURNAMENT","Clanturniere und Truppenspenden-Zähler werden einmal im Monat zurückgesetzt."
"TID_LEAGUE_INFO_LOOT_BONUS3","In einer Liga erhältst du für jeden Sieg einen Beutebonus!"
"TID_LEAGUE_INFO_PLACEMENT_HEADLINE","Greife ein beliebiges Spielerdorf an, um in eine Liga zu gelangen."
"TID_LEAGUE_INFO_PLACEMENT","Die Anzahl deiner Trophäen nach einem Kampf bestimmt deine Ligastufe."
"TID_HINT_LEAGUE_SHUFFLING2","Jede Ligasaison dauert einen Monat."
"TID_BATTLE_LOG_OFFENSE","Angriffslog"
"TID_BATTLE_LOG_DEFENSE","Verteidigungslog"
"TID_XP_TITLE_PUZZLEANDDRAGONS","Beliebt in Japan!"
"TID_XP_TEXT_PUZZLEANDDRAGONS","Japans beliebtestes Spiel jetzt endlich in Deutschland verfügbar! Kostenloser Download aus dem App Store!"
"TID_XP_BUTTON_PUZZLEANDDRAGONS","Kostenlos"
"TID_ALLIANCE_MAIL_NOTIFICATION","Du hast eine neue Clannachricht!"
"TID_REQUESTED_FROM_CLAN","Truppen erhalten:"
"TID_XP_TITLE_UNLOCK_PUZZLEANDDRAGONS","Gut gemacht, Häuptling!"
"TID_XP_TEXT_UNLOCK_PUZZLEANDDRAGONS","Du kannst jetzt den Clash of Clans-Dungeon bei Puzzle & Dragons freischalten! Drücke auf die Taste unten, um das Spiel zu öffnen und ihn freizuschalten."
"TID_XP_BUTTON_UNLOCK_PUZZLEANDDRAGONS","Freischalten"
"TID_NEWS_UPDATE_INFO_TITLE","Die Legende des letzten Lawawelpen"
"TID_NEWS_UPDATE_INFO_TEXT","Die epische Geschichte eines Lawawelpen, der einfach nicht aufgeben wollte. Beruht auf einer wahren Clash-Geschichte von CamaroBro."
"TID_BUILDING_DARK_TOWER","Infernoturm"
"TID_DARK_TOWER_INFO","Entfache das Feuer des Infernoturms und lasse das Dunkle Elixier brennen! Füge einzelnen Zielen unglaublichen Schaden zu oder brate gleich mehrere Ziele auf einmal. Die extreme Hitze verhindert eine Heilung."
"TID_ATTACK_WON","Du hast gewonnen!"
"TID_ATTACK_LOST","Du hast verloren!"
"TID_ALLIANCE_DEFAULT_TROOP_REQUEST_MESSAGE","Ich brauche Verstärkung!"
"TID_PURCHASE_LIMIT_TITLE","Kauf bestätigen"
"TID_PURCHASE_LIMIT_TEXT","Um unbeabsichtigte Käufe zu vermeiden, sind Käufe erst wieder möglich in:"
"TID_PURCHASE_LIMIT_CONFIRM","Bitte gib \q<CONFIRM>\q ein und drücke auf die Okay-Taste, um <ITEM> für <PRICE> zu kaufen."
"TID_ERROR_POP_UP_PERSONAL_BREAK_TITLE","Auszeit"
"TID_ERROR_POP_UP_PERSONAL_BREAK","Dorfbewohner brauchen eine kleine Pause, wenn sie zu lange keinen Schild hatten."
"TID_ERROR_POP_UP_PERSONAL_BREAK_BUTTON","Neu laden"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION","Infernoturm ist jetzt geladen!"
"TID_DARKTOWER_AMMO_ALREADY_FULL","Infernoturm ist voll geladen!"
"TID_ARTILLERY_AMMO_FILL_CONFIRMATION","Adlerartillerie ist jetzt geladen!"
"TID_ARTILLERY_AMMO_ALREADY_FULL","Adlerartillerie ist jetzt vollständig geladen!"
"TID_PERSONAL_BREAK_ATTACK_DISABLED","Du musst bis zum Ende deiner Auszeit warten, bis du einen Angriff starten kannst."
"TID_PERSONAL_BREAK_STARTED","Du warst zu lange ohne Schild und wirst daher bald für einige Minuten aus dem Spiel ausgeschlossen."
"TID_ALLIANCE_JOIN_CLAN","Tritt einem Clan bei oder gründe einen, um mächtiger zu werden.\n\nClankameraden helfen einander und schicken sich Truppen und Zauber zur Verstärkung."
"TID_BUTTON_APPBANK","AppBank-Anleitung"
"TID_INVALID_DESCRIPTION","Ungültige Beschreibung! Bitte versuche eine andere."
"TID_TITLE_REQUEST_TROOPS","Verstärkung anfordern"
"TID_TITLE_CLAN_MAIL_SEND","Nachricht senden"
"TID_SPEED_UP_TROOP_REQUEST_HEADER","Jetzt anfordern!"
"TID_SPEED_UP_TROOP_REQUEST_TEXT","Wartezeit überspringen und Verstärkung jetzt anfordern?"
"TID_TROOP_REQUEST_SPEED_UP_SUCCESS","Clanburg kann jetzt Verstärkung anfordern!"
"TID_BUTTON_SPEED_UP_REQUEST_TROOPS","Jetzt anfordern!"
"TID_FREEZE_SPELL","Frostzauber"
"TID_FREEZE_SPELL_INFO","Bleib cool, wenn es heiß wird!\n\nDer Frostzauber verbreitet eine Kältewelle, durch die feindliche Truppen zeitweise gelähmt und Verteidigungsgebäude im Umkreis deaktiviert werden."
"TID_POPUP_REVENGE_CLEAR_TITLE","Vergeltung"
"TID_POPUP_REVENGE_CLEAR","Vergeltung ist je Verteidigungslog-Eintrag nur einmal möglich. Bist du wirklich bereit?"
"TID_SPELL_TIME","Zauberdauer: <number> Sekunden"
"TID_TROOP_REQUEST_SPEED_UP_FAILED_FULL","Clanburg ist bereits voll!"
"TID_HINT_SPELL_JUMP_DURATION","Verbessere den Sprungzauber, damit deine Einheiten mehr Zeit haben, um Mauern zu überspringen."
"TID_HINT_SPELL_FREEZE","Durch den Frostzauber können Gebäude und Truppen im Umkreis nicht verteidigen."
"TID_HINT_SPELL_FREEZE_DURATION","Verbessere den Frostzauber, um Abwehranlagen und Truppen länger zu lähmen."
"TID_HINT_INFERNO_TOWER_TARGETS_1","Der Infernoturm kann Einheiten, die er dauerhaft anvisiert, vernichtenden Schaden zufügen."
"TID_HINT_INFERNO_TOWER_TARGETS_2","Der Schaden des Infernoturms wird bei einem Zielwechsel wieder minimiert."
"TID_HINT_INFERNO_TOWER_AMMO","Der Infernoturm verbrennt für seine Flamme Dunkles Elixier. Sorge dafür, dass er voll geladen ist!"
"TID_HINT_ACCOUNT_SECURITY_1","Verrate niemandem dein Passwort für Game Center!"
"TID_HINT_ACCOUNT_SECURITY_1_ANDROID","Verrate niemandem deine Google-Zugangsdaten!"
"TID_HINT_ACCOUNT_SECURITY_2","Supercell-Mitarbeiter werden dich nie nach deinem Game Center-Passwort fragen."
"TID_HINT_ACCOUNT_SECURITY_2_ANDROID","Supercell-Mitarbeiter werden dich nie nach dem Passwort deines Google-Kontos fragen."
"TID_JUMP_SPELL_INFO","Wirst du von Mauern gebremst? Versuch's mal mit 'ner Abkürzung!\n\nWirke diesen Zauber an feindlichen Mauern, um einen Pfad über sie zu erzeugen. Deine Truppen springen dann über die betroffenen Mauerabschnitte, als wären sie gar nicht da."
"TID_MUTE_PLAYER_BUTTON","Stumm"
"TID_PLAYER_MUTED","Spieler stumm geschaltet!"
"TID_STREAM_REPLAY_TEXT_ATTACK","Angriff auf:"
"TID_STREAM_REPLAY_TEXT_DEFENSE","Verteidigung gegen:"
"TID_SHARE","Wiederhol. teilen"
"TID_REPLAY_SHARED_SUCCESS","Wiederholung geteilt!"
"TID_REPLAY_SHARED_FAIL","Du hast bereits eine Wiederholung geteilt. Teile die nächste in <time>."
"TID_ELDER_KICK_FAIL_COOLDOWN","Du hast erst kürzlich ein Clanmitglied rausgeworfen. Versuche es in <time> erneut."
"TID_STREAM_REPLAY_BUTTON","Wiederholung"
"TID_HUD_ATTACKER","Angreifer"
"TID_HUD_DEFENDER","Verteidiger"
"TID_REPLAY_FAILED","Beim Anzeigen der Wiederholung ist etwas schief gelaufen."
"TID_FAQ_EXTERNAL_BUTTON","Famitsu"
"TID_CHARACTER_INFO_WARLOCK","Die Hexe kämpft niemals alleine. Sie ruft gefallene Krieger vergangener Schlachten zu Hilfe, die ihre Angriffe anführen. Verbessere die Hexe, damit sie mehr Skelette herbeibeschwören kann."
"TID_WARLOCK","Hexe"
"TID_HINT_WARLOCK_INFO_1","Die Projektilattacke der Hexe ist zwar schwach, aber ihre herbeigerufenen Skelette lenken die Verteidigung ohne Rücksicht auf Verluste ab."
"TID_HINT_WARLOCK_INFO_2","Die Hexe ist äußerst verwundbar, wenn all ihre Skelette zerstört wurden."
"TID_POPUP_ANDROID_EXIT_TITLE","Verlassen bestätigen"
"TID_POPUP_ANDROID_EXIT","Möchtest du das Spiel wirklich verlassen?"
"TID_MULTIDEVICE_INFO_ANDROID","Melde dich mit Google Play an, um deinen Fortschritt zu sichern und auf mehreren Android-Geräten zu spielen."
