"TID","MS"
"TID_HINT_SPELL_LIGTHNING","Sihir Kilat merosakkan unit dan bangunan dalam kawasan kecil."
"TID_HINT_SPELL_HEALING","Sihir Penyembuhan mencipta cincin penyembuhan yang menyembuh unit anda semasa berada di dalam."
"TID_HINT_SPELL_RAGE","Sihir Kemarahan mencipta cincin kemarahan yang membuatkan unit anda lebih kuat dan lebih cepat semasa di dalam."
"TID_HINT_SPELL_JUMP","Sihir Lompatan mencipta laluan sementara pada benteng musuh untuk askar anda ikuti."
"TID_HINT_SPELL_JUMP_2","Cuba gunakan Sihir Lompatan untuk mengarahkan askar huru-hara yang sibuk menyerang benteng!"
"TID_HINT_FORUMS","Sertai Forum Clash of Clans! Lihat dalam Tetapan - Selanjutnya."
"TID_HINT_LABORATORY","Anda boleh menaik taraf askar anda dalam Makmal untuk membuatkannya lebih baik dan kuat!"
"TID_HINT_DPS","Statistik kerosakan dalam unit dan maklumat turet diukur sebagai Kerosakan Setiap Saat."
"TID_HINT_LABORATORY_UPGRADES","Anda tidak boleh membatalkan naik taraf dalam Makmal setelah bermula. Rancang terlebih dahulu!"
"TID_HINT_USABLE_WHILE_UPGRADING","Kem, Istana Klan dan Penyimpanan terus berfungsi semasa dinaik taraf."
"TID_HINT_END_BATTLE","Anda boleh menamatkan pertempuran dan berjaya apabila anda telah memenangi sekurang-kurangnya satu bintang di dalamnya."
"TID_HINT_CHAT_REPORT","Jika anda melihat mesej kesalahan dalam bual, ketik padanya dan pilih \qLaporkan\q untuk membuat laporan mengenai pemain."
"TID_HINT_CHAT_REPORT_LIMIT","Gunakan pelaporan bual hanya apabila perlu - jangan terbawa-bawa!"
"TID_HINT_REVENGE_OF_REVENGE","Serangan tuntut bela tidak disediakan terhadap pemain yang anda serang dahulu."
"TID_HINT_BATTLE_ENDS","Pertempuran tamat apabila anda telah menggunakan semua askar anda, bantuan klan dan sihir kerosakan."
"TID_HINT_XBOW_LVL_8","Menaik taraf Dewan Bandaran anda akan memberikan anda akses ke senjata pertahanan baru yang dipanggil Busur-X."
"TID_HINT_XBOW_TARGETS_1","Anda boleh menetapkan Busur-X untuk menyerang sasaran udara dan daratan dalam jarak dekat."
"TID_HINT_XBOW_TARGETS_2","Anda boleh menetapkan Busur-X untuk menyerang hanya sasaran daratan dalam jarak dekat."
"TID_HINT_XBOW_AMMO","Busur-X menggunakan Eliksir sebagai peluru. Jangan lupa untuk mengisinya semula selepas serangan musuh!"
"TID_HINT_BOOST_RESOURCES","Anda boleh menggalakkan kadar pengeluaran Lombong Emas dan Pengumpul Eliksir dengan Permata setelah dinaik taraf ke tahap 5."
"TID_HINT_BOOST_SPELLS","Anda boleh Galakkan kadar pengeluaran Kilang Sihir dengan Permata."
"TID_HINT_BOOST_TRAINING","Anda boleh Galakkan kelajuan latihan Berek dengan Permata."
"TID_HINT_USE_SPELLS","Sihir boleh memberikan kesan besar kepada hasil pertempuran. Pastikan untuk menggunakannya!"
"TID_HINT_DARK_ELIXIR_USAGE","Anda boleh menggunakan Eliksir Kejahatan untuk memanggil Wira paling berkuasa dalam alam tersebut!"
"TID_HINT_DARK_ELIXIR_BUILDINGS","Eliksir Kejahatan boleh disimpan dan dihasilkan bermula dengan Dewan Bandaran 7, bersama dengan askar Eliksir Kejahatan!"
"TID_HINT_DARK_ELIXIR_LOOT","Anda boleh mula merampas Eliksir Kejahatan setelah anda membina penyimpanan untuknya."
"TID_HINT HEROES_USE","Wira anda boleh menyerang kampung musuh atau mengawal kampung anda daripada serangan musuh."
"TID_HINT HEROES_DIE","Wira tidak mati tetapi mereka boleh tercedera dan mesti disembuhkan sebelum mereka boleh berlawan semula."
"TID_HINT HEROES_REGENERATE","Sembuhkan wira anda dengan membiarkannya tidur atau dengan menggunakan butang Sembuh."
"TID_HINT HERO_BARBARIAN_KING","Raja Orang Gasar adalah paling kuat antara mereka. Dia menggunakan Eliksir Kejahatan yang membuatkan dia menjadi lebih besar daripada Gergasi."
"TID_HINT HERO_ARCHER_QUEEN","Permaisuri Pemanah ialah pahlawan bermata helang yang menggunakan Busur-X diubah suai dan kecil."
"TID_BUTTON_FBPAGE","Kemas Kini Terbaru"
"TID_BUILDING_SPELL_FORGE","Kilang Sihir"
"TID_SPELL_FORGE_INFO","Kilang Sihir ialah rumah untuk Ahli Sihir veteran yang lebih sesuai untuk mencipta senjata ajaib daripada pertempuran barisan hadapan. Gunakan Sihir Serangan mereka yang berkuasa untuk memenangi pertempuran!"
"TID_OTHER_SPELL_LEFT","Pilih sihir berlainan"
"TID_ALL_SPELLS_USED","Tiada lagi sihir"
"TID_TRAIN_SPELL_STORAGE_FULL","Penyimpanan Sihir Penuh!"
"TID_TRAIN_SPELL_STORAGE_FULL_INFO","Naik taraf the Kilang Sihir untuk lebih kapasiti"
"TID_SPELLS_INSIDE","Kapasiti penyimpanan sihir yang digunakan: <number> / <number2>"
"TID_SPELL_CAPACITY_AFTER_TRAIN","Kapasiti penyimpanan sihir selepas membru:"
"TID_SPELL_STORAGE_CAPACITY","Kapasiti penyimpanan sihir: <number>"
"TID_SPELL_DAMAGE","Jumlah kerosakan: <number>"
"TID_INFO_FORGING_TIME","Masa membru:"
"TID_FORGE_COST","Kos: <number> <resource>"
"TID_SPELL_SPEED_UP_SUCCESS","Selesai membru sihir!"
"TID_NOT_ENOUGH_SPELL_STORAGE","Penyimpanan Sihir anda pada kapasiti penuh!"
"TID_LIGHTNING_STORM","Sihir Kilat"
"TID_HEALING_WAVE","Sihir Penyembuhan"
"TID_HASTE","Sihir Kemarahan"
"TID_HASTE_DAMAGE","Penambahan kerosakan: <number>%"
"TID_REQUIRED_SPELL_FORGE_LEVEL","Kilang Sihir Tahap <number> diperlukan"
"TID_UNLOCK_SPELL_FORGE_SPELL","Membuka kunci <name>"
"TID_POPUP_UPGRADE_ALREADY_IN_PROGRESS","Naik taraf sedang dijalankan"
"TID_TIP_SPELL_FORGE","Bru sihir berkuasa yang boleh digunakan semasa menyerang"
"TID_POPUP_FORGE_TITLE","Sihir bru <limit>"
"TID_CANCLE_TRAINING_INFO","Perhatian! Membuang askar dari baris akan membayar balik hanya <number>% kos."
"TID_CANCLE_SPELL_INFO","Perhatian! Membuang sihir dari baris akan membayar balik hanya <number>% kos."
"TID_HASTE_SPEED","Kelajuan bertambah: <number>"
"TID_INFO_EFFECT_TYPE","Jenis kesan:"
"TID_TOTAL_HEAL","Jumlah sembuh: <number>"
"TID_REPLAY_BUTTON_FAIL","Main Semula tiada lagi!"
"TID_ACHIEVEMENT_CHALLENGE_BUTTON","Cabar rakan"
"TID_NAME_INSTRUCTIONS","Pilih nama yang anda suka. Ditunjukkan kepada pemain lain dan anda tidak boleh menukarnya kemudian!"
"TID_BUTTON_REPLAY","Main Semula"
"TID_BUTTON_WATCH","Tonton"
"TID_REPLAY_TIME","Main semula tamat dalam:"
"TID_GC_CHALLENGE","Cabar rakan"
"TID_GC_NOCHALLENGE","Buka pencapaian"
"TID_POPUP_HEADER_ABOUT_TO_SPEED_UP","Selesaikan sekarang!"
"TID_POPUP_SPEED_UP_UPGRADE","Anda ingin menyelesaikan naik taraf <item> untuk <number> Permata?"
"TID_POPUP_SPEED_UP_CONSTRUCTION","Anda ingin menyelesaikan pembinaan <item> untuk <number> Permata?"
"TID_POPUP_SPEED_UP_UPGRADE_SLOWDOWN","Naik taraf <item> memperlahankan latihan tentera. Adakah anda ingin selesaikannya sekarang dengan <number> Permata?"
"TID_POPUP_SPEED_UP_CONSTRUCTION_SLOWDOWN","Pembinaan <item> memperlahankan latihan tentera. Adakah anda ingin selesaikannya sekarang dengan <number> Permata?"
"TID_BUTTON_CREATE_SPELL","Bru"
"TID_REVENGE_NOT_AVAILABLE","Tuntut bela tiada"
"TID_REPLAY_NOT_AVAILABLE","Main semula tiada"
"TID_RESTART_REPLAY_BUTTON","Mula Semula"
"TID_REPLAY_REPLAY","Main Semula"
"TID_REPLAY_SPEED","Kelajuan Main Semula:"
"TID_REPLAY_PLAY_AGAIN","Main Sekali Lagi"
"TID_UPGRADE_FINISH_NOW","Selesai Menaik Taraf:"
"TID_FINISH_SPELL","Selesaikan sekarang:"
"TID_TARGET_ALREADY_IN_ALLIANCE","Pemain sudah berada dalam Klan."
"TID_LIGHTNING_STORM_INFO","Kenakan kejutan elektrik kepada musuh dengan kilat!\n\nBuat sihir ini kepada kampung musuh untuk merosakkan bangunan dan unit di dalam kawasan kecil."
"TID_HEALING_WAVE_INFO","Sembuhkan askar anda untuk memastikan mereka terus berlawan!\n\nBuat sihir ini untuk mencipta Cincin Penyembuhan. Unit anda akan disembuhkan semasa mereka berada di dalam cincin ini."
"TID_HASTE_INFO","Buatkan unit anda berang untuk membuatkan mereka lebih besar, lebih pantas dan lebih kuat!\n\nBuat ini untuk mencipta Cincin Kemarahan! Unit anda akan mendapat kelajuan dan kuasa menyerang semasa mereka berada di dalam cincin."
"TID_COMING_SOON","Akan Datang..."
"TID_UNIT_STORAGE_CAPACITY_ALL","Jumlah kapasiti askar: <number>"
"TID_TOTAL_CAPACITY_AFTER_TRAIN","Kapasiti askar selepas latihan:"
"TID_BUILDING_TEXT_RESEARCH","Selidik"
"TID_IF_LOST","Dikalahkan:"
"TID_POPUP_HEADER_ABOUT_TO_CANCEL_SPELL","Anda pasti?"
"TID_POPUP_ABOUT_TO_CANCEL_SPELL","Membatalkan sihir dalam giliran akan mengembalikan hanya <number>% daripada kos."
"TID_ALLIANCE_REJECT_DEFAULT_MESSAGE","Maaf, kami memutuskan untuk tidak membenarkan anda memasuki klan."
"TID_ALLIANCE_REJECT_MESSAGE_TITLE","Tolak: <name>"
"TID_KICK_DEFAULT_MESSAGE","Maaf, kami memutuskan untuk mengeluarkan anda daripada klan."
"TID_KICK_MESSAGE_TITLE","Keluarkan: <name>?"
"TID_KICKED_FROM_ALLIANCE","Anda telah dikeluarkan daripada Klan: <msg>"
"TID_CLAN_CASTLE_TROOPS_INSIDE","Bantuan:"
"TID_ALLIANCE_CREATE_TROPHY_COUNT","Minimum trofi untuk menyertai:"
"TID_ALLIANCE_SCORE_LIMIT_NONE","0"
"TID_CLAN_MINIMUM_TROPHYS","Trofi yang diperlukan:"
"TID_STREAM_EVENT_ACCEPTED","diterima ke klan oleh <name>"
"TID_STREAM_EVENT_DEMOTED","diturunkan pangkat oleh <name>"
"TID_STREAM_EVENT_PROMOTED","dinaikkan pangkat oleh <name>"
"TID_STREAM_EVENT_JOINED","telah menyertai klan"
"TID_STREAM_EVENT_KICKED","telah dikeluarkan daripada klan oleh <name>"
"TID_STREAM_EVENT_LEFT","telah meninggalkan klan"
"TID_FEEDBACK_BUTTON1","Isu Pembelian"
"TID_FEEDBACK_BUTTON2","Isu Sambungan"
"TID_FEEDBACK_BUTTON3","Masalah Lain"
"TID_FEEDBACK_BUTTON4","Maklum Balas"
"TID_FEEDBACK_MAIL_TEXT","\n\n\n---------JANGAN PADAM!---------\n<tags>\n------------------------------\n"
"TID_CLAN_JOIN_FAIL_CLOSED","Klan ditutup!"
"TID_CLAN_JOIN_FAIL_ALREADY_SENT","Tunggu sebelum menghantar permintaan lain untuk menyertai klan ini!"
"TID_CLAN_JOIN_FAIL_NO_SCORE","Anda tidak mempunyai trofi yang mencukupi untuk menyertai klan ini!"
"TID_CLAN_JOIN_FAIL_ALREADY_IN_CLAN","Anda sudah berada dalam klan!"
"TID_CLAN_JOIN_FAIL_FULL","Klan penuh!"
"TID_CLAN_JOIN_FAIL_GENERIC","Tidak dapat menyertai klan!"
"TID_CLAN_JOIN_FAIL_TOO_MANY_PENDING_REQUESTS","Tidak dapat menyertai klan buat masa ini. Sila cuba lagi kemudian."
"TID_REPORT_PLAYER_BUTTON","Laporan"
"TID_PLAYER_REPORTED_SUCCESSFULLY","Pemain dilaporkan!"
"TID_PLAYER_ALREADY_REPORTED","Anda sudah membuat laporan mengenai pemain ini!"
"TID_TOO_MANY_REPORTS_SENT","Had laporan harian anda telah melebihi!"
"TID_CONFIRM_MERGE","Anda pasti?"
"TID_CONFIRM_ARE_YOU_SURE","Anda benar-benar pasti ingin memadam kampung anda sekarang dan menggantikannya dengan:"
"TID_CONFIRM_CONFIRM","Sila taipkan \q<confirmword>\q dan tekan butang Okey untuk melengkapkan tindakan"
"TID_BUTTON_CONFIRM","Okey"
"TID_CHAT_UNAVAILABLE","Bual tidak tersedia!"
"TID_CHAT_BANNED_REASON","Pemain lain telah melaporkan anda kerana memberikan komen tidak sesuai."
"TID_CHAT_BANNED_PERIOD_OF","Anda dibisukan dalam bual global kerana:"
"TID_CHAT_INFO","Untuk melaporkan kelakuan tidak wajar, ketik mesej kesalahan dan pilih \qLaporkan\q."
"TID_CHAT_WELCOME","Selamat datang ke bual global.\n\nSila hormat dan bersopan antara satu sama lain. Kelakuan tidak menyenangkan tidak boleh diterima.\n\nJangan kongsikan sebarang maklumat persendirian (e-mel, nombor telefon, alamat, kata laluan)!"
"TID_CONFIRM_WORD","SAHKAN"
"TID_CHAT_FAIL_BANNED","Buat sementara waktu, anda dibisukan dalam bual global."
"TID_CHAT_JUST_BANNED","Pemain lain telah melaporkan anda kerana memberikan komen tidak sesuai. Anda telah dibisukan dalam bual global."
"TID_ATTACK_COOLDOWN_AFTER_MAINTENANCE","Tidak dapat menyerang pemain lain buat sementara waktu!"
"TID_BUILDING_BOW","Busur-X"
"TID_BOW_INFO","Busur-X menembak bolt mistik dengan kuasa menakutkan. Muatkannya dengan Eliksir dan Busur-X berfungsi secara automatik. Anda boleh menetapkannya untuk menyasar ke unit darat pada jarak jauh, atau pada target jarak lebih dekat."
"TID_BUTTON_LOAD","Muatkan"
"TID_BUTTON_ATTACK_MODE_AIR","Udara"
"TID_BUTTON_ATTACK_MODE_GROUND","Darat"
"TID_BUTTON_ATTACK_MODE_AIR_AND_GROUND","Udara & Darat"
"TID_AMMO_ALREADY_FULL","Busur-X dimuatkan sepenuhnya!"
"TID_ALLIANCE_BUTTON_SEARCH","Cari"
"TID_ALLIANCE_SEARCH","Cari Klan:"
"TID_ALLIANCE_SEARCH_HINT","Taipkan nama Klan atau tag Klan"
"TID_ALLIANCE_TAB_NAME","Cari Klan"
"TID_BUILDING_TEXT_LOW_AMMO","Amunisi Rendah"
"TID_BUILDING_TEXT_NO_AMMO","Kosong"
"TID_JUMP_SPELL","Sihir Lompatan"
"TID_AMMO_FILL_CONFIRMATION","Busur-X kini dimuatkan!"
"TID_CLAN_SEARCH_RESULTS","Memaparkan keputusan carian untuk \q<name>\q"
"TID_CLAN_SEARCH_NO_RESULTS","Tiada keputusan carian ditemui"
"TID_TRAP_HALLOWEENBOMB","Bom Labu"
"TID_TRAP_HALLOWEENBOMB_INFO","Boo! Bom menakutkan ini tersedia dalam tempoh masa terhad sahaja."
"TID_BUTTON_RETRY","Cuba Semula"
"TID_SEARCH_STATUS","Mencari pihak lawan..."
"TID_ATTACK_FAIL_GENERIC","Tidak dapat menyerang kampung! Cuba lagi kemudian."
"TID_BUTTON_BOOST","Galakkan"
"TID_POPUP_HEADER_ABOUT_TO_BOOST","Galakkan pengeluaran!"
"TID_POPUP_BOOST_GOLD_MINE","Gandakan pengeluaran emas untuk <time>?"
"TID_POPUP_BOOST_ELIXIR_COLLECTOR","Gandakan pengeluaran eliksir untuk <time>?"
"TID_POPUP_BOOST_BARRACKS","Galakkan kelajuan latihan askar sebanyak <multiplier>x selama <time>?"
"TID_POPUP_BOOST_SPELL_FACTORY","Galakkan kelajuan membru sihir sebanyak <multiplier>x selama <time>?"
"TID_ALREADY_BOOSTED","Bangunan ini sudah digalakkan!"
"TID_BOOST_LEFT","Baki galakan:"
"TID_BUILDING_TEXT_CREATE_SPELL","Bru"
"TID_DECORATION_PEKKA_STATUE","Tugu P.E.K.K.A"
"TID_CANCEL_BOOST_CONFIRMATION_TITLE","Tamatkan Galakan?"
"TID_CANCEL_BOOST_CONFIRMATION","Menaik taraf bangunan akan menamatkan galakan. Anda pasti?"
"TID_XMAS_SPELL","Kejutan Santa"
"TID_XMAS_SPELL_INFO","Minta Santa hadiah terbaik yang ada: hujan batu pemusnahan kepada musuh anda!"
"TID_OBSTACLE_XMASTREE","Pokok X-Mas"
"TID_NEXT_REQUEST","Permintaan Seterusnya:"
"TID_CASTLE_FULL","Istana penuh"
"TID_BARBARIAN_KING","Raja Orang Gasar"
"TID_BARBARIAN_KING_INFO","Raja Orang Gasar ialah orang gasar paling kuat dan kejam dalam semua alam, seleranya untuk meminum Eliksir Kejahatan telah menyebabkan dia membesar menjadi saiz gergasi. Dia boleh menyerang kampung musuh atau mengawal kampung anda."
"TID_HERO_INSTRUCTIONS","Pemburu lemah lembut ini ialah ketua tenaga pemusnah, walaupun sederhana dari segi kesihatan. Dia menembak hendap sasaran di kawasannya semasa bertahan dan boleh membuat kerosakan senyap-senyap dan menakutkan apabila menyerang setelah keupayaan Jubah Diraja dibuka kunci!"
"TID_ARCHER_QUEEN","Permaisuri Pemanah"
"TID_ARCHER_QUEEN_INFO","Permaisuri Pemanah ialah pahlawan bermata helang, yang senjata pilihannya ialah Busur-X diubah suai yang beberapa lelaki mengimpikan untuk mengimpalnya. Dia boleh menyerang kampung musuh atau mengawal kampung anda."
"TID_DARK_ELIXIR","Eliksir Kejahatan"
"TID_RESOURCE_CAP_FULL_DARK_ELIXIR","Bina lebih banyak atau naik taraf Penyimpan Eliksir Kejahatan sedia ada!"
"TID_BUILDING_DARK_ELIXIR_PUMP","Gerudi Eliksir Kejahatan"
"TID_BUTTON_HERO_PATROL","Pengawal"
"TID_BUTTON_HERO_SLEEP","Tidur"
"TID_DARK_ELIXIR_PUMP_INFO","Ahli Kimia kami akhirnya telah menemui cara untuk mengekstrak Eliksir Kejahatan, bentuk paling jarang bagi bahan magik."
"TID_BUILDING_DARK_ELIXIR_STORAGE","Penyimpan Eliksir Kejahatan"
"TID_DARK_ELIXIR_STORAGE_INFO","Kuasa Eliksir Kejahatan tidak dapat dibendung dalam vat Eliksir biasa. Oleh sebab ia mempunyai kuasa tiga kali ganda, kami perlu mencipta bentuk penyimpanan kubus!"
"TID_DONATED_TO_CLAN","Askar didermakan:"
"TID_DARK_ELIXIR_SHOP_PACK","<number> Eliksir Kejahatan"
"TID_RESOURCE_PACK_DARK_ELIXIR_FULL","Isi Penyimpan Eliksir Kejahatan"
"TID_RESOURCE_PACK_DARK_ELIXIR_10","Isi Penyimpanan sebanyak 10%"
"TID_RESOURCE_PACK_DARK_ELIXIR_50","Isi Penyimpanan sebanyak Separuh"
"TID_XBOW_LOADING_COST","Kos Memuat: <number> <resource>"
"TID_SPEED_UP_HERO_HEALTH_HEADER","Sembuh Sekarang!"
"TID_SPEED_UP_HERO_HEALTH_TEXT","Anda ingin menyembuhkan <item> kepada kesihatan penuh?"
"TID_BUTTON_ENERGIZE","Sembuh"
"TID_POPUP_BOOST_DARK_ELIXIR_COLLECTOR","Gandakan pengeluaran eliksir kejahatan untuk <time>?"
"TID_FULLY_LOADED","Dimuat Sepenuhnya"
"TID_SHIELD_SCORE_LIMIT","Tidak tersedia untuk melebihi <number> trofi"
"TID_SHOP_NEW_ITEM","Baru"
"TID_BUTTON_LOCAL_HIGHSCORE","Setempat"
"TID_BUTTON_GLOBAL_HIGHSCORE","Global"
"TID_TRAP_AIR","Bom Udara"
"TID_TRAP_AIR_INFO","Ciptaan terkini dalam bidang kawalan perosak berterbangan. Perangkap ini boleh meletupkan berbilang unit udara dalam kawasan kecil."
"TID_TRAP_AIR_MEGA","Periuk Api Udara"
"TID_TRAP_AIR_MEGA_INFO","Adakah itu burung? Adakah itu kapal terbang? Tiada beza kerana Periuk Api Udara akan meletupkannya di langit. Perangkap ini melakukan kerosakan pemusnahan kepada satu unit udara."
"TID_LOCAL_NOTIFICATION_HERO_HAS_FULL_HEALTH","<name> sedia untuk pergaduhan lain!"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Pembelian Dalam Aplikasi"
"TID_INFO_POP_UP_IAP_NOTE","Clash of Clans boleh dimainkan secara percuma tetapi anda boleh mempercepatkan perkembangan anda melalui pembelian dalam aplikasi. Jika anda mahu, pembelian boleh dinyahdayakan dalam tetapan peranti anda. Anda juga mesti berumur 13+ untuk bermain."
"TID_INFO_POP_UP_IAP_NOTE_ANDROID","Clash of Clans boleh dimainkan secara percuma tetapi anda boleh mempercepatkan perkembangan anda melalui pembelian dalam aplikasi. Untuk menyahdayakan ini, sediakan perlindungan kata laluan untuk pembelian dalam tetapan aplikasi Google Play Store. Anda juga mesti berumur 13+ untuk bermain."
"TID_INFO_POP_UP_IAP_NOTE_KUNLUN","Clash of Clans boleh dimainkan secara percuma tetapi anda boleh mempercepatkan perkembangan anda melalui pembelian dalam aplikasi."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","Okey"
"TID_NEW_CLAN_MEMBER","Baru"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_SCORES","Tidak dapat mencari papan ketua tempatan untuk lokasi anda."
"TID_LOCAL_NOTIFICATION_YOUR_ARMY_IS_READY","Askar anda sedia untuk pertempuran!"
"TID_DARK_ELIXIR_BARRACK","Berek Kejahatan"
"TID_DARK_ELIXIR_BARRACK_INFO","Berek Kejahatan akan membuka pintu untuk makhluk yang lahir daripada Eliksir Kejahatan. Naik taraf berek untuk membuka kunci lebih ramai askar dengan kemahiran pertempuran unik."
"TID_WARRIORGIRL","Valkyrie"
"TID_BOARRIDER","Penunggang Khinzir"
"TID_GARGOYLE","Konco"
"TID_GOLEM","Golem"
"TID_LABORATORY_UPGRADING","Menaik taraf:"
"TID_LABORATORY_HINT","Pilih apa yang anda ingin naik taraf"
"TID_LABORATORY_HINT2","Leret skrin untuk melihat seluruh senarai naik taraf"
"TID_POPUP_UPGRADE_NOT_AVAILABLE_TITLE","<character> tahap <number>"
"TID_BUTTON_SELECT_MORE","Pilih baris"
"TID_SINGLE_PLAYER_AVAILABLE_LOOT","Rampasan yang ada:"
"TID_CHARACTER_INFO_BARBARIAN","Pahlawan yang berani ini bergantung pada ototnya yang besar dan misainya yang menyerlah untuk membuat huru-hara di kampung musuh. Lepaskan segerombolan Orang Gasar dan rasakan keseronokan keganasan!"
"TID_CHARACTER_INFO_ARCHER","Penembak tepat ini suka memastikan jarak yang sesuai di medan pertempuran dan dalam kehidupan. Tiada apa membuatkan mereka lebih gembira daripada menembak sasaran dengan sepenuh jiwa raga."
"TID_CHARACTER_INFO_GOBLIN","Makhluk kecil celaka ini hanya inginkan satu perkara: RAMPASAN! Mereka lebih cepat daripada Perangkap Spring, dan keinginan mereka untuk mendapatkan sumber adalah tanpa batasan."
"TID_CHARACTER_INFO_GIANT","Lelaki besar ini mungkin nampak tenang, tetapi tunjukkan mereka turet atau meriam dan anda akan nampak keberangan mereka terserlah! Perlahan namun tahan lasak, pahlawan ini terbaik digunakan menjadi penghalang."
"TID_CHARACTER_INFO_WALLBREAKER","Tiada apa yang memanaskan Pemisah Benteng yang sejuk dan hati tidak mati seperti meniup benteng. Pasukan mereka akan menghala ke unit daratan anda, dan mereka akan melakukannya dengan BANG!"
"TID_CHARACTER_INFO_BALLOON","Rangka yang dinaikkan pangkat ini suka memusnahkan benteng untuk keseronokan memusnahkan pertahanan. Kerahkan mereka untuk menggunakan mortar dan meriam celaka!"
"TID_CHARACTER_INFO_WIZARD","Ahli Sihir ialah kehadiran menakutkan di medan pertempuran. Buat pasangannya dengan beberapa orang dan buat letupan kuat yang memusnahkan apa jua, di darat atau di langit!"
"TID_CHARACTER_INFO_HEALER","Makhluk agung ini hidup untuk melindungi dan membantu rakan askarnya. Mana-mana tentera dipertingkatkan dengan sokongan penyembuhan tetapi pastikan untuk melilndunginya daripada pertahanan udara!"
"TID_CHARACTER_INFO_DRAGON","Kekuasaan naga diketahui di seluruh daratan. Makhluk bersisik ini tiada belas kasihan dan tiada apa yang dapat menyelamatkan diri daripada semburan api nafasnya."
"TID_CHARACTER_INFO_PEKKA","Adakah P.E.K.K.A kesatria? Samurai? Robot? Tiada siapa tahu! Perisai P.E.K.K.A menyerap malahan tiupan paling kuat."
"TID_CHARACTER_INFO_MINION","Ketakutan dari langit ini dilahirkan daripada Eliksir Kejahatan. Tidak dapat dikesan oleh Mencari Lombong Udara, Konco dengan mudah tetapi rapuh di dunia kita."
"TID_CHARACTER_INFO_RIDER","Menjinakkan khinzir melompat yang garang, Penunggang Khinzir menghukum sesiapa bersembunyi di sebalik benteng kecil dan lemahnya! Ditambah bahan api oleh Eliksir Kejahatan, pahlawan ini tidak pernah dikalahkan!"
"TID_CHARACTER_INFO_VALKYRIE","Ketua kapak di kedua belah tangan, pahlawan mulia ini berlari antara bangunan berdekatan dan boleh mencincang beberapa askar atau bangunan sekaligus menggunakan tiupan puting beliung."
"TID_CHARACTER_INFO_GOLEM","Golem berkuasa suka menerima pukulan! Apabila dimusnahkan, ia meletup dan terpisah dua. Golemite yang terhasil mempunyai satu per lima kekuatan dan nilai nyawa Golem."
"TID_BUTTON_CLAN_MAIL_SEND","Hantar mel"
"TID_BUTTON_CLAN_MAIL_NEXT","Mel seterusnya dalam:"
"TID_SPECIAL_PACK_BUILDER","Pek Permulaan"
"TID_BUILDING_TEXT_REQUEST","Minta"
"TID_ALLIANCE_DEFAULT_MAIL_MESSAGE","Perhatian rakan klan:"
"TID_ALLIANCE_MAIL_FAIL_COOLDOWN","Anda perlu menunggu sebelum menghantar semula mel"
"TID_ATTACK_PERCENTAGE","Serangan dimenangi:"
"TID_DEFENCE_PERCENTAGE","Pertahanan dimenangi:"
"TID_LEAGUE_LEADERBOARDS","Liga Saya"
"TID_BUTTON_ROTATE_MORE","Putar baris"
"TID_LOCAL_NOTIFICATION_LABORATORY_UPGRADE_DONE","<item> dinaik taraf ke tahap <level>"
"TID_PLACED_AFTER_SHUFFLE_POPUP_TITLE","Anda telah ditempatkan dalam Liga!"
"TID_PROMOTE_POPUP_TITLE","Anda dinaikkan pangkat!"
"TID_DEMOTE_POPUP_TITLE","Oh tidak! Kamu diturunkan pangkat!"
"TID_LEAGUE_CHANGE_TEXT","Tahap liga: <league>"
"TID_LEAGUE_DROP_OUT_OF_LEAGUE","Anda tidak berada dalam Liga lagi."
"TID_LEAGUE_BRONZE1","Liga Gangsa I"
"TID_LEAGUE_BRONZE2","Liga Gangsa II"
"TID_LEAGUE_BRONZE3","Liga Gangsa III"
"TID_LEAGUE_CRYSTAL1","Liga Kristal I"
"TID_LEAGUE_CRYSTAL2","Liga Kristal II"
"TID_LEAGUE_CRYSTAL3","Liga Kristal III"
"TID_LEAGUE_GOLD1","Liga Emas I"
"TID_LEAGUE_GOLD2","Liga Emas II"
"TID_LEAGUE_GOLD3","Liga Emas III"
"TID_LEAGUE_MASTER1","Liga Utama I"
"TID_LEAGUE_MASTER2","Liga Utama II"
"TID_LEAGUE_MASTER3","Liga Utama III"
"TID_LEAGUE_SILVER1","Liga Perak I"
"TID_LEAGUE_SILVER2","Liga Perak II"
"TID_LEAGUE_SILVER3","Liga Perak III"
"TID_LEAGUE_CHAMPION","Liga Juara"
"TID_LEAGUE_UNRANKED","Tiada kedudukan"
"TID_LEAGUE_TITLE1","Anda tidak berada dalam Liga!"
"TID_LEAGUE_TITLE2","Setiap Musim Liga selama satu bulan. Pada permulaan musim, serang mana-mana kampung pemain untuk melihat Liga baru anda dan Bonus Rampasan."
"TID_NEXT_LEAGUE","Liga Seterusnya:"
"TID_LEAGUE_PASSED","Lulus"
"TID_LEAGUE_SHUFLES","Musim tamat dalam: <league_shufle_time>"
"TID_MATCH_VICTORY_BONUS","Bonus Rampasan Maksimum:"
"TID_LEAGUE_I","I"
"TID_LEAGUE_II","II"
"TID_LEAGUE_III","III"
"TID_LEAGUE_IV","IV"
"TID_LEAGUE_V","V"
"TID_LEAGUE_BRONZE","Gangsa"
