"TID","ID"
"TID_POPUP_SPEED_UP_UPGRADE_SLOWDOWN","Peningkatan <item> memperlambat latihan tentara. Selesaikan sekarang dengan <number> Permata?"
"TID_POPUP_SPEED_UP_CONSTRUCTION_SLOWDOWN","Pembangunan <item> memperlambat latihan tentara. Selesaikan sekarang dengan <number> Permata?"
"TID_BUTTON_CREATE_SPELL","Racik"
"TID_REVENGE_NOT_AVAILABLE","Pembalasan tidak tersedia"
"TID_REPLAY_NOT_AVAILABLE","Tayangan tidak tersedia"
"TID_RESTART_REPLAY_BUTTON","Ulangi"
"TID_REPLAY_REPLAY","Tayangan"
"TID_REPLAY_SPEED","Kecepatan Tayangan:"
"TID_REPLAY_PLAY_AGAIN","Main Lagi"
"TID_UPGRADE_FINISH_NOW","Selesaikan Peningkatan:"
"TID_FINISH_SPELL","Selesaikan sekarang:"
"TID_TARGET_ALREADY_IN_ALLIANCE","Pemain sudah masuk Klan."
"TID_LIGHTNING_STORM_INFO","Setrum musuhmu dengan kilatan petir!\n\nGunakan mantra ini di desa musuh untuk merusak bangunan dan unit di dalam area kecil."
"TID_HEALING_WAVE_INFO","Sembuhkan peletonmu agar mereka tetap bertarung!\n\nGunakan mantra ini untuk menciptakan Lingkaran Penyembuhan. Unitmu akan disembuhkan selagi berada dalam lingkaran ini."
"TID_HASTE_INFO","Bangkitkan murka unitmu agar lebih besar, cepat, dan kuat!\n\nGunakan ini untuk menciptakan Lingkaran Amarah! Unitmu akan meraih kecepatan dan kekuatan serangan selagi berada dalam lingkaran ini."
"TID_COMING_SOON","Segera Hadir..."
"TID_UNIT_STORAGE_CAPACITY_ALL","Total kapasitas peleton: <number>"
"TID_TOTAL_CAPACITY_AFTER_TRAIN","Kapasitas peleton setelah latihan:"
"TID_BUILDING_TEXT_RESEARCH","Riset"
"TID_IF_LOST","Kalah:"
"TID_POPUP_HEADER_ABOUT_TO_CANCEL_SPELL","Yakin?"
"TID_POPUP_ABOUT_TO_CANCEL_SPELL","Membatalkan mantra di antrean hanya akan mengembalikan <number>% dari biaya."
"TID_ALLIANCE_REJECT_DEFAULT_MESSAGE","Maaf, kami memutuskan untuk tidak menerimamu di klan."
"TID_ALLIANCE_REJECT_MESSAGE_TITLE","Tolak: <name>"
"TID_KICK_DEFAULT_MESSAGE","Maaf, kami memutuskan untuk menendangmu keluar dari klan."
"TID_KICK_MESSAGE_TITLE","Tendang: <name>?"
"TID_KICKED_FROM_ALLIANCE","Kamu ditendang dari Klan: <msg>"
"TID_CLAN_CASTLE_TROOPS_INSIDE","Bantuan:"
"TID_ALLIANCE_CREATE_TROPHY_COUNT","Trofi minimum untuk bergabung:"
"TID_ALLIANCE_SCORE_LIMIT_NONE","0"
"TID_CLAN_MINIMUM_TROPHYS","Trofi yang diperlukan:"
"TID_STREAM_EVENT_ACCEPTED","diterima masuk klan oleh <name>"
"TID_STREAM_EVENT_DEMOTED","diturunkan oleh <name>"
"TID_STREAM_EVENT_PROMOTED","dipromosikan oleh <name>"
"TID_STREAM_EVENT_JOINED","bergabung dalam klan"
"TID_STREAM_EVENT_KICKED","ditendang keluar dari klan oleh <name>"
"TID_STREAM_EVENT_LEFT","keluar dari klan"
"TID_FEEDBACK_BUTTON1","Masalah Pembelian"
"TID_FEEDBACK_BUTTON2","Masalah Sambungan"
"TID_FEEDBACK_BUTTON3","Masalah Lain"
"TID_FEEDBACK_BUTTON4","Masukan"
"TID_FEEDBACK_MAIL_TEXT","\n\n\n--------JANGAN HAPUS!--------\n<tags>\n------------------------------\n"
"TID_CLAN_JOIN_FAIL_CLOSED","Klan ditutup!"
"TID_CLAN_JOIN_FAIL_ALREADY_SENT","Tunggu sebelum mengirim permintaan lain untuk bergabung dengan klan ini!"
"TID_CLAN_JOIN_FAIL_NO_SCORE","Trofimu tidak cukup untuk bergabung dengan klan ini!"
"TID_CLAN_JOIN_FAIL_ALREADY_IN_CLAN","Kamu sudah menjadi anggota klan!"
"TID_CLAN_JOIN_FAIL_FULL","Klan penuh!"
"TID_CLAN_JOIN_FAIL_GENERIC","Tidak dapat bergabung dengan klan!"
"TID_CLAN_JOIN_FAIL_TOO_MANY_PENDING_REQUESTS","Tidak dapat bergabung dengan klan saat ini. Coba lagi nanti."
"TID_REPORT_PLAYER_BUTTON","Laporkan"
"TID_PLAYER_REPORTED_SUCCESSFULLY","Pemain dilaporkan!"
"TID_PLAYER_ALREADY_REPORTED","Pemain ini telah kamu laporkan!"
"TID_TOO_MANY_REPORTS_SENT","Batas pelaporan harian telah terlampaui!"
"TID_CONFIRM_MERGE","Yakin?"
"TID_CONFIRM_ARE_YOU_SURE","Yakin ingin menghapus desa saat ini dan menggantinya dengan:"
"TID_CONFIRM_CONFIRM","Ketik \q<confirmword>\q dan tekan tombol Oke untuk menyelesaikan tindakan"
"TID_BUTTON_CONFIRM","Oke"
"TID_CHAT_UNAVAILABLE","Obrolan tidak tersedia!"
"TID_CHAT_BANNED_REASON","Pemain lain telah melaporkanmu karena komentar tidak pantas."
"TID_CHAT_BANNED_PERIOD_OF","Dibisukan dalam obrolan global selama:"
"TID_CHAT_INFO","Untuk melaporkan perilaku tidak pantas, ketuk pesan yang tidak pantas dan pilih \qLaporkan\q."
"TID_CHAT_WELCOME","Selamat datang di obrolan global.\n\nHarap saling menghormati dan sopan terhadap orang lain. Perilaku tidak pantas tak akan ditoleransi.\n\nJangan berbagi informasi pribadi (email, nomor telepon, alamat, kata sandi)!"
"TID_CONFIRM_WORD","KONFIRMASI"
"TID_CHAT_FAIL_BANNED","Dibisukan dalam obrolan global untuk sementara."
"TID_CHAT_JUST_BANNED","Pemain lain telah melaporkanmu karena komentar tidak pantas. Kamu telah dibisukan dalam obrolan global."
"TID_ATTACK_COOLDOWN_AFTER_MAINTENANCE","Menyerang pemain lain untuk sementara dinonaktifkan!"
"TID_BUILDING_BOW","Busur X"
"TID_BOW_INFO","Busur X menembakkan petir mistis dengan kekuatan mengerikan. Isilah dengan Eliksir dan Busur X akan bekerja secara ajaib. Aturlah untuk menarget unit darat dari jarak jauh, atau semua target pada lingkup yang lebih kecil."
"TID_BUTTON_LOAD","Muat"
"TID_BUTTON_ATTACK_MODE_AIR","Udara"
"TID_BUTTON_ATTACK_MODE_GROUND","Darat"
"TID_BUTTON_ATTACK_MODE_AIR_AND_GROUND","Udara & Darat"
"TID_AMMO_ALREADY_FULL","Busur X terisi penuh!"
"TID_ALLIANCE_BUTTON_SEARCH","Cari"
"TID_ALLIANCE_SEARCH","Cari Klan:"
"TID_ALLIANCE_SEARCH_HINT","Ketik nama Klan atau tagar Klan"
"TID_ALLIANCE_TAB_NAME","Cari Klan"
"TID_BUILDING_TEXT_LOW_AMMO","Amunisi Rendah"
"TID_BUILDING_TEXT_NO_AMMO","Kosong"
"TID_JUMP_SPELL","Mantra Lompat"
"TID_AMMO_FILL_CONFIRMATION","Busur X kini terisi!"
"TID_CLAN_SEARCH_RESULTS","Menampilkan hasil pencarian untuk \q<name>\q"
"TID_CLAN_SEARCH_NO_RESULTS","Hasil pencarian tidak ditemukan"
"TID_TRAP_HALLOWEENBOMB","Bom Labu"
"TID_TRAP_HALLOWEENBOMB_INFO","Hiii! Bom menyeramkan ini hanya tersedia untuk waktu terbatas."
"TID_BUTTON_RETRY","Coba lagi"
"TID_SEARCH_STATUS","Mencari lawan..."
"TID_ATTACK_FAIL_GENERIC","Tidak dapat menyerang desa! Coba lagi nanti."
"TID_BUTTON_BOOST","Tambah"
"TID_POPUP_HEADER_ABOUT_TO_BOOST","Tambah produksi!"
"TID_POPUP_BOOST_GOLD_MINE","Gandakan produksi emas selama <time>?"
"TID_POPUP_BOOST_ELIXIR_COLLECTOR","Gandakan produksi eliksir selama <time>?"
"TID_POPUP_BOOST_BARRACKS","Tambah kecepatan latihan peleton sebesar <multiplier>x selama <time>?"
"TID_POPUP_BOOST_SPELL_FACTORY","Tambah kecepatan peracikan mantra sebesar <multiplier>x selama <time>?"
"TID_ALREADY_BOOSTED","Bangunan ini sedang diperbagus!"
"TID_BOOST_LEFT","Sisa Penambah:"
"TID_BUILDING_TEXT_CREATE_SPELL","Racik"
"TID_DECORATION_PEKKA_STATUE","Patung P.E.K.K.A"
"TID_CANCEL_BOOST_CONFIRMATION_TITLE","Akhiri Penambah?"
"TID_CANCEL_BOOST_CONFIRMATION","Meningkatkan bangunan akan mengakhiri penambah. Yakin?"
"TID_XMAS_SPELL","Kejutan Santa"
"TID_XMAS_SPELL_INFO","Minta kado terbaik dari Santa: hujan penghancuran turun di atas musuh!"
"TID_OBSTACLE_XMASTREE","Pohon Natal"
"TID_NEXT_REQUEST","Permintaan Berikutnya:"
"TID_CASTLE_FULL","Kastel penuh"
"TID_BARBARIAN_KING","Raja Barbar"
"TID_BARBARIAN_KING_INFO","Raja Barbar adalah orang barbar tertangguh dan terkejam di segala alam, selerenya akan Eliksir Hitam mengakibatkan dirinya tumbuh menjadi ukuran raksasa. Dia bisa menyerang desa musuh atau menjaga desamu."
"TID_HERO_INSTRUCTIONS","Pemburu anggun ini adalah penguasa kekuatan perusak, meski kesehatannya biasa saja. Dia menembak target di wilayahnya saat menjaga, dan dapat memanggil penyamaran dan kerusakan mengerikan saat menyerang begitu kemampuan Jubah Bangsawannya terbuka!"
"TID_ARCHER_QUEEN","Ratu Pemanah"
"TID_ARCHER_QUEEN_INFO","Ratu Pemanah adalah prajurit bermata elang, bersenjata pilihan Busur X modif yang hanya bisa dimimpikan oleh banyak pria. Dia bisa menyerang desa musuh atau menjaga desamu."
"TID_DARK_ELIXIR","Eliksir Hitam"
"TID_RESOURCE_CAP_FULL_DARK_ELIXIR","Bangun lebih banyak atau tingkatkan Penyimpanan Eliksir Hitam yang sudah ada!"
"TID_BUILDING_DARK_ELIXIR_PUMP","Pengeboran Eliksir Hitam"
"TID_BUTTON_HERO_PATROL","Jaga"
"TID_BUTTON_HERO_SLEEP","Tidur"
"TID_DARK_ELIXIR_PUMP_INFO","Ahli Alkimia kami akhirnya menemukan cara untuk mengekstraksi Eliksir Hitam murni, bentuk terlangka dari zat sihir."
"TID_BUILDING_DARK_ELIXIR_STORAGE","Penyimpanan Eliksir Hitam"
"TID_DARK_ELIXIR_STORAGE_INFO","Kekuatan Eliksir Hitam tidak dapat dimasukkan ke dalam tangki Eliksir berbentuk biasa. Karena tiga kali lebih kuat, kita harus menemukan penyimpanan bentuk kubus!"
"TID_DONATED_TO_CLAN","Peleton disumbangkan:"
"TID_DARK_ELIXIR_SHOP_PACK","<number> Eliksir Hitam"
"TID_RESOURCE_PACK_DARK_ELIXIR_FULL","Mengisi Penyimpanan Eliksir Hitam"
"TID_RESOURCE_PACK_DARK_ELIXIR_10","Mengisi Penyimpanan sebanyak 10%"
"TID_RESOURCE_PACK_DARK_ELIXIR_50","Mengisi Penyimpanan Separuh"
"TID_XBOW_LOADING_COST","Biaya Pengisian: <number> <resource>"
"TID_SPEED_UP_HERO_HEALTH_HEADER","Sembuhkan Sekarang!"
"TID_SPEED_UP_HERO_HEALTH_TEXT","Ingin memulihkan kesehatan <item> sepenuhnya?"
"TID_BUTTON_ENERGIZE","Sembuhkan"
"TID_POPUP_BOOST_DARK_ELIXIR_COLLECTOR","Gandakan produksi eliksir hitam selama <time>?"
"TID_FULLY_LOADED","Terisi Penuh"
"TID_SHIELD_SCORE_LIMIT","Tidak tersedia di atas <number> trofi"
"TID_SHOP_NEW_ITEM","Baru"
"TID_BUTTON_LOCAL_HIGHSCORE","Lokal"
"TID_BUTTON_GLOBAL_HIGHSCORE","Global"
"TID_TRAP_AIR","Bom Udara"
"TID_TRAP_AIR_INFO","Temuan terbaru di bidang kontrol hama terbang. Jebakan ini bisa meledakkan banyak unit udara di area kecil."
"TID_TRAP_AIR_MEGA","Ranjau Udara Pencari"
"TID_TRAP_AIR_MEGA_INFO","Apakah itu burung? Pesawat? Tidak ada bedanya selama Ranjau Udara Pencari akan meledakkannya di langit tinggi. Jebakan ini memberikan kerusakan dahsyat pada satu unit udara."
"TID_LOCAL_NOTIFICATION_HERO_HAS_FULL_HEALTH","<name> siap untuk pertempuran lain!"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Pembelian Dalam Aplikasi"
"TID_INFO_POP_UP_IAP_NOTE","Clash of Clans gratis dimainkan, tetapi kemajuan dapat dipercepat dengan pembelian dalam aplikasi. Jika mau, pembelian dapat dinonaktifkan di pengaturan perangkatmu. Usia untuk bermain adalah 13+."
"TID_INFO_POP_UP_IAP_NOTE_ANDROID","Clash of Clans gratis dimainkan, tetapi kemajuan dapat dipercepat dengan pembelian dalam aplikasi. Untuk menonaktifkan ini, atur perlindungan kata sandi untuk pembelian di setelan aplikasi Google Play Store. Usia untuk bermain adalah 13+."
"TID_INFO_POP_UP_IAP_NOTE_KUNLUN","Clash of Clans gratis dimainkan, tetapi kemajuan dapat dipercepat dengan pembelian dalam aplikasi."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","Oke"
"TID_NEW_CLAN_MEMBER","Baru"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_SCORES","Tidak dapat menemukan papan peringkat lokal untuk lokasimu."
"TID_LOCAL_NOTIFICATION_YOUR_ARMY_IS_READY","Peletonmu siap tempur!"
"TID_DARK_ELIXIR_BARRACK","Barak Hitam"
"TID_DARK_ELIXIR_BARRACK_INFO","Barak Hitam akan membukakan pintu bagi makhluk yang terlahir dari Eliksir Hitam. Tingkatkan barak untuk membuka lebih banyak peleton dengan keahlian tempur yang unik."
"TID_WARRIORGIRL","Valkyrie"
"TID_BOARRIDER","Penunggang Babi"
"TID_GARGOYLE","Minion"
"TID_GOLEM","Golem"
"TID_LABORATORY_UPGRADING","Meningkatkan:"
"TID_LABORATORY_HINT","Pilih apa yang ingin ditingkatkan"
"TID_LABORATORY_HINT2","Usap layar untuk melihat daftar lengkap peningkatan"
"TID_POPUP_UPGRADE_NOT_AVAILABLE_TITLE","<character> level <number>"
"TID_BUTTON_SELECT_MORE","Pilih baris"
"TID_SINGLE_PLAYER_AVAILABLE_LOOT","Rampasan tersedia:"
"TID_CHARACTER_INFO_BARBARIAN","Prajurit tanpa rasa takut ini mengandalkan otot kuat dan kumis menawan untuk mengobrak-abrik desa musuh. Kerahkan segerombolan Barbar dan nikmati kekacauannya!"
"TID_CHARACTER_INFO_ARCHER","Penembak jitu ini suka menjaga jarak di medan perang dan dalam kehidupan. Tidak ada yang membuat mereka lebih bahagia selain menjatuhkan sasaran seorang diri."
"TID_CHARACTER_INFO_GOBLIN","Makhluk kecil pengganggu ini hanya terpikat satu hal: RAMPASAN! Mereka lebih cepat daripada Jebakan Pegas, dan memiliki rasa haus akan sumber daya yang tidak terbatas!"
"TID_CHARACTER_INFO_GIANT","Pria besar ini mungkin terlihat kalem, tapi tunjukkan turet atau meriam, dan murkanya akan keluar! Lambat namun tahan lama, prajurit ini paling bagus dipakai untuk menyerap pukulan."
"TID_CHARACTER_INFO_WALLBREAKER","Tak ada yang lebih menghangatkan hati mati dan dingin si Penghancur Tembok daripada meledakkan tembok. Pasukan mereka akan membuka jalan untuk unit daratmu, dan mereka melakukannya dengan bunyi DUAR!"
"TID_CHARACTER_INFO_BALLOON","Jerangkong yang naik pangkat ini telah menukar sukacita menghancurkan tembok dengan sukacita menghancurkan pertahanan. Kerahkan mereka untuk mengalahkan mortir dan meriam yang mengganggu!"
"TID_CHARACTER_INFO_WIZARD","Penyihir sangat menakutkan di medan perang. Pasangkan dengan sesamanya dan kerahkan ledakan kehancuran yang terkonsentrasi pada apa saja, di darat atau udara!"
"TID_CHARACTER_INFO_HEALER","Makhluk agung ini hidup untuk melindungi dan membantu sesama peleton. Tentara mana pun menjadi lebih baik berkat dukungan penyembuhannya, tapi pastikan untuk melindunginya dari pertahanan udara!"
"TID_CHARACTER_INFO_DRAGON","Keperkasaan naga dikenal di seluruh negeri. Teror bersisik dari langit ini tidak memiliki belas kasihan dan tidak ada yang bisa lolos dari percikan api napasnya."
"TID_CHARACTER_INFO_PEKKA","Apakah P.E.K.K.A itu kesatria? Samurai? Robot? Tak ada yang tahu! Zirah P.E.K.K.A menyerap hantaman terkuat sekalipun."
"TID_CHARACTER_INFO_MINION","Teror di langit ini terlahir dari Eliksir Hitam. Tak terdeteksi oleh Ranjau Udara Pencari, Minion terwujud dengan mudah, tetapi rapuh di dunia kita."
"TID_CHARACTER_INFO_RIDER","Setelah menjinakkan babi pelompat yang garang, Penunggang Babi menghukum orang-orang yang bersembunyi di balik tembok lemah! Ditenagai oleh Eliksir Hitam, para prajurit ini tak pernah mengenal kekalahan!"
"TID_CHARACTER_INFO_VALKYRIE","Ahli kapak dua tangan, prajurit digdaya ini senang berlari di antara bangunan-bangunan yang berdekatan dan bisa mencabik beberapa peleton atau bangunan sekaligus dengan pukulan pusaran anginnya!"
"TID_CHARACTER_INFO_GOLEM","Golem perkasa suka menyerap kerusakan! Saat hancur, dia meledak dan terbelah dua. Hasilnya adalah Golemite yang memiliki seperlima kekuatan dan HP Golem."
"TID_BUTTON_CLAN_MAIL_SEND","Kirim surat"
"TID_BUTTON_CLAN_MAIL_NEXT","Surat berikutnya dalam:"
"TID_SPECIAL_PACK_BUILDER","Paket Pemula"
"TID_BUILDING_TEXT_REQUEST","Minta"
"TID_ALLIANCE_DEFAULT_MAIL_MESSAGE","Perhatian, rekan satu klan:"
"TID_ALLIANCE_MAIL_FAIL_COOLDOWN","Tunggulah sebentar sebelum mengirim surat lagi"
"TID_ATTACK_PERCENTAGE","Serangan Menang:"
"TID_DEFENCE_PERCENTAGE","Menang Pertahanan:"
"TID_LEAGUE_LEADERBOARDS","Ligaku"
"TID_BUTTON_ROTATE_MORE","Rotasi baris"
"TID_LOCAL_NOTIFICATION_LABORATORY_UPGRADE_DONE","<item> ditingkatkan ke level <level>"
"TID_PLACED_AFTER_SHUFFLE_POPUP_TITLE","Kamu telah ditempatkan di Liga!"
"TID_PROMOTE_POPUP_TITLE","Kamu dipromosikan!"
"TID_DEMOTE_POPUP_TITLE","Oh tidak! Pangkatmu diturunkan!"
"TID_LEAGUE_CHANGE_TEXT","Level liga: <league>"
"TID_LEAGUE_DROP_OUT_OF_LEAGUE","Kamu sudah tidak di Liga."
"TID_LEAGUE_BRONZE1","Liga Perunggu I"
"TID_LEAGUE_BRONZE2","Liga Perunggu II"
"TID_LEAGUE_BRONZE3","Liga Perunggu III"
"TID_LEAGUE_CRYSTAL1","Liga Kristal I"
"TID_LEAGUE_CRYSTAL2","Liga Kristal II"
"TID_LEAGUE_CRYSTAL3","Liga Kristal III"
"TID_LEAGUE_GOLD1","Liga Emas I"
"TID_LEAGUE_GOLD2","Liga Emas II"
"TID_LEAGUE_GOLD3","Liga Emas III"
"TID_LEAGUE_MASTER1","Liga Master I"
"TID_LEAGUE_MASTER2","Liga Master II"
"TID_LEAGUE_MASTER3","Liga Master III"
"TID_LEAGUE_SILVER1","Liga Perak I"
"TID_LEAGUE_SILVER2","Liga Perak II"
"TID_LEAGUE_SILVER3","Liga Perak III"
"TID_LEAGUE_CHAMPION","Liga Juara"
"TID_LEAGUE_UNRANKED","Tidak berperingkat"
"TID_LEAGUE_TITLE1","Kamu tidak berada di Liga!"
"TID_LEAGUE_TITLE2","Setiap Musim Liga berlangsung selama satu bulan. Pada awal musim, serang desa pemain mana pun untuk melihat Liga barumu dan Bonus Rampasan."
"TID_NEXT_LEAGUE","Liga Berikutnya:"
"TID_LEAGUE_PASSED","Dilewati"
"TID_LEAGUE_SHUFLES","Musim berakhir dalam: <league_shufle_time>"
"TID_MATCH_VICTORY_BONUS","Bonus Rampasan Maks.:"
"TID_LEAGUE_I","I"
"TID_LEAGUE_II","II"
"TID_LEAGUE_III","III"
"TID_LEAGUE_IV","IV"
"TID_LEAGUE_V","V"
"TID_LEAGUE_BRONZE","Perunggu"
"TID_LEAGUE_SILVER","Perak"
"TID_LEAGUE_GOLD","Emas"
"TID_LEAGUE_CRYSTAL","Kristal"
"TID_LEAGUE_MASTER","Master"
"TID_LEAGUE_BRONZE1_SHORT","Perunggu I"
"TID_LEAGUE_BRONZE2_SHORT","Perunggu II"
"TID_LEAGUE_BRONZE3_SHORT","Perunggu III"
"TID_LEAGUE_CRYSTAL1_SHORT","Kristal I"
"TID_LEAGUE_CRYSTAL2_SHORT","Kristal II"
"TID_LEAGUE_CRYSTAL3_SHORT","Kristal III"
"TID_LEAGUE_GOLD1_SHORT","Emas I"
"TID_LEAGUE_GOLD2_SHORT","Emas II"
"TID_LEAGUE_GOLD3_SHORT","Emas III"
"TID_LEAGUE_MASTER1_SHORT","Master I"
"TID_LEAGUE_MASTER2_SHORT","Master II"
"TID_LEAGUE_MASTER3_SHORT","Master III"
"TID_LEAGUE_SILVER1_SHORT","Perak I"
"TID_LEAGUE_SILVER2_SHORT","Perak II"
"TID_LEAGUE_SILVER3_SHORT","Perak III"
"TID_LEAGUE_CHAMPION_SHORT","Juara"
"TID_LEAGUE_INFO_REMEMBER","Naik Liga untuk Bonus Rampasan yang lebih besar!"
"TID_LEAGUE_INFO_LOOT_BONUS","Dalam Liga Titan I, Bonus Rampasan maksimum adalah:"
"TID_LEAGUE_INFO_LOOT_BONUS_PROMO","Di Liga barumu, memenangkan pertandingan bisa menghasilkan Bonus Rampasan maksimum:"
"TID_LEAGUES_LEAGUE_ORDER","Level Liga"
"TID_LEAGUES_DIVISIONS","Divisi"
"TID_LEAGUES_I","I"
"TID_LEAGUES_II","II"
"TID_LEAGUES_III","III"
"TID_LEAGUES_IV","IV"
"TID_LEAGUES_V","V"
"TID_LEAGUES_GET_MORE_TROPHIES","Kumpulkan <number> trofi untuk bergabung dengan Liga"
"TID_LEAGUES_UNRANKED_AFTER_SHUFFLE","Musim Liga telah berakhir. Serang desa mana pun agar mendapat tempat di Liga baru!"
"TID_LEAGUE_DIVISIONS","Divisi"
"TID_BONUS","Bonus <percentage> :"
"TID_HINT LOOT_BONUS","Ingin rampasan lebih banyak? Bergabunglah dengan Liga dan dapatkan Bonus Rampasan untuk setiap serangan yang berhasil!"
"TID_HINT LEAGUE_PLACEMENT","Jika trofimu cukup, menyerang desa akan menempatkanmu secara otomatis dalam Liga."
"TID_HINT LEAGUE_PROMOTION","Raih lebih banyak trofi untuk naik ke level Liga yang lebih tinggi. Liga berlevel lebih tinggi memberikan Bonus Rampasan yang lebih baik!"
"TID_HINT LEAGUE_DEMOTION","Jika kehilangan terlalu banyak trofi, kamu bisa turun Liga. Berjuanglah demi trofi!"
"TID_HINT LEAGUE_SHUFFLING","Setiap Musim Liga berlangsung selama satu bulan."
"TID_HINT TOURNAMENT","Turnamen klan dan hitungan sumbangan peleton direset setiap satu bulan."
"TID_LEAGUE_INFO_LOOT_BONUS3","Berada di Liga memberimu Bonus Rampasan untuk setiap kemenangan!"
"TID_LEAGUE_INFO_PLACEMENT_HEADLINE","Serang desa pemain mana pun untuk memasuki Liga"
"TID_LEAGUE_INFO_PLACEMENT","Jumlah trofimu setelah pertandingan menentukan level Ligamu"
"TID_HINT_LEAGUE_SHUFFLING2","Setiap Musim Liga berlangsung selama satu bulan."
"TID_BATTLE_LOG_OFFENSE","Log Serangan"
"TID_BATTLE_LOG_DEFENSE","Log Pertahanan"
"TID_XP_TITLE_PUZZLEANDDRAGONS","Populer di Jepang!"
"TID_XP_TEXT_PUZZLEANDDRAGONS","Game terpopuler di Jepang akhirnya hadir di Inggris. Unduh gratis dari App Store!"
"TID_XP_BUTTON_PUZZLEANDDRAGONS","Gratis"
"TID_ALLIANCE_MAIL_NOTIFICATION","Ada satu surat klan baru!"
"TID_REQUESTED_FROM_CLAN","Peleton diterima:"
"TID_XP_TITLE_UNLOCK_PUZZLEANDDRAGONS","Bagus, Chief!"
"TID_XP_TEXT_UNLOCK_PUZZLEANDDRAGONS","Kini Clash of Clans Dungeon dapat dibuka di Puzzle & Dragons! Tekan tombol di bawah untuk memulai game dan membukanya."
"TID_XP_BUTTON_UNLOCK_PUZZLEANDDRAGONS","Buka"
"TID_NEWS_UPDATE_INFO_TITLE","Legenda Anak Anjing Lava Terakhir"
"TID_NEWS_UPDATE_INFO_TEXT","Kisah epik Anak Anjing Lava yang tidak mau menyerah. Terinspirasi dari kisah Clash sungguhan dari CamaroBro."
"TID_BUILDING_DARK_TOWER","Menara Inferno"
"TID_DARK_TOWER_INFO","Atur api berbahan bakar Eliksir Hitam milik Menara Inferno untuk meningkatkan kerusakan dahsyat ke target tunggal, atau secara konstan memanggang banyak target sekaligus. Efek penyembuhan akan terhalang oleh panasnya yang ekstrem!"
"TID_ATTACK_WON","Kamu menang"
"TID_ATTACK_LOST","Kamu kalah"
"TID_ALLIANCE_DEFAULT_TROOP_REQUEST_MESSAGE","Saya perlu bantuan"
"TID_PURCHASE_LIMIT_TITLE","Konfirmasi Pembelian"
"TID_PURCHASE_LIMIT_TEXT","Untuk menghindari pembelian yang tidak disengaja, pembelian dapat dilakukan lagi dalam:"
"TID_PURCHASE_LIMIT_CONFIRM","Ketik \q<CONFIRM>\q dan tekan tombol Oke untuk membeli <ITEM> seharga <PRICE>."
"TID_ERROR_POP_UP_PERSONAL_BREAK_TITLE","Jeda Pribadi"
"TID_ERROR_POP_UP_PERSONAL_BREAK","Warga desa perlu istirahat sejenak akibat terlalu lama tanpa Perisai"
"TID_ERROR_POP_UP_PERSONAL_BREAK_BUTTON","Muat ulang"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION","Menara Inferno kini terisi!"
"TID_DARKTOWER_AMMO_ALREADY_FULL","Menara Inferno terisi penuh!"
"TID_ARTILLERY_AMMO_FILL_CONFIRMATION","Artileri Elang kini terisi!"
"TID_ARTILLERY_AMMO_ALREADY_FULL","Artileri Elang terisi penuh!"
"TID_PERSONAL_BREAK_ATTACK_DISABLED","Harus menunggu seusai Jeda Pribadi untuk memulai serangan."
"TID_PERSONAL_BREAK_STARTED","Kamu sudah tanpa Perisai terlalu lama dan akan segera ditendang untuk beberapa menit."
"TID_ALLIANCE_JOIN_CLAN","Ikuti atau ciptakan klan agar bertambah kuat.\n\nRekan satu klan saling membantu dan dapat mengirimkan bantuan peleton dan mantra."
"TID_BUTTON_APPBANK","Panduan AppBank"
"TID_INVALID_DESCRIPTION","Deskripsi tidak valid! Coba yang lain."
"TID_TITLE_REQUEST_TROOPS","Minta Bantuan"
"TID_TITLE_CLAN_MAIL_SEND","Kirim Surat"
"TID_SPEED_UP_TROOP_REQUEST_HEADER","Minta Sekarang!"
"TID_SPEED_UP_TROOP_REQUEST_TEXT","Ingin tidak menunggu dan meminta bantuan sekarang?"
"TID_TROOP_REQUEST_SPEED_UP_SUCCESS","Kastel Klan siap meminta bantuan!"
"TID_BUTTON_SPEED_UP_REQUEST_TROOPS","Minta Sekarang!"
"TID_FREEZE_SPELL","Mantra Pembeku"
"TID_FREEZE_SPELL_INFO","Saat situasi memanas, tetaplah dingin!\n\nMantra Pembeku mengirimkan ledakan kriogenik yang untuk sementara melumpuhkan peleton musuh dan menonaktifkan bangunan pertahanan dalam radiusnya."
"TID_POPUP_REVENGE_CLEAR_TITLE","Pembalasan"
"TID_POPUP_REVENGE_CLEAR","Pembalasan hanya dapat dipilih satu kali untuk setiap entri Log Pertahanan. Yakin sudah siap?"
"TID_SPELL_TIME","Durasi mantra: <number> Detik"
"TID_TROOP_REQUEST_SPEED_UP_FAILED_FULL","Kastel Klan sudah penuh!"
"TID_HINT_SPELL_JUMP_DURATION","Gunakan Mantra Lompat untuk memberi unitmu lebih banyak waktu melompati tembok."
"TID_HINT_SPELL_FREEZE","Mantra Pembeku membuat bangunan dan peleton tidak bisa bertahan dalam radiusnya."
"TID_HINT_SPELL_FREEZE_DURATION","Tingkatkan Mantra Pembeku untuk melumpuhkan pertahanan dan peleton lebih lama."
