"TID","AR"
"TID_CONFIRM_MERGE","أأنت واثق؟"
"TID_CONFIRM_ARE_YOU_SURE","هل تريد بالتأكيد حذف القرية الحالية واستبدالها بـ:"
"TID_CONFIRM_CONFIRM","الرجاء كتابة \q<confirmword>\q والضغط على زر موافق لإكمال الإجراء"
"TID_BUTTON_CONFIRM","حسنًا"
"TID_CHAT_UNAVAILABLE","المحادثة غير متاحة!"
"TID_CHAT_BANNED_REASON","قام لاعبون آخرون بالإبلاغ عن قيامك بتعليقات غير لائقة."
"TID_CHAT_BANNED_PERIOD_OF","تم كتم الصوت في المحادثة العالمية لمدة:"
"TID_CHAT_INFO","للإبلاغ عن سلوك غير لائق، انقر على الرسالة المهينة واختر \qإبلاغ\q."
"TID_CHAT_WELCOME","مرحبًا بك في المحادثة العالمية.\n\nمن فضلك تعامل باحترام وبتهذيب مع الآخرين. السلوك المهين غير مقبول.\n\nلا تشارك أي معلومات شخصية (بريد إلكتروني، رقم هاتف، عنوان، كلمات سر)!"
"TID_CONFIRM_WORD","تأكيد"
"TID_CHAT_FAIL_BANNED","تم كتم الصوت في المحادثة العالمية مؤقتًا."
"TID_CHAT_JUST_BANNED","قام لاعبون آخرون بالإبلاغ عن قيامك بتعليقات غير لائقة. تم كتم الصوت في المحادثة العالمية."
"TID_ATTACK_COOLDOWN_AFTER_MAINTENANCE","الهجوم على اللاعبين الآخرين معطل مؤقتًا!"
"TID_BUILDING_BOW","قوس"
"TID_BOW_INFO","تطلق الأقواس طلقات خيالية بقوة مرعبة. حمّلها بالإكسير وستعمل تلقائيًا بقوة السحر. يمكنك ضبطها لتستهدف الوحدات الأرضية على مدى بعيد، أو كل الأهداف على مدى قصير."
"TID_BUTTON_LOAD","تحميل"
"TID_BUTTON_ATTACK_MODE_AIR","جوي"
"TID_BUTTON_ATTACK_MODE_GROUND","أرضي"
"TID_BUTTON_ATTACK_MODE_AIR_AND_GROUND","جوي وأرضي"
"TID_AMMO_ALREADY_FULL","القوس محمل بالكامل!"
"TID_ALLIANCE_BUTTON_SEARCH","بحث"
"TID_ALLIANCE_SEARCH","بحث عن القبائل:"
"TID_ALLIANCE_SEARCH_HINT","اكتب اسم القبيلة أو شعار القبيلة"
"TID_ALLIANCE_TAB_NAME","بحث عن القبائل"
"TID_BUILDING_TEXT_LOW_AMMO","ذخيرة قليلة"
"TID_BUILDING_TEXT_NO_AMMO","فارغ"
"TID_JUMP_SPELL","تعويذة القفز"
"TID_AMMO_FILL_CONFIRMATION","القوس محمل الآن!"
"TID_CLAN_SEARCH_RESULTS","عرض نتائج البحث لـ\q<name>\q"
"TID_CLAN_SEARCH_NO_RESULTS","لم يتم العثور على نتائج بحث"
"TID_TRAP_HALLOWEENBOMB","قنبلة قرع العسل"
"TID_TRAP_HALLOWEENBOMB_INFO","بوو! هذه القنبلة المخيفة متاحة لمدة محددة فقط."
"TID_BUTTON_RETRY","إعادة محاولة"
"TID_SEARCH_STATUS","البحث عن خصم..."
"TID_ATTACK_FAIL_GENERIC","لا يمكن مهاجمة القرية! حاول ثانيةً لاحقًا."
"TID_BUTTON_BOOST","تسريع"
"TID_POPUP_HEADER_ABOUT_TO_BOOST","تسريع الإنتاج!"
"TID_POPUP_BOOST_GOLD_MINE","مضاعفة إنتاج الذهب لمدة <time>؟"
"TID_POPUP_BOOST_ELIXIR_COLLECTOR","مضاعفة إنتاج الإكسير لمدة <time>؟"
"TID_POPUP_BOOST_BARRACKS","هل تود تعزيز سرعة تدريب القوات بمقدار <multiplier>x لمدة <time>؟"
"TID_POPUP_BOOST_SPELL_FACTORY","هل تود تعزيز سرعة تحضير التعويذة بمقدار <multiplier>x لمدة <time>؟"
"TID_ALREADY_BOOSTED","يتم تسريع هذا المبنى بالفعل!"
"TID_BOOST_LEFT","التسريع المتبقي:"
"TID_BUILDING_TEXT_CREATE_SPELL","صناعة"
"TID_DECORATION_PEKKA_STATUE","تمثال بيكا"
"TID_CANCEL_BOOST_CONFIRMATION_TITLE","إنهاء التسريع؟"
"TID_CANCEL_BOOST_CONFIRMATION","ترقية المبنى ستنهي بالتسريع. هل أنت متأكد؟"
"TID_XMAS_SPELL","مفاجأة بابا نويل"
"TID_XMAS_SPELL_INFO","اسأل بابا نويل عن أفضل هدية على الإطلاق: وابل من الدمار سيمطر على أعدائك!"
"TID_OBSTACLE_XMASTREE","شجرة الكريسماس"
"TID_NEXT_REQUEST","الطلب التالي:"
"TID_CASTLE_FULL","القلعة ممتلئة"
"TID_BARBARIAN_KING","الملك البربري"
"TID_BARBARIAN_KING_INFO","الملك البربري هو البربري الأقوى والأكثر شرًا في كل الممالك، والذي سببت شهيته لإكسير الظلام أن ينمو لحجم عملاق. يمكنه مهاجمة قرى العدو أو حماية قريتك."
"TID_HERO_INSTRUCTIONS","هذه الصيادة الرشيقة بارعة في استخدام القوة المدمرة، رغم تواضع صحتها. تقتنص الأهداف في منطقتها عند الدفاع، ويمكنها التسبب بدمار مخيف وتحرك سري عند الهجوم بمجرد فتح قدرة العباءة الملكية!"
"TID_ARCHER_QUEEN","الملكة رامية السهام"
"TID_ARCHER_QUEEN_INFO","الملكة رامية السهام محاربة بعين الصقر، سلاحها المختار هو القوس المعُدل الذي يحلم بعض الرجال بالسيطرة عليه. يمكنها مهاجمة قرى العدو أو حماية قريتك."
"TID_DARK_ELIXIR","إكسير الظلام"
"TID_RESOURCE_CAP_FULL_DARK_ELIXIR","قم ببناء المزيد من مخازن إكسير الظلام أو ترقية الموجودة بالفعل!"
"TID_BUILDING_DARK_ELIXIR_PUMP","مستخرج إكسير الظلام"
"TID_BUTTON_HERO_PATROL","يحرس"
"TID_BUTTON_HERO_SLEEP","نائم"
"TID_DARK_ELIXIR_PUMP_INFO","نجح الكيميائيون لدينا أخيرًا في اكتشاف طريقة لاستخراج إكسير الظلام، أكثر أشكال السحر ندرة."
"TID_BUILDING_DARK_ELIXIR_STORAGE","مخزن إكسير الظلام"
"TID_DARK_ELIXIR_STORAGE_INFO","لا يمكن احتواء قوة إكسير الظلام في وعاء إكسير عادي الشكل. حيث إنه أقوى ثلاث مرات، كان علينا ابتكار أداة تخزين ذات شكل مكعب!"
"TID_DONATED_TO_CLAN","القوات المتبرع بها:"
"TID_DARK_ELIXIR_SHOP_PACK","<number> من إكسير الظلام"
"TID_RESOURCE_PACK_DARK_ELIXIR_FULL","ملء مخازن إكسير الظلام"
"TID_RESOURCE_PACK_DARK_ELIXIR_10","ملء المخازن بمقدار 10%"
"TID_RESOURCE_PACK_DARK_ELIXIR_50","ملء المخازن بمقدار النصف"
"TID_XBOW_LOADING_COST","تكلفة التحميل: <number> <resource>"
"TID_SPEED_UP_HERO_HEALTH_HEADER","الشفاء الآن!"
"TID_SPEED_UP_HERO_HEALTH_TEXT","هل ترغب في شفاء <item> للصحة الكاملة؟"
"TID_BUTTON_ENERGIZE","الشفاء"
"TID_POPUP_BOOST_DARK_ELIXIR_COLLECTOR","مضاعفة إنتاج إكسير الظلام لمدة <time>؟"
"TID_FULLY_LOADED","محمل بالكامل"
"TID_SHIELD_SCORE_LIMIT","ليس متاحًا لأكثر من <number> من الكؤوس"
"TID_SHOP_NEW_ITEM","جديد"
"TID_BUTTON_LOCAL_HIGHSCORE","محلي"
"TID_BUTTON_GLOBAL_HIGHSCORE","عالمي"
"TID_TRAP_AIR","قنبلة جوية"
"TID_TRAP_AIR_INFO","أحدث الاختراعات في مجال مكافحة الحشرات بالطيران. يمكن لهذا الفخ تدمير وحدات جوية متعددة في منطقة صغيرة."
"TID_TRAP_AIR_MEGA","لغم جوي مطارد"
"TID_TRAP_AIR_MEGA_INFO","أهو طائر؟ أم طائرة؟ لا يوجد فارق لأن اللغم الجوي المطارد سيفجره. يسبب هذا الفخ ضررًا هائلاً لوحدة جوية واحدة."
"TID_LOCAL_NOTIFICATION_HERO_HAS_FULL_HEALTH","<name> جاهز لقتال آخر!"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","عمليات الشراء داخل التطبيق"
"TID_INFO_POP_UP_IAP_NOTE","لعبة Clash of Clans مجانية، ولكن يمكنك تسريع تقدمك في اللعبة بواسطة عمليات الشراء داخل التطبيق. إذا كنت ترغب، يمكنك تعطيل عمليات الشراء في إعدادات جهازك. كما يجب أن يكون عمرك 13 عامًا أو أكثر لتلعب اللعبة."
"TID_INFO_POP_UP_IAP_NOTE_ANDROID","لعبة Clash of Clans مجانية، ولكن يمكنك تسريع تقدمك في اللعبة بواسطة عمليات الشراء داخل التطبيق. لتعطيل تلك الخاصية، عليك ضبط الحماية بواسطة كلمة مرور على عمليات الشراء في إعدادات تطبيق متجر Google Play Store. كما يجب أن يكون عمرك 13 عامًا أو أكثر لتلعب اللعبة."
"TID_INFO_POP_UP_IAP_NOTE_KUNLUN","لعبة Clash of Clans مجانية، ولكن يمكنك تسريع تقدمك في اللعبة بواسطة عمليات الشراء داخل التطبيق."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","حسنًا"
"TID_NEW_CLAN_MEMBER","جديد"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_SCORES","لا يمكن العثور على لوحات الصدارة لموقعك."
"TID_LOCAL_NOTIFICATION_YOUR_ARMY_IS_READY","قواتك جاهزة للمعركة!"
"TID_DARK_ELIXIR_BARRACK","ثكنات الظلام"
"TID_DARK_ELIXIR_BARRACK_INFO","ستفتح ثكنات الظلام الأبواب للمخلوقات التي نشأت من إكسير الظلام. قم بترقية الثكنات لإلغاء قفل المزيد من القوات ذات المهارات القتالية الفريدة."
"TID_WARRIORGIRL","فالكيري"
"TID_BOARRIDER","راكب الخنزير"
"TID_GARGOYLE","مينيون"
"TID_GOLEM","غول"
"TID_LABORATORY_UPGRADING","الترقية:"
"TID_LABORATORY_HINT","حدد ما تريد ترقيته"
"TID_LABORATORY_HINT2","امسح الشاشة لرؤية قائمة الترقيات بالكامل"
"TID_POPUP_UPGRADE_NOT_AVAILABLE_TITLE","<character> بالمستوى <number>"
"TID_BUTTON_SELECT_MORE","اختيار صف"
"TID_SINGLE_PLAYER_AVAILABLE_LOOT","الغنائم المتاحة:"
"TID_CHARACTER_INFO_BARBARIAN","يعتمد هذا المحارب الشجاع على عضلاته المفتولة وشاربه المذهل لتخريب قرى العدو. أطلق حشدًا من البرابرة وتمتع بالفوضى!"
"TID_CHARACTER_INFO_ARCHER","يحب هؤلاء القناصة البقاء على مسافة بعيدة في ميدان المعركة وفي الحياة. ولا يسعدهم شيء أكثر من إسقاط هدفهم الذي يركزون عليه."
"TID_CHARACTER_INFO_GOBLIN","هذه المخلوقات الصغيرة الشريرة لا تبحث إلا عن شيء واحد: الغنيمة! إنها أسرع من فخ الزنبرك، ونهبها للموارد بلا حدود."
"TID_CHARACTER_INFO_GIANT","قد يبدو الهدوء على هؤلاء العمالقة، لكن أرهم الأبراج أو المدافع وسترى غضبهم ينطلق! بطيئًا ولكنه مستمر، أفضل استخدام لهؤلاء المحاربين هو امتصاص الضربات."
"TID_CHARACTER_INFO_WALLBREAKER","لا شيء يشعر مدمري الجدران بالدفء ويحيي قلوبهم مثل تفجير الجدران. ستفتح فرقة منهم الطريق لوحداتك الأرضية، بعد تفجير مدوٍ!"
"TID_CHARACTER_INFO_BALLOON","هذه الهياكل المدعمة استبدلت سعادتها بتدمير الجدران إلى تدمير الدفاعات. انشرها للقضاء على قذائف الهاون والمدافع المزعجة!"
"TID_CHARACTER_INFO_WIZARD","يمثل الساحر حضورًا مخيفًا في ميدان المعركة. ضعه مع بعض من زملائه وأطلق ضربات تدميرية مركزة على أي شيء، في الأرض أو السماء!"
"TID_CHARACTER_INFO_HEALER","تعيش هذه المخلوقة العظيمة لحماية زملائها من القوات ومساعدتهم. ويتحسن أي جيش بفضل دعمها الشفائي، لكن احرص على حمايتها من الدفاعات الجوية!"
"TID_CHARACTER_INFO_DRAGON","قوة التنانين معروفة في كل الأرض. فهذا الشيء المخيف الطائر في السماء عديم الرحمة ولن يهرب أي شيء من الرشقات النارية لأنفاسه."
"TID_CHARACTER_INFO_PEKKA","هل البيكا فارس؟ أم ساموراي؟ أم روبوت؟ لا أحد يعرف! يمتص درع البيكا أقوى الضربات."
"TID_CHARACTER_INFO_MINION","وُلد هذا الشيء المخيف الطائر في السماء من إكسير الظلام. لا يمكن للغم الجوي كشف كائنات المينيون التي تتجسد بسهولة، لكنها هشة في عالمنا."
"TID_CHARACTER_INFO_RIDER","بعد أن روض راكب الخنزير خنزيره القافز الشرس، انطلق ليعاقب من يختبئون خلف الجدران الضعيفة! لم تعرف الهزيمة طريقًا لهؤلاء المحاربين الذين يتغذون على إكسير الظلام!"
"TID_CHARACTER_INFO_VALKYRIE","هذه المحاربة العظيمة أستاذة في استخدام الفأس بكلتا يديها، وهي تركض بين المباني القريبة ويمكنها تمزيق قوات متعددة أو مبانٍ في الحال بفضل ضربة الدوامة!"
"TID_CHARACTER_INFO_GOLEM","يحب الغولم القوي امتصاص الضرر! عند تدميره، ينفجر وينقسم إلى اثنين. كائنات الغولم الصغيرة الناتجة تتمتع بخُمس قوة الغولم ونقاط إصابته."
"TID_BUTTON_CLAN_MAIL_SEND","إرسال البريد"
"TID_BUTTON_CLAN_MAIL_NEXT","البريد التالي خلال:"
"TID_SPECIAL_PACK_BUILDER","حزمة البادئ"
"TID_BUILDING_TEXT_REQUEST","طلب"
"TID_ALLIANCE_DEFAULT_MAIL_MESSAGE","انتباه يا زملاء القبيلة:"
"TID_ALLIANCE_MAIL_FAIL_COOLDOWN","يجب أن تنتظر قبل إرسال بريد ثانيةً"
"TID_ATTACK_PERCENTAGE","الهجمات التي تم الفوز بها:"
"TID_DEFENCE_PERCENTAGE","الدفاعات التي تم الفوز بها:"
"TID_LEAGUE_LEADERBOARDS","الدوري الخاص بي"
"TID_BUTTON_ROTATE_MORE","تدوير الصف"
"TID_LOCAL_NOTIFICATION_LABORATORY_UPGRADE_DONE","تمت ترقية <item> إلى المستوى <level>"
"TID_PLACED_AFTER_SHUFFLE_POPUP_TITLE","تم وضعك في دوري!"
"TID_PROMOTE_POPUP_TITLE","تم رفع رتبتك!"
"TID_DEMOTE_POPUP_TITLE","كلا! تم تخفيض رتبتك!"
"TID_LEAGUE_CHANGE_TEXT","مستوى الدوري: <league>"
"TID_LEAGUE_DROP_OUT_OF_LEAGUE","لم تعد في دوري."
"TID_LEAGUE_BRONZE1","الدوري البرونزي I"
"TID_LEAGUE_BRONZE2","الدوري البرونزي II"
"TID_LEAGUE_BRONZE3","الدوري البرونزي III"
"TID_LEAGUE_CRYSTAL1","الدوري الكريستالي I"
"TID_LEAGUE_CRYSTAL2","الدوري الكريستالي II"
"TID_LEAGUE_CRYSTAL3","الدوري الكريستالي III"
"TID_LEAGUE_GOLD1","الدوري الذهبي I"
"TID_LEAGUE_GOLD2","الدوري الذهبي II"
"TID_LEAGUE_GOLD3","الدوري الذهبي III"
"TID_LEAGUE_MASTER1","دوري الأساتذة I"
"TID_LEAGUE_MASTER2","دوري الأساتذة II"
"TID_LEAGUE_MASTER3","دوري الأساتذة III"
"TID_LEAGUE_SILVER1","الدوري الفضي I"
"TID_LEAGUE_SILVER2","الدوري الفضي II"
"TID_LEAGUE_SILVER3","الدوري الفضي III"
"TID_LEAGUE_CHAMPION","دوري الأبطال"
"TID_LEAGUE_UNRANKED","غير مصنف"
"TID_LEAGUE_TITLE1","لست في دوري!"
"TID_LEAGUE_TITLE2","يستمر موسم كل دوري لمدة شهر. في بداية الموسم، هاجم قرية أي لاعب لرؤية الدوري الجديد ومكافأة الغنيمة."
"TID_NEXT_LEAGUE","الدوري التالي:"
"TID_LEAGUE_PASSED","تم الاجتياز"
"TID_LEAGUE_SHUFLES","ينتهي الموسم خلال: <league_shufle_time>"
"TID_MATCH_VICTORY_BONUS","الحد الأقصى لمكافأة الغنيمة:"
"TID_LEAGUE_I","I"
"TID_LEAGUE_II","II"
"TID_LEAGUE_III","III"
"TID_LEAGUE_IV","IV"
"TID_LEAGUE_V","V"
"TID_LEAGUE_BRONZE","برونزي"
"TID_LEAGUE_SILVER","فضي"
"TID_LEAGUE_GOLD","ذهبي"
"TID_LEAGUE_CRYSTAL","كريستالي"
"TID_LEAGUE_MASTER","الأساتذة"
"TID_LEAGUE_BRONZE1_SHORT","البرونزي I"
"TID_LEAGUE_BRONZE2_SHORT","البرونزي II"
"TID_LEAGUE_BRONZE3_SHORT","البرونزي III"
"TID_LEAGUE_CRYSTAL1_SHORT","الكريستالي I"
"TID_LEAGUE_CRYSTAL2_SHORT","الكريستال II"
"TID_LEAGUE_CRYSTAL3_SHORT","الكريستال III"
"TID_LEAGUE_GOLD1_SHORT","الذهبي I"
"TID_LEAGUE_GOLD2_SHORT","الذهبي II"
"TID_LEAGUE_GOLD3_SHORT","الذهبي III"
"TID_LEAGUE_MASTER1_SHORT","الأساتذة I"
"TID_LEAGUE_MASTER2_SHORT","الأساتذة II"
"TID_LEAGUE_MASTER3_SHORT","الأساتذة III"
"TID_LEAGUE_SILVER1_SHORT","الفضي I"
"TID_LEAGUE_SILVER2_SHORT","الفضي II"
"TID_LEAGUE_SILVER3_SHORT","الفضي III"
"TID_LEAGUE_CHAMPION_SHORT","الأبطال"
"TID_LEAGUE_INFO_REMEMBER","ارتقِ في مراتب الدوري للحصول على غنيمة أكبر!"
"TID_LEAGUE_INFO_LOOT_BONUS","في دوري الجبابرة I، مكافأة الغنيمة القصوى هي:"
"TID_LEAGUE_INFO_LOOT_BONUS_PROMO","في الدوري الجديد، فإن الفوز بمباراة سيمنحك مكافأة حد أقصى للغنيمة من:"
"TID_LEAGUES_LEAGUE_ORDER","مستويات الدوري"
"TID_LEAGUES_DIVISIONS","الأقسام"
"TID_LEAGUES_I","I"
"TID_LEAGUES_II","II"
"TID_LEAGUES_III","III"
"TID_LEAGUES_IV","IV"
"TID_LEAGUES_V","V"
"TID_LEAGUES_GET_MORE_TROPHIES","اجمع <number> من الكؤوس للانضمام إلى دوري"
"TID_LEAGUES_UNRANKED_AFTER_SHUFFLE","انتهى موسم الدوري. قم بمهاجمة أي قرية للانضمام إلى دوري جديد!"
"TID_LEAGUE_DIVISIONS","الأقسام"
"TID_BONUS","<percentage> مكافأة:"
"TID_HINT LOOT_BONUS","أتريد غنيمة أكبر؟ انضم إلى دوري واحصل على غنيمة مكافأةً على كل هجوم ناجح!"
"TID_HINT LEAGUE_PLACEMENT","إن كانت لديك كؤوس كافية، فإن مهاجمة أي قرية ستضعك تلقائيًا في بطولة دوري."
"TID_HINT LEAGUE_PROMOTION","اربح المزيد من الكؤوس للتقدم إلى مستوى دوري أعلى. تمنحك بطولات الدوري الأعلى مستوى مكافآت وغنيمة أكبر!"
"TID_HINT LEAGUE_DEMOTION","إن فقدت الكثير من الكؤوس، يمكن تخفيض رتبتك إلى بطولة دوري أقل. قاتل من أجل هذه الكؤوس!"
"TID_HINT LEAGUE_SHUFFLING","يستمر موسم كل دوري لشهر."
"TID_HINT TOURNAMENT","تتم إعادة تعيين بطولة القبيلة وحساب تبرع القوات كل شهر."
"TID_LEAGUE_INFO_LOOT_BONUS3","الاشتراك في الدوري سيمنحك غنيمة مكافأة على كل انتصار!"
"TID_LEAGUE_INFO_PLACEMENT_HEADLINE","قم بمهاجمة قرية أي لاعب للاشتراك في دوري"
"TID_LEAGUE_INFO_PLACEMENT","عدد كؤوسك بعد المباراة سيحدد مستوى الدوري"
"TID_HINT_LEAGUE_SHUFFLING2","يستمر موسم كل دوري لشهر."
"TID_BATTLE_LOG_OFFENSE","سجل الهجوم"
"TID_BATTLE_LOG_DEFENSE","سجل الدفاع"
"TID_XP_TITLE_PUZZLEANDDRAGONS","ذات صدى كبير في اليابان!"
"TID_XP_TEXT_PUZZLEANDDRAGONS","وصلت اللعبة الشعبية الأولى في اليابان إلى المملكة المتحدة. قم بتنزيلها مجانًا من App Store!"
"TID_XP_BUTTON_PUZZLEANDDRAGONS","مجانًا"
"TID_ALLIANCE_MAIL_NOTIFICATION","لديك رسالة جديدة من القبيلة!"
"TID_REQUESTED_FROM_CLAN","القوات المتلقاة:"
"TID_XP_TITLE_UNLOCK_PUZZLEANDDRAGONS","أحسنت أيها الزعيم!"
"TID_XP_TEXT_UNLOCK_PUZZLEANDDRAGONS","يمكنك الآن إلغاء قفل Clash of Clans Dungeon في الألغاز والتنانين! اضغط الزر في الأسفل لفتح اللعبة وإلغاء القفل."
"TID_XP_BUTTON_UNLOCK_PUZZLEANDDRAGONS","إلغاء القفل"
"TID_NEWS_UPDATE_INFO_TITLE","أسطورة جرو الحمم الأخير"
"TID_NEWS_UPDATE_INFO_TEXT","القصة الملحمية لجرو الحمم الذي لا يتوقف. مستوحى من قصة Clash حقيقية من CamaroBro."
"TID_BUILDING_DARK_TOWER","برج النار"
"TID_DARK_TOWER_INFO","سلّط لهب برج النار التي تتخذ من إكسير الظلام وقودًا لها على أهداف فردية لتلحق بهًا ضررًا لا يُصدَق، أو على أهداف متعددة لتشويها على الفور. تفقد تأثيرات الشفاء فاعليتها أمام الحرارة الهائلة!"
"TID_ATTACK_WON","لقد ربحت"
"TID_ATTACK_LOST","لقد خسرت"
"TID_ALLIANCE_DEFAULT_TROOP_REQUEST_MESSAGE","أحتاج إلى تعزيزات"
"TID_PURCHASE_LIMIT_TITLE","تأكيد الشراء"
"TID_PURCHASE_LIMIT_TEXT","لتجنب عمليات الشراء غير المقصودة، سيكون بمقدورك الشراء مرة أخرى خلال:"
"TID_PURCHASE_LIMIT_CONFIRM","اكتب من فضلك \q<CONFIRM>\q واضغط زر الموافقة لشراء <ITEM> مقابل <PRICE>."
"TID_ERROR_POP_UP_PERSONAL_BREAK_TITLE","الاستراحة الشخصية"
"TID_ERROR_POP_UP_PERSONAL_BREAK","يحتاج القرويون إلى فترة استراحة قصيرة بسبب البقاء طويلاً دون درع"
"TID_ERROR_POP_UP_PERSONAL_BREAK_BUTTON","إعادة التحميل"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION","برج النار محمل الآن!"
"TID_DARKTOWER_AMMO_ALREADY_FULL","برج النار محمل بالكامل!"
"TID_ARTILLERY_AMMO_FILL_CONFIRMATION","مدفعية النسر محملة الآن!"
"TID_ARTILLERY_AMMO_ALREADY_FULL","مدفعية النسر محملة بالكامل!"
"TID_PERSONAL_BREAK_ATTACK_DISABLED","يجب أن تنتظر لما بعد الاستراحة الشخصية لبدء الهجوم."
"TID_PERSONAL_BREAK_STARTED","أنت بلا درع منذ فترة طويلة وسيتم طردك قريبًا لبضع دقائق."
"TID_ALLIANCE_JOIN_CLAN","انضم إلى قبيلة أو أنشئ واحدة لتصبح أكثر قوة.\n\nيساعد الزملاء في القبيلة بعضهم ويمكنهم إرسال قوات التعزيز والتعويذات."
"TID_BUTTON_APPBANK","دليل AppBank"
"TID_INVALID_DESCRIPTION","وصف غير صالح! الرجاء استخدام وصف آخر."
"TID_TITLE_REQUEST_TROOPS","طلب التعزيزات"
"TID_TITLE_CLAN_MAIL_SEND","إرسال البريد"
"TID_SPEED_UP_TROOP_REQUEST_HEADER","اطلب الآن!"
"TID_SPEED_UP_TROOP_REQUEST_TEXT","هل ترغب في تجاوز الانتظار وطلب التعزيزات الآن؟"
"TID_TROOP_REQUEST_SPEED_UP_SUCCESS","قلعة القبيلة جاهزة لطلب التعزيزات!"
"TID_BUTTON_SPEED_UP_REQUEST_TROOPS","اطلب الآن!"
"TID_FREEZE_SPELL","تعويذة التجميد"
"TID_FREEZE_SPELL_INFO","عندما تشتعل المعركة، حافظ على برود أعصابك!\n\nتعويذة التجميد ترسل ضربة مجمدة تشل قوات العدو مؤقتًا وتعطل المباني الدفاعية داخل مداها."
"TID_POPUP_REVENGE_CLEAR_TITLE","الانتقام"
"TID_POPUP_REVENGE_CLEAR","يمكنك اختيار الانتقام مرة واحدة فقط لكل إدخال في سجل الدفاع. هل أنت واثق من أنك مستعد؟"
"TID_SPELL_TIME","مدة التعويذة:<number> ثوانٍ"
"TID_TROOP_REQUEST_SPEED_UP_FAILED_FULL","قلعة القبيلة ممتلئة بالفعل!"
"TID_HINT_SPELL_JUMP_DURATION","قم بترقية تعويذة القفز لمنح وحداتك المزيد من الوقت للقفز فوق الجدران."
"TID_HINT_SPELL_FREEZE","تعويذة التجميد تمنع المباني والقوات من الدفاع داخل مداها."
"TID_HINT_SPELL_FREEZE_DURATION","قم بترقية تعويذة التجميد لتعطيل الدفاعات والقوات لمدة أطول."
"TID_HINT_INFERNO_TOWER_TARGETS_1","يمكن لبرج النار أن يسبب ضررًا مدمرًا للوحدات التي يستمر في التركيز عليها."
"TID_HINT_INFERNO_TOWER_TARGETS_2","تتم إعادة تعيين معدل ضرر برج النار للحد الأدنى في كل مرة يستبدل فيها الأهداف."
"TID_HINT_INFERNO_TOWER_AMMO","برج النار يحرق إكسير الظلام لتزويد نيرانه بالطاقة. احرص على أن تجعله محملاً بالكامل!"
"TID_HINT_ACCOUNT_SECURITY_1","لا تمنح كلمة سر Game Center الخاصة بك إلى أي أحد."
"TID_HINT_ACCOUNT_SECURITY_1_ANDROID","لا تمنح بيانات Google الخاصة بك إلى أي أحد."
"TID_HINT_ACCOUNT_SECURITY_2","لن يطلب موظفو Supercell معرفة كلمة سر Game Center الخاصة بك."
"TID_HINT_ACCOUNT_SECURITY_2_ANDROID","لن يطلب موظفو Supercell معرفة كلمة سر حساب Google الخاصة بك."
"TID_JUMP_SPELL_INFO","هل تعطلك الجدران؟ حاول اتخاذ طريق مختصر!\n\nقم بإلقاء هذه التعويذة بالقرب من جدران العدو لإنشاء طريق مباشر فوقها. ستقفز قواتك فوق قطع الجدار المتأثرة كما لو كانت غير موجودة!"
"TID_MUTE_PLAYER_BUTTON","كتم الصوت"
"TID_PLAYER_MUTED","تم كتم صوت اللاعب!"
"TID_STREAM_REPLAY_TEXT_ATTACK","هجوم ضد:"
"TID_STREAM_REPLAY_TEXT_DEFENSE","دفاع ضد:"
"TID_SHARE","مشاركة إعادة العرض"
"TID_REPLAY_SHARED_SUCCESS","تمت مشاركة إعادة العرض!"
"TID_REPLAY_SHARED_FAIL","لقد شاركت بإعادة عرض بالفعل. شارك ثانيةً خلال <time>."
"TID_ELDER_KICK_FAIL_COOLDOWN","لقد طردت عضو قبيلة مؤخرًا. حاول ثانيةً خلال <time>."
"TID_STREAM_REPLAY_BUTTON","إعادة العرض"
"TID_HUD_ATTACKER","مهاجم"
"TID_HUD_DEFENDER","مدافع"
"TID_REPLAY_FAILED","حدث خطأ ما في عرض إعادة العرض."
"TID_FAQ_EXTERNAL_BUTTON","فاميتزو"
"TID_CHARACTER_INFO_WARLOCK","لا تحارب الساحرة وحدها أبدًا، تحيي المحاربين الموتى باستمرار من معارك الماضي لقيادة هجماتها. الساحرات المترقيات تحيي المزيد من الهياكل العظمية في كل مرة."
"TID_WARLOCK","ساحرة"
"TID_HINT_WARLOCK_INFO_1","قد تكون قذيفة الساحرة ضعيفة، لكن هياكلها المستدعاة يمكنها صرف انتباه الدفاعات بلا هوادة"
"TID_HINT_WARLOCK_INFO_2","تصبح الساحرة ضعيفة للغاية بعد تدمير كل هياكلها"
"TID_POPUP_ANDROID_EXIT_TITLE","تأكيد الخروج"
"TID_POPUP_ANDROID_EXIT","هل تريد الخروج من اللعبة؟"
"TID_MULTIDEVICE_INFO_ANDROID","استخدم تسجيل الدخول إلى Google Play لحماية تقدمك وللعب على أجهزة Android متعددة."
"TID_MULTIDEVICE_INFO_KUNLUN","للعب على العديد من الأجهزة التي تعمل بنظام التشغيل Android، قم بتنزيل Clash of Clans من متجر تطبيقات Android نفسه وسجّل الدخول باستخدام الحساب نفسه."
"TID_LINK_NEW_DEVICE_TITLE","ربط جهاز"
