"TID","TH"
"TID_FAQ_TITLE_MATCHMAKING","การ \qหาคู่ต่อสู้\q ทำงานอย่างไร"
"TID_FAQ_TEXT_MATCHMAKING","การจับคู่ระหว่างผู้เล่นจะขึ้นอยู่กับจำนวนถ้วยรางวัลที่ท่านมีเท่านั้น โดยไม่เกี่ยวกับเลเวลประสบการณ์หรือลีก นี่หมายความว่าท่านจะสามารถโจมตีหรือถูกโจมตีโดยผู้เล่นที่อยู่ในขอบเขตถ้วยรางวัลเดียวกับท่าน ซึ่งเราจัดให้ขอบเขตนี้กว้างพอจะแน่ใจได้ว่าท่านจะสามารถหาห"
"TID_FAQ_TITLE_SPELLS","อาคมคืออะไรและฉันจะใช้มันได้อย่างไร"
"TID_FAQ_TEXT_SPELLS","ในการจะใช้อาคม ท่านต้องอัปเกรดศาลากลางของท่านเป็นเลเวล 5 ก่อน ซึ่งจะปลดล็อคสิ่งก่อสร้างที่เรียกว่าโรงงานอาคม โรงงานอาคมจะทำงานคล้ายๆ กับโรงทหาร ท่านสามารถสร้างยาอาคมที่ต้องใช้สำหรับการร่ายอาคมได้ในโรงงานนี้ แต่จะสามารถเก็บอาคมไว้ได้จำกัดจำนวน การอัปเกรดโร"
"TID_FAQ_TITLE_UPGRADES","ฉันจะอัปเกรดสิ่งก่อสร้างของฉันได้อย่างไร"
"TID_FAQ_TEXT_UPGRADES","ท่านสามารถอัปเกรดสิ่งก่อสร้างของท่านได้โดยการแตะบนสิ่งก่อสร้างแล้วเลือกตัวเลือก \qอัปเกรด\q การอัปเกรดศาลากลางจะปลดล็อคสิ่งก่อสร้างใหม่ๆและอนุญาตให้ท่านอัปเกรดสิ่งก่อสร้างที่มีอยู่ได้ยิ่งขึ้นอีก!\n\nสิ่งก่อสร้างจะใช้งานไม่ได้ในขณะที่กำลังอัปเกรดอยู่ นั่นห"
"TID_FAQ_TITLE_CHATBAN","ฉันถูกแบนจากแชตรวม ฉันทำอะไรได้บ้าง"
"TID_FAQ_TEXT_CHATBAN","โปรดรอให้การแบนหมดเวลา อย่าติดต่อฝ่ายสนับสนุนด้วยเรื่องนี้ เพราะฝ่ายสนับสนุนก็ทำอะไรกับการแบนไม่ได้"
"TID_FAQ_TITLE_HEROES","หน่วยผู้กล้าคืออะไรและฉันจะใช้ได้อย่างไร"
"TID_FAQ_TEXT_HEROES","เมื่ออัปเกรดศาลากลางไปยังเลเวลที่สูงพอแล้ว ท่านจะสามารถเกณฑ์ผู้กล้าได้จากเมนูร้านค้า ผู้กล้าสามารถโจมตีหมู่บ้านของศัตรูหรือปกป้องหมู่บ้านของท่านเมื่อถูกโจมตีได้\nผู้กล้าเป็นอมตะแต่สามารถบาดเจ็บได้และต้องรักษา ท่านสามารถรักษาผู้กล้าของท่านได้โดยปล่อยให้เขา"
"TID_HINT_WELCOME","กาลครั้งหนึ่งในที่โล่งกลางป่าต้องมนต์..."
"TID_HINT_UPGRADE_CANNONS","อัปเกรดปืนใหญ่เพื่อพัฒนาการป้องกันของท่านต่อผู้บุกรุก"
"TID_HINT_SHIELD","จะพักการเล่น Clash of Clans ใช่ไหม? ซื้อโล่ป้องกันเพื่อปกป้องถ้วยรางวัลของท่านสิ!"
"TID_HINT_UPGRADE_TROOPS","พัฒนากองทัพของท่านสิ! สร้างห้องทดลองเพื่ออัปเกรดกองกำลังของท่าน"
"TID_HINT_UPGRADE_MINES","ทองคำหมดแล้วใช่ไหม ลองอัปเกรดเหมืองทองคำของท่านดู"
"TID_HINT_BUY_TROOP_HOUSING","อัปเกรดค่ายกองทัพของท่านเพื่อสร้างกองทัพขนาดยักษ์!"
"TID_HINT_UPGRADE_WALLS","อัปเกรดกำแพงของท่านเพื่อถ่วงเวลาศัตรู"
"TID_HINT_CANNON_UPGRADE_NOT_FUNCTIONING","สิ่งก่อสร้างเพื่อการป้องกันอย่างปืนใหญ่จะไม่สามารถยิงได้ในระหว่างที่กำลังอัปเกรดอยู่"
"TID_HINT_RESOURCE_UPGRADE_NOT_FUNCTIONING","เหมืองทองคำและเครื่องสูบน้ำอมฤตจะไม่สร้างทรัพยากรในระหว่างที่กำลังอัปเกรดอยู่"
"TID_HINT_RESOURCE_LOSSES","แม้หมู่บ้านของท่านจะถูกทำลายหมด ท่านก็ยังจะสามารถเก็บทองคำและน้ำอมฤตบางส่วนไว้ได้เสมอ"
"TID_HINT_DEFENSE","การสร้างการป้องกันที่ดีสำคัญพอๆ กับการโจมตีอย่างรุนแรง"
"TID_HINT_BARBARIAN_TARGET","คนเถื่อนมักโจมตีสิ่งที่อยู่ที่ใกล้ที่สุด โดยไม่สนว่าจะเป็นสิ่งก่อสร้างประเภทใด"
"TID_HINT_ARCHER_TARGET","พลธนูจะโจมตีทุกอย่างในระยะของตน"
"TID_HINT_GOBLIN_TARGET","ก็อบลินละโมบอยากได้ทองคำและน้ำอมฤต เป้าหมายโปรดของพวกมันคือสิ่งก่อสร้างเก็บทรัพยากร"
"TID_HINT_GOBLIN_DAMAGE","ก็อบลินสร้างความเสียหายสองเท่าแก่สิ่งก่อสร้างเก็บทรัพยากร"
"TID_HINT_GIANT_TARGET","ยักษ์ชอบโจมตีสิ่งก่อสร้างป้องกันอย่างปืนใหญ่"
"TID_HINT_GIANT_DEPLOY","ยักษ์สามารถรับความเสียหายได้มาก ส่งพวกเขาไปก่อนเพื่อดึงความสนใจของฝ่ายป้องกัน"
"TID_HINT_WALLBREAKER_TARGET","นักระเบิดกำแพงจะระเบิดช่องในกำแพง เพื่อเปิดทางให้เข้าไปโจมตีสิ่งก่อสร้างของศัตรูได้"
"TID_HINT_WALLBREAKER_DAMAGE","นักระเบิดกำแพงจะสร้างความเสียหายอย่างมากแก่กำแพงศัตรู แต่จะระเบิดตัวเองไปด้วย"
"TID_HINT_BALLOON_TARGET","บอลลูนจะโจมตีเครื่องป้องกันของศัตรูเช่นปืนใหญ่เป็นหลัก"
"TID_HINT_BALLOON_AIR","บอลลูนเป็นหน่วยบิน ซึ่งหมายความว่าปืนใหญ่และปืนครกจะไม่สามารถโจมตีมันได้"
"TID_HINT_WIZARD_INFO","พ่อมดสามารถสร้างความเสียหายสูงๆ ได้ แต่รับความเสียหายได้ไม่มาก"
"TID_HINT_HEALER_INFO","ผู้เยียวยาสามารถเยียวยาหน่วยบนดินของท่านได้ แต่จะไม่โจมตีศัตรู"
"TID_HINT_HEALER_AIR","ผู้เยียวยาเป็นหน่วยบิน การป้องกันทางอากาศและหอคอยพลธนูสามารถยิงเธอร่วงได้อย่างรวดเร็ว"
"TID_HINT_DRAGON_AIR","มังกรเป็นหน่วยบินที่แข็งแกร่ง สามารถโจมตีได้ทั้งเป้าหมายบนดินและในอากาศ"
"TID_HINT_PEKKA_INFO","P.E.K.K.A เป็นอัศวินหรือ? หรือว่าเป็นซามูไร? หรือเป็นหุ่นยนต์? ไม่มีใครรู้!"
"TID_HINT_PEKKA_TRAP","เกราะ P.E.K.K.A. หนักมากเสียจนกับดักสปริงใช้กับหล่อนไม่ได้"
"TID_HINT_CANNON_TARGET","ปืนใหญ่สามารถยิงได้เฉพาะหน่วยบนดิน"
"TID_HINT_MORTAR_TARGET","ปืนครกสามารถยิงได้เฉพาะหน่วยบนดิน"
"TID_HINT_MORTAR_DAMAGE","ปืนครกสร้างความเสียหายแบบกระจายแก่หน่วยบนดินทั้งหมดใกล้บริเวณที่ยิงโดน"
"TID_HINT_ARCHER_TOWER_TARGET","หอคอยพลธนูสามารถเล็งเป้าได้ทั้งหน่วยในอากาศและบนดิน"
"TID_HINT_AIR_DEFENSE_TARGET","จรวดของการป้องกันทางอากาศใช้ได้เฉพาะกับหน่วยในอากาศ"
"TID_HINT_WIZARD_TOWER_DAMAGE","หอคอยพ่อมดสร้างความเสียหายแก่ทุกหน่วยในบริเวณเป้าหมาย"
"TID_HINT_WIZARD_TOWER_TARGET","หอคอยพ่อมดสามารถจัดการเป้าหมายได้ทั้งหน่วยบนดินและในอากาศ"
"TID_HINT_TESLA_HIDDEN","หอคอยเทสลาซุ่มซ่อนนั้นจะซ่อนจากผู้โจมตีจนกว่าพวกเขาจะเข้ามาใกล้พอ"
"TID_HINT_TESLA_TARGET","เทสลาซุ่มซ่อนสามารถโจมตีได้ทั้งหน่วยในอากาศและบนดิน"
"TID_HINT_TRAPS_TARGET","กับดักจะซ่อนจากผู้โจมตีจนกว่าพวกเขาจะเข้ามาใกล้พอ"
"TID_HINT_OBSTACLES","การกำจัดสิ่งกีดขวางอย่างหินหรือต้นไม้จะให้รางวัลเป็นอัญมณีในบางครั้ง"
"TID_HINT_BATTLE_LOG","บันทึกการรบจะแสดงข้อมูลเกี่ยวกับการโจมตีหมู่บ้านของท่าน"
"TID_HINT_REPLAY","ท่านสามารถชมการแสดงการรบซ้ำย้อนหลังได้จากบันทึกการรบ"
"TID_HINT_ENEMY_TOWN_HALL","การทำลายศาลากลางของศัตรูจะให้ดาวแก่ท่านหนึ่งดาวเสมอ"
"TID_HINT_CLAN_CASTLE","กองกำลังในปราสาทแคลนจะปกป้องหมู่บ้านของท่าน"
"TID_HINT_CAMP","กองกำลังในค่ายมีไว้เพื่อโจมตีเท่านั้น พวกเขาจะไม่ปกป้องหมู่บ้านของท่าน"
"TID_HINT_SHIELD2","โล่ป้องกันที่ทำงานอยู่จะปกป้องท่านจากการโจมตี แต่การโจมตีผู้อื่นจะลดเวลาของมันให้สั้นลง"
"TID_HINT_SHIELD_GAIN","ท่านจะได้รับโล่ป้องกันฟรีหากผู้มาโจมตีทำลายหมู่บ้านของท่านลง"
"TID_HINT_SHIELD_GAIN_TIME","ท่านจะได้รับโล่ป้องกันเป็นเวลานานยิ่งขึ้นถ้าหมู่บ้านของท่านเสียหายมาก"
"TID_HINT_SHIELD_LOSE","หากท่านโจมตีผู้เล่นคนอื่นในระหว่างที่เปิดโล่ป้องกันอยู่ ท่านจะเสียเวลาสองสามชั่วโมงไปจากโล่ป้องกัน"
"TID_HINT_SHIELD_SINGLE_PLAYER","ท่านสามารถโจมตีฝูงก็อบลิน (เล่นภารกิจผู้เล่นคนเดียว) โดยไม่เสียโล่ป้องกันที่เปิดใช้อยู่"
"TID_HINT_SINGLE_PLAYER_REWARDS","ต้องการทองคำมาอัปเกรดอะไรเพิ่มสักหน่อยงั้นรึ? ไปขโมยมาจากพวกก็อบลินในภารกิจผู้เล่นคนเดียวสิ!"
"TID_HINT_TROPHY_COUNT","ถ้วยรางวัลที่ท่านได้จะหักมาจากถ้วยรางวัลของคู่ต่อสู้!"
"TID_HINT_ACHIEVEMENT_GEMS","ทำตามเงื่อนไขความสำเร็จให้เสร็จสิ้นเพื่อรับอัญมณีสีเขียวฟรี!"
"TID_HINT_UNLOCKS","อัปเกรดศาลากลางของท่านเพื่อปลดล็อคสิ่งก่อสร้างใหม่ๆ และเลเวลอัปเกรดใหม่ๆ สำหรับสิ่งก่อสร้างที่ท่านมีอยู่"
"TID_HINT_REBUILD_CLANCASTLE","สร้างปราสาทแคลนขึ้นมาใหม่จากซากปรักหักพังเพื่อรวมพลังกับผู้เล่นคนอื่นๆ!"
"TID_HINT_CLAN_REINFORCEMENTS","ใช้ปราสาทแคลนเพื่อขอกำลังเสริมจากเพื่อนร่วมแคลน!"
"TID_HINT_CLAN_TROOP_DEPLOY","กองกำลังเสริมจากปราสาทแคลนสามารถปกป้องแคลนของท่านจากการโจมตีของศัตรูได้ หรือจะใช้ในยามโจมตีก็ได้"
"TID_HINT_SPELL_LIGTHNING","อาคมสายฟ้าจะสร้างความเสียหายต่อหน่วยและสิ่งก่อสร้างต่างๆ ในบริเวณเล็กๆ"
"TID_HINT_SPELL_HEALING","อาคมเยียวยาจะสร้างวงแหวนแห่งการเยียวยาที่จะรักษาหน่วยของท่านที่อยู่ในวง"
"TID_HINT_SPELL_RAGE","อาคมคุ้มคลั่งจะสร้างวงแหวนแห่งความคุ้มคลั่งที่จะทำให้หน่วยของท่านที่อยู่ในวงแข็งแกร่งและว่องไวขึ้น"
"TID_HINT_SPELL_JUMP","อาคมกระโดดจะสร้างทางชั่วคราวข้ามกำแพงศัตรูให้กองกำลังของท่านไปตามทางนั้น"
"TID_HINT_SPELL_JUMP_2","ลองใช้อาคมกระโดดเพื่อเปลี่ยนเส้นทางให้กองกำลังระยะประชิดที่กำลังง่วนกับการพังกำแพง!"
"TID_HINT_FORUMS","เข้าร่วมเว็บบอร์ดของ Clash of Clans สิ! ดูได้ใน การตั้งค่า - เพิ่มเติม"
"TID_HINT_LABORATORY","ท่านสามารถอัปเกรดกองกำลังของท่านได้ในห้องทดลองเพื่อให้พวกเขาเก่งขึ้นและแข็งแกร่งขึ้น!"
"TID_HINT_DPS","สถิติความเสียหายในข้อมูลหน่วยและป้อมปืนจะวัดเป็นความเสียหายต่อวินาที"
"TID_HINT_LABORATORY_UPGRADES","ท่านไม่สามารถยกเลิกการอัปเกรดในห้องทดลองได้เมื่อเริ่มไปแล้ว วางแผนก่อนดีๆ นะ!"
"TID_HINT_USABLE_WHILE_UPGRADING","ค่าย ปราสาทแคลน และคลังต่างๆ จะยังคงใช้งานได้อยู่ในขณะที่กำลังอัปเกรด"
"TID_HINT_END_BATTLE","ท่านสามารถจบการต่อสู้และมีชัยชนะได้หากได้รับดาวอย่างน้อยหนึ่งดวงในการรบนั้น"
"TID_HINT_CHAT_REPORT","หากท่านพบข้อความไม่เหมาะสมในแชต แตะข้อความนั้นแล้วเลือก \qรายงาน\q เพื่อรายงานเกี่ยวกับผู้เล่นผู้นั้น"
"TID_HINT_CHAT_REPORT_LIMIT","ใช้การรายงานแชตเฉพาะเวลาจำเป็นเท่านั้น อย่าใช้เพลิน!"
"TID_HINT_REVENGE_OF_REVENGE","ไม่สามารถโจมตีแก้แค้นผู้เล่นที่ท่านไปโจมตีเขาไว้ก่อนได้"
"TID_HINT_BATTLE_ENDS","การรบจะจบลงเมื่อท่านได้ใช้กองกำลัง กำลังเสริมแคลน และอาคมทำลายล้างไปหมดแล้ว"
"TID_HINT_XBOW_LVL_8","การอัปเกรดศาลากลางจะทำให้ท่านสามารถเข้าถึงอาวุธป้องกันใหม่ที่เรียกว่าคันศรเอ็กซ์ได้"
"TID_HINT_XBOW_TARGETS_1","ท่านสามารถตั้งคันศรเอ็กซ์เพื่อให้โจมตีทั้งเป้าหมายในอากาศและบนดินได้ในระยะใกล้ๆ"
"TID_HINT_XBOW_TARGETS_2","ท่านสามารถตั้งคันศรเอ็กซ์เพื่อให้โจมตีเฉพาะเป้าหมายบนดินได้ในระยะไกลๆ"
"TID_HINT_XBOW_AMMO","คันศรเอ็กซ์ใช้น้ำอมฤตเป็นกระสุน อย่าลืมเติมหลังจากศัตรูโจมตี!"
"TID_HINT_BOOST_RESOURCES","ท่านสามารถเพิ่มอัตราการผลิตของเหมืองทองคำและเครื่องสูบน้ำอมฤตได้ด้วยอัญมณีหลังอัปเกรดเป็นเลเวล 5 แล้ว"
"TID_HINT_BOOST_SPELLS","ท่านสามารถเพิ่มอัตราการผลิตของโรงงานอาคมได้ด้วยอัญมณี"
"TID_HINT_BOOST_TRAINING","ท่านสามารถเพิ่มความเร็วการฝึกของโรงทหารได้ด้วยอัญมณี"
"TID_HINT_USE_SPELLS","อาคมสามารถก่อให้เกิดผลอย่างใหญ่หลวงต่อผลลัพธ์ของการรบได้ อย่าลืมใช้นะ!"
"TID_HINT_DARK_ELIXIR_USAGE","ท่านสามารถใช้น้ำอมฤตมืดเพื่ออัญเชิญผู้กล้าที่อาจหาญที่สุดในอาณาจักร!"
"TID_HINT_DARK_ELIXIR_BUILDINGS","น้ำอมฤตมืดสามารถเก็บและผลิตได้ตั้งแต่เมื่อศาลากลางอยู่เลเวล 7 เป็นต้นไป ซึ่งนั่นร่วมถึงกองกำลังน้ำอมฤตมืดด้วย"
"TID_HINT_DARK_ELIXIR_LOOT","ท่านสามารถเก็บน้ำอมฤตมืดได้ทันทีหลังจากที่ได้สร้างคลังไว้เก็บเรียบร้อยแล้ว"
"TID_HINT HEROES_USE","ผู้กล้าของท่านสามารถโจมตีหมู่บ้านศัตรู หรือจะปกป้องหมู่บ้านของท่านจากการโจมตีของศัตรูก็ได้"
"TID_HINT HEROES_DIE","ผู้กล้าเป็นอมตะ แต่สามารถบาดเจ็บได้และต้องรักษาก่อนจะสู้ได้อีกครั้ง"
"TID_HINT HEROES_REGENERATE","รักษาผู้กล้าของท่านโดยปล่อยให้เขาหลับหรือโดยใช้ปุ่มเยียวยา"
"TID_HINT HERO_BARBARIAN_KING","ราชันคนเถื่อนคือคนเถื่อนผู้แข็งแกร่งที่สุด เนื่องจากได้กินน้ำอมฤตมืด เขาก็เลยตัวโตกว่าพวกยักษ์เสียอีก"
"TID_HINT HERO_ARCHER_QUEEN","ราชินีธนูเป็นนักรบสายตาเหยี่ยวที่มีอาวุธเป็นคันศรเอ็กซ์ขนาดเล็กที่ปรับแต่งแล้ว"
"TID_BUTTON_FBPAGE","อัปเดตล่าสุด"
"TID_BUILDING_SPELL_FORGE","โรงงานอาคม"
"TID_SPELL_FORGE_INFO","โรงงานอาคมเป็นที่อยู่ของพ่อมดอาวุโสที่เหมาะแก่การสร้างอาวุธเวทมนตร์มากกว่าไปรบแนวหน้า ใช้อาคมโจมตีทรงพลังของพวกเขาเพื่อพลิกสถานการณ์ในการรบให้มาเข้าข้างท่าน!"
"TID_OTHER_SPELL_LEFT","เลือกอาคมอื่น"
"TID_ALL_SPELLS_USED","ไม่เหลืออาคมแล้ว"
"TID_TRAIN_SPELL_STORAGE_FULL","คลังอาคมเต็ม!"
"TID_TRAIN_SPELL_STORAGE_FULL_INFO","อัปเกรดโรงงานอาคมเพื่อเพิ่มพื้นที่คลัง"
"TID_SPELLS_INSIDE","ความจุคลังอาคมที่ใช้ไป: <number> / <number2>"
"TID_SPELL_CAPACITY_AFTER_TRAIN","ความจุคลังอาคมหลังจากปรุงเสร็จแล้ว:"
"TID_SPELL_STORAGE_CAPACITY","ความจุคลังอาคม: <number>"
"TID_SPELL_DAMAGE","ความเสียหายทั้งหมด: <number>"
"TID_INFO_FORGING_TIME","เวลาปรุง:"
"TID_FORGE_COST","ราคา: <number> <resource>"
"TID_SPELL_SPEED_UP_SUCCESS","ปรุงอาคมเสร็จแล้ว!"
"TID_NOT_ENOUGH_SPELL_STORAGE","คลังอาคมของมีความจุเต็มแล้ว!"
"TID_LIGHTNING_STORM","อาคมสายฟ้า"
"TID_HEALING_WAVE","อาคมเยียวยา"
"TID_HASTE","อาคมคุ้มคลั่ง"
"TID_HASTE_DAMAGE","เพิ่มความเสียหาย: <number>%"
"TID_REQUIRED_SPELL_FORGE_LEVEL","ต้องใช้โรงงานอาคมเลเวล <number>"
"TID_UNLOCK_SPELL_FORGE_SPELL","ปลดล็อค <name>"
"TID_POPUP_UPGRADE_ALREADY_IN_PROGRESS","การอัปเกรดกำลังดำเนินอยู่"
"TID_TIP_SPELL_FORGE","ปรุงอาคมทรงพลังที่สามารถใช้ได้ในขณะโจมตี"
"TID_POPUP_FORGE_TITLE","ปรุงอาคม <limit>"
"TID_CANCLE_TRAINING_INFO","หมายเหตุ! การดึงกองกำลังออกจากคิวจะคืนค่าใช้จ่ายเพียง <number>% เท่านั้น"
"TID_CANCLE_SPELL_INFO","หมายเหตุ! การดึงอาคมออกจากคิวจะคืนค่าใช้จ่ายเพียง <number>% เท่านั้น"
"TID_HASTE_SPEED","ความเร็วเพิ่มขึ้น: <number>"
"TID_INFO_EFFECT_TYPE","ประเภทผล:"
"TID_TOTAL_HEAL","การเยียวยาทั้งหมด: <number>"
"TID_REPLAY_BUTTON_FAIL","ไม่สามารถรีเพลย์ได้อีกแล้ว!"
"TID_ACHIEVEMENT_CHALLENGE_BUTTON","ท้าทายเพื่อน"
"TID_NAME_INSTRUCTIONS","เลือกชื่อที่ท่านชอบ ชื่อนี้จะแสดงให้ผู้เล่นคนอื่นเห็น และจะเปลี่ยนในภายหลังไม่ได้!"
"TID_BUTTON_REPLAY","รีเพลย์"
"TID_BUTTON_WATCH","รับชม"
"TID_REPLAY_TIME","การรีเพลย์จะหมดเวลาใน:"
"TID_GC_CHALLENGE","ท้าทายเพื่อน"
"TID_GC_NOCHALLENGE","เปิดความสำเร็จ"
"TID_POPUP_HEADER_ABOUT_TO_SPEED_UP","เสร็จเดี๋ยวนี้!"
"TID_POPUP_SPEED_UP_UPGRADE","ท่านต้องการอัปเกรด <item> ให้เสร็จทันทีหรือไม่?"
"TID_POPUP_SPEED_UP_CONSTRUCTION","ท่านต้องการสร้าง <item> ให้เสร็จทันทีหรือไม่?"
"TID_POPUP_SPEED_UP_UPGRADE_SLOWDOWN","การอัปเกรด <item> ทำให้การฝึกกองทัพช้าลง ท่านต้องการอัปเกรดให้เสร็จทันทีหรือไม่?"
"TID_POPUP_SPEED_UP_CONSTRUCTION_SLOWDOWN","การก่อสร้าง <item> ทำให้การฝึกกองทัพช้าลง ท่านต้องการอัปเกรดให้เสร็จทันทีหรือไม่?"
"TID_POPUP_SPEED_UP_BOOSTER_UPGRADE","ท่านต้องการอัปเกรด <item> ให้เสร็จทันทีด้วย <booster> หรือไม่?"
"TID_POPUP_SPEED_UP_BOOSTER_CONSTRUCTION","ท่านต้องการสร้าง <item> ให้เสร็จทันทีด้วย <booster> หรือไม่?"
"TID_POPUP_SPEED_UP_BOOSTER_UPGRADE_SLOWDOWN","การอัปเกรด <item> ทำให้การฝึกกองทัพช้าลง ท่านต้องการอัปเกรดให้เสร็จทันทีด้วย <booster> หรือไม่?"
"TID_POPUP_SPEED_UP_BOOSTER_CONSTRUCTION_SLOWDOWN","การก่อสร้าง <item> ทำให้การฝึกกองทัพช้าลง ท่านต้องการอัปเกรดให้เสร็จทันทีด้วย <booster> หรือไม่?"
"TID_BUTTON_CREATE_SPELL","ปรุง"
"TID_REVENGE_NOT_AVAILABLE","ไม่สามารถแก้แค้นได้"
"TID_REPLAY_NOT_AVAILABLE","ไม่สามารถรีเพลย์ได้"
"TID_RESTART_REPLAY_BUTTON","เริ่มใหม่"
"TID_REPLAY_REPLAY","รีเพลย์"
"TID_REPLAY_SPEED","ความเร็วการรีเพลย์:"
"TID_REPLAY_PLAY_AGAIN","เล่นอีกครั้ง"
"TID_UPGRADE_FINISH_NOW","อัปเกรดให้เสร็จ:"
"TID_FINISH_SPELL","เสร็จเดี๋ยวนี้:"
"TID_TARGET_ALREADY_IN_ALLIANCE","ผู้เล่นมีแคลนอยู่แล้ว"
"TID_LIGHTNING_STORM_INFO","ช็อตไฟฟ้าใส่ศัตรูของท่านด้วยสายฟ้าฟาด!\n\nร่ายอาคมนี้ไปยังหมู่บ้านศัตรูเพื่อสร้างความเสียหายแก่สิ่งก่อสร้างและหน่วยต่างๆ ในบริเวณเล็กๆ"
"TID_HEALING_WAVE_INFO","เยียวยากองกำลังของท่านเพื่อให้พวกเขายังต่อสู้ต่อไปได้!\n\nร่ายอาคมนี้เพื่อสร้างวงแหวนแห่งการเยียวยา หน่วยของท่านจะได้รับการเยียวยาเมื่ออยู่ในวงแหวนนี้"
"TID_HASTE_INFO","ทำหน่วยของท่านให้คลั่งเพื่อให้พวกเขาใหญ่โตขึ้น เร็วขึ้น และแข็งแกร่งขึ้น!\n\nร่ายอาคมนี้เพื่อสร้างวงแหวนแห่งความคุ้มคลั่ง! หน่วยของท่านจะได้รับความเร็วและพลังการโจมตีเมื่ออยู่ในวงแหวน"
"TID_COMING_SOON","เร็วๆ นี้..."
"TID_UNIT_STORAGE_CAPACITY_ALL","ความจุกองกำลังทั้งหมด: <number>"
"TID_TOTAL_CAPACITY_AFTER_TRAIN","ความจุกองกำลังหลังการฝึก:"
"TID_BUILDING_TEXT_RESEARCH","วิจัย"
"TID_IF_LOST","ความพ่ายแพ้:"
"TID_POPUP_HEADER_ABOUT_TO_CANCEL_SPELL","แน่ใจหรือไม่?"
"TID_POPUP_ABOUT_TO_CANCEL_SPELL","การยกเลิกอาคมในคิวจะคืนค่าใช้จ่ายเพียง <number>% เท่านั้น"
"TID_ALLIANCE_REJECT_DEFAULT_MESSAGE","ขออภัย เราตัดสินใจไม่ให้ท่านเข้าร่วมแคลนของเรา"
"TID_ALLIANCE_REJECT_MESSAGE_TITLE","ปฏิเสธ: <name>"
"TID_KICK_DEFAULT_MESSAGE","ขออภัย เราตัดสินใจเตะท่านออกจากแคลน"
"TID_KICK_MESSAGE_TITLE","เตะออก: <name>?"
"TID_KICKED_FROM_ALLIANCE","ท่านถูกเตะออกจากแคลน: <msg>"
"TID_CLAN_CASTLE_TROOPS_INSIDE","กองกำลังเสริม:"
"TID_ALLIANCE_CREATE_TROPHY_COUNT","ถ้วยรางวัลน้อยที่สุดที่เข้าร่วมได้:"
"TID_ALLIANCE_SCORE_LIMIT_NONE","0"
"TID_CLAN_MINIMUM_TROPHYS","ถ้วยรางวัลที่ต้องใช้:"
"TID_STREAM_EVENT_ACCEPTED","ได้รับเข้าแคลนโดย <name>"
"TID_STREAM_EVENT_DEMOTED","ถูกลดขั้นโดย <name>"
"TID_STREAM_EVENT_PROMOTED","ได้รับการเลื่อนขั้นโดย <name>"
"TID_STREAM_EVENT_JOINED","เข้าร่วมแคลน"
"TID_STREAM_EVENT_KICKED","ถูกเตะออกจากแคลนโดย <name>"
"TID_STREAM_EVENT_LEFT","ได้ออกจากแคลนไปแล้ว"
"TID_FEEDBACK_BUTTON1","ปัญหาการซื้อ"
"TID_FEEDBACK_BUTTON2","ปัญหาการเชื่อมต่อ"
"TID_FEEDBACK_BUTTON3","ปัญหาอื่นๆ"
"TID_FEEDBACK_BUTTON4","คำติชม"
"TID_FEEDBACK_MAIL_TEXT","\n\n\n---------ห้ามลบ!---------\n<tags>\n------------------------------\n"
"TID_CLAN_JOIN_FAIL_CLOSED","แคลนปิดแล้ว!"
"TID_CLAN_JOIN_FAIL_ALREADY_SENT","รอก่อนจะส่งคำขอเข้าแคลนนี้อีกครั้ง!"
"TID_CLAN_JOIN_FAIL_NO_SCORE","ท่านมีถ้วยรางวัลไม่มากพอจะเข้าร่วมแคลนนี้!"
"TID_CLAN_JOIN_FAIL_ALREADY_IN_CLAN","ท่านมีแคลนอยู่แล้ว!"
"TID_CLAN_JOIN_FAIL_FULL","แคลนเต็มแล้ว!"
"TID_CLAN_JOIN_FAIL_GENERIC","ไม่สามารถเข้าร่วมแคลนได้!"
"TID_CLAN_JOIN_FAIL_TOO_MANY_PENDING_REQUESTS","ไม่สามารถเข้าร่วมแคลนได้ในขณะนี้ โปรดลองอีกครั้งในภายหลัง"
"TID_REPORT_PLAYER_BUTTON","รายงาน"
"TID_PLAYER_REPORTED_SUCCESSFULLY","รายงานผู้เล่นแล้ว!"
"TID_PLAYER_ALREADY_REPORTED","ท่านได้รายงานผู้เล่นผู้นี้ไปแล้ว!"
"TID_TOO_MANY_REPORTS_SENT","ท่านได้ถึงขีดจำกัดการรายงานประจำวันแล้ว!"
"TID_CONFIRM_MERGE","แน่ใจหรือไม่?"
"TID_CONFIRM_ARE_YOU_SURE","ท่านแน่ใจจริงๆ หรือไม่ว่าต้องการลบหมู่บ้านปัจจุบันแล้วแทนที่มันด้วย:"
"TID_CONFIRM_CONFIRM","โปรดพิมพ์ \q<confirmword>\q แล้วกดปุ่มตกลงเพื่อกระทำการนี้ให้เสร็จสิ้น"
"TID_BUTTON_CONFIRM","ตกลง"
"TID_CHAT_UNAVAILABLE","แชตใช้การไม่ได้!"
"TID_CHAT_BANNED_REASON","ผู้เล่นคนอื่นได้รายงานว่าท่านกล่าวคำไม่เหมาะสม"
"TID_CHAT_BANNED_PERIOD_OF","ท่านถูกทำให้เงียบในแชตรวมเป็นเวลา:"
