"TID","FR"
"TID_HINT_ARCHER_TARGET","Les archers attaquent tout ce qui se trouve à leur portée."
"TID_HINT_GOBLIN_TARGET","Les gobelins adorent l'or et l'élixir. Les bâtiments de ressources sont leurs cibles favorites."
"TID_HINT_GOBLIN_DAMAGE","Les gobelins infligent deux fois plus de dégâts aux bâtiments de ressources."
"TID_HINT_GIANT_TARGET","Les géants préfèrent attaquer les structures défensives telles que les canons."
"TID_HINT_GIANT_DEPLOY","Les géants peuvent encaisser énormément de dégâts. Déployez-les en premier pour attirer l'attention des défenseurs."
"TID_HINT_WALLBREAKER_TARGET","Les sapeurs font des trous dans les remparts qui protègent les bâtiments ennemis."
"TID_HINT_WALLBREAKER_DAMAGE","Les sapeurs infligent d'énormes dégâts aux remparts ennemis, mais ne survivent pas à l'explosion qu'ils déclenchent."
"TID_HINT_BALLOON_TARGET","Les ballons ciblent principalement les défenses ennemies telles que les canons."
"TID_HINT_BALLOON_AIR","Le ballon est une unité volante, ce qui signifie que les canons et mortiers ne peuvent pas la cibler."
"TID_HINT_WIZARD_INFO","Les sorciers peuvent infliger des dégâts importants, mais ne peuvent pas en encaisser beaucoup."
"TID_HINT_HEALER_INFO","Les guérisseuses peuvent soigner vos unités terrestres, mais ne peuvent pas attaquer les ennemis."
"TID_HINT_HEALER_AIR","Les guérisseuses sont des unités volantes. Les défenses anti-aériennes et les tours d'archers peuvent les abattre très rapidement."
"TID_HINT_DRAGON_AIR","Le dragon est une unité volante puissante qui peut attaquer à la fois les cibles terrestres et aériennes."
"TID_HINT_PEKKA_INFO","P.E.K.K.A est-il un chevalier, un samouraï, un robot ? Nul ne le sait !"
"TID_HINT_PEKKA_TRAP","L'armure du P.E.K.K.A est tellement lourde que le piège à ressort ne fonctionne pas sur elle."
"TID_HINT_CANNON_TARGET","Les canons ne tirent que sur les unités terrestres."
"TID_HINT_MORTAR_TARGET","Les mortiers ne peuvent tirer que sur des cibles terrestres."
"TID_HINT_MORTAR_DAMAGE","Les mortiers infligent des dégâts de zone à toutes les unités terrestres proches de leur impact."
"TID_HINT_ARCHER_TOWER_TARGET","Les tours d'archers peuvent cibler à la fois les unités terrestres et aériennes."
"TID_HINT_AIR_DEFENSE_TARGET","Les roquettes des défenses anti-aériennes ne fonctionnent que contre les unités volantes."
"TID_HINT_WIZARD_TOWER_DAMAGE","La tour de sorciers inflige des dégâts à toutes les unités dans sa zone cible."
"TID_HINT_WIZARD_TOWER_TARGET","La tour de sorciers peut viser à la fois les unités terrestres et aériennes."
"TID_HINT_TESLA_HIDDEN","La tour Tesla camouflée n'est pas visible par les assaillants, jusqu'à ce qu'ils s'en rapprochent assez."
"TID_HINT_TESLA_TARGET","La tour Tesla camouflée peut attaquer à la fois les unités aériennes et terrestres."
"TID_HINT_TRAPS_TARGET","Les pièges ne sont pas visibles par les attaquants, jusqu'à ce qu'ils s'en rapprochent assez."
"TID_HINT_OBSTACLES","La destruction d'obstacles tels que les rochers et les arbres peut parfois vous rapporter des gemmes."
"TID_HINT_BATTLE_LOG","Le journal de combat contient les informations concernant les attaques contre votre village."
"TID_HINT_REPLAY","Vous pouvez visionner des vidéos de bataille dans le journal de combat !"
"TID_HINT_ENEMY_TOWN_HALL","La destruction d'un hôtel de ville ennemi vous rapportera toujours une étoile."
"TID_HINT_CLAN_CASTLE","Les troupes du château de clan défendront votre village."
"TID_HINT_CAMP","Les troupes des camps ne servent qu'à attaquer. Elles ne défendront pas votre village."
"TID_HINT_SHIELD2","Un bouclier actif vous protège de toutes les attaques, mais celles que vous lancez réduisent sa durée."
"TID_HINT_SHIELD_GAIN","Vous recevrez un bouclier gratuit si un attaquant détruit votre village."
"TID_HINT_SHIELD_GAIN_TIME","Vous obtiendrez un bouclier de plus longue durée si votre village subit d'importants dégâts."
"TID_HINT_SHIELD_LOSE","Si vous attaquez un joueur pendant que votre bouclier est activé, vous perdrez quelques heures de la durée de ce bouclier."
"TID_HINT_SHIELD_SINGLE_PLAYER","Vous pouvez attaquer la horde de gobelins (dans les missions solo) sans perdre votre bouclier."
"TID_HINT_SINGLE_PLAYER_REWARDS","Besoin d'un peu plus d'or pour une amélioration ? Prenez-en aux gobelins dans une mission solo !"
"TID_HINT_TROPHY_COUNT","Les trophées que vous gagnez sont déduits des trophées de vos opposants !"
"TID_HINT_ACHIEVEMENT_GEMS","Accomplissez des succès pour gagner des gemmes gratuites !"
"TID_HINT_UNLOCKS","Améliorez votre hôtel de ville pour débloquer de nouveaux bâtiments et de nouveaux niveaux d'amélioration pour vos bâtiments actuels."
"TID_HINT_REBUILD_CLANCASTLE","Reconstruisez le château de clan en ruines pour joindre vos forces à celles d'autres joueurs !"
"TID_HINT_CLAN_REINFORCEMENTS","Utilisez le château de clan pour demander des renforts aux membres de votre clan !"
"TID_HINT_CLAN_TROOP_DEPLOY","Les troupes de renfort du château de clan peuvent défendre votre village contre les attaques ennemies, ou peuvent être déployées lorsque vous attaquez."
"TID_HINT_SPELL_LIGTHNING","Le sort de foudre inflige des dégâts aux unités et bâtiments sur une petite zone."
"TID_HINT_SPELL_HEALING","Le sort de guérison crée un anneau guérisseur et soigne toutes les unités qui se trouvent à l'intérieur."
"TID_HINT_SPELL_RAGE","Le sort de rage crée un anneau qui rendra vos unités plus rapides et plus puissantes tant qu'elles se trouvent à l'intérieur."
"TID_HINT_SPELL_JUMP","Le sort de saut ouvre un passage temporaire au-dessus des remparts ennemis, que vos troupes peuvent emprunter."
"TID_HINT_SPELL_JUMP_2","Essayez d'utiliser le sort de saut pour rediriger les troupes de combat rapproché occupées à attaquer un rempart !"
"TID_HINT_FORUMS","Rejoignez les forums de Clash of Clans ! Accédez-y via Paramètres - Autres."
"TID_HINT_LABORATORY","Vous pouvez améliorer vos troupes dans le laboratoire, pour les rendre plus fortes et plus performantes !"
"TID_HINT_DPS","Les statistiques de dégâts indiquées dans les infos des unités et tourelles sont exprimées en dégâts par seconde."
"TID_HINT_LABORATORY_UPGRADES","Vous ne pouvez pas annuler les améliorations dans le laboratoire une fois lancées, alors anticipez !"
"TID_HINT_USABLE_WHILE_UPGRADING","Les camps militaires, châteaux de clan et réserves restent fonctionnels pendant leur amélioration."
"TID_HINT_END_BATTLE","Vous pouvez mettre fin à une bataille et en sortir victorieux lorsque vous avez remporté au moins une étoile pendant le combat."
"TID_HINT_CHAT_REPORT","Si vous voyez un message déplacé sur le chat, touchez-le puis sélectionnez \qSignaler\q pour signaler le joueur."
"TID_HINT_CHAT_REPORT_LIMIT","Ne signalez les utilisateurs du chat que lorsque c'est nécessaire. Ne tombez pas dans l'excès !"
"TID_HINT_REVENGE_OF_REVENGE","La vengeance sur d'autres joueurs n'est pas possible si vous avez lancé la première attaque."
"TID_HINT_BATTLE_ENDS","La bataille se termine quand vous êtes à court de troupes, de renforts de clan et de sorts de dégâts."
"TID_HINT_XBOW_LVL_8","L'amélioration de votre hôtel de ville vous donnera accès à une nouvelle arme défensive : l'arc-X."
"TID_HINT_XBOW_TARGETS_1","Vous pouvez régler l'arc-X pour attaquer à la fois les cibles aériennes et au sol à courte portée."
"TID_HINT_XBOW_TARGETS_2","Vous pouvez régler l'arc-X pour n´attaquer que les cibles au sol à courte portée."
"TID_HINT_XBOW_AMMO","L'arc-X utilise de l'élixir comme munitions. N'oubliez pas de le recharger après les attaques ennemies !"
"TID_HINT_BOOST_RESOURCES","Vous pouvez utiliser des gemmes pour accélérer la production des mines d'or et des extracteurs d'élixir ayant atteint le niveau 5."
"TID_HINT_BOOST_SPELLS","Vous pouvez accélérer la production de l'usine de sorts avec des gemmes."
"TID_HINT_BOOST_TRAINING","Vous pouvez accélérer la vitesse de formation dans les casernes avec des gemmes."
"TID_HINT_USE_SPELLS","Les sorts peuvent avoir un effet décisif sur les combats. N'oubliez pas de les utiliser !"
"TID_HINT_DARK_ELIXIR_USAGE","Vous pouvez utiliser de l'élixir noir pour invoquer les plus puissants héros du royaume !"
"TID_HINT_DARK_ELIXIR_BUILDINGS","Stockez et produisez de l'élixir noir à partir du niveau 7 de l'hôtel de ville, et profitez des troupes d´élixir noir !"
"TID_HINT_DARK_ELIXIR_LOOT","Vous pourrez piller de l'élixir noir dès que vous aurez construit un réservoir."
"TID_HINT HEROES_USE","Votre héros peut attaquer les villages ennemis ou protéger le vôtre contre les attaques adverses."
"TID_HINT HEROES_DIE","Les héros sont immortels, mais ils peuvent être blessés et doivent être soignés avant de pouvoir reprendre le combat."
"TID_HINT HEROES_REGENERATE","Soignez votre héros en le faisant dormir ou en utilisant le bouton Guérir."
"TID_HINT HERO_BARBARIAN_KING","Le roi des barbares est le plus fort de tous les barbares. Sa consommation d'élixir noir lui a permis de devenir encore plus grand que les géants."
"TID_HINT HERO_ARCHER_QUEEN","La reine des archers est une guerrière d'une précision redoutable, dotée d'un arc-X miniature."
"TID_BUTTON_FBPAGE","Dernières nouvelles"
"TID_BUILDING_SPELL_FORGE","Usine de sorts"
"TID_SPELL_FORGE_INFO","L'usine de sorts accueille des sorciers plus expérimentés dans la création d'armes magiques que dans le combat en 1re ligne. Utilisez leurs puissants sorts d'attaque pour renverser le cours de la bataille en votre faveur !"
"TID_OTHER_SPELL_LEFT","Sélectionnez un autre sort"
"TID_ALL_SPELLS_USED","Il ne reste aucun sort."
"TID_TRAIN_SPELL_STORAGE_FULL","La réserve de sorts est pleine !"
"TID_TRAIN_SPELL_STORAGE_FULL_INFO","Améliorez l'usine de sorts pour augmenter sa capacité."
"TID_SPELLS_INSIDE","Capacité de stockage de sorts utilisée : <number> / <number2>"
"TID_SPELL_CAPACITY_AFTER_TRAIN","Capacité de stockage après concoction :"
"TID_SPELL_STORAGE_CAPACITY","Capacité de stockage de sorts : <number>"
"TID_SPELL_DAMAGE","Dégâts totaux : <number>"
"TID_INFO_FORGING_TIME","Durée de concoction :"
"TID_FORGE_COST","Coût : <number> <resource>"
"TID_SPELL_SPEED_UP_SUCCESS","Concoction du sort terminée !"
"TID_NOT_ENOUGH_SPELL_STORAGE","Votre réserve de sorts est pleine !"
"TID_LIGHTNING_STORM","Sort de foudre"
"TID_HEALING_WAVE","Sort de guérison"
"TID_HASTE","Sort de rage"
"TID_HASTE_DAMAGE","Augmentation des dégâts : <number> %"
"TID_REQUIRED_SPELL_FORGE_LEVEL","Usine de sorts de niveau <number> nécessaire"
"TID_UNLOCK_SPELL_FORGE_SPELL","Permet de débloquer : <name>"
"TID_POPUP_UPGRADE_ALREADY_IN_PROGRESS","Amélioration en cours"
"TID_TIP_SPELL_FORGE","Concoctez des sorts puissants à utiliser en attaque."
"TID_POPUP_FORGE_TITLE","Concocter des sorts <limit>"
"TID_CANCLE_TRAINING_INFO","Attention : en annulant les troupes en attente, vous ne récupérerez que <number> % de leur coût."
"TID_CANCLE_SPELL_INFO","Attention : en annulant les sorts en attente, vous ne récupérerez que <number> % de leur coût."
"TID_HASTE_SPEED","Augmentation de la vitesse : <number>"
"TID_INFO_EFFECT_TYPE","Type d'effet :"
"TID_TOTAL_HEAL","Guérison totale : <number>"
"TID_REPLAY_BUTTON_FAIL","La vidéo n'est plus disponible !"
"TID_ACHIEVEMENT_CHALLENGE_BUTTON","Défier vos amis"
"TID_NAME_INSTRUCTIONS","Choisissez un nom. Attention, il sera visible par les autres joueurs et vous ne pourrez pas en changer !"
"TID_BUTTON_REPLAY","Visionner"
"TID_BUTTON_WATCH","Regarder"
"TID_REPLAY_TIME","La vidéo se termine dans :"
"TID_GC_CHALLENGE","Défier vos amis"
"TID_GC_NOCHALLENGE","Liste des succès"
"TID_POPUP_HEADER_ABOUT_TO_SPEED_UP","Terminer maintenant"
"TID_POPUP_SPEED_UP_UPGRADE","Voulez-vous terminer l'amélioration de <item> ?"
"TID_POPUP_SPEED_UP_CONSTRUCTION","Voulez-vous terminer la construction de <item> ?"
"TID_POPUP_SPEED_UP_UPGRADE_SLOWDOWN","L'amélioration de <item> ralentit la formation de votre armée. Voulez-vous la terminer ?"
"TID_POPUP_SPEED_UP_CONSTRUCTION_SLOWDOWN","La construction de <item> ralentit la formation de votre armée. Voulez-vous la terminer ?"
"TID_POPUP_SPEED_UP_BOOSTER_UPGRADE","Voulez-vous terminer l'amélioration de <item> avec <booster> ?"
"TID_POPUP_SPEED_UP_BOOSTER_CONSTRUCTION","Voulez-vous terminer la construction de <item> avec <booster> ?"
"TID_POPUP_SPEED_UP_BOOSTER_UPGRADE_SLOWDOWN","L'amélioration de <item> ralentit la formation de votre armée. Voulez-vous la terminer avec <booster> ?"
"TID_POPUP_SPEED_UP_BOOSTER_CONSTRUCTION_SLOWDOWN","La construction de <item> ralentit la formation de votre armée. Voulez-vous la terminer avec <booster> ?"
"TID_BUTTON_CREATE_SPELL","Concocter"
"TID_REVENGE_NOT_AVAILABLE","Vengeance non disponible"
"TID_REPLAY_NOT_AVAILABLE","Visionnage non disponible"
"TID_RESTART_REPLAY_BUTTON","Recommencer"
"TID_REPLAY_REPLAY","Visionner"
"TID_REPLAY_SPEED","Vitesse du visionnage :"
"TID_REPLAY_PLAY_AGAIN","Rejouer"
"TID_UPGRADE_FINISH_NOW","Finir l'amélioration :"
"TID_FINISH_SPELL","Terminer maintenant :"
"TID_TARGET_ALREADY_IN_ALLIANCE","Le joueur est déjà dans un clan."
"TID_LIGHTNING_STORM_INFO","Électrocutez vos ennemis avec des éclairs foudroyants !\n\nLancez ce sort sur un village ennemi pour endommager les bâtiments et unités qui se trouvent dans sa petite zone d'effet."
"TID_HEALING_WAVE_INFO","Soignez vos troupes pour qu'elles continuent le combat !\n\nLancez ce sort pour créer un anneau de guérison. Vos unités seront guéries tant qu'elles seront dans cet anneau."
"TID_HASTE_INFO","Enragez vos unités pour les rendre plus grandes, plus rapides et plus puissantes !\n\nLancez ce sort pour créer un anneau de rage ! Vos unités gagneront en vitesse et en puissance d'attaque tant qu'elles seront dans cet anneau."
"TID_COMING_SOON","Prochainement..."
"TID_UNIT_STORAGE_CAPACITY_ALL","Capacité totale de troupes : <number>"
"TID_TOTAL_CAPACITY_AFTER_TRAIN","Capacité après la formation :"
"TID_BUILDING_TEXT_RESEARCH","Rechercher"
"TID_IF_LOST","Défaite :"
"TID_POPUP_HEADER_ABOUT_TO_CANCEL_SPELL","Confirmer ?"
"TID_POPUP_ABOUT_TO_CANCEL_SPELL","L'annulation des sorts en attente ne vous rendra que <number> % de leur coût."
"TID_ALLIANCE_REJECT_DEFAULT_MESSAGE","Désolé, nous avons décidé de ne pas t'accepter dans notre clan."
"TID_ALLIANCE_REJECT_MESSAGE_TITLE","Rejeter : <name>"
"TID_KICK_DEFAULT_MESSAGE","Désolé, nous avons décidé de t'exclure du clan."
"TID_KICK_MESSAGE_TITLE","Exclure : <name> ?"
"TID_KICKED_FROM_ALLIANCE","Vous avez été exclu du clan : <msg>"
"TID_CLAN_CASTLE_TROOPS_INSIDE","Renforts :"
"TID_ALLIANCE_CREATE_TROPHY_COUNT","Nombre de trophées minimum :"
"TID_ALLIANCE_SCORE_LIMIT_NONE","0"
"TID_CLAN_MINIMUM_TROPHYS","Trophées requis :"
"TID_STREAM_EVENT_ACCEPTED","a été accepté comme membre du clan par <name>"
"TID_STREAM_EVENT_DEMOTED","a été rétrogradé par <name>"
"TID_STREAM_EVENT_PROMOTED","a été promu par <name>"
"TID_STREAM_EVENT_JOINED","a rejoint le clan"
"TID_STREAM_EVENT_KICKED","a été exclu du clan par <name>"
"TID_STREAM_EVENT_LEFT","a quitté le clan"
"TID_FEEDBACK_BUTTON1","Problème d'achat"
"TID_FEEDBACK_BUTTON2","Problème de connexion"
"TID_FEEDBACK_BUTTON3","Autre problème"
"TID_FEEDBACK_BUTTON4","Commentaires"
"TID_FEEDBACK_MAIL_TEXT","\n\n\n-------NE PAS EFFACER !-------\n<tags>\n------------------------------\n"
"TID_CLAN_JOIN_FAIL_CLOSED","Ce clan est fermé !"
"TID_CLAN_JOIN_FAIL_ALREADY_SENT","Attendez un peu avant de renvoyer une demande pour rejoindre ce clan !"
"TID_CLAN_JOIN_FAIL_NO_SCORE","Vous n'avez pas assez de trophées pour rejoindre ce clan !"
"TID_CLAN_JOIN_FAIL_ALREADY_IN_CLAN","Vous faites déjà partie d'un clan !"
"TID_CLAN_JOIN_FAIL_FULL","Ce clan est complet !"
"TID_CLAN_JOIN_FAIL_GENERIC","Impossible de rejoindre le clan !"
"TID_CLAN_JOIN_FAIL_TOO_MANY_PENDING_REQUESTS","Impossible de rejoindre le clan à l'heure actuelle. Veuillez réessayer plus tard."
"TID_REPORT_PLAYER_BUTTON","Signaler"
"TID_PLAYER_REPORTED_SUCCESSFULLY","Joueur signalé !"
"TID_PLAYER_ALREADY_REPORTED","Vous avez déjà signalé ce joueur !"
"TID_TOO_MANY_REPORTS_SENT","Vous avez atteint la limite quotidienne de signalements !"
"TID_CONFIRM_MERGE","Confirmer ?"
"TID_CONFIRM_ARE_YOU_SURE","Voulez-vous vraiment supprimer le village actuel et le remplacer par :"
"TID_CONFIRM_CONFIRM","Veuillez taper \q<confirmword>\q et appuyer sur le bouton OK pour valider le processus."
"TID_BUTTON_CONFIRM","OK"
"TID_CHAT_UNAVAILABLE","Chat indisponible !"
"TID_CHAT_BANNED_REASON","Des joueurs nous ont signalé des messages inappropriés de votre part."
"TID_CHAT_BANNED_PERIOD_OF","Vous ne pourrez plus participer au chat général pendant :"
"TID_CHAT_INFO","Pour signaler tout comportement indécent, touchez le message inapproprié et sélectionnez \qSignaler\q."
"TID_CHAT_WELCOME","Bienvenue sur le chat général.\n\nVeuillez vous montrer respectueux des autres joueurs. Les comportements déplacés ne sont pas tolérés.\n\nNe partagez aucune information personnelle (e-mail, numéro de téléphone, adresse, mots de passe) !"
"TID_CONFIRM_WORD","CONFIRMER"
"TID_CHAT_FAIL_BANNED","Vous ne pouvez temporairement plus participer au chat général."
"TID_CHAT_JUST_BANNED","Des joueurs nous ont signalé des messages inappropriés de votre part. Vous ne pouvez plus participer au chat général."
"TID_ATTACK_COOLDOWN_AFTER_MAINTENANCE","Les attaques sur d'autres joueurs sont temporairement désactivées."
"TID_BUILDING_BOW","Arc-X"
"TID_BOW_INFO","L'arc-X tire des éclairs mystiques d'une puissance incroyable. Il suffit de le charger d'élixir pour qu'il fonctionne automatiquement. Vous pouvez le régler pour viser les unités au sol à longue distance, ou toutes les cibles à une portée réduite."
"TID_BUTTON_LOAD","Charger"
"TID_BUTTON_ATTACK_MODE_AIR","Air"
"TID_BUTTON_ATTACK_MODE_GROUND","Sol"
"TID_BUTTON_ATTACK_MODE_AIR_AND_GROUND","Air et sol"
"TID_AMMO_ALREADY_FULL","L'arc-X est complètement chargé !"
"TID_ALLIANCE_BUTTON_SEARCH","Rechercher"
"TID_ALLIANCE_SEARCH","Rechercher un clan :"
"TID_ALLIANCE_SEARCH_HINT","Entrez le nom ou l'identifiant du clan"
"TID_ALLIANCE_TAB_NAME","Recherche de clans"
"TID_BUILDING_TEXT_LOW_AMMO","Bientôt vide"
"TID_BUILDING_TEXT_NO_AMMO","Vide"
"TID_JUMP_SPELL","Sort de saut"
"TID_AMMO_FILL_CONFIRMATION","L'arc-X est chargé !"
"TID_CLAN_SEARCH_RESULTS","Résultats de la recherche pour \q<name>\q"
"TID_CLAN_SEARCH_NO_RESULTS","Aucun résultat trouvé"
"TID_TRAP_HALLOWEENBOMB","Bombe citrouille"
"TID_TRAP_HALLOWEENBOMB_INFO","Bouh ! Cette bombe macabre est disponible pour un temps limité seulement."
"TID_BUTTON_RETRY","Réessayer"
"TID_SEARCH_STATUS","Recherche d'adversaires..."
"TID_ATTACK_FAIL_GENERIC","Impossible d'attaquer ce village. Réessayez plus tard."
"TID_BUTTON_BOOST","Accélérer"
"TID_POPUP_HEADER_ABOUT_TO_BOOST","Accélérer la production"
"TID_POPUP_BOOST_GOLD_MINE","Doubler la production d'or pendant <time> ?"
"TID_POPUP_BOOST_ELIXIR_COLLECTOR","Doubler la production d'élixir pendant <time> ?"
"TID_POPUP_BOOST_BARRACKS","Multiplier la vitesse de formation des troupes par <multiplier> pendant <time> ?"
"TID_POPUP_BOOST_SPELL_FACTORY","Multiplier la vitesse de concoction des sorts par <multiplier> pendant <time> ?"
"TID_POPUP_BOOST_BARRACKS_AND_SPELLS","Multiplier la vitesse de formation des troupes et de concoction des sorts par <multiplier> pendant <time> ?"
"TID_ALREADY_BOOSTED","Ce bâtiment est déjà accéléré !"
"TID_BOOST_LEFT","Accélération restante :"
"TID_BUILDING_TEXT_CREATE_SPELL","Concocter"
"TID_DECORATION_PEKKA_STATUE","Statue de P.E.K.K.A"
"TID_CANCEL_BOOST_CONFIRMATION_TITLE","Mettre fin à l'accélération ?"
"TID_CANCEL_BOOST_CONFIRMATION","L'amélioration du bâtiment mettra fin à son accélération. Confirmer ?"
"TID_XMAS_SPELL","Cadeau surprise"
"TID_XMAS_SPELL_INFO","Demandez le plus beau cadeau qui soit au Père Noël : une pluie de destruction à déverser sur vos ennemis !"
"TID_OBSTACLE_XMASTREE","Sapin de Noël"
"TID_NEXT_REQUEST","Prochaine demande :"
"TID_CASTLE_FULL","Château plein"
"TID_BARBARIAN_KING","Roi des barbares"
"TID_BARBARIAN_KING_INFO","Le roi des barbares est le plus fort et le plus redoutable barbare du royaume. Sa soif d'élixir noir l'a fait devenir gigantesque. Il peut attaquer les villages ennemis ou protéger votre village."
"TID_HERO_INSTRUCTIONS","La grâce de cette chasseresse cache une force destructrice, malgré sa santé quelque peu fragile. En défense, elle vise ses cibles avec autant de précision que de discrétion. En attaque, elle allie furtivité et dégâts terrifiants lorsque sa capacité Voile royal est débloquée !"
"TID_ARCHER_QUEEN","Reine des archers"
"TID_ARCHER_QUEEN_INFO","La reine des archers est une guerrière redoutable, dotée d'un arc-X modifié que peu d'hommes seraient capables de manier. Elle peut attaquer les villages ennemis ou protéger votre village."
"TID_DARK_ELIXIR","Élixir noir"
"TID_RESOURCE_CAP_FULL_DARK_ELIXIR","Construisez plus de réservoirs d'élixir noir ou améliorez ceux que vous avez déjà !"
"TID_BUILDING_DARK_ELIXIR_PUMP","Foreuse d'élixir noir"
"TID_BUTTON_HERO_PATROL","Protéger"
"TID_BUTTON_HERO_SLEEP","Dormir"
"TID_DARK_ELIXIR_PUMP_INFO","Nos alchimistes ont enfin trouvé le moyen d'extraire de l'élixir noir pur, la forme la plus rare de cette substance magique."
"TID_BUILDING_DARK_ELIXIR_STORAGE","Réservoir d'élixir noir"
"TID_DARK_ELIXIR_STORAGE_INFO","L'élixir noir est trop dangereux pour être contenu dans une cuve à élixir standard. Du fait de sa puissance trois fois plus importante, nous avons dû inventer un réservoir cubique !"
"TID_DONATED_TO_CLAN","Troupes données :"
"TID_DARK_ELIXIR_SHOP_PACK","<number> doses d'élixir noir"
"TID_RESOURCE_PACK_DARK_ELIXIR_FULL","Remplir les réservoirs d'élixir noir"
"TID_RESOURCE_PACK_DARK_ELIXIR_10","Remplir les réservoirs de 10 %"
"TID_RESOURCE_PACK_DARK_ELIXIR_50","Remplir les réservoirs de moitié"
"TID_XBOW_LOADING_COST","Coût de chargement : <number> <resource>"
"TID_SPEED_UP_HERO_HEALTH_HEADER","Guérir maintenant !"
"TID_SPEED_UP_HERO_HEALTH_TEXT","Voulez-vous restaurer la santé maximale de votre <item> ?"
"TID_BUTTON_ENERGIZE","Guérir"
"TID_POPUP_BOOST_DARK_ELIXIR_COLLECTOR","Doubler la production d'élixir noir pendant <time> ?"
"TID_FULLY_LOADED","Charge maximale"
"TID_SHIELD_SCORE_LIMIT","Non disponible au-dessus de <number> trophées"
"TID_SHOP_NEW_ITEM","Nouveau"
"TID_BUTTON_LOCAL_HIGHSCORE","Local"
"TID_BUTTON_GLOBAL_HIGHSCORE","Général"
"TID_TRAP_AIR","Bombe aérienne"
"TID_TRAP_AIR_INFO","La dernière avancée dans la lutte contre les parasites volants. Ce piège peut détruire plusieurs unités aériennes sur une petite zone."
"TID_TRAP_AIR_MEGA","Mine chercheuse"
"TID_TRAP_AIR_MEGA_INFO","Est-ce un oiseau ? Un avion ? Aucune importance : de toute façon, la mine chercheuse va en faire des confettis. Ce piège inflige des dégâts considérables à une seule unité aérienne."
"TID_LOCAL_NOTIFICATION_HERO_HAS_FULL_HEALTH","Votre <name> peut à nouveau combattre !"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Achats intégrés"
"TID_INFO_POP_UP_IAP_NOTE","Clash of Clans est gratuit, mais les achats intégrés vous permettent de progresser plus rapidement. Vous pouvez désactiver ces achats dans les réglages de votre appareil. Vous devez avoir plus de 13 ans pour jouer."
"TID_INFO_POP_UP_IAP_NOTE_ANDROID","Clash of Clans est gratuit, mais les achats intégrés vous permettent de progresser plus rapidement. Pour désactiver cette fonction, activez la protection par mot de passe pour les achats dans Google Play Store. Vous devez également avoir plus de 13 ans pour jouer."
"TID_INFO_POP_UP_IAP_NOTE_KUNLUN","Clash of Clans est gratuit, mais des achats intégrés peuvent vous permettre de progresser plus rapidement."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","OK"
"TID_NEW_CLAN_MEMBER","Nouveau"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_SCORES","Impossible de trouver le classement local correspondant à votre région."
"TID_LOCAL_NOTIFICATION_YOUR_ARMY_IS_READY","Vos troupes sont prêtes à se battre !"
"TID_DARK_ELIXIR_BARRACK","Caserne noire"
"TID_DARK_ELIXIR_BARRACK_INFO","La caserne noire ouvre ses portes aux créatures nées de l'élixir noir. Améliorez-la pour débloquer des troupes dotées de compétences de combat uniques."
"TID_WARRIORGIRL","Valkyrie"
"TID_BOARRIDER","Chevaucheur de cochon"
"TID_GARGOYLE","Gargouille"
"TID_GOLEM","Golem"
"TID_LABORATORY_UPGRADING","Amélioration :"
"TID_LABORATORY_HINT","Choisissez ce que vous voulez améliorer."
"TID_LABORATORY_HINT2","Balayez l'écran pour voir la liste complète des améliorations."
"TID_POPUP_UPGRADE_NOT_AVAILABLE_TITLE","<character> niveau <number>"
"TID_BUTTON_SELECT_MORE","Choisir rangée"
"TID_SINGLE_PLAYER_AVAILABLE_LOOT","Butin disponible :"
"TID_CHARACTER_INFO_BARBARIAN","Ce guerrier intrépide compte sur ses muscles saillants et sa fière moustache pour semer le chaos dans les villages ennemis. Faites charger une horde de barbares et profitez du spectacle !"
"TID_CHARACTER_INFO_ARCHER","Ces tireuses d'élite préfèrent garder leurs distances, aussi bien sur le champ de bataille que dans la vie. Elles n'aiment rien tant que de voir tomber la cible sur laquelle elles ont jeté leur dévolu."
"TID_CHARACTER_INFO_GOBLIN","Ces petites créatures agaçantes ne pensent qu'à une chose : le BUTIN ! Elles sont plus rapides qu'un piège à ressort et leur appétit pour les ressources est sans limite."
"TID_CHARACTER_INFO_GIANT","Ces grands gaillards peuvent paraître calmes, mais ils se déchaîneront à la simple vue d'une tourelle ou d'un canon ! Lents mais résistants, ces guerriers sont faits pour encaisser les coups."
"TID_CHARACTER_INFO_WALLBREAKER","Rien ne réchauffe plus le cœur froid et mort d'un sapeur que la destruction d'un rempart. Une escouade de sapeurs permettra d'ouvrir la voie à vos troupes au sol, dans un grand BOUM !"
"TID_CHARACTER_INFO_BALLOON","Ayant reçu une promotion, ces squelettes ont abandonné la destruction de remparts pour le plaisir nouveau de détruire des défenses. Déployez-les pour vous débarrasser des mortiers et canons !"
"TID_CHARACTER_INFO_WIZARD","La présence du sorcier sur le champ de bataille est des plus intimidantes. Faites-les combattre en petits groupes pour lancer des sorts destructeurs sur les unités ennemies, au sol ou dans les airs."
"TID_CHARACTER_INFO_HEALER","Cette créature majestueuse ne vit que pour protéger et aider ses camarades au combat. L'armée toute entière profitera de ses dons de guérison, mais prenez soin de la mettre à l'abri des défenses anti-aériennes !"
