"TID","NL"
"TID_BUTTON_CREATE_SPELL","Brouwen"
"TID_REVENGE_NOT_AVAILABLE","Wraak is niet beschikbaar"
"TID_REPLAY_NOT_AVAILABLE","Geen herhaling"
"TID_RESTART_REPLAY_BUTTON","Opnieuw beginnen"
"TID_REPLAY_REPLAY","Herhaling"
"TID_REPLAY_SPEED","Snelheid van herhaling:"
"TID_REPLAY_PLAY_AGAIN","Opnieuw afspelen"
"TID_UPGRADE_FINISH_NOW","Upgrade voltooien:"
"TID_FINISH_SPELL","Nu voltooien:"
"TID_TARGET_ALREADY_IN_ALLIANCE","Speler hoort al bij een clan"
"TID_LIGHTNING_STORM_INFO","Elektrocuteer je vijanden met bliksemschichten!\n\nSpreek deze toverspreuk uit tegen het vijandelijke dorp om gebouwen en eenheden binnen een klein gebied te beschadigen."
"TID_HEALING_WAVE_INFO","Genees je troepen om ze in de strijd te houden!\n\nSpreek deze toverspreuk uit om een genezende cirkel te maken. Je eenheden genezen zolang ze binnen deze cirkel blijven."
"TID_HASTE_INFO","Maak je eenheden woedend om ze groter, sneller en sterker te maken!\n\nSpreek deze toverspreuk uit om een cirkel van woede te maken! Je eenheden krijgen meer snelheid en aanvalskracht zolang ze binnen deze cirkel blijven."
"TID_COMING_SOON","Binnenkort..."
"TID_UNIT_STORAGE_CAPACITY_ALL","Totale troepencapaciteit: <number>"
"TID_TOTAL_CAPACITY_AFTER_TRAIN","Troepencapaciteit na training:"
"TID_BUILDING_TEXT_RESEARCH","Onderzoek"
"TID_IF_LOST","Nederlaag:"
"TID_POPUP_HEADER_ABOUT_TO_CANCEL_SPELL","Weet je het zeker?"
"TID_POPUP_ABOUT_TO_CANCEL_SPELL","Als je spreuken in de wachtrij annuleert, krijg je maar <number>% van de kosten terug."
"TID_ALLIANCE_REJECT_DEFAULT_MESSAGE","Sorry, we hebben besloten je niet te accepteren."
"TID_ALLIANCE_REJECT_MESSAGE_TITLE","Weiger: <name>"
"TID_KICK_DEFAULT_MESSAGE","Sorry, we hebben besloten je uit de clan te zetten."
"TID_KICK_MESSAGE_TITLE","<name> verwijderen?"
"TID_KICKED_FROM_ALLIANCE","Je bent verwijderd uit de clan: <msg>"
"TID_CLAN_CASTLE_TROOPS_INSIDE","Versterkingen:"
"TID_ALLIANCE_CREATE_TROPHY_COUNT","Vereiste trofeeën voor deelname:"
"TID_ALLIANCE_SCORE_LIMIT_NONE","0"
"TID_CLAN_MINIMUM_TROPHYS","Vereiste trofeeën:"
"TID_STREAM_EVENT_ACCEPTED","werd bij de clan verwelkomd door <name>"
"TID_STREAM_EVENT_DEMOTED","werd gedegradeerd door <name>"
"TID_STREAM_EVENT_PROMOTED","werd gepromoveerd door <name>"
"TID_STREAM_EVENT_JOINED","heeft zich bij de clan aangesloten"
"TID_STREAM_EVENT_KICKED","is uit de clan gezet door <name>"
"TID_STREAM_EVENT_LEFT","heeft de clan verlaten"
"TID_FEEDBACK_BUTTON1","Aankoopprobleem"
"TID_FEEDBACK_BUTTON2","Verbindingsprobleem"
"TID_FEEDBACK_BUTTON3","Ander probleem"
"TID_FEEDBACK_BUTTON4","Feedback"
"TID_FEEDBACK_MAIL_TEXT","\n\n\n---------NIET VERWIJDEREN!---------\n<tags>\n------------------------------\n"
"TID_CLAN_JOIN_FAIL_CLOSED","Clan is besloten!"
"TID_CLAN_JOIN_FAIL_ALREADY_SENT","Wacht voordat je een ander verzoek verstuurt om je bij deze clan aan te sluiten!"
"TID_CLAN_JOIN_FAIL_NO_SCORE","Je hebt te weinig trofeeën om je bij deze clan aan te sluiten!"
"TID_CLAN_JOIN_FAIL_ALREADY_IN_CLAN","Je zit al bij een clan!"
"TID_CLAN_JOIN_FAIL_FULL","Clan is vol!"
"TID_CLAN_JOIN_FAIL_GENERIC","Je kunt je niet bij de clan aansluiten!"
"TID_CLAN_JOIN_FAIL_TOO_MANY_PENDING_REQUESTS","Je kunt je nu niet bij de clan aansluiten. Probeer het later opnieuw."
"TID_REPORT_PLAYER_BUTTON","Rapporteren"
"TID_PLAYER_REPORTED_SUCCESSFULLY","Speler gerapporteerd!"
"TID_PLAYER_ALREADY_REPORTED","Je hebt deze speler al gerapporteerd!"
"TID_TOO_MANY_REPORTS_SENT","Je hebt de dagelijkse rapporteerlimiet overschreden!"
"TID_CONFIRM_MERGE","Weet je het zeker?"
"TID_CONFIRM_ARE_YOU_SURE","Weet je zeker dat je het huidige dorp wilt verwijderen en wilt vervangen door:"
"TID_CONFIRM_CONFIRM","Typ '<confirmword>' in en druk op OK om de actie te voltooien."
"TID_BUTTON_CONFIRM","OK"
"TID_CHAT_UNAVAILABLE","Chat niet beschikbaar!"
"TID_CHAT_BANNED_REASON","Andere spelers hebben je gerapporteerd voor ongepast gedrag."
"TID_CHAT_BANNED_PERIOD_OF","Je bent van de wereldwijde chat uitgesloten voor:"
"TID_CHAT_INFO","Als je ongepast gedrag wilt rapporteren, tik je op het ongepaste bericht en kies je Rapporteren."
"TID_CHAT_WELCOME","Welkom bij de wereldwijde chat.\n\nToon respect en wees beleefd tegen elkaar. Aanstootgevend gedrag wordt niet getolereerd.\n\nDeel geen privégegevens (e-mailadres, telefoonnummer, adres, wachtwoorden)!"
"TID_CONFIRM_WORD","BEVESTIGEN"
"TID_CHAT_FAIL_BANNED","Je bent tijdelijk van de wereldwijde chat uitgesloten."
"TID_CHAT_JUST_BANNED","Andere spelers hebben je gerapporteerd voor ongepast gedrag. Je bent van de wereldwijde chat uitgesloten."
"TID_ATTACK_COOLDOWN_AFTER_MAINTENANCE","Het aanvallen van andere spelers is tijdelijk uitgeschakeld!"
"TID_BUILDING_BOW","X-boog"
"TID_BOW_INFO","De X-boog schiet met angstaanjagende kracht mystieke schichten. Laad deze met elixir en de X-boog krijgt een magische werking. Je kunt de boog inzetten tegen gronddoelen op afstand of op alle doelen die dichter in de buurt zijn."
"TID_BUTTON_LOAD","Laden"
"TID_BUTTON_ATTACK_MODE_AIR","Lucht"
"TID_BUTTON_ATTACK_MODE_GROUND","Grond"
"TID_BUTTON_ATTACK_MODE_AIR_AND_GROUND","Lucht en grond"
"TID_AMMO_ALREADY_FULL","De X-boog is volledig geladen!"
"TID_ALLIANCE_BUTTON_SEARCH","Zoeken"
"TID_ALLIANCE_SEARCH","Clans zoeken:"
"TID_ALLIANCE_SEARCH_HINT","Typ clannaam of clantag"
"TID_ALLIANCE_TAB_NAME","Clans zoeken"
"TID_BUILDING_TEXT_LOW_AMMO","Weinig munitie"
"TID_BUILDING_TEXT_NO_AMMO","Leeg"
"TID_JUMP_SPELL","Sprongspreuk"
"TID_AMMO_FILL_CONFIRMATION","De X-boog is nu geladen!"
"TID_CLAN_SEARCH_RESULTS","Zoekresultaten voor '<name>'"
"TID_CLAN_SEARCH_NO_RESULTS","Geen zoekresultaten gevonden"
"TID_TRAP_HALLOWEENBOMB","Pompoenbom"
"TID_TRAP_HALLOWEENBOMB_INFO","Boe! Deze enge bom is slechts een beperkte tijd beschikbaar."
"TID_BUTTON_RETRY","Opnieuw proberen"
"TID_SEARCH_STATUS","Zoeken naar tegenstander..."
"TID_ATTACK_FAIL_GENERIC","Je kunt het dorp niet aanvallen! Probeer het later opnieuw."
"TID_BUTTON_BOOST","Boost"
"TID_POPUP_HEADER_ABOUT_TO_BOOST","Boost productie!"
"TID_POPUP_BOOST_GOLD_MINE","De productie van goud gedurende <time> verdubbelen?"
"TID_POPUP_BOOST_ELIXIR_COLLECTOR","De productie van elixir gedurende <time> verdubbelen?"
"TID_POPUP_BOOST_BARRACKS","Het trainen van troepen <multiplier>x versnellen gedurende <time>?"
"TID_POPUP_BOOST_SPELL_FACTORY","Het brouwen van spreuken <multiplier>x versnellen gedurende <time>?"
"TID_POPUP_BOOST_BARRACKS_AND_SPELLS","Het trainen van troepen en brouwen van spreuken <multiplier>x versnellen gedurende <time>?"
"TID_ALREADY_BOOSTED","Dit gebouw wordt al geboost!"
"TID_BOOST_LEFT","Resterende boost:"
"TID_BUILDING_TEXT_CREATE_SPELL","Brouwen"
"TID_DECORATION_PEKKA_STATUE","Standbeeld van P.E.K.K.A."
"TID_CANCEL_BOOST_CONFIRMATION_TITLE","Boost beëindigen?"
"TID_CANCEL_BOOST_CONFIRMATION","Als je het gebouw upgradet, beëindig je de boost. Weet je het zeker?"
"TID_XMAS_SPELL","Kerstverrassing"
"TID_XMAS_SPELL_INFO","Vraag de Kerstman om het allerbeste cadeau dat er is: een verwoestende hagel die op het dorp van je vijand neerdaalt."
"TID_OBSTACLE_XMASTREE","Kerstboom"
"TID_NEXT_REQUEST","Volgend verzoek:"
"TID_CASTLE_FULL","Kasteel vol"
"TID_BARBARIAN_KING","Barbarenkoning"
"TID_BARBARIAN_KING_INFO","De barbarenkoning is de sterkste barbaar van allemaal. Door het drinken van duister-elixir is hij een reus geworden. Hij kan vijandelijke dorpen aanvallen of jouw dorp beschermen."
"TID_HERO_INSTRUCTIONS","De gezondheid van deze sierlijke jageres is matig, maar ze bezit een vernietigende kracht. Ze gebruikt sluipschutterstactieken om haar territorium te verdedigen. Zodra haar talent 'Koninklijke mantel' is ontgrendeld, kan ze onopgemerkt te werk gaan en enorm veel schade toebrengen."
"TID_ARCHER_QUEEN","Boogschutterskoningin"
"TID_ARCHER_QUEEN_INFO","De boogschutterskoningin is een krijgster met uiterst scherpe ogen. Haar aangepaste X-boog kunnen de meeste mannen nog niet in hun stoutste dromen hanteren. Zij kan vijandelijke dorpen aanvallen of jouw dorp beschermen."
"TID_DARK_ELIXIR","Duister-elixir"
"TID_RESOURCE_CAP_FULL_DARK_ELIXIR","Bouw meer of upgrade bestaande duister-elixirtanks!"
"TID_BUILDING_DARK_ELIXIR_PUMP","Duister-elixirboor"
"TID_BUTTON_HERO_PATROL","Bewaken"
"TID_BUTTON_HERO_SLEEP","Slapen"
"TID_DARK_ELIXIR_PUMP_INFO","Onze alchemisten hebben eindelijk een manier ontdekt om duister-elixir te ontginnen, de zeldzaamste vorm van het magische goedje."
"TID_BUILDING_DARK_ELIXIR_STORAGE","Duister-elixirtank"
"TID_DARK_ELIXIR_STORAGE_INFO","De kracht van duister-elixir kan niet in een normale elixirtank worden opgeslagen, omdat het drie keer zo krachtig is. Dus moesten we een vierkante opslagplaats verzinnen!"
"TID_DONATED_TO_CLAN","Troepen gedoneerd:"
"TID_DARK_ELIXIR_SHOP_PACK","<number> duister-elixir"
"TID_RESOURCE_PACK_DARK_ELIXIR_FULL","Vul duister-elixirtanks"
"TID_RESOURCE_PACK_DARK_ELIXIR_10","Vul kluizen met 10%"
"TID_RESOURCE_PACK_DARK_ELIXIR_50","Vul kluizen met 50%"
"TID_XBOW_LOADING_COST","Herlaadkosten: <number> <resource>"
"TID_SPEED_UP_HERO_HEALTH_HEADER","Nu genezen!"
"TID_SPEED_UP_HERO_HEALTH_TEXT","Wil je de volledige gezondheid van een <item> herstellen?"
"TID_BUTTON_ENERGIZE","Genezen"
"TID_POPUP_BOOST_DARK_ELIXIR_COLLECTOR","De productietijd van duister-elixir gedurende <time> verdubbelen?"
"TID_FULLY_LOADED","Volledig geladen"
"TID_SHIELD_SCORE_LIMIT","Niet beschikbaar boven <number> trofeeën"
"TID_SHOP_NEW_ITEM","Nieuw"
"TID_BUTTON_LOCAL_HIGHSCORE","Lokaal"
"TID_BUTTON_GLOBAL_HIGHSCORE","Wereldwijd"
"TID_TRAP_AIR","Luchtbom"
"TID_TRAP_AIR_INFO","De nieuwste uitvinding ter bestrijding van vliegend kwaad. Deze val kan meerdere luchteenheden in een klein gebied raken."
"TID_TRAP_AIR_MEGA","Luchtmijnzoeker"
"TID_TRAP_AIR_MEGA_INFO","Is het een vogel of een vliegtuig? Wat het ook is, de luchtmijnzoeker knalt het aan duizend stukjes. Deze val brengt vernietigende schade toe aan een luchteenheid."
"TID_LOCAL_NOTIFICATION_HERO_HAS_FULL_HEALTH","<name> is klaar voor een nieuw gevecht!"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Kopen vanuit apps"
"TID_INFO_POP_UP_IAP_NOTE","Clash of Clans is gratis om te spelen, maar je kunt je voortgang versnellen met in-app aankopen. Als je dit wilt uitschakelen, moet je het kopen vanuit apps uitschakelen in de apparaatinstellingen. Je moet ook 13 jaar of ouder zijn om te mogen spelen."
"TID_INFO_POP_UP_IAP_NOTE_ANDROID","Clash of Clans is gratis om te spelen, maar je kunt je voortgang versnellen met in-app aankopen. Als je dit wilt uitschakelen, moet je een wachtwoordbeveiliging inschakelen voor aankopen in je instellingen van de Google Play Store. Je moet ook 13 jaar of ouder zijn om te mogen spelen."
"TID_INFO_POP_UP_IAP_NOTE_KUNLUN","Clash of Clans is gratis om te spelen, maar je kunt je voortgang versnellen met in-app aankopen."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","OK"
"TID_NEW_CLAN_MEMBER","Nieuw"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_SCORES","We kunnen geen lokale klassementen voor jouw locatie vinden."
"TID_LOCAL_NOTIFICATION_YOUR_ARMY_IS_READY","Je troepen staan klaar!"
"TID_DARK_ELIXIR_BARRACK","Duistere kazerne"
"TID_DARK_ELIXIR_BARRACK_INFO","De duistere kazernes openen hun deuren voor wezens die uit duister-elixir zijn geboren. Upgrade de kazerne om meer troepen met unieke gevechtsvaardigheden te ontgrendelen."
"TID_WARRIORGIRL","Valkyrie"
"TID_BOARRIDER","Varkensruiter"
"TID_GARGOYLE","Gunsteling"
"TID_GOLEM","Golem"
"TID_LABORATORY_UPGRADING","Upgraden:"
"TID_LABORATORY_HINT","Kies wat je wilt upgraden"
"TID_LABORATORY_HINT2","Veeg over het scherm om de lijst met upgrades te bekijken"
"TID_POPUP_UPGRADE_NOT_AVAILABLE_TITLE","<character> level <number>"
"TID_BUTTON_SELECT_MORE","Hele rij kiezen"
"TID_SINGLE_PLAYER_AVAILABLE_LOOT","Beschikbare buit:"
"TID_CHARACTER_INFO_BARBARIAN","Deze dappere krijger vertrouwt op zijn spierballen en opvallende snor om de boel op zijn kop te zetten in vijandelijke dorpen. Zet een horde barbaren in en geniet van de chaos!"
"TID_CHARACTER_INFO_ARCHER","Deze scherpschutters blijven het liefst een beetje op afstand. Niets maakt ze gelukkiger dan het uitschakelen van hun doelwit."
"TID_CHARACTER_INFO_GOBLIN","Deze rottige, kleine wezentjes hebben slechts oog voor één ding: BUIT! Ze zijn sneller dan een veerval en hebben een eindeloze zucht naar grondstoffen."
"TID_CHARACTER_INFO_GIANT","Deze grote jongens mogen er dan kalm uitzien, maar confronteer ze met een toren of kanon en ze ontsteken in woede! Als trage maar duurzame krijgers kun je ze het beste inzetten om treffers te incasseren."
"TID_CHARACTER_INFO_WALLBREAKER","Niets verwarmt het kille en ondode hart van een muurbreker meer dan het opblazen van muren. Een groepje van deze wezens zal de weg voor je grondeenheden vrijmaken, en dat doen ze met een flinke KNAL!"
"TID_CHARACTER_INFO_BALLOON","Deze gepromoveerde skeletten hebben hun plezier in het vernietigen van muren ingeruild voor het vernietigen van verdedigingswerken. Zet ze in om die rottige mortieren en kanonnen uit te schakelen!"
"TID_CHARACTER_INFO_WIZARD","De tovenaar is een angstaanjagende aanwezigheid op het slagveld. Combineer hem met een paar van zijn partners en vuur geconcentreerde bundels van vernietigende energie op land- of luchtdoelwitten af!"
"TID_CHARACTER_INFO_HEALER","Dit majestueuze wezen leeft om haar medetroepen te helpen en te beschermen. Elk leger wordt verbeterd met haar helende ondersteuning, maar zorg wel dat je haar verdedigt tegen luchtafweer!"
"TID_CHARACTER_INFO_DRAGON","De macht van de draken is in het hele land bekend. Deze geschubde luchtterreur kent geen genade en niets zal aan zijn vuurspuwende adem ontsnappen."
"TID_CHARACTER_INFO_PEKKA","Is P.E.K.K.A. een ridder? Een samoerai? Een robot? Niemand die het weet! P.E.K.K.A.'s pantser kan de sterkste aanvallen absorberen, maar is gevoelig voor elektriciteit."
"TID_CHARACTER_INFO_MINION","Dit vliegende monstertje komt voort uit duister-elixir. Gunstelingen zijn onzichtbaar voor de luchtmijnzoeker maar zijn wel kwetsbaar in onze wereld."
"TID_CHARACTER_INFO_RIDER","Na het woeste, springende varken te hebben getemd, straft de varkensruiter iedereen die zich achter hun zielige muren verschuilen! Deze krijgers lopen op duister-elixir en zijn nog nooit verslagen!"
"TID_CHARACTER_INFO_VALKYRIE","Deze fantastische krijgster weet hoe ze een tweehandige bijl moet gebruiken. Ze rent tussen naast elkaar gelegen gebouwen door en kan meerdere troepen of gebouwen met één houw aan flarden hakken!"
"TID_CHARACTER_INFO_GOLEM","De machtige golem is dol op schade! Als hij wordt vernietigd, splitst hij in twee delen. De golempjes die daaruit voortkomen, hebben 1/5 van de normale kracht en levenspunten van een golem."
"TID_BUTTON_CLAN_MAIL_SEND","Bericht sturen"
"TID_BUTTON_CLAN_MAIL_NEXT","Volgende bericht over:"
"TID_SPECIAL_PACK_BUILDER","Starterspakket"
"TID_BUILDING_TEXT_REQUEST","Verzoek"
"TID_ALLIANCE_DEFAULT_MAIL_MESSAGE","Opgelet clangenoten:"
"TID_ALLIANCE_MAIL_FAIL_COOLDOWN","Je moet even wachten voordat je opnieuw een bericht kunt versturen."
"TID_ATTACK_PERCENTAGE","Aanvallen gewonnen:"
"TID_DEFENCE_PERCENTAGE","Gewonnen verdedigingen:"
"TID_LEAGUE_LEADERBOARDS","Mijn divisie"
"TID_BUTTON_ROTATE_MORE","Rij draaien"
"TID_LOCAL_NOTIFICATION_LABORATORY_UPGRADE_DONE","<item> geüpgraded naar level <level>"
"TID_PLACED_AFTER_SHUFFLE_POPUP_TITLE","Je bent in een divisie geplaatst!"
"TID_PROMOTE_POPUP_TITLE","Je bent gepromoveerd!"
"TID_DEMOTE_POPUP_TITLE","O nee! Je bent gedegradeerd!"
"TID_LEAGUE_CHANGE_TEXT","Divisielevel: <league>"
"TID_LEAGUE_DROP_OUT_OF_LEAGUE","Je zit niet meer in een divisie."
"TID_LEAGUE_BRONZE1","Bronzen divisie I"
"TID_LEAGUE_BRONZE2","Bronzen divisie II"
"TID_LEAGUE_BRONZE3","Bronzen divisie III"
"TID_LEAGUE_CRYSTAL1","Kristallen divisie I"
"TID_LEAGUE_CRYSTAL2","Kristallen divisie II"
"TID_LEAGUE_CRYSTAL3","Kristallen divisie III"
"TID_LEAGUE_GOLD1","Gouden divisie I"
"TID_LEAGUE_GOLD2","Gouden divisie II"
"TID_LEAGUE_GOLD3","Gouden divisie III"
"TID_LEAGUE_MASTER1","Meestersdivisie I"
"TID_LEAGUE_MASTER2","Meestersdivisie II"
"TID_LEAGUE_MASTER3","Meestersdivisie III"
"TID_LEAGUE_SILVER1","Zilveren divisie I"
"TID_LEAGUE_SILVER2","Zilveren divisie II"
"TID_LEAGUE_SILVER3","Zilveren divisie III"
"TID_LEAGUE_CHAMPION","Kampioensdivisie"
"TID_LEAGUE_UNRANKED","Niet-geklasseerd"
"TID_LEAGUE_TITLE1","Je zit niet in een divisie!"
"TID_LEAGUE_TITLE2","Elk divisieseizoen duurt een maand. Val aan het begin van het seizoen het dorp van een willekeurige speler aan om je nieuwe divisie en buitbonus te zien."
"TID_NEXT_LEAGUE","Volgende divisie:"
"TID_LEAGUE_PASSED","Gepasseerd"
"TID_LEAGUE_SHUFLES","Seizoen eindigt over: <league_shufle_time>"
"TID_MATCH_VICTORY_BONUS","Max. buitbonus:"
"TID_LEAGUE_I","I"
"TID_LEAGUE_II","II"
"TID_LEAGUE_III","III"
"TID_LEAGUE_IV","IV"
"TID_LEAGUE_V","V"
"TID_LEAGUE_BRONZE","Brons"
"TID_LEAGUE_SILVER","Zilver"
"TID_LEAGUE_GOLD","Goud"
"TID_LEAGUE_CRYSTAL","Kristal"
"TID_LEAGUE_MASTER","Meester"
"TID_LEAGUE_BRONZE1_SHORT","Brons I"
"TID_LEAGUE_BRONZE2_SHORT","Brons II"
"TID_LEAGUE_BRONZE3_SHORT","Brons III"
"TID_LEAGUE_CRYSTAL1_SHORT","Kristal I"
"TID_LEAGUE_CRYSTAL2_SHORT","Kristal II"
"TID_LEAGUE_CRYSTAL3_SHORT","Kristal III"
"TID_LEAGUE_GOLD1_SHORT","Goud I"
"TID_LEAGUE_GOLD2_SHORT","Goud II"
"TID_LEAGUE_GOLD3_SHORT","Goud III"
"TID_LEAGUE_MASTER1_SHORT","Meester I"
"TID_LEAGUE_MASTER2_SHORT","Meester II"
"TID_LEAGUE_MASTER3_SHORT","Meester III"
"TID_LEAGUE_SILVER1_SHORT","Zilver I"
"TID_LEAGUE_SILVER2_SHORT","Zilver II"
"TID_LEAGUE_SILVER3_SHORT","Zilver III"
"TID_LEAGUE_CHAMPION_SHORT","Kampioen"
"TID_LEAGUE_INFO_REMEMBER","Werk je omhoog in de divisies voor een grotere buitbonus!"
"TID_LEAGUE_INFO_LOOT_BONUS","In de titanendivisie I is de maximale buitbonus:"
"TID_LEAGUE_INFO_LOOT_BONUS_PROMO","Als je in je nieuwe divisie een gevecht wint, kan dit je een buitbonus opleveren van:"
"TID_LEAGUES_LEAGUE_ORDER","Divisielevels"
"TID_LEAGUES_DIVISIONS","Divisies"
"TID_LEAGUES_I","I"
"TID_LEAGUES_II","II"
"TID_LEAGUES_III","III"
"TID_LEAGUES_IV","IV"
"TID_LEAGUES_V","V"
"TID_LEAGUES_GET_MORE_TROPHIES","Verzamel <number> trofeeën om in een divisie te komen"
"TID_LEAGUES_UNRANKED_AFTER_SHUFFLE","Het divisieseizoen is afgelopen. Val een dorp aan om in een nieuwe divisie te worden geplaatst!"
"TID_LEAGUE_DIVISIONS","Divisies"
"TID_BONUS","<percentage> bonus:"
"TID_HINT LOOT_BONUS","Wil je meer buit? Sluit je aan bij een divisie en ontvang een buitbonus voor elke succesvolle aanval!"
"TID_HINT LEAGUE_PLACEMENT","Als je voldoende trofeeën hebt, word je door een dorp aan te vallen automatisch in een divisie geplaatst."
"TID_HINT LEAGUE_PROMOTION","Verzamel meer trofeeën om naar een divisie van een hoger level te promoveren. Divisies van een hoger level leveren betere buitbonussen op!"
"TID_HINT LEAGUE_DEMOTION","Als je te veel trofeeën verliest, kun je naar een lagere divisie worden gedegradeerd. Vecht voor die trofeeën!"
"TID_HINT LEAGUE_SHUFFLING","Elk divisieseizoen duurt een maand."
"TID_HINT TOURNAMENT","De tellers voor clantoernooien en troependonaties worden elke maand opnieuw ingesteld."
"TID_LEAGUE_INFO_LOOT_BONUS3","Als je in een divisie zit, krijg je een buitbonus voor elke overwinning!"
"TID_LEAGUE_INFO_PLACEMENT_HEADLINE","Val een dorp van een speler aan om tot een divisie toe te treden."
"TID_LEAGUE_INFO_PLACEMENT","De hoeveelheid trofeeën na afloop van de strijd bepaalt je divisielevel."
"TID_HINT_LEAGUE_SHUFFLING2","Elk divisieseizoen duurt een maand."
"TID_BATTLE_LOG_OFFENSE","Aanvalslog"
"TID_BATTLE_LOG_DEFENSE","Verdedigingslog"
"TID_XP_TITLE_PUZZLEANDDRAGONS","Beroemd in Japan!"
"TID_XP_TEXT_PUZZLEANDDRAGONS","Het populairste spel van Japan komt eindelijk naar Nederland. Download het nu gratis in de App Store!"
"TID_XP_BUTTON_PUZZLEANDDRAGONS","Gratis"
"TID_ALLIANCE_MAIL_NOTIFICATION","Er is een nieuw bericht van je clan!"
"TID_REQUESTED_FROM_CLAN","Troepen ontvangen:"
"TID_XP_TITLE_UNLOCK_PUZZLEANDDRAGONS","Goed gedaan!"
"TID_XP_TEXT_UNLOCK_PUZZLEANDDRAGONS","Je kunt nu de Clash of Clans Dungeon in Puzzle & Dragons ontgrendelen! Druk op de onderstaande knop om het spel te openen en te ontgrendelen."
"TID_XP_BUTTON_UNLOCK_PUZZLEANDDRAGONS","Ontgrendel"
"TID_NEWS_UPDATE_INFO_TITLE","De legende van de laatste lavapup"
"TID_NEWS_UPDATE_INFO_TEXT","Het legendarische verhaal van de lavapup die van geen ophouden wist. Geïnspireerd op een waargebeurd Clash-verhaal van CamaroBro."
"TID_BUILDING_DARK_TOWER","Infernotoren"
"TID_ATTACK_WON","Je hebt gewonnen"
"TID_ATTACK_LOST","Je hebt verloren"
"TID_ALLIANCE_DEFAULT_TROOP_REQUEST_MESSAGE","Ik heb versterkingen nodig"
"TID_PURCHASE_LIMIT_TITLE","Aankoop bevestigen"
"TID_PURCHASE_LIMIT_TEXT","Om ongewenste aankopen te voorkomen, kun je weer aankopen doen over:"
"TID_PURCHASE_LIMIT_CONFIRM","Typ '<CONFIRM>' en druk op OK om een <ITEM> voor <PRICE> te kopen."
"TID_ERROR_POP_UP_PERSONAL_BREAK_TITLE","Persoonlijke onderbreking"
"TID_ERROR_POP_UP_PERSONAL_BREAK","Dorpelingen hebben een korte pauze nodig, omdat ze te lang zonder schild zijn geweest."
"TID_ERROR_POP_UP_PERSONAL_BREAK_BUTTON","Herladen"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION","Infernotoren is nu geladen!"
"TID_DARKTOWER_AMMO_ALREADY_FULL","Infernotoren is volledig geladen!"
"TID_ARTILLERY_AMMO_FILL_CONFIRMATION","De adelaarsartillerie is nu geladen!"
"TID_ARTILLERY_AMMO_ALREADY_FULL","De adelaarsartillerie is volledig geladen!"
"TID_PERSONAL_BREAK_ATTACK_DISABLED","Je moet wachten tot na je persoonlijke onderbreking om een aanval te kunnen starten."
"TID_PERSONAL_BREAK_STARTED","Je bent al te lang zonder schild, dus je wordt er een paar minuten vanaf geknikkerd."
"TID_ALLIANCE_JOIN_CLAN","Sluit je aan bij een clan of richt er eentje op om sterker te worden.\n\nClangenoten helpen elkaar en sturen versterkingen en spreuken."
"TID_BUTTON_APPBANK","AppBank-gids"
"TID_INVALID_DESCRIPTION","Ongeldige beschrijving! Probeer een andere."
"TID_TITLE_REQUEST_TROOPS","Versterkingen vragen"
"TID_TITLE_CLAN_MAIL_SEND","Bericht versturen"
"TID_SPEED_UP_TROOP_REQUEST_HEADER","Vraag nu!"
"TID_SPEED_UP_TROOP_REQUEST_TEXT","Wil je niet wachten en nu gelijk om versterkingen vragen?"
"TID_TROOP_REQUEST_SPEED_UP_SUCCESS","Clankasteel klaar voor verzoek om versterkingen!"
"TID_BUTTON_SPEED_UP_REQUEST_TROOPS","Vraag nu!"
"TID_FREEZE_SPELL","Vriesspreuk"
"TID_FREEZE_SPELL_INFO","Houd het hoofd koel als het er heet aan toegaat!\n\nDe vriesspreuk verstuurt een cryogene stoot die vijandelijke troepen tijdelijk bevriest en verdedigingswerken binnen zijn straal uitschakelt."
"TID_POPUP_REVENGE_CLEAR_TITLE","Wraak"
"TID_POPUP_REVENGE_CLEAR","Je kunt maar één keer voor elke aanval wraak nemen. Ben je er klaar voor?"
"TID_SPELL_TIME","Spreukduur: <number> seconden"
"TID_TROOP_REQUEST_SPEED_UP_FAILED_FULL","Het clankasteel is al vol!"
"TID_HINT_SPELL_JUMP_DURATION","Upgrade de sprongspreuk om je troepen sneller over muren te laten springen."
"TID_HINT_SPELL_FREEZE","De vriesspreuk voorkomt dat gebouwen en troepen binnen het bereik van de spreuk zich kunnen verdedigen."
"TID_HINT_SPELL_FREEZE_DURATION","Upgrade de vriesspreuk om verdedigingswerken en troepen langer uit te schakelen."
"TID_HINT_INFERNO_TOWER_TARGETS_1","Als de infernotoren op eenheden gericht blijft, kan deze vernietigende schade aanrichten."
"TID_HINT_INFERNO_TOWER_TARGETS_2","De hoeveelheid schade die de infernotoren toebrengt wordt opnieuw ingesteld wanneer de toren van doelwit wisselt."
"TID_HINT_INFERNO_TOWER_AMMO","De infernotoren verbrandt duister-elixir om te vlammen. Zorg dat de toren altijd genoeg heeft!"
"TID_HINT_ACCOUNT_SECURITY_1","Geef je Game Center-wachtwoord nooit aan anderen."
