"TID","PT"
"TID_HINT_BOOST_SPELLS","Você pode acelerar a velocidade de produção da fábrica de feitiços usando gemas."
"TID_HINT_BOOST_TRAINING","Você pode acelerar a velocidade de treinamento dos quartéis usando gemas."
"TID_HINT_USE_SPELLS","Os feitiços têm um grande efeito sob o desfecho das batalhas. Não se esqueça de usá-los!"
"TID_HINT_DARK_ELIXIR_USAGE","Você pode usar o elixir negro para convocar os heróis mais poderosos do reino!"
"TID_HINT_DARK_ELIXIR_BUILDINGS","O elixir negro pode ser armazenado e produzido a partir do nível 7 do Centro da Vila, assim como as tropas de elixir negro!"
"TID_HINT_DARK_ELIXIR_LOOT","Você poderá começar a saquear elixir negro assim que construir um depósito."
"TID_HINT HEROES_USE","O herói pode atacar as vilas inimigas ou proteger sua vila contra os ataques inimigos."
"TID_HINT HEROES_DIE","Heróis são imortais, mas podem ser feridos e devem ser curados antes que possam lutar novamente."
"TID_HINT HEROES_REGENERATE","Cure seu herói deixando-o dormir ou usando o botão Curar."
"TID_HINT HERO_BARBARIAN_KING","O Rei Bárbaro é o mais forte de todos. Seu consumo de elixir negro o tornou maior que os Gigantes."
"TID_HINT HERO_ARCHER_QUEEN","A Rainha Arqueira é uma guerreira com olhos de águia que carrega uma X-Besta em miniatura personalizada."
"TID_BUTTON_FBPAGE","Últimas atualizações"
"TID_BUILDING_SPELL_FORGE","Fábrica de Feitiços"
"TID_SPELL_FORGE_INFO","A fábrica de feitiços abriga os Magos veteranos que se saem melhor criando armas mágicas do que combatendo na linha de frente. Use seus poderosos feitiços de ataque para virar a batalha em seu favor!"
"TID_OTHER_SPELL_LEFT","Selecione outro feitiço."
"TID_ALL_SPELLS_USED","Nenhum feitiço restante."
"TID_TRAIN_SPELL_STORAGE_FULL","O limite de feitiços foi atingido!"
"TID_TRAIN_SPELL_STORAGE_FULL_INFO","Melhore a fábrica de feitiços e aumente sua capacidade."
"TID_SPELLS_INSIDE","Limite usado de armazenamento de feitiços: <number> / <number2>"
"TID_SPELL_CAPACITY_AFTER_TRAIN","Limite de armazenamento de feitiços depois de preparados:"
"TID_SPELL_STORAGE_CAPACITY","Limite de armazenamento de feitiços: <number>"
"TID_SPELL_DAMAGE","Dano total: <number>"
"TID_INFO_FORGING_TIME","Tempo de preparação:"
"TID_FORGE_COST","Custo: <number> <resource>"
"TID_SPELL_SPEED_UP_SUCCESS","Feitiço preparado!"
"TID_NOT_ENOUGH_SPELL_STORAGE","O armazenamento de feitiços atingiu a capacidade máxima!"
"TID_LIGHTNING_STORM","Feitiço de Relâmpago"
"TID_HEALING_WAVE","Feitiço de Cura"
"TID_HASTE","Feitiço de Fúria"
"TID_HASTE_DAMAGE","Aumento de dano: <number>%"
"TID_REQUIRED_SPELL_FORGE_LEVEL","Fábrica de feitiços de nível <number> necessária."
"TID_UNLOCK_SPELL_FORGE_SPELL","Desbloqueia: <name>."
"TID_POPUP_UPGRADE_ALREADY_IN_PROGRESS","Melhoria em andamento"
"TID_TIP_SPELL_FORGE","Prepare feitiços poderosos para usar no atacar."
"TID_POPUP_FORGE_TITLE","Preparar feitiços <limit>"
"TID_CANCLE_TRAINING_INFO","Atenção! Remover tropas da fila reembolsará apenas <number>% do custo."
"TID_CANCLE_SPELL_INFO","Atenção! Remover feitiços da fila reembolsará apenas <number>% do custo."
"TID_HASTE_SPEED","Aumento de velocidade: <number>"
"TID_INFO_EFFECT_TYPE","Tipo de efeito:"
"TID_TOTAL_HEAL","Cura total: <number>"
"TID_REPLAY_BUTTON_FAIL","O replay não está mais disponível!"
"TID_ACHIEVEMENT_CHALLENGE_BUTTON","Desafiar amigos"
"TID_NAME_INSTRUCTIONS","Escolha bem o nome. Ele será exibido para outros jogadores e não será possível alterá-lo depois!"
"TID_BUTTON_REPLAY","Replay"
"TID_BUTTON_WATCH","Assistir"
"TID_REPLAY_TIME","O replay termina em:"
"TID_GC_CHALLENGE","Desafiar amigos"
"TID_GC_NOCHALLENGE","Abrir conquistas"
"TID_POPUP_HEADER_ABOUT_TO_SPEED_UP","Concluir agora!"
"TID_POPUP_SPEED_UP_UPGRADE","Quer concluir a melhoria de <item>?"
"TID_POPUP_SPEED_UP_CONSTRUCTION","Quer concluir a construção de <item>?"
"TID_POPUP_SPEED_UP_UPGRADE_SLOWDOWN","A melhoria de <item> está atrasando o treino das tropas. Quer terminá-la agora?"
"TID_POPUP_SPEED_UP_CONSTRUCTION_SLOWDOWN","A construção de <item> está atrasando o treino das tropas. Quer terminá-la agora?"
"TID_POPUP_SPEED_UP_BOOSTER_UPGRADE","Quer concluir a melhoria de <item> com <booster>?"
"TID_POPUP_SPEED_UP_BOOSTER_CONSTRUCTION","Quer concluir a construção de <item> com <booster>?"
"TID_POPUP_SPEED_UP_BOOSTER_UPGRADE_SLOWDOWN","A melhoria de <item> está atrasando o treino das tropas. Quer terminá-la agora por <booster>?"
"TID_POPUP_SPEED_UP_BOOSTER_CONSTRUCTION_SLOWDOWN","A construção de <item> está atrasando o treino das tropas. Quer terminá-la agora por <booster>?"
"TID_BUTTON_CREATE_SPELL","Preparar"
"TID_REVENGE_NOT_AVAILABLE","Vingança não disponível."
"TID_REPLAY_NOT_AVAILABLE","Replay não disponível."
"TID_RESTART_REPLAY_BUTTON","Reiniciar"
"TID_REPLAY_REPLAY","Replay"
"TID_REPLAY_SPEED","Velocidade do replay:"
"TID_REPLAY_PLAY_AGAIN","Ver novamente"
"TID_UPGRADE_FINISH_NOW","Concluir melhoria:"
"TID_FINISH_SPELL","Concluir agora:"
"TID_TARGET_ALREADY_IN_ALLIANCE","O jogador já está em um clã."
"TID_LIGHTNING_STORM_INFO","Eletrocute os inimigos com raios!\n\nLance este feitiço na vila inimiga para destruir estruturas dentro de uma área pequena."
"TID_HEALING_WAVE_INFO","Cure suas tropas para mantê-las na luta!\n\nLance o feitiço para criar um anel de cura. As unidades serão curadas enquanto estiverem dentro do anel."
"TID_HASTE_INFO","Enfureça as unidades para torná-las maiores, mais rápidas e mais fortes!\n\nUse o feitiço para criar um anel de fúria! Suas unidades ganharão velocidade e poder de ataque dentro do anel."
"TID_COMING_SOON","Em breve..."
"TID_UNIT_STORAGE_CAPACITY_ALL","Capacidade total de tropas: <number>"
"TID_TOTAL_CAPACITY_AFTER_TRAIN","Capacidade de tropas após treinamento:"
"TID_BUILDING_TEXT_RESEARCH","Pesquisar"
"TID_IF_LOST","Derrota:"
"TID_POPUP_HEADER_ABOUT_TO_CANCEL_SPELL","Tem certeza?"
"TID_POPUP_ABOUT_TO_CANCEL_SPELL","Cancelar feitiços na fila reembolsará apenas <number>% do custo."
"TID_ALLIANCE_REJECT_DEFAULT_MESSAGE","Desculpe-nos, mas decidimos não permitir sua entrada no clã."
"TID_ALLIANCE_REJECT_MESSAGE_TITLE","Recusar <name>"
"TID_KICK_DEFAULT_MESSAGE","Desculpe-nos, mas decidimos expulsar você do clã."
"TID_KICK_MESSAGE_TITLE","Expulsar <name>?"
"TID_KICKED_FROM_ALLIANCE","Expulsaram você do clã: <msg>"
"TID_CLAN_CASTLE_TROOPS_INSIDE","Reforços:"
"TID_ALLIANCE_CREATE_TROPHY_COUNT","Mín. de troféus:"
"TID_ALLIANCE_SCORE_LIMIT_NONE","0"
"TID_CLAN_MINIMUM_TROPHYS","Troféus necessários:"
"TID_STREAM_EVENT_ACCEPTED","foi aceito no clã por <name>."
"TID_STREAM_EVENT_DEMOTED","foi rebaixado por <name>."
"TID_STREAM_EVENT_PROMOTED","recebeu promoção de <name>."
"TID_STREAM_EVENT_JOINED","entrou no clã."
"TID_STREAM_EVENT_KICKED","foi expulso do clã por <name>."
"TID_STREAM_EVENT_LEFT","saiu do clã."
"TID_FEEDBACK_BUTTON1","Problema na compra"
"TID_FEEDBACK_BUTTON2","Problema na conexão"
"TID_FEEDBACK_BUTTON3","Outro problema"
"TID_FEEDBACK_BUTTON4","Comentários"
"TID_FEEDBACK_MAIL_TEXT","\n\n\n---------NÃO APAGAR!---------\n<tags>\n------------------------------\n"
"TID_CLAN_JOIN_FAIL_CLOSED","O clã é fechado!"
"TID_CLAN_JOIN_FAIL_ALREADY_SENT","Aguarde antes de enviar outro pedido de entrada para este clã!"
"TID_CLAN_JOIN_FAIL_NO_SCORE","Você não tem troféus suficientes para entrar para este clã!"
"TID_CLAN_JOIN_FAIL_ALREADY_IN_CLAN","Você já está em um clã!"
"TID_CLAN_JOIN_FAIL_FULL","O clã está cheio!"
"TID_CLAN_JOIN_FAIL_GENERIC","Não é possível entrar para o clã!"
"TID_CLAN_JOIN_FAIL_TOO_MANY_PENDING_REQUESTS","Impossível entrar para o clã neste momento. Tente de novo mais tarde."
"TID_REPORT_PLAYER_BUTTON","Denunciar"
"TID_PLAYER_REPORTED_SUCCESSFULLY","Jogador denunciado!"
"TID_PLAYER_ALREADY_REPORTED","Você já denunciou este jogador!"
"TID_TOO_MANY_REPORTS_SENT","Você ultrapassou o limite de denúncias diárias!"
"TID_CONFIRM_MERGE","Tem certeza?"
"TID_CONFIRM_ARE_YOU_SURE","Tem certeza de que deseja excluir a vila atual e substituí-la por:"
"TID_CONFIRM_CONFIRM","Digite \q<confirmword>\q e pressione o botão OK para concluir a ação."
"TID_BUTTON_CONFIRM","Ok"
"TID_CHAT_UNAVAILABLE","Bate-papo não disponível!"
"TID_CHAT_BANNED_REASON","Outros jogadores denunciaram você por comentários inadequados."
"TID_CHAT_BANNED_PERIOD_OF","Silenciaram você no bate-papo global por:"
"TID_CHAT_INFO","Para denunciar comportamento inapropriado, toque na mensagem ofensiva e selecione \qDenunciar\q."
"TID_CHAT_WELCOME","Este é o bate-papo global.\n\nTrate os outros com educação e respeito. Comportamento ofensivo não será tolerado.\n\nNão compartilhe dados confidenciais, como e-mail, número de telefone, endereço e senhas!"
"TID_CONFIRM_WORD","CONFIRMAR"
"TID_CHAT_FAIL_BANNED","Você foi silenciado temporariamente no bate-papo global."
"TID_CHAT_JUST_BANNED","Outros jogadores denunciaram você por comentários inadequados. Você foi silenciado no bate-papo global."
"TID_ATTACK_COOLDOWN_AFTER_MAINTENANCE","O ataque a outros jogadores foi desativado temporariamente!"
"TID_BUILDING_BOW","X-Besta"
"TID_BOW_INFO","A X-Besta dispara flechas místicas com um poder assustador. Carregue-a com elixir, e ela funcionará de forma automágica. Você pode configurá-la para alvejar unidades terrestres a longa distância ou todos os alvos mais próximos."
"TID_BUTTON_LOAD","Carregar"
"TID_BUTTON_ATTACK_MODE_AIR","Aéreo"
"TID_BUTTON_ATTACK_MODE_GROUND","Terrestre"
"TID_BUTTON_ATTACK_MODE_AIR_AND_GROUND","Aéreo e terrestre"
"TID_AMMO_ALREADY_FULL","A X-Besta está totalmente carregada!"
"TID_ALLIANCE_BUTTON_SEARCH","Buscar"
"TID_ALLIANCE_SEARCH","Buscar clãs:"
"TID_ALLIANCE_SEARCH_HINT","Digite o nome ou a tag do clã."
"TID_ALLIANCE_TAB_NAME","Buscar clãs"
"TID_BUILDING_TEXT_LOW_AMMO","Munição Baixa"
"TID_BUILDING_TEXT_NO_AMMO","Vazio"
"TID_JUMP_SPELL","Feitiço de Salto"
"TID_AMMO_FILL_CONFIRMATION","A X-Besta está carregada!"
"TID_CLAN_SEARCH_RESULTS","Exibindo os resultados da busca para \q<name>\q."
"TID_CLAN_SEARCH_NO_RESULTS","Nenhum resultado encontrado."
"TID_TRAP_HALLOWEENBOMB","Bomba Abóbora"
"TID_TRAP_HALLOWEENBOMB_INFO","Bu! Esta bomba horripilante está disponível por tempo limitado."
"TID_BUTTON_RETRY","Tentar de novo"
"TID_SEARCH_STATUS","Buscando oponentes..."
"TID_ATTACK_FAIL_GENERIC","Não foi possível atacar a vila! Tente novamente mais tarde."
"TID_BUTTON_BOOST","Acelerar"
"TID_POPUP_HEADER_ABOUT_TO_BOOST","Acelere a produção!"
"TID_POPUP_BOOST_GOLD_MINE","Dobrar a produção de ouro por <time>?"
"TID_POPUP_BOOST_ELIXIR_COLLECTOR","Dobrar a produção de elixir por <time>?"
"TID_POPUP_BOOST_BARRACKS","Acelerar a velocidade de treino de tropas em <multiplier>x por <time>?"
"TID_POPUP_BOOST_SPELL_FACTORY","Acelerar a velocidade de preparo de feitiços em <multiplier>x por <time>?"
"TID_POPUP_BOOST_BARRACKS_AND_SPELLS","Acelerar a velocidade de treino de tropas e preparação de feitiços em <multiplier>x por <time>?"
"TID_ALREADY_BOOSTED","A produção desta construção já foi acelerada!"
"TID_BOOST_LEFT","Aceleração restante:"
"TID_BUILDING_TEXT_CREATE_SPELL","Preparar"
"TID_DECORATION_PEKKA_STATUE","Estátua da P.E.K.K.A."
"TID_CANCEL_BOOST_CONFIRMATION_TITLE","Parar aceleração?"
"TID_CANCEL_BOOST_CONFIRMATION","Melhorar esta construção interromperá a aceleração. Tem certeza?"
"TID_XMAS_SPELL","Surpresa do Noel"
"TID_XMAS_SPELL_INFO","Peça o melhor presente de todos ao Papai Noel: uma torrente de destruição para os inimigos!"
"TID_OBSTACLE_XMASTREE","Árvore de Natal"
"TID_NEXT_REQUEST","Próximo pedido:"
"TID_CASTLE_FULL","Castelo cheio"
"TID_BARBARIAN_KING","Rei Bárbaro"
"TID_BARBARIAN_KING_INFO","O Rei Bárbaro é o Bárbaro mais durão e cruel de todo o reino, cujo apetite pelo elixir negro o fez crescer como gigante. Ele pode atacar vilas inimigas ou proteger a sua."
"TID_HERO_INSTRUCTIONS","Esta caçadora graciosa é mestre em força destrutiva, embora possua pouca energia. Ela atira nos alvos que entram em seu território ao defender, pode evocar furtividade e causar danos terríveis ao atacar, depois do desbloqueio da habilidade do manto real!"
"TID_ARCHER_QUEEN","Rainha Arqueira"
"TID_ARCHER_QUEEN_INFO","A Rainha Arqueira é uma guerreira com olhos de águia que carrega uma X-Besta em miniatura personalizada que poucos homens ousam manusear. Ela pode atacar vilas inimigas ou proteger sua vila."
"TID_DARK_ELIXIR","Elixir Negro"
"TID_RESOURCE_CAP_FULL_DARK_ELIXIR","Construa mais depósitos de elixir negro ou melhore os já existentes!"
"TID_BUILDING_DARK_ELIXIR_PUMP","Broca de Elixir Negro"
"TID_BUTTON_HERO_PATROL","Dormir"
"TID_BUTTON_HERO_SLEEP","Proteger"
"TID_DARK_ELIXIR_PUMP_INFO","Nossos alquimistas finalmente descobriram uma maneira de extrair elixir negro puro, a forma mais rara dessa substância mágica."
"TID_BUILDING_DARK_ELIXIR_STORAGE","Depósito de Elixir Negro"
"TID_DARK_ELIXIR_STORAGE_INFO","O poder do elixir negro não pôde ser contido num tanque normal de elixir. Como é três vezes mais poderoso, tivemos que inventar uma forma cúbica de armazenagem!"
"TID_DONATED_TO_CLAN","Tropas doadas:"
"TID_DARK_ELIXIR_SHOP_PACK","<number> unidades de elixir negro"
"TID_RESOURCE_PACK_DARK_ELIXIR_FULL","Encher depósitos de elixir negro"
"TID_RESOURCE_PACK_DARK_ELIXIR_10","Encher depósitos +10%"
"TID_RESOURCE_PACK_DARK_ELIXIR_50","Encher depósitos +50%"
"TID_XBOW_LOADING_COST","Custo de carregamento: <number> <resource>"
"TID_SPEED_UP_HERO_HEALTH_HEADER","Curar agora!"
"TID_SPEED_UP_HERO_HEALTH_TEXT","Quer curar totalmente <item>?"
"TID_BUTTON_ENERGIZE","Curar"
"TID_POPUP_BOOST_DARK_ELIXIR_COLLECTOR","Dobrar a produção de elixir negro por <time>?"
"TID_FULLY_LOADED","Totalmente carregado"
"TID_SHIELD_SCORE_LIMIT","Não disponível acima de <number> troféus."
"TID_SHOP_NEW_ITEM","Novo"
"TID_BUTTON_LOCAL_HIGHSCORE","Local"
"TID_BUTTON_GLOBAL_HIGHSCORE","Global"
"TID_TRAP_AIR","Bomba Aérea"
"TID_TRAP_AIR_INFO","A mais nova invenção para o controle de pestes voadoras. Esta armadilha pode destruir unidades aéreas em áreas reduzidas."
"TID_TRAP_AIR_MEGA","Mina Aérea Guiada"
"TID_TRAP_AIR_MEGA_INFO","É um pássaro? É um avião? Não faz diferença, porque a mina aérea guiada explode tudo pelos ares. Esta armadilha causa danos devastadores a uma única unidade aérea."
"TID_LOCAL_NOTIFICATION_HERO_HAS_FULL_HEALTH","<name> já pode lutar novamente!"
"TID_INFO_POP_UP_IAP_NOTE_TITLE","Compras no aplicativo"
"TID_INFO_POP_UP_IAP_NOTE","Clash of Clans é grátis para jogar, mas alguns itens podem ser adquiridos com dinheiro de verdade. Para desativar isso, desabilite as compras no aplicativo nas configurações do seu dispositivo. Você deve ter 13 anos ou mais."
"TID_INFO_POP_UP_IAP_NOTE_ANDROID","O Clash of Clans é grátis para jogar, mas você pode acelerar seu progresso com compras no aplicativo. Para desativar essa opção, defina uma proteção de senha para as compras nas configurações do aplicativo no Google Play. Você deve ter 13 anos ou mais para jogar."
"TID_INFO_POP_UP_IAP_NOTE_KUNLUN","Clash of Clans é grátis para jogar, mas você pode acelerar seu progresso com compras no aplicativo."
"TID_INFO_POP_UP_IAP_NOTE_BUTTON","Ok"
"TID_NEW_CLAN_MEMBER","Novo"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_SCORES","Não é possível localizar os placares locais de sua região."
"TID_LOCAL_NOTIFICATION_YOUR_ARMY_IS_READY","Suas tropas estão prontas para a batalha!"
"TID_DARK_ELIXIR_BARRACK","Quartel Negro"
"TID_DARK_ELIXIR_BARRACK_INFO","O quartel negro abre caminho para criaturas oriundas do elixir negro. Melhore-o para desbloquear mais tropas com habilidades de batalha exclusivas."
"TID_WARRIORGIRL","Valquíria"
"TID_BOARRIDER","Corredor"
"TID_GARGOYLE","Servo"
"TID_GOLEM","Golem"
"TID_LABORATORY_UPGRADING","Melhorando:"
"TID_LABORATORY_HINT","Selecione o que deseja melhorar."
"TID_LABORATORY_HINT2","Deslize a tela para ver a lista completa de melhorias."
"TID_POPUP_UPGRADE_NOT_AVAILABLE_TITLE","<character> nível <number>"
"TID_BUTTON_SELECT_MORE","Selec. fila"
"TID_SINGLE_PLAYER_AVAILABLE_LOOT","Saque disponível:"
"TID_CHARACTER_INFO_BARBARIAN","Este destemido herói conta com seus músculos e seu notável bigode para causar estragos nas vilas inimigas. Libere uma horda de Bárbaros e curta o caos!"
"TID_CHARACTER_INFO_ARCHER","Estas atiradoras de elite mantêm a distância no campo de batalha e na vida. Nada as deixa mais satisfeitas do que derrubar obstinadamente seus alvos."
"TID_CHARACTER_INFO_GOBLIN","Estas criaturinhas irritantes só pensam em uma coisa: SAQUE! Elas são mais rápidas que a armadilha de mola, e sua sede de recursos é insaciável."
"TID_CHARACTER_INFO_GIANT","Estes grandalhões podem parecer calmos, mas coloque-os na frente de uma torre ou canhão, e sua fúria será desencadeada. Lentos, porém duráveis, esses guerreiros são ideais para absorver dano."
"TID_CHARACTER_INFO_WALLBREAKER","Nada aquece o coração frio e sem vida de um Destruidor de Muros quanto explodir paredes. Um esquadrão de destruidores abrirá caminho para suas unidades terrestres com ESTRONDO!"
"TID_CHARACTER_INFO_BALLOON","Estes esqueletos promovidos trocaram a diversão de destruir muros pela alegria de destruir defesas. Mobilize-os para eliminar morteiros e canhões!"
"TID_CHARACTER_INFO_WIZARD","O Mago é uma presença amedrontadora no campo de batalha. Junte alguns deles e lance golpes concentrados de destruição em qualquer coisa, seja na terra ou no ar!"
"TID_CHARACTER_INFO_HEALER","Esta majestosa criatura vive para proteger e ajudar seus companheiros. Qualquer exército ganha vantagem com seu poder de cura, mas não se esqueça de protegê-la das defesas aéreas!"
"TID_CHARACTER_INFO_DRAGON","A força dos dragões é conhecida em toda a terra. Este terror escamoso dos céus não tem misericórdia, e nada consegue escapar das chamas de seu sopro."
"TID_CHARACTER_INFO_PEKKA","P.E.K.K.A é uma amazona? Samurai? Robô? Ninguém sabe! Sua armadura absorve o mais forte dos golpes."
"TID_CHARACTER_INFO_MINION","Esta praga alada surgiu do elixir negro. Indetectáveis pela mina aérea guiada, os Servos se materializam com facilidade, mas são frágeis em nosso mundo."
"TID_CHARACTER_INFO_RIDER","Tendo domado o feroz porco saltador, o Corredor castiga aqueles que se escondem por trás de muros indefesos. Fortalecidos pelo elixir negro, estes guerreiros nunca conheceram a derrota!"
"TID_CHARACTER_INFO_VALKYRIE","Uma mestre do machado de duas mãos, esta guerreira gloriosa corre entre as construções próximas e pode despedaçar várias tropas ou construções ao mesmo tempo com o seu golpe de turbilhão!"
"TID_CHARACTER_INFO_GOLEM","O poderoso Golem adora absorver dano! Quando destruído, ele explode e divide-se em dois. Os Golemitas resultantes têm um quinto da força e dos pontos de vida do original."
"TID_BUTTON_CLAN_MAIL_SEND","Enviar mensagem"
"TID_BUTTON_CLAN_MAIL_NEXT","Próxima mensagem em:"
"TID_SPECIAL_PACK_BUILDER","Pacote Inicial"
"TID_BUILDING_TEXT_REQUEST","Pedir"
"TID_ALLIANCE_DEFAULT_MAIL_MESSAGE","Atenção, membros do clã:"
"TID_ALLIANCE_MAIL_FAIL_COOLDOWN","Aguarde antes de enviar uma mensagem novamente."
"TID_ATTACK_PERCENTAGE","Ataques ganhos:"
"TID_DEFENCE_PERCENTAGE","Defesas vencidas:"
"TID_LEAGUE_LEADERBOARDS","Minha Liga"
"TID_BUTTON_ROTATE_MORE","Girar fila"
"TID_LOCAL_NOTIFICATION_LABORATORY_UPGRADE_DONE","Melhoria concluída: <item> nível <level>."
"TID_PLACED_AFTER_SHUFFLE_POPUP_TITLE","Você está participando de uma liga!"
"TID_PROMOTE_POPUP_TITLE","Você foi promovido!"
"TID_DEMOTE_POPUP_TITLE","Ah, não! Você foi rebaixado!"
"TID_LEAGUE_CHANGE_TEXT","Nível da liga: <league>"
"TID_LEAGUE_DROP_OUT_OF_LEAGUE","Você não está mais em uma liga."
"TID_LEAGUE_BRONZE1","Liga de Bronze I"
"TID_LEAGUE_BRONZE2","Liga de Bronze II"
"TID_LEAGUE_BRONZE3","Liga de Bronze III"
"TID_LEAGUE_CRYSTAL1","Liga de Cristal I"
"TID_LEAGUE_CRYSTAL2","Liga de Cristal II"
"TID_LEAGUE_CRYSTAL3","Liga de Cristal III"
"TID_LEAGUE_GOLD1","Liga de Ouro I"
"TID_LEAGUE_GOLD2","Liga de Ouro II"
"TID_LEAGUE_GOLD3","Liga de Ouro III"
"TID_LEAGUE_MASTER1","Liga de Mestres I"
"TID_LEAGUE_MASTER2","Liga de Mestres II"
"TID_LEAGUE_MASTER3","Liga de Mestres III"
"TID_LEAGUE_SILVER1","Liga de Prata I"
"TID_LEAGUE_SILVER2","Liga de Prata II"
"TID_LEAGUE_SILVER3","Liga de Prata III"
"TID_LEAGUE_CHAMPION","Liga de Campeões"
"TID_LEAGUE_UNRANKED","Sem posição"
"TID_LEAGUE_TITLE1","Você não está em uma liga!"
"TID_LEAGUE_TITLE2","Cada temporada de liga dura um mês. Ao iniciar a temporada, ataque a vila de qualquer jogador para ver sua nova liga e seu bônus de saque."
"TID_NEXT_LEAGUE","Próxima liga:"
"TID_LEAGUE_PASSED","Passou"
"TID_LEAGUE_SHUFLES","Temporada termina em: <league_shufle_time>"
"TID_MATCH_VICTORY_BONUS","Bônus de saque máximo:"
"TID_LEAGUE_I","I"
"TID_LEAGUE_II","II"
"TID_LEAGUE_III","III"
"TID_LEAGUE_IV","IV"
"TID_LEAGUE_V","V"
"TID_LEAGUE_BRONZE","Bronze"
"TID_LEAGUE_SILVER","Prata"
"TID_LEAGUE_GOLD","Ouro"
"TID_LEAGUE_CRYSTAL","Cristal"
"TID_LEAGUE_MASTER","Mestre"
"TID_LEAGUE_BRONZE1_SHORT","Bronze I"
"TID_LEAGUE_BRONZE2_SHORT","Bronze II"
"TID_LEAGUE_BRONZE3_SHORT","Bronze III"
"TID_LEAGUE_CRYSTAL1_SHORT","Cristal I"
"TID_LEAGUE_CRYSTAL2_SHORT","Cristal II"
"TID_LEAGUE_CRYSTAL3_SHORT","Cristal III"
"TID_LEAGUE_GOLD1_SHORT","Ouro I"
"TID_LEAGUE_GOLD2_SHORT","Ouro II"
"TID_LEAGUE_GOLD3_SHORT","Ouro III"
"TID_LEAGUE_MASTER1_SHORT","Mestres I"
"TID_LEAGUE_MASTER2_SHORT","Mestres II"
"TID_LEAGUE_MASTER3_SHORT","Mestres III"
"TID_LEAGUE_SILVER1_SHORT","Prata I"
"TID_LEAGUE_SILVER2_SHORT","Prata II"
"TID_LEAGUE_SILVER3_SHORT","Prata III"
"TID_LEAGUE_CHAMPION_SHORT","Campeão"
"TID_LEAGUE_INFO_REMEMBER","Avance nas ligas para ganhar mais bônus de saque!"
"TID_LEAGUE_INFO_LOOT_BONUS","Na Liga de Titãs I, o bônus de saque máximo é:"
"TID_LEAGUE_INFO_LOOT_BONUS_PROMO","Nesta liga, vencer uma batalha rende bônus de saque de até:"
"TID_LEAGUES_LEAGUE_ORDER","Níveis de liga"
"TID_LEAGUES_DIVISIONS","Divisões"
"TID_LEAGUES_I","I"
"TID_LEAGUES_II","II"
"TID_LEAGUES_III","III"
"TID_LEAGUES_IV","IV"
"TID_LEAGUES_V","V"
"TID_LEAGUES_GET_MORE_TROPHIES","Junte <number> troféus para entrar em uma liga"
"TID_LEAGUES_UNRANKED_AFTER_SHUFFLE","A temporada da liga terminou. Ataque qualquer vila para entrar em uma nova liga!"
"TID_LEAGUE_DIVISIONS","Divisões"
"TID_BONUS","Bônus de <percentage>:"
"TID_HINT LOOT_BONUS","Quer mais saque? Entre para uma liga e ganhe bônus da liga por cada ataque vitorioso!"
"TID_HINT LEAGUE_PLACEMENT","Se você tiver troféus suficientes, entrará automaticamente para uma liga ao atacar qualquer vila."
"TID_HINT LEAGUE_PROMOTION","Ganhe mais troféus e avance de liga. As ligas mais avançadas concedem melhores bônus!"
"TID_HINT LEAGUE_DEMOTION","Se perder muitos troféus, você poderá ser rebaixado de liga. Defenda seus troféus!"
"TID_HINT LEAGUE_SHUFFLING","Cada temporada da liga dura um mês."
"TID_HINT TOURNAMENT","O torneio de clãs e a doação de tropas são reiniciados mensalmente."
"TID_LEAGUE_INFO_LOOT_BONUS3","Participar de uma liga garante bônus por cada vitória."
"TID_LEAGUE_INFO_PLACEMENT_HEADLINE","Ataque qualquer vila para entrar em uma liga."
"TID_LEAGUE_INFO_PLACEMENT","A contagem de troféus após a partida determina o nível da liga."
"TID_HINT_LEAGUE_SHUFFLING2","Cada temporada da liga dura um mês."
"TID_BATTLE_LOG_OFFENSE","Registro de Ataques"
"TID_BATTLE_LOG_DEFENSE","Registro de Defesas"
"TID_XP_TITLE_PUZZLEANDDRAGONS","Sucesso no Japão!"
"TID_XP_TEXT_PUZZLEANDDRAGONS","O jogo mais popular do Japão finalmente chegou ao Brasil. Baixe gratuitamente na App Store!"
"TID_XP_BUTTON_PUZZLEANDDRAGONS","Grátis"
"TID_ALLIANCE_MAIL_NOTIFICATION","Você tem uma nova mensagem do clã!"
"TID_REQUESTED_FROM_CLAN","Tropas recebidas:"
"TID_XP_TITLE_UNLOCK_PUZZLEANDDRAGONS","Muito bem, Chefe!"
"TID_XP_TEXT_UNLOCK_PUZZLEANDDRAGONS","Você pode desbloquear a Masmorra Clash of Clans no Puzzle & Dragons! Pressione o botão abaixo para abrir o jogo e desbloquear."
"TID_XP_BUTTON_UNLOCK_PUZZLEANDDRAGONS","Desbloquear"
"TID_NEWS_UPDATE_INFO_TITLE","A lenda do último Lava Pup"
"TID_NEWS_UPDATE_INFO_TEXT","A história épica do Lava Pup que nunca desistia. Inspirado por uma história verdadeira do Clash da CamaroBro."
"TID_BUILDING_DARK_TOWER","Torre Inferno"
"TID_ATTACK_WON","Você ganhou"
"TID_ATTACK_LOST","Você perdeu"
"TID_ALLIANCE_DEFAULT_TROOP_REQUEST_MESSAGE","Preciso de reforços!"
"TID_PURCHASE_LIMIT_TITLE","Confirmar compra"
