"Name","ParticleCount","EmissionTime","MinLife","MaxLife","MinHorizAngle","MaxHorizAngle","MinVertAngle","MaxVertAngle","MinSpeed","MaxSpeed","StartX","StartY","StartZ","TargetedEndZ","Gravity","OrientToMovement","OrientToParentType","BounceFromGround","IsIsoParticle","IsoLayer","ParticleSwf","ParticleExportName","AdditiveBlend","Inertia","Slowdown","StartScale","EndScale","MinRotate","MaxRotate","ParticleFadeOutTime","ScaleTimeline","FadeInTime","FadeOutTime","StartAngleMin","StartAngleMax","ScaleRandomMin","ScaleRandomMax","Alpha","OrientToParent","StartRadiusMin","StartRadiusMax","StartRadius"
"Freeze_range_lvl7",1,33,5500,5500,0,0,0,0,0,0,0,0,12,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","freeze_range","TRUE",0,0,100,80,0,0,1500,"FALSE",0,0,0,0,100,100,100,"FALSE",0,0,0
"Freeze_range_marker_lvl1",4,800,1200,2500,0,0,90,90,100,120,0,0,0,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","spell_range_marker","TRUE",0,0,100,90,0,0,4500,"TRUE",0,0,0,0,100,100,100,"FALSE",0,0,0
"Freeze_range_marker_lvl2",4,800,800,1500,0,0,90,90,100,120,0,0,0,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","spell_range_marker","TRUE",0,0,100,90,0,0,4500,"TRUE",0,0,0,0,100,100,100,"FALSE",0,0,0
"Freeze_range_marker_lvl3",4,1800,800,1500,0,0,90,90,100,120,0,0,0,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","spell_range_marker","TRUE",0,0,100,90,0,0,4500,"TRUE",0,0,0,0,100,100,100,"FALSE",0,0,0
"Freeze_range_marker_lvl4",4,2000,800,1200,0,0,90,90,100,120,0,0,0,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","spell_range_marker","TRUE",0,0,100,90,0,0,4500,"TRUE",0,0,0,0,100,100,100,"FALSE",0,0,0
"Freeze_range_marker_lvl5",4,2000,800,2000,0,0,90,90,100,120,0,0,0,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","spell_range_marker","TRUE",0,0,100,90,0,0,4500,"TRUE",0,0,0,0,100,100,100,"FALSE",0,0,0
"Freeze_range_marker_lvl6",4,2500,800,2000,0,0,90,90,100,120,0,0,0,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","spell_range_marker","TRUE",0,0,100,90,0,0,4500,"TRUE",0,0,0,0,100,100,100,"FALSE",0,0,0
"Freeze_range_marker_lvl7",4,3600,800,2000,0,0,90,90,100,120,0,0,0,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","spell_range_marker","TRUE",0,0,100,90,0,0,4500,"TRUE",0,0,0,0,100,100,100,"FALSE",0,0,0
"Gargoyle2_hit",12,1,600,1200,0,360,0,0,50,100,0,0,0,0,100,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","deli1","FALSE",0,10,40,60,-30,30,400,"TRUE",0,0,0,0,100,100,100,"FALSE",50,50,0
,,,,,,,,,,,,,,,,,,,,,,"deli2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"deli3","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"deli4","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"deli5","FALSE",,,,,,,,,,,,,,,,,,,
"Gargoyle_hit",4,1,300,600,0,360,0,0,50,100,0,0,0,0,100,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","deli1","FALSE",0,0,40,60,-30,30,400,"TRUE",0,0,0,0,100,100,100,"FALSE",50,50,0
,,,,,,,,,,,,,,,,,,,,,,"deli2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"deli3","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"deli4","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"deli5","FALSE",,,,,,,,,,,,,,,,,,,
"Gargoyle_hit2",4,1,300,600,0,360,0,0,50,100,0,0,0,0,100,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","darkSplat","FALSE",0,0,60,90,-10,10,250,"TRUE",0,0,0,0,100,100,100,"FALSE",50,50,0
,,,,,,,,,,,,,,,,,,,,,,"darkSplat2","FALSE",,,,,,,,,,,,,,,,,,,
"Gargoyle_spit",2,5,300,500,-20,20,-20,20,100,600,0,0,125,0,800,"FALSE","HorizontalAngle","FALSE","FALSE","Object","sc/buildings.sc","deli1","FALSE",0,0,8,32,20,50,200,"TRUE",0,0,0,0,100,100,100,"FALSE",-20,-20,0
,,,,,,,,,,,,,,,,,,,,,,"deli2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"deli3","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"deli4","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"deli5","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"deli6","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"deli7","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"deli8","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"deli9","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"deli10","FALSE",,,,,,,,,,,,,,,,,,,
"Gem_light_streaks",2,300,450,650,0,360,0,90,10,33,0,0,15,0,-100,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","bonus_gem_pickup_fx","TRUE",10,0,100,20,-45,45,128,"FALSE",10,300,0,0,100,100,100,"FALSE",45,45,0
"GiantCannon_fireBalls2",15,90,350,450,-20,20,0,50,100,2000,0,0,70,0,2000,"FALSE","HorizontalAngle","TRUE","FALSE","Object","sc/buildings.sc","fireball3b","TRUE",20,20,8,10,0,90,300,"TRUE",0,0,0,0,100,100,100,"FALSE",70,70,0
"GiantCannon_flash2",5,120,700,850,-10,10,-5,30,500,500,0,0,70,0,0,"FALSE","HorizontalAngle","FALSE","FALSE","Object","sc/buildings.sc","d5","FALSE",15,0,45,150,-40,90,1000,"TRUE",0,0,-180,180,90,120,80,"FALSE",140,140,0
"GiantCannon_lightFlash2",1,1,180,180,0,0,0,0,0,0,0,0,60,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","spell_range_marker_3","TRUE",0,0,70,100,0,0,100,"TRUE",0,0,0,0,100,100,100,"FALSE",0,0,0
"GiantCannon_smoke2",15,30,1400,1800,-40,40,-40,40,-230,-500,0,0,70,0,-25,"FALSE","HorizontalAngle","FALSE","FALSE","Object","sc/buildings.sc","d5","FALSE",100,0,80,150,-180,180,3000,"TRUE",0,0,-180,180,90,120,80,"FALSE",110,110,0
"GiantCannon_smoke_continuous",20,2000,1400,2500,0,0,0,0,0,0,0,0,70,0,-100,"FALSE","HorizontalAngle","FALSE","FALSE","Object","sc/buildings.sc","d1","FALSE",100,0,60,100,0,180,1000,"TRUE",550,0,-180,180,90,120,65,"FALSE",70,70,0
,,,,,,,,,,,,,,,,,,,,,,"d2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"d3","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"d4","FALSE",,,,,,,,,,,,,,,,,,,
"Gift Debris",33,100,300,1000,0,360,45,90,200,330,0,0,20,0,300,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","gift_debris_1","FALSE",0,0,100,5,-300,400,800,"FALSE",10,300,0,0,100,100,100,"FALSE",66,66,0
,,,,,,,,,,,,,,,,,,,,,,"gift_debris_2","FALSE",,,,,,,,,,,,,,,,,,,
"Golem Split 1",3,10,550,1250,0,360,0,0,5,25,0,0,3,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","gen_p2","TRUE",0,0,100,5,0,0,350,"FALSE",0,0,0,0,100,100,100,"FALSE",33,33,0
"Golem Split 2",1,10,200,330,0,360,0,0,10,10,0,0,3,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","gen_p2","TRUE",0,0,250,75,0,0,100,"FALSE",0,0,0,0,100,100,100,"FALSE",0,0,0
"Golem_hit",5,10,400,700,0,360,60,90,200,400,0,0,0,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","d1","FALSE",60,0,50,150,-45,45,500,"FALSE",0,0,0,0,100,100,100,"FALSE",50,50,0
,,,,,,,,,,,,,,,,,,,,,,"d2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"d3","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"d4","FALSE",,,,,,,,,,,,,,,,,,,
"Grass",3,200,200,600,0,360,20,90,200,780,0,0,0,0,3000,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","g1","FALSE",40,0,30,60,-30,30,300,"TRUE",0,0,0,0,100,100,100,"FALSE",200,200,0
,,,,,,,,,,,,,,,,,,,,,,"g2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"g3","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"g4","FALSE",,,,,,,,,,,,,,,,,,,
"Ground_ring",2,20,250,450,0,360,0,360,1,2,0,0,0,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","ground_ring_fx","TRUE",100,0,10,100,-90,-90,800,"TRUE",0,0,0,0,100,100,100,"FALSE",33,33,0
"Ground_ring_small",1,20,300,400,0,360,0,0,0,0,0,0,0,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","ground_ring_fx","TRUE",100,0,1,100,0,0,1200,"TRUE",0,0,0,0,100,100,100,"FALSE",0,0,0
"Hero_Skeleton_Spawn_Bones",5,0,1200,2000,-200,200,-200,200,150,260,-200,-200,0,0,1400,"FALSE","Disabled","TRUE","FALSE","Object","sc/hero_bk_skeleton_dl_opt.sc","bone_01_animated","FALSE",0,0,55,35,-90,90,128,"FALSE",60,128,-90,90,80,100,100,"FALSE",90,90,0
,,,,,,,,,,,,,,,,,,,,,,"bone_02_animated","FALSE",,,,,,,,,,,,,,,,,,,
"Hit",2,1,100,300,0,360,0,0,1,1,0,0,0,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","Hit","FALSE",0,0,60,120,-10,10,300,"TRUE",0,0,0,0,100,100,100,"FALSE",30,30,0
,,,,,,,,,,,,,,,,,,,,,,"s1","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"s2","FALSE",,,,,,,,,,,,,,,,,,,
"Hit_aq_test",2,1,300,550,0,360,0,0,1,1,0,0,0,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/hero_aq_champ_dl_opt.sc","hero_champ_sword_fire_mirrored","FALSE",0,0,20,50,-10,10,300,"TRUE",0,0,0,0,100,100,100,"FALSE",20,20,0
"Hit_test",2,1,300,550,0,360,0,0,1,1,0,0,0,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/hero_bk_champ_dl_opt.sc","hero_champ_sword_fire_mirrored","FALSE",0,0,20,50,-10,10,300,"TRUE",0,0,0,0,100,100,100,"FALSE",20,20,0
"Ice crystal_lvl1",12,800,1000,2300,0,360,0,0,1,1500,0,0,0,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","blue_crystal1","TRUE",1500,0,33,100,0,0,250,"FALSE",0,0,0,0,100,100,100,"FALSE",300,300,0
"Ice crystal_lvl2",12,800,800,2800,0,360,0,0,1,1500,0,0,0,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","blue_crystal1","TRUE",1500,0,33,100,0,0,250,"FALSE",0,0,0,0,100,100,100,"FALSE",300,300,0
"Ice crystal_lvl3",12,800,800,3400,0,360,0,0,1,1500,0,0,0,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","blue_crystal1","TRUE",1500,0,33,100,0,0,250,"FALSE",0,0,0,0,100,100,100,"FALSE",300,300,0
,,,,,,,,,,,,,,,,,,,,,,"frost_crystal2","TRUE",,,,,,,,,,,,,,,,,,,
"Ice crystal_lvl4",12,800,1200,3800,0,360,0,0,1,1500,0,0,0,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","blue_crystal1","TRUE",1500,0,33,100,0,0,250,"FALSE",0,0,0,0,100,100,100,"FALSE",300,300,0
,,,,,,,,,,,,,,,,,,,,,,"frost_crystal2","TRUE",,,,,,,,,,,,,,,,,,,
"Ice crystal_lvl5",12,800,800,4350,0,360,0,0,1,1500,0,0,0,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","blue_crystal1","TRUE",1500,0,33,100,0,0,250,"FALSE",0,0,0,0,100,100,100,"FALSE",300,300,0
,,,,,,,,,,,,,,,,,,,,,,"frost_crystal2","TRUE",,,,,,,,,,,,,,,,,,,
"Ice crystal_lvl6",12,800,800,4850,0,360,0,0,1,1500,0,0,0,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","blue_crystal1","TRUE",1500,0,33,100,0,0,250,"FALSE",0,0,0,0,100,100,100,"FALSE",300,300,0
,,,,,,,,,,,,,,,,,,,,,,"frost_crystal2","TRUE",,,,,,,,,,,,,,,,,,,
"Ice crystal_lvl7",12,800,800,5400,0,360,0,0,1,1500,0,0,0,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","blue_crystal1","TRUE",1500,0,33,100,0,0,250,"FALSE",0,0,0,0,100,100,100,"FALSE",300,300,0
,,,,,,,,,,,,,,,,,,,,,,"frost_crystal2","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze1_lvl1",6,200,4850,4950,0,360,0,0,5,1000,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,80,100,0,0,600,"TRUE",0,0,0,0,130,200,100,"FALSE",100,100,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze1_lvl1_DEF",6,200,1975,2025,0,360,0,0,5,1000,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,80,100,0,0,600,"TRUE",0,0,0,0,100,100,100,"FALSE",100,100,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze1_lvl2",6,200,5600,5700,0,360,0,0,5,1000,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,80,100,0,0,600,"TRUE",0,0,0,0,130,200,100,"FALSE",100,100,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze1_lvl2_DEF",6,200,2225,2275,0,360,0,0,5,1000,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,80,100,0,0,600,"TRUE",0,0,0,0,100,100,100,"FALSE",100,100,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze1_lvl3",6,200,6350,6450,0,360,0,0,5,1000,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,80,100,0,0,600,"TRUE",0,0,0,0,130,200,100,"FALSE",100,100,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze1_lvl3_DEF",6,200,2475,2525,0,360,0,0,5,1000,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,80,100,0,0,600,"TRUE",0,0,0,0,100,100,100,"FALSE",100,100,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze1_lvl4",6,200,7100,7200,0,360,0,0,5,1000,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,80,100,0,0,600,"TRUE",0,0,0,0,130,200,100,"FALSE",100,100,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze1_lvl4_DEF",6,200,2725,2775,0,360,0,0,5,1000,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,80,100,0,0,600,"TRUE",0,0,0,0,100,100,100,"FALSE",100,100,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze1_lvl5",6,200,7850,7950,0,360,0,0,5,1000,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,80,100,0,0,600,"TRUE",0,0,0,0,130,200,100,"FALSE",100,100,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze1_lvl5_DEF",6,200,2975,3025,0,360,0,0,5,1000,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,80,100,0,0,600,"TRUE",0,0,0,0,100,100,100,"FALSE",100,100,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze1_lvl6",6,200,8350,8450,0,360,0,0,5,1000,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,80,100,0,0,600,"TRUE",0,0,0,0,130,200,100,"FALSE",100,100,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze1_lvl6_DEF",6,200,3225,3275,0,360,0,0,5,1000,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,80,100,0,0,600,"TRUE",0,0,0,0,100,100,100,"FALSE",100,100,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze2_lvl1",12,200,4750,4850,0,360,0,0,5,1200,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,100,120,0,0,900,"TRUE",0,0,0,0,120,180,100,"FALSE",200,200,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze2_lvl1_DEF",10,200,1975,2025,0,360,0,0,5,1200,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,100,120,0,0,900,"TRUE",0,0,0,0,100,100,100,"FALSE",200,200,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze2_lvl2",12,200,5500,5600,0,360,0,0,5,1200,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,100,120,0,0,900,"TRUE",0,0,0,0,120,180,100,"FALSE",200,200,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze2_lvl2_DEF",10,200,2225,2275,0,360,0,0,5,1200,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,100,120,0,0,900,"TRUE",0,0,0,0,100,100,100,"FALSE",200,200,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze2_lvl3",12,200,6250,6350,0,360,0,0,5,1200,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,100,120,0,0,900,"TRUE",0,0,0,0,120,180,100,"FALSE",200,200,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze2_lvl3_DEF",10,200,2475,2525,0,360,0,0,5,1200,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,100,120,0,0,900,"TRUE",0,0,0,0,100,100,100,"FALSE",200,200,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze2_lvl4",12,200,7000,7100,0,360,0,0,5,1200,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,100,120,0,0,900,"TRUE",0,0,0,0,120,180,100,"FALSE",200,200,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze2_lvl4_DEF",10,200,2725,2775,0,360,0,0,5,1200,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,100,120,0,0,900,"TRUE",0,0,0,0,100,100,100,"FALSE",200,200,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze2_lvl5",12,200,7750,7850,0,360,0,0,5,1200,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,100,120,0,0,900,"TRUE",0,0,0,0,120,180,100,"FALSE",200,200,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze2_lvl5_DEF",10,200,2975,3025,0,360,0,0,5,1200,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,100,120,0,0,900,"TRUE",0,0,0,0,100,100,100,"FALSE",200,200,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze2_lvl6",12,200,8250,8350,0,360,0,0,5,1200,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,100,120,0,0,900,"TRUE",0,0,0,0,120,180,100,"FALSE",200,200,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze2_lvl6_DEF",10,200,3225,3275,0,360,0,0,5,1200,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,100,120,0,0,900,"TRUE",0,0,0,0,100,100,100,"FALSE",200,200,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze3_lvl1",20,200,4200,4800,0,360,0,0,5,1300,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,100,130,0,0,1200,"TRUE",0,0,0,0,100,160,100,"FALSE",270,270,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze3_lvl1_DEF",20,200,1975,2025,0,360,0,0,5,1300,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,100,130,0,0,1200,"TRUE",0,0,0,0,100,100,100,"FALSE",270,270,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,"frost_star_3","TRUE",,,,,,,,,,,,,,,,,,,
"IceGolem Freeze3_lvl2",20,200,4950,5550,0,360,0,0,5,1300,0,0,10,0,0,"FALSE","Disabled","FALSE","FALSE","Object","sc/buildings.sc","frost_star_1","TRUE",1000,0,100,130,0,0,1200,"TRUE",0,0,0,0,100,160,100,"FALSE",270,270,0
,,,,,,,,,,,,,,,,,,,,,,"frost_star_2","FALSE",,,,,,,,,,,,,,,,,,,
