"Name","Buildings","BuildingX","BuildingY","BuildingAltMode","Character","CharacterTimeMS","CharacterX","CharacterY","CharacterDefense","CharacterMaster","CharacterItem","CharacterAbilityTimeMS","Spell","SpellX","SpellY","SpellTimeMS","CameraScale","CameraOffsetX","CameraOffsetY","VillagersCount","ShouldRestart"
,"Gold Mine",20,23,,"<selected>",4900,18,20,,,,,,,,,,,,,
,,,,,"<selected>",4900,18,20,,,,,,,,,,,,,
,,,,,"<selected>",4950,19,19,,,,,,,,,,,,,
,,,,,"<selected>",4950,19,19,,,,,,,,,,,,,
,,,,,"<selected>",4975,19,20,,,,,,,,,,,,,
,,,,,"<selected>",5000,20,19,,,,,,,,,,,,,
,,,,,"<selected>",5000,20,19,,,,,,,,,,,,,
,,,,,"<selected>",5025,20,20,,,,,,,,,,,,,
,,,,,"<selected>",5050,20,20,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopWallBreaker","Cannon",24,24,,"Barbarian",100,24,21,,,,,,,,,100,-150,-330,,
,"Wall",23,23,,"<selected>",4300,24,19,,,,,,,,,,,,,
,"Wall",23,24,,"<selected>",6900,24,19,,,,,,,,,,,,,
,"Wall",23,25,,"<selected>",6970,24,19,,,,,,,,,,,,,
,"Wall",23,26,,"<selected>",7040,24,19,,,,,,,,,,,,,
,"Wall",24,23,,"Barbarian",10000,22,19,,,,,,,,,,,,,
,"Wall",25,23,,"Barbarian",10000,22,18,,,,,,,,,,,,,
,"Wall",26,23,,"Barbarian",10000,23,19,,,,,,,,,,,,,
,"Wall",27,27,,"Barbarian",10000,23,18,,,,,,,,,,,,,
,"Wall",27,26,,"Barbarian",10000,24,19,,,,,,,,,,,,,
,"Wall",27,25,,"Barbarian",10000,24,18,,,,,,,,,,,,,
,"Wall",27,24,,"Barbarian",10000,25,19,,,,,,,,,,,,,
,"Wall",27,23,,"Barbarian",10000,25,18,,,,,,,,,,,,,
,"Wall",26,27,,"Barbarian",10000,26,19,,,,,,,,,,,,,
,"Wall",25,27,,"Barbarian",10000,26,18,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopDefenseAir","Archer Tower",24,24,,"<selected>",100,21,18,,,,,,,,,100,-150,-330,,
,"Wall",23,23,,"<selected>",9300,23,18,,,,,,,,,,,,,
,"Wall",23,24,,"<selected>",9350,24,18,,,,,,,,,,,,,
,"Wall",23,25,,"<selected>",9400,24,17,,,,,,,,,,,,,
,"Wall",23,26,,"<selected>",9450,23,17,,,,,,,,,,,,,
,"Wall",24,23,,,,,,,,,,,,,,,,,,
,"Wall",25,23,,,,,,,,,,,,,,,,,,
,"Wall",26,23,,,,,,,,,,,,,,,,,,
,"Gold Mine",21,20,,,,,,,,,,,,,,,,,,
,"Cannon",24,20,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopDefenseGround","Cannon",24,24,,"<selected>",100,21,17,,,,,,,,,100,-170,-300,,
,"Wall",23,23,,"<selected>",4300,22,17,,,,,,,,,,,,,
,"Wall",23,24,,"<selected>",4350,23,16,,,,,,,,,,,,,
,"Wall",23,25,,"<selected>",4400,22,16,,,,,,,,,,,,,
,"Wall",23,26,,"<selected>",4450,23,17,,,,,,,,,,,,,
,"Wall",24,23,,,,,,,,,,,,,,,,,,
,"Wall",25,23,,,,,,,,,,,,,,,,,,
,"Wall",26,23,,,,,,,,,,,,,,,,,,
,"Gold Mine",24,20,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopGolem","Bow",24,24,,"<selected>",100,21,17,,,,,,,,,100,-150,-330,,
,"Bow",21,21,,"<selected>",10000,24,17,,,,,,,,,,,,,
,"Bow",24,21,,"Wizard",15000,24,17,,,,,,,,,,,,,
,"Bow",21,24,,"Wizard",15050,25,16,,,,,,,,,,,,,
,,,,,"Wizard",15100,25,17,,,,,,,,,,,,,
,,,,,"Wizard",15150,24,16,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopIceGolem","Bow",24,24,,"<selected>",100,21,17,,,,,,,,,100,-150,-330,,
,"Bow",21,24,,"<selected>",15000,20,18,,,,,,,,,,,,,
,"Bow",21,21,,"<selected>",15100,22,17,,,,,,,,,,,,,
,"Bow",24,21,,"Wizard",19000,21,17,,,,,,,,,,,,,
,,,,,"Wizard",19050,22,18,,,,,,,,,,,,,
,,,,,"Wizard",19100,23,17,,,,,,,,,,,,,
,,,,,"Wizard",19150,22,19,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopAirAny","Archer Tower",24,24,,"<selected>",100,21,18,,,,,,,,,100,-150,-330,,
,"Wall",23,23,,"<selected>",9300,23,18,,,,,,,,,,,,,
,"Wall",23,24,,"<selected>",9350,24,18,,,,,,,,,,,,,
,"Wall",23,25,,"<selected>",9400,24,17,,,,,,,,,,,,,
,"Wall",23,26,,"<selected>",9450,23,17,,,,,,,,,,,,,
,"Wall",24,23,,,,,,,,,,,,,,,,,,
,"Wall",25,23,,,,,,,,,,,,,,,,,,
,"Wall",26,23,,,,,,,,,,,,,,,,,,
,"Gold Mine",21,20,,,,,,,,,,,,,,,,,,
,"Cannon",24,20,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopMinion","Archer Tower",24,24,,"<selected>",100,21,16,,,,,,,,,100,-150,-330,,
,"Wall",23,23,,"<selected>",3300,23,18,,,,,,,,,,,,,
,"Wall",23,24,,"<selected>",3310,24,18,,,,,,,,,,,,,
,"Wall",23,25,,"<selected>",3350,24,17,,,,,,,,,,,,,
,"Wall",23,26,,"<selected>",3360,23,17,,,,,,,,,,,,,
,"Wall",24,23,,"<selected>",3380,20,17,,,,,,,,,,,,,
,"Wall",25,23,,"<selected>",3390,21,17,,,,,,,,,,,,,
,"Wall",26,23,,"<selected>",3400,22,17,,,,,,,,,,,,,
,"Gold Mine",21,20,,"<selected>",3420,20,18,,,,,,,,,,,,,
,"Cannon",24,20,,"<selected>",3440,21,18,,,,,,,,,,,,,
,,,,,"<selected>",3460,22,18,,,,,,,,,,,,,
,,,,,"<selected>",3480,23,18,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopMiner","Cannon",24,24,,"<selected>",100,25,19,,,,,,,,,100,-120,-150,,
,"Gold Mine",28,24,,"<selected>",4300,24,19,,,,,,,,,,,,,
,"Wall",23,22,,"<selected>",4900,25,19,,,,,,,,,,,,,
,"Wall",23,24,,"<selected>",4970,26,19,,,,,,,,,,,,,
,"Wall",23,25,,"<selected>",5040,29,19,,,,,,,,,,,,,
,"Wall",23,26,,,,,,,,,,,,,,,,,,
,"Wall",24,22,,,,,,,,,,,,,,,,,,
,"Wall",25,22,,,,,,,,,,,,,,,,,,
,"Wall",26,22,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",23,23,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopGroundAny2","Archer Tower",24,24,,"<selected>",100,21,18,,,,,,,,,100,-150,-330,,
,"Wall",23,23,,"<selected>",11300,23,18,,,,,,,,,,,,,
,"Wall",23,24,,"<selected>",11350,24,18,,,,,,,,,,,,,
,"Wall",23,25,,"<selected>",11400,24,17,,,,,,,,,,,,,
,"Wall",23,26,,,,,,,,,,,,,,,,,,
,"Wall",24,23,,,,,,,,,,,,,,,,,,
,"Wall",25,23,,,,,,,,,,,,,,,,,,
,"Wall",26,23,,,,,,,,,,,,,,,,,,
,"Gold Mine",21,20,,,,,,,,,,,,,,,,,,
,"Cannon",24,20,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopGroundAny3","Archer Tower",24,24,,"<selected>",100,21,18,,,,,,,,,100,-150,-330,,
,"Wall",23,23,,"Giant",8000,24,18,,,,,,,,,,,,,
,"Wall",23,24,,"<selected>",8500,24,17,,,,,,,,,,,,,
,"Wall",23,25,,"<selected>",9000,23,18,,,,,,,,,,,,,
,"Wall",23,26,,"<selected>",9500,24,18,,,,,,,,,,,,,
,"Wall",24,23,,,,,,,,,,,,,,,,,,
,"Wall",25,23,,,,,,,,,,,,,,,,,,
,"Wall",26,23,,,,,,,,,,,,,,,,,,
,"Gold Mine",21,20,,,,,,,,,,,,,,,,,,
,"Cannon",24,20,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopHealer","Cannon",24,24,,"Wizard",100,21,19,,,,,,,,,100,-170,-300,,
,"Wall",23,23,,"Wizard",5000,21,19,,,,,,,,,,,,,
,"Wall",23,24,,"Wizard",5000,22,19,,,,,,,,,,,,,
,"Wall",23,25,,"Wizard",5100,22,19,,,,,,,,,,,,,
,"Wall",23,26,,"Wizard",5100,21,19,,,,,,,,,,,,,
,"Wall",24,23,,"<selected>",5200,22,18,,,,,,,,,,,,,
,"Wall",25,23,,,,,,,,,,,,,,,,,,
,"Wall",26,23,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopElectroDragon","Elixir Pump",24,24,,"<selected>",100,24,20,,,,,,,,,85,-150,-330,,
,"Elixir Pump",28,24,,,,,,,,,,,,,,,,,,
,"Elixir Pump",24,28,,,,,,,,,,,,,,,,,,
,"Elixir Pump",28,28,,,,,,,,,,,,,,,,,,
,"Elixir Pump",28,32,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopLavaHound","Air Defense",24,24,,"<selected>",100,21,18,,,,,,,,,100,-150,-330,,
,"Wall",23,23,,"Balloon",8000,22,18,,,,,,,,,,,,,
,"Wall",23,24,,,,,,,,,,,,,,,,,,
,"Wall",23,25,,,,,,,,,,,,,,,,,,
,"Wall",23,26,,,,,,,,,,,,,,,,,,
,"Wall",24,23,,,,,,,,,,,,,,,,,,
,"Wall",25,23,,,,,,,,,,,,,,,,,,
,"Wall",26,23,,,,,,,,,,,,,,,,,,
,"Gold Mine",21,20,,,,,,,,,,,,,,,,,,
,"Cannon",24,20,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopBowler","Archer Tower",24,24,,"<selected>",100,25,18,,,,,,,,,100,-150,-330,,
,"Wall",23,23,,"<selected>",7000,25,17,,,,,,,,,,,,,
,"Wall",23,24,,"<selected>",7500,26,18,,,,,,,,,,,,,
,"Wall",23,25,,"<selected>",8000,25,18,,,,,,,,,,,,,
,"Wall",23,26,,,,,,,,,,,,,,,,,,
,"Wall",24,23,,,,,,,,,,,,,,,,,,
,"Wall",25,23,,,,,,,,,,,,,,,,,,
,"Wall",26,23,,,,,,,,,,,,,,,,,,
,"Dark Elixir Pump",24,20,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopHeadHunter","Hero Altar Barbarian King",24,24,,"<selected>",100,24,16,,,,,,,,,100,-170,-400,,
,"Barrack",22,21,,"Barbarian King",,24,24,"TRUE",,,,,,,,,,,,
,,,,,"PEKKA",7000,26,19,,,,,,,,,,,,,
,,,,,"<selected>",7500,24,16,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopElectroTitan","Archer Tower",24,24,,"<selected>",100,21,18,,,,,,,,,100,-150,-330,,
,"Wall",23,23,,"<selected>",11300,23,18,,,,,,,,,,,,,
,"Wall",23,24,,"<selected>",11350,24,18,,,,,,,,,,,,,
,"Wall",23,25,,"<selected>",11400,24,17,,,,,,,,,,,,,
,"Wall",23,26,,,,,,,,,,,,,,,,,,
,"Wall",24,23,,,,,,,,,,,,,,,,,,
,"Wall",25,23,,,,,,,,,,,,,,,,,,
,"Wall",26,23,,,,,,,,,,,,,,,,,,
,"Gold Mine",21,20,,,,,,,,,,,,,,,,,,
,"Cannon",24,20,,,,,,,,,,,,,,,,,,
,"Halloweenskels",22,23,,,,,,,,,,,,,,,,,,
,"Halloweenskels",27,24,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"TroopApprenticeWarden","Air Defense",24,24,,"<selected>",4000,24,14,,,,,,,,,80,-100,-250,,
,"Superbomb",27,24,,"Boar Rider",100,33,24,,,,,,,,,,,,,
,"Superbomb",27,22,,"Boar Rider",300,33,24,,,,,,,,,,,,,
,"Superbomb",29,22,,"Boar Rider",500,33,24,,,,,,,,,,,,,
,"Superbomb",25,22,,"Boar Rider",4000,26,19,,,,,,,,,,,,,
,"Superbomb",24,20,,"Boar Rider",4200,25,19,,,,,,,,,,,,,
,"Superbomb",23,22,,"Boar Rider",4400,26,19,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SpellLightning","Air Defense",24,25,,,,,,,,,,"<selected>",24,24,100,85,-250,-250,,
,"Gold Storage",20,25,,,,,,,,,,"<selected>",24,24,4000,,,,,
,"Wall",20,23,,,,,,,,,,"<selected>",24,24,6000,,,,,
,"Wall",21,23,,,,,,,,,,"<selected>",24,24,8000,,,,,
,"Wall",22,23,,,,,,,,,,"<selected>",24,24,10000,,,,,
,"Wall",23,23,,,,,,,,,,"<selected>",24,24,12000,,,,,
,"Wall",24,23,,,,,,,,,,,,,,,,,,
,"Wall",25,23,,,,,,,,,,,,,,,,,,
,"Wall",26,23,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Gold Mine",24,20,,,,,,,,,,,,,,,,,,
,"Archer Tower",20,20,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SpellQuake","Air Defense",24,24,,,,,,,,,,"<selected>",24,24,100,85,-250,-250,,
,"Gold Storage",21,24,,,,,,,,,,"<selected>",24,24,5000,,,,,
,"Gold Mine",24,21,,,,,,,,,,"<selected>",24,24,9000,,,,,
,"Archer Tower",21,21,,,,,,,,,,"<selected>",24,24,13000,,,,,
,"Wall",20,20,,,,,,,,,,,,,,,,,,
,"Wall",21,20,,,,,,,,,,,,,,,,,,
,"Wall",22,20,,,,,,,,,,,,,,,,,,
,"Wall",23,20,,,,,,,,,,,,,,,,,,
,"Wall",24,20,,,,,,,,,,,,,,,,,,
,"Wall",25,20,,,,,,,,,,,,,,,,,,
,"Wall",26,20,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",20,21,,,,,,,,,,,,,,,,,,
,"Wall",20,22,,,,,,,,,,,,,,,,,,
,"Wall",20,23,,,,,,,,,,,,,,,,,,
,"Wall",20,24,,,,,,,,,,,,,,,,,,
,"Wall",20,25,,,,,,,,,,,,,,,,,,
,"Wall",20,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SpellJump","Cannon",24,24,,"Golem",100,25,18,,,,,"<selected>",24,20,3000,70,-300,-450,,
,"Gold Storage",21,24,,"Wizard",9000,23,17,,,,,,,,,,,,,
,"Wall",20,20,,"Wizard",9050,23,16,,,,,,,,,,,,,
,"Wall",21,20,,,,,,,,,,,,,,,,,,
,"Wall",22,20,,,,,,,,,,,,,,,,,,
,"Wall",23,20,,,,,,,,,,,,,,,,,,
,"Wall",24,20,,,,,,,,,,,,,,,,,,
,"Wall",25,20,,,,,,,,,,,,,,,,,,
,"Wall",26,20,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",20,21,,,,,,,,,,,,,,,,,,
,"Wall",20,22,,,,,,,,,,,,,,,,,,
,"Wall",20,23,,,,,,,,,,,,,,,,,,
,"Wall",20,24,,,,,,,,,,,,,,,,,,
,"Wall",20,25,,,,,,,,,,,,,,,,,,
,"Wall",20,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SpellBooster","Archer Tower",24,24,,"Balloon",100,25,18,,,,,"<selected>",24,21,1000,90,-300,-600,,
,,,,,"Balloon",7000,23,18,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SpellHeal","Wizard Tower",24,24,,"Balloon",100,25,18,,,,,"<selected>",24,21,1000,90,-300,-600,,
,,,,,"Balloon",500,25,18,,,,,,,,,,,,,
,,,,,"Balloon",800,24,18,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SpellRage","Archer Tower",24,24,,"Balloon",100,24,18,,,,,"<selected>",23,21,500,80,-400,-600,,
,"Archer Tower",28,24,,"Balloon",100,23,18,,,,,,,,,,,,,
,,,,,"Balloon",100,30,18,,,,,,,,,,,,,
,,,,,"Balloon",100,29,18,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SpellFreeze","Air Blaster",24,24,,"Balloon",100,30,24,,,,,"<selected>",24,24,1000,80,-100,-200,,
,"Bow",21,24,,"Balloon",1050,30,25,,,,,,,,,,,,,
,,,,,"Giant",2000,23,18,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SpellSkeleton","Bow",25,24,,"Giant",10000,25,20,,,,,"<selected>",24,25,100,100,-100,-200,,
,"Gold Mine",20,24,,,,,,,,,,"<selected>",24,25,15000,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SpellBat","Dark Tower",25,24,,"Dragon",9000,24,21,,,,,"<selected>",24,25,100,95,-150,-350,,
,"Gold Mine",20,24,,,,,,,,,,"<selected>",24,25,7000,,,,,
,,,,,,,,,,,,,"<selected>",24,25,8000,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SpellPoison","Alliance Castle",24,24,,"Balloon",1000,27,25,"TRUE",,,,"<selected>",29,25,100,100,100,-150,,
,,,,,"Balloon",1300,27,25,"TRUE",,,,,,,,,,,,
,,,,,"Balloon",1600,27,25,"TRUE",,,,,,,,,,,,
,,,,,"Balloon",1900,27,25,"TRUE",,,,,,,,,,,,
,,,,,"Balloon",2100,27,25,"TRUE",,,,,,,,,,,,
,,,,,"PEKKA",1000,34,26,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SpellInvisibility","Archer Tower",24,24,,"Balloon",100,25,18,,,,,"<selected>",24,21,1000,90,-300,-500,,
,"Cannon",24,21,,"Balloon",7000,23,18,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"SpellRecall","Air Blaster",24,24,,"Electro Dragon",100,32,24,,,,,"<selected>",30,26,2000,80,50,-100,,
,,,,,,,,,,,,,"<selected>",21,24,4000,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"HeroKing","Air Defense",24,24,,"<selected>",100,22,17,,,,,,,,,80,-200,-250,,
,"Gold Storage",21,24,,"Wizard",8000,22,17,,,,,,,,,,,,,
,"Gold Mine",24,21,,"Wizard",8500,20,18,,,,,,,,,,,,,
,"Archer Tower",21,21,,"Wizard",9000,18,22,,,,,,,,,,,,,
,"Wall",20,20,,,,,,,,,,,,,,,,,,
,"Wall",21,20,,,,,,,,,,,,,,,,,,
,"Wall",22,20,,,,,,,,,,,,,,,,,,
,"Wall",23,20,,,,,,,,,,,,,,,,,,
,"Wall",24,20,,,,,,,,,,,,,,,,,,
,"Wall",25,20,,,,,,,,,,,,,,,,,,
,"Wall",26,20,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",20,21,,,,,,,,,,,,,,,,,,
,"Wall",20,22,,,,,,,,,,,,,,,,,,
,"Wall",20,23,,,,,,,,,,,,,,,,,,
,"Wall",20,24,,,,,,,,,,,,,,,,,,
,"Wall",20,25,,,,,,,,,,,,,,,,,,
,"Wall",20,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"HeroKingLVL5","Air Defense",24,24,,"<selected>",100,22,17,,,,5000,,,,,80,-200,-250,,
,"Gold Mine",21,24,,,,,,,,,,,,,,,,,,
,"Gold Mine",24,21,,,,,,,,,,,,,,,,,,
,"Archer Tower",21,21,,,,,,,,,,,,,,,,,,
,"Wall",20,20,,,,,,,,,,,,,,,,,,
,"Wall",21,20,,,,,,,,,,,,,,,,,,
,"Wall",22,20,,,,,,,,,,,,,,,,,,
,"Wall",23,20,,,,,,,,,,,,,,,,,,
,"Wall",24,20,,,,,,,,,,,,,,,,,,
,"Wall",25,20,,,,,,,,,,,,,,,,,,
,"Wall",26,20,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",20,21,,,,,,,,,,,,,,,,,,
,"Wall",20,22,,,,,,,,,,,,,,,,,,
,"Wall",20,23,,,,,,,,,,,,,,,,,,
,"Wall",20,24,,,,,,,,,,,,,,,,,,
,"Wall",20,25,,,,,,,,,,,,,,,,,,
,"Wall",20,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"HeroQueen","Air Defense",24,24,,"<selected>",100,19,15,,,,,,,,,80,-250,-250,,
,"Gold Mine",21,24,,"Wizard",8000,18,25,,,,,,,,,,,,,
,"Gold Mine",24,21,,"Wizard",9000,18,26,,,,,,,,,,,,,
,"Archer Tower",21,21,,,,,,,,,,,,,,,,,,
,"Wall",20,20,,,,,,,,,,,,,,,,,,
,"Wall",21,20,,,,,,,,,,,,,,,,,,
,"Wall",22,20,,,,,,,,,,,,,,,,,,
,"Wall",23,20,,,,,,,,,,,,,,,,,,
,"Wall",24,20,,,,,,,,,,,,,,,,,,
,"Wall",25,20,,,,,,,,,,,,,,,,,,
,"Wall",26,20,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",20,21,,,,,,,,,,,,,,,,,,
,"Wall",20,22,,,,,,,,,,,,,,,,,,
,"Wall",20,23,,,,,,,,,,,,,,,,,,
,"Wall",20,24,,,,,,,,,,,,,,,,,,
,"Wall",20,25,,,,,,,,,,,,,,,,,,
,"Wall",20,26,,,,,,,,,,,,,,,,,,
,"Wall",27,21,,,,,,,,,,,,,,,,,,
,"Wall",27,22,,,,,,,,,,,,,,,,,,
,"Wall",27,23,,,,,,,,,,,,,,,,,,
,"Wall",27,24,,,,,,,,,,,,,,,,,,
,"Wall",27,25,,,,,,,,,,,,,,,,,,
,"Wall",27,26,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"HeroQueenLVL5","Air Defense",24,24,,"<selected>",100,19,15,,,,5000,,,,,80,-250,-250,,
,"Gold Mine",21,24,,"Wizard",10000,18,25,,,,,,,,,,,,,
,"Gold Mine",24,21,,"Wizard",10500,18,26,,,,,,,,,,,,,
,"Bow",21,21,,,,,,,,,,,,,,,,,,
,"Wall",20,20,,,,,,,,,,,,,,,,,,
,"Wall",21,20,,,,,,,,,,,,,,,,,,
,"Wall",22,20,,,,,,,,,,,,,,,,,,
,"Wall",23,20,,,,,,,,,,,,,,,,,,
,"Wall",24,20,,,,,,,,,,,,,,,,,,
,"Wall",25,20,,,,,,,,,,,,,,,,,,
,"Wall",26,20,,,,,,,,,,,,,,,,,,
,"Wall",27,20,,,,,,,,,,,,,,,,,,
,"Wall",20,27,,,,,,,,,,,,,,,,,,
,"Wall",21,27,,,,,,,,,,,,,,,,,,
,"Wall",22,27,,,,,,,,,,,,,,,,,,
,"Wall",23,27,,,,,,,,,,,,,,,,,,
,"Wall",24,27,,,,,,,,,,,,,,,,,,
,"Wall",25,27,,,,,,,,,,,,,,,,,,
,"Wall",26,27,,,,,,,,,,,,,,,,,,
,"Wall",27,27,,,,,,,,,,,,,,,,,,
,"Wall",20,21,,,,,,,,,,,,,,,,,,
,"Wall",20,22,,,,,,,,,,,,,,,,,,
