"Name","SWF","ExportName","ScaleTimeline","DirectionCount","ParticleEmitter","RotateEmitter","Effect","RotateEffect","SpawnEffect","Speed","StartHeight","StartOffset","IsBallistic","ShadowSWF","ShadowExportName","RandomHitPositionOnCharacters","SmallRandomHitPositionOnBuildings","UseRotate","DirectionFrame","PlayOnce","UseTopLayer","Scale","HitSpell","HitSpellLevel","HitSpellInheritAffectType","DontTrackTarget","BallisticHeight","TrajectoryStyle","FixedTravelTime","MaxTravelTime","DamageDelay","DestroyedEffect","BounceEffect","TargetPosRandomRadius","SlowdownDefencePercent","UseNormalizeLenghtFix","MaxBounceDistance","StopToTargetTime","SmoothDamage","StartOffsetFromGunBone","PenetratingHitBoxWidth","MaxHitBuildings","ReturningProjectile","RetargetRadius","RetargetTimer","3D","DepthBiasFront","DepthBiasBack","HasBunkerTroops","HitsGroundAndAir"
"Bomb Tower Ammo1","sc/buildings.sc","bomb_projectile_lvl1","false",0,"mortar_trail","false",,"false",,800,200,10,"true","sc/buildings.sc","simple_shadow_small","false","false","true","false","false","false",100,,0,"false","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Bomb Tower Ammo2","sc/buildings.sc","bomb_projectile_lvl2","false",0,"mortar_trail","false",,"false",,800,200,10,"true","sc/buildings.sc","simple_shadow_small","false","false","true","false","false","false",100,,0,"false","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Bomb Tower Ammo3","sc/buildings.sc","bomb_projectile_lvl3","false",0,"mortar_trail","false",,"false",,800,200,10,"true","sc/buildings.sc","simple_shadow_small","false","false","true","false","false","false",100,,0,"false","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"wizardTower2_projectile","sc/buildings.sc","wizard_blast_lvl1","true",0,"wizard_lvl1_trail_emitter","false",,"false",,1200,180,40,"false",,,"false","false","true","false","false","false",100,,0,"false","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"wizardTower2_projectile2","sc/buildings.sc","wizard_blast_lvl2","true",0,"wizard_lvl2_trail_emitter","false",,"false",,1200,180,40,"false",,,"false","false","true","false","false","false",100,,0,"false","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"wizardTower2_projectile3","sc/buildings.sc","wizard_blast_lvl3","true",0,"wizard_lvl3_trail_emitter","false",,"false",,1200,180,40,"false",,,"false","false","true","false","false","false",100,,0,"false","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Mortar2 Ammo1","sc/buildings.sc","mortar_ammo1","false",0,"mortar_trail","false",,"false",,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",150,,0,"false","true",0,0,2500,0,0,,,200,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Mortar2 Ammo2","sc/buildings.sc","mortar_ammo2","false",0,"mortar_trail","false",,"false",,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",150,,0,"false","true",0,0,2500,0,0,,,200,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Mortar2 Ammo3","sc/buildings.sc","mortar_ammo3","false",0,"mortar_trail","false",,"false",,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",150,,0,"false","true",0,0,2500,0,0,,,200,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Mortar2 Ammo4","sc/buildings.sc","mortar_ammo4","false",0,"mortar_trail","false",,"false",,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",150,,0,"false","true",0,0,2500,0,0,,,200,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Mortar2 Ammo5","sc/buildings.sc","mortar_ammo5","false",0,"mortar_trail","false",,"false",,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",150,,0,"false","true",0,0,2500,0,0,,,200,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Mortar2 Ammo6","sc/buildings.sc","mortar_ammo6","false",0,"mortar_trail","false",,"false",,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",150,,0,"false","true",0,0,2500,0,0,,,200,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Mortar2 Ammo8","sc/buildings.sc","mortar_ammo8","false",0,"mortar_trail","false",,"false",,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",150,,0,"false","true",0,0,2500,0,0,,,200,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Mortar2 Ammo9","sc/buildings.sc","mortar_ammo9","false",0,"mortar_trail","false",,"false",,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",150,,0,"false","true",0,0,2500,0,0,,,200,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Mortar2 Ammo10","sc/buildings.sc","mortar_ammo1","false",0,"mortar_trail","false",,"false",,750,95,20,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",150,,0,"false","true",0,0,2500,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Cannon2ball","sc/buildings.sc","basic_turret_ammo","false",0,,"false",,"false",,1200,75,38,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Cannon2ball2","sc/buildings.sc","basic_turret_ammo2","false",0,,"false",,"false",,1200,75,38,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Cannon2ball4","sc/buildings.sc","basic_turret_ammo4","false",0,,"false",,"false",,1200,75,38,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Cannon2ball5","sc/buildings.sc","basic_turret_ammo5","false",0,,"false",,"false",,1200,75,38,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Cannon2ball7","sc/buildings.sc","basic_turret_ammo7","false",0,,"false",,"false",,1200,75,38,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Cannon2ball10","sc/buildings.sc","basic_turret_ammo10","false",0,,"false",,"false",,1200,75,38,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Cannon2ball12","sc/buildings.sc","basic_turret_ammo12","false",0,"Spark Trail","false",,"false",,1200,75,38,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Cannon2ball13","sc/buildings.sc","basic_turret_ammo13","false",0,"Spark Trail B","false",,"false",,1200,75,38,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Cannon2ball14","sc/buildings.sc","basic_turret_ammo14","false",0,"Spark Trail B","false",,"false",,1200,75,38,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Tower Arrow2","sc/characters.sc","arrow_ammo_small","false",0,,"false",,"false",,3500,190,50,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Tower Arrow2 Fire","sc/characters.sc","arrow_ammo_small_fire","false",0,,"false",,"false",,3500,190,50,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Tower Arrow2 ElixFire","sc/characters.sc","arrow_ammo_small_elixirFire","false",0,,"false",,"false",,3500,190,50,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Tower Arrow2 DarkElixFire","sc/characters.sc","arrow_ammo_small_darkElixirFire","false",0,,"false",,"false",,3500,190,50,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Tower Arrow2 Fire2","sc/characters.sc","arrow_ammo_small_fire","false",0,"Spark Trail","false",,"false",,3500,190,50,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Tower Arrow2 Fire3","sc/characters.sc","arrow_ammo_small_fire","false",0,"Spark Trail_Dark","false",,"false",,3500,190,50,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Tower Arrow LOW","sc/characters.sc","arrow_ammo_small","false",0,,"false",,"false",,1800,180,50,"true",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Tower Arrow HIGH","sc/characters.sc","arrow_ammo_small","false",0,,"false",,"false",,1800,165,50,"true",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Bomber Projectile","sc/characters.sc","projectile_bomb","false",0,,"false",,"false",,450,100,0,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Bomber Projectile Alt","sc/characters.sc","projectile_bomb","false",0,"wizard_lvl4_trail_emitter","false",,"false",,750,100,0,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",130,,0,"false","false",250,0,1500,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Bomber Projectile2","sc/characters.sc","projectile_bomb_lvl2","false",0,,"false",,"false",,450,100,0,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Bomber Projectile2 Alt","sc/characters.sc","projectile_bomb_lvl2","false",0,"wizard_lvl4_trail_emitter","false",,"false",,750,100,0,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",130,,0,"false","false",250,0,1500,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"ice_wizard_projectile","sc/characters.sc","ice_wizard_projectile","true",0,"wizard_lvl1_trail_emitter","false",,"false",,900,30,40,"false",,,"false","false","true","true","false","false",100,,0,"false","false",0,0,0,0,0,,,0,50,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"DoubleCannonball1","sc/buildings.sc","basic_turret_ammo","false",0,,"false",,"false",,1900,4,15,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"DoubleCannonball2","sc/buildings.sc","basic_turret_ammo","false",0,,"false",,"false",,1900,8,16,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"DoubleCannonball3","sc/buildings.sc","basic_turret_ammo2","false",0,,"false",,"false",,1900,12,17,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"DoubleCannonball4","sc/buildings.sc","basic_turret_ammo2","false",0,,"false",,"false",,1900,16,18,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"DoubleCannonball5","sc/buildings.sc","basic_turret_ammo4","false",0,,"false",,"false",,1900,17,19,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"DoubleCannonball6","sc/buildings.sc","basic_turret_ammo4","false",0,,"false",,"false",,1900,18,20,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"DoubleCannonball7","sc/buildings.sc","basic_turret_ammo5","false",0,,"false",,"false",,1900,19,21,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"DoubleCannonball8","sc/buildings.sc","basic_turret_ammo5","false",0,,"false",,"false",,1900,20,22,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"DoubleCannonball9","sc/buildings.sc","basic_turret_ammo7","false",0,,"false",,"false",,1900,21,23,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"DoubleCannonball10","sc/buildings.sc","basic_turret_ammo7","false",0,,"false",,"false",,1900,22,24,"false",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Moving Cannon Cannonball","sc/buildings.sc","basic_turret_ammo","false",0,,"false",,"false",,1200,75,38,"false",,,"false","false","true","false","false","false",190,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Minion_Projectile","sc/characters.sc","slimeball_projectile","false",0,,"false",,"false",,380,140,20,"true",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"FireworkMini","sc/buildings.sc","fw_ammo","false",0,,"false",,"false",,1200,60,20,"true",,,"false","false","true","false","false","false",50,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"FireworkMini2","sc/buildings.sc","fw_ammo2","false",0,,"false",,"false",,1200,60,20,"true",,,"false","false","true","false","false","false",50,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"FireworkMini3","sc/buildings.sc","fw_ammo3","false",0,,"false",,"false",,1200,60,20,"true",,,"false","false","true","false","false","false",50,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"FireworkMini4","sc/buildings.sc","fw_ammo4","false",0,,"false",,"false",,1200,60,20,"true",,,"false","false","true","false","false","false",50,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"FireworkMini5","sc/buildings.sc","fw_ammo5","false",0,,"false",,"false",,1200,60,20,"true",,,"false","false","true","false","false","false",50,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"FireworkMini6","sc/buildings.sc","fw_ammo6","false",0,,"false",,"false",,1200,60,20,"true",,,"false","false","true","false","false","false",50,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"FireworkMini7","sc/buildings.sc","fw_ammo7","false",0,,"false",,"false",,1200,60,20,"true",,,"false","false","true","false","false","false",50,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"FireworkMini8","sc/buildings.sc","fw_ammo8","false",0,,"false",,"false",,1200,60,20,"true",,,"false","false","true","false","false","false",50,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"FireworkMini9","sc/buildings.sc","fw_ammo9","false",0,,"false",,"false",,1200,60,20,"true",,,"false","false","true","false","false","false",50,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"AirTrapBalloon2","sc/buildings.sc","air_trap_projectile","false",0,,"false",,"false",,250,0,20,"false","sc/buildings.sc","simple_shadow_small","false","false","false","false","true","true",100,,0,"false","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"AirDefenceBalloon_1","sc/buildings2.sc","air_barrel_projectile_1","false",0,,"false",,"false",,200,60,0,"false","sc/buildings.sc","simple_shadow_small","false","false","false","false","true","true",100,,0,"false","false",0,0,0,10000,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"AirDefenceBalloon_2","sc/buildings2.sc","air_barrel_projectile_2","false",0,,"false",,"false",,200,60,0,"false","sc/buildings.sc","simple_shadow_small","false","false","false","false","true","true",100,,0,"false","false",0,0,0,10000,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"AirDefenceBalloon_3","sc/buildings2.sc","air_barrel_projectile_3","false",0,,"false",,"false",,200,60,0,"false","sc/buildings.sc","simple_shadow_small","false","false","false","false","true","true",100,,0,"false","false",0,0,0,10000,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"AirDefenceBalloon_4","sc/buildings2.sc","air_barrel_projectile_4","false",0,,"false",,"false",,200,60,0,"false","sc/buildings.sc","simple_shadow_small","false","false","false","false","true","true",100,,0,"false","false",0,0,0,10000,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Flamer_projectile1-3","sc/buildings.sc","Flamer_projectile_1","false",0,"Flamer_trail1-3","false",,"false",,480,100,75,"true",,,"false","false","true","false","true","false",80,,0,"false","true",110,0,0,0,0,,,100,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Flamer_projectile4-6","sc/buildings.sc","Flamer_projectile_1","false",0,"Flamer_trail4-6","false",,"false",,480,130,75,"true",,,"false","false","true","false","true","false",100,,0,"false","true",110,0,0,0,0,,,100,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Flamer_projectile7-8","sc/buildings.sc","Flamer_projectile_1","false",0,"Flamer_trail7-8","false",,"false",,480,130,75,"true",,,"false","false","true","false","true","false",120,,0,"false","true",110,0,0,0,0,,,100,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"GiantCannonball1","sc/buildings.sc","basic_turret_ammo","false",0,,"false",,"false",,1765,80,40,"false","sc/buildings.sc","shadow_trollBoulder","false","false","true","false","false","true",350,,0,"false","true",0,0,0,0,0,,,0,0,"true",0,0,"false","false",0,0,"false",0,0,,0,0,,
"ArcherQueen arrow lvl3","sc/buildings.sc","hero_multi_arrow_lvl3","false",0,,"false",,"false",,1650,65,65,"false","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"ArcherQueen arrow rage2","sc/buildings.sc","hero_multi_arrow_rage2","false",0,,"false",,"false",,1650,65,65,"false","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"gargoyle2_projectile","sc/characters.sc","slimeball_projectile","false",0,,"false",,"false",,380,140,40,"true",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"gargoyle2_special_projectile","sc/chr_beta_minion.sc","slimeball_special","true",0,,"false","prototype_minion_beta_trail_effect","true",,800,140,40,"true",,,"false","false","true","true","true","true",50,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"AirTrapBalloon_lvl5","sc/buildings.sc","air_trap_projectile_lvl5","false",0,,"false",,"false",,250,0,20,"false","sc/buildings.sc","simple_shadow_small","false","false","false","false","true","true",100,,0,"false","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Siege Zeppelin Projectile","sc/characters.sc","projectile_bomb","false",0,,"false",,"false",,450,100,0,"true","sc/buildings.sc","bolt_projectile_shadow","false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,"Air Defense Barrel Hit",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Goblin Townhall Arrow","sc/characters.sc","arrow_ammo_small","false",0,,"false",,"false",,1800,190,50,"true",,,"false","false","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"executioner axe","sc/characters.sc","executioner_projectile","true",0,"babydragon_smoke_emitter_lvl1","false",,"false",,900,80,80,"false",,,"false","false","true","false","false","true",100,,0,"false","false",45,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Lava Ammo1","sc/buildings2.sc","lava_launcher_projectile_1","false",0,"mortar_lvl8_trail_emitter","false",,"false",,500,95,20,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false","false","false",100,"Mortar2Poison",1,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Lava Ammo2","sc/buildings2.sc","lava_launcher_projectile_1","false",0,"mortar_lvl8_trail_emitter","false",,"false",,500,95,20,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false","false","false",100,"Mortar2Poison",2,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Lava Ammo3","sc/buildings2.sc","lava_launcher_projectile_1","false",0,"mortar_lvl8_trail_emitter","false",,"false",,500,95,20,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false","false","false",100,"Mortar2Poison",3,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Lava Ammo4","sc/buildings2.sc","lava_launcher_projectile_2","false",0,"mortar_lvl8_trail_emitter","false",,"false",,500,95,20,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false","false","false",100,"Mortar2Poison",4,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Lava Ammo5","sc/buildings2.sc","lava_launcher_projectile_2","false",0,"mortar_lvl8_trail_emitter","false",,"false",,500,95,20,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false","false","false",100,"Mortar2Poison",5,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Lava Ammo6","sc/buildings2.sc","lava_launcher_projectile_2","false",0,"mortar_lvl8_trail_emitter","false",,"false",,500,95,20,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false","false","false",100,"Mortar2Poison",6,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Lava Ammo7","sc/buildings2.sc","lava_launcher_projectile_2","false",0,"mortar_lvl8_trail_emitter","false",,"false",,500,95,20,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false","false","false",100,"Mortar2Poison",7,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Lava Ammo8","sc/buildings2.sc","lava_launcher_projectile_3","false",0,"mortar_lvl8_trail_emitter","false",,"false",,500,95,20,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false","false","false",100,"Mortar2Poison",8,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Lava Ammo9","sc/buildings2.sc","lava_launcher_projectile_3","false",0,"mortar_lvl8_trail_emitter","false",,"false",,500,95,20,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false","false","false",100,"Mortar2Poison",9,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"Lava Ammo10","sc/buildings2.sc","lava_launcher_projectile_3","false",0,"mortar_lvl8_trail_emitter","false",,"false",,500,95,20,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false","false","false",100,"Mortar2Poison",10,"true","true",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"AmazonQueen_shield_A","sc/buildings.sc","trollBoulder_lvl4","false",6,"mortar_lvl8_trail_emitter","false",,"false",,2000,50,0,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false","false","false",150,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"AmazonQueen_shield","sc/characters.sc","shield_projectile","false",0,"shield_trail_glow","false",,"false",,2000,50,0,"true","sc/buildings.sc","simple_shadow_small","false","false","false","false","false","false",120,,0,"false","false",100,3,0,0,0,"trollBoulder_destroyed",,0,0,"true",7000,15,"false","false",0,0,"false",0,0,,0,0,,
"AmazonQueen_javelin","sc/characters.sc","hero_warriorprincess_javelin","false",0,"javelin_trail_glow","false",,"false",,1200,0,0,"true","sc/buildings.sc","simple_shadow_small","false","true","true","false","false","false",100,,0,"false","false",0,0,0,0,0,,,0,0,"false",0,0,"false","true",0,0,"false",0,0,,0,0,,
"Ice Breaker Ammo1","sc/buildings.sc","ice_breaker_lvl1_projectile","false",0,"Ice_Breaker_lvl1_trail_emitter","false",,"false",,1200,190,0,"true","sc/buildings.sc","simple_shadow_small","false","false","true","false","false","false",100,"IceBreakerSplinters",1,"true","false",0,0,0,0,0,,,0,0,"false",0,0,"true","false",0,0,"false",0,0,,0,0,,
"Ice Breaker Ammo2","sc/buildings.sc","ice_breaker_lvl2_projectile","false",0,"Ice_Breaker_lvl1_trail_emitter","false",,"false",,1200,190,0,"true","sc/buildings.sc","simple_shadow_small","false","false","true","false","false","false",100,"IceBreakerSplinters",2,"true","false",0,0,0,0,0,,,0,0,"false",0,0,"true","false",0,0,"false",0,0,,0,0,,
"Ice Breaker Ammo3","sc/buildings.sc","ice_breaker_lvl2_projectile","false",0,"Ice_Breaker_lvl1_trail_emitter","false",,"false",,1200,190,0,"true","sc/buildings.sc","simple_shadow_small","false","false","true","false","false","false",100,"IceBreakerSplinters",3,"true","false",0,0,0,0,0,,,0,0,"false",0,0,"true","false",0,0,"false",0,0,,0,0,,
"Ice Breaker Ammo4","sc/buildings.sc","ice_breaker_lvl2_projectile","false",0,"Ice_Breaker_lvl1_trail_emitter","false",,"false",,1200,190,0,"true","sc/buildings.sc","simple_shadow_small","false","false","true","false","false","false",100,"IceBreakerSplinters",4,"true","false",0,0,0,0,0,,,0,0,"false",0,0,"true","false",0,0,"false",0,0,,0,0,,
"YetimiteJump","sc/chr_yeti.sc","yetimite_lvl1_idle1","false",6,,"false",,"false",,400,10,0,"true",,,"false","false","false","false","true","false",100,,0,"false","false",120,0,0,0,0,"Yetimite Die",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"YetimiteJump2","sc/chr_yeti.sc","yetimite_lvl2_idle1","false",6,,"false",,"false",,400,10,0,"true",,,"false","false","false","false","true","false",100,,0,"false","false",120,0,0,0,0,"Yetimite Die",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
"YetimiteJump3","sc/chr_yeti.sc","yetimite_lvl3_idle1","false",6,,"false",,"false",,400,10,0,"true",,,"false","false","false","false","true","false",100,,0,"false","false",120,0,0,0,0,"Yetimite Die",,0,0,"false",0,0,"false","false",0,0,"false",0,0,,0,0,,
