"Barbarian",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"attack","true",1,14,"giant5_spec_attack3","false","true",,,,,,,,,,
,,"true",1,16,"giant5_spec_attack2","false","true",,,,,,,,,,
,,"true",1,14,"giant5_spec_attack3","false","true",,,,,,,,,,
,"celebrate","true",4,,"giant5_spec_idle1","true","true",,,,,,,,,,
,,"true",1,,"giant5_spec_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Dragon",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"dragon_fly1","true","true",,,,,,,,,,
,"idle","true",10,,"dragon_fly1","true","true",,,,,,,,,,
,,"true",2,,"dragon_fly1","true","true",,,,,,,,,,
,"attack","true",1,2,"dragon_fly1","true","true",,,,,,,,,,
,,"true",1,2,"dragon_fly1","true","true",,,,,,,,,,
,"celebrate","true",4,,"dragon_fly1","true","true",,,,,,,,,,
,,"true",1,,"dragon_fly1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Dragon2",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"dragon2_fly1","true","true",,,,,,,,,,
,"idle","true",10,,"dragon2_fly1","true","true",,,,,,,,,,
,,"true",2,,"dragon2_fly1","true","true",,,,,,,,,,
,"attack","true",1,2,"dragon2_fly1","true","true",,,,,,,,,,
,,"true",1,2,"dragon2_fly1","true","true",,,,,,,,,,
,"celebrate","true",4,,"dragon2_fly1","true","true",,,,,,,,,,
,,"true",1,,"dragon2_fly1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Dragon3",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"dragon3_fly1","true","true",,,,,,,,,,
,"idle","true",10,,"dragon3_fly1","true","true",,,,,,,,,,
,,"true",2,,"dragon3_fly1","true","true",,,,,,,,,,
,"attack","true",1,2,"dragon3_fly1","true","true",,,,,,,,,,
,,"true",1,2,"dragon3_fly1","true","true",,,,,,,,,,
,"celebrate","true",4,,"dragon3_fly1","true","true",,,,,,,,,,
,,"true",1,,"dragon3_fly1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Dragon4",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"dragon4_fly1","true","true",,,,,,,,,,
,"idle","true",10,,"dragon4_fly1","true","true",,,,,,,,,,
,,"true",2,,"dragon4_fly1","true","true",,,,,,,,,,
,"attack","true",1,2,"dragon4_fly1","true","true",,,,,,,,,,
,,"true",1,2,"dragon4_fly1","true","true",,,,,,,,,,
,"celebrate","true",4,,"dragon4_fly1","true","true",,,,,,,,,,
,,"true",1,,"dragon4_fly1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Dragon5",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"dragon5_fly1","true","true",,,,,,,,,,
,"idle","true",10,,"dragon5_fly1","true","true",,,,,,,,,,
,"attack","true",1,2,"dragon5_fly1","true","true",,,,,,,,,,
,"celebrate","true",4,,"dragon5_fly1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Dragon6",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"dragon6_fly1","true","true",,,,,,,,,,
,"idle","true",10,,"dragon6_fly1","true","true",,,,,,,,,,
,"attack","true",1,2,"dragon6_fly1","true","true",,,,,,,,,,
,"celebrate","true",4,,"dragon6_fly1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Dragon7",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"dragon7_fly1","true","true",,,,,,,,,,
,"idle","true",10,,"dragon7_fly1","true","true",,,,,,,,,,
,"attack","true",1,2,"dragon7_fly1","true","true",,,,,,,,,,
,"celebrate","true",4,,"dragon7_fly1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Dragon8",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"dragon8_fly1","true","true",,,,,,,,,,
,"idle","true",10,,"dragon8_fly1","true","true",,,,,,,,,,
,"attack","true",1,2,"dragon8_fly1","true","true",,,,,,,,,,
,"celebrate","true",4,,"dragon8_fly1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Goblin",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"goblin1_run1","true","true",,,,,,,,,,
,"idle","true",1,,"goblin1_idle1","true","true",,,,,,,,,,
,,"true",1,,"goblin1_idle1","true","true",,,,,,,,,,
,"attack","true",1,10,"goblin1_attack1","false","true",,,,,,,,,,
,,"true",5,10,"goblin1_attack1","false","true",,,,,,,,,,
,"celebrate","false",4,,"goblin1_idle1_2","true","true",,,,,,,,,,
,,"false",1,,"goblin1_idle1_2","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Goblin2",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"goblin2_run1","true","true",,,,,,,,,,
,"idle","true",1,,"goblin2_idle1","true","true",,,,,,,,,,
,,"true",1,,"goblin2_idle1","true","true",,,,,,,,,,
,"attack","true",1,10,"goblin2_attack1","false","true",,,,,,,,,,
,,"true",5,10,"goblin2_attack1","false","true",,,,,,,,,,
,"celebrate","false",4,,"goblin2_idle1_2","true","true",,,,,,,,,,
,,"false",1,,"goblin2_idle1_2","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Goblin3",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"goblin3_run1","true","true",,,,,,,,,,
,"idle","true",1,,"goblin3_idle1","true","true",,,,,,,,,,
,,"true",1,,"goblin3_idle1","true","true",,,,,,,,,,
,"attack","true",1,10,"goblin3_attack1","false","true",,,,,,,,,,
,,"true",5,10,"goblin3_attack1","false","true",,,,,,,,,,
,"celebrate","false",4,,"goblin3_idle1_2","true","true",,,,,,,,,,
,,"false",1,,"goblin3_idle1_2","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Goblin6",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"goblin6_run1","true","true",,,,,,,,,,
,"idle","true",1,,"goblin6_idle1","true","true",,,,,,,,,,
,"attack","true",1,10,"goblin6_attack1","false","true",,,,,,,,,,
,"celebrate","false",1,,"goblin6_idle1_2","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Goblin7",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"goblin7_run1","true","true",,,,,,,,,,
,"idle","true",1,,"goblin7_idle1","true","true",,,,,,,,,,
,"attack","true",1,10,"goblin7_attack1","false","true",,,,,,,,,,
,"celebrate","false",1,,"goblin7_idle1_2","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Wall Breaker",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"skeleton_run","true","true",,,,,,,,,,
,"idle","true",1,,"skeleton_idle1","true","true",,,,,,,,,,
,,"true",1,,"skeleton_idle1","true","true",,,,,,,,,,
,"attack","true",1,10,"skeleton_attack1","false","true",,,,,,,,,,
,,"true",5,10,"skeleton_attack1","false","true",,,,,,,,,,
,"celebrate","true",4,,"skeleton_idle1","true","true",,,,,,,,,,
,,"true",1,,"skeleton_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Wall Breaker2",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"skeleton2_run","true","true",,,,,,,,,,
,"idle","true",1,,"skeleton2_idle1","true","true",,,,,,,,,,
,,"true",1,,"skeleton2_idle1","true","true",,,,,,,,,,
,"attack","true",1,10,"skeleton2_attack1","false","true",,,,,,,,,,
,,"true",5,10,"skeleton2_attack1","false","true",,,,,,,,,,
,"celebrate","true",4,,"skeleton2_idle1","true","true",,,,,,,,,,
,,"true",1,,"skeleton2_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Wall Breaker3",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"skeleton3_run","true","true",,,,,,,,,,
,"idle","true",1,,"skeleton3_idle1","true","true",,,,,,,,,,
,,"true",1,,"skeleton3_idle1","true","true",,,,,,,,,,
,"attack","true",1,10,"skeleton3_attack1","false","true",,,,,,,,,,
,,"true",5,10,"skeleton3_attack1","false","true",,,,,,,,,,
,"celebrate","true",4,,"skeleton3_idle1","true","true",,,,,,,,,,
,,"true",1,,"skeleton3_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Wall Breaker6",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"skeleton6_run","true","true",,,,,,,,,,
,"idle","true",1,,"skeleton6_idle1","true","true",,,,,,,,,,
,"attack","true",1,10,"skeleton6_attack1","false","true",,,,,,,,,,
,"celebrate","true",4,,"skeleton6_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Wall Breaker7",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"skeleton7_run","true","true",,,,,,,,,,
,"idle","true",1,,"skeleton7_idle1","true","true",,,,,,,,,,
,"attack","true",1,10,"skeleton7_attack1","false","true",,,,,,,,,,
,"celebrate","true",4,,"skeleton7_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Wall Breaker1_new",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"b_skeleton1_walk1","true","true",,,,,,,,,,
,"idle","true",1,,"b_skeleton1_idle1","true","true",,,,,,,,,,
,"attack","true",1,11,"b_skeleton1_attack1","false","true",,,,,,,,,,
,"celebrate","true",4,,"b_skeleton1_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Wall Breaker2_new",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"b_skeleton2_walk1","true","true",,,,,,,,,,
,"idle","true",1,,"b_skeleton2_idle1","true","true",,,,,,,,,,
,"attack","true",1,11,"b_skeleton2_attack1","false","true",,,,,,,,,,
,"celebrate","true",4,,"b_skeleton2_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Wall Breaker3_new",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"b_skeleton3_walk1","true","true",,,,,,,,,,
,"idle","true",1,,"b_skeleton3_idle1","true","true",,,,,,,,,,
,"attack","true",1,11,"b_skeleton3_attack1","false","true",,,,,,,,,,
,"celebrate","true",4,,"b_skeleton3_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Wall Breaker4_new",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"b_skeleton4_walk1","true","true",,,,,,,,,,
,"idle","true",1,,"b_skeleton4_idle1","true","true",,,,,,,,,,
,"attack","true",1,11,"b_skeleton4_attack1","false","true",,,,,,,,,,
,"celebrate","true",4,,"b_skeleton4_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Wall Breaker5_new",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"b_skeleton5_walk1","true","true",,,,,,,,,,
,"idle","true",1,,"b_skeleton5_idle1","true","true",,,,,,,,,,
,"attack","true",1,11,"b_skeleton5_attack1","false","true",,,,,,,,,,
,"celebrate","true",4,,"b_skeleton5_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Wall Breaker6_new",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"b_skeleton6_walk1","true","true",,,,,,,,,,
,"idle","true",1,,"b_skeleton6_idle1","true","true",,,,,,,,,,
,"attack","true",1,11,"b_skeleton6_attack1","false","true",,,,,,,,,,
,"celebrate","true",4,,"b_skeleton6_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Wall Breaker7_new",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"b_skeleton7_walk1","true","true",,,,,,,,,,
,"idle","true",1,,"b_skeleton7_idle1","true","true",,,,,,,,,,
,"attack","true",1,11,"b_skeleton7_attack1","false","true",,,,,,,,,,
,"celebrate","true",4,,"b_skeleton7_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Balloon Goblin",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","false",,,"balloon1_idle1","true","true",,,,,,,,,,
,"idle","false",1,,"balloon1_idle1","true","true",,,,,,,,,,
,,"false",1,,"balloon1_idle1","true","true",,,,,,,,,,
,"attack","false",1,34,"balloon1_attack1","false","true",,,,,,,,,,
,,"false",5,34,"balloon1_attack1","false","true",,,,,,,,,,
,"celebrate","false",4,,"balloon1_idle1","true","true",,,,,,,,,,
,,"false",1,,"balloon1_idle1","true","true",,,,,,,,,,
,"die","false",1,,"balloon1_die1","false","true",,,,,,,,,,
"Balloon Goblin2",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","false",,,"balloon2_idle1","true","true",,,,,,,,,,
,"idle","false",1,,"balloon2_idle1","true","true",,,,,,,,,,
,,"false",1,,"balloon2_idle1","true","true",,,,,,,,,,
,"attack","false",1,34,"balloon2_attack1","false","true",,,,,,,,,,
,,"false",5,34,"balloon2_attack1","false","true",,,,,,,,,,
,"celebrate","false",4,,"balloon2_idle1","true","true",,,,,,,,,,
,,"false",1,,"balloon2_idle1","true","true",,,,,,,,,,
,"die","false",1,,"balloon2_die1","false","true",,,,,,,,,,
"Balloon Goblin3",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","false",,,"balloon3_idle1","true","true",,,,,,,,,,
,"idle","false",1,,"balloon3_idle1","true","true",,,,,,,,,,
,,"false",1,,"balloon3_idle1","true","true",,,,,,,,,,
,"attack","false",1,34,"balloon3_attack1","false","true",,,,,,,,,,
,,"false",5,34,"balloon3_attack1","false","true",,,,,,,,,,
,"celebrate","false",4,,"balloon3_idle1","true","true",,,,,,,,,,
,,"false",1,,"balloon3_idle1","true","true",,,,,,,,,,
,"die","false",1,,"balloon3_die1","false","true",,,,,,,,,,
"Balloon Goblin6",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","false",,,"balloon_lvl6_idle1","true","true",,,,,,,,,,
,"idle","false",1,,"balloon_lvl6_idle1","true","true",,,,,,,,,,
,,"false",1,,"balloon_lvl6_idle1","true","true",,,,,,,,,,
,"attack","false",1,34,"balloon_lvl6_attack1","false","true",,,,,,,,,,
,,"false",5,34,"balloon_lvl6_attack1","false","true",,,,,,,,,,
,"celebrate","false",4,,"balloon_lvl6_idle1","true","true",,,,,,,,,,
,,"false",1,,"balloon_lvl6_idle1","true","true",,,,,,,,,,
,"die","false",1,,"balloon_lvl6_die1","false","true",,,,,,,,,,
"Balloon Goblin7",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","false",,,"balloon_lvl7_idle1","true","true",,,,,,,,,,
,"idle","false",1,,"balloon_lvl7_idle1","true","true",,,,,,,,,,
,,"false",1,,"balloon_lvl7_idle1","true","true",,,,,,,,,,
,"attack","false",1,34,"balloon_lvl7_attack1","false","true",,,,,,,,,,
,,"false",5,34,"balloon_lvl7_attack1","false","true",,,,,,,,,,
,"celebrate","false",4,,"balloon_lvl7_idle1","true","true",,,,,,,,,,
,,"false",1,,"balloon_lvl7_idle1","true","true",,,,,,,,,,
,"die","false",1,,"balloon_lvl7_die1","false","true",,,,,,,,,,
"Balloon Goblin8",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","false",,,"balloon_lvl8_idle1","true","true",,,,,,,,,,
,"idle","false",1,,"balloon_lvl8_idle1","true","true",,,,,,,,,,
,,"false",1,,"balloon_lvl8_idle1","true","true",,,,,,,,,,
,"attack","false",1,34,"balloon_lvl8_attack1","false","true",,,,,,,,,,
,,"false",5,34,"balloon_lvl8_attack1","false","true",,,,,,,,,,
,"celebrate","false",4,,"balloon_lvl8_idle1","true","true",,,,,,,,,,
,,"false",1,,"balloon_lvl8_idle1","true","true",,,,,,,,,,
,"die","false",1,,"balloon_lvl8_die1","false","true",,,,,,,,,,
"Balloon Goblin9",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","false",,,"balloon_lvl9_idle1","true","true",,,,,,,,,,
,"idle","false",1,,"balloon_lvl9_idle1","true","true",,,,,,,,,,
,,"false",1,,"balloon_lvl9_idle1","true","true",,,,,,,,,,
,"attack","false",1,34,"balloon_lvl9_attack1","false","true",,,,,,,,,,
,,"false",5,34,"balloon_lvl9_attack1","false","true",,,,,,,,,,
,"celebrate","false",4,,"balloon_lvl9_idle1","true","true",,,,,,,,,,
,,"false",1,,"balloon_lvl9_idle1","true","true",,,,,,,,,,
,"die","false",1,,"balloon_lvl9_die1","false","true",,,,,,,,,,
"New Balloon1",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","false",,,"tiny_balloon1_idle1","true","true",,,,,,,,,,
,"idle","false",1,,"tiny_balloon1_idle1","true","true",,,,,,,,,,
,,"false",1,,"tiny_balloon1_idle1","true","true",,,,,,,,,,
,"attack","false",1,20,"tiny_balloon1_attack1","false","true",,,,,,,,,,
,,"false",5,20,"tiny_balloon1_attack1","false","true",,,,,,,,,,
,"celebrate","false",4,,"tiny_balloon1_idle1","true","true",,,,,,,,,,
,,"false",1,,"tiny_balloon1_idle1","true","true",,,,,,,,,,
,"die","false",1,,"tiny_balloon1_die1","false","true",,,,,,,,,,
"New Balloon2",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","false",,,"tiny_balloon2_idle1","true","true",,,,,,,,,,
,"idle","false",1,,"tiny_balloon2_idle1","true","true",,,,,,,,,,
,,"false",1,,"tiny_balloon2_idle1","true","true",,,,,,,,,,
,"attack","false",1,20,"tiny_balloon2_attack1","false","true",,,,,,,,,,
,,"false",5,20,"tiny_balloon2_attack1","false","true",,,,,,,,,,
,"celebrate","false",4,,"tiny_balloon2_idle1","true","true",,,,,,,,,,
,,"false",1,,"tiny_balloon2_idle1","true","true",,,,,,,,,,
,"die","false",1,,"tiny_balloon2_die1","false","true",,,,,,,,,,
"New Balloon3",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","false",,,"tiny_balloon3_idle1","true","true",,,,,,,,,,
,"idle","false",1,,"tiny_balloon3_idle1","true","true",,,,,,,,,,
,,"false",1,,"tiny_balloon3_idle1","true","true",,,,,,,,,,
,"attack","false",1,20,"tiny_balloon3_attack1","false","true",,,,,,,,,,
,,"false",5,20,"tiny_balloon3_attack1","false","true",,,,,,,,,,
,"celebrate","false",4,,"tiny_balloon3_idle1","true","true",,,,,,,,,,
,,"false",1,,"tiny_balloon3_idle1","true","true",,,,,,,,,,
,"die","false",1,,"tiny_balloon3_die1","false","true",,,,,,,,,,
"New Balloon4",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","false",,,"tiny_balloon4_idle1","true","true",,,,,,,,,,
,"idle","false",1,,"tiny_balloon4_idle1","true","true",,,,,,,,,,
,,"false",1,,"tiny_balloon4_idle1","true","true",,,,,,,,,,
,"attack","false",1,20,"tiny_balloon4_attack1","false","true",,,,,,,,,,
,,"false",5,20,"tiny_balloon4_attack1","false","true",,,,,,,,,,
,"celebrate","false",4,,"tiny_balloon4_idle1","true","true",,,,,,,,,,
,,"false",1,,"tiny_balloon4_idle1","true","true",,,,,,,,,,
,"die","false",1,,"tiny_balloon4_die1","false","true",,,,,,,,,,
"New Balloon5",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","false",,,"tiny_balloon5_idle1","true","true",,,,,,,,,,
,"idle","false",1,,"tiny_balloon5_idle1","true","true",,,,,,,,,,
,,"false",1,,"tiny_balloon5_idle1","true","true",,,,,,,,,,
,"attack","false",1,20,"tiny_balloon5_attack1","false","true",,,,,,,,,,
,,"false",5,20,"tiny_balloon5_attack1","false","true",,,,,,,,,,
,"celebrate","false",4,,"tiny_balloon5_idle1","true","true",,,,,,,,,,
,,"false",1,,"tiny_balloon5_idle1","true","true",,,,,,,,,,
,"die","false",1,,"tiny_balloon5_die1","false","true",,,,,,,,,,
"Healer",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"healer1_run1","true","true",,,,,,,,,,
,"idle","true",10,,"healer1_idle1","true","true",,,,,,,,,,
,"attack","true",1,10,"healer1_attack1","true","true",,,,,,,,,,
,"celebrate","true",1,,"healer1_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Healer2",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"healer2_run1","true","true",,,,,,,,,,
,"idle","true",10,,"healer2_idle1","true","true",,,,,,,,,,
,"attack","true",1,10,"healer2_attack1","true","true",,,,,,,,,,
,"celebrate","true",1,,"healer2_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Healer3",,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,
,"walk","true",,,"healer3_run1","true","true",,,,,,,,,,
,"idle","true",10,,"healer3_idle1","true","true",,,,,,,,,,
,"attack","true",1,10,"healer3_attack1","true","true",,,,,,,,,,
,"celebrate","true",1,,"healer3_idle1","true","true",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,
"Healer4",,,,,,,,,,,,,,,,,
