"Barbarian",,,,,,,,,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","false",,,"balloon3_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","false",1,,"balloon3_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"false",1,,"balloon3_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","false",1,34,"balloon3_attack1","false","true","sc/characters_air.sc",,,,,,,,,,
,,"false",5,34,"balloon3_attack1","false","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","false",4,,"balloon3_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"false",1,,"balloon3_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"balloon3_die1","false","true","sc/characters_air.sc",,,,,,,,,,
"Balloon Goblin6",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","false",,,"balloon_lvl6_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","false",1,,"balloon_lvl6_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"false",1,,"balloon_lvl6_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","false",1,34,"balloon_lvl6_attack1","false","true","sc/characters_air.sc",,,,,,,,,,
,,"false",5,34,"balloon_lvl6_attack1","false","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","false",4,,"balloon_lvl6_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"false",1,,"balloon_lvl6_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"balloon_lvl6_die1","false","true","sc/characters_air.sc",,,,,,,,,,
"Balloon Goblin7",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","false",,,"balloon_lvl7_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","false",1,,"balloon_lvl7_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"false",1,,"balloon_lvl7_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","false",1,34,"balloon_lvl7_attack1","false","true","sc/characters_air.sc",,,,,,,,,,
,,"false",5,34,"balloon_lvl7_attack1","false","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","false",4,,"balloon_lvl7_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"false",1,,"balloon_lvl7_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"balloon_lvl7_die1","false","true","sc/characters_air.sc",,,,,,,,,,
"Balloon Goblin8",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","false",,,"balloon_lvl8_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","false",1,,"balloon_lvl8_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"false",1,,"balloon_lvl8_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","false",1,34,"balloon_lvl8_attack1","false","true","sc/characters_air.sc",,,,,,,,,,
,,"false",5,34,"balloon_lvl8_attack1","false","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","false",4,,"balloon_lvl8_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"false",1,,"balloon_lvl8_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"balloon_lvl8_die1","false","true","sc/characters_air.sc",,,,,,,,,,
"Balloon Goblin9",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","false",,,"balloon_lvl9_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","false",1,,"balloon_lvl9_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"false",1,,"balloon_lvl9_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","false",1,34,"balloon_lvl9_attack1","false","true","sc/characters_air.sc",,,,,,,,,,
,,"false",5,34,"balloon_lvl9_attack1","false","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","false",4,,"balloon_lvl9_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"false",1,,"balloon_lvl9_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"balloon_lvl9_die1","false","true","sc/characters_air.sc",,,,,,,,,,
"New Balloon1",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","false",,,"tiny_balloon1_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","false",1,,"tiny_balloon1_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"false",1,,"tiny_balloon1_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","false",1,20,"tiny_balloon1_attack1","false","true","sc/characters_air.sc",,,,,,,,,,
,,"false",5,20,"tiny_balloon1_attack1","false","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","false",4,,"tiny_balloon1_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"false",1,,"tiny_balloon1_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"tiny_balloon1_die1","false","true","sc/characters_air.sc",,,,,,,,,,
"New Balloon2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","false",,,"tiny_balloon2_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","false",1,,"tiny_balloon2_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"false",1,,"tiny_balloon2_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","false",1,20,"tiny_balloon2_attack1","false","true","sc/characters_air.sc",,,,,,,,,,
,,"false",5,20,"tiny_balloon2_attack1","false","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","false",4,,"tiny_balloon2_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"false",1,,"tiny_balloon2_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"tiny_balloon2_die1","false","true","sc/characters_air.sc",,,,,,,,,,
"New Balloon3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","false",,,"tiny_balloon3_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","false",1,,"tiny_balloon3_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"false",1,,"tiny_balloon3_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","false",1,20,"tiny_balloon3_attack1","false","true","sc/characters_air.sc",,,,,,,,,,
,,"false",5,20,"tiny_balloon3_attack1","false","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","false",4,,"tiny_balloon3_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"false",1,,"tiny_balloon3_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"tiny_balloon3_die1","false","true","sc/characters_air.sc",,,,,,,,,,
"New Balloon4",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","false",,,"tiny_balloon4_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","false",1,,"tiny_balloon4_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"false",1,,"tiny_balloon4_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","false",1,20,"tiny_balloon4_attack1","false","true","sc/characters_air.sc",,,,,,,,,,
,,"false",5,20,"tiny_balloon4_attack1","false","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","false",4,,"tiny_balloon4_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"false",1,,"tiny_balloon4_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"tiny_balloon4_die1","false","true","sc/characters_air.sc",,,,,,,,,,
"New Balloon5",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","false",,,"tiny_balloon5_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","false",1,,"tiny_balloon5_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"false",1,,"tiny_balloon5_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","false",1,20,"tiny_balloon5_attack1","false","true","sc/characters_air.sc",,,,,,,,,,
,,"false",5,20,"tiny_balloon5_attack1","false","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","false",4,,"tiny_balloon5_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,,"false",1,,"tiny_balloon5_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"tiny_balloon5_die1","false","true","sc/characters_air.sc",,,,,,,,,,
"Healer",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"healer1_run1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","true",10,,"healer1_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","true",1,10,"healer1_attack1","true","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","true",1,,"healer1_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true","sc/characters.sc",,,,,,,,,,
"Healer2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"healer2_run1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","true",10,,"healer2_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","true",1,10,"healer2_attack1","true","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","true",1,,"healer2_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true","sc/characters.sc",,,,,,,,,,
"Healer3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"healer3_run1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","true",10,,"healer3_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","true",1,10,"healer3_attack1","true","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","true",1,,"healer3_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true","sc/characters.sc",,,,,,,,,,
"Healer4",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","SWF",,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean","String",,,,,,,,,,
,"walk","true",,,"healer4_run1","true","true","sc/characters_air.sc",,,,,,,,,,
,"idle","true",10,,"healer4_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"attack","true",1,10,"healer4_attack1","true","true","sc/characters_air.sc",,,,,,,,,,
,"celebrate","true",1,,"healer4_idle1","true","true","sc/characters_air.sc",,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true","sc/characters.sc",,,,,,,,,,
"Wizard",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"wizard1_run1","true","true",,,,,,,,,,,
,"idle","true",10,,"wizard1_idle1","true","true",,,,,,,,,,,
,"attack","true",1,14,"wizard1_attack1","false","true",,,,,,,,,,,
,"celebrate","true",1,,"wizard1_idle1","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Wizard2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"wizard2_run1","true","true",,,,,,,,,,,
,"idle","true",10,,"wizard2_idle1","true","true",,,,,,,,,,,
,"attack","true",1,14,"wizard2_attack1","false","true",,,,,,,,,,,
,"celebrate","true",1,,"wizard2_idle1","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Wizard3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"wizard3_run1","true","true",,,,,,,,,,,
,"idle","true",10,,"wizard3_idle1","true","true",,,,,,,,,,,
,"attack","true",1,14,"wizard3_attack1","false","true",,,,,,,,,,,
,"celebrate","true",1,,"wizard3_idle1","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Wizard6",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"wizard6_run1","true","true",,,,,,,,,,,
,"idle","true",10,,"wizard6_idle1","true","true",,,,,,,,,,,
,"attack","true",1,14,"wizard6_attack1","false","true",,,,,,,,,,,
,"celebrate","true",1,,"wizard6_idle1","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Wizard7",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"wizard7_run1","true","true",,,,,,,,,,,
,"idle","true",10,,"wizard7_idle1","true","true",,,,,,,,,,,
,"attack","true",1,14,"wizard7_attack1","false","true",,,,,,,,,,,
,"celebrate","true",1,,"wizard7_idle1","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Wizard8",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"wizard8_run1","true","true",,,,,,,,,,,
,"idle","true",10,,"wizard8_idle1","true","true",,,,,,,,,,,
,"attack","true",1,14,"wizard8_attack1","false","true",,,,,,,,,,,
,"celebrate","true",1,,"wizard8_idle1","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Wizard9",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"wizard9_run1","true","true",,,,,,,,,,,
,"idle","true",10,,"wizard9_idle1","true","true",,,,,,,,,,,
,"attack","true",1,14,"wizard9_attack1","false","true",,,,,,,,,,,
,"celebrate","true",1,,"wizard9_idle1","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Wizard10",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"wizard10_run1","true","true",,,,,,,,,,,
,"idle","true",10,,"wizard10_idle1","true","true",,,,,,,,,,,
,"attack","true",1,14,"wizard10_attack1","false","true",,,,,,,,,,,
,"celebrate","true",1,,"wizard10_idle1","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Worker",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"worker_walk1","true","true",,,,,,,,,,,
,"idle","true",1,,"worker_idle1","true","true",,,,,,,,,,,
,,"true",1,,"worker_idle1","true","true",,,,,,,,,,,
,,"true",1,,"worker_idle1","true","true",,,,,,,,,,,
,"busy","true",1,10,"worker_build1","true","true",,,,,,,,,,,
,,"true",1,10,"worker_build2","true","true",,,,,,,,,,,
,"work1","false",1,,"worker_heroUpgrade1","true","true",,,,,,,,,,,
,"work2","true",1,10,"worker_build1","true","true",,,,,,,,,,,
,,"true",1,10,"worker_build2","true","true",,,,,,,,,,,
,"celebrate","true",1,,"worker_idle3","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"Villager",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"villagergirl_walk1","true","true",,,,,,,,,,,
,"idle","true",1,,"villagergirl_idle1","true","true",,,,,,,,,,,
,,"true",1,,"villagergirl_idle2","true","true",,,,,,,,,,,
,"busy","true",1,10,"villagergirl_idle1","false","true",,,,,,,,,,,
,,"true",1,10,"villagergirl_idle2","false","true",,,,,,,,,,,
,"celebrate","true",5,,"villagergirl_cheer1","true","true",,,,,,,,,,,
,,"true",2,,"villagergirl_idle1","true","true",,,,,,,,,,,
,,"true",1,,"villagergirl_idle2","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"PEKKA",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"pekka_walk1","true","true",,,,,,,,,,,
,"idle","true",1,,"pekka_idle1","true","true",,,,,,,,,,,
,"attack","true",1,12,"pekka_attack1","false","true",,,,,,,,,,,
,"celebrate","true",1,,"pekka_idle1","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"PEKKA2",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,,,,,
,"walk","true",,,"pekka2_walk1","true","true",,,,,,,,,,,
,"idle","true",1,,"pekka2_idle1","true","true",,,,,,,,,,,
,"attack","true",1,12,"pekka2_attack1","false","true",,,,,,,,,,,
,"celebrate","true",1,,"pekka2_idle1","true","true",,,,,,,,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,,,,,
"PEKKA3",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,,
,"walk","true",,,"pekka2_walk1","true","true",178,127,102,15,10,0,120,,,,
,"idle","true",1,,"pekka2_idle1","true","true",178,127,102,15,10,0,120,,,,
,"attack","true",1,12,"pekka2_attack1","false","true",178,127,102,15,10,0,120,,,,
,"celebrate","true",1,,"pekka2_idle1","true","true",178,127,102,15,10,0,120,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,200,,,,
"PEKKA4",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,,
,"walk","true",,,"pekka4_walk1","true","true",255,255,255,0,0,0,100,,,,
,"idle","true",1,,"pekka4_idle1","true","true",255,255,255,0,0,0,100,,,,
,"attack","true",1,12,"pekka4_attack1","false","true",255,255,255,0,0,0,100,,,,
,,"true",1,10,"pekka4_attack2","false","true",255,255,255,0,0,0,100,,,,
,"celebrate","true",1,,"pekka4_idle1","true","true",255,255,255,0,0,0,100,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,200,,,,
"PEKKA5",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,,
,"walk","true",,,"pekka5_walk1","true","true",255,255,255,0,0,0,120,,,,
,"idle","true",1,,"pekka5_idle1","true","true",255,255,255,0,0,0,120,,,,
,"attack","true",1,12,"pekka5_attack1","false","true",255,255,255,0,0,0,120,,,,
,,"true",1,10,"pekka5_attack2","false","true",255,255,255,0,0,0,120,,,,
,"celebrate","true",1,,"pekka5_idle1","true","true",255,255,255,0,0,0,120,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,200,,,,
"PEKKA6",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,,
,"walk","true",,,"pekka6_walk1","true","true",255,255,255,0,0,0,125,,,,
,"idle","true",1,,"pekka6_idle1","true","true",255,255,255,0,0,0,125,,,,
,"attack","true",1,12,"pekka6_attack1","false","true",255,255,255,0,0,0,125,,,,
,,"true",1,10,"pekka6_attack2","false","true",255,255,255,0,0,0,125,,,,
,"celebrate","true",1,,"pekka6_idle1","true","true",255,255,255,0,0,0,125,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,200,,,,
"PEKKA7",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,,
,"walk","true",,,"pekka7_walk1","true","true",255,255,255,0,0,0,125,,,,
,"idle","true",1,,"pekka7_idle1","true","true",255,255,255,0,0,0,125,,,,
,"attack","true",1,12,"pekka7_attack1","false","true",255,255,255,0,0,0,125,,,,
,,"true",1,10,"pekka7_attack2","false","true",255,255,255,0,0,0,125,,,,
,"celebrate","true",1,,"pekka7_idle1","true","true",255,255,255,0,0,0,125,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,200,,,,
"PEKKA8",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,,
,"walk","true",,,"pekka8_walk1","true","true",255,255,255,0,0,0,125,,,,
,"idle","true",1,,"pekka8_idle1","true","true",255,255,255,0,0,0,125,,,,
,"attack","true",1,12,"pekka8_attack1","false","true",255,255,255,0,0,0,125,,,,
,,"true",1,10,"pekka8_attack2","false","true",255,255,255,0,0,0,125,,,,
,"celebrate","true",1,,"pekka8_idle1","true","true",255,255,255,0,0,0,125,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,200,,,,
"PEKKA9",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale",,,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int",,,,
,"walk","true",,,"pekka9_walk1","true","true",255,255,255,0,0,0,130,,,,
,"idle","true",1,,"pekka9_idle1","true","true",255,255,255,0,0,0,130,,,,
,"attack","true",1,12,"pekka9_attack1","false","true",255,255,255,0,0,0,130,,,,
,,"true",1,10,"pekka9_attack2","false","true",255,255,255,0,0,0,130,,,,
,"celebrate","true",1,,"pekka9_idle1","true","true",255,255,255,0,0,0,130,,,,
,"die","false",1,,"barbarian_death_1","false","true",,,,,,,200,,,,
"PEKKA1_new",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","SyncChildAnimations","SWF",,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","boolean","String",,
,"walk","true",,,"pekka_adv_lvl1_walk1","true","true",255,255,255,0,0,0,120,,"sc/characters.sc",,
,"idle","true",1,,"pekka_adv_lvl1_idle1","true","true",255,255,255,0,0,0,120,,"sc/characters.sc",,
,"attack","true",1,12,"pekka_adv_lvl1_attack1","false","true",255,255,255,0,0,0,120,"true","sc/characters.sc",,
,"celebrate","true",1,,"pekka_adv_lvl1_idle1","true","true",255,255,255,0,0,0,120,,"sc/characters.sc",,
,"die","false",1,,"barbarian_death_1","false","true",255,255,255,0,0,0,120,,,,
"PEKKA2_new",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","SyncChildAnimations","SWF",,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","boolean","String",,
,"walk","true",,,"pekka_adv_lvl2_walk1","true","true",255,255,255,0,0,0,120,,"sc/characters.sc",,
,"idle","true",1,,"pekka_adv_lvl2_idle1","true","true",255,255,255,0,0,0,120,,"sc/characters.sc",,
,"attack","true",1,12,"pekka_adv_lvl2_attack1","false","true",255,255,255,0,0,0,120,"true","sc/characters.sc",,
,"celebrate","true",1,,"pekka_adv_lvl2_idle1","true","true",255,255,255,0,0,0,120,,"sc/characters.sc",,
,"die","false",1,,"pekka_special_lvl1_death","false","true",255,255,255,0,0,0,120,,"sc/characters.sc",,
"PEKKA3_new",,,,,,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","ColorMulR","ColorMulG","ColorMulB","ColorAddR","ColorAddG","ColorAddB","Scale","SyncChildAnimations","SWF",,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int","int","int","int","boolean","String",,
,"walk","true",,,"pekka_adv_lvl3_walk1","true","true",255,255,255,0,0,0,120,,"sc/characters.sc",,
,"idle","true",1,,"pekka_adv_lvl3_idle1","true","true",255,255,255,0,0,0,120,,"sc/characters.sc",,
