"TID","EN","AR","CN","CNT","DE","ES","FA","FI","FR","ID","IT","JP","KR","MS","NL","NO","PT","RU","TH","TR","VI"
"TID_BOOSTER_FINISH_BUILDING_UPGRADE_INFO","Supposedly authored by the Master Builder himself, this magical book can be used to instantly finish any building upgrade timer. Works in both villages!","يمكن استخدام هذا الكتاب السحري الذي يُزعم أن مؤلفه هو البنّاء الخبير نفسه لإنهاء عداد ترقية أي مبنى على الفور. يعمل في كلتا القريتين.","据说这本魔法古籍是由建筑大师亲笔撰写，可立即完成任一建筑的升级。在家乡和建筑大师基地都可使用！","據說這本魔法古籍是由建築大師親筆撰寫，可立即完成任何一個建築的升級。在家鄉和建築大師基地都可使用！","Mit diesem magischen Buch, das vermutlich vom Meisterbauarbeiter selbst verfasst wurde, kann der Timer einer Gebäudeverbesserung sofort abgeschlossen werden. Dies wirkt in beiden Dörfern!","Este libro mágico, supuestamente escrito por el mismísimo constructor maestro, se puede usar para completar al instante cualquier mejora de edificio en curso. Funciona en las dos aldeas.","با استفاده از این کتاب جادویی که گویا توسط شخص استاد سازنده نوشته شده است می‌توانید هرگونه زمان‌سنج ارتقاء ساختمان را تمام کنید. در هر دو دهکده کار می‌کند!","Huhu kertoo, että tämän maagisen kirjan olisi kirjoittanut itse mestarirakentaja. Sen avulla voit välittömästi viimeistellä minkä tahansa jo aloitetun rakennuksen päivityksen. Toimii sekä kotikylässä että rakentajan tukikohdassa!","Ce livre magique aurait été rédigé par le maître ouvrier en personne. Il vous permettra de terminer instantanément n'importe quelle amélioration de bâtiment en cours. Et il marche dans les deux villages !","Konon ditulis oleh Master Tukang sendiri, kitab sihir ini bisa digunakan untuk langsung menyelesaikan waktu peningkatan bangunan mana saja. Berfungsi di kedua desa!","Questo libro magico, che pare sia stato scritto dal capomastro in persona, può essere usato per completare immediatamente un miglioramento di un edificio in corso. Funziona in entrambi i villaggi!","マスター大工が自らの手で記したと思われるこの魔法の本を使うと、実行中の建物アップグレードを瞬時に完了することができます。どちらの村でも使用可能です！","마스터 장인이 직접 제작했다고 알려진 이 책을 사용하면, 진행 중인 건물 업그레이드가 즉시 완료됩니다. 마을과 장인기지에서 사용할 수 있습니다.","Buku ajaib yang dikata ditulis oleh Pakar Pembina sendiri ini boleh digunakan untuk menyelesaikan mana-mana pemasa naik taraf pembinaan dengan segera. Berfungsi di kedua-dua kampung!","Er wordt gezegd dat de meesterbouwer zelf dit boek heeft geschreven. Gebruik het om een gebouwenupgradetimer onmiddellijk te voltooien. Werkt in het thuisdorp en de bouwersbasis.","Med denne magiske boken, som visstnok ble skrevet av byggmesteren selv, kan du fullføre enhver oppgraderingstidtaker for bygninger umiddelbart. Fungerer i begge landsbyene!","Supostamente de autoria do próprio mestre construtor, este livro mágico pode ser usado para finalizar instantaneamente a barra de progresso de qualquer melhoria de construção. Funciona nas duas vilas!","Говорят, что эта волшебная книга написана самим главным строителем. С ее помощью можно мгновенно завершить любое улучшение здания. Работает в обеих деревнях!","ช่างก่อสร้างยอดฝีมือคงประพันธ์มันด้วยตัวเอง ตำราเวทมนตร์นี้สามารถใช้ทำให้การอัปเกรดสิ่งก่อสร้างใดๆ ที่กำลังดำเนินอยู่เสร็จสิ้นได้ทันที สามารถใช้งานได้ในทั้งสองหมู่บ้าน!","Bizzat Usta İnşaatçı tarafından yazıldığı iddia edilen bu büyülü kitap, herhangi bir bina yükseltmesini anında tamamlamak için kullanılabilir. İki köyde de kullanılır!","Tương truyền rằng quyển sách kỳ diệu này đã được chính Thợ xây Bậc thầy biên soạn. Nó có thể được sử dụng để kết thúc ngay lập tức bộ đếm thời gian của bất kỳ quá trình nâng cấp công trình nào. Có tác dụng trong cả hai làng!"
"TID_BOOSTER_FINISH_TROOP_UPGRADE_OFFER_INFO","<num>x Book of Fighting - instantly finish any troop upgrade timer","<num> من كتب القتال: لإنهاء عداد ترقية أي قوات على الفور.","<num>本战斗之书，可立即完成任一正在进行的部队升级","<num>本戰鬥之書，可立即完成任一正在進行的部隊升級","<num>x Buch des Kampfes (schließt den Timer einer Truppenverbesserung sofort ab)","<num>x libro de lucha: Completa una mejora de tropa en curso al instante.","<num> کتاب مبارزه - فوراً هر نوع زمان‌سنج ارتقا نیرو را تمام کنید","<num> x taisteluiden kirja: viimeistele välittömästi mikä tahansa joukkojen päivitys, kun päivitysajastin käy jo.","Livre de combat x<num> : termine instantanément n'importe quelle amélioration de troupe en cours.","<num>x Kitab Tempur - langsung menyelesaikan waktu peningkatan peleton mana saja","Libri della guerra (completano subito un miglioramento di una truppa in corso): <num>","戦いの本<num>冊 - 実行中のユニットアップグレードを瞬時に完了します","유닛의 책 <num>개 - 진행 중인 유닛 업그레이드가 즉시 완료됩니다.","<num>x Buku Laga - segera menyelesaikan pemasa naik taraf mana-mana askar","<num>x het vechtboek: voltooi onmiddellijk een lopende upgradetimer voor troepen","<num>x stridsbok: Fullfør enhver oppgraderingstidtaker for tropper umiddelbart","<num>x Livro da Luta - finaliza o tempo de qualquer melhoria de tropa imediatamente.","Книга сражений (<num> шт.) — мгновенно завершите любое улучшение войск.","ตำราการต่อสู้ <num> เล่ม - ทำให้การอัปเกรดกองกำลังใดๆ ที่กำลังดำเนินอยู่เสร็จสิ้นในทันที","<num> Savaş Kitabı - Herhangi bir birlik yükseltmesini anında tamamlar.","<num>x Binh Thư - kết thúc ngay lập tức bộ đếm thời gian của bất kỳ quá trình nâng cấp binh lính nào"
"TID_BOOSTER_FINISH_BUILDING_UPGRADE_OFFER_INFO","<num>x Book of Building - instantly finish any building upgrade timer","<num> من كتب المباني: لإنهاء عداد ترقية أي مبنى على الفور.","<num>本建筑之书，可立即完成任一正在进行的建筑升级","<num>本建築之書，可立即完成任一正在進行的建築升級","<num>x Buch des Bauens (schließt den Timer einer Gebäudeverbesserung sofort ab)","<num>x libro de construcción: Completa una mejora de estructura en curso al instante.","<num> کتاب ساختمان - فوراً هر نوع زمان‌سنج ارتقا ساختمان را تمام کنید","<num> x rakentamisen kirja: viimeistele välittömästi mikä tahansa rakennuspäivitys, kun päivitysajastin käy jo.","Livre des bâtiments x<num> : termine instantanément n'importe quelle amélioration de bâtiment en cours.","<num>x Kitab Konstruksi - langsung menyelesaikan waktu peningkatan bangunan mana saja","Libri degli edifici (completano subito un miglioramento di un edificio in corso): <num>","建物の本<num>冊 - 実行中の建物アップグレードを瞬時に完了します","건물의 책 <num>개 - 진행 중인 건물 업그레이드가 즉시 완료됩니다.","<num>x Buku Bangunan - segera menyelesaikan pemasa naik taraf mana-mana bangunan","<num>x het gebouwenboek: voltooi onmiddellijk een lopende upgradetimer voor gebouwen","<num>x byggebok: Fullfør enhver oppgraderingstidtaker for bygninger umiddelbart","<num>x Livro das Construções - finaliza o tempo de qualquer melhoria de construção imediatamente.","Книга строительства (<num> шт.) — мгновенно завершите любое улучшение здания.","ตำราสิ่งก่อสร้าง <num> เล่ม - ทำให้การอัปเกรดสิ่งก่อสร้างใดๆ ที่กำลังดำเนินอยู่เสร็จสิ้นในทันที","<num> İnşaat Kitabı - Herhangi bir bina yükseltmesini anında tamamlar.","<num>x Công trình Thư - kết thúc ngay lập tức bộ đếm thời gian của bất kỳ quá trình nâng cấp công trình nào"
"TID_BOOSTER_FINISH_SPELL_UPGRADE_OFFER_INFO","<num>x Book of Spells - instantly finish any spell upgrade timer","<num> من كتب التعويذات: لإنهاء عداد ترقية أي تعويذة على الفور.","<num>本法术之书，可立即完成任一正在进行的法术升级","<num>本法術之書，可立即完成任一正在進行的法術升級","<num>x Buch der Zauber (schließt den Timer einer Zauberverbesserung sofort ab)","<num>x libro de hechizos: Completa una mejora de hechizo en curso al instante.","<num> کتاب طلسم‌ها - فوراً هر نوع زمان‌سنج ارتقا طلسم را تمام کنید","<num> x loitsujen kirja: viimeistele välittömästi mikä tahansa loitsun päivitys, kun päivitysajastin käy jo.","Livre des sorts x<num> : termine instantanément n'importe quelle amélioration de sort en cours.","<num>x Kitab Mantra - langsung menyelesaikan waktu peningkatan mantra mana saja","Libri di incantesimi (completano subito un miglioramento di un incantesimo in corso): <num>","呪文の本<num>冊 - 実行中の呪文アップグレードを瞬時に完了します","마법의 책 <num>개 - 진행 중인 마법 업그레이드가 즉시 완료됩니다.","<num>x Buku Sihir - segera menyelesaikan pemasa naik taraf mana-mana sihir","<num>x het spreukenboek: voltooi onmiddellijk een lopende upgradetimer voor spreuken","<num>x formelbok: Fullfør enhver oppgraderingstidtaker for formler umiddelbart","<num>x Livro dos Feitiços - finaliza o tempo de qualquer melhoria de feitiço imediatamente.","Книга заклинаний (<num> шт.) — мгновенно завершите любое улучшение заклинания.","ตำราอาคม <num> เล่ม - ทำให้การอัปเกรดอาคมใดๆ ที่กำลังดำเนินอยู่เสร็จสิ้นในทันที","<num> Büyü Kitabı - Herhangi bir büyü yükseltmesini anında tamamlar.","<num>x Thần chú Thư - kết thúc ngay lập tức bộ đếm thời gian của bất kỳ quá trình nâng cấp thần chú nào"
"TID_BOOSTER_FINISH_HERO_UPGRADE_OFFER_INFO","<num>x Book of Heroes - instantly finish any hero upgrade timer","<num> من كتب الأبطال: لإنهاء عداد ترقية أي بطل على الفور.","<num>本英雄之书，可立即完成任一正在进行的英雄升级","<num>本英雄之書，可立即完成任一正在進行的英雄升級","<num>x Buch der Helden (schließt den Timer einer Heldenverbesserung sofort ab)","<num>x libro de héroes: Completa una mejora de héroe en curso al instante.","<num> کتاب قهرمانان - فوراً هر نوع زمان‌سنج ارتقا قهرمان را تمام کنید","<num> x sankareiden kirja: viimeistele välittömästi mikä tahansa sankarin päivitys, kun päivitysajastin käy jo.","Livre des héros x<num> : termine instantanément n'importe quelle amélioration de héros en cours.","<num>x Kitab Pahlawan - langsung menyelesaikan waktu peningkatan pahlawan mana saja","Libri degli eroi (completano subito un miglioramento di un eroe in corso): <num>","ヒーローの本<num>冊 - 実行中のヒーローアップグレードを瞬時に完了します","영웅의 책 <num>개 - 진행 중인 영웅 업그레이드가 즉시 완료됩니다.","<num>x Buku Wira-wira - segera menyelesaikan pemasa naik taraf mana-mana wira","<num>x het heldenboek: voltooi onmiddellijk een lopende upgradetimer voor helden","<num>x heltebok: Fullfør enhver oppgraderingstidtaker for helter umiddelbart","<num>x Livro dos Heróis - finaliza o tempo de qualquer melhoria de herói imediatamente.","Книга героев (<num> шт.) — мгновенно завершите любое улучшение героя.","ตำราผู้กล้า <num> เล่ม - ทำให้การอัปเกรดผู้กล้าใดๆ ที่กำลังดำเนินอยู่เสร็จสิ้นในทันที","<num> Kahramanlar Kitabı - Herhangi bir kahraman yükseltmesini anında tamamlar.","<num>x Tướng Thư - kết thúc ngay lập tức bộ đếm thời gian của bất kỳ quá trình nâng cấp tướng nào"
"TID_BOOSTER_FINISH_ANY_UPGRADE_OFFER_INFO","<num>x Book of Everything - instantly finish any upgrade timer","<num> من كتب كل شيء: لإنهاء أي عداد ترقية على الفور.","<num>本万能之书，可立即完成任一正在升级的项目","<num>本萬能之書，可立即完成任一正在升級的項目","<num>x Universalbuch (schließt den Timer einer beliebigen Verbesserung sofort ab)","<num>x libro universal: Completa una mejora en curso al instante.","<num> کتاب همه چیز - فوراً هر نوع زمان‌سنج ارتقا را تمام کنید","<num> x kaiken tiedon kirja: viimeistele välittömästi mikä tahansa päivitys, kun päivitysajastin käy jo.","Livre universel x<num> : termine instantanément n'importe quelle amélioration en cours.","<num>x Kitab Segalanya - langsung menyelesaikan semua waktu peningkatan","Libri onniscienti (completano subito qualsiasi miglioramento in corso): <num>","森羅万象の本<num>冊 - 実行中のいずれかのアップグレードを瞬時に完了します","궁극의 책 <num>개 - 진행 중인 어떤 업그레이드도 즉시 완료됩니다.","<num>x Buku tentang Segalanya - segera menyelesaikan mana-mana pemasa naik taraf","<num>x het allesboek: voltooi onmiddellijk een lopende upgradetimer","<num>x bok med alt: Fullfør enhver oppgraderingstidtaker umiddelbart","<num>x Livro Universal - finaliza o tempo de qualquer melhoria imediatamente.","Книга всего (<num> шт.) — мгновенно завершите любое улучшение.","ตำราสรรพสิ่ง <num> เล่ม - ทำให้การอัปเกรดใดๆ ที่กำลังดำเนินอยู่เสร็จสิ้นในทันที","<num> Her Şeyin Kitabı - Herhangi bir yükseltmeyi anında tamamlar.","<num> Vạn vật Thư - kết thúc ngay lập tức bộ đếm thời gian của bất kỳ quá trình nâng cấp nào"
"TID_WL_STATS_STARS","Stars","النجوم","胜利之星","勝利之星","Sterne","Estrellas","ستاره‌ها","Tähdet","Étoiles","Bintang","Stelle","星","별","Bintang","Sterren","Stjerner","Estrelas","Звезды","ดาว","Yıldız","Sao"
"TID_WL_STATS_DESTRUCTION","Destruction","الدمار","摧毁率","摧毀率","Zerstörung","Destrucción","تخریب","Tuho","Destruction","Penghancuran","Distruzione","破壊率","파괴율","Kerosakan","Vernietiging","Ødeleggelse","Destruição","Разрушение","การทำลายล้าง","Yıkım","Phá hủy"
"TID_WL_STATS_WINS","Wins","الانتصارات","胜场","勝場","Siege","Victorias","پیروزی‌ها","Voitot","Victoires","Menang","Vittorie","勝利数","승리","Menang","Overwinningen","Seire","Vitórias","Победы","ชนะ","Galibiyet","Thắng"
"TID_WL_STATS_SELECT_CLASSIC","Classic","العادية","常规部落对战","常規部落對戰","Klassisch","Clásico","عادی","Perinteinen","Classique","Klasik","Classiche","通常","일반","Klasik","Klassiek","Klassisk","Normal","Обычный","ปกติ","Klasik","Cổ điển"
"TID_WL_STATS_SELECT_WL","War League","دوري الحروب","部落对战联赛","部落對戰聯盟賽","Kriegsliga","Liga de guerra","لیگ جنگ","Sotaliiga","Ligue de guerre","Liga Perang","Lega della guerra","対戦リーグ","클랜전 리그","Liga Perang","Oorlogsdivisie","Krigsliga","Liga de Guerra","Военная лига","ลีกสงคราม","Savaş Ligi","Giải đấu Hội Chiến"
"TID_WL_SEASON_NAME_SHORT","<month> Season","موسم <month>","<month>赛季","<month>賽季","<month>-Saison","Temporada de <month>","فصل <month>","Kausi <month>","Saison : <month>","Musim <month>","Stagione di <month>","<month>シーズン","<month> 시즌","Musim <month>","Seizoen <month>","Sesong: <month>","Temporada de <month>","Сезон: <month>","ฤดูกาลเดือน<month>","<month> Sezonu","<month> Mùa giải"
"TID_WL_STAT_POSITION1","1st Place","المركز الأول","第1名","第1名","1. Platz","1.º puesto","مقام اول","1. sija","1ère place","Tempat ke-1","Primo","1位","1위","Pertama","1ste plaats","1. plass","1º lugar","1-е место","อันดับที่ 1","1. Sıra","Vị trí số 1"
"TID_WL_STAT_POSITION2","2nd Place","المركز الثاني","第2名","第2名","2. Platz","2.º puesto","مقام دوم","2. sija","2ème place","Tempat ke-2","Secondo","2位","2위","Kedua","2de plaats","2. plass","2º lugar","2-е место","อันดับที่ 2","2. Sıra","Vị trí số 2"
"TID_WL_STAT_POSITION3","3rd Place","المركز الثالث","第3名","第3名","3. Platz","3.º puesto","مقام سوم","3. sija","3ème place","Tempat ke-3","Terzo","3位","3위","Ketiga","3de plaats","3. plass","3º lugar","3-е место","อันดับที่ 3","3. Sıra","Vị trí số 3"
"TID_WL_STAT_POSITION4","4th Place","المركز الرابع","第4名","第4名","4. Platz","4.º puesto","مقام چهارم","4. sija","4ème place","Tempat ke-4","Quarto","4位","4위","Keempat","4de plaats","4. plass","4º lugar","4-е место","อันดับที่ 4","4. Sıra","Vị trí số 4"
"TID_WL_STAT_POSITION5","5th Place","المركز الخامس","第5名","第5名","5. Platz","5.º puesto","مقام پنجم","5. sija","5ème place","Tempat ke-5","Quinto","5位","5위","Kelima","5de plaats","5. plass","5º lugar","5-е место","อันดับที่ 5","5. Sıra","Vị trí số 5"
"TID_WL_STAT_POSITION6","6th Place","المركز السادس","第6名","第6名","6. Platz","6.º puesto","مقام ششم","6. sija","6ème place","Tempat ke-6","Sesto","6位","6위","Keenam","6de plaats","6. plass","6º lugar","6-е место","อันดับที่ 6","6. Sıra","Vị trí số 6"
"TID_WL_STAT_POSITION7","7th Place","المركز السابع","第7名","第7名","7. Platz","7.º puesto","مقام هفتم","7. sija","7ème place","Tempat ke-7","Settimo","7位","7위","Ketujuh","7de plaats","7. plass","7º lugar","7-е место","อันดับที่ 7","7. Sıra","Vị trí số 7"
"TID_WL_STAT_POSITION8","8th Place","المركز الثامن","第8名","第8名","8. Platz","8.º puesto","مقام هشتم","8. sija","8ème place","Tempat ke-8","Ottavo","8位","8위","Kelapan","8ste plaats","8. plass","8º lugar","8-е место","อันดับที่ 8","8. Sıra","Vị trí số 8"
"TID_BOOSTER_FINISH_BUILDING_UPGRADE_INFO","Supposedly authored by the Master Builder himself, this magical book can be used to instantly complete any building upgrade. Works in both villages!","يمكن استخدام هذا الكتاب السحري الذي يُزعم أن مؤلفه هو البنّاء الخبير نفسه لإكمال أي ترقية مبنى على الفور. يعمل في كلا القريتين!","据说这本魔法古籍是由建筑大师亲笔撰写，可立即完成任一正在进行的建筑升级。在家乡和建筑大师基地都可使用！","據說這本魔法古籍是由建築大師親筆撰寫，可立即完成任何一個正在進行的建築升級。在家鄉和建築大師基地都可使用！","Mit diesem magischen Buch, das vermutlich vom Meisterbauarbeiter selbst verfasst wurde, kann jede Gebäudeverbesserung sofort abgeschlossen werden. Dies wirkt in beiden Dörfern!","Este libro mágico, supuestamente escrito por el mismísimo constructor maestro, se puede usar para completar al instante cualquier mejora de edificio. Funciona en las dos aldeas.","با استفاده از این کتاب جادویی که ظاهراً توسط شخص استاد سازنده نوشته شده است می‌توانید بلافاصله هرگونه ارتقاء جاری ساختمان را کامل کنید. در هر دو دهکده کار می‌کند!","Huhu kertoo, että tämän maagisen kirjan olisi kirjoittanut itse mestarirakentaja. Sen avulla voit välittömästi viimeistellä minkä tahansa käynnissä olevan rakennuksen päivityksen. Toimii sekä kotikylässä että rakentajan tukikohdassa!","Ce livre magique aurait été rédigé par le maître ouvrier en personne. Il vous permettra de terminer instantanément n'importe quelle amélioration de bâtiment. Et il marche dans les deux villages !","Seharusnya ditulis oleh Master Tukang sendiri, kitab sihir ini bisa dipakai untuk langsung menyelesaikan peningkatan bangunan apa pun. Berlaku di kedua desa!","Questo libro magico, che pare sia stato scritto dal capomastro, può essere usato per completare immediatamente un miglioramento di un edificio in corso. Funziona in entrambi i villaggi!","マスター大工が自らの手で記したと思われるこの魔法の本を使うと、実行中のいずれかの建物アップグレードを瞬時に完了することができます。どちらの村でも使用可能です！","마스터 장인이 직접 제작했다고 알려진 이 책을 사용하면, 건물 업그레이드가 즉시 완료됩니다. 마을과 장인기지에서 사용할 수 있습니다.","Buku ajaib yang dikata ditulis oleh Pakar Pembina sendiri ini boleh digunakan untuk menyelesaikan mana-mana naik taraf pembinaan dengan segera. Boleh diguna di kedua-dua kampung!","Er wordt gezegd dat de meesterbouwer zelf dit boek heeft geschreven. Gebruik het om een gebouwenupgrade onmiddellijk te voltooien. Werkt in het thuisdorp en de bouwersbasis.","Med denne magiske boken, som visstnok ble skrevet av byggmesteren selv, kan du fullføre enhver pågående bygningsoppgradering umiddelbart. Fungerer i begge landsbyene!","Supostamente de autoria do próprio mestre construtor, este livro mágico pode ser usado para concluir instantaneamente qualquer melhoria de construção. Funciona nas duas vilas!","Считается, что эта волшебная книга написана самим главным строителем. Она позволяет немедленно завершить любое улучшение здания. Работает в обеих деревнях!","ช่างก่อสร้างยอดฝีมือคงประพันธ์มันด้วยตัวเอง ตำราเวทมนตร์นี้สามารถใช้ทำให้การอัปเกรดสิ่งก่อสร้างใดๆ เสร็จสิ้นทันทีได้ สามารถใช้งานได้ในทั้งสองหมู่บ้าน!","Bizzat Usta İnşaatçı tarafından yazıldığı iddia edilen bu büyülü kitap, herhangi bir bina yükseltmesini anında tamamlamak için kullanılabilir. İki köyde de kullanılır!","Tương truyền rằng quyển sách kỳ diệu này đã được chính Thợ xây Bậc thầy biên soạn. Nó có thể được sử dụng để hoàn thành ngay lập tức bất kỳ quá trình nâng cấp công trình nào đang diễn ra. Có tác dụng trong cả hai làng!"
"TID_BOOSTER_FREE_SPELL_UPGRADE","Hammer of Spells","مطرقة التعويذات","法术之锤","法術之錘","Hammer der Zauber","Martillo de hechizos","چکش طلسم‌ها","Loitsujen vasara","Marteau des sorts","Palu Mantra","Martello degli incantesimi","呪文のハンマー","마법 해머","Tukul Sihir","Spreukenhamer","Formelhammer","Martelo dos Feitiços","Молот заклинаний","ค้อนอาคม","Büyü Çekici","Búa nâng cấp Thần chú"
"TID_WL_EXPLAIN_REWARDS_TEXT","Your League Medals reward is based on the number of stars you earned and wars your clan won.","جائزة أوسمة الدوري الخاصة بك مبنية على عدد النجوم التي كسبتها وانتصارات الحروب التي لعبت فيها.","您的联赛奖章奖励取决于您获得的胜利之星数量以及您参加且部落获胜了的战斗日次数。","您的聯盟賽獎章獎勵取決於您獲得的勝利之星數量以及您參加且部落獲勝的戰鬥日次數。","Deine Ligamedaillen-Belohnung richtet sich nach der Anzahl der Sterne, die du verdient hast, sowie der Anzahl der gewonnenen Kriege, an denen du teilgenommen hast.","Las medallas de liga recibidas se basan en las estrellas obtenidas y en las guerras ganadas en las que hayas participado.","جایزه مدال‌های لیگ بر اساس تعداد ستاره‌هایی که کسب کرده‌اید و جنگ‌هایی که در آن‌ها بازی کرده و پیروز شده‌اید، به شما داده می‌شود.","Liigamitalipalkinnot perustuvat ansaitsemiesi tähtien määrään ja niiden voitettujen sotien määrään, joissa pelasit.","Votre récompense en médailles de ligue dépend du nombre d'étoiles que vous avez gagnées et du nombre de batailles victorieuses auxquelles vous avez participé.","Hadiah Medali Liga berdasar pada jumlah bintang yang diraih dan jumlah kemenangan perang yang diikuti.","La quantità di medaglie guadagnate dipende dal numero delle stelle ottenute e delle guerre vinte alle quali hai partecipato.","リーグメダル報酬は、獲得した星の数や対戦での勝利数に基づいて決まります。","리그 메달 보상은 획득한 별과 승리 횟수에 따라 결정됩니다.","Ganjaran Pingat Liga anda adalah berdasarkan jumlah bintang anda peroleh dan perang dimenangi anda.","Je divisiemedaillebeloning is gebaseerd op het aantal sterren dat je hebt verdiend en het aantal gewonnen oorlogen waaraan je deelnam.","Ligamedaljene du fikk i belønning, er basert på antall stjerner du tjente, og kriger du deltok i.","Sua recompensa em medalhas da Liga é baseada no número de estrelas obtidas e guerras vencidas das quais você participou.","Получаемые вами медали лиги зависят от количества заработанных вами звезд и выигранных войн.","รางวัลเหรียญลีกของท่านจะอ้างอิงตามจำนวนดาวที่ได้รับและสงครามที่ท่านมีส่วนในการชนะ","Aldığın Lig Madalyası sayısı, katıldığın savaşlarda kazandığın yıldız ve zafer sayısına göre belirlenir.","Phần thưởng Huy chương Giải đấu của bạn được dựa trên số lượng sao bạn kiếm được và số cuộc chiến tranh bạn thắng khi chơi."
