"TID","VI"
"TID_WAR_INFO_HEADLINE","Tổng quan"
"TID_WAR_WAR_BASE_INFO","Trong ngày chuẩn bị, Căn cứ Chiến đấu nhận đóng góp binh lính và có thể được thiết kế lại bằng cách sử dụng tất cả các hạng mục bình thường trong làng của bạn. Những căn cứ này phòng thủ trong trận chiến, đồng thời, giữ cho tài nguyên và thành tích của bạn được an toàn. Hãy nhớ đặt các công trình mới mà bạn đã xây dựng!"
"TID_WAR_WAR_BASE_HEADLINE","Ngày Chuẩn bị"
"TID_WAR_BATTLE_INFO","Mọi người thực hiện lượt tấn công của mình trong ngày chiến đấu. Chỉ lần tấn công kẻ địch tốt nhất mới được tính, vì thế chiến lược của hội chính là chìa khóa thành công! Các lượt tấn công trong hội chiến không làm giảm thời lượng Khiên chắn hay ảnh hưởng tới số chiến tích của bạn."
"TID_WAR_BATTLE_INFO_HEADLINE","Ngày Chiến đấu"
"TID_TAB_OVERVIEW","Tổng quan"
"TID_TAB_PREPARATION","Ngày Chuẩn bị"
"TID_TAB_BATTLE","Ngày Chiến đấu"
"TID_WAR_DONATE_DONE","Bạn đã đóng góp số lượng binh lính tối đa cho người chơi này!"
"TID_WAR_DONATE_FULL","Người chơi này không thể nhận thêm binh lính nữa"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_1","Chào Chỉ huy, cuối cùng bạn đã đến! Chào mừng đến với Chiến Trường!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_2","Quân địch đang thèm khát chiến trận, nhưng hội của chúng ta đang ở đây và sẵn sàng chiến đấu!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_3","Này, Chỉ huy, ở đằng kia! Tôi đã nhìn thấy hội của kẻ địch!"
"TID_TUTORIAL_WAR_MAP_ENEMY_1","Ôi trời, Căn cứ Chiến đấu của địch ở khắp nơi!"
"TID_TUTORIAL_WAR_MAP_ENEMY_2","Tấn công bị hạn chế ở đây, vì thế chúng ta sẽ cần cả hội để đánh lại tất cả bọn chúng."
"TID_TUTORIAL_WAR_MAP_ENEMY_3","Chỉ huy, hãy kiểm tra xung quanh, sau đó kiểm tra lại Căn cứ Chiến đấu của chúng ta."
"TID_TUTORIAL_WAR_DONATE_1","Vào ngày chuẩn bị, chúng ta đóng góp binh lính và do thám quân địch."
"TID_TUTORIAL_WAR_BATTLE_1","Vào ngày chiến đấu, chúng ta tấn công! Chiến tích và Khiên chắn không được tính ở đây, chỉ tính đến chiến thắng thôi!"
"TID_TUTORIAL_WAR_INFO_1","Nhấn nút thông tin để tìm hiểu thêm. Cả hội đang trông chờ vào bạn, Chỉ huy!"
"TID_CLAN_WARS","Hội Chiến"
"TID_FRIENDLY_ZONE","Lãnh thổ Đồng đội"
"TID_ENEMY_TERRITORY","Lãnh thổ Kẻ địch"
"TID_DONATE","Đóng góp"
"TID_WARS_WON","Số cuộc chiến đã thắng"
"TID_PREVIOUS_BEST","Tốt nhất trước đó"
"TID_NEW_BEST","Kỷ lục mới"
"TID_TRANSITION_WAR_ENDED","Cuộc chiến đã kết thúc"
"TID_TRANSITION_WAR_START","Ngày Chiến đấu"
"TID_TRANSITION_WAR_PREPARE","Ngày Chuẩn bị"
"TID_PLUS_ONE_CLAN_STAR","+1 Chiến Sao"
"TID_WAR_RESULTS_BUTTON","Kết quả Cuộc chiến"
"TID_TAB_RESULTS","Kết quả Cuộc chiến"
"TID_WAR_RESULTS_INFO","Khi kết thúc trận chiến, phần thưởng chiến lợi phẩm sẽ được gửi tới Ngân khố của bạn. Chiến thắng trong cuộc chiến cũng kiếm về nhiều Điểm thưởng Kinh nghiệm hội cho hội của bạn. Bạn có thể xem kết quả và video phát lại khi trận chiến đã kết thúc. Hãy kiểm tra Nhật ký Chiến đấu của bạn để xem lại các trận chiến cũ hơn!"
"TID_WAR_RESULTS_INFO_FRIENDLYWAR_ADDITION","Khi kết thúc trận chiến, phần thưởng chiến lợi phẩm sẽ được gửi tới Ngân khố của bạn. Chiến thắng trong cuộc chiến cũng kiếm về nhiều Điểm thưởng Kinh nghiệm hội cho hội của bạn. Bạn có thể xem kết quả và video phát lại khi trận chiến đã kết thúc. Hãy kiểm tra Nhật ký Chiến đấu của hội để xem lại các trận chiến cũ hơn!\n\nLưu ý: Chiến tranh Thân thiện không cho bạn chiến lợi phẩm hay Điểm kinh nghiệm Hội"
"TID_WAR_RESULTS_INFO_HEADLINE","Kết quả Cuộc chiến"
"TID_WAR_SPECTATOR_TITLE","Người xem cuộc chiến"
"TID_WAR_SPECTATOR_TEXT","Bạn đang không tham gia cuộc Chiến tranh này. Hãy liên lạc với Thủ lĩnh Hội hoặc Đồng thủ lĩnh Hội để được tuyển chọn nếu bạn muốn tham gia vào lần tới."
"TID_ALLIANCE_WAR_HAS_ENDED","Hội chiến hiện tại của bạn đã kết thúc!"
"TID_NUMBER_ONE",1
"TID_NUMBER_TWO",2
"TID_NUMBER_THREE",3
"TID_NUMBER_FOUR",4
"TID_ALLIANCE_WAR_RETURN_TO_CURRENT_WAR","Trận chiến hiện tại"
"TID_HOME","Màn hình chính"
"TID_ENEMY","Kẻ địch"
"TID_BUTTON_RETURN_TO_WAR","Bản đồ Chiến tranh"
"TID_ALLIANCE_WAR_PLAYER_ON_WAR_COOLDOWN","Đủ điều kiện tham gia trận chiến tiếp theo sau"
"TID_WAR_DONATE_SPECTATOR","Khán giả không được quyền đóng góp!"
"TID_WAR_SEARCH_CANCEL","Đang hủy bỏ tìm kiếm..."
"TID_GOOGLE_PLAY_ACHIEVEMENTS","Thành tích"
"TID_ALLIANCE_WAR_STAT_STARS_PER_ATTACK","Số Sao mới mỗi lần tấn công"
"TID_ALLIANCE_WAR_STATS_TAB","Thông số Cuộc chiến"
"TID_ALLIANCE_WAR_MOST_HEROIC_VICTORY","Tấn công anh dũng nhất"
"TID_ALLIANCE_WAR_MOST_HEROIC_DEFENCE","Phòng thủ anh dũng nhất"
"TID_ALLIANCE_WAR_NO_HEROIC_VICTORY","Không có"
"TID_ALLIANCE_WAR_AVG_ATTACK_DURATION","Thời gian tấn công trung bình"
"TID_ALLIANCE_WAR_LAST_MOMENT_EVENT","Giây phút cuối cùng!"
"TID_WAR_STREAM_ENTRY_TIME","Còn lại <time>"
"TID_ALLIANCE_WAR_STAT_NUM_3STARS","3 Sao"
"TID_ALLIANCE_WAR_STAT_NUM_2STARS","2 Sao"
"TID_ALLIANCE_WAR_STAT_NUM_1STARS","1 sao"
"TID_ALLIANCE_WAR_STAT_ATTACKS_LOST","Số lần tấn công đã thua"
"TID_VIEW_PLAYER_ON_WAR_MAP_BUTTON","Xem trên bản đồ"
"TID_POPUP_REMOVE_WAR_DONATION_TITLE","Bạn có muốn xóa binh lính không?"
"TID_POPUP_REMOVE_WAR_DONATION_DESCR","Bạn có chắc bạn muốn xóa đơn vị đã đóng góp này khỏi chiến thành của bạn không?"
"TID_ALLIANCE_WAR_MOST_EXPENSIVE_ATTACK","Chiến thắng đắt giá nhất"
"TID_GOOGLE_PLUS_SIGNIN_TUTORIAL","Bạn đã có làng rồi?"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_TOP","Số lần tấn công đã dùng (làng cấp cao)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_MID","Số lần tấn công đã dùng (làng cấp trung)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_BOTTOM","Số lần tấn công đã dùng (làng cấp thấp)"
"TID_ALLIANCE_WAR_MEMBER_STAT_DEFENCES","Phòng thủ Thành công:"
"TID_ALLIANCE_WAR_EVENT_25PERCENT_DESTROYED","Bị phá hủy 25%!"
"TID_ALLIANCE_WAR_EVENT_50PERCENT_DESTROYED","Bị phá hủy 50%!"
"TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED","Bị phá hủy 75%!"
"TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED","Nhà Chính đã bị phá hủy!"
"TID_STREAM_EVENT_STARTED_WAR","đã bắt đầu tìm kiếm Hội Chiến"
"TID_STREAM_EVENT_CANCELLED_WAR","đã hủy tìm kiếm Hội Chiến"
"TID_STREAM_EVENT_WAR_NO_MATCH_FOUND","Không tìm thấy đối thủ Hội Chiến. Vui lòng bắt đầu lại cuộc chiến."
"TID_STREAM_EVENT_CANCELLED_ARRANGED_WAR","Chiến tranh Thân thiện bị hủy bỏ"
"TID_VILLAGE_EDIT_MODE_WAR","Chế độ Chỉnh sửa Căn cứ Chiến đấu"
"TID_WAR_BASE","Chỉnh sửa Căn cứ Chiến đấu"
"TID_FEEDBACK_INFO1","\n"
"TID_FEEDBACK_INFO2","\n"
"TID_FEEDBACK_INFO3","\n"
"TID_FEEDBACK_INFO4","\n"
"TID_FEEDBACK_INFO5","Vui lòng cung cấp cho chúng tôi các thông tin sau đây về ngôi làng bị mất của bạn.\nTên làng chính xác:\nCấp Nhà chính:\nCấp kinh nghiệm:\nTên hội (nếu có):"
"TID_FEEDBACK_INFO6","\n"
"TID_FEEDBACK_BUTTON5","Làng bị mất"
"TID_BUTTON_SIGN_IN","Đăng nhập"
"TID_WAR_STATS_HEADER_BATTLES","Tổng số lần Tấn công"
"TID_WAR_STATS_HEADER_BEST_ATTACKS","Lần tấn công Tốt nhất"
"TID_WAR_STATS_HEADER_WAR_STATS","Chỉ số Tấn công"
"TID_WAR_STATS_HEADER_FEATURED_BATTLES","Trận đấu Nổi bật"
"TID_LIVE_REPLAY","Phát lại Trực tiếp"
"TID_WATCH_LIVE_REPLAY","Xem trực tiếp"
"TID_SLOW_SPELL","Chậm"
"TID_BOOSTDEFENCES_SPELL","Cường hóa Phòng thủ"
"TID_TAB_NEWS","Tin tức"
"TID_TAB_SETTINGS","Cài đặt"
"TID_TAB_MORE","Thêm"
"TID_HINT_NAMECHANGE","Bạn không thể đổi tên làng của mình. Dân làng của bạn sẽ không biết họ sống ở đâu!"
"TID_LIVE_REPLAY_FAIL_GENERIC","Không thể xem trực tiếp. Vui lòng thử lại sau."
"TID_LIVE_REPLAY_FAIL_NO_DATA_FOUND","Không thể xem trực tiếp. Trận chiến này đã kết thúc."
"TID_LIVE_REPLAY_FAIL_NO_FREE_SLOTS","Không thể xem trực tiếp. Các chỗ dành cho người xem đã kín."
"TID_HASTE_DAMAGE_OFFSET","Tăng sát thương: <number>"
"TID_HERO_ABILITY_HEALTH","Hồi máu: <number>"
"TID_MORE_FACEBOOK","Nhận tin tức mới nhất! Hãy tham gia cùng chúng tôi trên Facebook!"
"TID_MORE_YOUTUBE","Hãy xem kênh Youtube của Clash of Clans!"
"TID_MORE_TWITTER","Theo dõi chúng tôi trên Twitter! Tweet @clashofclans"
"TID_MORE_WEIBO","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans"
"TID_MORE_FORUMS","Hãy gia nhập cộng đồng Clash of Clans!"
"TID_NEWS_BUTTON_GO","Đi!"
"TID_HERO_INSTRUCTIONS_BARBARIAN","Anh chàng Man di cao to nhất và dũng cảm nhất này có thể chịu được lượng sát thương cực khủng. Anh ta sẽ dùng thanh kiếm của mình để phá hủy mọi chướng ngại trên đường đi. Và khi phòng thủ, anh ta cũng chiến đấu rất quyết liệt để bảo vệ lãnh thổ của mình."
"TID_HERO_INSTRUCTIONS_QUEEN","Với chiều cao vượt trội hơn so với các cung thủ khác, cô nàng thợ săn duyên dáng này là một kẻ hủy diệt đáng gờm. Tuy có lượng máu khá khiêm tốn, nhưng cô ấy có thể dùng chiếc nỏ của mình bắn hạ mục tiêu từ xa. Ngoài ra, cô ấy cũng là một binh lính phòng thủ bảo vệ làng cực kỳ hiệu quả."
"TID_MORE_YOUKU","请关注部落冲突（Clash of Clans）官方优酷频道。"
"TID_POPUP_UPGRADE_WALL_SECTION_TEXT","Bạn có thực sự muốn nâng cấp các tường thành đã chọn bằng <number> <resource> không?"
"TID_POPUP_UPGRADE_WALL_SECTION_TITLE","Nâng cấp tường thành"
"TID_POPUP_REMOVE_REINFORCEMENTS_TITLE","Xóa bỏ quân tiếp viện?"
"TID_POPUP_REMOVE_REINFORCEMENTS_TEXT","Bạn có chắc muốn xóa bỏ quân tiếp viện không?"
"TID_POPUP_REMOVE_TROOP_TITLE","Bạn có muốn giải tán binh lính không?"
"TID_POPUP_REMOVE_TROOP_TEXT","Bạn có thực sự muốn xóa binh lính không?"
"TID_POPUP_REMOVE_SPELL_TITLE","Xóa bỏ thần chú?"
"TID_POPUP_REMOVE_SPELL_TEXT","Bạn có chắc muốn xóa bỏ thần chú không?"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","Xóa bỏ binh lính và thần chú?"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","Bạn có chắc muốn xóa bỏ binh lính và thần chú không?"
"TID_REMOVE_TROOP_BUTTON","Xóa"
"TID_REMOVE_TROOP_MESSAGE","Đã xóa binh lính"
"TID_REMOVE_SPELL_MESSAGE","Đã xóa thần chú"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","Đã xóa binh lính và thần chú"
"TID_NEWS_BIRTHDAY_TITLE","Chúc mừng sinh nhật Chỉ huy!"
"TID_NEWS_BIRTHDAY_TEXT","Clash of Clans đã tròn hai tuổi! Giờ đây bạn có thể cường hóa tất cả công trình thu thập tài nguyên TRONG MỘT TUẦN chỉ với MỘT VIÊN NGỌC mỗi công trình đến ngày 7/8!"
"TID_AVAILABLE_TROOPS","Binh lính hiện có:"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Liên hệ Hỗ trợ"
"TID_AD_SEEKER","Nham khuyển"
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION","Những con hỏa quái này không thể cưỡng lại ham muốn đuổi theo Tháp Phòng Không, nhờ vậy, chúng có khả năng bảo vệ tuyệt vời cho các loại binh chủng khác. Khi bị tiêu diệt, chúng nổ tung thành những sinh vật đáng gờm nhỏ hơn và yếu hơn."
"TID_CHARACTER_INFO_AD_SEEKER_NO_EXPLOSION","Những con hỏa quái này bị thu hút bởi Tháp Phòng Không và rất xuất sắc trong việc bảo vệ các loại binh chủng khác. Khi bị tiêu diệt, chúng tạo ra những sinh vật đáng gờm nhỏ hơn, yếu hơn."
"TID_AD_SEEKER_FRAG","Tiểu Nham khuyển"
"TID_CHARACTER_INFO_AD_SEEKER_FRAG","Khi Nham khuyển chết thì những sinh vật bé nhỏ này xổ ra ồ ạt và sẽ tiếp tục chiến đấu thêm một chút nữa."
"TID_MAX_SECONDARY_UNITS","Đơn vị được tạo ra: <number>"
"TID_BUTTON_UPGRADE_SELECTION","Nâng cấp lựa chọn"
"TID_NEWS_UPDATE_TITLE","Thần chú Ưu việt và Cách Phân định Thắng Thua khi Kết quả hòa trong Hội Chiến!"
"TID_NEWS_UPDATE_TEXT","* Tăng sức mạnh của thần chú Sấm sét, Độc dược, Động đất và Đóng băng!\n* 25 mảng Tường mới và Thần chú Đóng băng cấp 7 đã được thêm vào Nhà chính cấp 10\n* Mức Tổng Phá hủy hiện được dùng để quyết định khi kết quả hòa trong Hội Chiến - nếu điểm số bằng nhau khi kết thúc trận chiến, thì Hội có phần trăm hủy diệt trong những lần tấn công tốt nhất sẽ là người chiến thắng!"
"TID_NEWS_TROOP_TITLE","Binh chủng Hắc ám mới: Nham khuyển!"
"TID_NEWS_TROOP_TEXT","Sinh vật bay được tạo nên từ đá và nham thạch này có thể chịu được sát thương lớn. Nó săn đuổi Tháp Phòng Không và tiến sâu vào làng của kẻ địch, che chắn cho các binh lính khác. Khi bị tiêu diệt, chúng nổ ra thành các Tiểu Nham khuyển và tiếp tục chiến đấu thêm một chút nữa."
"TID_NEWS_TROOP_TEXT2","Sinh vật bay được tạo nên từ đá và nham thạch này có thể chịu được nhiều sát thương. Nó nhắm đến Tháp Phòng Không và tiến sâu vào làng của kẻ địch, che chắn cho các binh lính khác. Khi bị tiêu diệt, chúng sinh ra các sinh vật nhỏ hơn và đánh lạc hướng quân phòng thủ địch thêm một chút nữa."
"TID_GEM_BALANCE","Số dư Ngọc hiện tại:\n<total>\n\nNgọc miễn phí: <free>\n\nNgọc đã mua: <paid>"
"TID_MORE_INSTAGRAM","Xem Clash of Clans trên Instagram!"
"TID_MORE_TWITCH","Truy cập để xem tường thuật trực tuyến Clash of Clans trên Twitch!"
"TID_MORE_HUNGRYAPP","클래시 오브 클랜 공략 및 팁을 지금 바로 공유하세요!"
"TID_MORE_APPBANK","AppBank"
"TID_MORE_FAMITSU","Ứng dụng ファミ通"
"TID_NUMBER_FIVE",5
"TID_NUMBER_SIX",6
"TID_NUMBER_SEVEN",7
"TID_NUMBER_EIGHT",8
"TID_NUMBER_NINE",9
"TID_NUMBER_ZERO",0
"TID_GEM_BALANCE_TITLE","Số dư Ngọc"
"TID_GEM_BALANCE_BUTTON","Số dư Ngọc"
"TID_NEWS_MIRROR_TITLE","Chuẩn bị"
"TID_NEWS_MIRROR_TEXT","Chuẩn bị tốt và một mái tóc hoàn hảo là chìa khóa để trận chiến diễn ra tốt đẹp. Hãy tìm hiểu cách các Pháp sư chuẩn bị sẵn sàng chiến đấu."
"TID_NEWS_RABBIT_TITLE","Ma thuật?"
"TID_NEWS_RABBIT_TEXT","Hỏa cầu không phải là chiêu trò duy nhất mà Pháp sư có. Hãy xem ông ta còn có thể làm gì khác."
"TID_UNLOCKED_ARMY","Quân đội"
"TID_ACCOUNT_SWITCHING_NOT_SUPPORTED","Bạn đang đăng nhập vào tài khoản GameCenter thuộc về làng của Chỉ huy <name>.\n\nBạn có thể chơi ở làng này nhưng việc chuyển đổi sang tài khoản này không được hỗ trợ với các phiên bản thấp hơn iOS 7. Để chuyển đổi tài khoản này, vui lòng cập nhật phiên bản iOS của bạn.\n\nĐể biết thêm thông tin về cập nhật iOS:\nhttp://support.apple.com/kb/HT4623"
"TID_DIAMOND_PACK_RED","(ĐỐNG NGỌC)RED"
"TID_NEWS_RED_TITLE","Thư Chỉ huy, hãy ủng hộ cuộc chiến chống AIDS của (RED)!"
"TID_NEWS_RED_TEXT","RED"
"TID_NEWS_RED_MORE","Thêm Thông tin"
"TID_POPUP_BOOST_ALL_BARRACKS","Tăng tốc độ huấn luyện của <number> Trại lính nhanh gấp <multiplier> lần trong <time>?"
"TID_POPUP_BOOST_ALL_COLLECTORS","Bạn có muốn tăng gấp đôi sản lượng tất cả <number> máy hút thuộc loại này trong <time> không?"
"TID_POPUP_BOOST_ALL_BARRACKS_BOOSTER","Tăng tốc độ huấn luyện của <number> Trại lính và Nhà máy Thần chú lên <multiplier>x trong <time>?"
"TID_POPUP_BOOST_ALL_COLLECTORS_BOOSTER","Tăng gấp đôi sản lượng của tất cả <number> máy hút trong <time>?"
"TID_CLAN_LOCALE","Địa điểm của Hội:"
"TID_CLAN_WAR_FREQ","Tần suất Chiến tranh:"
"TID_CLAN_WAR_FREQ_UNKNOWN","Chưa cài đặt"
"TID_CLAN_WAR_FREQ_ALWAYS","Thường xuyên"
"TID_CLAN_WAR_FREQ_MORE_THAN_ONCE_WEEKLY","Hai lần một tuần"
"TID_CLAN_WAR_FREQ_ONCE_WEEKLY","Mỗi tuần một lần"
"TID_CLAN_WAR_FREQ_LESS_THAN_ONCE_WEEKLY","Hiếm khi"
"TID_CLAN_WAR_FREQ_NEVER","Không bao giờ"
"TID_POPUP_BOOST_ALL_DARK_BARRACKS","Tăng tốc độ huấn luyện của <number> Trại lính Hắc ám nhanh gấp <multiplier> lần trong <time>?"
"TID_REGION_INT","Quốc tế"
"TID_LOCAL_NOTIFICATION_YOUR_SPELLS_ARE_READY","Đã sẵn sàng đưa thần chú của bạn vào trận chiến!"
"TID_YES","Có"
"TID_NO","Không"
"TID_SEARCH_TERM_ANY","Bất kỳ"
"TID_POPUP_RED_GEMS_PURCHASED_TITLE","Cảm ơn Chỉ huy!"
"TID_POPUP_RED_GEMS_PURCHASED_TEXT","Cảm ơn bạn đã ủng hộ cuộc chiến chống AIDS của (RED). Bạn có muốn thể hiện sự ủng hộ và trang trí Nhà Chính của mình với (RED) cho đến ngày 8 tháng Mười Hai không?"
"TID_SEARCH_OPTIONS","Tùy chọn tìm kiếm nâng cao"
"TID_SHOW_SEARCH_OPTIONS","Hiển thị"
"TID_CLAN_MEMBER_COUNT","Thành viên:"
"TID_CLAN_MIN_TROPHIES","Điểm hội tối thiểu:"
"TID_TO","đến"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_WITH_NAME","Hiển thị kết quả tìm kiếm cho \q<name>\q, bằng tùy chọn nâng cao"
"TID_CLAN_ADVANCED_SEARCH_RESULTS_NO_NAME","Hiển thị kết quả tìm kiếm bằng tùy chọn nâng cao"
"TID_CLAN_LOCATION_UNKNOWN","Chưa cài đặt"
"TID_CLAN_SHOW_ONLY_JOINABLE","Chỉ Hội tôi có thể vào:"
"TID_RESUME_BOOST","Tiếp tục"
"TID_NEWS_SAFEGUARD_TITLE","Giữ an toàn cho làng của bạn!"
"TID_NEWS_SAFEGUARD_TEXT_ANDROID","Sử dụng Đăng nhập Google Play để bảo vệ an toàn tiến trình của bạn và chơi trên nhiều thiết bị Android."
"TID_NEWS_SAFEGUARD_TEXT","Đăng nhập vào Game Center để bảo vệ an toàn tiến trình của bạn và chơi trên nhiều thiết bị iOS."
"TID_RED_PROCEEDS","100% tiền thu được sẽ được chuyển cho cuộc chiến chống AIDS của (RED)."
"TID_FB_CONNECT_NOT_SAFE_TITLE","Hiện tại, bạn đã đăng nhập vào Facebook"
"TID_FB_CONNECT_NOT_SAFE_TEXT","Kết nối làng của bạn với Facebook cho phép bạn kết nối với bạn bè. Để bảo vệ an toàn tiến trình của bạn và chơi trên nhiều thiết bị, vui lòng đăng nhập vào Game Center."
"TID_FB_CONNECT_NOT_SAFE_TEXT_ANDROID","Kết nối làng của bạn với Facebook cho phép bạn kết nối với bạn bè. Để bảo vệ an toàn tiến trình của bạn và chơi trên nhiều thiết bị, vui lòng đăng nhập vào Google Play."
"TID_OBSTACLE_HALLOWEEN2014","Đầu đá Halloween"
"TID_TRAP_HALLOWEEN_SKEL","Bẫy Bộ xương"
"TID_TRAP_HALLOWEEN_SKEL_INFO","Phục kích và đánh lạc hướng những kẻ địch thiếu cảnh giác bằng một cuộc tập kích bất ngờ của đội quân bộ xương tuy nhanh chết nhưng lén lút này! Bẫy bộ xương có thể được cấu hình để đuổi theo các mục tiêu trên bộ hoặc trên không."
"TID_CLAN_TAG","Thẻ hội:"
"TID_BUTTON_BOOST_ALL","Cường hóa Tất cả"
"TID_NEWS_RED_LIKE","Thích (RED)"
"TID_WAR_EXCLUDED_MEMBERS","Thành viên bị loại trừ:"
"TID_WAR_CANNOT_EXCLUDE_MAX_REACHED","Không thể loại trừ bất kỳ thành viên nào khỏi cuộc chiến!"
"TID_LAYOUTS_USE_BUTTON","Cài đặt làm hiện hoạt"
"TID_LAYOUTS_COPY_BUTTON","Sao chép sơ đồ"
"TID_LAYOUTS_EDIT_BUTTON","Chỉnh sửa\nsơ đồ"
"TID_LAYOUTS_VILLAGE","Làng Chính"
"TID_LAYOUTS_WARBASE","Căn cứ Chiến đấu"
"TID_LAYOUTS_ACTIVE_LAYOUT","Sơ đồ đang hoạt động"
"TID_POPUP_REPLACE_LAYOUT","Bạn có muốn thay thế sơ đồ không?"
"TID_POPUP_TEXT_REPLACE_LAYOUT","Bạn có chắc bạn muốn thay thế sơ đồ hiện tại không?"
"TID_BUTTON_VILLAGE_LOAD","Tải"
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Bạn có muốn tải làng này không?"
"TID_LAYOUTS_ALREADY_ACTIVE","Sơ đồ đang được sử dụng"
"TID_LAYOUTS_INCOMPLETE","Cần hoàn thành sơ đồ trước"
"TID_UNABLE_TO_LOCATE_COUNTRY_FOR_CLAN_SCORES","Không thể hiển thị điểm cao nhất với vị trí hội của bạn"
"TID_LAYOUT_EDITOR","Trình chỉnh sửa Sơ đồ"
"TID_LAYOUTS_COPY_LABEL","Sao chép sơ đồ"
"TID_PUSH_UNDER_ATTACK","Làng của bạn đang bị tập kích bởi <attacker>!"
"TID_LAYOUTS_EMPTY_SLOT","Trống"
"TID_LAYOUTS_COPY_EXPLANATION","Lựa chọn màn hình chính hoặc ô chiến đấu để sao chép sơ đồ đã chọn."
"TID_POPUP_UNDER_ATTACK_LIVE_REPLAY","Làng của bạn đang bị tấn công!"
"TID_LAYOUTS_CANT_REPLACE_ACTIVE","Không thể thay thế sơ đồ đang hoạt động"
"TID_LAYOUTS_OBSTRUCTED","Cần loại bỏ một số chướng ngại vật trước"
"TID_LAYOUTS_INVALID","Lỗi lưu sơ đồ"
"TID_EDIT_MODE_FINISH_LATER","Hoàn thành sau"
"TID_LAYOUTS_WARBASE_INFO","Lưu ý: Chỉnh sửa sơ đồ Căn cứ Chiến đấu đang được sử dụng trong Ngày Chiến đấu sẽ chỉ có hiệu lực vào cuộc chiến tiếp theo."
"TID_LAYOUTS_CANT_COPY_EMPTY","Không thể sao chép sơ đồ trống"
"TID_EDIT_MODE_BLOCKED","Các công trình bị chặn bởi chướng ngại vật đã được đưa vào kho đồ của bạn"
"TID_EDIT_MODE_BLOCKED_COPY","Các công trình không tìm thấy từ sơ đồ được sao chép hoặc bị chặn bởi chướng ngại vật đã được đưa vào kho đồ của bạn"
"TID_LAYOUTS_REBUILD_CLAN_CASTLE","Bạn phải xây dựng lại Hội Thành trước"
"TID_LAYOUTS_ACTIVE_VILLAGE","Làng đang hoạt động"
"TID_LAYOUTS_ACTIVE_WAR_BASE","Căn cứ Chiến đấu đang hoạt động"
"TID_PARENTS_GUIDE_BUTTON","Hướng dẫn dành cho Phụ huynh"
"TID_LAYOUTS_EXPLANATION",
"TID_CLANBADGE_LAYER_0","Nền"
"TID_CLANBADGE_LAYER_1","Họa tiết"
"TID_CLANBADGE_LAYER_2","Viền"
"TID_WAROPTIN_COUNTIN","Tham gia"
"TID_WAROPTIN_LEAVEOUT","Không tham gia"
"TID_ALLIANCE_WAR_EDIT_MEMBERS","Lựa chọn Người tham gia Trận chiến"
"TID_CANNOT_ADD_MEMBER_TO_WAR_COOLDOWN","Người chơi này chưa đủ điều kiện tham gia chiến tranh"
"TID_WAR_SIZE","Quy mô Cuộc chiến: <num> đấu với <num>"
"TID_WAR_NOT_ENOUGH_PARTICIPANTS","Hãy chọn thêm thành viên để bắt đầu cuộc chiến"
"TID_WAR_PERSONAL_SETTING_IN","Tham gia"
"TID_WAR_PERSONAL_SETTING_OUT","Không tham gia"
"TID_CLAN_MIN_LEVEL","Cấp độ hội tối thiểu"
"TID_WAR_SELECT_MEMBERS_HINTS","Bạn có thể chọn thêm hoặc bớt thành viên bằng các nút bên trên."
"TID_MY_PROFILE_TAB","Hồ sơ của tôi"
"TID_PLAYER_CLAN_TAB","Hội Người chơi"
"TID_WAR_PARTICIPANTS_HEADER","Người Tham chiến:"
"TID_CLAN_BADGE_LOCKED","Nâng cấp hội của bạn lên cấp <num> để mở khóa món đồ này!"
"TID_CLANPERK_DESC_TROOP_REQUEST","Thời gian chờ yêu cầu đóng góp:"
"TID_CLANPERK_DESC_DONATION_LIMIT","Giới hạn đóng góp:"
"TID_CLANPERK_DESC_DONATION_REFUND","Hoàn lại phần đóng góp:"
"TID_CLANPERK_DESC_DONATION_UPGRADE","Nâng cấp đóng góp:"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY","Kho chứa mở rộng của Ngân khố:"
"TID_CLANPERK_DESC_WAR_LOOT_MULT","Chiến lợi phẩm thưởng thêm cho cuộc chiến:"
"TID_CLANPERK_DESC_BADGE_LEVEL","Đã mở khóa viền huy hiệu hội: <value>"
"TID_NEWS_UPGRADE_OS_TITLE","Quan trọng!"
