"TID","FI"
"TID_POPUP_REVENGE_CLEAR","Voit valita koston vain kerran jokaista puolustuksissa näkyvää vihollisen hyökkäystä kohden. Oletko varmasti valmiina?"
"TID_SPELL_TIME","Loitsun kesto: <number> s"
"TID_TROOP_REQUEST_SPEED_UP_FAILED_FULL","Klaanilinna on jo täynnä!"
"TID_HINT_SPELL_JUMP_DURATION","Päivitä hyppyloitsu antaaksesi joukoillesi enemmän aikaa hyppiä muurien yli."
"TID_HINT_SPELL_FREEZE","Jääloitsu estää vaikutusalueellaan olevia rakennuksia ja joukkoja puolustamasta."
"TID_HINT_SPELL_FREEZE_DURATION","Päivitä jääloitsu pysäyttääksesi puolustusrakennuksia ja joukkoja pidemmäksi aikaa."
"TID_HINT_INFERNO_TOWER_TARGETS_1","Inferno-torni voi aiheuttaa uskomatonta tuhoa yksiköille, joihin se on kohdistettuna."
"TID_HINT_INFERNO_TOWER_TARGETS_2","Inferno-tornin tuhoaste nollautuu joka kerta, kun se vaihtaa kohdetta."
"TID_HINT_INFERNO_TOWER_AMMO","Inferno-tornin liekki saa voimansa mustasta eliksiiristä. Muista siis pitää se ladattuna!"
"TID_HINT_ACCOUNT_SECURITY_1","Älä koskaan anna Supercell ID -kirjautumistietojasi kenellekään."
"TID_HINT_ACCOUNT_SECURITY_2","Supercellin työntekijät eivät koskaan kysy Supercell ID -salasanaasi."
"TID_JUMP_SPELL_INFO","Hidastavatko muurit hyökkäystäsi? Mitä jos kokeilisit oikoreittiä?\n\nHeitä tämä loitsu lähelle vihollisen muureja ja luo reitti suoraan niiden yli. Joukkosi hyppäävät loitsun vaikutusalueella olevien muurien yli kuin niitä ei olisi olemassakaan!"
"TID_MUTE_PLAYER_BUTTON","Mykistä"
"TID_PLAYER_MUTED","Pelaaja mykistetty!"
"TID_STREAM_REPLAY_TEXT_ATTACK","Hyökkäyksessä vastassa"
"TID_STREAM_REPLAY_TEXT_DEFENSE","Puolustuksessa vastassa"
"TID_SHARE","Jaa uusinta"
"TID_REPLAY_SHARED_SUCCESS","Uusinta jaettu!"
"TID_REPLAY_SHARED_FAIL","Olet jo jakanut uusinnan. Voit jakaa uuden <time> kuluttua."
"TID_ELDER_KICK_FAIL_COOLDOWN","Olet hetki sitten poistanut jäsenen klaanista. Yritä uudelleen <time> kuluttua."
"TID_STREAM_REPLAY_BUTTON","Katsele"
"TID_HUD_ATTACKER","Hyökkääjä"
"TID_HUD_DEFENDER","Puolustaja"
"TID_REPLAY_FAILED","Jokin meni pieleen uusinnan esittämisessä."
"TID_FAQ_EXTERNAL_BUTTON","Famitsu"
"TID_CHARACTER_INFO_WARLOCK","Noita ei ole koskaan yksin, sillä hän kutsuu menneiden taisteluiden kuolleet soturit avukseen hyökkäyksissä. Kun päivität noidan, hänen luurankoarmeijansa kasvaa."
"TID_WARLOCK","Noita"
"TID_HINT_WARLOCK_INFO_1","Noita ei ole yksinään kovin vahva hyökkääjä, mutta hänen luurankoapurinsa ovat hyviä harhauttamaan vihollisen puolustusta."
"TID_HINT_WARLOCK_INFO_2","Noita on erittäin haavoittuvainen, jos hänen luurankoapurinsa tuhotaan."
"TID_POPUP_ANDROID_EXIT_TITLE","Vahvista poistuminen"
"TID_POPUP_ANDROID_EXIT","Haluatko lopettaa pelaamisen?"
"TID_MULTIDEVICE_INFO_ANDROID","Kirjaudu sisään käyttämällä Supercell ID:täsi, niin pidät pelitilisi turvassa ja voit pelata useilla laitteilla."
"TID_MULTIDEVICE_INFO_KUNLUN","Pelataksesi useilla Android-laitteilla lataa Clash of Clans samasta Android-sovelluskaupasta ja kirjaudu samalle tilille."
"TID_LINK_NEW_DEVICE_TITLE","Yhdistä laite"
"TID_LINK_NEW_DEVICE_TEXT","Jos haluat pelata kahdella laitteella tai haluat siirtää tilisi uudelle laitteelle, voit tehdä sen täällä."
"TID_LINK_NEW_DEVICE_TEXT2","Aloittaaksesi napauta yhtä:"
"TID_LINK_NEW_DEVICE_GAME_CENTER_NOTE","HUOMAA: Jos pelaat vain iOS-laitteilla ja käytät Game Center -tiliäsi, sinun ei tarvitse yhdistää laitettasi. Sinun tarvitsee vai kirjautua sisään samalle Game Center -tilille."
"TID_LINK_NEW_DEVICE_OLD_BUTTON","Tämä on\nVANHA LAITE"
"TID_LINK_NEW_DEVICE_NEW_BUTTON","Tämä on\nUUSI LAITE"
"TID_LINK_CODE_TITLE","Yhdistämiskoodi"
"TID_LINK_CODE_TEXT","Jätä nyt tämä ikkuna auki. Mene toisella laitteella yhdistämisikkunaan ja napauta \qTämä on UUSI laite\q-painiketta."
"TID_LINK_CODE_TEXT2","Kirjoita tämä koodi uudelle laitteellesi:"
"TID_DEVICE_LINK_CODE_VALID_TIME","Voimassa oleva koodi:"
"TID_LINK_CODE_WARNING_TEXT","VAROITUS: Älä koskaan anna tätä koodia kenellekään muulle! Se on tarkoitettu vain henkilökohtaiseen käyttöön. Huomaathan, että yhdistäminen on pysyvää."
"TID_CONFIRM_DEVICE_LINKING","Vahvista yhdistäminen."
"TID_CONFIRM_DEVICE_LINK_TEXT","Haluatko aivan varmasti poistaa nykyisen kyläsi ja korvata sen tällä:"
"TID_LINK_DEVICES_ENTER_CODE_TITLE","Syötä yhdistämiskoodi"
"TID_LINK_DEVICES_ENTER_CODE_TEXT","(Hae yhdistämiskoodi: Mene vanhalla laitteella yhdistämisikkunaan ja napauta \qTämä on VANHA laite\q-painiketta.)"
"TID_LINK_DEVICES_ENTER_CODE_TEXT2","Syötä yhdistämiskoodi"
"TID_DEVICE_LINK_ERROR_GAME_CENTER","Et ole kirjautuneena Game Centeriin."
"TID_DEVICE_LINK_ERROR_GAME_CENTER_TEXT","Kirjaudu Game Centeriin suorittaaksesi yhdistämisen. Yritä sitten uudelleen."
"TID_DEVICE_LINK_ERROR_GAME_CENTER_ANDROID","Et ole kirjautuneena Google Playhin."
"TID_DEVICE_LINK_ERROR_GAME_CENTER_TEXT_ANDROID","Kirjaudu Google Playhin yhdistääksesi laitteesi. Voit tehdä sen napauttamalla Google Playn kirjautumispainiketta asetusikkunassa. Yritä sitten uudelleen."
"TID_DEVICE_LINK_ERROR_TIMEOUT","Vanhentunut yhdistämiskoodi"
"TID_DEVICE_LINK_ERROR_TIMEOUT_TEXT","Yhdistämiskoodi on vanhentunut. Koodi on syötettävä uuteen laitteeseen <time> kuluessa.\n\nSaat uuden koodin helposti menemällä uudelleen yhdistämiskoodin ikkunaan."
"TID_DEVICE_LINK_ERROR_TOO_MANY_DEVICES","Liian monta laitetta yhdistettynä."
"TID_DEVICE_LINK_ERROR_TOO_MANY_DEVICES_TEXT","Olet jo yhdistänyt kymmenen laitetta, mikä on sallittu enimmäismäärä.\n\nMikäli haluat poistaa jotkin vanhoista laitteista, ota meihin yhteyttä Ohje ja tuki -sivun kautta."
"TID_DEVICE_LINK_ERROR_INVALID_LINK_CODE","Virheellinen yhdistämiskoodi"
"TID_DEVICE_LINK_ERROR_INVALID_LINK_CODE_TEXT","Syöttämäsi koodi on virheellinen tai se on vanhentunut. Varmista, että syötät koodin juuri niin kuin se näkyy toisella laitteella.\n\nNapauta paluunuolta yrittääksesi uudelleen.\n\nHuomaa: Koodia voi käyttää vain kerran ja se vanhenee <time> kuluessa. Voit aina hankkia uuden koodin poistumalla yhdistämisikkunasta ja palaamalla takaisin."
"TID_DEVICE_LINK_ERROR_OLD_DEVICE_NOT_ACTIVE","Vanha laite ei ole käytössä"
"TID_DEVICE_LINK_ERROR_OLD_DEVICE_NOT_ACTIVE_TEXT","Yhdistääksesi laitteesi onnistuneesti vanhan laitteen on oltava aktiivisena ja yhdistämiskoodin ikkunan avoinna."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","Yhteys katkesi"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","Toinen laite muodostaa yhteyttä tähän kylään."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","Lataa uudelleen"
"TID_ALLIANCE_INVITATION_FAILED_AVATAR_HAS_TOO_MANY_INVITES","Kutsu epäonnistui: Pelaajan viestilaatikko on täynnä!"
"TID_DEVICE_LINKED_MAIL_ITEM","Kylääsi yhdistettiin uusi laite."
"TID_TITLE_SHARE_REPLAY","Jaa uusinta"
"TID_LOOT_GAINED","Voitettu saalis"
"TID_IAP_NOT_AVAILABLE","Salli pelinsisäiset ostot laiterajoitusten asetuksissa."
"TID_IAP_NOT_AVAILABLE_ANDROID","Ostaminen ei onnistu! Varmista, että käytät toimivaa Google-tiliä ja että pääasiallinen maksutapasi on ajan tasalla."
"TID_IAP_NOT_AVAILABLE_OLD_GOOGLE_PLAY","Ostaminen ei onnistu! Google Play Kauppa vaatii päivittämistä."
"TID_KICK_FAIL_VISITING","Et voi poistaa pelaajia, kun olet vierailemassa."
"TID_SKELETON","Luuranko"
"TID_CHARACTER_INFO_SKELETON","Tämä eloton olento on yksinään melko harmiton. Se ei kuitenkaan koskaan taistele yksin, sillä noita voi kutsua koolle loputtoman määrän luurankoja taistelemaan vihollistasi vastaan!"
"TID_CHARACTER_INFO_SKELETON2","Tämä eloton olento on yksinään melko harmiton. Se ei kuitenkaan koskaan taistele yksin, sillä kallopallo voi luoda loputtoman määrän luurankoja taistelemaan vihollistasi vastaan!"
"TID_GOLEM_SEC","Golemiitti"
"TID_CHARACTER_INFO_GOLEM_SEC","Golemiitit ovat pienempiä golemeja, jotka ilmestyvät tuon suunnattoman olennon sisältä. Kun golem tuhoutuu, golemiitit heräävät henkiin ja jatkavat taistelua."
"TID_MAX_SUMMONED_UNITS","Kutsuttuja joukkoja enintään: <number>"
"TID_IAP_TRANSACTION_PENDING","Ole hyvä ja odota. Rahansiirto on käynnissä."
"TID_ACHIEVEMENT_LEAGUE_TITLE","All Star -peluri"
"TID_ACHIEVEMENT_LEAGUE_PROGRESS_1","Liity kristalliliigaan."
"TID_ACHIEVEMENT_LEAGUE_PROGRESS_2","Nouse taituriliigaan."
"TID_ACHIEVEMENT_LEAGUE_PROGRESS_3","Nouse sankariksi!"
"TID_VIEW_ALLIANCE_TAB","Näytä klaani"
"TID_VIEW_PROFILE_TAB","Pelaajaprofiili"
"TID_ACHIEVEMENT_DESTROY_XBOW_TITLE","Varsijousi päreiksi"
"TID_ACHIEVEMENT_DESTROY_XBOW","Tuhoa <number> varsijousta moninpelitaisteluissa."
"TID_ACHIEVEMENT_DESTROY_XBOW_ONE","Tuhoa yksi varsijousi moninpelitaistelussa."
"TID_ACHIEVEMENT_DESTROY_INFERNO_TITLE","Palon sammuttaja"
"TID_ACHIEVEMENT_DESTROY_INFERNO","Tuhoa <number> Inferno-tornia moninpelitaisteluissa."
"TID_TOWN_HALL_UPGRADE_WARNING","Huomaa: Päivittäminen pienentää saalistasi vihollisilta, joiden päärakennus on tasolla <number> tai sitä alempana."
"TID_SHARE_REPLAY_FAILED","Toinen pelaaja on jo jakanut uusinnan."
"TID_SHARE_REPLAY_FAILED2","Uusinta on jo jaettu."
"TID_ACHIEVEMENT_GOLDSTORAGE_COMPLETED","Kultavaraston korkein taso: <value>"
"TID_ACHIEVEMENT_NPC_STARS_COMPLETED","Tähdet sotaretkikartalla: <value>"
"TID_ACHIEVEMENT_TOWN_HALL_COMPLETED","Nykyisen päärakennuksen taso: <value>"
"TID_ACHIEVEMENT_CLEAR_OBSTACLES_COMPLETED","Poistetut esteet: <value>"
"TID_ACHIEVEMENT_LOOT_GOLD_COMPLETED","Kokonaiskultasaalis: <value>"
"TID_ACHIEVEMENT_LOOT_ELIXIR_COMPLETED","Kokonaiseliksiirisaalis: <value>"
"TID_ACHIEVEMENT_VICTORY_POINTS_COMPLETED","Pokaaliennätys: <value>"
"TID_ACHIEVEMENT_CASTLE_COMPLETED","Nykyinen klaanilinnan taso: <value>"
"TID_ACHIEVEMENT_DESTROY_WALLS_COMPLETED","Tuhotut muurit: <value>"
"TID_ACHIEVEMENT_DESTROY_TOWNHALL_COMPLETED","Tuhotut päärakennukset: <value>"
"TID_ACHIEVEMENT_DESTROY_BUILDER_COMPLETED","Tuhotut rakentajan majat: <value>"
"TID_ACHIEVEMENT_PVP_ATTACKS_COMPLETED","Voitetut moninpelitaistelut: <value>"
"TID_ACHIEVEMENT_PVP_DEFENSES_COMPLETED","Voitetut puolustukset: <value>"
"TID_ACHIEVEMENT_DONATE_UNITS_COMPLETED","Lahjoitusten kapasiteetti: <value>"
"TID_ACHIEVEMENT_DESTROY_MORTARS_COMPLETED","Tuhotut mörssärit: <value>"
"TID_ACHIEVEMENT_LOOT_DARK_ELIXIR_COMPLETED","Musta eliksiirisaalis: <value>"
"TID_ACHIEVEMENT_DESTROY_XBOW_COMPLETED","Tuhotut varsijouset: <value>"
"TID_ACHIEVEMENT_DESTROY_INFERNO_COMPLETED","Tuhotut Inferno-tornit: <value>"
"TID_LINK_DEVICE_BUTTON","Yhdistä laite"
"TID_OPEN_GAMECENTER_BUTTON","Avaa Game Center."
"TID_LINK_TARGET_IOS_BUTTON","Haluan yhdistää\niPhoneen, iPadiin tai iPodiin."
"TID_LINK_TARGET_IOS_BUTTON_ANDROID","Haluan yhdistää\nAndroid-laitteeseen."
"TID_LINK_TARGET_OTHER_BUTTON","Haluan yhdistää\ntoiseen laitteeseen."
"TID_LINK_TARGET_DEVICE_TYPE","Kohdelaite"
"TID_LINK_TARGET_DEVICE_TEXT","Valitse sen laitteen tyyppi, johon haluat yhdistää:"
"TID_ANDROID_BILLING_PRODUCT_NOT_AVAILABLE_PRICE","Tietoja"
"TID_ALLIANCE_INVITATION_FAILED_NO_RIGHTS","Vain kunniajäsenet ja johtajat voivat kutsua uusia jäseniä."
"TID_GOOGLE_SERVICE_CONNECT_TITLE","Suositellaan kirjautumista Google Playhin"
"TID_GOOGLE_SERVICE_CONNECT_TEXT","Päällikkö!\n<c2>Tallenna etenemisesi pelissä </c> kirjautumalla Google Play -tilillesi.\n\nSen jälkeen <c2>voit aina palauttaa kyläsi mille tahansa Android-laitteelle</c>, kun kirjaudut käyttämällä samaa Google Play -tiliä."
"TID_GOOGLE_SERVICE_CONNECT_BUTTON","Yhdistä"
"TID_ACCOUNT","Laitteet"
"TID_LINK_SAME_PLATFORM_TITLE","Synkronoi Game Centerin kanssa"
"TID_LINK_SAME_PLATFORM_TITLE_ANDROID","Synkronoi Google-tilin kanssa"
"TID_LINK_SAME_PLATFORM_TITLE_KUNLUN","Synkronoi tilisi kanssa"
"TID_LINK_SAME_PLATFORM","Voit pelata useilla iOS-laitteilla varmistamalla, että olet kirjautuneena Game Centeriin tällä laitteella.\n\nKirjaudu sen jälkeen Game Centeriin toisilla laitteilla. Etenemisesi pelissä synkronoidaan automaattisesti."
"TID_LINK_SAME_PLATFORM_ANDROID","Voit pelata useilla Android-laitteilla varmistamalla, että olet kirjautuneena Google-tilillesi pelin asetuksissa.\n\nKirjaudu sen jälkeen Google-tilillesi toisella laitteella. Etenemisesi pelissä synkronoidaan automaattisesti."
"TID_LINK_SAME_PLATFORM_KUNLUN","Kun haluat pelata useilla Android-laitteilla, lataa Clash of Clans samasta Android-sovelluskaupasta ja kirjaudu samalle tilille. Etenemisesi pelissä synkronoidaan automaattisesti."
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_TITLE","Ei yhdistettynä Game Centeriin"
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED","Kylääsi ei ole vielä yhdistetty Game Center -tiliin. Varmista, että olet kirjautuneena Game Center -tiliin, jolle ei ole yhdistetty toista kylää, ja käynnistä peli uudelleen.\n\nSinulta kysytään, haluatko yhdistää nykyisen kyläsi Game Center -tiliisi. Vastaa Kyllä.\n\nVAROITUS: Kylän yhdistäminen on pysyvää eikä sitä voi muuttaa myöhemmin."
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_TITLE_ANDROID","Ei yhdistettynä Google Playhin"
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_ANDROID","Kylääsi ei ole vielä yhdistetty Google-tiliin. Palaa asetuksiin, ja kirjaudu Google-tilille, jolle ei ole yhdistetty toista kylää.\n\nVAROITUS: Kylän yhdistäminen on pysyvää eikä sitä voi muuttaa myöhemmin."
"TID_DEVICE_LINK_WRONG_ACCOUNT_TITLE","Olet kirjautunut väärälle tilille"
"TID_DEVICE_LINK_WRONG_ACCOUNT","Nykyinen kylä on yhdistetty eri Game Center -tilille kuin sille, jolle olet kirjautuneena.\n\nKirjaudu ulos Game Centeristä, ja kirjaudu tähän kylään liitetylle tilille.\n\nYritä sitten yhdistämistä uudelleen."
"TID_DEVICE_LINK_WRONG_ACCOUNT_ANDROID","Nykyinen kylä on yhdistetty eri Google-tilille kuin sille, jolle olet kirjautuneena.\n\nKirjaudu ulos nykyiseltä Google-tililtä asetuksissa, ja kirjaudu tähän kylään liitetylle tilille.\n\nYritä sitten yhdistämistä uudelleen."
"TID_DEVICE_LINK_ERROR_ALREADY_BOUND_TO_ALL_PLATFORMS_TITLE","Yhdistetty jo"
"TID_DEVICE_LINK_ERROR_ALREADY_BOUND_TO_ALL_PLATFORMS","Nykyinen kylä on jo yhdistetty. Yhdistämisen voi tehdä vain kerran."
"TID_LINK_CANCELLED_TITLE","Yhdistäminen peruttu"
"TID_LINK_CANCELLED","Peruit yhdistämisen. Mitään laitetta ei ole yhdistetty."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH","Kylää ei voi korvata."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT","Kyläsi on jo pysyvästi yhdistetty siihen Game Center -tiliin, jolle olet kirjautunut.\n\nKoska kylällesi on jo tallennettu edistymistä (Sen päärakennus on tasolla <level> tai olet tehnyt ostoksen.), sitä ei voi enää korvata."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_ANDROID","Kyläsi on jo pysyvästi yhdistetty siihen Google-tiliin, jolle olet kirjautunut.\n\nKoska kylällesi on jo tallennettu edistymistä (Sen päärakennus on tasolla <level> tai olet tehnyt ostoksen.), sitä ei voi enää korvata."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_KUNLUN","Kyläsi on jo pysyvästi yhdistetty siihen tiliin, jolle olet kirjautunut.\n\nKoska kylällesi on jo tallennettu edistymistä (Sen päärakennus on tasolla <level> tai olet tehnyt ostoksen.), sitä ei voi enää korvata."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM","Yhdistäminen koodilla ei ole saatavilla."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT","Et tarvitse yhdistämiskoodia pelataksesi useilla iOS-laitteilla.\n\nPelataksesi toisella iOS-laitteella varmista, että olet kirjautuneena Game Centeriin toisella laitteella. Kirjaudu sen jälkeen samalle tilille tällä laitteella.\n\nEtenemisesi pelissä synkronoidaan automaattisesti Game Center -tilisi kautta."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_ANDROID","Et tarvitse yhdistämiskoodia pelataksesi useilla Android-laitteilla.\n\nPelataksesi toisella Android-laitteella varmista ensin, että olet kirjautuneena Google Playhin toisella laitteella. Kirjaudu sen jälkeen samalle tilille tällä laitteella. (Löydät Googlen kirjautumispainikkeen pelin asetuksista.)\n\nEtenemisesi pelissä synkronoidaan automaattisesti."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_KUNLUN","Et tarvitse yhdistämiskoodia pelataksesi useilla Android-laitteilla.\n\nPelataksesi useilla Android-laitteilla lataa Clash of Clans samasta Android-sovelluskaupasta ja kirjaudu samalle tilille.\n\nEtenemisesi pelissä synkronoidaan automaattisesti."
"TID_DEVICE_LINK_SUCCESFULL_TITLE","Yhdistäminen onnistui!"
"TID_DEVICE_LINK_SUCCESFULL_NEW","Olet onnistuneesti yhdistänyt tämän laitteen tiliisi. Aloita pelaaminen napauttamalla OK, niin pelitilisi ladataan. Pidä hauskaa!"
"TID_DEVICE_LINK_SUCCESFULL_OLD_NO_DEVICE","Olet onnistuneesti yhdistänyt uuden laitteen tiliisi!"
"TID_DEVICE_LINK_SUCCESFULL_OLD","Olet onnistuneesti yhdistänyt seuraavat laitteet tiliisi:"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_0_TITLE","Tapahtui virhe (100)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_0","Jokin meni pielen. Yritä uudelleen!"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_1_TITLE","Tapahtui virhe (101)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_1","Jokin meni pielen. Yritä uudelleen!"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_2_TITLE","Tapahtui virhe (102)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_2","Jokin meni pielen. Yritä uudelleen!"
"TID_ACCEPT_FRIEND_ERROR_BANNED","Pelaaja on estetty. Et voi lisätä häntä kaveriksi."
"TID_ACCEPT_FRIEND_ERROR_TOO_MANY_FRIENDS","Kaverin lisääminen epäonnistui: Kaverilistasi on jo täynnä!"
"TID_ACCEPT_FRIEND_ERROR_GENERIC","Kaverin lisääminen epäonnistui. Yritä myöhemmin uudelleen."
"TID_EDIT_MODE_CANNOT_SAVE","Tämä pohjapiirros on käytössä eikä sitä voi viimeistellä myöhemmin."
"TID_EDIT_MODE_SAVE_FIRST","Sinun täytyy ensin viimeistellä kyläsi."
"TID_POPUP_EDIT_MODE_SAVE_TITLE","Tallenna muutokset"
"TID_POPUP_EDIT_MODE_SAVE","Haluatko varmasti tallentaa muutokset?"
"TID_POPUP_EDIT_MODE_DISCARD_TITLE","Peruuta muokkaus?"
"TID_POPUP_EDIT_MODE_DISCARD","Haluatko varmasti hylätä muutokset ja poistua muokkaustilasta?"
"TID_POPUP_EDIT_MODE_COLLECT_TITLE","Kerää kaikki"
"TID_POPUP_EDIT_MODE_COLLECT","Haluatko varmasti kerätä kaikki rakennukset?"
"TID_EDIT_MODE_SAVE_BUTTON","Tallenna"
"TID_EDIT_MODE_CANCEL_BUTTON","Peruuta"
"TID_EDIT_MODE_COPY_BUTTON","Kopioi\n"
"TID_EDIT_MODE_ERASE_ON","Poisto päällä"
"TID_EDIT_MODE_ERASE_OFF","Poisto pois"
"TID_EDIT_MODE_REMOVE_ALL_BUTTON","Poista kaikki"
"TID_VILLAGE_EDIT_MODE","Kylän muokkaustila"
"TID_EDIT_MODE_TIP1","Vie rakennuksia varastoon käyttämällä \qPoista kaikki\q-painiketta tai \qmuokkaustilaa\q."
"TID_EDIT_MODE_TIP2","Vie rakennuksia varastosta pohjapiirrokseen vetämällä."
"TID_DEVICE_LINK_CONFIRMATION_TOWNHALL_LEVEL","Päärakennuksen taso <level>"
"TID_EDIT_MODE_REMOVE_BUTTON","Poista"
"TID_EDIT_MODE_TIP_WALLS","Rakenna muuri vetämällä nuolesta."
"TID_OPEN_GAMECENTER_BUTTON_ANDROID","Kirjaudu Googleen"
"TID_GOOGLE_SERVICE_SIGN_IN","Kirjaudu"
"TID_BUTTON_REPAIR_TRAP","Lataa uudelleen"
"TID_BUTTON_REPAIR_TRAP_ALL","Lataa kaikki"
"TID_TRAP_DAMAGE","Tuho: <number>"
"TID_TRAP_TRIGGER_RADIUS","Ansan laukeamisalue"
"TID_CREDITS_BUTTON","Tekijät"
"TID_TERMS_OF_SERVICE_BUTTON","Käyttöehdot"
"TID_PRIVACY_POLICY_BUTTON","Yksityisyys-\nkäytäntö"
"TID_ABOUT_TITLE","Tiedot"
"TID_TRAP_REPAIR_COST","Latauskulut: <number>"
"TID_TRAP_BROKEN","<item> (lataamaton)"
"TID_TRAP_DAMAGE_RADIUS","Vaikutusalue: <number> ruutua"
"TID_ALLIANCE_INVITATION_FAILED_USER_BANNED","Kutsu estetty: Pelaaja on estetty klaanistasi!"
"TID_CLAN_JOIN_FAIL_BANNED","Et voi liittyä klaaniin: Sinut on estetty!"
"TID_ACCOUNT_LOCKED_TITLE","Tili estetty"
"TID_ACCONT_LOCKED_TEXT","Tilisi on lukittu turvallisuussyistä. Syötä avauskoodi palauttaaksesi tilisi."
"TID_ACCOUNT_LOCKED_TEXT2","Kirjoita avauskoodi tähän:"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","Tiliä ei voi avata"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","Tiliä ei voi tällä hetkellä avata. Yritä myöhemmin uudelleen."
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","Yritä uudelleen"
"TID_ACCOUNT_LOCKED_INVALID_CODE","Virheellinen avauskoodi!"
"TID_ABOUT_WEIBO","Weibo"
"TID_ABOUT_FACEBOOK","Facebook"
"TID_ABOUT_TWITTER","Twitter"
"TID_VILLAGE_EDIT_SAVE_FAILED","Kylän tallentaminen epäonnistui. Yritä uudelleen."
"TID_DECO_CAP_REACHED","Olet jo rakentanut enimmäismäärän näitä koristeita."
"TID_TRAP_CAP_REACHED","Olet jo rakentanut enimmäismäärän näitä ansoja."
"TID_XP_TITLE_HAYDAY","Pelaa Hay Dayta!"
"TID_XP_TEXT_HAYDAY","Palaa luontoon ja koe rauhallisen, yksinkertaisen elämän ihanuus viljelemällä maata ja huolehtimalla eläimistä!"
"TID_XP_BUTTON_HAYDAY","Ilmainen"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","Osto epäonnistui"
"TID_ERROR_POP_UP_PURCHASE_FAILED","Laskutuspalvelin ei vastaa. Yritä myöhemmin uudelleen."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","OK"
"TID_GOOGLE_ACCOUNT_ALREADY_BOUND","Kirjautuminen Google Playhin epäonnistui! Google-tilisi on jo yhdistettynä toiseen pelitiliin."
"TID_BUTTON_ATTACK_MODE_SINGLE","Yksi"
"TID_BUTTON_ATTACK_MODE_MULTIPLE","Useita"
"TID_HINT_AIR_MINE_MINION","Hakeutuvat ilmapommit eivät huomaa kätyreitä."
"TID_HINT_VILLAGE_EDIT_MODE","Järjestä kyläsi helposti uudelleen kylän muokkaustilassa."
"TID_HINT_TRAP_REPAIR","Ansat ja pommit on ladattava uudelleen käytön jälkeen."
"TID_HINT_TRAP_UPGRADING","Muista päivittää ansasi pitääksesi kutsumattomat vieraat poissa pihaltasi."
"TID_HINT_SAFEGUARD_PROGRESS","Kirjaudu sisään Supercell ID:lläsi tallentaaksesi etenemisesi pelissä."
"TID_START_WAR","Aloita sota!"
"TID_START_WAR_FAILED_ALREADY_IN_WAR","Et voi aloittaa uutta sotaa: klaanisi on jo sotimassa!"
"TID_START_WAR_FAILED_NO_RIGHTS","Vain johtajat ja apujohtajat voivat aloittaa sodan!"
"TID_START_WAR_FAILED_NOT_ENOUGH_MEMBERS","Et voi aloittaa sotaa: Klaanissa ei ole tarpeeksi sotakelpoisia jäseniä!"
"TID_START_WAR_FAILED_GENERIC_ERROR","Et voi aloittaa uutta sotaa. Yritä myöhemmin uudelleen!"
"TID_START_WAR_FAILED_NOT_IN_ALLIANCE","Et voi aloittaa sotaa. Tehdäksesi sen sinun on kuuluttava klaaniin!"
"TID_START_WAR_FAILED_PENDING_REQUEST_EXISTS","Sodan aloittaminen ei onnistu: sinulla on avoimia pyyntöjä."
"TID_START_WAR_FAILED_ENEMY_HAS_TOO_MANY_REQUESTS_PENDING","Sodan aloittaminen ei onnistu: liikaa avoimia pyyntöjä."
"TID_START_WAR_FAILED_WAR_REQUEST_REJECTED","Ystävyyssotahaasteen lähettäminen epäonnistui: Tämä klaani on jokin aika sitten hylännyt haasteenne. Yritä myöhemmin uudelleen."
