"TID","ES"
"TID_HERO_ABILITY_LEVEL","Nivel de la habilidad: <number>"
"TID_HERO_ABILITY_LEVEL_UNLOCK_PROMPT","La habilidad se desbloquea en el nivel <number>."
"TID_HERO_ABILITY_UPGRADE_PROMPT_MALE","Mejora a tu héroe al nivel <number> para mejorar su habilidad."
"TID_HERO_ABILITY_UPGRADE_PROMPT_FEMALE","Mejora a tu heroína al nivel <number> para mejorar su habilidad."
"TID_HERO_ABILITY_UNLOCK_PROMPT_MALE","Mejora a tu héroe al nivel <number> para desbloquear esta habilidad."
"TID_HERO_ABILITY_UNLOCK_PROMPT_FEMALE","Mejora a tu heroína al nivel <number> para desbloquear esta habilidad."
"TID_HERO_ABILITY_SUMMONED_TROOP_TYPE","Unidad invocada:"
"TID_DONATE_NOT_AVAILABLE_IN_MODE","Vuelve a tu aldea para poder donar tropas."
"TID_REPLAY_NOT_AVAILABLE_IN_MODE","Vuelve a tu aldea para poder ver una repetición."
"TID_ACCEPT_NOT_AVAILABLE_IN_MODE","Vuelve a tu aldea para contestar a las solicitudes."
"TID_ALLIANCE_WAR_CANNOT_ATTACK","La aldea no está preparada. Inténtalo en unos minutos."
"TID_HERO_ABILITY_QUEEN_TITLE","Manto real"
"TID_HERO_ABILITY_QUEEN_DESC","La reina se esfuma ante los ojos del enemigo para recuperar parte de su salud y liberar una lluvia de munición devastadora que inflige grandes daños. En su lugar aparece un grupo de arqueras que distrae a las defensas enemigas."
"TID_HERO_ABILITY_NUM_SUMMONED_UNITS","Unidades invocadas: <number>"
"TID_POPUP_BOOST_HERO_REST","¿Quieres multiplicar por <multiplier> la velocidad de curación del héroe durante <time>?"
"TID_POPUP_HEADER_ABOUT_TO_BOOST_HERO","¡Acelera la velocidad de curación!"
"TID_CANCEL_HERO_BOOST_CONFIRMATION","Si mejoras al héroe, se detendrá la aceleración. ¿Seguro que quieres continuar?"
"TID_ITEM_LOCKED","<item> (bloqueado)"
"TID_HERO_ABILITY_DURATION","Duración de la habilidad:"
"TID_HINT_HEROES_ABILITIES","Los héroes tienen ahora habilidades especiales mejorables que se desbloquearán en el nivel 5. ¡Podrás usarlas al atacar!"
"TID_ALLIANCE_WAR_TOTAL_LOOT_STOLEN","Botín total robado:"
"TID_ALLIANCE_WAR_ENEMY_CLAN","Clan enemigo"
"TID_ACHIEVEMENT_WAR_STARS_TITLE","Héroe de guerra"
"TID_ACHIEVEMENT_WAR_STARS","Obtén <number> estrellas para tu clan en batallas de guerras de clanes."
"TID_ACHIEVEMENT_WAR_STARS_COMPLETED","Estrellas ganadas en batallas de guerras de clanes: <value>"
"TID_ALLIANCE_WAR_CLAN_BANK","Almacenamiento del clan:"
"TID_ALLIANCE_WAR_RESOURCE_STORAGE_CAPACITY","<resource>: <number>"
"TID_BUTTON_CLAN_WAR_HISTORY","Registro de guerra"
"TID_CLAN_WAR_PREPARE_BUTTON","Prepararse"
"TID_LOCAL_NOTIFICATION_WAR_PREPARATION_ENDS","La preparación de la guerra de clanes está a punto de terminar."
"TID_LOCAL_NOTIFICATION_WAR_ENDS","¡La guerra de clanes está a punto de acabar!"
"TID_ALLIANCE_WAR_SPECTATOR_MODE","Espectador de guerra"
"TID_ALLIANCE_WAR_SPECTATOR_MESSAGE","No reúnes los requisitos para luchar en esta guerra."
"TID_ALLIANCE_WAR_STARTWAR_INFO_NOT_ENOUGH_MEMBERS","Lucha clan contra clan para conseguir la gloria, un botín de bonus ¡y XP del clan!\n\n\nNecesitas al menos 10 miembros del clan para empezar."
"TID_ALLIANCE_WAR_STARTWAR_INFO_LEADER","Lucha clan contra clan para conseguir la gloria, un botín de bonus ¡y XP del clan!\n\n\n¿Está tu clan listo para luchar? ¡La guerra os espera!"
"TID_ALLIANCE_WAR_STARTWAR_INFO_CLANMEMBER","Lucha clan contra clan para conseguir la gloria, un botín de bonus ¡y XP del clan!\n\n\n¿Lo tienes todo listo para luchar? Pide a uno de los líderes de tu clan que inicie una guerra."
"TID_DRAW","Empate"
"TID_ALLIANCE_WAR_NEW_WAR","Nueva guerra"
"TID_ALLIANCE_WAR_SCOUT","Explorar"
"TID_ALLIANCE_WAR_NO_BEST_ATTACK","Sin ataques"
"TID_ALLIANCE_WAR_LOOT_BONUS_TITLE","Bonus por victoria"
"TID_ALLIANCE_WAR_CANNOT_ATTACK_SPECTATOR","Los espectadores no pueden atacar."
"TID_ALLIANCE_WAR_CANNOT_ATTACK_PREPARATION","No puedes atacar, la guerra todavía no ha empezado."
"TID_ALLIANCE_WAR_CANNOT_ATTACK_WAR_ENDED","No puedes atacar, esta guerra ha terminado."
"TID_WAR_PREPARE","Prepararse"
"TID_WAR_STARTS_IN","La guerra empieza en:"
"TID_ALLIANCE_WAR_STAT_ATTACKS","Ataques usados"
"TID_ALLIANCE_WAR_STAT_AVG_DESTRUCTION","Destrucción media"
"TID_ALLIANCE_WAR_CANNOT_SCOUT_WAR_OVER","No puedes explorar, esta guerra ha terminado."
"TID_ACHIEVEMENT_WAR_LOOT_TITLE","Tesorero"
"TID_ACHIEVEMENT_WAR_LOOT","Recoge <number> de oro de la tesorería."
"TID_ACHIEVEMENT_WAR_LOOT_COMPLETED","Oro recogido en los bonus de guerras de clanes: <value>"
"TID_CANCEL_WAR_MATCHMAKING_CONFIRMATION_TITLE","Detener la búsqueda"
"TID_CANCEL_WAR_MATCHMAKING_CONFIRMATION_TEXT","Detener la búsqueda y reiniciarla no acortará los tiempos, sino que puede alargarlos. ¿Seguro que quieres continuar?"
"TID_ALLIANCE_WAR_STAT_WINS","Ataques ganados"
"TID_ALLIANCE_WAR_BEST_ATTACK_FRIENDLY","Mejor ataque aliado:"
"TID_ALLIANCE_WAR_BEST_ATTACK_ENEMY","Mejor ataque enemigo:"
"TID_ALLIANCE_WAR_MY_ATTACKS","Mis ataques:"
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_FRIENDLY","No hay mejor ataque."
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_ENEMY","No hay mejor ataque."
"TID_ALLIANCE_WAR_AVAILABLE_BONUS","Bonus por victoria"
"TID_ALLIANCE_WAR_STARS_WON","Estrellas"
"TID_ALLIANCE_WAR_PERSONAL_LOOT_RESULT","Bonus de guerra ganado"
"TID_WAR_PREPARE_ARMYCAMP_INFO","¡Prepara tu aldea para la guerra!\nLlena tu <c2>castillo del clan</c> y ayuda a tus aliados, recluta a las mejores<c2>tropas</c>, elabora poderosos <c2>hechizos</c> ¡y asegúrate de que tus <c2>héroes</c> están listos para luchar!"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_1","Ataque 1"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_2","Ataque 2"
"TID_ALLIANCE_WAR_ATTACK_AVAILABLE","Disponible"
"TID_ALLIANCE_WAR_UNDER_ATTACK_BY","¡<name> está atacando!"
"TID_ALLIANCE_WAR_ATTACKS_REMAINING","Ataques restantes"
"TID_ALLIANCE_WAR_EVENTS","Eventos de guerra"
"TID_ALLIANCE_WAR_LOOT_DELIVERED","Se ha llevado el botín de bonus de guerra a la tesorería."
"TID_ALLIANCE_WAR_LOOT_TRANSFERRED","¡Recursos de la tesorería recogidos!"
"TID_ALLIANCE_WAR_LOOT_NOT_EXIST","No tienes recursos almacenados en la tesorería."
"TID_ALLIANCE_WAR_LOOT_COLLECT_INFO","Puedes recoger el botín de bonus de guerra en tu tesorería."
"TID_ALLIANCE_WAR_FAILED_WAR_IS_ENDING","No puedes atacar, la guerra del clan está a punto de acabar."
"TID_ALLIANCE_WAR_FAILED_ATTACKING_SAME_TARGET","Ya has atacado este objetivo."
"TID_ALLIANCE_WAR_PREPARED_HEADER_FRIENDLY","Aliados listos para la guerra:"
"TID_ALLIANCE_WAR_PREPARED_HEADER_ENEMY","Enemigos listos para la guerra:"
"TID_ALLIANCE_WAR_PREPARED_FOR_WAR","¡Todo listo para la guerra!"
"TID_ALLIANCE_WAR_NOT_PREPARED_FOR_WAR","Preparándose para la guerra..."
"TID_HINT_CLAN_WAR","Participa en las guerras de clanes para enfrentarte a grandes batallas y ganar botines extras."
"TID_CHAT_REPORT_CONFIRMATION_TITLE","Denunciar a <name>"
"TID_CHAT_REPORT_CONFIRMATION","¿Seguro que quieres denunciar a <name> por comportamiento inadecuado?"
"TID_ALLIANCE_WAR_LOOT_CONFIRMATION_TITLE","Recoger recursos"
"TID_ALLIANCE_WAR_LOOT_CONFIRMATION","¿Seguro que quieres transferir todos los recursos de la tesorería a los almacenes?"
"TID_WAR_BROWSE","Detalles"
"TID_ALLIANCE_WAR_HISTORY_BROWSE_UNAVAILABLE","Detalles no disponibles"
"TID_WAR_DATA_ERROR_NO_LONGER_AVAILABLE","Los detalles de esta guerra ya no están disponibles."
"TID_WAR_DATA_ERROR_INTERNAL","No se han encontrado los detalles de la guerra. Inténtalo de nuevo más tarde."
"TID_WAR_DATA_ERROR_INVALID_WAR","No se han encontrado los detalles de la guerra."
"TID_ALLIANCE_WAR_DATA_NOT_AVAILABLE","Las guerras de clanes aún se están cargando. Inténtalo más tarde..."
"TID_CLANS_VS","contra"
"TID_ALLIANCE_WAR_ATTACK_NOT_USED","Sin usar"
"TID_ALLIANCE_WAR_CLOSE_RESULTS_SCREEN","Ver mapa"
"TID_WAR_WIN_BONUS","<percentage> del bonus por victoria"
"TID_VILLAGE_NOT_PREPARED","Aldea no preparada"
"TID_VILLAGE_PREPARED","Aldea preparada"
"TID_BEST_ATTACK","Mejor ataque:"
"TID_VILLAGE_UNDER_ATTACK","¡Aldea bajo ataque!"
"TID_RECOMMENDED_TARGET","Objetivo recomendado"
"TID_ALLIANCE_WAR_EVENT_PREPARATION_STARTED","Preparación iniciada"
"TID_ALLIANCE_WAR_EVENT_WAR_STARTED","Guerra iniciada"
"TID_ALLIANCE_WAR_EVENT_WAR_ENDED","Guerra terminada"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_TITLE","Confirmar ataque"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_1STAR","Tu clan ya ha ganado 1 estrella en esta aldea. ¿Quieres intentarlo de nuevo para ver si consigues más?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_2STARS","Tu clan ya ha ganado 2 estrellas en esta aldea. ¿Quieres intentarlo de nuevo para ver si consigues más?"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM_3STARS","Esta aldea ya ha sido destruida y tu clan no podrá obtener más estrellas de ella. ¿Seguro que quieres atacar?"
"TID_ALLIANCE_WAR_ENDING_PROMPT","Fin de la guerra"
"TID_ALLIANCE_WAR_ENDED_PROMPT","¡La guerra ha terminado!"
"TID_BUTTON_HELP_CENTER","Más ayuda"
"TID_EVENT_BOOST_COLLECTORS","Evento especial: acelera todos los extractores de recursos por una gema cada uno."
"TID_EVENT_BOOST_SPELL_AND_HEROES","Evento especial: acelera tus héroes y hechizos por una gema cada uno. Este evento finaliza el 6 de marzo."
"TID_EVENT_BOOST_EVERYTHING","Oferta especial de fin de semana: acelera todos los edificios por una gema cada uno."
"TID_EVENT_BOOST_ATTACKS","Evento de ataque: acelera todos los cuarteles, hechizos y héroes por una gema cada uno. Este evento finaliza el 7 de enero."
"TID_WAR_HISTORY_NOT_AVAILABLE","Tu clan nunca ha entrado en guerra."
"TID_WAR_DONATE","Donar"
"TID_WAR_DONATE_MESSAGE","Pedir"
"TID_WAR_DONATE_MESSAGE_SAVED","El mensaje de donación se ha guardado."
"TID_WAR_INFO","En estas guerras épicas de dos días de duración, la victoria será para el clan que consiga más estrellas. Este se llevará además un botín de bonus y XP del clan extra. Si atacas a enemigos y vences, el bonus aumentará; pero si el clan pierde la guerra, tú perderás la mayor parte del botín. En caso de empate, se tendrá en cuenta el porcentaje de destrucción total de los mejores ataques para determinar el ganador."
"TID_WAR_INFO_FRIENDLYWAR_ADDITION","En estas guerras épicas de dos días de duración, la victoria será para el clan que consiga más estrellas. Este se llevará además un botín de bonus y XP del clan extra. Si atacas a enemigos y vences, el bonus aumentará; pero si el clan pierde la guerra, perderás la mayor parte del botín. En caso de empate, se tendrá en cuenta el porcentaje de destrucción total de los mejores ataques para determinar el ganador.\n\nNota: Las guerras amistosas tienen una duración personalizada y no dan botín ni XP del clan."
"TID_WAR_INFO_HEADLINE","General"
"TID_WAR_WAR_BASE_INFO","Durante el día de preparación, puedes rediseñar la base de guerra con todos los edificios y objetos de tu aldea y, además, donar tropas a otras bases. Tu base de guerra te defenderá durante el enfrentamiento y protegerá tus recursos y trofeos. No olvides colocar cualquier edificio nuevo que hayas construido."
"TID_WAR_WAR_BASE_HEADLINE","Día de preparación"
"TID_WAR_BATTLE_INFO","Los participantes realizan sus ataques durante el día de la batalla. Solo el mejor ataque contra cada enemigo cuenta, así que planea bien tu estrategia. Los ataques durante las guerras de clanes no reducirán tu escudo ni afectarán a tus trofeos."
"TID_WAR_BATTLE_INFO_HEADLINE","Día de la batalla"
"TID_TAB_OVERVIEW","General"
"TID_TAB_PREPARATION","Día de preparación"
"TID_TAB_BATTLE","Día de la batalla"
"TID_WAR_DONATE_DONE","Ya has donado a este jugador la cantidad máxima de tropas posible."
"TID_WAR_DONATE_FULL","Este jugador no puede recibir más tropas."
"TID_TUTORIAL_WAR_MAP_FRIENDLY_1","¡Por fin has llegado a la zona de guerra, jefe!"
"TID_TUTORIAL_WAR_MAP_FRIENDLY_2","El enemigo ansía la guerra y nuestro clan está preparado para plantarle cara."
"TID_TUTORIAL_WAR_MAP_FRIENDLY_3","¡Jefe, mira ahí! ¡He visto al clan enemigo!"
"TID_TUTORIAL_WAR_MAP_ENEMY_1","¡El enemigo ha colocado sus bases de guerra por todas partes!"
"TID_TUTORIAL_WAR_MAP_ENEMY_2","Aquí tenemos una capacidad de ataque limitada, nuestro clan deberá atacarlas todas."
"TID_TUTORIAL_WAR_MAP_ENEMY_3","Echemos un vistazo por la zona y regresemos a nuestras bases de guerra."
"TID_TUTORIAL_WAR_DONATE_1","El día de preparación donamos tropas y espiamos a nuestros enemigos."
"TID_TUTORIAL_WAR_BATTLE_1","El día de la batalla, ¡atacamos! En esta guerra no cuentan los trofeos ni los escudos, ¡solo la victoria!"
"TID_TUTORIAL_WAR_INFO_1","Toca Infor. para saber más. El clan cuenta contigo, jefe."
"TID_CLAN_WARS","Guerras de clanes"
"TID_FRIENDLY_ZONE","Territorio aliado"
"TID_ENEMY_TERRITORY","Territorio enemigo"
"TID_DONATE","Donar"
"TID_WARS_WON","Guerras ganadas:"
"TID_PREVIOUS_BEST","Mejor ataque anterior"
"TID_NEW_BEST","Nuevo mejor ataque"
"TID_TRANSITION_WAR_ENDED","¡La guerra ha terminado!"
"TID_TRANSITION_WAR_START","Día de la batalla"
"TID_TRANSITION_WAR_PREPARE","Día de preparación"
"TID_PLUS_ONE_CLAN_STAR","+1 estrella de guerra"
"TID_WAR_RESULTS_BUTTON","Resultados de guerra"
"TID_TAB_RESULTS","Resultados de guerra"
"TID_WAR_RESULTS_INFO","Cuando la guerra termine, el botín de bonus se entregará en tu tesorería. Ganar la guerra proporciona también una gran cantidad de XP para el clan. Además, podrás ver los resultados y las repeticiones de la batalla durante un tiempo. Para consultar los resultados de guerras anteriores, echa un vistazo al registro de guerra del clan."
"TID_WAR_RESULTS_INFO_FRIENDLYWAR_ADDITION","Cuando la guerra termine, el botín de bonus se entregará en tu tesorería. Ganar la guerra proporciona también una gran cantidad de XP para el clan. Además, podrás ver los resultados y las repeticiones de la batalla durante un tiempo. Para consultar los resultados de guerras anteriores, echa un vistazo al registro de guerra del clan.\n\nNota: Las guerras amistosas no dan botín ni XP del clan."
"TID_WAR_RESULTS_INFO_HEADLINE","Resultados de guerra"
"TID_WAR_SPECTATOR_TITLE","Espectador de guerra"
"TID_WAR_SPECTATOR_TEXT","No estás participando en esta guerra. Si quieres participar en la siguiente, diles al líder o al colíder de tu clan que te incluyan."
"TID_ALLIANCE_WAR_HAS_ENDED","¡La actual guerra del clan ha terminado!"
"TID_NUMBER_ONE",1
"TID_NUMBER_TWO",2
"TID_NUMBER_THREE",3
"TID_NUMBER_FOUR",4
"TID_ALLIANCE_WAR_RETURN_TO_CURRENT_WAR","Guerra actual"
"TID_HOME","Aldea"
"TID_ENEMY","Enemigo"
"TID_BUTTON_RETURN_TO_WAR","Mapa de guerra"
"TID_ALLIANCE_WAR_PLAYER_ON_WAR_COOLDOWN","Podrá luchar en la siguiente guerra en"
"TID_WAR_DONATE_SPECTATOR","Los espectadores no pueden donar."
"TID_WAR_SEARCH_CANCEL","Cancelando búsqueda..."
"TID_GOOGLE_PLAY_ACHIEVEMENTS","Logros"
"TID_ALLIANCE_WAR_STAT_STARS_PER_ATTACK","Nuevas estrellas por ataque"
"TID_ALLIANCE_WAR_STATS_TAB","Estadísticas de guerra"
"TID_ALLIANCE_WAR_MOST_HEROIC_VICTORY","Ataque más heroico"
"TID_ALLIANCE_WAR_MOST_HEROIC_DEFENCE","Defensa más heroica"
"TID_ALLIANCE_WAR_NO_HEROIC_VICTORY",0
"TID_ALLIANCE_WAR_AVG_ATTACK_DURATION","Duración media de ataque"
"TID_ALLIANCE_WAR_LAST_MOMENT_EVENT","¡Último momento!"
"TID_WAR_STREAM_ENTRY_TIME","Tiempo restante: <time>"
"TID_ALLIANCE_WAR_STAT_NUM_3STARS","3 estrellas"
"TID_ALLIANCE_WAR_STAT_NUM_2STARS","2 estrellas"
"TID_ALLIANCE_WAR_STAT_NUM_1STARS","1 estrella"
"TID_ALLIANCE_WAR_STAT_ATTACKS_LOST","Ataques perdidos"
"TID_VIEW_PLAYER_ON_WAR_MAP_BUTTON","Ver en mapa"
"TID_POPUP_REMOVE_WAR_DONATION_TITLE","Eliminar tropa"
"TID_POPUP_REMOVE_WAR_DONATION_DESCR","¿Seguro que quieres eliminar esta unidad donada de tu castillo de guerra?"
"TID_ALLIANCE_WAR_MOST_EXPENSIVE_ATTACK","Victoria más cara"
"TID_GOOGLE_PLUS_SIGNIN_TUTORIAL","¿Ya tienes una aldea?"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_TOP","Ataques usados (aldeas principales)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_MID","Ataques usados (aldeas intermedias)"
"TID_ALLIANCE_WAR_STAT_PARTICIPATION_BOTTOM","Ataques usados (últimas aldeas)"
"TID_ALLIANCE_WAR_MEMBER_STAT_DEFENCES","Vict. en defensa:"
"TID_ALLIANCE_WAR_EVENT_25PERCENT_DESTROYED","¡25 % destruido!"
"TID_ALLIANCE_WAR_EVENT_50PERCENT_DESTROYED","¡50 % destruido!"
"TID_ALLIANCE_WAR_EVENT_75PERCENT_DESTROYED","¡75 % destruido!"
"TID_ALLIANCE_WAR_EVENT_TOWN_HALL_DESTROYED","¡Ayuntamiento destruido!"
"TID_STREAM_EVENT_STARTED_WAR","Búsqueda de guerra de clanes iniciada"
"TID_STREAM_EVENT_CANCELLED_WAR","Búsqueda de guerra de clanes cancelada"
"TID_STREAM_EVENT_WAR_NO_MATCH_FOUND","No se ha encontrado rival para la guerra de clanes. Intenta iniciar una guerra de nuevo."
"TID_STREAM_EVENT_CANCELLED_ARRANGED_WAR","ha cancelado la guerra amistosa."
"TID_VILLAGE_EDIT_MODE_WAR","Modo de edición de la base de guerra"
"TID_WAR_BASE","Editar base"
"TID_FEEDBACK_INFO1","\n"
"TID_FEEDBACK_INFO2","\n"
"TID_FEEDBACK_INFO3","\n"
"TID_FEEDBACK_INFO4","\n"
"TID_FEEDBACK_INFO5","Proporciónanos la siguiente información sobre la aldea perdida.\nNombre exacto de la aldea:\nNivel de ayuntamiento:\nNivel de XP:\nNombre del clan (si perteneces a alguno):"
"TID_FEEDBACK_INFO6","\n"
"TID_FEEDBACK_BUTTON5","Aldea perdida"
"TID_BUTTON_SIGN_IN","Conectar"
"TID_WAR_STATS_HEADER_BATTLES","Total de ataques"
"TID_WAR_STATS_HEADER_BEST_ATTACKS","Mejores ataques"
"TID_WAR_STATS_HEADER_WAR_STATS","Estadísticas de ataque"
"TID_WAR_STATS_HEADER_FEATURED_BATTLES","Batallas destacadas"
"TID_LIVE_REPLAY","Repetición en directo"
"TID_WATCH_LIVE_REPLAY","Ver en directo"
"TID_SLOW_SPELL","Lenta"
"TID_BOOSTDEFENCES_SPELL","Potenciar defensas"
"TID_TAB_NEWS","Novedades"
"TID_TAB_SETTINGS","Ajustes"
"TID_TAB_MORE","Más"
"TID_HINT_NAMECHANGE","No puedes cambiarle el nombre a tu aldea; si no, tus aldeanos no sabrían dónde viven."
"TID_LIVE_REPLAY_FAIL_GENERIC","No puedes ver la repetición en directo, inténtalo de nuevo más tarde."
"TID_LIVE_REPLAY_FAIL_NO_DATA_FOUND","No puedes ver la repetición en directo, esta batalla ya ha terminado."
"TID_LIVE_REPLAY_FAIL_NO_FREE_SLOTS","No puedes ver la repetición en directo, no hay capacidad para más espectadores."
"TID_HASTE_DAMAGE_OFFSET","Aumento de daño: <number>"
"TID_HERO_ABILITY_HEALTH","Recuperación de salud: <number>"
"TID_MORE_FACEBOOK","¡Únete a nosotros en Facebook para estar al tanto de las novedades del juego!"
"TID_MORE_YOUTUBE","¡Echa un vistazo al canal de Clash of Clans en YouTube!"
"TID_MORE_TWITTER","¡Síguenos en Twitter en @clashofclans!"
"TID_MORE_WEIBO","请关注新浪蓝V认证微博@部落冲突Clash-of-Clans"
"TID_MORE_FORUMS","¡Únete a la comunidad de Clash of Clans!"
"TID_NEWS_BUTTON_GO","Adelante"
"TID_HERO_INSTRUCTIONS_BARBARIAN","El bárbaro más imponente y más valiente de todos. Esta colosal amenaza es capaz de resistir ingentes cantidades de daño y de aniquilar a base de espadazos todo lo que encuentre a su paso. Defiende su territorio a capa y espada."
"TID_HERO_INSTRUCTIONS_QUEEN","Aunque no goza de mucha salud, esta hábil cazadora despunta sobre las demás arqueras por ser una fuerza destructiva sin parangón. Es capaz de acertar a sus objetivos desde gran distancia utilizando su poderosa ballesta y quien ose atacar la aldea cuando ella esté defendiendo probará su venganza."
"TID_MORE_YOUKU","请关注部落冲突（Clash of Clans）官方优酷频道。"
"TID_POPUP_UPGRADE_WALL_SECTION_TEXT","¿Seguro que quieres mejorar los muros seleccionados por <number> <resource>?"
"TID_POPUP_UPGRADE_WALL_SECTION_TITLE","Mejorar muros"
"TID_POPUP_REMOVE_REINFORCEMENTS_TITLE","Eliminar refuerzos"
"TID_POPUP_REMOVE_REINFORCEMENTS_TEXT","¿Seguro que quieres eliminar los refuerzos? No recuperarás su coste."
"TID_POPUP_REMOVE_TROOP_TITLE","Eliminar tropas"
"TID_POPUP_REMOVE_TROOP_TEXT","¿Seguro que quieres eliminar estas tropas?"
"TID_POPUP_REMOVE_SPELL_TITLE","Eliminar hechizos"
"TID_POPUP_REMOVE_SPELL_TEXT","¿Seguro que quieres eliminar los hechizos? No recuperarás su coste."
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TITLE","Eliminar tropas y hechizos"
"TID_POPUP_REMOVE_TROOP_AND_SPELL_TEXT","¿Seguro que quieres eliminar las tropas y los hechizos? No recuperarás su coste."
"TID_REMOVE_TROOP_BUTTON","Eliminar"
"TID_REMOVE_TROOP_MESSAGE","Tropas eliminadas"
"TID_REMOVE_SPELL_MESSAGE","Hechizos eliminados"
"TID_REMOVE_TROOP_AND_SPELL_MESSAGE","Tropas y hechizos eliminados"
"TID_NEWS_BIRTHDAY_TITLE","¡Feliz aniversario, jefe!"
"TID_NEWS_BIRTHDAY_TEXT","¡Clash of Clans cumple dos años! Ahora puedes acelerar todos los extractores de recursos durante UNA SEMANA por solo UNA GEMA cada uno hasta el 7 de agosto."
"TID_AVAILABLE_TROOPS","Tropas disponibles:"
"TID_ERROR_POP_UP_BANNED_BUTTON_CONTACT_PS","Asistencia técnica"
"TID_AD_SEEKER","Sabueso de lava"
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION","Estas fogosas bestias no pueden evitar salir a la caza de los cohetes de defensa, por lo que proporcionan una excelente protección a otras tropas. Una vez destruidas, erupcionan y generan pequeñas amenazas más débiles."
"TID_CHARACTER_INFO_AD_SEEKER_NO_EXPLOSION","Estas fogosas bestias atraen a los cohetes de defensa y son perfectas para proteger a otras tropas. Una vez destruidas, generan pequeñas amenazas más débiles."
"TID_AD_SEEKER_FRAG","Cachorro de lava"
"TID_CHARACTER_INFO_AD_SEEKER_FRAG","Generadas en grandes cantidades tras la muerte de un sabueso de lava, estas criaturas mantienen viva la batalla durante un poco más de tiempo."
"TID_MAX_SECONDARY_UNITS","Unidades generadas: <number>"
"TID_BUTTON_UPGRADE_SELECTION","Mejorar selección"
"TID_NEWS_UPDATE_TITLE","¡Hechizos mejorados y desempate en las guerras de clanes!"
"TID_NEWS_UPDATE_TEXT","* Se han mejorado los hechizos de rayo, hielo, veneno y terremoto.\n* Con el ayuntamiento de nivel 10, hay disponibles 25 muros nuevos y el hechizo de rayo de nivel 7.\n* En caso de empate en las guerras de clanes, se tendrá en cuenta el porcentaje de destrucción total: si al final de la guerra hay un empate en la puntuación, ganará el clan que tenga un mayor porcentaje de destrucción en sus mejores ataques."
"TID_NEWS_TROOP_TITLE","¡El sabueso de lava, la nueva tropa oscura!"
"TID_NEWS_TROOP_TEXT","Esta criatura voladora hecha de piedra y lava puede soportar grandes daños. Tiene por objetivo los cohetes de defensa y se adentra en las aldeas enemigas cubriendo a otras tropas. Una vez destruida, erupciona y genera cachorros de lava que mantienen viva la batalla durante un poco más de tiempo."
"TID_NEWS_TROOP_TEXT2","Esta criatura voladora hecha de piedra y lava puede soportar grandes daños. Tiene por objetivo los cohetes de defensa y se adentra en las aldeas enemigas cubriendo a otras tropas. Una vez destruida, genera amenazas más pequeñas que distraen a las defensas enemigas durante un poco más de tiempo."
"TID_GEM_BALANCE","Balance de gemas actual:\n<total>\n\nGratuitas: <free>\n\nCompradas: <paid>"
"TID_MORE_INSTAGRAM","¡Echa un vistazo a Clash of Clans en Instagram!"
"TID_MORE_TWITCH","¡Sintoniza las emisiones en directo de Clash of Clans en Twitch!"
"TID_MORE_HUNGRYAPP","클래시 오브 클랜 공략 및 팁을 지금 바로 공유하세요!"
"TID_MORE_APPBANK","AppBank"
"TID_MORE_FAMITSU","ファミ通App"
"TID_NUMBER_FIVE",5
"TID_NUMBER_SIX",6
"TID_NUMBER_SEVEN",7
"TID_NUMBER_EIGHT",8
"TID_NUMBER_NINE",9
"TID_NUMBER_ZERO",0
"TID_GEM_BALANCE_TITLE","Balance de gemas"
"TID_GEM_BALANCE_BUTTON","Balance de gemas"
"TID_NEWS_MIRROR_TITLE","Preparación"
"TID_NEWS_MIRROR_TEXT","La preparación y un pelo perfecto son la clave de una buena batalla. ¡Descubre cómo se preparan los magos para la batalla!"
"TID_NEWS_RABBIT_TITLE","¿Magia?"
"TID_NEWS_RABBIT_TEXT","Las bolas de fuego no son el único as que los magos se esconden en la manga... ¡Descubre qué más pueden hacer!"
"TID_UNLOCKED_ARMY","Ejército"
"TID_ACCOUNT_SWITCHING_NOT_SUPPORTED","Has iniciado sesión en Game Center con la cuenta de la aldea de <name>.\n\nEsta aldea está disponible, pero el intercambio no es posible en una versión inferior a iOS 7. Para el intercambio, actualiza tu versión de iOS.\n\nMás información sobre actualizaciones de iOS en http://support.apple.com/kb/HT4623?viewlocale=es_ES."
"TID_DIAMOND_PACK_RED","(PILA DE GEMAS)RED"
"TID_NEWS_RED_TITLE","¡Jefe, apoya a (RED) en su lucha contra el sida!"
"TID_NEWS_RED_TEXT","RED"
"TID_NEWS_RED_MORE","Más información"
"TID_POPUP_BOOST_ALL_BARRACKS","¿Quieres multiplicar x<multiplier> la velocidad de entrenamiento de <number> cuarteles durante <time>?"
