"TID","JP"
"TID_SHIELD_POPUP_GUARD_DESCRIPTION_1","村の護りは、他のプレイヤーの攻撃目標から外れている時間の最後を飾ります。ペナルティなしで他のプレイヤーを攻撃できますが、有効時間はとても短いので気をつけましょう！"
"TID_SHIELD_POPUP_NONE_DESCRIPTION_1","シールドも村の護りもない状態では、村がいつ攻撃されてもおかしくありません。全力でタウンホールを護りましょう！トラップ、ヒーロー、クランの城に待機中の援軍が防御力を最大限に高めます。"
"TID_SHIELD_POPUP_PERSONAL_BREAK","注意：シールドなしで長時間プレイすると、村人たちは少し休憩しなければいけなくなります。"
"TID_SHIELD_POPUP_PERSONAL_BREAK_REMAINING","休憩時間まで："
"TID_SHIELD_POPUP_SHIELD_TITLE","シールド使用中"
"TID_SHIELD_POPUP_GUARD_TITLE","村の護り使用中"
"TID_SHIELD_POPUP_NONE_TITLE","シールドなし"
"TID_SHIELD_POPUP_REMOVE_BUTTON","取り除く"
"TID_SHIELD_SHIELD","シールド"
"TID_SHIELD_GUARD","村の護り"
"TID_BUTTON_TREASURY","宝庫"
"TID_MULTIPLAYER_STAR_BONUS","星ボーナス"
"TID_MULTIPLAYER_BONUS_AVAILABLE_AGAIN","次回まで：<time>"
"TID_STAR_BONUS_WINDOW_TITLE","星ボーナス"
"TID_STARBONUS_WINDOW_AWARD","星ボーナス獲得！"
"TID_STARBONUS_WINDOW_AWARD_EVENT","<c66CC00><num>倍の星ボーナスを獲得！</c>"
"TID_STARBONUS_WINDOW_TREASURY","宝庫にボーナス戦利品が届きました。"
"TID_LOOT_CART","資源カート"
"TID_LOOT_CART_INFO","村を襲った相手が戦利品の一部を残していきました。防衛戦が終わるたびに必ず回収しましょう！"
"TID_NO_TREASURY_LOOT_TO_COLLECT","宝庫は空っぽです！回収できるものはありません。"
"TID_TREASURY_WINDOW_TITLE","宝庫"
"TID_TREASURY_DESCRIPTION","クラン対戦と星ボーナスで得た戦利品は宝庫の中で安全に守られます。タウンホールをアップグレードしたりクラン特典を受け取ると、宝庫に保管できる資源の量が増えます。"
"TID_TREASURY_GOLD","宝庫のゴールド"
"TID_TREASURY_ELIXIR","宝庫のエリクサー"
"TID_TREASURY_DARK_ELIXIR","宝庫のダークエリクサー"
"TID_STAR_BONUS_HELP_TITLE","星ボーナス"
"TID_STAR_BONUS_HELP_TEXT","マルチプレイで星を5個獲得すると、星ボーナスがもらえます！"
"TID_STAR_BONUS_BONUS_TEXT","現在所属しているリーグでの星ボーナス報酬："
"TID_STAR_BONUS_BONUS_TEXT_BONUS","進行中の星ボーナスイベントでは、<num>倍の報酬を獲得できます"
"TID_HINT_TREASURY","宝庫は、クランの城に保管されているクラン対戦の戦利品と星ボーナスの戦利品を守ります。"
"TID_HINT_LOOT_CART","防衛戦で敵に奪われた資源を資源カートから回収して取り戻しましょう。"
"TID_HINT_STAR_BONUS","毎日、他のプレイヤーの村を攻撃して勝利することで星ボーナスをもらえます。"
"TID_TREASURY_CAPACITY","<resource>：<number>"
"TID_LOOT_CART_TRANSFERRED","資源カートの資源を回収しました！"
"TID_STAR_BONUS_DESCRIPTION","宝庫に星ボーナスの戦利品が届きました！"
"TID_JOIN_NOW_BUTTON","今すぐ参加"
"TID_NEWS_TREASURY TITLE","新しいお宝と宝庫"
"TID_NEWS_TREASURY TEXT","毎日の星ボーナス\n• 他のプレイヤーの村を攻撃して星を5つためるとボーナス戦利品を獲得できます。\n• 上位のリーグに所属しているほどボーナスが大きくなります！\n• 新しい星ボーナスは毎日もらえます！\n• 星ボーナスでもらえるボーナス戦利品は宝庫に保管されます。\n\n資源カート\n• 防衛戦が終わるたび、壊れた資源カートが村に出現します。\n• このカートからは、敵に奪われた資源の一部を回収できます。\n• 一度に出現する資源カートはひとつだけなので、見つけたらすぐに回収してください！\n\n宝庫\n• クランの城に簡単には壊れない資源の保管場所「宝庫」ができました。\n• 宝庫はクラン対戦と星ボーナスそれぞれで獲得できるボーナス戦利品を保管します。\n• ボーナス戦利品を使う予定がないうちは、宝庫が最も安全に保管できる場所です！\n\nバランス調整\n• イーグル砲がゴーレムと小型ゴーレムに与えるダメージが3倍になりました。\n• タウンホールのレベル6で2つ目、レベル7で3つ目の対空砲を建設できるようになりました。"
"TID_NEWS_ECONOMY_TEXT","\n• 一部のユニットの訓練時間とコストが減少しました。\n• 一部の呪文の生成時間とコストが減少しました。\n• 一部のユニットと呪文の訓練や生成にかかる時間とコストが減少しました。"
"TID_NEWS_ECONOMY_TEXT2","\n• 一部のユニットの訓練時間が減少しました。\n• 一部の呪文の生成時間が減少しました。\n• 一部のユニットと呪文の訓練や生成にかかる時間が減少しました。"
"TID_NEWS_ECONOMY_TEXT3","\n• 一部のユニットのコストが減少しました。\n• 一部の呪文のコストが減少しました。\n• 一部のユニットと呪文の訓練や生成にかかるコストが減少しました。"
"TID_HINT_STAR_BONUS_LEAGUE","上位リーグではさらに大きな星ボーナスがもらえます！"
"TID_NEWS_ROYALE","クラッシュ・ロワイヤル配信開始！"
"TID_NEWS_ROYALE_INFO","「クラッシュ・ロワイヤル」は、クラクラの世界を舞台にしたリアルタイム対戦型の新感覚カードゲームです！ぜひ、早速プレイしてみてください。"
"TID_NEWS_ROYALE_BUTTON","今すぐプレイ！"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_ATTACK_1","リプレイ1"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_ATTACK_2","リプレイ2"
"TID_AVATAR_MESSAGE_TEXT_LAYOUTS_SCRAMBLED","村のレイアウトに不適切な点が見つかったため、レイアウトがリセットされました。今後同様の疑いがあった場合には、停止処分となる場合があります！\n不適切な村のレイアウトに関する詳細は以下をタップしてください。"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_DEFENSE","リプレイ"
"TID_WAR_INFO_BUTTON","クラン対戦詳細"
"TID_STREAM_CLAN_WARS_ENTRY_VS","対"
"TID_CLAN_WIN_STREAK","クラン対戦の連勝数："
"TID_PLAYER_PROFILE_TROOPS","ユニット"
"TID_PLAYER_PROFILE_SPELLS","呪文"
"TID_PLAYER_PROFILE_HEROES","ヒーロー"
"TID_ALL_BUILDERS_AVAILABLE","全アップグレード完了"
"TID_NEWS_NEW_TROOP_TITLE",
"TID_NEWS_NEW_TROOP_TEXT",
"TID_NEWS_UPGRADES_TITLE",
"TID_NEWS_UPGRADES_TEXT",
"TID_NEWS_BALANCING_TITLE",
"TID_NEWS_BALANCING_TEXT",
"TID_NEWS_OTHER_TITLE",
"TID_NEWS_OTHER_TEXT",
"TID_BOWLER","ボウラー"
"TID_CHARACTER_INFO_BOWLER","この大きくて青い仲間の生き方はシンプルです。ダークエリクサーを飲み、岩を投げる。彼の大きな岩は、目標に当たるとバウンドし、後ろにあるものにも攻撃します！"
"TID_IAP_NOT_AVAILABLE_CAFE_BAZAAR","アプリ内購入を利用できません。デバイスにCafe Bazaarアプリがインストールされていることをご確認ください。"
"TID_STREAM_EVENT_ALLIANCE_LEVEL_UP_NO_PERKS","クランのレベルが<value>になりました！"
"TID_EDIT_MODE_MOVE_ALL","すべて移動"
"TID_EDIT_MODE_WALLS_ONLY","壁を見る"
"TID_EDIT_MODE_VIEW_AS_ENEMY","偵察ビュー"
"TID_EDIT_MODE_PHOTO_MODE","撮影モード"
"TID_CHALLENGE_BUTTON","チャレンジ"
"TID_CHALLENGE_TITLE","フレンドリー・チャレンジ"
"TID_CHALLENGE_HEADER","自分の村を攻撃するよう、クランメンバーに挑戦しましょう"
"TID_CHALLENGE_DEFAULT_INPUT","ウチの村に勝てるかな？"
"TID_CHALLENGE_CLOSED","村はすでに攻撃されています！"
"TID_CANCELLING","キャンセル中"
"TID_LIVE_SPECTATOR_COUNT","観戦者 <num>"
"TID_ALLIANCE_WAR_STAT_NUM_0STARS","星なし"
"TID_HERO_SLEEPING","休眠中"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE","ホームに戻ってフレンドリー・チャレンジを始めましょう！"
"TID_REQUEST_NOT_AVAILABLE_IN_MODE","援軍を呼ぶには一旦ホームに戻ってください！"
"TID_ARMY_FULL","ユニットが一杯です"
"TID_TRAINING_FULL","キューが一杯です"
"TID_ALLIANCE_DATA_FAILED_GENERIC","クラン情報をロードできませんでした。\n\nまたのちほどお試しください。"
"TID_ALLIANCE_DATA_FAILED_NOT_FOUND","クランが見つかりません。"
"TID_ALLIANCE_DATA_FAILED_LOAD_FAILED","クラン情報をロードできませんでした。\n\nまたのちほどお試しください。"
"TID_ALLIANCE_DATA_FAILED_DELETED","このクランは削除されているため、ロードできません。"
"TID_ALLIANCE_DONATE_DONATE_INSTANTLY","すぐに寄付する:"
"TID_ALLIANCE_DONATE_BUTTON_QUICK","クイック寄付"
"TID_ALLIANCE_DONATE_BUTTON_RETURN","戻る"
"TID_TRAINING_SCREEN_QUEUE","予約"
"TID_LOCAL_NOTIFICATION_YOUR_ARMY_IS_READY_ALL","部隊は戦闘準備ができています！"
"TID_LOCAL_NOTIFICATION_TRAINING_HAS_STOPPED","訓練が完了しました！"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","詳しく"
"TID_VS","対"
"TID_COPY_ACTION_BUTTON","コピー"
"TID_PASTE_ACTION_BUTTON","ペースト"
"TID_COPIED_TO_DEVICE_CLIPBOARD","タグをデバイスのクリップボードにコピーしました！"
"TID_NOTHING_TO_PASTE","ペースト元がありません"
"TID_RECORDING_CANT_GO_HOME","ホームに行けません。まず記録を中止してください！"
"TID_RECORDING_CANT_GO_MAP","マップに行けません。まず記録を中止してください！"
"TID_TRAIN_TROOPS_QUEUE_SIZE","ユニットの訓練: <num>/<max>"
"TID_TRAIN_SPELLS_QUEUE_SIZE","呪文の生成: <num>/<max>"
"TID_TRAINING_QUEUE_IS_EMPTY","訓練の予約は空です"
"TID_SPELL_QUEUE_IS_EMPTY","魔法生成の予約は空です"
"TID_DUPLICATE_SPELL","クローンの呪文"
"TID_DUPLICATE_SPELL_INFO","この呪文で、即席の部隊を作りましょう！\n\nクローン呪文は円形の効果エリアを発生させ、そのエリアに入ったユニットをコピーして、一定時間だけそっくりさんを出現させます。ただし、収容スペースを超える数のユニットを出現させることはできません。"
"TID_SPELL_DUPLICATE_HOUSING","クローン能力：<number>"
"TID_WAR_HISTORY_NOT_AVAILABLE_OTHER","このクランは対戦に参加したことがありません！"
"TID_WAR_STATS_TITLE","クラン対戦データ"
"TID_WAR_STATS_WINS","勝利："
"TID_WAR_STATS_LOSSES","敗北："
"TID_WAR_STATS_TIES","引き分け："
"TID_WAR_STATS_TOTAL","総数："
"TID_AVATAR_MESSAGE_GEM_DONATION","エメラルドを寄付されました。「回収」を押すと受け取ることができます。"
"TID_AVATAR_MESSAGE_BUTTON_CLAIM","回収"
"TID_AVATAR_MESSAGE_BUTTON_ALREADY_CLAIMED","回収済み"
"TID_TRAP_EJECT_HOUSING","スプリング容量：<number>"
"TID_SPRING_SIZE_FOR_UNIT","スプリング荷重："
"TID_MAINTENANCE_UPDATE_TITLE","次回アップデート！"
"TID_MAINTENANCE_UPDATE_TEXT","クラッシュ・オブ・クランの次回アップデートでは、新しいユニットを含む最新バージョンに更新されます！"
"TID_MAINTENANCE_NORMAL_TITLE","メンテナンス休憩"
"TID_MAINTENANCE_NORMAL_TEXT","お待ちいただく間、クラッシュ・ロワイヤルを1ラウンドなどいかがですか？"
"TID_MAINTENANCE_ESTIMATED_LONG","数時間後に再度お試しください。"
"TID_MAINTENANCE_ESTIMATED_TWO_HOURS","2時間ほど後に再度お試しください。"
"TID_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","1時間半ほど後に再度お試しください。"
"TID_MAINTENANCE_ESTIMATED_HOUR","1時間ほど後に再度お試しください。"
"TID_MAINTENANCE_ESTIMATED_MINUTES","<value>分後に再度お試しください。"
"TID_MAINTENANCE_ESTIMATED_SOON","数分後に再度お試しください。"
"TID_MAINTENANCE_ESTIMATED_UNKNOWN","あとでまたお試しください。"
"TID_CHALLENGE_CHOOSE_LAYOUT","レイアウト選択"
"TID_FRIENDLY_WAR_CHOOSE_LAYOUT","レイアウト選択"
"TID_CREATE_SKELETONS_SPELL","スケルトンの呪文"
"TID_CREATE_SKELETONS_SPELL_INFO","戦場の好きな場所に、スケルトンの集団を出現させましょう！\n\nいつでもどこでも必要な場所に、ちょっとした戦力を投入できます。また、スケルトンはトラップを作動させません。"
"TID_ALLIANCE_CREATE_SHOW_LOG","クラン対戦ログを公開"
"TID_AVATAR_MESSAGE_SUBJECT_GEM_DONATION","<amount>エメラルドを受け取りました"
"TID_UI_TOP_VIEWERS_TITLE","観戦者："
"TID_CANT_START_PVP_VILLAGE_EDIT_OPEN","まず村の編集モードを閉じてください"
"TID_ARMY_USED","使用した部隊："
"TID_NEWS_CHALLENGE_BOOST_TEXT","次のアップデートは1エメラルドで資源生産をブーストできます！"
"TID_NEWS_CHALLENGE_PREVIEW_TITLE","近日登場：フレンドリー・チャレンジ！"
"TID_NEWS_CHALLENGE_PREVIEW_TEXT","• 自分の村を攻撃するよう、クランの仲間に挑戦しましょう\n• フレンドリー・チャレンジでは部隊を失うことなく戦えます\n• 成績やリプレイを共有したり、クラン内で大会を開くこともできます"
"TID_NEWS_CHALLENGE_PREVIEW_BUTTON","詳しく"
"TID_CHALLENGE_FAIL_SERVER","チャレンジを開始できません。のちほどお試しください。"
"TID_VS_ATTACK_CONFIRM_INFO","フレンドリー・チャレンジを開始する前に、準備を整えておきましょう！"
"TID_SPELL_SUMMON_TROOP_COUNT","<name> 数：<number>"
"TID_BABY_DRAGON_ENRAGE_SPEED_INCREASE","怒りボーナスダメージ："
"TID_BABY_DRAGON","ベビードラゴン"
"TID_BABY_DRAGON_INFO","この空飛ぶ赤ん坊は、他の飛行ユニットがいると大人しいのですが、独りにすると怒り出します！周囲に飛行ユニットがいないとベビードラゴンは怒り状態になり、攻撃にボーナスダメージが発生するほか、攻撃速度も上がります。"
"TID_MINER","ディガー"
"TID_MINER_INFO","この巧妙なショベル使いたちは、地面にトンネルを掘って壁を潜り抜け、目標のすぐそばに出現します。地下に潜っている間は攻撃を受けず、トラップも作動しませんが、呪文によるボーナスは発生します。"
"TID_CHALLENGE_CANCELLED","チャレンジは現在利用できません！"
"TID_SCOUT_BUTTON","偵察"
"TID_TOP_HUD_FRIENDLY_BATTLE","フレンドリー・チャレンジ"
"TID_TOP_HUD_WATCH_LIVE_BUTTON","ライブリプレイを見る"
"TID_STREAM_BUTTON_SCOUT","偵察"
"TID_STREAM_BUTTON_ATTACK","攻撃"
"TID_WAIT_A_WHILE_BEFORE_RETRY_CHALLENGE","あなたはチャレンジを開始したばかりです。<time>待ってから再試行してください。"
"TID_CHALLENGE_FAIL_SERVER_ALREADY_IN_PROGRESS","チャレンジを開始できません！以前のチャレンジが進行中です！"
"TID_LAYOUTS_LAST_USED","前回使用"
"TID_LAYOUT_CHANGED_ERROR","レイアウトが最近変更されました。<time>後に再び使用可能になります。"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_REPLAY","リプレイを見るにはホームに戻ってください！"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_CANCEL","ホームに戻らないとチャレンジをキャンセルできません！"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_ATTACK","ホームに戻らないと攻撃できません！"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_SCOUT","ホームに戻らないと偵察できません！"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_LIVE","ホームに戻らないとライブを視聴できません！"
"TID_CHALLENGE_CHANGE_LAYOUT","レイアウト変更"
"TID_CHALLENGE_CHANGE_LAYOUT_BUTTON","変更"
"TID_CHALLENGE_LAYOUT","レイアウト"
"TID_CHALLENGE_SWITCH_LAYOUT","現在のレイアウト"
"TID_CHALLENGE_CHOOSE_NEW_LAYOUT","新しいチャレンジレイアウトを選びましょう"
"TID_FRIENDLY_WAR_CHOOSE_NEW_LAYOUT","使うレイアウトを選んでください"
"TID_CHALLENGE_ALREADY_CLOSED","チャレンジは終了しました"
"TID_SCOUT_PREP_DAY_INFO","敵の対戦拠点のレイアウトは、戦闘日に公開されます"
"TID_REPLACE_LAYOUT","レイアウト入れ替え"
"TID_INFOBUBBLE_BUILDER_INPROGRESS","アップグレード中："
"TID_INFOBUBBLE_BUILDER_SUGGESTION","おすすめアップグレード："
"TID_INFOBUBBLE_BUILDER_EXTRA_SUGGESTION","その他のアップグレード："
"TID_SEARCH_TAB_CLANS","クランを探す"
"TID_SEARCH_TAB_PLAYERS","プレイヤー"
"TID_SEARCH_TAB","探す"
"TID_PLAYER_SEARCH_HINT","見つけたいプレイヤーのプレイヤータグを入力してください"
"TID_PROFILE_BUTTON_ADD_FRIEND","フレンドを追加"
"TID_PLAYER_SEARCH","プレイヤーを探す："
"TID_HASH","#"
"TID_PRESET_SAVE_OK","部隊をセーブしました！"
"TID_PRESET_LOAD_OK","部隊を訓練キューに追加しました！"
"TID_PRESET_SAVE_FAIL","部隊をセーブできません。もう一度お試しください"
"TID_PRESET_LOAD_FAIL","訓練キューに空きがありません"
"TID_PRESET_LOAD_FAIL_LOCKED_TROOP","必要な訓練施設が建設中です"
"TID_PRESET_FULL","MAX！"
"TID_PRESET_EMPTY","部隊がありません"
"TID_AVATAR_SEARCH_INVALID_TAG","無効なプレイヤータグです。ご確認ください。"
"TID_AVATAR_SEARCH_TAG_NOT_FOUND","このプレイヤータグのプレイヤーは見つかりません。"
"TID_PROFILE_FRIEND_REQUEST_SENT","フレンドリクエストを送信しました"
"TID_PROFILE_FRIENDS","フレンド"
"TID_PROFILE_FRIEND_REQUEST_QUERY","フレンドを追加しますか？"
"TID_FRIENDLIST_FILTER","フィルター："
"TID_FRIEND_LIST_ITEM_PENDING","フレンドを追加しますか？"
"TID_INVITE_FRIEND_CONFIRMATION_TITLE","フレンドを追加しますか？"
"TID_INVITE_FRIEND_CONFIRMATION","<name>にゲーム内フレンドリクエストを送りますか？"
"TID_ACCEPT_FRIEND_CONFIRMATION_TITLE","フレンドを追加しますか？"
"TID_ACCEPT_FRIEND_CONFIRMATION","<name>をゲーム内フレンドに追加しますか？"
"TID_REMOVE_FRIEND_CONFIRMATION_TITLE","フレンドを削除しますか？"
"TID_REMOVE_FRIEND_CONFIRMATION","ゲーム内フレンドから<name>を削除してもよろしいですか？"
"TID_REMOVE_FRIEND_INVITE_CONFIRMATION_TITLE","フレンドリクエストをキャンセルしますか？"
"TID_REMOVE_FRIEND_INVITE_CONFIRMATION","<name>へのゲーム内フレンドリクエストをキャンセルしてもよろしいですか？"
"TID_REJECT_FRIEND_CONFIRMATION_TITLE","フレンドリクエストを拒否しますか？"
"TID_REJECT_FRIEND_CONFIRMATION","<name>からのフレンドリクエストを拒否してもよろしいですか？"
"TID_FRIEND_FILTER_ADDABLE","フレンドリクエスト"
"TID_FRIEND_FILTER_INGAME","フレンド"
"TID_FRIEND_FILTER_REQUESTS","プレイヤーを探す"
"TID_ATTACK_FRIEND_BUTTON","チャレンジ"
"TID_USE_ATTACK_CODE_BUTTON","チャレンジコードを使う"
"TID_FRIEND_LIST_ITEM_NEW","New!"
"TID_REMOVE_FRIEND_BUTTON","フレンドを削除"
"TID_BOOST_POPUP_TITLE","生産量をアップ！"
"TID_BOOST_THIS_BUILDING","この<building>"
"TID_BOOST_BARRACKS_POPUP_TITLE","ユニットの訓練速度をアップ！"
"TID_BOOST_ALL_DARK_BARRACKS","すべての闇の兵舎"
"TID_BOOST_SPELLS_POPUP_TITLE","呪文の生成速度をアップ！"
"TID_BOOST_ALL_POPUP_TITLE","訓練と生成をスピードアップ！"
"TID_BOOST_ALL_HEROES","すべてのヒーロー"
"TID_BOOST_ALL_ELIXIR","すべてのエリクサーポンプ"
"TID_BOOST_ALL_DARK_ELIXIR","すべてのダークエリクサーポンプ"
"TID_BOOST_ALL_GOLD","すべての金山"
"TID_BOOST_ALL_RESOURCES","すべての資源設備"
"TID_BOOST_ALL_ATTACK","すべての軍事設備"
"TID_PLAYER_NOT_FOUND","このタグのプレイヤーは見つかりません。"
"TID_PLAYER_SEARCH_INTERNAL_ERROR","プレイヤーの検索に失敗しました。またのちほどお試しください。"
"TID_PLAYER_SEARCH_GENERIC","何らかの問題が発生しました。またのちほどお試しください。"
"TID_BOOST_POPUP_TITLE_RESUME","ブースト継続"
"TID_FRIEND_LIST_ITEM_SENT","リクエストを送信しました"
"TID_BOOST_POPUP_ITEM_RESUME","再開"
"TID_OPEN_CHALLENGE","チャレンジ開始"
"TID_CHALLENGE_FRIEND_TITLE","フレンドにチャレンジ"
"TID_CHALLENGE_WAIT_TITLE","フレンドリー・チャレンジ"
"TID_CHALLENGE_WAIT_HEADER","クランメンバーの攻撃を待っています！"
"TID_CHALLENGE_ATTACK_CODE","攻撃コード："
"TID_CHALLENGE_ATTACK_CODE_HINT","このコードを使って、あなたの村をフレンドに攻撃してもらいましょう！あなたのゲーム内フレンドは、このチャレンジをフレンドリストから受けることもできます。"
"TID_CHALLENGE_FRIEND_CONTENT","村を攻撃するようフレンドに挑戦する"
"TID_CHALLENGE_CANT_REQUEST","クランに参加すると、メンバーに援軍や呪文、突破兵器をリクエストできます"
"TID_WAITING_FOR_BATTLE_CODE","コードを待っています..."
"TID_POPUP_BOOST_RESOURCES","資源設備をブーストすると、<time>の間、生産量が2倍になります。"
"TID_POPUP_BOOST_ATTACK","軍事設備をブーストすると、<time>の間、生産量が<multiplier>倍になります。"
"TID_POPUP_RESUME_BOOST_TEXT","メンテナンスにつき、ブーストは一時停止されました。"
"TID_ALLIANCE_WAR_COOLDOWN","あなたのクランは、<time>の間、クラン対戦への参加を禁じられました"
"TID_ADD_FRIENDS_INFO_CLASH","プレイヤーをゲーム内フレンドに追加して、フレンドリー・チャレンジで戦ったりクラッシュ・オブ・クラン内でフォローしたりしましょう！"
"TID_BUTTON_TRAIN_PRESETS","高速訓練"
"TID_CHALLENGE_WAS_ACCEPTED","フレンドリー・チャレンジが了承されました！"
"TID_CHALLENGE_WAITING_TO_JOIN_LIVE","ライブリプレイで、フレンドの動向を見てみますか？"
"TID_CLANS_SELECTOR_BOOKMARKS","ブックマーク"
"TID_CLANS_SELECTOR_SEARCH","探す"
"TID_ALLIANCE_TAB_CLANS","クラン"
"TID_BUTTON_CLAN_WAR_MATCHED_START","チャレンジ"
"TID_ARRANGED_WAR_START_BUTTON","チャレンジを送信"
"TID_PREPARATION_DAY_DURATION","準備期間"
"TID_WAR_DAY_DURATION","戦闘期間"
"TID_WAR_SIZE_TEXT","サイズ："
"TID_PREPARE_DURATION","準備："
"TID_WAR_DURATION","戦闘："
"TID_ARRANGED_WAR_REQUEST_SENT","対戦リクエストを送信しました"
"TID_SENT_WAR_REQUEST_TO","<clan>に対戦チャレンジを送信しました！"
"TID_RECEIVED_WAR_REQUEST_FROM","<clan>から対戦チャレンジが届きました！"
"TID_CLAN_WAR_CHALLENGE_ACCEPTED","<name>が参加を承認"
"TID_CLAN_WAR_CHALLENGE_REJECTED","<name>が参加を拒否"
"TID_CLAN_WAR_CHALLENGE_CANCELLED","<name>がキャンセルしました"
"TID_CLAN_WAR_CHALLENGE_REJECTED_AUTOMATICALLY","チャレンジが拒否されました"
"TID_TRAINING_SCREEN_TAB_OVERVIEW","軍事関連"
"TID_TRAINING_SCREEN_TAB_TROOPS","ユニットの訓練"
"TID_TRAINING_SCREEN_TAB_SPELLS","呪文を生成"
"TID_TRAINING_SCREEN_TAB_PRESETS","高速訓練"
"TID_TRAINING_SCREEN_BARRACKS","兵舎"
"TID_TRAINING_SCREEN_DARK_BARRACKS","闇の兵舎"
"TID_TRAINING_SCREEN_SPELLS","呪文工場"
"TID_TRAINING_SCREEN_DARK_SPELLS","闇の呪文工場"
"TID_TRAINING_SCREEN_TIME_LEFT","残り時間："
"TID_TRAINING_SCREEN_CAPACITY","容量："
"TID_OVERVIEW_TROOPS_TITLE","ユニット"
"TID_OVERVIEW_HEROES_TITLE","ヒーロー"
"TID_TRAINING_SCREEN_ELIXIR","エリクサー："
"TID_TRAINING_SCREEN_DARK_ELIXIR","ダークエリクサー："
"TID_TRAINING_BUTTON_BOOST","ブースト"
"TID_ALLIANCE_WAR_MATCHED_WAITING_OPPONENT","相手の承認を待っています"
"TID_WAIT_BEFORE_ARRANGING_WAR_AGAIN","<time>後に別のチャレンジを送信することができます"
"TID_CANCEL_WAR_ARRANGED_MATCHMAKING_CONFIRMATION_TITLE","チャレンジをキャンセルしますか？"
"TID_CANCEL_WAR_ARRANGED_MATCHMAKING_CONFIRMATION_TEXT","フレンド対戦チャレンジをキャンセルしてもよろしいですか？"
"TID_ADD_FRIENDS_INFO_REQUESTS","プレイヤープロフィールから、ゲーム内フレンドに追加しましょう。Game CenterやSupercell IDのフレンドは、ログインすると自動的に表示されます。"
"TID_ADD_FRIENDS_INFO_REQUESTS_ANDROID","プレイヤープロフィールから、ゲーム内フレンドに追加しましょう。\nSupercell IDのフレンドは、ログインすると自動的に表示されます。"
"TID_OVERVIEW_TRAIN_PREVIOUS","訓練"
"TID_BUTTON_TRAIN_PRESET","訓練"
"TID_BUTTON_EDIT_PRESET","編集"
"TID_BUTTON_CREATE_PRESET","作成"
"TID_BUTTON_CANCEL_PRESET","キャンセル"
"TID_BUTTON_SAVE_PRESET","セーブ"
"TID_PRESET_RESOURCES","コスト"
"TID_PRESET_TIME","時間"
"TID_TRAINING_SPELLS_INFO","呪文はタウンホールレベル5以降で使用できます"
"TID_TRAINING_SPELLS_INFO_BUILD","呪文工場を建設して呪文をアンロックしましょう！"
"TID_SEARCH_TAB_BOOKMARKS","ブックマーク"
"TID_TRAINING_RESOURCES","資源"
"TID_ADD_FRIEND_ERROR_GENERIC","フレンド招待を送信できません。またのちほどお試しください。"
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST","追加しようとしたプレイヤーは存在しません。"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU","フレンドリクエストの送信数が上限に達しました。1つ削除して、再度お試しください。"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER","このフレンドが保留しているリクエスト数が上限に達しています。またのちほどお試しください。"
"TID_ADD_FRIEND_ERROR_OWN_AVATAR","自分をフレンドとして招待することはできません！"
"TID_ADVANCED_SEARCH_BUTTON_MORE","検索オプション"
"TID_ADVANCED_SEARCH_BUTTON_LESS","検索オプション非表示"
"TID_ALLIANCE_CREATE_ARRANGED_WARS","フレンド対戦"
"TID_CREATE_CLAN_ARRANGED_WARS_INFO","他のクランからフレンド対戦チャレンジを受け取ります"
"TID_CREATE_CLAN_PUBLISH_WAR_LOG","あなたのクランのクランプロフィールで、他のプレイヤーがあなたの対戦成績を見られるようになります"
"TID_DECORATION_BK_STATUE","スーパーヒーローの像"
"TID_AVATAR_MESSAGE_CLAN_WAR_COOLDOWN_WARNING","問題のある言動が確認されたため、あなたのクランおよびゲームアカウントは、クラン対戦へのアクセスを一時的に禁止されました。"
"TID_BUTTON_SELECT","開始"
"TID_BUTTON_EQUIP","装備"
"TID_PRESET_UNLOCK_INFO","高速訓練は、タウンホールレベル<number>でアンロックされます！"
"TID_CREATE_PRESET_INFO","ユニットや呪文を追加したら、部隊をセーブしましょう"
"TID_PRESET_INFO","部隊単位で楽な訓練プランを立ててみましょう！"
"TID_PREVIOUS_ARMY_INFO","攻撃を行ってから、前の部隊を訓練しましょう！"
"TID_BUILDING_CONSTRUCTION_PREVENTS","建設完了後に利用可能です！"
"TID_TITLE_RENAME_PRESET","部隊名を変更"
"TID_PREVIOUS_ARMY","前の部隊"
"TID_ARMY_SLOT_DEFAULT_NAME","部隊<num>"
"TID_DIAMOND_BUNDLE_BUILDER","大工パック"
"TID_DIAMOND_BUNDLE_TH4","タウンホール４パック"
