"TID","TH"
"TID_ALLIANCE_WAR_BATTLE_XP","ได้รับค่าประสบการณ์แคลน <xpnum> แต้มจากการโจมตีที่ประสบความสำเร็จ"
"TID_ALLIANCE_WAR_STAR_XP","ได้รับค่าประสบการณ์แคลน <xpnum> แต้มจากการได้รับดาว <num> ดวง"
"TID_ALLIANCE_WAR_STAR_XP_DESC","+ ได้รับโบนัสค่าประสบการณ์แคลน <xpnum> แต้มจากการชนะได้ดาว <num> ดวง"
"TID_ALLIANCE_WAR_WIN_XP","+ ได้รับค่าประสบการณ์แคลนโบนัส <xpnum> แต้มจากการชนะสงคราม!"
"TID_CLANPERK_DESC_TROOP_REQUEST_VALUE","<value> นาที"
"TID_CLANPERK_DESC_DONATION_LIMIT_VALUE","กองกำลัง <troops> หน่วย, อาคม <spells> หน่วย"
"TID_CLANPERK_DESC_DONATION_REFUND_VALUE","ราคา <value>%"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE","<value> เลเวล"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE_PLURAL","<value> เลเวล"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY_VALUE","<value>%"
"TID_CLANPERK_DESC_WAR_LOOT_MULT_VALUE","<value>%"
"TID_CLANPERK_DESC_LOCKED_VALUE","ปลดล็อคที่เลเวลแคลน <num>"
"TID_ALLIANCE_WAR_XP_EARNED","ค่าประสบการณ์แคลนที่ได้รับ"
"TID_ALLIANCE_WAR_OBJECTIVES","เป้าหมายแคลน"
"TID_CLAN_PERK_BONUS","โบนัสผลประโยชน์"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP","ค่าประสบการณ์แคลน"
"TID_WAR_STATS_HEADER_DEFEAT_BASES","เอาชนะฐานทัพสงครามของศัตรู"
"TID_WAR_STATS_HEADER_DEFEAT_BASES_SHORT","เอาชนะฐานทัพสงคราม"
"TID_WAR_STATS_HEADER_COLLECT_STARS","ได้รับดาว <num> ดวง"
"TID_WAR_STATS_HEADER_WIN_WAR","ชนะสงคราม"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP_INFO","ค่าประสบการณ์แคลนจะให้เมื่อสงครามจบ"
"TID_WAR_STATS_HEADER_TOTAL","ทั้งหมด"
"TID_REGION_CUSTOM1",
"TID_REGION_CUSTOM2",
"TID_REGION_CUSTOM3",
"TID_REGION_CUSTOM4",
"TID_REGION_CUSTOM5",
"TID_ALLIANCE_TAB_BOOKMARKS","บุ๊กมาร์ก"
"TID_NO_BOOKMARKS","ท่านยังไม่ได้บุ๊กมาร์กแคลนใดไว้\n\nท่านสามารถบุ๊กมาร์กแคลนได้จากหน้าข้อมูลของแคลน"
"TID_ERROR_BOOKMARKS_FULL","ท่านมีบุ๊กมาร์กมากเกินไป! ลบบุ๊กมาร์กสักอันเพื่อใส่บุ๊กมาร์กอันอื่น"
"TID_CHANGE_NAME_ALREADY_USED","ไม่สามารถเปลี่ยนชื่อได้! การเปลี่ยนชื่อหนึ่งครั้งได้ใช้ไปแล้วในบัญชีนี้"
"TID_CHANGE_NAME_BUTTON","เปลี่ยนชื่อ"
"TID_CHANGE_NAME_TITLE","เปลี่ยนชื่อ"
"TID_SETTINGS_PLAYERNAME_CURRENT","ชื่อปัจจุบัน:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","ใส่ชื่อใหม่:"
"TID_CONTINUE","ไปต่อ"
"TID_NAMECHANGE_WARNING","อย่าลืมเลือกชื่อที่มีความเหมาะสม"
"TID_CONFIRM","ยืนยัน"
"TID_SETTINGS_PLAYERNAME_REENTERNEW","ใส่ชื่อใหม่ของท่านอีกครั้ง:"
"TID_NAME_ALREADY_CHANGED","ชื่อสามารถเปลี่ยนได้เพียงครั้งเดียวเท่านั้น"
"TID_NAME_CHANGE_TH_LEVEL_TOO_LOW","การเปลี่ยนชื่อสามารถทำได้ตั้งแต่ศาลากลางเลเวล <level> เป็นต้นไป"
"TID_BOOKMARKS_NOT_LOADED_YET","ไม่สามารถโหลดบุ๊กมาร์กได้ โปรดลองอีกครั้งในภายหลัง"
"TID_ALLIANCE_UNAVAILABLE","ดูข้อมูลแคลนไม่ได้"
"TID_BOOKMARK_ADDED","เพิ่มบุ๊กมาร์กแล้ว"
"TID_BOOKMARK_REMOVED","ลบบุ๊กมาร์กแล้ว"
"TID_BOOKMARKS_FULL","บุ๊กมาร์กเต็มแล้ว"
"TID_NAME_CHANGE_ALREADY_USED","ท่านได้เปลี่ยนชื่อของท่านไปครั้งหนึ่งแล้ว"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","แน่ใจหรือไม่ว่าต้องการเปลี่ยนชื่อของท่าน?\nชื่อใหม่ของท่านจะเป็น:"
"TID_ERROR_NAMES_DONT_MATCH","ชื่อไม่ตรงกัน โปรดลองอีกครั้ง"
"TID_BUTTON_ROTATE","หมุน"
"TID_NAME_CHANGED_SUCCESS","ชื่อของท่านได้เปลี่ยนแล้ว!"
"TID_NAME_CHANGE_IN_PROGRESS","ไม่สามารถเปลี่ยนชื่อได้ กำลังดำเนินการเปลี่ยนชื่อครั้งก่อนหน้าอยู่"
"TID_PLAYER_TAG","แท็กผู้เล่น"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM","ยืนยันว่าท่านต้องการโจมตี"
"TID_BUTTON_WAR_ATTACK_CONFIRM_ATTACK","โจมตี"
"TID_WAR_ATTACK_CONFIRM_TITLE","โจมตีเดี๋ยวนี้เลยไหม?"
"TID_WAR_ATTACK_CONFIRM_TROOPS_TEXT","กองกำลัง: <number>"
"TID_WAR_ATTACK_CONFIRM_SPELLS_TEXT","อาคม: <number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TEXT","กองกำลังและอาคมปราสาทแคลน: <number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TROOPS_ONLY_TEXT","กองกำลังปราสาทแคลน: <number>"
"TID_WAR_ATTACK_CONFIRM_HEROES","ผู้กล้า: <number>"
"TID_WAR_ATTACK_CONFIRM_INFO","ขอให้แน่ใจว่าท่านพร้อม! การดำเนินการต่อจะใช้การโจมตีในสงครามที่เหลืออยู่ของท่านหนึ่งครั้ง"
"TID_AIR_BLASTER","เครื่องกวาดอากาศ"
"TID_AIR_BLASTER_INFO","เครื่องกวาดอากาศควบคุมท้องฟ้าด้วยระเบิดอากาศรุนแรงที่ผลักศัตรูบินได้ออกไป เครื่องกวาดอากาศสามารถเผชิญหน้าได้ทิศทางเดียว ดังนั้นจึงต้องหันมันเพื่อให้เกิดประสิทธิภาพสูงสุด"
"TID_STREAM_EVENT_CHANGED_SETTINGS","อัปเดตการตั้งค่าแคลน"
"TID_KNOCKBACK","ความแข็งแกร่งในการดัน: <number> ช่อง"
"TID_NEWS_UPDATE_AIR_MORTAR_TITLE",
"TID_NEWS_UPDATE_AIR_MORTAR_TEXT",
"TID_NEWS_UPDATE_BOOKMARKS_TITLE",
"TID_NEWS_UPDATE_BOOKMARKS_TEXT",
"TID_SETTINGS_CLAN_CHAT_FILTER","กรองแชตแคลน"
"TID_INFO_SPELL_STORAGE","คลังอาคม:"
"TID_BUILDING_MINI_SPELL_FACTORY","โรงงานอาคมมืด"
"TID_MINI_SPELL_FACTORY_INFO","เฉพาะพ่อมดยอดฝีมือที่เก่งกาจหรือบ้าบิ่นที่สุดเท่านั้นที่กล้าลองปรุงน้ำอมฤตมืด อาคมมืดกะทัดรัดของพวกเขาต้องใช้ความหยั่งรู้ลึกซึ้งในการฝึกปรือ แต่ให้ความได้เปรียบทางกลยุทธ์ได้อย่างยากหาใครเทียบ"
"TID_POPUP_BOOST_MINI_SPELL_FACTORY","เพิ่มความเร็วการปรุงอาคมมืดขึ้น <multiplier> เท่าเป็นเวลา <time> หรือไม่?"
"TID_LEAGUE_CHAMPION1","ลีกแชมเปียน 1"
"TID_LEAGUE_CHAMPION2","ลีกแชมเปียน 2"
"TID_LEAGUE_CHAMPION3","ลีกแชมเปียน 3"
"TID_LEAGUE_CHAMPION1_SHORT","แชมเปียน 1"
"TID_LEAGUE_CHAMPION2_SHORT","แชมเปียน 2"
"TID_LEAGUE_CHAMPION3_SHORT","แชมเปียน 3"
"TID_LEAGUE_HERO","ยักษ์ใหญ่"
"TID_LEAGUE_HERO1","ลีกยักษ์ใหญ่ 1"
"TID_LEAGUE_HERO2","ลีกยักษ์ใหญ่ 2"
"TID_LEAGUE_HERO3","ลีกยักษ์ใหญ่ 3"
"TID_LEAGUE_HERO1_SHORT","ยักษ์ใหญ่ 1"
"TID_LEAGUE_HERO2_SHORT","ยักษ์ใหญ่ 2"
"TID_LEAGUE_HERO3_SHORT","ยักษ์ใหญ่ 3"
"TID_LEAGUE_LEGENDARY","ลีกตำนาน"
"TID_LEAGUE_LEGENDARY_SHORT","ตำนาน"
"TID_HINT_STORAGES_SPELL_IMMUNITY","คลังทรัพยากรทั้งหมดจะไม่ได้รับผลความเสียหายจากอาคม!"
"TID_STORAGES_SPELL_IMMUNITY","คลังทรัพยากรทั้งหมดจะไม่ได้รับผลความเสียหายจากอาคม!"
"TID_POPUP_ARMY_OVERVIEW","ภาพรวมกองทัพ"
"TID_SPEEDUP","อาคมเร่งรีบ"
"TID_SPEEDUP_INFO","เพิ่มความกระตือรือร้นแม้แต่กับหน่วยที่หนักอึ้งที่สุดของท่าน!\n\nอาคมคลุ้มคลั่งไม่บูสต์ความเสียหายอย่างอาคมคลุ้มคลั่ง แต่เพิ่มความเร็วให้อย่างดีกว่าอีก นอกจากนี้ยังกินที่ไม่มาก ให้ท่านสามารถพกติดตัวไปการรบได้เยอะกว่า!"
"TID_HINT_SPELL_SPEEDUP","อาคมเร่งรีบเหมาะยิ่งแก่กองกำลังที่สร้างความเสียหายได้สูงแต่มีความเร็วต่ำ เช่นบอลลูนหรือ P.E.K.K.A"
"TID_EARTHQUAKE","อาคมแผ่นดินไหว"
"TID_EARTHQUAKE_INFO","ทำกำแพงและสิ่งก่อสร้างให้เปราะบางลงด้วยแผ่นดินไหว!\n\nอาคมแผ่นดินไหวทำลายพวกโครงสร้างโดยอิงจากพลังชีวิตสูงสุดของพวกมัน แผ่นดินไหวซ้ำๆสร้างความเสียหายลดลงแก่สิ่งก่อสร้างเดิม แต่สร้างความเสียหายเพิ่มขึ้นแก่กำแพง ไม่มีกำแพงใดทนพลังอาคมแผ่นดินไหวสี่ครั้งได้!"
"TID_HINT_SPELL_EARTHQUAKE1","อาคมแผ่นดินไหวสามารถก่อความเสียหายอย่างหนักหน่วงแก่กลุ่มสิ่งก่อสร้างที่มีพลังชีวิตสูงๆ ได้"
"TID_HINT_SPELL_EARTHQUAKE2","อาคมแผ่นดินไหวที่ใช้ซ้ำๆ จะสร้างความเสียหายลดลงแก่สิ่งก่อสร้างเดิม"
"TID_POISON_CLOUD","อาคมพิษ"
"TID_POISON_CLOUD_INFO","สร้างความได้เปรียบให้กองทัพของท่านอยู่เหนือกองกำลังศัตรูด้วยพิษร้ายแรงถึงชีวิตนี้!\n\nกองกำลังป้องกันที่อยู่ในเมฆหมอกพิษของอาคมพิษจะเคลื่อนที่ช้าลง โจมตีช้าลง และรับความเสียหายรุนแรงขึ้นเมื่อเวลาผ่านไป อาคมพิษไม่ส่งผลต่ออาคารสถานที่"
"TID_HINT_SPELL_POISON_CLOUD1","อาคมพิษมีประสิทธิภาพสูงต่อโครงกระดูกฝ่ายศัตรูกลุ่มใหญ่ๆ"
"TID_HINT_SPELL_POISON_CLOUD2","กองทัพของท่านจะสู้กับกองกำลังปราสาทแคลนได้อย่างมีประสิทธิภาพมากยิ่งขึ้นเมื่ออยู่ในอาคมพิษ"
"TID_HINT_CLAN_CHAT_PROFANITY_FILTER","ท่านสามารถเปิดตัวกรองคำหยาบสำหรับแชตแคลนได้จากเมนูการตั้งค่า"
"TID_HINT_DARK_SPELLS","อาคมมืดจะกินพื้นที่น้อยกว่าอาคมทั่วไป ทำให้ท่านสามารถพกมันไปได้มากขึ้น!"
"TID_SPELL_STORAGE_BREWING_CAPACITY","ความจุการปรุง: <number>"
"TID_ARMY_OVERVIEW_HINT_SPELLS","ใช้งานได้เมื่อศาลากลางถึงเลเวล <number>"
"TID_ARMY_OVERVIEW_HINT_CLAN_CASTLE","เข้าร่วมแคลนเพื่อรับกองกำลังปราสาทแคลน อาคม และเครื่องจักรถล่มเมือง"
"TID_ARMY_OVERVIEW_HINT_HEROES","ใช้งานได้เมื่อศาลากลางถึงเลเวล <number>"
"TID_INFO_TARGET_TYPE_BUILDINGS_AND_WALLS","สิ่งก่อสร้างและกำแพง"
"TID_INFO_TARGET_TYPE_UNITS","กองกำลัง"
"TID_SPELL_DAMAGE_PERCENT","ความเสียหาย: <number>%"
"TID_LEADERBOARDBANNER_PLAYERTOURNAMENTS","ทัวร์นาเมนต์ลีกตำนาน"
"TID_LEADERBOARDBANNER_PLAYER_REWARD","ผู้เล่นอันดับสูงสุดจากทัวร์นาเมนต์ก่อนหน้า:\n(แตะด้านล่างเพื่อดูเพิ่มเติม)"
"TID_LEADERBOARDBANNER_PLAYER_TIMELEFT","จะจบลงใน:"
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_TITLE","ตำนานแห่งทัวร์นาเมนต์ครั้งล่าสุด:"
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_INFO","ผู้เล่นที่มีถ้วยรางวัลมากพอจะถูกรีเซ็ตไปยังจุดเริ่มต้นของลีกตำนานหลังจากทุกทัวร์นาเมนต์ ส่วนถ้วยรางวัลที่หักออกไปนั้นจะให้เป็นรางวัลถาวร กลายเป็นถ้วยรางวัลในตำนาน"
"TID_PRESTIGE_TROPHIES","ถ้วยรางวัลในตำนาน"
"TID_LEGEND_SEASON_END_INTRO","ขอแสดงความยินดีกับความสามารถระดับตำนานของท่าน!"
"TID_LEGEND_SEASON_END_INFO","ท่านจบการแข่งขันในอันดับ #<rank> จากทั่วโลก ความสามารถอันโดดเด่นของท่านได้จารึกไว้ในประวัติผู้เล่นของท่านให้ทุกคนได้เห็น"
"TID_LEGEND_SEASON_END_INFO_WITH_PRESTIGE","ท่านจบการแข่งขันในอันดับ #<rank> จากทั่วโลกและได้รับถ้วยรางวัลในตำนาน <prestige> ใบ! ความสามารถอันโดดเด่นของท่านได้จารึกไว้ในประวัติผู้เล่นของท่านให้ทุกคนได้เห็น"
"TID_LEGEND_SEASON_END_TROPHY_RESET","ถ้วยรางวัลของท่านถูกรีเซ็ตเหลือ <value> สำหรับการเริ่มทัวร์นาเมนต์ลีกตำนานครั้งใหม่"
"TID_LEGEND_SEASON_INFO","จบฤดูกาลในลีกตำนาน แล้วผลสุดท้ายของท่านจะแสดงอยู่ในประวัติของท่าน!"
"TID_LEGEND_SEASON_INFO_PRESTIGE","ตำนานทุกคนจะถูกลดถ้วยรางวัลเหลือ <value> ใบเพื่อให้เริ่มต้นได้อย่างใหม่เอี่ยมในทุกฤดูกาลใหม่ ถ้วยรางวัลที่หักออกไปนั้นจะให้เป็นรางวัล กลายเป็นถ้วยรางวัลในตำนาน!"
"TID_PROFILE_BEST_TROHPIES","จำนวนถ้วยรางวัลสูงสุด:"
"TID_PROFILE_LEGEND_BEST","ดีที่สุด: ฤดูกาล <month> <year>"
"TID_PROFILE_LEGEND_LAST","ก่อนหน้า: ฤดูกาล <month> <year>"
"TID_PROFILE_LEGEND_RANK","อันดับ"
"TID_PROFILE_LEGEND_RANK_INLINE","อันดับ #<value>"
"TID_BUTTON_EDIT","แก้ไขกองทัพ"
"TID_MONTH_1","มกราคม"
"TID_MONTH_2","กุมภาพันธ์"
"TID_MONTH_3","มีนาคม"
"TID_MONTH_4","เมษายน"
"TID_MONTH_5","พฤษภาคม"
"TID_MONTH_6","มิถุนายน"
"TID_MONTH_7","กรกฎาคม"
"TID_MONTH_8","สิงหาคม"
"TID_MONTH_9","กันยายน"
"TID_MONTH_10","ตุลาคม"
"TID_MONTH_11","พฤศจิกายน"
"TID_MONTH_12","ธันวาคม"
"TID_SEASON_NAME","ฤดูกาล <month> <year>"
"TID_PROFILE_BEST_WAR_STARS","ดาวสงครามที่ได้มา:"
"TID_PROFILE_LEGEND_NO_LAST_RANK","ไม่ได้อันดับ"
"TID_PREFERRED_TARGET_EFFECT_BONUS","(ผล x<number>)"
"TID_SETTING_CHANGE_FAILED","เกิดข้อผิดพลาดในการตั้งค่านี้ โปรดลองอีกครั้งในภายหลัง"
"TID_SLOW_SPEED","ความเร็วลดลง: <number>%"
"TID_REQUIRED_DARK_SPELL_FORGE_LEVEL","ต้องใช้โรงงานอาคมมืดเลเวล <number>"
"TID_LEADERBOARDBANNER_PLAYER_NO_TOP_3","ผู้ชนะทัวร์นาเมนต์ลีกตำนานจะได้รับการแสดงที่นี่!"
"TID_LEADERBOARDBANNER_PLAYER_NO_HISTORY","ไม่มีผู้เล่นลีกตำนานที่ได้ตำแหน่งในทัวร์นาเมนต์ที่แล้ว"
"TID_LEGEND_SEASON_END_TIP","หมายเหตุ: ลีกตำนานมีกฎและรางวัลจบฤดูกาลพิเศษ!"
"TID_LEGEND_SEASON_INFO_PRESTIGE_MORE","ถ้วยรางวัลในตำนานเป็นสัญลักษณ์แห่งเกียรติยศสูงสุด พวกมันไม่มีวันหายไป แล้วจะเก็บสะสมเพิ่มได้หลังจากทุกฤดูกาล"
"TID_NEWS_DARK_SPELLS_TITLE",
"TID_NEWS_UPDATE_DARK_SPELLS_TEXT",
"TID_NEWS_UPDATE_LEGEND_LEAGUE_TITLE",
"TID_NEWS_UPDATE_LEGEND_LEAGUE_TEXT",
"TID_NEWS_UPDATE_OTHER_TITLE","สร้างสมดุลเกม"
"TID_NEWS_UPDATE_OTHER_TEXT","* อาคมแช่แข็งมีผลต่อกองกำลังป้องกันทางอากาศด้วยแล้ว\n* สุนัขลาวาไม่สามารถเล็งเป้าหมายเป็นกองกำลังในอากาศได้อีกต่อไป\n* กองกำลังโจมตีจะดึงดูดความสนใจจากกองกำลังป้องกันที่อยู่ไกลขึ้นไปอีก\n* ลีกยักษ์ใหญ่ 3 และยักษ์ใหญ่ 2 สามารถซื้อโล่ป้องกัน 1 สัปดาห์จากร้า"
"TID_REMOVE_ARMY_CONFIRMATION","ยืนยันการแก้ไขหรือไม่?"
"TID_PROFILE_LEGEND","ทัวร์นาเมนต์ลีกตำนาน"
"TID_PROFILE_LEGEND_PRESTIGE","ถ้วยรางวัลในตำนาน"
"TID_SPELL_ALREADY_AT_MAX_LEVEL","อาคมนี้อยู่เลเวลสูงสุดอยู่แล้ว!"
"TID_LEGEND_SEASON_TITLE","ทัวร์นาเมนต์ลีกตำนาน <month> <year>"
"TID_LEGEND_SEASON_END_PRESTIGE","ถ้วยรางวัลในตำนานที่ได้รับ:"
"TID_LEGEND_SEASON_INFO_TEXT","ลีกตำนานมีกฎและรางวัลจบฤดูกาลพิเศษ!"
"TID_WAR_STATS_HEADER_TIEBREAKERS","ตัวตัดสินผล"
"TID_ALLIANCE_WAR_TOTAL_DESTRUCTION","<friendly> การทำลายล้างทั้งหมด <enemy>"
"TID_ALLIANCE_WAR_TOTAL_DURATION","ระยะเวลาการโจมตีที่ดีที่สุดทั้งหมด"
"TID_BUTTON_GENERATE_CODE","รหัสเชื่อมโยง"
"TID_GOOGLE_PLAY_KUNLUN_TUTORIAL_BUTTON","ดูการฝึกสอน!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","อัปเดตเป็นเวอร์ชั่นใหม่"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","เรากำลังอัปเดต Clash of Clans เป็นเวอร์ชั่นใหม่ หมู่บ้านของท่านจะพร้อมในเร็วๆ นี้ โปรดกลับมาดูอีกครั้งในอีกไม่นาน!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","ตกลง"
"TID_GOOGLE_PLAY_KUNLUN_LOAD_VILLAGE_TUTORIAL_BUTTON","โหลดหมู่บ้าน"
"TID_GOOGLE_PLAY_KUNLUN_LOAD_VILLAGE_TITLE","โหลดหมู่บ้าน"
"TID_BUILDING_ARTILLERY","ปืนใหญ่อินทรี"
"TID_ARTILLERY_INFO","ปืนใหญ่อินทรีมีระยะยิงแทบไม่สิ้นสุด และมุ่งเป้าไปยังศัตรูโหดหินด้วยลูกปืนระเบิด อย่างไรก็ตาม มันจะไม่ทำงานจนกว่ากองกำลังขนาดใหญ่จะถูกปล่อยลงมา"
"TID_BUTTON_GENERATE_CODE_TITLE","โยกย้ายบัญชี"
"TID_BUTTON_GENERATE_CODE_TEXT","ย้ายหมู่บ้านของท่านไปยัง Android App Store อีกแห่ง การย้ายหมู่บ้านของท่านจะช่วยรักษาข้อมูลของท่านไว้!"
"TID_LINK_CODE_GENERATE_CODE_TEXT","ใช้รหัสเชื่อมโยงด้านล่างเพื่อยกย้ายหมู่บ้านของท่านไปยัง Android App Store อีกแห่ง ดูคู่มือสำหรับขั้นตอนอย่างละเอียด!"
"TID_LINK_DEVICES_ENTER_CODE_KUNLUN_TEXT","ท่านสามารถรับรหัสเชื่อมโยงได้จากหมู่บ้านของท่าน โดยไปยังการตั้งค่า - เชื่อมโยงอุปกรณ์ ดูคู่มือสำหรับขั้นตอนอย่างละเอียด!"
"TID_MORE_WECHAT","关注官方认证微信订阅号cocsupercell"
"TID_NEWS_ACCOUNT_TRANSFER","รับ CoC ภาษาจีนฉบับทางการแท้เวอร์ชัน Android!"
"TID_NEWS_ACCOUNT_TRANSFER_TEXT","ย้ายหมู่บ้านของท่านไปยัง Android App Store ที่ได้รับการสนับสนุนทันทีเพื่อรักษาหมู่บ้านของท่าน รับการสนับสนุนผู้เล่นอย่างเป็นทางการ รับอัปเดต และอื่นๆ!"
"TID_SLOW_SPEED_AND_ATTACK","ขยับ/โจมตีช้าลง: <number>%"
"TID_WAR_TEAM_TAB_ATTACKS","การโจมตี"
"TID_WAR_TEAM_TAB_DEFENSES","การป้องกัน"
"TID_SLOW_ATTACK","อัตราการโจมตีลดลง: <number>%"
"TID_MAX_DPS","ความเสียหายสูงสุดต่อวินาที: <number>"
"TID_NEWS_SPELLS_TITLE","อาคมปรับแต่งเติมพลังใหม่"
"TID_NEWS_SPELLS_TEXT","อาคมสายฟ้า\n* อาคมสายฟ้าเลเวล 7 จะทำลายทั้งสิ่งก่อสร้างและกองกำลัง\n* เพิ่มความเสียหายจากอาคมสายฟ้าเลเวล 5 และ 6\n* สายฟ้าจากอาคมสายฟ้าจะฟาดใกล้ขึ้นเพื่อให้พลาดน้อยลง\n\nอาคมพิษ\n* กองกำลังในอาคมพิษจะรับความเสียหายน้อยในช่วงแรกๆ แต่จะมากขึ้นเมื่อเวลาผ่านไ"
"TID_MORE_WECHAT_SERVICE","关注官方认证微信服务号coc-kefu"
"TID_ERROR_POP_UP_LOGIN_FAILED_15","ความคืบหน้าของหมู่บ้านท่านสามารถเข้าถึงได้ด้วยการติดตั้งและเปิด Clash of Clans จาก <APP_STORE> Android App Store"
"TID_KUNLUN_APP_STORE_360",360
"TID_KUNLUN_APP_STORE_ANZHI","Anzhi"
"TID_KUNLUN_APP_STORE_BAIDU","Baidu"
"TID_KUNLUN_APP_STORE_HUAWEI","Huawei"
"TID_KUNLUN_APP_STORE_LANDING_PAGE","หน้าลงจอดของ Kunlun"
"TID_KUNLUN_APP_STORE_LENOVO","Lenovo"
"TID_KUNLUN_APP_STORE_OPPO","Oppo"
"TID_KUNLUN_APP_STORE_UC","UC"
"TID_KUNLUN_APP_STORE_VIVO","Vivo"
"TID_KUNLUN_APP_STORE_WANDOUJIA","Wandoujia"
"TID_KUNLUN_APP_STORE_XIAOMI","Xiaomi"
"TID_ALLIANCE_DONATE_HEADER_TROOPS","บริจาคกองกำลัง:"
"TID_ALLIANCE_DONATE_HEADER_SPELLS","บริจาคอาคม:"
"TID_ALLIANCE_DONATE_DONATED","กองกำลังและอาคมที่บริจาค:"
"TID_ALLIANCE_DONATE_DONATED_TROOPS","กองกำลังที่บริจาค:"
"TID_OBSTACLE_HALLOWEEN2015","หม้อใหญ่ฮัลโลวีน"
"TID_OBSTACLE_HALLOWEEN2016","ฟักทองสยองขวัญ"
"TID_AVATAR_MESSAGE_BUTTON_MORE_INFO","ข้อมูลเพิ่มเติม"
"TID_AVATAR_MESSAGE_BUTTON_SUPPORT","ติดต่อการสนับสนุน"
"TID_AVATAR_MESSAGE_SENDER_PLAYER_SUPPORT","การสนับสนุนผู้เล่น"
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE","มีการขอคืนเงินสำหรับบัญชีนี้และได้รับการอนุมัติเมื่อ <refundDate> การคืนเงินจะกระทำในรูปแบบการจ่ายเงินที่ใช้เมื่อทำการสั่งซื้อ\n\nอัญมณีทั้งหมด <totalRevokedGems> เม็ดได้ถูกหักออกจากบัญชีของท่าน เพื่อให้ตรงกับจำนวนเงินที่คืนให้ท่าน นี่อาจส่งผลให้เกิดงบอัญ"
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE_PLURAL","มีการขอคืนเงินสำหรับบัญชีนี้และได้รับการอนุมัติเมื่อ <refundDate> การคืนเงินจะกระทำในรูปแบบการจ่ายเงินที่ใช้เมื่อทำการสั่งซื้อ\n\nอัญมณีทั้งหมด <totalRevokedGems> เม็ดได้ถูกหักออกจากบัญชีของท่าน เพื่อให้ตรงกับจำนวนเงินที่คืนให้ท่าน นี่อาจส่งผลให้เกิดงบอัญ"
"TID_IAP_INFO_TEXT","청약철회는 구매일로부터 7일 이내 가능(단, 사용시 철회불가) 법정대리인 동의 없는 미성년자명의 결제 시 취소가능"
"TID_INFO_POP_UP_TOS_PP_TITLE","ประกาศสำคัญ"
"TID_INFO_POP_UP_TOS_PP_NOTE","Clash of Clans เล่นได้ฟรี แต่ท่านสามารถเร่งความคืบหน้าได้ด้วยการซื้อในแอป (ท่านสามารถปิดการซื้อได้ในการตั้งค่าอุปกรณ์) แตะตกลงเพื่อยอมรับเงื่อนไขและนโยบายความเป็นส่วนตัวของเรา"
"TID_INFO_POP_UP_TOS_PP_NOTE_ANDROID","Clash of Clans เล่นได้ฟรี แต่ท่านสามารถเร่งความคืบหน้าได้ด้วยการซื้อในแอป (เพื่อปิดการซื้อ ให้ตั้งการป้องกันด้วยรหัสผ่านในการตั้งค่าแอปของร้านค้า Google Play) แตะตกลงเพื่อยอมรับเงื่อนไขและนโยบายความเป็นส่วนตัวของเรา"
"TID_INFO_POP_UP_TOS_PP_NOTE_KUNLUN","Clash of Clans เล่นได้ฟรี แต่ท่านสามารถเร่งความคืบหน้าได้ด้วยการซื้อในแอป แตะตกลงเพื่อยอมรับเงื่อนไขและนโยบายความเป็นส่วนตัวของเรา"
"TID_INFO_POP_UP_TOS_PP_BUTTON1","ตกลง"
"TID_INFO_POP_UP_TOS_PP_BUTTON2","เงื่อนไขการให้บริการ"
"TID_MORE_CLASH_COM","สำรวจโลกของ Clash ได้ที่ ClashofClans.com"
"TID_ACHIEVEMENT_SPELL_DONATION_TITLE","เพราะห่วงใยจึงแบ่งปัน"
"TID_ACHIEVEMENT_SPELL_DONATION","บริจาคอาคมเท่าปริมาณความจุคลังอาคม <number> หน่วย"
"TID_ACHIEVEMENT_SPELL_DONATION_COMPLETED","บริจาคความจุอาคมไปทั้งหมด: <value>"
"TID_ACHIEVEMENT_DESTROY_ARTILLERY_TITLE","ทลายอินทรี"
"TID_ACHIEVEMENT_DESTROY_ARTILLERY","ทำลายปืนใหญ่อินทรี <number> กระบอกในการรบแบบผู้เล่นหลายคน"
"TID_ACHIEVEMENT_DESTROY_ARTILLERY_COMPLETED","ปืนใหญ่อินทรีที่ทำลายไปทั้งหมด: <value>"
