"Name","AdditiveBlend","Alpha","BounceFromGround","EmissionTime","EndScale","FadeInTime","FadeOutTime","Gravity","Inertia","IsIsoParticle","MaxHorizAngle","MaxLife","MaxRotate","MaxSpeed","MaxVertAngle","MinHorizAngle","MinLife","MinRotate","MinSpeed","MinVertAngle","OrientToMovement","OrientToParent","ParticleCount","ParticleExportName","ParticleFadeOutTime","ParticleSwf","ScaleRandomMax","ScaleRandomMin","ScaleTimeline","Slowdown","StartAngleMax","StartAngleMin","StartRadius","StartScale","StartX","StartY","StartZ","TargetedEndZ"
,false,,,,,,,,,,,,,,,,,,,,,,,"d4",,,,,,,,,,,,,,
"Gift Debris",false,100,false,100,5,10,300,300,0,false,360,1000,400,330,90,0,300,-300,200,45,false,false,33,"gift_debris_1",800,"sc/buildings.sc",100,100,false,0,0,0,66,100,0,0,20,0
,false,,,,,,,,,,,,,,,,,,,,,,,"gift_debris_2",,,,,,,,,,,,,,
"Golem Split 1",true,100,false,10,5,0,0,0,0,false,360,1250,0,25,0,0,550,0,5,0,false,false,3,"gen_p2",350,"sc/buildings.sc",100,100,false,0,0,0,33,100,0,0,3,0
"Golem Split 2",true,100,false,10,75,0,0,0,0,false,360,330,0,10,0,0,200,0,10,0,false,false,1,"gen_p2",100,"sc/buildings.sc",100,100,false,0,0,0,0,250,0,0,3,0
"Golem_hit",false,100,false,10,150,0,0,0,60,false,360,700,45,400,90,0,400,-45,200,60,false,false,5,"d1",500,"sc/buildings.sc",100,100,false,0,0,0,50,50,0,0,0,0
,false,,,,,,,,,,,,,,,,,,,,,,,"d2",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"d3",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"d4",,,,,,,,,,,,,,
"Grass",false,100,false,200,60,0,0,3000,40,false,360,600,30,780,90,0,200,-30,200,20,false,false,3,"g1",300,"sc/buildings.sc",100,100,true,0,0,0,200,30,0,0,0,0
,false,,,,,,,,,,,,,,,,,,,,,,,"g2",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"g3",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"g4",,,,,,,,,,,,,,
"Ground_ring",true,100,false,20,100,0,0,0,100,false,360,450,-90,2,360,0,250,-90,1,0,false,false,2,"ground_ring_fx",800,"sc/buildings.sc",100,100,true,0,0,0,33,10,0,0,0,0
"Ground_ring_small",true,100,false,20,100,0,0,0,100,false,360,400,0,0,0,0,300,0,0,0,false,false,1,"ground_ring_fx",1200,"sc/buildings.sc",100,100,true,0,0,0,0,1,0,0,0,0
"Hero_Skeleton_Spawn_Bones",false,100,true,0,35,60,128,1400,0,false,200,2000,90,260,200,-200,1200,-90,150,-200,false,false,5,"bone_01_animated",128,"sc/hero_bk_skeleton_dl_opt.sc",100,80,false,0,90,-90,90,55,-200,-200,0,0
,false,,,,,,,,,,,,,,,,,,,,,,,"bone_02_animated",,,,,,,,,,,,,,
"Hit",false,100,false,1,120,0,0,0,0,false,360,300,10,1,0,0,100,-10,1,0,false,false,2,"Hit",300,"sc/buildings.sc",100,100,true,0,0,0,30,60,0,0,0,0
,false,,,,,,,,,,,,,,,,,,,,,,,"s1",,,,,,,,,,,,,,
,false,,,,,,,,,,,,,,,,,,,,,,,"s2",,,,,,,,,,,,,,
"Hit_test",false,100,false,1,50,0,0,0,0,false,360,550,10,1,0,0,300,-10,1,0,false,false,2,"hero_champ_sword_fire_mirrored",300,"sc/hero_bk_champ_dl_opt.sc",100,100,true,0,0,0,20,20,0,0,0,0
"Ice crystal_lvl1",true,100,false,800,100,0,0,0,1500,false,360,2300,0,1500,0,0,1000,0,1,0,false,false,12,"blue_crystal1",250,"sc/buildings.sc",100,100,false,0,0,0,300,33,0,0,0,0
"Ice crystal_lvl2",true,100,false,800,100,0,0,0,1500,false,360,2800,0,1500,0,0,800,0,1,0,false,false,12,"blue_crystal1",250,"sc/buildings.sc",100,100,false,0,0,0,300,33,0,0,0,0
"Ice crystal_lvl3",true,100,false,800,100,0,0,0,1500,false,360,3400,0,1500,0,0,800,0,1,0,false,false,12,"blue_crystal1",250,"sc/buildings.sc",100,100,false,0,0,0,300,33,0,0,0,0
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_crystal2",,,,,,,,,,,,,,
"Ice crystal_lvl4",true,100,false,800,100,0,0,0,1500,false,360,3800,0,1500,0,0,1200,0,1,0,false,false,12,"blue_crystal1",250,"sc/buildings.sc",100,100,false,0,0,0,300,33,0,0,0,0
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_crystal2",,,,,,,,,,,,,,
"Ice crystal_lvl5",true,100,false,800,100,0,0,0,1500,false,360,4350,0,1500,0,0,800,0,1,0,false,false,12,"blue_crystal1",250,"sc/buildings.sc",100,100,false,0,0,0,300,33,0,0,0,0
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_crystal2",,,,,,,,,,,,,,
"Ice crystal_lvl6",true,100,false,800,100,0,0,0,1500,false,360,4850,0,1500,0,0,800,0,1,0,false,false,12,"blue_crystal1",250,"sc/buildings.sc",100,100,false,0,0,0,300,33,0,0,0,0
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_crystal2",,,,,,,,,,,,,,
"Ice crystal_lvl7",true,100,false,800,100,0,0,0,1500,false,360,5400,0,1500,0,0,800,0,1,0,false,false,12,"blue_crystal1",250,"sc/buildings.sc",100,100,false,0,0,0,300,33,0,0,0,0
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_crystal2",,,,,,,,,,,,,,
"IceGolem Freeze1_lvl1",true,100,false,200,100,0,0,0,1000,false,360,4950,0,1000,0,0,4850,0,5,0,false,false,6,"frost_star_1",600,"sc/buildings.sc",200,130,true,0,0,0,100,80,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze1_lvl1_DEF",true,100,false,200,100,0,0,0,1000,false,360,2025,0,1000,0,0,1975,0,5,0,false,false,6,"frost_star_1",600,"sc/buildings.sc",100,100,true,0,0,0,100,80,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze1_lvl2",true,100,false,200,100,0,0,0,1000,false,360,5700,0,1000,0,0,5600,0,5,0,false,false,6,"frost_star_1",600,"sc/buildings.sc",200,130,true,0,0,0,100,80,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze1_lvl2_DEF",true,100,false,200,100,0,0,0,1000,false,360,2275,0,1000,0,0,2225,0,5,0,false,false,6,"frost_star_1",600,"sc/buildings.sc",100,100,true,0,0,0,100,80,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze1_lvl3",true,100,false,200,100,0,0,0,1000,false,360,6450,0,1000,0,0,6350,0,5,0,false,false,6,"frost_star_1",600,"sc/buildings.sc",200,130,true,0,0,0,100,80,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze1_lvl3_DEF",true,100,false,200,100,0,0,0,1000,false,360,2525,0,1000,0,0,2475,0,5,0,false,false,6,"frost_star_1",600,"sc/buildings.sc",100,100,true,0,0,0,100,80,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze1_lvl4",true,100,false,200,100,0,0,0,1000,false,360,7200,0,1000,0,0,7100,0,5,0,false,false,6,"frost_star_1",600,"sc/buildings.sc",200,130,true,0,0,0,100,80,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze1_lvl4_DEF",true,100,false,200,100,0,0,0,1000,false,360,2775,0,1000,0,0,2725,0,5,0,false,false,6,"frost_star_1",600,"sc/buildings.sc",100,100,true,0,0,0,100,80,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze1_lvl5",true,100,false,200,100,0,0,0,1000,false,360,7950,0,1000,0,0,7850,0,5,0,false,false,6,"frost_star_1",600,"sc/buildings.sc",200,130,true,0,0,0,100,80,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze1_lvl5_DEF",true,100,false,200,100,0,0,0,1000,false,360,3025,0,1000,0,0,2975,0,5,0,false,false,6,"frost_star_1",600,"sc/buildings.sc",100,100,true,0,0,0,100,80,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze2_lvl1",true,100,false,200,120,0,0,0,1000,false,360,4850,0,1200,0,0,4750,0,5,0,false,false,12,"frost_star_1",900,"sc/buildings.sc",180,120,true,0,0,0,200,100,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze2_lvl1_DEF",true,100,false,200,120,0,0,0,1000,false,360,2425,0,1200,0,0,2375,0,5,0,false,false,10,"frost_star_1",900,"sc/buildings.sc",100,100,true,0,0,0,200,100,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze2_lvl2",true,100,false,200,120,0,0,0,1000,false,360,5600,0,1200,0,0,5500,0,5,0,false,false,12,"frost_star_1",900,"sc/buildings.sc",180,120,true,0,0,0,200,100,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze2_lvl2_DEF",true,100,false,200,120,0,0,0,1000,false,360,2825,0,1200,0,0,2750,0,5,0,false,false,10,"frost_star_1",900,"sc/buildings.sc",100,100,true,0,0,0,200,100,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze2_lvl3",true,100,false,200,120,0,0,0,1000,false,360,6350,0,1200,0,0,6250,0,5,0,false,false,12,"frost_star_1",900,"sc/buildings.sc",180,120,true,0,0,0,200,100,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze2_lvl3_DEF",true,100,false,200,120,0,0,0,1000,false,360,3175,0,1200,0,0,3125,0,5,0,false,false,10,"frost_star_1",900,"sc/buildings.sc",100,100,true,0,0,0,200,100,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze2_lvl4",true,100,false,200,120,0,0,0,1000,false,360,7100,0,1200,0,0,7000,0,5,0,false,false,12,"frost_star_1",900,"sc/buildings.sc",180,120,true,0,0,0,200,100,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze2_lvl4_DEF",true,100,false,200,120,0,0,0,1000,false,360,3550,0,1200,0,0,3500,0,5,0,false,false,10,"frost_star_1",900,"sc/buildings.sc",100,100,true,0,0,0,200,100,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze2_lvl5",true,100,false,200,120,0,0,0,1000,false,360,7850,0,1200,0,0,7750,0,5,0,false,false,12,"frost_star_1",900,"sc/buildings.sc",180,120,true,0,0,0,200,100,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze2_lvl5_DEF",true,100,false,200,120,0,0,0,1000,false,360,3550,0,1200,0,0,3500,0,5,0,false,false,10,"frost_star_1",900,"sc/buildings.sc",100,100,true,0,0,0,200,100,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze3_lvl1",true,100,false,200,130,0,0,0,1000,false,360,4800,0,1300,0,0,4200,0,5,0,false,false,20,"frost_star_1",1200,"sc/buildings.sc",160,100,true,0,0,0,270,100,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze3_lvl1_DEF",true,100,false,200,130,0,0,0,1000,false,360,1700,0,1300,0,0,2400,0,5,0,false,false,20,"frost_star_1",1200,"sc/buildings.sc",100,100,true,0,0,0,270,100,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze3_lvl2",true,100,false,200,130,0,0,0,1000,false,360,5550,0,1300,0,0,4950,0,5,0,false,false,20,"frost_star_1",1200,"sc/buildings.sc",160,100,true,0,0,0,270,100,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze3_lvl2_DEF",true,100,false,200,130,0,0,0,1000,false,360,1700,0,1300,0,0,2775,0,5,0,false,false,20,"frost_star_1",1200,"sc/buildings.sc",100,100,true,0,0,0,270,100,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze3_lvl3",true,100,false,200,130,0,0,0,1000,false,360,6300,0,1300,0,0,5700,0,5,0,false,false,20,"frost_star_1",1200,"sc/buildings.sc",160,100,true,0,0,0,270,100,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze3_lvl3_DEF",true,100,false,200,130,0,0,0,1000,false,360,2200,0,1300,0,0,3150,0,5,0,false,false,20,"frost_star_1",1200,"sc/buildings.sc",100,100,true,0,0,0,270,100,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze3_lvl4",true,100,false,200,130,0,0,0,1000,false,360,7050,0,1300,0,0,6450,0,5,0,false,false,20,"frost_star_1",1200,"sc/buildings.sc",160,100,true,0,0,0,270,100,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze3_lvl4_DEF",true,100,false,200,130,0,0,0,1000,false,360,3575,0,1300,0,0,3525,0,5,0,false,false,20,"frost_star_1",1200,"sc/buildings.sc",100,100,true,0,0,0,270,100,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze3_lvl5",true,100,false,200,130,0,0,0,1000,false,360,7800,0,1300,0,0,7200,0,5,0,false,false,20,"frost_star_1",1200,"sc/buildings.sc",160,100,true,0,0,0,270,100,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze3_lvl5_DEF",true,100,false,200,130,0,0,0,1000,false,360,3575,0,1300,0,0,3525,0,5,0,false,false,20,"frost_star_1",1200,"sc/buildings.sc",100,100,true,0,0,0,270,100,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze4_lvl1",true,100,false,200,130,0,0,0,1000,false,360,4400,0,1300,0,0,4200,0,5,0,false,false,15,"frost_star_1",1500,"sc/buildings.sc",160,130,true,0,0,0,360,110,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze4_lvl2",true,100,false,200,130,0,0,0,1000,false,360,5150,0,1300,0,0,4950,0,5,0,false,false,15,"frost_star_1",1500,"sc/buildings.sc",160,130,true,0,0,0,360,110,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze4_lvl3",true,100,false,200,130,0,0,0,1000,false,360,5900,0,1300,0,0,5700,0,5,0,false,false,15,"frost_star_1",1500,"sc/buildings.sc",160,130,true,0,0,0,360,110,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze4_lvl4",true,100,false,200,130,0,0,0,1000,false,360,6650,0,1300,0,0,6450,0,5,0,false,false,15,"frost_star_1",1500,"sc/buildings.sc",160,130,true,0,0,0,360,110,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze4_lvl5",true,100,false,200,130,0,0,0,1000,false,360,7400,0,1300,0,0,7200,0,5,0,false,false,15,"frost_star_1",1500,"sc/buildings.sc",160,130,true,0,0,0,360,110,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze5_lvl1",true,100,false,200,140,0,0,0,1000,false,360,4400,0,1300,0,0,4000,0,5,0,false,false,15,"frost_star_1",1800,"sc/buildings.sc",140,100,true,0,0,0,450,110,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze5_lvl2",true,100,false,200,140,0,0,0,1000,false,360,5150,0,1300,0,0,4750,0,5,0,false,false,15,"frost_star_1",1800,"sc/buildings.sc",140,100,true,0,0,0,450,110,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze5_lvl3",true,100,false,200,140,0,0,0,1000,false,360,5900,0,1300,0,0,5500,0,5,0,false,false,15,"frost_star_1",1800,"sc/buildings.sc",140,100,true,0,0,0,450,110,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze5_lvl4",true,100,false,200,140,0,0,0,1000,false,360,6650,0,1300,0,0,6250,0,5,0,false,false,15,"frost_star_1",1800,"sc/buildings.sc",140,100,true,0,0,0,450,110,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze5_lvl5",true,100,false,200,140,0,0,0,1000,false,360,7400,0,1300,0,0,7000,0,5,0,false,false,15,"frost_star_1",1800,"sc/buildings.sc",140,100,true,0,0,0,450,110,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze6_lvl1",true,100,false,200,140,0,0,0,1000,false,360,4400,0,1300,0,0,4000,0,5,0,false,false,10,"frost_star_1",2100,"sc/buildings.sc",120,100,true,0,0,0,550,110,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze6_lvl2",true,100,false,200,140,0,0,0,1000,false,360,5150,0,1300,0,0,4750,0,5,0,false,false,10,"frost_star_1",2100,"sc/buildings.sc",120,100,true,0,0,0,550,110,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze6_lvl3",true,100,false,200,140,0,0,0,1000,false,360,5900,0,1300,0,0,5500,0,5,0,false,false,10,"frost_star_1",2100,"sc/buildings.sc",120,100,true,0,0,0,550,110,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze6_lvl4",true,100,false,200,140,0,0,0,1000,false,360,6650,0,1300,0,0,6250,0,5,0,false,false,10,"frost_star_1",2100,"sc/buildings.sc",120,100,true,0,0,0,550,110,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze6_lvl5",true,100,false,200,140,0,0,0,1000,false,360,7400,0,1300,0,0,7000,0,5,0,false,false,10,"frost_star_1",2100,"sc/buildings.sc",120,100,true,0,0,0,550,110,0,0,10,0
,false,,,,,,,,,,,,,,,,,,,,,,,"frost_star_2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"frost_star_3",,,,,,,,,,,,,,
"IceGolem Freeze_crystal_lvl1",true,100,false,120,120,0,0,0,1000,false,360,4900,0,1200,0,0,4800,0,5,0,false,false,32,"frost_crystal1",900,"sc/buildings.sc",100,100,true,0,0,0,400,100,0,0,10,0
"IceGolem Freeze_crystal_lvl1_DEF",true,100,false,120,120,0,0,0,1000,false,360,2450,0,1200,0,0,2400,0,5,0,false,false,32,"frost_crystal1",900,"sc/buildings.sc",100,100,true,0,0,0,200,100,0,0,10,0
"IceGolem Freeze_crystal_lvl2",true,100,false,120,120,0,0,0,1000,false,360,5650,0,1200,0,0,5550,0,5,0,false,false,32,"frost_crystal1",900,"sc/buildings.sc",100,100,true,0,0,0,200,100,0,0,10,0
"IceGolem Freeze_crystal_lvl2_DEF",true,100,false,120,120,0,0,0,1000,false,360,2825,0,1200,0,0,2775,0,5,0,false,false,32,"frost_crystal1",900,"sc/buildings.sc",100,100,true,0,0,0,200,100,0,0,10,0
"IceGolem Freeze_crystal_lvl3",true,100,false,120,120,0,0,0,1000,false,360,6400,0,1200,0,0,6300,0,5,0,false,false,32,"frost_crystal1",900,"sc/buildings.sc",100,100,true,0,0,0,200,100,0,0,10,0
"IceGolem Freeze_crystal_lvl3_DEF",true,100,false,120,120,0,0,0,1000,false,360,3200,0,1200,0,0,3150,0,5,0,false,false,32,"frost_crystal1",900,"sc/buildings.sc",100,100,true,0,0,0,200,100,0,0,10,0
"IceGolem Freeze_crystal_lvl4",true,100,false,120,120,0,0,0,1000,false,360,7150,0,1200,0,0,7050,0,5,0,false,false,32,"frost_crystal1",900,"sc/buildings.sc",100,100,true,0,0,0,200,100,0,0,10,0
"IceGolem Freeze_crystal_lvl4_DEF",true,100,false,120,120,0,0,0,1000,false,360,3575,0,1200,0,0,3525,0,5,0,false,false,32,"frost_crystal1",900,"sc/buildings.sc",100,100,true,0,0,0,200,100,0,0,10,0
"IceGolem Freeze_crystal_lvl5",true,100,false,120,120,0,0,0,1000,false,360,7150,0,1200,0,0,7050,0,5,0,false,false,32,"frost_crystal1",900,"sc/buildings.sc",100,100,true,0,0,0,200,100,0,0,10,0
"IceGolem Freeze_crystal_lvl5_DEF",true,100,false,120,120,0,0,0,1000,false,360,3575,0,1200,0,0,3525,0,5,0,false,false,32,"frost_crystal1",900,"sc/buildings.sc",100,100,true,0,0,0,200,100,0,0,10,0
"IceGolem Freeze_dots1_lvl1",true,100,false,4000,3,0,0,-100,25,false,360,1000,45,55,75,0,800,-45,33,33,false,false,35,"freeze_dotflake1",2000,"sc/buildings.sc",100,100,false,0,0,0,350,20,0,0,-20,0
,false,,,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3",,,,,,,,,,,,,,
"IceGolem Freeze_dots1_lvl1_DEF",true,100,false,4000,3,0,0,-100,25,false,360,1000,45,55,75,0,800,-45,33,33,false,false,35,"freeze_dotflake1",2000,"sc/buildings.sc",100,100,false,0,0,0,175,20,0,0,-20,0
,false,,,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2",,,,,,,,,,,,,,
,true,,,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim3",,,,,,,,,,,,,,
"IceGolem Freeze_dots1_lvl2",true,100,false,4000,3,0,0,-100,25,false,360,1000,45,55,75,0,800,-45,33,33,false,false,35,"freeze_dotflake1",2000,"sc/buildings.sc",100,100,false,0,0,0,175,20,0,0,-20,0
,false,,,,,,,,,,,,,,,,,,,,,,,"freeze_dotflake_anim2",,,,,,,,,,,,,,
