"Name","Character","IsDefaultSkin","EnabledByCalendar","PurchasePrice","PurchaseUnlock","TID","Icon","Geometry","Texture","NormalMap","MaterialMap","EmissionMap","Animation","AltAnimation","CameraDistance","ViewportWidth","ViewportHeight","CelebrateSfx","CelebrateSfxVolume","DeployEffect","AttackEffect","AttackEffect2","AttackEffectAlt","AttackEffect2Alt","HitEffect","DieEffect","AbilityTriggerEffect","AbilityEffect","AbilityActivationEffect","AbilityHitEffect","SkinChangeEffect","ParticleEffect3D","AbilityEffect3D","GunBone","ShadowBone","ProjectileVis","RageProjectileVis","AbilityProjectileVis","SpawnedTroopAnimation","Environment","MakeCreator","ShadowScale","Tier","ThemeIcon","ThemeTID","ThemeYear","FeatureCustomModel","FeatureCustomTextures","FeatureCustomAnimations","FeatureCustomEffects","FeatureCustomSounds","FeatureCustomVoiceovers","FeatureCustomUnits","FeatureExtraAnimations","FeatureExtraEffects","FeatureExtraSounds"
"ShadowChampion","Warrior Princess","FALSE","FALSE",1500,"20230301T080059.000Z","TID_SHADOW_CHAMPION","image/skin_icons/rc_dark_dl_opt.png","sc3d/royalchampion_dark_geo_dl_opt.glb","sc3d/royalchampion_dark_a_dl_opt.pvr","sc3d/royalchampion_dark_n_dl_opt.pvr","sc3d/royalchampion_dark_m_dl_opt.pvr","sc3d/royalchampion_dark_e_dl_opt.pvr","WarriorPrincessDarkSkin",,10000,225,225,,,"Royal Champion Deploy","DRC Attack",,,,,"Royal Champion Die","Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionDark spear",,"RoyalChampionDark shield",,"Default",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"PrimalChampion","Warrior Princess","FALSE","FALSE",0,,"TID_PRIMAL_CHAMPION","image/skin_icons/rc_primal_dl_opt.png","sc3d/royalchampion_prc_geo_dl_opt.glb","sc3d/royalchampion_prc_a_dl_opt.pvr","sc3d/royalchampion_prc_n_dl_opt.pvr","sc3d/royalchampion_prc_m_dl_opt.pvr","sc3d/royalchampion_prc_e_dl_opt.pvr","WarriorPrincessPRCSkin",,10000,225,225,,,"Primal Champion Deploy","Primal Champion Attack",,,,,"Primal Champion Die","Primal Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionPrimal spear",,"RoyalChampionPrimal shield",,"Default",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"SummerChampion","Warrior Princess","FALSE","FALSE",0,,"TID_SUMMER_CHAMPION","image/skin_icons/rc_summer_dl_opt.png","sc3d/royalchampion_summer_geo_dl_opt.glb","sc3d/royalchampion_summer_a_dl_opt.pvr","sc3d/royalchampion_summer_n_dl_opt.pvr","sc3d/royalchampion_summer_m_dl_opt.pvr",,"WarriorPrincessSummerSkin",,10000,225,225,,,"Summer Champion Deploy","Summer Champion Attack",,,,,"Summer Champion Die","Summer Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionSummer spear",,"RoyalChampionSummer shield",,"Default",,100,"BASIC",,,0,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"PixelChampion","Warrior Princess","FALSE","FALSE",0,,"TID_PIXEL_CHAMPION","image/skin_icons/rc_pixel_dl_opt.png","sc3d/royalchampion_pixel_geo_dl_opt.glb","sc3d/royalchampion_pixel_a_dl_opt.pvr","sc3d/royalchampion_pixel_a_dl_opt.pvr","sc3d/royalchampion_pixel_m_dl_opt.pvr","sc3d/royalchampion_pixel_a_dl_opt.pvr","WarriorPrincessPixelSkin",,10000,225,225,,,"Pixel Champion Spawn Effect","Pixel Champion Attack",,,,,"Pixel Champion Die","Pixel Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionPixel spear",,"RoyalChampionPixel shield",,"Default",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"PartyChampion","Warrior Princess","FALSE","FALSE",1500,"20230801T080059.000Z","TID_PARTY_CHAMPION","image/skin_icons/rc_party_dl_opt.png","sc3d/royalchampion_party_geo_dl_opt.glb","sc3d/royalchampion_party_a_dl_opt.pvr","sc3d/royalchampion_party_n_dl_opt.pvr","sc3d/royalchampion_party_m_dl_opt.pvr",,"WarriorPrincessPartySkin",,10000,225,225,,,"Party Champion Deploy","Party Champion Attack",,,,,"Party Champion Die","Party Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionParty spear",,"RoyalChampionParty shield",,"Default",,100,"GOLD","image/theme_icons/party_icon_dl_opt.png","TID_SKIN_THEME_ANNIVERSARY",2022,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"TH15Champion","Warrior Princess","FALSE","FALSE",0,,"TID_TH15_CHAMPION","image/skin_icons/rc_magic_dl_opt.png","sc3d/royalchampion_th15_geo_dl_opt.glb","sc3d/royalchampion_th15_a_dl_opt.pvr","sc3d/royalchampion_th15_n_dl_opt.pvr","sc3d/royalchampion_th15_m_dl_opt.pvr","sc3d/royalchampion_th15_e_dl_opt.pvr","WarriorPrincessTH15Skin",,10000,225,225,,,"Th15 RC Deploy",,,,,,"Party Champion Die","Party Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionTH15 spear",,"RoyalChampionTh15 shield",,"Default",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"PirateChampion","Warrior Princess","FALSE","FALSE",1500,"20231101T080059.000Z","TID_PIRATE_CHAMPION","image/skin_icons/rc_pirate_dl_opt.png","sc3d/royalchampion_pirate_geo_dl_opt.glb","sc3d/royalchampion_pirate_a_dl_opt.pvr","sc3d/royalchampion_pirate_n_dl_opt.pvr","sc3d/royalchampion_pirate_m_dl_opt.pvr",,"WarriorPrincessPirateSkin",,10000,225,225,,,"Royal Champion Deploy",,,,,,"Royal Champion Die",,,,,,,,"L_weapon_01_s","hips_s","RoyalChampionPirate spear",,"RoyalChampionPirate shield",,"Default",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"JollyChampion","Warrior Princess","FALSE","FALSE",0,,"TID_JOLLY_CHAMPION","image/skin_icons/rc_jolly_dl_opt.png","sc3d/royalchampion_jolly_geo_dl_opt.glb","sc3d/royalchampion_jolly_a_dl_opt.pvr","sc3d/royalchampion_jolly_n_dl_opt.pvr","sc3d/royalchampion_jolly_m_dl_opt.pvr",,"WarriorPrincessJollySkin",,10000,225,225,,,"JollyChampion_Deploy_SFX",,,,,,"Royal Champion Die",,,,,,,,"L_weapon_01_s","hips_s","RoyalChampionJolly spear",,"RoyalChampionJolly shield",,"Default",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"WarriorChampion","Warrior Princess","FALSE","FALSE",1500,"20240101T080059.000Z","TID_WARRIOR_CHAMPION","image/skin_icons/rc_warrior_dl_opt.png","sc3d/royalchampion_lunar_geo_dl_opt.glb","sc3d/royalchampion_lunar_a_dl_opt.pvr","sc3d/royalchampion_lunar_n_dl_opt.pvr","sc3d/royalchampion_lunar_m_dl_opt.pvr",,"WarriorPrincessLunarSkin",,10000,225,225,,,"Royal Champion Deploy","RoyalChampion_Lunar23_Atk_SFX",,,,,"Royal Champion Die","RoyalChampion_Lunar23_Ability_SFX",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionLunar spear",,"RoyalChampionLunar shield",,"Default",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"PainterChampion","Warrior Princess","FALSE","FALSE",0,,"TID_PAINTER_CHAMPION","image/skin_icons/rc_colorfest_dl_opt.png","sc3d/royalchampion_painter_geo_dl_opt.glb","sc3d/royalchampion_painter_a_dl_opt.pvr","sc3d/royalchampion_painter_n_dl_opt.pvr","sc3d/royalchampion_painter_m_dl_opt.pvr",,"WarriorPrincessPainterSkin",,10000,225,225,,,"Painter RC Spawn Effect",,,,,,"Royal Champion Die","Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionPainter spear",,"RoyalChampionPainter shield",,"Default",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"DarkAgesChampion","Warrior Princess","FALSE","FALSE",0,,"TID_DARKAGES_CHAMPION","image/skin_icons/rc_darkages_dl_opt.png","sc3d/royalchampion_darkages_geo_dl_opt.glb","sc3d/royalchampion_darkages_a_dl_opt.pvr","sc3d/royalchampion_darkages_n_dl_opt.pvr","sc3d/royalchampion_darkages_m_dl_opt.pvr",,"WarriorPrincessDarkAgesSkin",,10000,225,225,,,"Dark Ages Champion Deploy",,,,,,"Royal Champion Die","Dark Ages Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionDarkAges spear",,"RoyalChampionDarkAges shield",,"Default",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE"
"RoyalChampion016","Warrior Princess","FALSE","TRUE",0,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"WarriorKing","Barbarian King","FALSE","FALSE",0,,"TID_WARRIOR_KING","image/skin_icons/bk_cny_dl_opt.png","sc3d/barbking_cny_geo_dl_opt.scw","sc3d/barbking_cny_01_dl_opt.pvr","sc3d/barbking_cny_01_normal_dl_opt.pvr","sc3d/barbking_cny_01_material_dl_opt.pvr",,"BarbarianKingCNYSkin",,10000,225,225,,,"CNY King Deploy","Barbarian King Attack",,,,,"CNY King Die","CNY King Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"LEGENDARY","image/theme_icons/lunar_ny_icon_dl_opt.png","TID_SKIN_THEME_LNY",2021,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"RogueKing","Barbarian King","FALSE","FALSE",1500,"20220301T080059.000Z","TID_ROGUE_KING","image/skin_icons/bk_rogue_dl_opt.png","sc3d/barbking_rogue_geo_dl_opt.scw","sc3d/barbking_rogue_01_dl_opt.pvr","sc3d/barbking_rogue_01_normal_dl_opt.pvr","sc3d/barbking_rogue_01_material_dl_opt.pvr",,"BarbarianKingRogueSkin",,10000,225,225,"sfx/barbarian_king_scream_01.ogg",80,"Barbarian King Deploy","Barbarian King Attack",,,,,"Barbarian King Die","King Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
,,,,,,,,,,,,,,,,,,"sfx/barbarian_king_deploy.ogg",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SavageKing","Barbarian King","FALSE","FALSE",0,,"TID_SAVAGE_KING","image/skin_icons/bk_savage_dl_opt.png","sc3d/barbking_savage_geo_dl_opt.glb","sc3d/barbking_savage_a_dl_opt.pvr","sc3d/barbking_savage_n_dl_opt.pvr","sc3d/barbking_savage_m_dl_opt.pvr",,"BarbarianKingSavageSkin",,10000,225,225,"sfx/barbarian_king_scream_01.ogg",80,"Barbarian King Deploy","Barbarian King Attack",,,,,"Barbarian King Die","King Ability Effect",,,,,,,,"hips_s",,,,,"Default","oni",100,"BASIC",,,0,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
,,,,,,,,,,,,,,,,,,"sfx/barbarian_king_deploy.ogg",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JungleKing","Barbarian King","FALSE","FALSE",1500,"20220701T080059.000Z","TID_JUNGLE_KING","image/skin_icons/bk_jungle_dl_opt.png","sc3d/barbking_jungle_geo_dl_opt.glb","sc3d/barbking_jungle_a_dl_opt.pvr","sc3d/barbking_jungle_n_dl_opt.pvr","sc3d/barbking_jungle_m_dl_opt.pvr",,"BarbarianKingJungleSkin",,10000,225,225,"sfx/barbarian_king_scream_01.ogg",80,"Barbarian King Deploy","Barbarian King Attack",,,,,"Barbarian King Die","King Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
,,,,,,,,,,,,,,,,,,"sfx/barbarian_king_deploy.ogg",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnniversaryKing","Barbarian King","FALSE","FALSE",0,,"TID_ANNIVERSARY_KING","image/skin_icons/bk_party2_dl_opt.png","sc3d/barbking_party2_geo_dl_opt.glb","sc3d/barbking_party2_a_dl_opt.pvr","sc3d/barbking_party2_n_dl_opt.pvr","sc3d/barbking_party2_m_dl_opt.pvr","sc3d/barbking_party2_e_dl_opt.pvr","BarbarianKingAnniversarySkin",,10000,225,225,,,"Party King 2 Deploy","Party King 2 Attack",,,,,"Barbarian King Die","Party King 2 Ability Effect",,,,,"party_bk_purple",,"B_effect_jnt","hips_s",,,,"BarbarianParty","Default",,100,"LEGENDARY","image/theme_icons/party_icon_dl_opt.png","TID_SKIN_THEME_ANNIVERSARY",2021,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE"
"GolemKing","Barbarian King","FALSE","FALSE",1500,"20221101T080059.000Z","TID_GOLEM_KING","image/skin_icons/bk_golem_dl_opt.png","sc3d/barbking_golem_geo_dl_opt.glb","sc3d/barbking_golem_a_dl_opt.pvr","sc3d/barbking_golem_n_dl_opt.pvr","sc3d/barbking_golem_m_dl_opt.pvr",,"BarbarianKingGolemSkin",,10000,225,225,,,"Golem King Deploy","Golem King Attack",,,,,"Golem King Die","Golem King Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"IceKing","Barbarian King","FALSE","FALSE",0,,"TID_ICE_KING","image/skin_icons/bk_ice_dl_opt.png","sc3d/barbking_ice_geo_dl_opt.glb","sc3d/barbking_ice_a_dl_opt.pvr","sc3d/barbking_ice_n_dl_opt.pvr","sc3d/barbking_ice_m_dl_opt.pvr","sc3d/barbking_ice_e_dl_opt.pvr","BarbarianKingIceSkin",,10000,225,225,,,"Ice_King_Deploy","Ice_King_Atk_Sfx",,,,,"Ice_King_Die","Ice_King_Ability_Effect",,,,"Ice King Spawn Effect",,,,"hips_s",,,,"BarbarianIce","Default",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"TigerKing","Barbarian King","FALSE","FALSE",0,,"TID_TIGER_KING","image/skin_icons/bk_tiger_dl_opt.png","sc3d/barbking_tiger_geo_dl_opt.glb","sc3d/barbking_tiger_a_dl_opt.pvr","sc3d/barbking_tiger_n_dl_opt.pvr","sc3d/barbking_tiger_m_dl_opt.pvr",,"BarbarianKingTigerSkin",,10000,225,225,,,"Tiger King Spawn Effect","Tiger King Attack",,,,"Tiger King hit","Barbarian King Die","Tiger King Ability Effect",,,,,,,,"hips_s",,,,"BarbarianTiger","Default",,100,"LEGENDARY","image/theme_icons/lunar_ny_icon_dl_opt.png","TID_SKIN_THEME_LNY",2022,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"ShadowKing","Barbarian King","FALSE","FALSE",1500,"20230401T080059.000Z","TID_SHADOW_KING","image/skin_icons/bk_shadow_dl_opt.png","sc3d/barbking_shadow_geo_dl_opt.glb","sc3d/barbking_shadow_a_dl_opt.pvr","sc3d/barbking_shadow_n_dl_opt.pvr","sc3d/barbking_shadow_m_dl_opt.pvr",,"BarbarianKingShadowSkin",,10000,225,225,,,"Shadow King Deploy",,,,,"Shadow King Hit","Shadow King Die","Shadow King Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"SummerKing","Barbarian King","FALSE","FALSE",0,,"TID_SUMMER_KING","image/skin_icons/bk_summer_dl_opt.png","sc3d/barbking_summer_geo_dl_opt.glb","sc3d/barbking_summer_a_dl_opt.pvr","sc3d/barbking_summer_n_dl_opt.pvr","sc3d/barbking_summer_m_dl_opt.pvr",,"BarbarianKingSummerSkin",,10000,225,225,,,"Summer King Spawn Effect",,,,,"Summer King Hit","Summer King Die","Summer King Ability Effect",,,,,,,,"hips_s",,,,"BarbarianSummer","Default",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE"
"PixelKing","Barbarian King","FALSE","FALSE",0,,"TID_PIXEL_KING","image/skin_icons/bk_pixel_dl_opt.png","sc3d/barbking_pixel_geo_dl_opt.glb","sc3d/barbking_pixel_a_dl_opt.pvr","sc3d/barbking_pixel_a_dl_opt.pvr","sc3d/barbking_pixel_m_dl_opt.pvr","sc3d/barbking_pixel_a_dl_opt.pvr","BarbarianKingPixelSkin",,10000,225,225,,,"Pixel King Spawn Effect",,,,,"Pixel King Hit","Pixel King Die","Pixel King Ability Effect",,,,,,,,"hips_s",,,,"BarbarianPixel","Default",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"ClashFestKing","Barbarian King","FALSE","FALSE",1500,"20230901T080059.000Z","TID_CLASHFEST_KING","image/skin_icons/bk_clashfest_dl_opt.png","sc3d/barbking_clashfest_geo_dl_opt.glb","sc3d/barbking_clashfest_a_dl_opt.pvr","sc3d/barbking_clashfest_n_dl_opt.pvr","sc3d/barbking_clashfest_m_dl_opt.pvr",,"BarbarianKingClashFestSkin",,10000,225,225,,,"Barbarian King Deploy",,,,,"Pixel King Hit","Barbarian King Die","Pixel King Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"RogueQueen","Archer Queen","FALSE","FALSE",1500,"20220201T080059.000Z","TID_ROGUE_QUEEN","image/skin_icons/aq_rogue_dl_opt.png","sc3d/archerqueen_rogue_geo_dl_opt.scw","sc3d/archerqueen_rogue_01_dl_opt.pvr",,"sc3d/archerqueen_rogue_01_material_dl_opt.pvr",,"ArcherQueenRogueSkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"Archer Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"JungleQueen","Archer Queen","FALSE","FALSE",1500,"20220601T080059.000Z","TID_JUNGLE_QUEEN","image/skin_icons/aq_jungle_dl_opt.png","sc3d/archerqueen_jungle_geo_dl_opt.glb","sc3d/archerqueen_jungle_a_dl_opt.pvr","sc3d/archerqueen_jungle_n_dl_opt.pvr","sc3d/archerqueen_jungle_m_dl_opt.pvr",,"ArcherQueenJungleSkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"Archer Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"arrow_bow_s","hips_s",,,,,"Default",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"PartyQueen","Archer Queen","FALSE","FALSE",1500,"20220801T080059.000Z","TID_PARTY_QUEEN","image/skin_icons/aq_party_dl_opt.png","sc3d/archerqueen_party_geo_dl_opt.glb","sc3d/archerqueen_party_a_dl_opt.pvr","sc3d/archerqueen_party_n_dl_opt.pvr","sc3d/archerqueen_party_m_dl_opt.pvr",,"ArcherQueenPartySkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"Archer Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,,"hips_s","ArcherQueenParty_arrow","ArcherQueenParty_arrow_rage",,,"Default",,100,"GOLD","image/theme_icons/party_icon_dl_opt.png","TID_SKIN_THEME_ANNIVERSARY",2021,"TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"ChampionQueen","Archer Queen","FALSE","FALSE",0,,"TID_CHAMPION_QUEEN","image/skin_icons/aq_champion_dl_opt.png","sc3d/archerqueen_champion_geo_dl_opt.glb","sc3d/archerqueen_champion_a_dl_opt.pvr","sc3d/archerqueen_champion_n_dl_opt.pvr","sc3d/archerqueen_champion_m_dl_opt.pvr",,"ArcherQueenChampionSkin",,10000,225,225,,,"Champion Queen Spawn Effect Offset","Champion Queen Attack",,,,"Champion Queen hit","Archer Queen Die","Champion Queen Ability Effect",,,,"Champion Queen Spawn Effect",,,"arrow_s","hips_s","ArcherQueenChamp arrow","ArcherQueenChamp arrow rage",,"ArcherChamp","Default",,100,"LEGENDARY","image/theme_icons/champion_icon_dl_opt.png","TID_SKIN_THEME_WORLDS",2021,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE"
"ShadowQueen","Archer Queen","FALSE","FALSE",1500,"20230101T080059.000Z","TID_SHADOW_QUEEN","image/skin_icons/aq_dark_dl_opt.png","sc3d/archerqueen_dark_geo_dl_opt.glb","sc3d/archerqueen_dark_a_dl_opt.pvr","sc3d/archerqueen_dark_n_dl_opt.pvr","sc3d/archerqueen_dark_m_dl_opt.pvr",,"ArcherQueenDarkSkin",,10000,225,225,,,"Archer Queen Deploy","DAQ Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"arrow_01_s","hips_s","ArcherQueenDark arrow","ArcherQueenDark arrow rage",,,"Default",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"MinerQueen","Archer Queen","FALSE","FALSE",1500,"20230501T080059.000Z","TID_MINER_QUEEN","image/skin_icons/aq_miner_dl_opt.png","sc3d/archerqueen_miner_geo_dl_opt.glb","sc3d/archerqueen_miner_a_dl_opt.pvr","sc3d/archerqueen_miner_n_dl_opt.pvr","sc3d/archerqueen_miner_m_dl_opt.pvr",,"ArcherQueenMinerSkin",,10000,225,225,,,"Miner Queen Deploy","Miner Queen Attack",,,,"Miner Queen Hit","Miner Queen Die","Miner Queen Ability Effect",,,,,,,"bomb_s","hips_s","ArcherQueenMiner arrow","ArcherQueenMiner arrow rage",,,"Default",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"SummerQueen","Archer Queen","FALSE","FALSE",1500,"20230701T080059.000Z","TID_SUMMER_QUEEN","image/skin_icons/aq_summer_dl_opt.png","sc3d/archerqueen_summer_geo_dl_opt.glb","sc3d/archerqueen_summer_a_dl_opt.pvr","sc3d/archerqueen_summer_n_dl_opt.pvr","sc3d/archerqueen_summer_m_dl_opt.pvr",,"ArcherQueenSummerSkin",,10000,225,225,,,"Summer Queen Deploy","Summer Queen Attack",,,,"Summer Queen Hit","Summer Queen Die","Summer Queen Ability Effect",,,,,,,"weaponArrow_s","hips_s","ArcherQueenSummer_arrow","ArcherQueenSummer arrow rage",,,"Default",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"PixelQueen","Archer Queen","FALSE","FALSE",0,,"TID_PIXEL_QUEEN","image/skin_icons/aq_pixel_dl_opt.png","sc3d/archerqueen_pixel_geo_dl_opt.glb","sc3d/archerqueen_pixel_a_dl_opt.pvr","sc3d/archerqueen_pixel_a_dl_opt.pvr","sc3d/archerqueen_pixel_m_dl_opt.pvr","sc3d/archerqueen_pixel_a_dl_opt.pvr","ArcherQueenPixelSkin",,10000,225,225,,,"Pixel Queen Deploy Effect","Pixel Queen Attack",,,,"Pixel Queen Hit","Pixel Queen Die","Pixel Queen Ability Effect",,,,,,,"R_weapon_01_s","hips_s","ArcherQueenPixel_arrow","ArcherQueenPixel arrow rage",,"ArcherPixel","Default",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"SpookyQueen","Archer Queen","FALSE","FALSE",1500,"20231001T080059.000Z","TID_SPOOKY_QUEEN","image/skin_icons/aq_spooky_dl_opt.png","sc3d/archerqueen_spooky_geo_dl_opt.glb","sc3d/archerqueen_spooky_a_dl_opt.pvr","sc3d/archerqueen_spooky_n_dl_opt.pvr","sc3d/archerqueen_spooky_m_dl_opt.pvr",,"ArcherQueenSpookySkin",,10000,225,225,,,"AQ_Spooky_Deploy","AQ_Spooky_Atk_Mute",,,,,"AQ_Spooky_Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s",,,,,"Default",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"TH15Queen","Archer Queen","FALSE","FALSE",0,,"TID_TH15_QUEEN","image/skin_icons/aq_magic_dl_opt.png","sc3d/archerqueen_th15_geo_dl_opt.glb","sc3d/archerqueen_th15_a_dl_opt.pvr","sc3d/archerqueen_th15_n_dl_opt.pvr","sc3d/archerqueen_th15_m_dl_opt.pvr","sc3d/archerqueen_th15_e_dl_opt.pvr","ArcherQueenTH15Skin",,10000,225,225,,,"TH15 AQ Dep","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenTH15_arrow","ArcherQueenTH15 arrow rage",,"ArcherMagic","Default",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE"
"ArcherQueen019","Archer Queen","FALSE","FALSE",1500,"20231201T080059.000Z","TID_JOLLY_QUEEN","image/skin_icons/aq_jolly_dl_opt.png","sc3d/archerqueen_jolly_geo_dl_opt.glb","sc3d/archerqueen_jolly_a_dl_opt.pvr","sc3d/archerqueen_jolly_n_dl_opt.pvr","sc3d/archerqueen_jolly_m_dl_opt.pvr",,"ArcherQueenJollySkin",,10000,225,225,,,"Archer Queen Deploy",,,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenJolly_arrow","ArcherQueenJolly arrow rage",,,"Default",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
