"Name","TaskType","ProgressType","Set","TID","InfoTID","IconSWF","IconExportName","Score","DurationMinutes","Quantity","Quantity2","Data1","Data2","SelectionWeight","Disabled","Group","MinTHLevel","MaxTHLevel","MinBHLevel","MaxBHLevel"
"DestroyGuardPost","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_GUARDPOST","TID_CLANGAMES_TASK_INFO_DESTROY_BB_GUARDPOST","sc/buildings2.sc","GuardPost_lvl4",100,480,5,,"Guard Post",,,,"DestroyBBBuildings100",,,4,
"DestroyLaboratory2","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_STARLABORATORY","TID_CLANGAMES_TASK_INFO_DESTROY_BB_STARLABORATORY","sc/buildings2.sc","Telescope_lvl5",50,480,4,,"Laboratory2",,,,"DestroyBBBuildings50",,,,
"DestroyMultiMortar","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_MULTIMORTAR","TID_CLANGAMES_TASK_INFO_DESTROY_BB_MULTIMORTAR","sc/buildings2.sc","multi_mortar_lvl4",100,480,5,,"Multi Mortar",,,,"DestroyBBBuildings100",,,5,
"WinHomeBattlesInRowMarathon","WinHomeBattles","Consecutive","Marathon","TID_CLANGAMES_TASK_WIN_HOMEBATTLESINROW","TID_CLANGAMES_TASK_INFO_WIN_HOMEBATTLESINROW","sc/ui.sc","Home_Win_Battles_Icon",300,2880,9,,,,,,"Misc300",,,,
"DestroyEagleArtilleryMarathon","DestroyBuilding","Accumulative","Marathon","TID_CLANGAMES_TASK_DESTROY_EAGLEARTILLERY","TID_CLANGAMES_TASK_INFO_DESTROY_EAGLEARTILLERY","sc/buildings.sc","doom_cannon_lvl2",300,2880,15,,"Ancient Artillery",,,,"Misc300",11,,,
"DestroyInfernoTowersMarathon","DestroyBuilding","Accumulative","Marathon","TID_CLANGAMES_TASK_DESTROY_INFERNOTOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_INFERNOTOWERS","sc/buildings.sc","dark_tower_lvl2",300,2880,30,,"Dark Tower",,,,"Misc300",10,,,
"GetHomeBattleStarsMarathon","GetHomeBattleStars","Accumulative","Marathon","TID_CLANGAMES_TASK_GET_HOMEBATTLESTARS","TID_CLANGAMES_TASK_INFO_GET_HOMEBATTLESTARS","sc/ui.sc","Home_Collect_Stars_Icon",300,2880,45,,,,,,"Misc300",,,,
"WinHomeBattlesMarathon","WinHomeBattles","Accumulative","Marathon","TID_CLANGAMES_TASK_WIN_HOMEBATTLES","TID_CLANGAMES_TASK_INFO_WIN_HOMEBATTLES","sc/ui.sc","Home_Win_Battles_Icon",300,2880,30,,,,,,"Misc300",,,,
"GetBuilderBattleStarsMarathonLowBH","GetBuilderBattleStars","Accumulative","Marathon","TID_CLANGAMES_TASK_GET_BUILDERBATTLESTARS","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLESTARS","sc/ui.sc","Builder_Collect_Stars_Icon",300,2880,45,,,,,,"BBStarsMarathon",,,,5
"LootGoldMarathon","LootResources","Accumulative","Marathon","TID_CLANGAMES_TASK_LOOT_GOLD","TID_CLANGAMES_TASK_INFO_LOOT_GOLD","sc/ui.sc","Home_Loot_Gold",300,2880,10000000,,"Gold",,,,"Misc300",,,,
"LootElixirMarathon","LootResources","Accumulative","Marathon","TID_CLANGAMES_TASK_LOOT_ELIXIR","TID_CLANGAMES_TASK_INFO_LOOT_ELIXIR","sc/ui.sc","Home_Loot_Elixir",300,2880,10000000,,"Elixir",,,,"Misc300",,,,
"LootDarkElixirMarathon","LootResources","Accumulative","Marathon","TID_CLANGAMES_TASK_LOOT_DARKELIXIR","TID_CLANGAMES_TASK_INFO_LOOT_DARKELIXIR","sc/ui.sc","Home_Loot_DarkElixir",300,2880,100000,,"DarkElixir",,,,"Misc300",,,,
"GetHomeBattleDestructionMarathon","GetHomeBattleDestruction","Accumulative","Marathon","TID_CLANGAMES_TASK_GET_HOMEBATTLEDESTRUCTION","TID_CLANGAMES_TASK_INFO_GET_HOMEBATTLEDESTRUCTION","sc/ui.sc","Home_Get_Desturction_Icon",300,2880,1500,,,,,,"Misc300",,,,
"GetBuilderBattleDestructionMarathonLowBH","GetBuilderBattleDestruction","Accumulative","Marathon","TID_CLANGAMES_TASK_GET_BUILDERBATTLEDESTRUCTION","TID_CLANGAMES_TASK_INFO_GET_BUILDERBATTLEDESTRUCTION","sc/ui.sc","Builder_Get_Destruction_Icon",300,2880,1500,,,,,,"BBDestructionMarathon",,,,5
"WinHomeBattle3StarsVersusTownHall11Regular","GetHomeBattleStarsVersusTownHall","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_11","TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_11","sc/buildings.sc","town_hall_lvl11",100,480,10,11,,,,,"DestroyBuildings100",11,11,,
"WinHomeBattle3StarsVersusTownHall10Regular","GetHomeBattleStarsVersusTownHall","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_10","TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_10","sc/buildings.sc","town_hall_lvl10",100,480,10,10,,,,,"DestroyBuildings100",10,10,,
"WinHomeBattle3StarsVersusTownHall9Regular","GetHomeBattleStarsVersusTownHall","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_9","TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_9","sc/buildings.sc","town_hall_lvl9",100,480,10,9,,,,,"DestroyBuildings100",9,9,,
"WinHomeBattle3StarsVersusTownHall8Regular","GetHomeBattleStarsVersusTownHall","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_8","TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_8","sc/buildings.sc","town_hall_lvl8",100,480,10,8,,,,,"DestroyBuildings100",8,8,,
"WinHomeBattle3StarsVersusTownHall7Regular","GetHomeBattleStarsVersusTownHall","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_7","TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_7","sc/buildings.sc","town_hall_lvl7",100,480,10,7,,,,,"DestroyBuildings100",7,7,,
"WinHomeBattle3StarsVersusTownHall6Regular","GetHomeBattleStarsVersusTownHall","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_6","TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_6","sc/buildings.sc","town_hall_lvl6",100,480,10,6,,,,,"DestroyBuildings100",6,6,,
"GetHomeBattleStarsNoSpellsRegular","GetHomeBattleStarsNoSpells","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_WITHOUT_SPELLS","TID_CLANGAMES_TASK_INFO_WIN_STARS_WITHOUT_SPELLS","sc/ui.sc","No_Spells_Icon",150,480,5,,,,,,"Misc150",,,,
"GetHomeBattleStarsNoHeroesRegular","GetHomeBattleStarsNoHeroes","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_WITHOUT_HEROES","TID_CLANGAMES_TASK_INFO_WIN_STARS_WITHOUT_HEROES","sc/ui.sc","No_Heroes_Icon",150,480,5,,,,,,"Misc150",,,,
"GetHomeBattleStarsVersusHigherTownHallRegular","GetHomeBattleStarsVersusHigherTownHall","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_VS_HIGHER_TOWNHALL","TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_HIGHER_TOWNHALL","sc/ui.sc","Higher_TH_Kill_Icon",150,480,5,,,,,,"Misc150",,14,,
"WinWarStarsRegular","WinWarStars","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_WARSTARS","TID_CLANGAMES_TASK_INFO_WIN_WARSTARS","sc/ui.sc","Home_Collect_War_Stars_Icon",250,2880,15,,,,,,"Misc250",,,,
"WinHomeBattleVersusLeagueTitanRegular","GetHomeBattleStarsVersusLeague","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_VS_TITANLEAGUE","TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TITANLEAGUE","sc/ui.sc","Titan_League_Wins_Icon",250,480,10,,"Hero3",,,,"Misc250",14,,,
"GetHeroLevelKillsBarbarianKingRegular","GetHeroLevelKills","Accumulative","Regular","TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_BARBARIANKING","TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_BARBARIANKING","sc/ui.sc","Stun_BK_Icon",100,480,250,,"Barbarian King",,,,"KillHeroes100",,,,
"GetHeroLevelKillsArcherQueenRegular","GetHeroLevelKills","Accumulative","Regular","TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_ARCHERQUEEN","TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_ARCHERQUEEN","sc/ui.sc","Stun_AQ_Icon",100,480,250,,"Archer Queen",,,,"KillHeroes100",9,,,
"GetHeroLevelKillsGrandWardenRegular","GetHeroLevelKills","Accumulative","Regular","TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_GRANDWARDEN","TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_GRANDWARDEN","sc/ui.sc","Stun_Elder_Icon",100,480,100,,"Grand Warden",,,,"KillHeroes100",11,,,
"GetHeroLevelKillsAllHeroesRegular","GetHeroLevelKills","Accumulative","Regular","TID_CLANGAMES_TASK_GET_LEVELKILLS_VS_ALLHEROES","TID_CLANGAMES_TASK_INFO_GET_LEVELKILLS_VS_ALLHEROES","sc/ui.sc","Stun_All_Heroes_Icon",100,480,500,,,,,,"KillHeroes100",,,,
"UseMegaPekkas","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_MEGAPEKKA","TID_BATTLEPASS_TASK_INFO_USE_MEGAPEKKA","sc/ui.sc","icon_unit_electric_pekka",100,480,15,1,"PEKKA2",,,,"WinStarsUsingBBTroops100",,,8,
"DestroyMegaTesla","DestroyBuilding","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_MEGATESLA","TID_CLANGAMES_TASK_INFO_DESTROY_BB_MEGATESLA","sc/buildings2.sc","mega_tesla_lvl4",100,480,5,,"Mega Tesla",,,,"DestroyBBBuildings100",,,8,
"WinHomeBattle3StarsVersusTownHall12Regular","GetHomeBattleStarsVersusTownHall","Accumulative","Regular","TID_CLANGAMES_TASK_WIN_STARS_VS_TOWNHALL_12","TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_TOWNHALL_12","sc/buildings.sc","town_hall_lvl12_t5",100,480,10,12,,,,,"DestroyBuildings100",12,12,,
"UseSiegeRams","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_SIEGERAMS","TID_BATTLEPASS_TASK_INFO_USE_SIEGERAMS","sc/ui.sc","icon_unit_siege_machine_ram",150,480,10,1,"Siege Machine Ram",,,,"Misc150",12,,,
"UseSiegeZeppelins","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_SIEGEZEPPELINS","TID_BATTLEPASS_TASK_INFO_USE_SIEGEZEPPELINS","sc/ui.sc","icon_unit_siege_machine_flyer",150,480,10,1,"Siege Machine Flyer",,,,"Misc150",12,,,
"UseElectroDragon","WinStarsUsingTroop","Accumulative","Regular","TID_CLANGAMES_TASK_USE_ELECTRODRAGON","TID_BATTLEPASS_TASK_INFO_USE_ELECTRODRAGON","sc/ui.sc","icon_unit_lightningDragon",100,480,10,1,"Electro Dragon",,,,"WinStarsUsingTroops100",11,,,
"DestroyHomeBuildingsRegular","DestroyHomeBuildings","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_MV_BUILDINGS","TID_CLANGAMES_TASK_INFO_DESTROY_MV_BUILDINGS","sc/ui.sc","Home_Destroy_Buidings_Icon",100,480,250,,,,,,"Misc100",,,,
"DestroyHomeBuildingsEpic","DestroyHomeBuildings","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_MV_BUILDINGS","TID_CLANGAMES_TASK_INFO_DESTROY_MV_BUILDINGS","sc/ui.sc","Home_Destroy_Buidings_Icon",200,1440,500,,,,,,"Misc200",,,,
"DestroyHomeWallsRegular","DestroyHomeWalls","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_MV_WALLS","TID_CLANGAMES_TASK_INFO_DESTROY_MV_WALLS","sc/ui.sc","Home_Destroy_Walls_Icon",100,480,125,,,,,,"Misc100",,,,
"DestroyHomeWallsEpic","DestroyHomeWalls","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_MV_WALLS","TID_CLANGAMES_TASK_INFO_DESTROY_MV_WALLS","sc/ui.sc","Home_Destroy_Walls_Icon",200,1440,250,,,,,,"Misc200",,,,
"DestroyBuilderBuildingsRegular","DestroyBuilderBuildings","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_BUILDINGS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_BUILDINGS","sc/ui.sc","Home_Destroy_Buidings_Icon",100,480,150,,,,,,"Misc100",,,,
"DestroyBuilderBuildingsEpic","DestroyBuilderBuildings","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_BUILDINGS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_BUILDINGS","sc/ui.sc","Home_Destroy_Buidings_Icon",200,1440,300,,,,,,"Misc200",,,,
"DestroyBuilderWallsRegular","DestroyBuilderWalls","Accumulative","Regular","TID_CLANGAMES_TASK_DESTROY_BB_WALLS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_WALLS","sc/ui.sc","Home_Destroy_Walls_Icon",100,480,500,,,,,,"Misc100",,,,
"DestroyBuilderWallsEpic","DestroyBuilderWalls","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_WALLS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_WALLS","sc/ui.sc","Home_Destroy_Walls_Icon",200,1440,1000,,,,,,"Misc200",,,,
"GetHomeStarsUnderTimeLimitRegular","GetHomeStarsUnderTimeLimit","Accumulative","Regular","TID_CLANGAMES_TASK_SPEEDY_STARS_MV","TID_CLANGAMES_TASK_INFO_SPEEDY_STARS_MV","sc/ui.sc","Home_Time_Stars_Icon",100,480,5,60,,,,,"Misc100",,,,
"GetBuilderStarsUnderTimeLimitRegularLowBH","GetBuilderStarsUnderTimeLimit","Accumulative","Regular","TID_CLANGAMES_TASK_SPEEDY_STARS_BB","TID_CLANGAMES_TASK_INFO_SPEEDY_STARS_BB","sc/ui.sc","Builder_Time_Stars_Icon",200,480,15,60,,,,,"BBStarsUnderTimeLimit",,,,5
"DeployTroopsRegular","DeployTroopHousingSpace","Accumulative","Regular","TID_BATTLEPASS_TASK_DEPLOY_TROOPS","TID_BATTLEPASS_TASK_INFO_DEPLOY_TROOPS","sc/ui.sc","Deploy_Troops_Icon",100,480,1250,,,,,,"UseTroops100",,,,
"DeploySpellsRegular","DeploySpellHousingSpace","Accumulative","Regular","TID_BATTLEPASS_TASK_DEPLOY_SPELLS","TID_BATTLEPASS_TASK_INFO_DEPLOY_SPELLS","sc/ui.sc","Deploy_Spells_Icon",100,480,50,,,,,,"Misc100",,,,
"DeploySiegesRegular","DeploySiegeHousingSpace","Accumulative","Regular","TID_BATTLEPASS_TASK_DEPLOY_SIEGE_MACHINES","TID_BATTLEPASS_TASK_INFO_DEPLOY_SIEGE_MACHINES","sc/ui.sc","Deploy_Sieges_Icon",100,480,5,,,,,,"UseTroops100",12,,,
"DonateSiegesRegular","DonateSiegeCapacity","Accumulative","Regular","TID_BATTLEPASS_TASK_DONATE_SIEGE_MACHINES","TID_BATTLEPASS_TASK_INFO_DONATE_SIEGE_MACHINES","sc/ui.sc","Donate_Sieges_Icon",100,480,5,,,,,,"Donate100",12,,,
"CollectGold","CollectResources","Accumulative","Regular","TID_BATTLEPASS_TASK_COLLECT_GOLD","TID_BATTLEPASS_TASK_INFO_COLLECT_GOLD","sc/ui.sc","Collect_Gold_Icon",100,480,750000,,"Gold",,,,"Misc100",,,,
"CollectElixir","CollectResources","Accumulative","Regular","TID_BATTLEPASS_TASK_COLLECT_ELIXIR","TID_BATTLEPASS_TASK_INFO_COLLECT_ELIXIR","sc/ui.sc","Collect_Elixir_Icon",100,480,750000,,"Elixir",,,,"Misc100",,,,
"CollectDarkElixir","CollectResources","Accumulative","Regular","TID_BATTLEPASS_TASK_COLLECT_DARKELIXIR","TID_BATTLEPASS_TASK_INFO_COLLECT_DARKELIXIR","sc/ui.sc","Collect_DarkElixir_Icon",100,480,15000,,"DarkElixir",,,,"Misc100",,,,
"StartHomeUpgradesRegular","StartUpgradeHome","Accumulative","Regular","TID_BATTLEPASS_TASK_START_HOME_UPGRADE","TID_BATTLEPASS_TASK_INFO_START_HOME_UPGRADE","sc/ui.sc","Start_Upgrades_Home_Icon",100,480,2,,,,,,,,,,
"StartBuilderUpgradesRegular","StartUpgradeBuilder","Accumulative","Regular","TID_BATTLEPASS_TASK_START_BB_UPGRADE","TID_BATTLEPASS_TASK_INFO_START_BB_UPGRADE","sc/ui.sc","Start_Upgrades_BB_Icon",100,480,2,,,,,,,,,,
"StartAnyUpgradesRegular","StartUpgradeAny","Accumulative","Regular","TID_BATTLEPASS_TASK_START_ANY_UPGRADE","TID_BATTLEPASS_TASK_INFO_START_ANY_UPGRADE","sc/ui.sc","Start_Upgrades_Any_Icon",100,480,2,,,,,,,,,,
"WallHomeUpgradesRegular","WallUpgradeHome","Accumulative","Regular","TID_BATTLEPASS_TASK_UPGRADE_HOME_WALL","TID_BATTLEPASS_TASK_INFO_UPGRADE_HOME_WALL","sc/ui.sc","Upgrade_Walls_Home_Icon",100,480,10,,,,,,,,,,
"WallBuilderUpgradesRegular","WallUpgradeBuilder","Accumulative","Regular","TID_BATTLEPASS_TASK_UPGRADE_BB_WALL","TID_BATTLEPASS_TASK_INFO_UPGRADE_BB_WALL","sc/ui.sc","Upgrade_Walls_BB_Icon",100,480,10,,,,,,,,,,
"WallAnyUpgradesRegular","WallUpgradeAny","Accumulative","Regular","TID_BATTLEPASS_TASK_UPGRADE_ANY_WALL","TID_BATTLEPASS_TASK_INFO_UPGRADE_ANY_WALL","sc/ui.sc","Upgrade_Walls_Any_Icon",100,480,10,,,,,,,,,,
"CompleteEventsRegular","CompleteEventGoal","Accumulative","Regular","TID_BATTLEPASS_TASK_COMPLETE_EVENT","TID_BATTLEPASS_TASK_INFO_COMPLETE_EVENT","sc/ui.sc","Complete_Events_Icon",100,480,1,,,,,,,,,,
"GetClanGamesPointsRegular","GetClanGamesPoints","Accumulative","Regular","TID_BATTLEPASS_TASK_GET_CLANGAMES_POINTS","TID_BATTLEPASS_TASK_INFO_GET_CLANGAMES_POINTS","sc/ui.sc","Get_ClanGames_Points_Icon",100,480,500,,,,,,,,,,
"GetStarBonusesRegular","GetStarBonus","Accumulative","Regular","TID_BATTLEPASS_TASK_GET_STAR_BONUSES","TID_BATTLEPASS_TASK_INFO_GET_STAR_BONUSES","sc/ui.sc","Get_Star_Bonus_Icon",100,480,4,,,,,,"Misc100",,,,
"GetVSLootsRegular","GetBuilderStarBonus","Accumulative","Regular","TID_BATTLEPASS_TASK_GET_BB_LOOT","TID_BATTLEPASS_TASK_INFO_GET_BB_LOOT","sc/ui.sc","Get_BB_Loot_Icon",100,480,4,,,,,"TRUE",,,,,
"DeployTroopsEpic","DeployTroopHousingSpace","Accumulative","Epic","TID_BATTLEPASS_TASK_DEPLOY_TROOPS","TID_BATTLEPASS_TASK_INFO_DEPLOY_TROOPS","sc/ui.sc","Deploy_Troops_Icon",200,480,2500,,,,,,"UseTroops200",,,,
"DeploySpellsEpic","DeploySpellHousingSpace","Accumulative","Epic","TID_BATTLEPASS_TASK_DEPLOY_SPELLS","TID_BATTLEPASS_TASK_INFO_DEPLOY_SPELLS","sc/ui.sc","Deploy_Spells_Icon",200,480,100,,,,,,"Misc200",,,,
"DeploySiegesEpic","DeploySiegeHousingSpace","Accumulative","Epic","TID_BATTLEPASS_TASK_DEPLOY_SIEGE_MACHINES","TID_BATTLEPASS_TASK_INFO_DEPLOY_SIEGE_MACHINES","sc/ui.sc","Deploy_Sieges_Icon",200,480,10,,,,,,"UseTroops200",12,,,
"DonateSiegesEpic","DonateSiegeCapacity","Accumulative","Epic","TID_BATTLEPASS_TASK_DONATE_SIEGE_MACHINES","TID_BATTLEPASS_TASK_INFO_DONATE_SIEGE_MACHINES","sc/ui.sc","Donate_Sieges_Icon",200,480,10,,,,,,"Donate200",12,,,
"CollectGoldEpic","CollectResources","Accumulative","Epic","TID_BATTLEPASS_TASK_COLLECT_GOLD","TID_BATTLEPASS_TASK_INFO_COLLECT_GOLD","sc/ui.sc","Collect_Gold_Icon",200,480,1500000,,"Gold",,,,"Misc200",,,,
"CollectElixirEpic","CollectResources","Accumulative","Epic","TID_BATTLEPASS_TASK_COLLECT_ELIXIR","TID_BATTLEPASS_TASK_INFO_COLLECT_ELIXIR","sc/ui.sc","Collect_Elixir_Icon",200,480,1500000,,"Elixir",,,,"Misc200",,,,
"CollectDarkElixirEpic","CollectResources","Accumulative","Epic","TID_BATTLEPASS_TASK_COLLECT_DARKELIXIR","TID_BATTLEPASS_TASK_INFO_COLLECT_DARKELIXIR","sc/ui.sc","Collect_DarkElixir_Icon",200,480,30000,,"DarkElixir",,,,"Misc200",,,,
"StartHomeUpgradesEpic","StartUpgradeHome","Accumulative","Epic","TID_BATTLEPASS_TASK_START_HOME_UPGRADE","TID_BATTLEPASS_TASK_INFO_START_HOME_UPGRADE","sc/ui.sc","Start_Upgrades_Home_Icon",200,480,4,,,,,,,,,,
"StartBuilderUpgradesEpic","StartUpgradeBuilder","Accumulative","Epic","TID_BATTLEPASS_TASK_START_BB_UPGRADE","TID_BATTLEPASS_TASK_INFO_START_BB_UPGRADE","sc/ui.sc","Start_Upgrades_BB_Icon",200,480,4,,,,,,,,,,
"StartAnyUpgradesEpic","StartUpgradeAny","Accumulative","Epic","TID_BATTLEPASS_TASK_START_ANY_UPGRADE","TID_BATTLEPASS_TASK_INFO_START_ANY_UPGRADE","sc/ui.sc","Start_Upgrades_Any_Icon",200,480,4,,,,,,,,,,
"WallHomeUpgradesEpic","WallUpgradeHome","Accumulative","Epic","TID_BATTLEPASS_TASK_UPGRADE_HOME_WALL","TID_BATTLEPASS_TASK_INFO_UPGRADE_HOME_WALL","sc/ui.sc","Upgrade_Walls_Home_Icon",200,480,20,,,,,,,,,,
"WallBuilderUpgradesEpic","WallUpgradeBuilder","Accumulative","Epic","TID_BATTLEPASS_TASK_UPGRADE_BB_WALL","TID_BATTLEPASS_TASK_INFO_UPGRADE_BB_WALL","sc/ui.sc","Upgrade_Walls_BB_Icon",200,480,20,,,,,,,,,,
"WallAnyUpgradesEpic","WallUpgradeAny","Accumulative","Epic","TID_BATTLEPASS_TASK_UPGRADE_ANY_WALL","TID_BATTLEPASS_TASK_INFO_UPGRADE_ANY_WALL","sc/ui.sc","Upgrade_Walls_Any_Icon",200,480,20,,,,,,,,,,
"CompleteEventsEpic","CompleteEventGoal","Accumulative","Epic","TID_BATTLEPASS_TASK_COMPLETE_EVENT","TID_BATTLEPASS_TASK_INFO_COMPLETE_EVENT","sc/ui.sc","Complete_Events_Icon",200,480,3,,,,,,,,,,
"GetClanGamesPointsEpic","GetClanGamesPoints","Accumulative","Epic","TID_BATTLEPASS_TASK_GET_CLANGAMES_POINTS","TID_BATTLEPASS_TASK_INFO_GET_CLANGAMES_POINTS","sc/ui.sc","Get_ClanGames_Points_Icon",200,480,1000,,,,,,,,,,
"GetStarBonusesEpic","GetStarBonus","Accumulative","Epic","TID_BATTLEPASS_TASK_GET_STAR_BONUSES","TID_BATTLEPASS_TASK_INFO_GET_STAR_BONUSES","sc/ui.sc","Get_Star_Bonus_Icon",200,480,7,,,,,,"Misc200",,,,
"GetVSLootsEpic","GetBuilderStarBonus","Accumulative","Epic","TID_BATTLEPASS_TASK_GET_BB_LOOT","TID_BATTLEPASS_TASK_INFO_GET_BB_LOOT","sc/ui.sc","Get_BB_Loot_Icon",200,480,7,,,,,"TRUE",,,,,
"DonateTroopsEpic","DonateTroopCapacity","Accumulative","Epic","TID_TASK_DONATE_TROOPS","TID_CLANGAMES_TASK_INFO_DONATE_TROOPS","sc/ui.sc","Home_Donate_Troops",200,480,500,,,,,,"Donate200",,,,
"GetStarBonusRegular","GetStarBonus","Accumulative","Regular","TID_TASK_GET_STAR_BONUS","TID_TASK_INFO_GET_STAR_BONUS","sc/ui.sc","Get_Star_Bonus_Icon",100,1440,5,,,,,"TRUE",,,,,
"GetBuilderStarBonusRegular","GetBuilderStarBonus","Accumulative","Regular","TID_TASK_GET_VS_BONUS","TID_TASK_INFO_GET_VS_BONUS","sc/ui.sc","Get_BB_Loot_Icon",100,1440,5,,,,,"TRUE",,,,,
"DeploySpellsMarathon","DeploySpellHousingSpace","Accumulative","Marathon","TID_BATTLEPASS_TASK_DEPLOY_SPELLS","TID_BATTLEPASS_TASK_INFO_DEPLOY_SPELLS","sc/ui.sc","Deploy_Spells_Icon",400,480,200,,,,,,"Misc400",,,,
"DeployTroopsMarathon","DeployTroopHousingSpace","Accumulative","Marathon","TID_BATTLEPASS_TASK_DEPLOY_TROOPS","TID_BATTLEPASS_TASK_INFO_DEPLOY_TROOPS","sc/ui.sc","Deploy_Troops_Icon",400,480,5000,,,,,,"Misc400",,,,
"DestroyAirDefense2Epic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_AIRBOMBS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_AIRBOMBS","sc/buildings2.sc","airDefence_factory_lvl4",200,480,10,,"Air Defense2",,,,"DestroyBBBuildings200",,,4,
"DestroyAirDefenseMiniEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BB_FIRECRACKERS","TID_CLANGAMES_TASK_INFO_DESTROY_BB_FIRECRACKERS","sc/buildings2.sc","airDefence_box_lvl4",200,480,40,,"Air Defense Mini",,,,"DestroyBBBuildings200",,,3,
"DestroyAirDefensesEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_AIRDEFENSES","TID_CLANGAMES_TASK_INFO_DESTROY_AIRDEFENSES","sc/buildings.sc","fireworks_tower_lvl6",200,480,40,,"Air Defense",,,,"DestroyBuildings200",,,,
"DestroyAirSweepersEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_AIRSWEEPERS","TID_CLANGAMES_TASK_INFO_DESTROY_AIRSWEEPERS","sc/buildings.sc","air_mortar_lvl2",150,480,15,,"Air Blaster",,,,"DestroyBuildings150",,,,
"DestroyArcherTowersEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_ARCHERTOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_ARCHERTOWERS","sc/buildings.sc","tower_turret_lvl3",200,480,80,,"Archer Tower",,,,"DestroyBuildings200",,,,
"DestroyBombTowersEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_BOMBTOWERS","TID_CLANGAMES_TASK_INFO_DESTROY_BOMBTOWERS","sc/buildings.sc","bomb_tower_lvl1",200,480,20,,"Bomb Tower",,,,"DestroyBuildings200",,,,
"DestroyCannonsEpic","DestroyBuilding","Accumulative","Epic","TID_CLANGAMES_TASK_DESTROY_CANNONS","TID_CLANGAMES_TASK_INFO_DESTROY_CANNONS","sc/buildings.sc","basic_turret_lvl7",200,480,80,,"Cannon",,,,"DestroyBuildings200",,,,
